05-MalPatSaj-market_value,07-silvestri-market_value_apr_2022,05-MalPatSaj-profit,08-slytherin-revenue,07-silvestri-revenue_2022,05-MalPatSaj-assets,05-MalPatSaj-sales
doll_195.52 b,doll_195.52 b,doll_5.43 b,doll_38.2 b,doll_38.16 b,doll_48.91 b,doll_38.16 b
doll_36.45 b,doll_36.45 b,doll_5.69 b,doll_50.6 b,doll_50.59 b,doll_90.66 b,doll_50.59 b
doll_28.87 b,doll_28.87 b,doll_3.71 b,doll_121.4 b,doll_121.42 b,doll_133.97 b,doll_121.42 b
doll_67.9 b,doll_67.9 b,doll_3.01 b,doll_21.9 b,doll_21.89 b,doll_226.39 b,doll_21.89 b
doll_20.11 b,doll_20.11 b,doll_6.72 b,doll_42.4 b,doll_42.38 b,doll_926.05 b,doll_42.38 b
doll_78.17 b,doll_78.17 b,doll_6.22 b,doll_27.4 b,doll_27.37 b,doll_67.95 b,doll_27.37 b
doll_22.69 b,doll_22.69 b,doll_4.16 b,doll_68.1 b,doll_68.07 b,doll_300.52 b,doll_68.07 b
doll_489.83 b,doll_489.83 b,doll_9.75 b,doll_26.9 b,doll_26.91 b,doll_44.19 b,doll_26.91 b
doll_133.63 b,doll_133.63 b,doll_5.89 b,doll_26 b,doll_25.99 b,doll_61.16 b,doll_25.99 b
doll_147.23 b,doll_147.23 b,doll_6.81 b,doll_22.7 b,doll_22.66 b,doll_64.05 b,doll_22.66 b
doll_19.9 b,doll_19.9 b,doll_4.47 b,doll_66.7 b,doll_66.73 b,doll_571.45 b,doll_66.73 b
doll_203.13 b,doll_203.13 b,doll_6.12 b,doll_46.9 b,doll_46.89 b,doll_38.58 b,doll_46.89 b
doll_45.32 b,doll_45.32 b,doll_3.99 b,doll_31.5 b,doll_31.55 b,doll_110.27 b,doll_31.55 b
doll_159.18 b,doll_159.18 b,doll_9 b,doll_31.5 b,doll_31.51 b,doll_41.73 b,doll_31.51 b
doll_100.22 b,doll_100.22 b,doll_4.17 b,doll_25.6 b,doll_25.56 b,doll_75.8 b,doll_25.56 b
doll_32.45 b,doll_32.45 b,doll_5.03 b,doll_33.6 b,doll_33.61 b,doll_149.03 b,doll_33.61 b
doll_39.71 b,doll_39.71 b,doll_3.62 b,doll_22.9 b,doll_22.89 b,doll_402.17 b,doll_22.89 b
doll_60.55 b,doll_60.55 b,doll_4.4 b,doll_50.6 b,doll_50.6 b,doll_58.24 b,doll_50.6 b
doll_41.54 b,doll_41.54 b,doll_3.92 b,doll_35.3 b,doll_35.31 b,doll_108.59 b,doll_35.31 b
doll_265.45 b,doll_265.45 b,doll_5.58 b,doll_28.3 b,doll_28.32 b,doll_48.81 b,doll_28.32 b
doll_89.98 b,doll_89.98 b,doll_4.3 b,doll_28.7 b,doll_28.72 b,doll_67.09 b,doll_28.72 b
doll_185.03 b,doll_185.03 b,doll_7.55 b,doll_23.2 b,doll_23.22 b,doll_53.85 b,doll_23.22 b
doll_98.13 b,doll_98.13 b,doll_1.17 b,doll_74.1 b,doll_74.08 b,doll_198.87 b,doll_74.08 b
doll_19.37 b,doll_19.37 b,doll_5.97 b,doll_35.6 b,doll_35.57 b,"doll_1,665.37 b",doll_35.57 b
doll_85.36 b,doll_85.36 b,doll_3.79 b,doll_34.2 b,doll_34.16 b,doll_62.03 b,doll_34.16 b
doll_84.9 b,doll_84.9 b,doll_5.92 b,doll_35.4 b,doll_35.35 b,doll_47.07 b,doll_35.35 b
doll_41.15 b,doll_41.15 b,doll_4.33 b,doll_22.1 b,doll_22.11 b,doll_164.55 b,doll_22.11 b
doll_28.62 b,doll_28.62 b,doll_6 b,doll_66.3 b,doll_66.28 b,doll_75.51 b,doll_66.28 b
doll_80.48 b,doll_80.48 b,doll_2.41 b,doll_23.2 b,doll_23.23 b,doll_127.53 b,doll_23.23 b
doll_24.54 b,doll_24.54 b,doll_2.66 b,doll_36.7 b,doll_36.7 b,"doll_1,505.64 b",doll_36.7 b
doll_31.34 b,doll_31.34 b,doll_3.38 b,doll_70.6 b,doll_70.55 b,doll_92.14 b,doll_70.55 b
doll_27.91 b,doll_27.91 b,doll_4.31 b,doll_36.1 b,doll_36.13 b,doll_155.65 b,doll_36.13 b
doll_74.27 b,doll_74.27 b,doll_6.11 b,doll_24 b,doll_23.97 b,doll_60.69 b,doll_23.97 b
doll_30.71 b,doll_30.71 b,doll_3.22 b,doll_29.8 b,doll_29.82 b,doll_270.5 b,doll_29.82 b
doll_69.84 b,doll_69.84 b,doll_7 b,doll_35.7 b,doll_35.67 b,doll_42.58 b,doll_35.67 b
doll_51.85 b,doll_51.85 b,doll_2.71 b,doll_85.3 b,doll_85.26 b,doll_56.14 b,doll_85.26 b
doll_48.64 b,doll_48.64 b,doll_1.72 b,doll_119.8 b,doll_119.78 b,doll_85.37 b,doll_119.78 b
doll_16.74 b,doll_16.74 b,doll_4.8 b,doll_50.1 b,doll_50.08 b,"doll_1,090.92 b",doll_50.08 b
doll_19.63 b,doll_19.63 b,doll_2.79 b,doll_62.5 b,doll_62.51 b,doll_779.43 b,doll_62.51 b
doll_95.68 b,doll_95.68 b,doll_5.01 b,doll_30.4 b,doll_30.4 b,doll_45.33 b,doll_30.4 b
doll_63.37 b,doll_63.37 b,doll_2.18 b,doll_48.1 b,doll_48.07 b,doll_68.91 b,doll_48.07 b
doll_30.05 b,doll_30.05 b,doll_3.7 b,doll_34.8 b,doll_34.8 b,doll_137.39 b,doll_34.8 b
doll_63.03 b,doll_63.03 b,doll_4.98 b,doll_12.4 b,doll_12.4 b,doll_509.07 b,doll_12.4 b
doll_25.8 b,doll_25.8 b,doll_13.85 b,doll_51.8 b,doll_51.77 b,doll_64.91 b,doll_51.77 b
doll_19.1 b,doll_19.1 b,doll_3.03 b,doll_108.4 b,doll_108.41 b,doll_222.7 b,doll_108.41 b
doll_30.22 b,doll_30.22 b,doll_4.41 b,doll_17.9 b,doll_17.86 b,"doll_1,059.17 b",doll_17.86 b
doll_47.68 b,doll_47.68 b,doll_1.71 b,doll_39.3 b,doll_39.27 b,doll_133.01 b,doll_39.27 b
doll_56.34 b,doll_56.34 b,doll_2.93 b,doll_84.1 b,doll_84.09 b,doll_44.75 b,doll_84.09 b
doll_66.42 b,doll_66.42 b,doll_3.26 b,doll_38.5 b,doll_38.47 b,doll_50.07 b,doll_38.47 b
doll_20.47 b,doll_20.47 b,doll_2.37 b,doll_57.9 b,doll_57.93 b,doll_507.06 b,doll_57.93 b
doll_59.09 b,doll_59.09 b,doll_3.44 b,doll_14.2 b,doll_14.2 b,doll_304.38 b,doll_14.2 b
doll_70.06 b,doll_70.06 b,doll_1.18 b,doll_52.1 b,doll_52.1 b,doll_144.17 b,doll_52.1 b
doll_30.6 b,doll_30.6 b,doll_4.67 b,doll_19 b,doll_19.02 b,doll_264.29 b,doll_19.02 b
doll_15.65 b,doll_15.65 b,doll_4.15 b,doll_81.1 b,doll_81.13 b,doll_305.7 b,doll_81.13 b
doll_145.27 b,doll_145.27 b,doll_1.46 b,doll_23.7 b,doll_23.74 b,doll_144.94 b,doll_23.74 b
doll_19.29 b,doll_19.29 b,doll_3.79 b,doll_33.9 b,doll_33.86 b,doll_560.38 b,doll_33.86 b
doll_15.36 b,doll_15.36 b,doll_3.95 b,doll_166.5 b,doll_166.46 b,doll_213.64 b,doll_166.46 b
doll_38.75 b,doll_38.75 b,doll_6.52 b,doll_65 b,doll_64.98 b,doll_38.91 b,doll_64.98 b
doll_40.26 b,doll_40.26 b,doll_4.5 b,doll_13.6 b,doll_13.56 b,doll_648.83 b,doll_13.56 b
doll_39.19 b,doll_39.19 b,doll_1.89 b,doll_78.5 b,doll_78.47 b,doll_75.88 b,doll_78.47 b
doll_46.27 b,doll_46.27 b,doll_3.29 b,doll_31.2 b,doll_31.21 b,doll_66.29 b,doll_31.21 b
doll_169.72 b,doll_169.72 b,doll_1.44 b,doll_26.5 b,doll_26.49 b,doll_99.18 b,doll_26.49 b
doll_81.85 b,doll_81.85 b,doll_3.04 b,doll_27.6 b,doll_27.58 b,doll_53.2 b,doll_27.58 b
doll_45.14 b,doll_45.14 b,doll_2.51 b,doll_49.5 b,doll_49.49 b,doll_61.51 b,doll_49.49 b
doll_35.68 b,doll_35.68 b,doll_3.6 b,doll_16.1 b,doll_16.09 b,doll_473.81 b,doll_16.09 b
doll_343.27 b,doll_343.27 b,doll_8.69 b,doll_18.9 b,doll_18.88 b,doll_37.67 b,doll_18.88 b
doll_20.7 b,doll_20.7 b,doll_3.4 b,doll_29.5 b,doll_29.54 b,doll_362.53 b,doll_29.54 b
doll_49.2 b,doll_49.2 b,doll_1.35 b,doll_126 b,doll_125.98 b,doll_79.76 b,doll_125.98 b
doll_52.3 b,doll_52.3 b,doll_2.91 b,doll_18.5 b,doll_18.48 b,doll_118.61 b,doll_18.48 b
doll_60.97 b,doll_60.97 b,doll_5.11 b,doll_24.3 b,doll_24.31 b,doll_48.83 b,doll_24.31 b
doll_82.53 b,doll_82.53 b,doll_3.61 b,doll_23.3 b,doll_23.27 b,doll_52.13 b,doll_23.27 b
doll_26.82 b,doll_26.82 b,doll_6.18 b,doll_14.6 b,doll_14.64 b,doll_773.34 b,doll_14.64 b
doll_61.35 b,doll_61.35 b,doll_4.65 b,doll_28.9 b,doll_28.93 b,doll_42.27 b,doll_28.93 b
doll_34.7 b,doll_34.7 b,doll_3.82 b,doll_43.4 b,doll_43.36 b,doll_57.79 b,doll_43.36 b
doll_53.05 b,doll_53.05 b,doll_2.31 b,doll_26 b,doll_25.96 b,doll_78.47 b,doll_25.96 b
doll_54.88 b,doll_54.88 b,doll_2.07 b,doll_20.8 b,doll_20.77 b,doll_119.92 b,doll_20.77 b
doll_47.66 b,doll_47.66 b,doll_1.41 b,doll_257 b,doll_257.01 b,doll_63.71 b,doll_257.01 b
doll_18.17 b,doll_18.17 b,doll_3.57 b,doll_29.3 b,doll_29.27 b,doll_545.24 b,doll_29.27 b
doll_247.8 b,doll_247.8 b,doll_6.09 b,doll_20.7 b,doll_20.65 b,doll_33.64 b,doll_20.65 b
doll_57.39 b,doll_57.39 b,doll_3.14 b,doll_27.6 b,doll_27.63 b,doll_49.95 b,doll_27.63 b
doll_63.51 b,doll_63.51 b,doll_8.03 b,doll_12.8 b,doll_12.81 b,doll_77.86 b,doll_12.81 b
doll_25.82 b,doll_25.82 b,doll_4.16 b,doll_61 b,doll_61.01 b,doll_56.24 b,doll_61.01 b
doll_31.17 b,doll_31.17 b,doll_2.98 b,doll_52.2 b,doll_52.2 b,doll_58.66 b,doll_52.2 b
doll_252.91 b,doll_252.91 b,doll_7.59 b,doll_22.4 b,doll_22.38 b,doll_29.74 b,doll_22.38 b
doll_18.03 b,doll_18.03 b,doll_5.77 b,doll_66.7 b,doll_66.66 b,doll_76.95 b,doll_66.66 b
doll_116.05 b,doll_116.05 b,doll_4.19 b,doll_19 b,doll_19 b,doll_44.91 b,doll_19 b
doll_30.57 b,doll_30.57 b,doll_2.66 b,doll_89.4 b,doll_89.36 b,doll_51.98 b,doll_89.36 b
doll_14.37 b,doll_14.37 b,doll_3.32 b,doll_90.1 b,doll_90.1 b,doll_209.72 b,doll_90.1 b
doll_68.82 b,doll_68.82 b,doll_3.29 b,doll_14 b,doll_13.96 b,doll_99.59 b,doll_13.96 b
doll_41.23 b,doll_41.23 b,doll_1.64 b,doll_137.9 b,doll_137.89 b,doll_51.83 b,doll_137.89 b
doll_23.35 b,doll_23.35 b,doll_4.06 b,doll_55.5 b,doll_55.52 b,doll_62.17 b,doll_55.52 b
doll_343.32 b,doll_343.32 b,doll_8.13 b,doll_14.6 b,doll_14.6 b,doll_40.04 b,doll_14.6 b
doll_37.03 b,doll_37.03 b,doll_2.98 b,doll_50.9 b,doll_50.91 b,doll_45.96 b,doll_50.91 b
doll_37.67 b,doll_37.67 b,doll_3.03 b,doll_13.7 b,doll_13.71 b,doll_316.26 b,doll_13.71 b
doll_36.07 b,doll_36.07 b,doll_4.45 b,doll_23.4 b,doll_23.43 b,doll_60.01 b,doll_23.43 b
doll_34.94 b,doll_34.94 b,doll_5.6 b,doll_46.2 b,doll_46.15 b,doll_36.74 b,doll_46.15 b
doll_148.42 b,doll_148.42 b,doll_2.47 b,doll_20.1 b,doll_20.14 b,doll_48.27 b,doll_20.14 b
doll_21.62 b,doll_21.62 b,doll_1.78 b,doll_27.8 b,doll_27.79 b,"doll_1,042.44 b",doll_27.79 b
doll_33.25 b,doll_33.25 b,doll_1.61 b,doll_221.1 b,doll_221.1 b,doll_57.58 b,doll_221.1 b
doll_79.45 b,doll_79.45 b,doll_1.73 b,doll_23.4 b,doll_23.43 b,doll_67.58 b,doll_23.43 b
doll_68.15 b,doll_68.15 b,doll_3.81 b,doll_32.6 b,doll_32.57 b,doll_32.45 b,doll_32.57 b
doll_89.63 b,doll_89.63 b,doll_4.39 b,doll_30.4 b,doll_30.36 b,doll_28.83 b,doll_30.36 b
doll_43.29 b,doll_43.29 b,doll_7.95 b,doll_40 b,doll_39.96 b,doll_28.63 b,doll_39.96 b
doll_65.71 b,doll_65.71 b,doll_4.06 b,doll_10.1 b,doll_10.15 b,doll_193.5 b,doll_10.15 b
doll_73.7 b,doll_73.7 b,doll_3.28 b,doll_48.6 b,doll_48.55 b,doll_28.46 b,doll_48.55 b
doll_29.5 b,doll_29.5 b,doll_3.03 b,doll_14.8 b,doll_14.81 b,doll_387.04 b,doll_14.81 b
doll_25.89 b,doll_25.89 b,doll_2.06 b,doll_84.2 b,doll_84.17 b,doll_66.22 b,doll_84.17 b
doll_23.25 b,doll_23.25 b,doll_4.01 b,doll_33.8 b,doll_33.78 b,doll_70.56 b,doll_33.78 b
doll_132.17 b,doll_132.17 b,doll_5.33 b,doll_15.5 b,doll_15.47 b,doll_43.34 b,doll_15.47 b
doll_50.58 b,doll_50.58 b,doll_2.49 b,doll_16.6 b,doll_16.62 b,doll_90.95 b,doll_16.62 b
doll_55.44 b,doll_55.44 b,doll_2.96 b,doll_11.2 b,doll_11.21 b,doll_251.79 b,doll_11.21 b
doll_19.7 b,doll_19.7 b,doll_3.51 b,doll_72.3 b,doll_72.32 b,doll_63.99 b,doll_72.32 b
doll_24.7 b,doll_24.7 b,doll_1.43 b,doll_46 b,doll_46 b,doll_175.09 b,doll_46 b
doll_67.97 b,doll_67.97 b,doll_4.66 b,doll_19.8 b,doll_19.78 b,doll_38.24 b,doll_19.78 b
doll_16.12 b,doll_16.12 b,doll_1.78 b,doll_51.8 b,doll_51.78 b,doll_525.34 b,doll_51.78 b
doll_93.89 b,doll_93.89 b,doll_2.74 b,doll_15.7 b,doll_15.7 b,doll_59.1 b,doll_15.7 b
doll_40.23 b,doll_40.23 b,doll_1.31 b,doll_111.7 b,doll_111.7 b,doll_55.59 b,doll_111.7 b
doll_33.74 b,doll_33.74 b,doll_3.7 b,doll_49.5 b,doll_49.52 b,doll_36.82 b,doll_49.52 b
doll_20.8 b,doll_20.8 b,doll_2.95 b,doll_58.8 b,doll_58.8 b,doll_63.97 b,doll_58.8 b
doll_20.28 b,doll_20.28 b,doll_2.69 b,doll_48.2 b,doll_48.22 b,doll_77.8 b,doll_48.22 b
doll_30.19 b,doll_30.19 b,doll_2.49 b,doll_29.4 b,doll_29.35 b,doll_65.72 b,doll_29.35 b
doll_100.66 b,doll_100.66 b,doll_2.46 b,doll_21.1 b,doll_21.11 b,doll_39.52 b,doll_21.11 b
doll_99.65 b,doll_99.65 b,doll_6.55 b,doll_24.2 b,doll_24.15 b,doll_25.43 b,doll_24.15 b
doll_22.61 b,doll_22.61 b,doll_2.77 b,doll_47 b,doll_47 b,doll_62.32 b,doll_47 b
doll_41.33 b,doll_41.33 b,doll_3.01 b,doll_37.2 b,doll_37.21 b,doll_36.82 b,doll_37.21 b
doll_86.46 b,doll_86.46 b,doll_3.38 b,doll_8.6 b,doll_8.63 b,doll_243.49 b,doll_8.63 b
doll_69.46 b,doll_69.46 b,doll_2.84 b,doll_19.8 b,doll_19.81 b,doll_42.58 b,doll_19.81 b
doll_70.75 b,doll_70.75 b,doll_3.75 b,doll_20.9 b,doll_20.86 b,doll_35.33 b,doll_20.86 b
doll_29.83 b,doll_29.83 b,doll_2.31 b,doll_18.5 b,doll_18.49 b,doll_127.39 b,doll_18.49 b
doll_37.97 b,doll_37.97 b,doll_2.24 b,doll_28.7 b,doll_28.65 b,doll_51.65 b,doll_28.65 b
doll_14.92 b,doll_14.92 b,doll_5.45 b,doll_57.5 b,doll_57.54 b,doll_74.59 b,doll_57.54 b
doll_30.55 b,doll_30.55 b,doll_3.2 b,doll_37.3 b,doll_37.26 b,doll_43.02 b,doll_37.26 b
doll_31.69 b,doll_31.69 b,doll_5.42 b,doll_12.8 b,doll_12.8 b,doll_110.61 b,doll_12.8 b
doll_46.65 b,doll_46.65 b,doll_2.77 b,doll_58.7 b,doll_58.66 b,doll_28.83 b,doll_58.66 b
doll_13.28 b,doll_13.28 b,doll_3.59 b,doll_26.4 b,doll_26.38 b,doll_549.24 b,doll_26.38 b
doll_15.72 b,doll_15.72 b,doll_3.8 b,doll_22.4 b,doll_22.38 b,doll_285.02 b,doll_22.38 b
doll_880 m,doll_880 m,doll_22.18 b,doll_100.3 b,doll_100.33 b,"doll_4,229.9 b",doll_100.33 b
doll_20.43 b,doll_20.43 b,doll_2.15 b,doll_44.3 b,doll_44.26 b,doll_81.83 b,doll_44.26 b
doll_85.88 b,doll_85.88 b,doll_3.23 b,doll_20.3 b,doll_20.33 b,doll_33.69 b,doll_20.33 b
doll_30.97 b,doll_30.97 b,doll_2.76 b,doll_13.9 b,doll_13.89 b,doll_175.98 b,doll_13.89 b
doll_72.63 b,doll_72.63 b,doll_1.77 b,doll_19.9 b,doll_19.93 b,doll_53.36 b,doll_19.93 b
doll_20.98 b,doll_20.98 b,doll_2.1 b,doll_66 b,doll_65.97 b,doll_64.06 b,doll_65.97 b
doll_16.51 b,doll_16.51 b,doll_1.81 b,doll_41.9 b,doll_41.89 b,doll_216.84 b,doll_41.89 b
doll_21.71 b,doll_21.71 b,doll_2.38 b,doll_22.7 b,doll_22.73 b,doll_122.37 b,doll_22.73 b
doll_32.19 b,doll_32.19 b,doll_3.56 b,doll_11.7 b,doll_11.74 b,doll_200.63 b,doll_11.74 b
doll_69.08 b,doll_69.08 b,doll_3.31 b,doll_8.3 b,doll_8.25 b,doll_272.35 b,doll_8.25 b
doll_51.83 b,doll_51.83 b,doll_2.27 b,doll_18.7 b,doll_18.7 b,doll_52.85 b,doll_18.7 b
doll_58.86 b,doll_58.86 b,doll_2.09 b,doll_23.7 b,doll_23.67 b,doll_41.97 b,doll_23.67 b
doll_159.94 b,doll_159.94 b,doll_7.74 b,doll_18.3 b,doll_18.34 b,doll_24.68 b,doll_18.34 b
doll_50.14 b,doll_50.14 b,doll_2.17 b,doll_12.8 b,doll_12.77 b,doll_117.74 b,doll_12.77 b
doll_19.69 b,doll_19.69 b,doll_1.96 b,doll_18.9 b,doll_18.88 b,doll_827.82 b,doll_18.88 b
doll_31.77 b,doll_31.77 b,doll_2.57 b,doll_31 b,doll_31 b,doll_44.67 b,doll_31 b
doll_15.09 b,doll_15.09 b,doll_3.55 b,doll_19.4 b,doll_19.38 b,doll_473.06 b,doll_19.38 b
doll_20.13 b,doll_20.13 b,doll_4.54 b,doll_28.6 b,doll_28.59 b,doll_58.62 b,doll_28.59 b
doll_17.05 b,doll_17.05 b,doll_2.88 b,doll_17.9 b,doll_17.9 b,doll_399.65 b,doll_17.9 b
doll_34.51 b,doll_34.51 b,doll_6.47 b,doll_16.7 b,doll_16.65 b,doll_45.71 b,doll_16.65 b
doll_27.82 b,doll_27.82 b,doll_3.71 b,doll_27.9 b,doll_27.88 b,doll_44.27 b,doll_27.88 b
doll_16.53 b,doll_16.53 b,doll_3.72 b,doll_72.2 b,doll_72.2 b,doll_51.73 b,doll_72.2 b
doll_56.92 b,doll_56.92 b,doll_2.4 b,doll_34.2 b,doll_34.22 b,doll_29.06 b,doll_34.22 b
doll_52.89 b,doll_52.89 b,doll_1.01 b,doll_26 b,doll_26.04 b,doll_93.39 b,doll_26.04 b
doll_20.86 b,doll_20.86 b,doll_1.89 b,doll_65.8 b,doll_65.84 b,doll_58.72 b,doll_65.84 b
doll_488 m,doll_488 m,doll_12.11 b,doll_62.2 b,doll_62.24 b,"doll_3,025.59 b",doll_62.24 b
doll_20.48 b,doll_20.48 b,doll_3.72 b,doll_27.9 b,doll_27.86 b,doll_57.87 b,doll_27.86 b
doll_30.53 b,doll_30.53 b,doll_3.08 b,doll_21.2 b,doll_21.16 b,doll_50.14 b,doll_21.16 b
doll_13.6 b,doll_13.6 b,doll_1.87 b,doll_37.5 b,doll_37.48 b,doll_323.79 b,doll_37.48 b
doll_37.99 b,doll_37.99 b,doll_3.03 b,doll_8.9 b,doll_8.89 b,doll_340.71 b,doll_8.89 b
doll_15.05 b,doll_15.05 b,doll_2.23 b,doll_50.8 b,doll_50.83 b,doll_92.74 b,doll_50.83 b
doll_42.19 b,doll_42.19 b,doll_924 m,doll_114 b,doll_114 b,doll_58.54 b,doll_114 b
doll_75.34 b,doll_75.34 b,doll_3.93 b,doll_13.1 b,doll_13.12 b,doll_40.45 b,doll_13.12 b
doll_14.7 b,doll_14.7 b,doll_1.98 b,doll_24.8 b,doll_24.8 b,doll_601.79 b,doll_24.8 b
doll_47.37 b,doll_47.37 b,doll_8.89 b,doll_20.9 b,doll_20.93 b,doll_25.18 b,doll_20.93 b
doll_8.69 b,doll_8.69 b,doll_3.83 b,doll_157.7 b,doll_157.66 b,doll_212.29 b,doll_157.66 b
doll_56.56 b,doll_56.56 b,doll_12.2 b,doll_18.4 b,doll_18.4 b,doll_24.87 b,doll_18.4 b
doll_34.61 b,doll_34.61 b,doll_6.01 b,doll_38.8 b,doll_38.84 b,doll_23.86 b,doll_38.84 b
doll_26.78 b,doll_26.78 b,doll_5.17 b,doll_26 b,doll_26.05 b,doll_36.17 b,doll_26.05 b
doll_193.1 b,doll_193.1 b,doll_4.83 b,doll_16.1 b,doll_16.13 b,doll_25.98 b,doll_16.13 b
doll_23.65 b,doll_23.65 b,doll_2.37 b,doll_22.4 b,doll_22.39 b,doll_70.83 b,doll_22.39 b
doll_26.04 b,doll_26.04 b,doll_2.78 b,doll_11.5 b,doll_11.54 b,doll_322.35 b,doll_11.54 b
doll_119.85 b,doll_119.85 b,doll_3.93 b,doll_6.7 b,doll_6.74 b,doll_166.12 b,doll_6.74 b
doll_16.34 b,doll_16.34 b,doll_1.31 b,doll_70.3 b,doll_70.28 b,doll_156.4 b,doll_70.28 b
doll_57.46 b,doll_57.46 b,doll_3.95 b,doll_17.2 b,doll_17.2 b,doll_32.64 b,doll_17.2 b
doll_63.16 b,doll_63.16 b,doll_1.33 b,doll_16.2 b,doll_16.23 b,doll_76.25 b,doll_16.23 b
doll_74.68 b,doll_74.68 b,doll_8.08 b,doll_16.1 b,doll_16.07 b,doll_25.43 b,doll_16.07 b
doll_11.38 b,doll_11.38 b,doll_3.45 b,doll_90.3 b,doll_90.31 b,doll_79.99 b,doll_90.31 b
doll_172.79 b,doll_172.79 b,doll_5.14 b,doll_25.7 b,doll_25.73 b,doll_18.68 b,doll_25.73 b
doll_13.91 b,doll_13.91 b,doll_2.19 b,doll_35.7 b,doll_35.67 b,doll_119.93 b,doll_35.67 b
doll_16.24 b,doll_16.24 b,doll_2.47 b,doll_42 b,doll_42.02 b,doll_64.55 b,doll_42.02 b
doll_19.73 b,doll_19.73 b,doll_1.36 b,doll_23.5 b,doll_23.54 b,doll_264.11 b,doll_23.54 b
doll_14.76 b,doll_14.76 b,doll_3.45 b,doll_15.9 b,doll_15.94 b,doll_410.39 b,doll_15.94 b
doll_119.49 b,doll_119.49 b,doll_2.57 b,doll_9.4 b,doll_9.36 b,doll_69.89 b,doll_9.36 b
doll_57.38 b,doll_57.38 b,doll_2.11 b,doll_17.9 b,doll_17.87 b,doll_38.77 b,doll_17.87 b
doll_34.81 b,doll_34.81 b,doll_3.64 b,doll_10.3 b,doll_10.26 b,doll_103.68 b,doll_10.26 b
doll_38.63 b,doll_38.63 b,doll_3.82 b,doll_22.4 b,doll_22.43 b,doll_29.86 b,doll_22.43 b
doll_27.29 b,doll_27.29 b,doll_3.03 b,doll_15.9 b,doll_15.9 b,doll_66.86 b,doll_15.9 b
doll_19.42 b,doll_19.42 b,doll_1.61 b,doll_23.4 b,doll_23.41 b,doll_134.34 b,doll_23.41 b
doll_33.26 b,doll_33.26 b,doll_2.03 b,doll_35.2 b,doll_35.16 b,doll_34.12 b,doll_35.16 b
doll_58.35 b,doll_58.35 b,doll_2.14 b,doll_19.6 b,doll_19.63 b,doll_34.03 b,doll_19.63 b
doll_11.99 b,doll_11.99 b,doll_1.72 b,doll_85.9 b,doll_85.9 b,doll_139.12 b,doll_85.9 b
doll_44.22 b,doll_44.22 b,doll_1.57 b,doll_24.2 b,doll_24.19 b,doll_42.22 b,doll_24.19 b
doll_17.48 b,doll_17.48 b,doll_3.8 b,doll_65 b,doll_64.99 b,doll_37.18 b,doll_64.99 b
doll_60.71 b,doll_60.71 b,doll_3.02 b,doll_16.9 b,doll_16.91 b,doll_31.8 b,doll_16.91 b
doll_15.89 b,doll_15.89 b,doll_1.88 b,doll_35.9 b,doll_35.86 b,doll_91.49 b,doll_35.86 b
doll_86.33 b,doll_86.33 b,doll_3.9 b,doll_11.5 b,doll_11.55 b,doll_38.84 b,doll_11.55 b
doll_93.79 b,doll_93.79 b,doll_1.99 b,doll_17.1 b,doll_17.11 b,doll_34.63 b,doll_17.11 b
doll_29.66 b,doll_29.66 b,doll_1.92 b,doll_26.2 b,doll_26.24 b,doll_45.54 b,doll_26.24 b
doll_22.76 b,doll_22.76 b,doll_2.13 b,doll_40.3 b,doll_40.34 b,doll_41.12 b,doll_40.34 b
doll_16.36 b,doll_16.36 b,doll_1.1 b,doll_79.2 b,doll_79.17 b,doll_136.86 b,doll_79.17 b
doll_20.42 b,doll_20.42 b,doll_5.01 b,doll_31.1 b,doll_31.07 b,doll_34.62 b,doll_31.07 b
doll_23.41 b,doll_23.41 b,doll_1.97 b,doll_25.9 b,doll_25.93 b,doll_56.66 b,doll_25.93 b
doll_30.15 b,doll_30.15 b,doll_2.42 b,doll_26.8 b,doll_26.85 b,doll_36.75 b,doll_26.85 b
doll_83.82 b,doll_83.82 b,doll_2.54 b,doll_14.5 b,doll_14.52 b,doll_34.9 b,doll_14.52 b
doll_23.74 b,doll_23.74 b,doll_1.43 b,doll_28.8 b,doll_28.84 b,doll_69.55 b,doll_28.84 b
doll_19.63 b,doll_19.63 b,doll_1.94 b,doll_14.9 b,doll_14.93 b,doll_256.03 b,doll_14.93 b
doll_38.07 b,doll_38.07 b,doll_5.87 b,doll_15.4 b,doll_15.4 b,doll_32.77 b,doll_15.4 b
doll_9.36 b,doll_9.36 b,doll_2.17 b,doll_84.5 b,doll_84.53 b,doll_215.77 b,doll_84.53 b
doll_28.86 b,doll_28.86 b,doll_852.2 m,doll_29 b,doll_28.99 b,doll_203.56 b,doll_28.99 b
doll_46.78 b,doll_46.78 b,doll_1.88 b,doll_26.9 b,doll_26.88 b,doll_30.45 b,doll_26.88 b
doll_11.76 b,doll_11.76 b,doll_1.95 b,doll_26.3 b,doll_26.33 b,doll_509.34 b,doll_26.33 b
doll_32.49 b,doll_32.49 b,doll_1.58 b,doll_19.3 b,doll_19.31 b,doll_59.63 b,doll_19.31 b
doll_28.6 b,doll_28.6 b,doll_2.55 b,doll_27 b,doll_26.95 b,doll_34.76 b,doll_26.95 b
doll_24.66 b,doll_24.66 b,doll_1.95 b,doll_32 b,doll_31.98 b,doll_41.26 b,doll_31.98 b
