05-MalPatSaj-market_value,07-silvestri-market_value_apr_2022,05-MalPatSaj-profit,08-slytherin-revenue,07-silvestri-revenue_2022,05-MalPatSaj-assets,05-MalPatSaj-sales
doll_171 m,,doll_-582.7 m,doll_36.1 b,,doll_38.39 b,doll_36.13 b
doll_4.45 b,,doll_504.5 m,doll_15.7 b,,doll_81.75 b,doll_15.73 b
doll_3.77 b,,doll_668.5 m,doll_11 b,,doll_68.62 b,doll_10.97 b
doll_11.1 b,,doll_1.12 b,doll_9.4 b,,doll_19.83 b,doll_9.39 b
doll_30.27 b,,doll_1 b,doll_7.3 b,,doll_10.74 b,doll_7.29 b
doll_9.23 b,,doll_2.93 b,doll_10.5 b,,doll_10.43 b,doll_10.49 b
doll_7.14 b,,doll_543.8 m,doll_13.8 b,,doll_76.84 b,doll_13.77 b
doll_16.65 b,,doll_950 m,doll_11.6 b,,doll_10.18 b,doll_11.55 b
doll_36.93 b,,doll_898 m,doll_7.3 b,,doll_12.53 b,doll_7.31 b
doll_23.38 b,,doll_2.26 b,doll_5 b,,doll_7.93 b,doll_4.96 b
doll_46.52 b,,doll_975.3 m,doll_6.3 b,,doll_4.94 b,doll_6.26 b
doll_12.74 b,,doll_1.33 b,doll_11.1 b,,doll_6.03 b,doll_11.05 b
doll_8.11 b,,doll_807.5 m,doll_30.7 b,,doll_17.43 b,doll_30.74 b
doll_5.52 b,,doll_2.06 b,doll_12.5 b,,doll_16.9 b,doll_12.53 b
doll_31.4 b,,doll_1.6 b,doll_3.2 b,,doll_5.3 b,doll_3.2 b
doll_45.69 b,,doll_1.21 b,doll_2.9 b,,doll_6.78 b,doll_2.92 b
doll_5.24 b,,doll_539 m,doll_17.2 b,,doll_53.88 b,doll_17.23 b
doll_20.61 b,,doll_1.12 b,doll_8.1 b,,doll_10.5 b,doll_8.09 b
doll_11.02 b,,doll_905.6 m,doll_1.9 b,,doll_62.24 b,doll_1.91 b
doll_7.17 b,,doll_389.9 m,doll_40.8 b,,doll_34.62 b,doll_40.82 b
doll_751 m,,doll_847.8 m,doll_9.5 b,,doll_49.39 b,doll_9.55 b
doll_3.89 b,,doll_58.7 m,doll_11.2 b,,doll_246.09 b,doll_11.24 b
doll_6.04 b,,doll_2.2 b,doll_13.3 b,,doll_15.35 b,doll_13.27 b
doll_21.23 b,,doll_985.8 m,doll_8.6 b,,doll_5.34 b,doll_8.63 b
doll_3.51 b,,doll_1.54 b,doll_3.1 b,,doll_69.01 b,doll_3.06 b
doll_18.42 b,,doll_2.26 b,doll_1.5 b,,doll_15.44 b,doll_1.51 b
doll_2.48 b,,doll_597.1 m,doll_27.3 b,,doll_28.38 b,doll_27.27 b
doll_32.98 b,,doll_-415.3 m,doll_3 b,,doll_47.53 b,doll_2.99 b
doll_15.01 b,,doll_-413 m,doll_11.1 b,,doll_32.96 b,doll_11.14 b
doll_1.52 b,,doll_3.04 b,doll_13.5 b,,doll_9.85 b,doll_13.49 b
doll_6.26 b,,doll_692.6 m,doll_16.7 b,,doll_32.27 b,doll_16.71 b
doll_11.04 b,,doll_2.42 b,doll_8.6 b,,doll_8.89 b,doll_8.59 b
doll_5.41 b,,doll_1.18 b,doll_15.8 b,,doll_19.24 b,doll_15.82 b
doll_58.05 b,,doll_1.03 b,doll_3.8 b,,doll_5.23 b,doll_3.84 b
doll_9.84 b,,doll_218.7 m,doll_15.4 b,,doll_38.84 b,doll_15.43 b
doll_11.33 b,,doll_518.1 m,doll_22.3 b,,doll_22.07 b,doll_22.33 b
doll_5.13 b,,doll_990.3 m,doll_10.1 b,,doll_34.05 b,doll_10.09 b
doll_12.13 b,,doll_762.4 m,doll_4.8 b,,doll_67.7 b,doll_4.82 b
doll_10.73 b,,doll_978.5 m,doll_11.6 b,,doll_17.87 b,doll_11.62 b
doll_3.74 b,,doll_450.4 m,doll_16.8 b,,doll_65.19 b,doll_16.75 b
doll_17.41 b,,doll_990 m,doll_9.9 b,,doll_13.22 b,doll_9.85 b
doll_7.44 b,,doll_1.19 b,doll_25.6 b,,doll_14.16 b,doll_25.55 b
doll_7.4 b,,doll_1.42 b,doll_16.5 b,,doll_15.92 b,doll_16.5 b
doll_6.77 b,,doll_1.16 b,doll_18.1 b,,doll_16.57 b,doll_18.12 b
doll_4.54 b,,doll_363.2 m,doll_13.8 b,,doll_87.86 b,doll_13.77 b
doll_16.72 b,,doll_1.04 b,doll_9.3 b,,doll_10.21 b,doll_9.31 b
doll_32.97 b,,doll_559 m,doll_7.7 b,,doll_20.52 b,doll_7.72 b
doll_2.39 b,,doll_240.1 m,doll_30.1 b,,doll_35.29 b,doll_30.11 b
doll_7.27 b,,doll_857 m,doll_15.1 b,,doll_25.16 b,doll_15.1 b
doll_24.7 b,,doll_-1.54 b,doll_18.4 b,,doll_8.64 b,doll_18.41 b
doll_15.2 b,,doll_1 b,doll_1.8 b,,doll_27.92 b,doll_1.83 b
doll_9.99 b,,doll_2.16 b,doll_1 b,,doll_25.43 b,doll_1.04 b
doll_43.1 b,,doll_336.1 m,doll_4.7 b,,doll_34.91 b,doll_4.73 b
doll_5.64 b,,doll_941.5 m,doll_18.2 b,,doll_19.62 b,doll_18.21 b
doll_5.48 b,,doll_1.79 b,doll_13 b,,doll_15.87 b,doll_12.98 b
doll_14.26 b,,doll_-1.02 b,doll_9.5 b,,doll_38.03 b,doll_9.48 b
doll_9.96 b,,doll_204.4 m,doll_8.9 b,,doll_82.05 b,doll_8.85 b
doll_14.69 b,,doll_746 m,doll_12.4 b,,doll_15.83 b,doll_12.38 b
doll_6.69 b,,doll_800.1 m,doll_14.6 b,,doll_26.65 b,doll_14.65 b
doll_36.39 b,,doll_947.7 m,doll_5.1 b,,doll_16.03 b,doll_5.13 b
doll_6.53 b,,doll_4.64 b,doll_10.7 b,,doll_9.84 b,doll_10.73 b
doll_8.52 b,,doll_581.2 m,doll_20.5 b,,doll_25.21 b,doll_20.54 b
doll_32.78 b,,doll_984 m,doll_6.3 b,,doll_4.47 b,doll_6.3 b
doll_25.21 b,,doll_1.58 b,doll_4.7 b,,doll_4.71 b,doll_4.74 b
doll_15.21 b,,doll_854.8 m,doll_9.5 b,,doll_16.25 b,doll_9.55 b
doll_4.35 b,,doll_1.07 b,doll_21 b,,doll_15.3 b,doll_21.02 b
doll_1.92 b,,doll_-1.41 b,doll_39.2 b,,doll_29.45 b,doll_39.15 b
doll_29.96 b,,doll_1.38 b,doll_4.1 b,,doll_7.55 b,doll_4.1 b
doll_6.07 b,,doll_3.12 b,doll_11.9 b,,doll_9.77 b,doll_11.86 b
doll_14.39 b,,doll_1.24 b,doll_8.7 b,,doll_5.83 b,doll_8.74 b
doll_16.36 b,,doll_879.7 m,doll_5.6 b,,doll_28.52 b,doll_5.59 b
doll_74.92 b,,doll_866.2 m,doll_5.1 b,,doll_12.89 b,doll_5.13 b
doll_11.79 b,,doll_544.2 m,doll_16.6 b,,doll_21.47 b,doll_16.58 b
doll_4.83 b,,doll_941.9 m,doll_5.7 b,,doll_121.72 b,doll_5.66 b
doll_4.85 b,,doll_1.04 b,doll_16.8 b,,doll_17.85 b,doll_16.77 b
doll_3.19 b,,doll_484.9 m,doll_30.5 b,,doll_31.88 b,doll_30.47 b
doll_32.25 b,,doll_-12.05 b,doll_12.6 b,,doll_14.52 b,doll_12.58 b
doll_1.73 b,,doll_454 m,doll_18.9 b,,doll_44.93 b,doll_18.91 b
doll_4.71 b,,doll_-1.9 b,doll_28.6 b,,doll_32.44 b,doll_28.6 b
doll_4 b,,doll_1.02 b,doll_2.7 b,,doll_95.48 b,doll_2.65 b
doll_17.39 b,,doll_71.2 m,doll_17.4 b,,doll_16.41 b,doll_17.44 b
doll_23.96 b,,doll_901.9 m,doll_7.7 b,,doll_11.23 b,doll_7.71 b
doll_9.69 b,,doll_731.6 m,doll_28.4 b,,doll_10.45 b,doll_28.43 b
doll_28.29 b,,doll_12 m,doll_8.6 b,,doll_21.55 b,doll_8.6 b
doll_10.67 b,,doll_616 m,doll_2.5 b,,doll_125.09 b,doll_2.54 b
doll_32.79 b,,doll_1.15 b,doll_3.1 b,,doll_8.71 b,doll_3.06 b
doll_19.39 b,,doll_901.9 m,doll_8.7 b,,doll_12.96 b,doll_8.69 b
doll_23.47 b,,doll_754.1 m,doll_9 b,,doll_13 b,doll_9.02 b
doll_14.76 b,,doll_753 m,doll_13.7 b,,doll_13.26 b,doll_13.74 b
doll_13.72 b,,doll_857 m,doll_10.5 b,,doll_15.52 b,doll_10.48 b
doll_11.18 b,,doll_-1.27 b,doll_13.3 b,,doll_30.45 b,doll_13.28 b
doll_2.83 b,,doll_-171.3 m,doll_19.5 b,,doll_40.14 b,doll_19.52 b
doll_5.7 b,,doll_842.8 m,doll_6.4 b,,doll_83.53 b,doll_6.44 b
doll_3.94 b,,doll_1.08 b,doll_12 b,,doll_21.65 b,doll_11.99 b
doll_34.61 b,,doll_747 m,doll_4.9 b,,doll_19.24 b,doll_4.88 b
doll_32.22 b,,doll_985.4 m,doll_5.9 b,,doll_10.39 b,doll_5.94 b
doll_3.98 b,,doll_1.01 b,doll_3.5 b,,doll_91.39 b,doll_3.5 b
doll_35.06 b,,doll_1.07 b,doll_1.8 b,,doll_4.43 b,doll_1.8 b
doll_9.52 b,,doll_1.53 b,doll_11 b,,doll_12.03 b,doll_10.98 b
doll_14.12 b,,doll_444.5 m,doll_13.2 b,,doll_23.22 b,doll_13.21 b
doll_21.31 b,,doll_645.5 m,doll_6.9 b,,doll_21.56 b,doll_6.89 b
doll_22.49 b,,doll_1.01 b,doll_6.7 b,,doll_9.63 b,doll_6.74 b
doll_16.92 b,,doll_948.2 m,doll_3.1 b,,doll_23.81 b,doll_3.08 b
doll_21.45 b,,doll_-9.42 b,doll_3.5 b,,doll_53.28 b,doll_3.51 b
doll_22.21 b,,doll_1.01 b,doll_1.5 b,,doll_17.6 b,doll_1.51 b
doll_41.49 b,,doll_653 m,doll_7.5 b,,doll_7.64 b,doll_7.55 b
doll_5.57 b,,doll_982 m,doll_13.8 b,,doll_20.32 b,doll_13.82 b
doll_8.21 b,,doll_-1.56 b,doll_19.9 b,,doll_31.74 b,doll_19.89 b
doll_3.72 b,,doll_920.1 m,doll_10.9 b,,doll_26.64 b,doll_10.91 b
doll_39.04 b,,doll_982 m,doll_5 b,,doll_7.8 b,doll_5.05 b
doll_7.33 b,,doll_1.53 b,doll_9.3 b,,doll_20.38 b,doll_9.34 b
doll_13.7 b,,doll_547.1 m,doll_24.7 b,,doll_11.79 b,doll_24.69 b
doll_26.31 b,,doll_401.6 m,doll_7.8 b,,doll_23.46 b,doll_7.84 b
doll_12.42 b,,doll_723 m,doll_12.8 b,,doll_15.99 b,doll_12.82 b
doll_19.97 b,,doll_656.3 m,doll_4.8 b,,doll_31.12 b,doll_4.82 b
doll_8.76 b,,doll_65.7 m,doll_15.2 b,,doll_35.15 b,doll_15.19 b
doll_3.06 b,,doll_115.7 m,doll_16.2 b,,doll_45.89 b,doll_16.22 b
doll_3.73 b,,doll_764 m,doll_17.5 b,,doll_21.4 b,doll_17.48 b
doll_18.55 b,,doll_1.11 b,doll_6.5 b,,doll_14.45 b,doll_6.54 b
doll_7.74 b,,doll_1.88 b,doll_12.4 b,,doll_10.76 b,doll_12.37 b
doll_19.05 b,,doll_1.77 b,doll_5.6 b,,doll_11.52 b,doll_5.55 b
doll_50.69 b,,doll_761 m,doll_4.5 b,,doll_15.22 b,doll_4.53 b
doll_43.63 b,,doll_908.9 m,doll_4.5 b,,doll_8.9 b,doll_4.5 b
doll_3.02 b,,doll_-1.67 b,doll_15.8 b,,doll_46.46 b,doll_15.84 b
doll_745 m,,doll_44 m,doll_17.3 b,,doll_41.25 b,doll_17.34 b
doll_8.62 b,,doll_1.55 b,doll_11.3 b,,doll_13.99 b,doll_11.25 b
doll_19.29 b,,doll_615 m,doll_9.2 b,,doll_16.98 b,doll_9.23 b
doll_1.76 b,,doll_669.1 m,doll_18 b,,doll_23.19 b,doll_18.01 b
doll_385 m,,doll_754 m,doll_1.1 b,,doll_224.16 b,doll_1.12 b
doll_3.56 b,,doll_923.1 m,doll_4.7 b,,doll_92.4 b,doll_4.72 b
doll_3.35 b,,doll_-115.5 m,doll_24.9 b,,doll_30.13 b,doll_24.86 b
doll_4.45 b,,doll_1.2 b,doll_17.8 b,,doll_13.71 b,doll_17.84 b
doll_18.47 b,,doll_925 m,doll_7.9 b,,doll_10.61 b,doll_7.94 b
doll_12.1 b,,doll_1.32 b,doll_3.4 b,,doll_22.37 b,doll_3.43 b
doll_1.4 b,,doll_-1.38 b,doll_12.4 b,,doll_63.68 b,doll_12.41 b
doll_6.41 b,,doll_1.22 b,doll_10.5 b,,doll_19.88 b,doll_10.53 b
doll_48.91 b,,doll_844.6 m,doll_2.6 b,,doll_4.07 b,doll_2.62 b
doll_18.58 b,,doll_1.72 b,doll_5.5 b,,doll_9.29 b,doll_5.49 b
doll_8.35 b,,doll_946.8 m,doll_2.3 b,,doll_60.58 b,doll_2.27 b
doll_3.94 b,,doll_393.5 m,doll_87.3 b,,doll_20.38 b,doll_87.29 b
doll_13.23 b,,doll_677.9 m,doll_14.6 b,,doll_10.78 b,doll_14.61 b
doll_1.36 b,,doll_619 m,doll_30.1 b,,doll_18.86 b,doll_30.14 b
doll_30.9 b,,doll_1.03 b,doll_5.3 b,,doll_4.82 b,doll_5.26 b
doll_7.54 b,,doll_858.5 m,doll_3.9 b,,doll_107.66 b,doll_3.86 b
doll_7.45 b,,doll_816.8 m,doll_5.4 b,,doll_130.65 b,doll_5.42 b
doll_3.22 b,,doll_946.4 m,doll_6 b,,doll_61.91 b,doll_5.97 b
doll_4.41 b,,doll_1.14 b,doll_13.8 b,,doll_16.12 b,doll_13.83 b
doll_2.39 b,,doll_580 m,doll_11.5 b,,doll_45.27 b,doll_11.54 b
doll_5.29 b,,doll_755 m,doll_22.8 b,,doll_17.09 b,doll_22.78 b
doll_14.33 b,,doll_1.52 b,doll_6.2 b,,doll_14.48 b,doll_6.23 b
doll_7.38 b,,doll_938 m,doll_19.4 b,,doll_15.05 b,doll_19.43 b
doll_12.15 b,,doll_435 m,doll_16 b,,doll_20.41 b,doll_15.96 b
doll_8.57 b,,doll_899.4 m,doll_13 b,,doll_17.26 b,doll_12.99 b
doll_6.52 b,,doll_444.1 m,doll_12.6 b,,doll_58.03 b,doll_12.62 b
doll_10.38 b,,doll_-1.01 b,doll_19.9 b,,doll_20.33 b,doll_19.87 b
doll_6.87 b,,doll_865.5 m,doll_13.1 b,,doll_21.5 b,doll_13.12 b
doll_27.59 b,,doll_1.09 b,doll_3.2 b,,doll_5.14 b,doll_3.16 b
doll_7.96 b,,doll_1.52 b,doll_12.3 b,,doll_9.04 b,doll_12.29 b
doll_32.32 b,,doll_964.4 m,doll_4.3 b,,doll_6.03 b,doll_4.35 b
doll_9.9 b,,doll_989.5 m,doll_12.6 b,,doll_13.09 b,doll_12.64 b
doll_11.28 b,,doll_1.03 b,doll_3.5 b,,doll_27.9 b,doll_3.45 b
doll_6.72 b,,doll_867 m,doll_3.8 b,,doll_93.12 b,doll_3.81 b
doll_14.16 b,,doll_715.6 m,doll_8.6 b,,doll_18.44 b,doll_8.56 b
doll_13.5 b,,doll_432.7 m,doll_16.6 b,,doll_17.27 b,doll_16.65 b
doll_4.7 b,,doll_524.9 m,doll_7 b,,doll_286.51 b,doll_7.02 b
doll_4.75 b,,doll_467.9 m,doll_35 b,,doll_23.78 b,doll_34.98 b
doll_49.71 b,,doll_790.7 m,doll_3.6 b,,doll_8.65 b,doll_3.55 b
doll_6.08 b,,doll_934.9 m,doll_2.8 b,,doll_75.1 b,doll_2.76 b
doll_16.79 b,,doll_769.7 m,doll_5.8 b,,doll_24.05 b,doll_5.76 b
doll_11.02 b,,doll_829.7 m,doll_13.6 b,,doll_8.05 b,doll_13.62 b
doll_3.62 b,,doll_658.1 m,doll_18.1 b,,doll_21.79 b,doll_18.13 b
doll_15.78 b,,doll_662.8 m,doll_12.1 b,,doll_9.58 b,doll_12.09 b
doll_6.71 b,,doll_4.96 b,doll_6.4 b,,doll_17.14 b,doll_6.41 b
doll_8.48 b,,doll_2.83 b,doll_692 m,,doll_21.48 b,doll_692 m
doll_3.84 b,,doll_893.6 m,doll_16.4 b,,doll_16.95 b,doll_16.37 b
doll_2 b,,doll_418.5 m,doll_11.3 b,,doll_65.16 b,doll_11.35 b
doll_2.31 b,,doll_1.28 b,doll_15.1 b,,doll_12.99 b,doll_15.08 b
doll_6.96 b,,doll_781 m,doll_6.1 b,,doll_76.51 b,doll_6.14 b
doll_4.56 b,,doll_1.26 b,doll_4 b,,doll_44.41 b,doll_3.95 b
doll_29.4 b,,doll_990.1 m,doll_5.5 b,,doll_11.9 b,doll_5.55 b
doll_9.54 b,,doll_1.87 b,doll_4.3 b,,doll_21.59 b,doll_4.29 b
doll_8.54 b,,doll_799.6 m,doll_16.8 b,,doll_15.36 b,doll_16.76 b
doll_3.87 b,,doll_246 m,doll_15.5 b,,doll_39.2 b,doll_15.51 b
doll_5 b,,doll_672.6 m,doll_5.4 b,,doll_228 b,doll_5.39 b
doll_1.88 b,,doll_-2.62 b,doll_10.4 b,,doll_72.07 b,doll_10.44 b
doll_54.81 b,,doll_555.2 m,doll_7.1 b,,doll_6.57 b,doll_7.09 b
doll_2.85 b,,doll_-3.89 b,doll_16.9 b,,doll_34.89 b,doll_16.92 b
doll_18.38 b,,doll_281.1 m,doll_14.1 b,,doll_14.8 b,doll_14.07 b
doll_8.96 b,,doll_204.9 m,doll_11.6 b,,doll_36.86 b,doll_11.55 b
doll_21.99 b,,doll_129 m,doll_5.8 b,,doll_33.22 b,doll_5.78 b
doll_6.09 b,,doll_726.9 m,doll_3.3 b,,doll_145.42 b,doll_3.33 b
doll_31.17 b,,doll_-80.3 m,doll_2.1 b,,doll_28.09 b,doll_2.08 b
doll_16.46 b,,doll_1.62 b,doll_3.8 b,,doll_12.79 b,doll_3.81 b
doll_12.8 b,,doll_580.3 m,doll_1.7 b,,doll_51.27 b,doll_1.65 b
doll_49.55 b,,doll_-421 m,doll_4.5 b,,doll_22.11 b,doll_4.46 b
doll_18.61 b,,doll_1.39 b,doll_5.1 b,,doll_8.62 b,doll_5.11 b
doll_36.22 b,,doll_840.9 m,doll_2.9 b,,doll_5.73 b,doll_2.95 b
doll_24.53 b,,doll_520 m,doll_1.6 b,,doll_30.41 b,doll_1.64 b
doll_36.02 b,,doll_640 m,doll_6.6 b,,doll_13.93 b,doll_6.56 b
doll_18.66 b,,doll_-571.9 m,doll_8.3 b,,doll_22.72 b,doll_8.3 b
doll_4.1 b,,doll_-108 m,doll_7.1 b,,doll_261.3 b,doll_7.14 b
doll_9.52 b,,doll_-3.48 b,doll_9.9 b,,doll_39.13 b,doll_9.95 b
doll_13.29 b,,doll_1.01 b,doll_8 b,,doll_8.94 b,doll_8 b
doll_20.1 b,,doll_917 m,doll_6.5 b,,doll_12.57 b,doll_6.54 b
doll_5.89 b,,doll_758.3 m,doll_4.4 b,,doll_107.71 b,doll_4.43 b
doll_7.49 b,,doll_-7.64 b,doll_26.9 b,,doll_24.01 b,doll_26.95 b
doll_2.12 b,,doll_362.8 m,doll_13.1 b,,doll_43.42 b,doll_13.13 b
doll_6.22 b,,doll_2.27 b,doll_8.9 b,,doll_14.25 b,doll_8.88 b
doll_14.12 b,,doll_973 m,doll_8 b,,doll_13.3 b,doll_7.99 b
doll_6.82 b,,doll_1.71 b,doll_11.2 b,,doll_12.37 b,doll_11.17 b
doll_21.55 b,,doll_658.4 m,doll_8.4 b,,doll_9.45 b,doll_8.41 b
doll_14.16 b,,doll_921 m,doll_8.3 b,,doll_11.99 b,doll_8.3 b
doll_11.34 b,,doll_3.07 b,doll_118 m,,doll_13.74 b,doll_118 m
doll_13.28 b,,doll_609 m,doll_14.1 b,,doll_9.75 b,doll_14.14 b
doll_5.33 b,,doll_535.2 m,doll_23 b,,doll_22.59 b,doll_22.96 b
doll_5.49 b,,doll_652.7 m,doll_25.2 b,,doll_16.44 b,doll_25.18 b
doll_3.27 b,,doll_-602.1 m,doll_15.5 b,,doll_34.89 b,doll_15.5 b
doll_22.89 b,,doll_844.4 m,doll_6.4 b,,doll_10.69 b,doll_6.36 b
doll_17.96 b,,doll_946 m,doll_5.6 b,,doll_16.99 b,doll_5.6 b
doll_6.48 b,,doll_1.86 b,doll_7.4 b,,doll_18.33 b,doll_7.41 b
doll_7.93 b,,doll_345.5 m,doll_17.5 b,,doll_27.3 b,doll_17.47 b
doll_3.53 b,,doll_490.2 m,doll_7.2 b,,doll_182.26 b,doll_7.24 b
