,sales,assets,market_value,profit
365,doll_37.48 b,doll_323.79 b,doll_13.6 b,doll_1.87 b
366,doll_8.89 b,doll_340.71 b,doll_37.99 b,doll_3.03 b
367,doll_50.83 b,doll_92.74 b,doll_15.05 b,doll_2.23 b
368,doll_114 b,doll_58.54 b,doll_42.19 b,doll_924 m
369,doll_13.12 b,doll_40.45 b,doll_75.34 b,doll_3.93 b
370,doll_24.8 b,doll_601.79 b,doll_14.7 b,doll_1.98 b
371,doll_20.93 b,doll_25.18 b,doll_47.37 b,doll_8.89 b
372,doll_157.66 b,doll_212.29 b,doll_8.69 b,doll_3.83 b
373,doll_18.4 b,doll_24.87 b,doll_56.56 b,doll_12.2 b
374,doll_38.84 b,doll_23.86 b,doll_34.61 b,doll_6.01 b
375,doll_26.05 b,doll_36.17 b,doll_26.78 b,doll_5.17 b
376,doll_16.13 b,doll_25.98 b,doll_193.1 b,doll_4.83 b
377,doll_22.39 b,doll_70.83 b,doll_23.65 b,doll_2.37 b
378,doll_11.54 b,doll_322.35 b,doll_26.04 b,doll_2.78 b
379,doll_6.74 b,doll_166.12 b,doll_119.85 b,doll_3.93 b
380,doll_70.28 b,doll_156.4 b,doll_16.34 b,doll_1.31 b
381,doll_17.2 b,doll_32.64 b,doll_57.46 b,doll_3.95 b
382,doll_16.23 b,doll_76.25 b,doll_63.16 b,doll_1.33 b
383,doll_16.07 b,doll_25.43 b,doll_74.68 b,doll_8.08 b
384,doll_90.31 b,doll_79.99 b,doll_11.38 b,doll_3.45 b
385,doll_25.73 b,doll_18.68 b,doll_172.79 b,doll_5.14 b
386,doll_35.67 b,doll_119.93 b,doll_13.91 b,doll_2.19 b
387,doll_42.02 b,doll_64.55 b,doll_16.24 b,doll_2.47 b
388,doll_23.54 b,doll_264.11 b,doll_19.73 b,doll_1.36 b
389,doll_15.94 b,doll_410.39 b,doll_14.76 b,doll_3.45 b
390,doll_9.36 b,doll_69.89 b,doll_119.49 b,doll_2.57 b
391,doll_17.87 b,doll_38.77 b,doll_57.38 b,doll_2.11 b
392,doll_10.26 b,doll_103.68 b,doll_34.81 b,doll_3.64 b
393,doll_22.43 b,doll_29.86 b,doll_38.63 b,doll_3.82 b
394,doll_15.9 b,doll_66.86 b,doll_27.29 b,doll_3.03 b
395,doll_23.41 b,doll_134.34 b,doll_19.42 b,doll_1.61 b
396,doll_35.16 b,doll_34.12 b,doll_33.26 b,doll_2.03 b
397,doll_19.63 b,doll_34.03 b,doll_58.35 b,doll_2.14 b
398,doll_85.9 b,doll_139.12 b,doll_11.99 b,doll_1.72 b
399,doll_24.19 b,doll_42.22 b,doll_44.22 b,doll_1.57 b
400,doll_64.99 b,doll_37.18 b,doll_17.48 b,doll_3.8 b
401,doll_16.91 b,doll_31.8 b,doll_60.71 b,doll_3.02 b
402,doll_35.86 b,doll_91.49 b,doll_15.89 b,doll_1.88 b
403,doll_11.55 b,doll_38.84 b,doll_86.33 b,doll_3.9 b
404,doll_17.11 b,doll_34.63 b,doll_93.79 b,doll_1.99 b
405,doll_26.24 b,doll_45.54 b,doll_29.66 b,doll_1.92 b
406,doll_40.34 b,doll_41.12 b,doll_22.76 b,doll_2.13 b
407,doll_79.17 b,doll_136.86 b,doll_16.36 b,doll_1.1 b
408,doll_31.07 b,doll_34.62 b,doll_20.42 b,doll_5.01 b
409,doll_25.93 b,doll_56.66 b,doll_23.41 b,doll_1.97 b
410,doll_26.85 b,doll_36.75 b,doll_30.15 b,doll_2.42 b
411,doll_14.52 b,doll_34.9 b,doll_83.82 b,doll_2.54 b
412,doll_28.84 b,doll_69.55 b,doll_23.74 b,doll_1.43 b
413,doll_14.93 b,doll_256.03 b,doll_19.63 b,doll_1.94 b
414,doll_15.4 b,doll_32.77 b,doll_38.07 b,doll_5.87 b
415,doll_84.53 b,doll_215.77 b,doll_9.36 b,doll_2.17 b
416,doll_28.99 b,doll_203.56 b,doll_28.86 b,doll_852.2 m
417,doll_26.88 b,doll_30.45 b,doll_46.78 b,doll_1.88 b
418,doll_26.33 b,doll_509.34 b,doll_11.76 b,doll_1.95 b
419,doll_19.31 b,doll_59.63 b,doll_32.49 b,doll_1.58 b
420,doll_26.95 b,doll_34.76 b,doll_28.6 b,doll_2.55 b
421,doll_31.98 b,doll_41.26 b,doll_24.66 b,doll_1.95 b
422,doll_28.42 b,doll_32.63 b,doll_22.75 b,doll_3.89 b
423,doll_12.17 b,doll_296.8 b,doll_18.84 b,doll_2.61 b
424,doll_20.28 b,doll_35.45 b,doll_26.39 b,doll_3.92 b
425,doll_12.68 b,doll_50.6 b,doll_52.47 b,doll_2.15 b
426,doll_8.52 b,doll_51.5 b,doll_83.05 b,doll_4.08 b
427,doll_7.79 b,doll_331.04 b,doll_34.31 b,doll_2.84 b
428,doll_18.55 b,doll_26.96 b,doll_55.6 b,doll_2.75 b
429,doll_22.66 b,doll_39.22 b,doll_20.62 b,doll_3.88 b
430,doll_62.29 b,doll_138.55 b,doll_104.45 b,doll_-4.2 b
431,doll_18.63 b,doll_31.14 b,doll_43.66 b,doll_2.3 b
432,doll_11.41 b,doll_152.12 b,doll_31.32 b,doll_1.71 b
433,doll_9 b,doll_288.48 b,doll_24.82 b,doll_2.67 b
434,doll_17.77 b,doll_22.08 b,doll_94.7 b,doll_3.25 b
435,doll_33.43 b,doll_49.42 b,doll_20.19 b,doll_1.72 b
436,doll_23.57 b,doll_74.56 b,doll_13.28 b,doll_3.39 b
437,doll_25.1 b,doll_25.17 b,doll_41.08 b,doll_2.5 b
438,doll_28.13 b,doll_38.16 b,doll_22.85 b,doll_2.18 b
439,doll_11.14 b,doll_38.89 b,doll_67.06 b,doll_3 b
440,doll_14.26 b,doll_304.66 b,doll_18.25 b,doll_1.71 b
441,doll_13.06 b,doll_72.05 b,doll_53.11 b,doll_1.32 b
442,doll_132.85 b,doll_170.19 b,doll_15.64 b,doll_872.3 m
443,doll_14.77 b,doll_32.32 b,doll_37.88 b,doll_3.87 b
444,doll_28.89 b,doll_25 b,doll_25.28 b,doll_4.53 b
445,doll_17.81 b,doll_34.71 b,doll_47.86 b,doll_1.85 b
446,doll_7.01 b,doll_70.81 b,doll_40.31 b,doll_13.97 b
447,doll_15.9 b,doll_170.79 b,doll_18.06 b,doll_1.74 b
448,doll_10.48 b,doll_82.51 b,doll_55.95 b,doll_1.56 b
449,doll_17.81 b,doll_23.43 b,doll_37.75 b,doll_6.53 b
450,doll_26.17 b,doll_43.5 b,doll_29.75 b,doll_1.43 b
451,doll_17.93 b,doll_29.61 b,doll_65.39 b,doll_1.82 b
452,doll_23.72 b,doll_37.8 b,doll_28.33 b,doll_1.93 b
453,doll_17.66 b,doll_23.89 b,doll_46.45 b,doll_3.99 b
454,doll_24.8 b,doll_20.94 b,doll_62.03 b,doll_2.39 b
455,doll_30.17 b,doll_33 b,doll_21.93 b,doll_2.41 b
456,doll_13.37 b,doll_60.67 b,doll_40.44 b,doll_1.6 b
457,doll_15.65 b,doll_42.34 b,doll_41.92 b,doll_1.76 b
458,doll_11.37 b,doll_95.27 b,doll_19.23 b,doll_4.13 b
459,doll_69.53 b,doll_50.05 b,doll_13.04 b,doll_2.05 b
460,doll_23.32 b,doll_64.33 b,doll_18.92 b,doll_1.73 b
461,doll_38.68 b,doll_105.36 b,doll_204.56 b,doll_94.7 m
462,doll_38.49 b,doll_186.56 b,doll_3.18 b,doll_5.5 b
463,doll_70.4 b,doll_367.96 b,doll_2.78 b,doll_2.45 b
464,doll_29.54 b,doll_39.73 b,doll_25.7 b,doll_1.47 b
465,doll_8.6 b,doll_188.95 b,doll_26.14 b,doll_2.49 b
466,doll_38.86 b,doll_47.86 b,doll_15.82 b,doll_1.89 b
467,doll_147.63 b,doll_77.9 b,doll_68.56 b,doll_-560.4 m
468,doll_16.61 b,doll_69.14 b,doll_43.42 b,doll_1.03 b
469,doll_42.58 b,doll_72.57 b,doll_10.55 b,doll_2.51 b
470,doll_8.27 b,doll_211.12 b,doll_26.35 b,doll_2.56 b
471,doll_10.18 b,doll_124.82 b,doll_24.98 b,doll_2.18 b
472,doll_87.81 b,doll_54.21 b,doll_15.77 b,doll_1.27 b
473,doll_32.83 b,doll_27.06 b,doll_29.14 b,doll_1.93 b
474,doll_7.55 b,doll_364.95 b,doll_24.72 b,doll_2.96 b
475,doll_19.26 b,doll_83.54 b,doll_10.48 b,doll_6.13 b
476,doll_34.44 b,doll_176.36 b,doll_8.91 b,doll_2.31 b
477,doll_11.94 b,doll_46.89 b,doll_42.24 b,doll_2.02 b
478,doll_28.97 b,doll_24.68 b,doll_38.65 b,doll_1.78 b
479,doll_51.73 b,doll_218.26 b,doll_11.01 b,doll_1.2 b
480,doll_53.63 b,doll_178.59 b,doll_46.36 b,doll_-291 m
481,doll_15.24 b,doll_21.77 b,doll_58.01 b,doll_4.29 b
482,doll_13.75 b,doll_422.67 b,doll_11.47 b,doll_3.01 b
483,doll_36.42 b,doll_43.31 b,doll_15.65 b,doll_2.05 b
484,doll_17 b,doll_55 b,doll_20.32 b,doll_2.17 b
485,doll_9.17 b,doll_213.19 b,doll_24.74 b,doll_1.95 b
486,doll_4.69 b,doll_196.96 b,doll_80.12 b,doll_2.62 b
487,doll_12.44 b,doll_49.06 b,doll_42.24 b,doll_1.62 b
488,doll_11.58 b,doll_38.74 b,doll_54.16 b,doll_2.04 b
489,doll_9.53 b,doll_121.09 b,doll_26.88 b,doll_1.96 b
490,doll_27.38 b,doll_36.04 b,doll_27.29 b,doll_1.4 b
491,doll_23.54 b,doll_29.3 b,doll_29.79 b,doll_1.85 b
492,doll_13.67 b,doll_63.12 b,doll_34.18 b,doll_1.35 b
493,doll_18.26 b,doll_71.09 b,doll_20.04 b,doll_1.4 b
494,doll_17.52 b,doll_22.09 b,doll_26.68 b,doll_8.56 b
495,doll_24.51 b,doll_34.97 b,doll_22.06 b,doll_1.78 b
496,doll_22.28 b,doll_26.6 b,doll_24.76 b,doll_2.71 b
497,doll_70.56 b,doll_45.65 b,doll_11.89 b,doll_1.88 b
498,doll_19.27 b,doll_22.93 b,doll_51.27 b,doll_1.89 b
499,doll_9.27 b,"doll_1,066.1 b",doll_52.66 b,doll_838.9 m
500,doll_6.55 b,doll_120.91 b,doll_32.71 b,doll_3.12 b
501,doll_45.13 b,doll_465.18 b,doll_21.03 b,doll_572.1 m
502,doll_19.95 b,doll_20.67 b,doll_64.22 b,doll_1.86 b
503,doll_22.57 b,doll_32.36 b,doll_22.93 b,doll_1.93 b
504,doll_11.41 b,doll_26.3 b,doll_125.37 b,doll_2.17 b
505,doll_16.72 b,doll_16.59 b,doll_64.61 b,doll_4.54 b
506,doll_11.43 b,doll_350.46 b,doll_13.97 b,doll_2.1 b
507,doll_19.18 b,doll_371.28 b,doll_11.2 b,doll_1.41 b
508,doll_20.61 b,doll_26.17 b,doll_35.55 b,doll_1.66 b
509,doll_17.88 b,doll_48.47 b,doll_16.2 b,doll_2.41 b
510,doll_35.86 b,doll_50.42 b,doll_11.14 b,doll_2.28 b
511,doll_39.91 b,doll_42.46 b,doll_14.14 b,doll_1.72 b
512,doll_21.3 b,doll_278.1 b,doll_3.15 b,doll_4.22 b
513,doll_16.28 b,doll_23.07 b,doll_38.94 b,doll_2.83 b
514,doll_20.53 b,doll_40.82 b,doll_31.13 b,doll_1.12 b
515,doll_10.84 b,doll_184.3 b,doll_13.79 b,doll_2.92 b
516,doll_13.59 b,doll_24.11 b,doll_52.53 b,doll_2.62 b
517,doll_6.1 b,doll_87.69 b,doll_67.62 b,doll_2.26 b
518,doll_32.85 b,doll_31.35 b,doll_21.5 b,doll_1.46 b
519,doll_14.63 b,doll_48.08 b,doll_24.88 b,doll_1.65 b
520,doll_10.99 b,doll_41.34 b,doll_49.11 b,doll_1.62 b
521,doll_24.02 b,doll_23.71 b,doll_28.3 b,doll_2.13 b
522,doll_10.57 b,doll_49.76 b,doll_42.73 b,doll_1.52 b
523,doll_21.46 b,doll_27.33 b,doll_35.59 b,doll_1.37 b
524,doll_4.83 b,doll_59.78 b,doll_126.34 b,doll_3.72 b
525,doll_19.14 b,doll_37.35 b,doll_28.56 b,doll_1.29 b
526,doll_44.43 b,doll_50.77 b,doll_13.13 b,doll_1.33 b
527,doll_10.61 b,doll_90.85 b,doll_21.04 b,doll_1.73 b
528,doll_8.32 b,doll_71.41 b,doll_25.13 b,doll_2.73 b
529,doll_50.26 b,doll_126.59 b,doll_31.81 b,doll_275.4 m
530,doll_35.88 b,doll_16.08 b,doll_34.84 b,doll_2.22 b
531,doll_59.15 b,doll_23.82 b,doll_16.83 b,doll_2.08 b
532,doll_25.44 b,doll_287.06 b,doll_9.59 b,doll_1.28 b
533,doll_12.85 b,doll_28.68 b,doll_45.55 b,doll_1.82 b
534,doll_71.89 b,doll_28.12 b,doll_15.57 b,doll_1.62 b
535,doll_34.8 b,doll_67.03 b,doll_10.5 b,doll_1.6 b
536,doll_27.75 b,doll_22.07 b,doll_27.96 b,doll_1.84 b
537,doll_30.13 b,doll_30.76 b,doll_18.19 b,doll_1.69 b
538,doll_30.09 b,doll_46.47 b,doll_14.64 b,doll_1.43 b
539,doll_16.33 b,doll_15.56 b,doll_87.21 b,doll_2.97 b
540,doll_26.52 b,doll_189.35 b,doll_36.7 b,doll_-1.98 b
541,doll_16.86 b,doll_47.38 b,doll_14.32 b,doll_2.63 b
542,doll_6.38 b,doll_54.11 b,doll_69.42 b,doll_2.27 b
543,doll_14.67 b,doll_76.16 b,doll_15.94 b,doll_1.58 b
544,doll_17.09 b,doll_14.97 b,doll_67.25 b,doll_3.6 b
545,doll_66.12 b,doll_44.99 b,doll_17.87 b,doll_900.9 m
546,doll_10.59 b,doll_23.44 b,doll_94.67 b,doll_2.36 b
547,doll_36.25 b,doll_29.09 b,doll_18.14 b,doll_1.51 b
548,doll_8.44 b,doll_51.22 b,doll_81.25 b,doll_1.28 b
549,doll_19.99 b,doll_32.77 b,doll_21.19 b,doll_1.6 b
550,doll_10.94 b,doll_27.13 b,doll_53.86 b,doll_2.12 b
551,doll_12.25 b,doll_39.91 b,doll_59.06 b,doll_1.05 b
552,doll_15.22 b,doll_21.41 b,doll_40.01 b,doll_2.45 b
553,doll_12.19 b,doll_31.92 b,doll_68.81 b,doll_1.25 b
554,doll_13.43 b,doll_37.99 b,doll_36.05 b,doll_1.32 b
555,doll_26.32 b,doll_21.72 b,doll_37.7 b,doll_1.33 b
556,doll_7.45 b,doll_181.22 b,doll_19.06 b,doll_2.45 b
557,doll_9.58 b,doll_34.97 b,doll_26.88 b,doll_4.22 b
558,doll_15.99 b,doll_358.9 b,doll_9 b,doll_1.96 b
559,doll_25.35 b,doll_18.34 b,doll_40.57 b,doll_1.65 b
560,doll_32.56 b,doll_34.68 b,doll_15.39 b,doll_1.54 b
561,doll_51.76 b,doll_17.5 b,doll_20.56 b,doll_2.45 b
562,doll_6.08 b,doll_220.35 b,doll_31.82 b,doll_1.81 b
563,doll_16.43 b,doll_12.42 b,doll_142.8 b,doll_3.16 b
564,doll_12.84 b,doll_39.36 b,doll_19.89 b,doll_2.47 b
565,doll_11.27 b,doll_26.18 b,doll_44.12 b,doll_2.33 b
566,doll_19.79 b,doll_18.67 b,doll_46.67 b,doll_1.75 b
567,doll_6.75 b,doll_303.81 b,doll_18.56 b,doll_2.43 b
568,doll_18.51 b,doll_17.85 b,doll_43.62 b,doll_2.14 b
569,doll_14.07 b,doll_30.15 b,doll_28.58 b,doll_1.91 b
570,doll_13.7 b,doll_27.29 b,doll_39.15 b,doll_1.62 b
571,doll_6.88 b,doll_192.1 b,doll_20.76 b,doll_2.13 b
572,doll_13.69 b,doll_21.02 b,doll_38.57 b,doll_2.78 b
573,doll_20.35 b,doll_39.49 b,doll_17.94 b,doll_1.4 b
574,doll_17.1 b,doll_23.01 b,doll_22.87 b,doll_2.93 b
575,doll_19.69 b,doll_57.99 b,doll_11.16 b,doll_2.03 b
576,doll_6.63 b,doll_162.94 b,doll_20.03 b,doll_2.52 b
577,doll_6.34 b,doll_369.65 b,doll_19.52 b,doll_2.27 b
578,doll_10.43 b,doll_68.46 b,doll_21.49 b,doll_1.53 b
579,doll_32.78 b,doll_46.55 b,doll_84.46 b,doll_469.6 m
580,doll_14.46 b,doll_16.08 b,doll_63.42 b,doll_2.69 b
581,doll_14.57 b,doll_28.43 b,doll_43.53 b,doll_1.21 b
582,doll_8.8 b,doll_25.06 b,doll_61.39 b,doll_2.7 b
583,doll_10.54 b,doll_46.92 b,doll_12.59 b,doll_13.43 b
584,doll_17.42 b,doll_15.04 b,doll_68.17 b,doll_2.17 b
585,doll_10.33 b,doll_31.56 b,doll_24.88 b,doll_3.52 b
586,doll_14.74 b,doll_24.17 b,doll_23.75 b,doll_2.91 b
587,doll_11.31 b,doll_37.95 b,doll_12.95 b,doll_29.19 b
588,doll_12.78 b,doll_33.52 b,doll_36.77 b,doll_1.28 b
589,doll_25.02 b,doll_126.52 b,doll_8.48 b,doll_1.57 b
590,doll_31.4 b,doll_43.47 b,doll_12.04 b,doll_1.43 b
591,doll_15.63 b,doll_58.13 b,doll_11.58 b,doll_2.42 b
592,doll_15.29 b,doll_22.39 b,doll_35.6 b,doll_1.82 b
593,doll_16.38 b,doll_25.3 b,doll_20.21 b,doll_2.63 b
594,doll_11.47 b,doll_376.18 b,doll_9.51 b,doll_2.2 b
595,doll_60.74 b,doll_21.43 b,doll_45.06 b,doll_785.5 m
596,doll_15.82 b,doll_31.16 b,doll_34.21 b,doll_1.09 b
597,doll_30.07 b,doll_829.54 b,doll_18.68 b,doll_-1.8 b
598,doll_11.79 b,doll_44.07 b,doll_29.24 b,doll_1.27 b
599,doll_5.89 b,doll_149.86 b,doll_31.03 b,doll_1.77 b
600,doll_11.89 b,doll_32.23 b,doll_62.63 b,doll_1.04 b
601,doll_14.9 b,doll_74.75 b,doll_27.27 b,doll_781 m
602,doll_23.37 b,doll_69.03 b,doll_5.07 b,doll_3.86 b
603,doll_10.67 b,doll_553.78 b,doll_11.81 b,doll_1.43 b
604,doll_11.71 b,doll_59.45 b,doll_25.1 b,doll_1.12 b
605,doll_12.23 b,doll_27.22 b,doll_30.25 b,doll_2 b
606,doll_38 b,doll_98.41 b,doll_25.8 b,doll_429.3 m
607,doll_12.99 b,doll_16.46 b,doll_59.33 b,doll_2.64 b
608,doll_19.46 b,doll_23.65 b,doll_12.82 b,doll_7.09 b
609,doll_16.83 b,doll_28.18 b,doll_21.35 b,doll_1.69 b
610,doll_17.27 b,doll_23.62 b,doll_30.94 b,doll_1.5 b
611,doll_13.86 b,doll_25.55 b,doll_58.74 b,doll_1.1 b
612,doll_12.18 b,doll_34.43 b,doll_49.91 b,doll_1.02 b
613,doll_32.05 b,doll_32.93 b,doll_36.66 b,doll_661.9 m
614,doll_35.1 b,doll_73.75 b,doll_28.01 b,doll_516 m
615,doll_43.2 b,doll_25.18 b,doll_11.16 b,doll_2.59 b
616,doll_16.13 b,doll_22.07 b,doll_33.94 b,doll_1.55 b
617,doll_77.3 b,doll_85.27 b,doll_5.15 b,doll_1.3 b
618,doll_6.57 b,doll_183.89 b,doll_22.08 b,doll_1.53 b
619,doll_22.13 b,doll_39.31 b,doll_10.91 b,doll_2.08 b
620,doll_16.77 b,doll_24.87 b,doll_19.81 b,doll_2.22 b
621,doll_9.86 b,doll_48.49 b,doll_31.72 b,doll_1.22 b
622,doll_17.59 b,doll_21.14 b,doll_21.93 b,doll_2.39 b
623,doll_10.62 b,doll_15.75 b,doll_138.97 b,doll_2.89 b
624,doll_21.78 b,doll_25.24 b,doll_17.89 b,doll_1.76 b
625,doll_38.84 b,doll_76.85 b,doll_6.79 b,doll_1.7 b
626,doll_17.07 b,doll_22.16 b,doll_40.47 b,doll_1.21 b
627,doll_27.79 b,doll_37.76 b,doll_111.43 b,doll_-3.65 b
628,doll_7.92 b,doll_41.57 b,doll_44.83 b,doll_1.46 b
629,doll_10.75 b,doll_37.5 b,doll_19.97 b,doll_2.29 b
630,doll_15.79 b,doll_38.17 b,doll_27.77 b,doll_978 m
631,doll_5.26 b,doll_253.75 b,doll_32.23 b,doll_1.43 b
632,doll_16.12 b,doll_20.39 b,doll_25.02 b,doll_2.38 b
633,doll_13.43 b,doll_50.21 b,doll_20.28 b,doll_1.14 b
634,doll_11.32 b,doll_44.79 b,doll_17.11 b,doll_2.03 b
635,doll_16.24 b,doll_33.08 b,doll_23.43 b,doll_1.15 b
636,doll_8.48 b,doll_18.3 b,doll_98.98 b,doll_3.49 b
637,doll_21.82 b,doll_96.97 b,doll_2.14 b,doll_2.06 b
638,doll_54.54 b,doll_38.99 b,doll_7.97 b,doll_2.21 b
639,doll_22.2 b,doll_16.58 b,doll_29.96 b,doll_1.77 b
640,doll_6.6 b,doll_39.07 b,doll_84.07 b,doll_1.46 b
641,doll_11.41 b,doll_44.62 b,doll_26.27 b,doll_1.19 b
642,doll_27.22 b,doll_52.18 b,doll_21.52 b,doll_656.7 m
643,doll_24.33 b,doll_27.45 b,doll_15.11 b,doll_1.6 b
644,doll_8.7 b,doll_218.42 b,doll_13.96 b,doll_1.44 b
645,doll_54.62 b,doll_129.34 b,doll_7.28 b,doll_1.05 b
646,doll_7.75 b,doll_24.23 b,doll_108.6 b,doll_2 b
647,doll_9.63 b,doll_31.02 b,doll_21.93 b,doll_2.95 b
648,doll_12.14 b,doll_55.32 b,doll_19.04 b,doll_1.22 b
649,doll_22.35 b,doll_19.77 b,doll_15.18 b,doll_3.75 b
650,doll_32.9 b,doll_41.06 b,doll_7.03 b,doll_3.6 b
651,doll_12.47 b,doll_63.56 b,doll_13.58 b,doll_1.59 b
652,doll_21.31 b,doll_24.32 b,doll_14.5 b,doll_2.29 b
653,doll_36.46 b,doll_45.34 b,doll_7.25 b,doll_2.47 b
654,doll_15.46 b,doll_39.72 b,doll_26.51 b,doll_905 m
655,doll_17.76 b,doll_29.56 b,doll_12.76 b,doll_2.49 b
656,doll_11.06 b,doll_21.25 b,doll_44.83 b,doll_1.87 b
657,doll_18.94 b,doll_26.02 b,doll_15.48 b,doll_1.99 b
658,doll_10.96 b,doll_23.64 b,doll_90.52 b,doll_1.17 b
659,doll_78.17 b,doll_101 b,doll_16.11 b,doll_58.3 m
660,doll_5.53 b,doll_187.12 b,doll_28.21 b,doll_1.54 b
661,doll_9.67 b,doll_56.55 b,doll_13.52 b,doll_2.6 b
662,doll_12.92 b,doll_15.1 b,doll_61.42 b,doll_2.11 b
663,doll_13.88 b,doll_82.93 b,doll_61.05 b,doll_417 m
664,doll_34.61 b,doll_47.4 b,doll_8.74 b,doll_1.48 b
665,doll_17.86 b,doll_57.99 b,doll_19.63 b,doll_776 m
666,doll_16.22 b,doll_31.04 b,doll_19.16 b,doll_1.33 b
667,doll_109.61 b,doll_94.53 b,doll_6.02 b,doll_945.5 m
668,doll_15.6 b,doll_14.08 b,doll_42.88 b,doll_2.41 b
669,doll_40.91 b,doll_174.92 b,doll_4.36 b,doll_966.7 m
670,doll_36.98 b,doll_43.43 b,doll_34.25 b,doll_468.2 m
671,doll_17.91 b,doll_14.19 b,doll_36.31 b,doll_2.09 b
672,doll_151 m,doll_47.83 b,doll_27.21 b,doll_5.4 b
673,doll_23.85 b,doll_19.63 b,doll_22.04 b,doll_1.41 b
674,doll_9.96 b,doll_18.77 b,doll_59.18 b,doll_2.02 b
675,doll_20.64 b,doll_111.75 b,doll_24.11 b,doll_-88 m
676,doll_11.3 b,doll_24.95 b,doll_41.81 b,doll_1.29 b
677,doll_18.92 b,doll_14.62 b,doll_36.35 b,doll_1.72 b
678,doll_8.32 b,doll_39.87 b,doll_32.8 b,doll_1.3 b
679,doll_171.29 b,doll_43.68 b,doll_17.06 b,doll_555 m
680,doll_31.9 b,doll_26.67 b,doll_14.61 b,doll_1.15 b
681,doll_12.76 b,doll_125.01 b,doll_10.52 b,doll_1.25 b
682,doll_3.23 b,doll_86.76 b,doll_31.76 b,doll_1.61 b
683,doll_6.35 b,doll_22.15 b,doll_49.81 b,doll_5.71 b
684,doll_14.11 b,doll_46.08 b,doll_10.13 b,doll_2.36 b
685,doll_22.74 b,doll_14.1 b,doll_29.61 b,doll_1.86 b
686,doll_13.87 b,doll_24.69 b,doll_43.56 b,doll_966 m
687,doll_2.69 b,doll_51.22 b,doll_54.13 b,doll_1.61 b
688,doll_17.23 b,doll_21.89 b,doll_31.37 b,doll_1.08 b
689,doll_75.97 b,doll_106.8 b,doll_2.81 b,doll_889.8 m
690,doll_12.73 b,doll_21.21 b,doll_50.16 b,doll_1.13 b
691,doll_80.8 b,doll_52.63 b,doll_6.77 b,doll_1.2 b
692,doll_23.87 b,doll_18.25 b,doll_31.7 b,doll_1.03 b
693,doll_26.4 b,doll_85.06 b,doll_2.86 b,doll_1.33 b
694,doll_8.52 b,doll_45.28 b,doll_37.87 b,doll_965.5 m
695,doll_49.75 b,doll_82.98 b,doll_4.17 b,doll_1.01 b
696,doll_17.89 b,doll_47.44 b,doll_52.26 b,doll_50.8 m
697,doll_8.3 b,doll_15.03 b,doll_131.75 b,doll_3.02 b
698,doll_6.42 b,doll_176.86 b,doll_19.88 b,doll_1.22 b
699,doll_8.88 b,doll_37.49 b,doll_17.86 b,doll_2.14 b
700,doll_8.85 b,doll_375.48 b,doll_3.93 b,doll_3.44 b
701,doll_5.82 b,doll_210.92 b,doll_15.87 b,doll_1.87 b
702,doll_14.14 b,doll_18.06 b,doll_34.77 b,doll_1.42 b
703,doll_33.7 b,doll_60.36 b,doll_21.2 b,doll_477.9 m
704,doll_13.33 b,doll_12.39 b,doll_46.92 b,doll_2.16 b
705,doll_10.35 b,doll_23.88 b,doll_30.86 b,doll_1.56 b
706,doll_13.87 b,doll_37.35 b,doll_15.81 b,doll_1.21 b
707,doll_46.14 b,doll_170.24 b,doll_1.7 b,doll_786.8 m
708,doll_12.36 b,doll_22.04 b,doll_24.17 b,doll_1.63 b
709,doll_14.98 b,doll_48.72 b,doll_56.8 b,doll_406.6 m
710,doll_11.83 b,doll_29.96 b,doll_16.04 b,doll_1.88 b
711,doll_17.45 b,doll_38.77 b,doll_60.27 b,doll_-496 m
712,doll_12.78 b,doll_15.54 b,doll_34.46 b,doll_2.01 b
713,doll_14.32 b,doll_71.52 b,doll_9.58 b,doll_1.34 b
714,doll_14.42 b,doll_125.48 b,doll_9.71 b,doll_999.1 m
715,doll_40.44 b,doll_25.94 b,doll_11.13 b,doll_1.2 b
716,doll_43.37 b,doll_37.27 b,doll_18.04 b,doll_596.6 m
717,doll_10.2 b,doll_17.65 b,doll_31.02 b,doll_2.61 b
718,doll_52.9 b,doll_177.59 b,doll_11.11 b,doll_-4.64 b
719,doll_13.59 b,doll_22.88 b,doll_21.51 b,doll_1.44 b
720,doll_34.06 b,doll_44.43 b,doll_11.58 b,doll_795.1 m
721,doll_20.43 b,doll_13.06 b,doll_16.98 b,doll_3.89 b
722,doll_6.43 b,doll_19.06 b,doll_100.89 b,doll_2.58 b
723,doll_11.76 b,doll_16.05 b,doll_51.73 b,doll_1.5 b
724,doll_18.2 b,doll_36.5 b,doll_56.35 b,doll_-44 m
725,doll_14.03 b,doll_22.3 b,doll_16.3 b,doll_2.06 b
726,doll_35.4 b,doll_34.91 b,doll_8.21 b,doll_1.51 b
727,doll_4.77 b,doll_36.37 b,doll_42.6 b,doll_2.05 b
728,doll_39.04 b,doll_42.32 b,doll_22.12 b,doll_-2.44 b
729,doll_7.46 b,doll_662.22 b,doll_10.54 b,doll_1.4 b
730,doll_5.12 b,doll_33.78 b,doll_41.33 b,doll_2.25 b
731,doll_9.44 b,doll_334.87 b,doll_6.97 b,doll_2.11 b
732,doll_10.8 b,doll_30.76 b,doll_24.76 b,doll_1.09 b
733,doll_3.82 b,doll_110.92 b,doll_25.78 b,doll_1.22 b
