,name,codice,pricecap,price,country
465,LG Chem,051910.KS,$38.03 B,$515.67,S. Korea
466,Denso,6902.T,$37.83 B,$50.43,Japan
467,Neste,NESTE.HE,$37.82 B,$49.24,Finland
468,Atlassian,TEAM,$37.81 B,$148.00,Australia
469,Hapag-Lloyd,HLAG.DE,$37.81 B,$215.14,Germany
470,Xiaomi,XIACF,$37.76 B,$1.51,China
471,UOB,U11.SI,$37.55 B,$22.43,Singapore
472,L3Harris Technologies,LHX,$37.53 B,$197.16,USA
473,Bank of China (Hong Kong),2388.HK,$37.43 B,$3.54,Hong Kong
474,Dupont De Nemours,DD,$37.35 B,$75.20,USA
475,TransDigm,TDG,$37.18 B,$683.88,USA
476,STMicroelectronics,STM,$37.17 B,$41.14,Switzerland
477,Adani Transmission,ADANITRANS.NS,$37.17 B,$33.27,India
478,Prudential Financial,PRU,$37.16 B,$101.00,USA
479,Cenovus Energy,CVE,$37.11 B,$19.33,Canada
480,Haier Smart Home,600690.SS,$37.05 B,$4.06,China
481,Hilton Worldwide,HLT,$37.02 B,$136.88,USA
482,MediaTek,2454.TW,$37.00 B,$23.25,Taiwan
483,Larsen & Toubro,LT.NS,$36.96 B,$26.30,India
484,Haleon,HLN,$36.89 B,$7.99,UK
485,Allstate,ALL,$36.85 B,$138.97,USA
486,Yum! Brands,YUM,$36.68 B,$130.22,USA
487,HCL Technologies,HCLTECH.NS,$36.52 B,$13.46,India
488,Jardine Matheson,J36.SI,$36.44 B,$50.55,Hong Kong
489,Alcon,ALC,$36.28 B,$74.04,Switzerland
490,Grupo México,GMBXF,$36.27 B,$4.66,Mexico
491,Hoya,7741.T,$36.17 B,$101.49,Japan
492,AIER Eye Hospital,300015.SZ,$35.96 B,$5.01,China
493,Constellation Software,CSU.TO,$35.80 B,"$1,690",Canada
494,Paccar,PCAR,$35.70 B,$102.67,USA
495,Cummins,CMI,$35.62 B,$252.65,USA
496,Barclays,BCS,$35.55 B,$8.96,UK
497,NatWest Group,NWG,$35.54 B,$7.35,UK
498,Manulife Financial,MFC,$35.52 B,$18.95,Canada
499,Ameriprise Financial,AMP,$35.45 B,$333.18,USA
500,Arista Networks,ANET,$35.33 B,$115.00,USA
501,BioNTech,BNTX,$35.20 B,$145.05,Germany
502,Danone,BN.PA,$35.07 B,$54.38,France
503,Japan Tobacco,2914.T,$34.93 B,$19.69,Japan
504,Crédit Agricole,ACA.PA,$34.87 B,$11.54,France
505,Old Dominion Freight Line,ODFL,$34.84 B,$315.35,USA
506,ENGIE,ENGI.PA,$34.75 B,$14.45,France
507,Mettler-Toledo,MTD,$34.72 B,"$1,558",USA
508,Marvell Technology Group,MRVL,$34.69 B,$40.67,USA
509,Otis Worldwide,OTIS,$34.68 B,$83.25,USA
510,Electronic Arts,EA,$34.63 B,$125.46,USA
511,Barrick Gold,GOLD,$34.60 B,$19.64,Canada
512,Murata Manufacturing (Murata Seisakusho),6981.T,$34.47 B,$54.75,Japan
513,Asian Paints,ASIANPAINT.NS,$34.41 B,$35.89,India
514,Axis Bank,AXISBANK.BO,$34.39 B,$11.24,India
515,China Pacific Insurance,601601.SS,$34.26 B,$3.91,China
516,Consolidated Edison,ED,$34.24 B,$96.49,USA
517,DSV,DSV.VI,$34.23 B,$158.07,Denmark
518,MPLX,MPLX,$34.21 B,$34.10,USA
519,China State Construction Engineering,601668.SS,$34.17 B,$0.81,China
520,Cement Roadstone Holding,CRH,$33.98 B,$45.64,Ireland
521,Japan Post Bank,7182.T,$33.80 B,$9.02,Japan
522,Sea (Garena),SE,$33.77 B,$60.12,Singapore
523,Pacific Gas and Electric,PCG,$33.72 B,$15.89,USA
524,Samsung SDI,006405.KS,$33.71 B,$238.03,S. Korea
525,Bank of Ningbo,002142.SZ,$33.70 B,$5.10,China
526,Holcim Group,HOLN.SW,$33.63 B,$55.33,Switzerland
527,Welltower,WELL,$33.61 B,$71.15,USA
528,Waste Connections,WCN,$33.58 B,$130.59,USA
529,Ametek,AME,$33.55 B,$146.13,USA
530,MTR Corporation,0066.HK,$33.55 B,$5.41,Hong Kong
531,Enphase Energy,ENPH,$33.41 B,$245.83,USA
532,CITIC limited,0267.HK,$33.22 B,$1.14,China
533,AmerisourceBergen,ABC,$33.19 B,$164.28,USA
534,SBA Communications,SBAC,$33.09 B,$306.55,USA
535,CoStar Group,CSGP,$32.96 B,$81.05,USA
536,D. R. Horton,DHI,$32.93 B,$94.96,USA
537,Cognizant Technology Solutions,CTSH,$32.92 B,$64.06,USA
538,Rockwell Automation,ROK,$32.73 B,$285.24,USA
539,CITIC Bank,601998.SS,$32.70 B,$0.76,China
540,Deutsche Börse,DB1.DE,$32.62 B,$177.67,Germany
541,Dollar Tree,DLTR,$32.57 B,$147.26,USA
542,Kroger,KR,$32.36 B,$45.22,USA
543,Telstra,TLS.AX,$32.36 B,$2.80,Australia
544,Keysight,KEYS,$32.29 B,$180.61,USA
545,GlobalFoundries,GFS,$32.23 B,$59.14,USA
546,Experian,EXPGF,$32.23 B,$34.98,Ireland
547,Interactive Brokers,IBKR,$32.18 B,$77.21,USA
548,Brown Forman,BF-A,$32.16 B,$67.25,USA
549,WEG ON,WEGE3.SA,$32.14 B,$7.65,Brazil
550,Shanghai Pudong Development Bank,600000.SS,$32.10 B,$1.09,China
551,Nidec,6594.T,$32.00 B,$55.64,Japan
552,ResMed,RMD,$31.94 B,$218.10,USA
553,VICI Properties,VICI,$31.92 B,$33.15,USA
554,Airports of Thailand,AOT.BK,$31.92 B,$2.23,Thailand
555,Yili Group,600887.SS,$31.89 B,$4.98,China
556,Baker Hughes,BKR,$31.89 B,$31.63,USA
557,Capgemini,CAP.PA,$31.79 B,$186.80,France
558,Walgreens Boots Alliance,WBA,$31.72 B,$36.78,USA
559,CaixaBank,CABK.MC,$31.67 B,$4.22,Spain
560,Oneok,OKE,$31.65 B,$70.83,USA
561,Illumina,ILMN,$31.63 B,$201.11,USA
562,Warner Bros. Discovery,WBD,$31.62 B,$13.14,USA
563,Luxshare Precision,002475.SZ,$31.62 B,$4.44,China
564,Vestas Wind Systems,VWSB.F,$31.58 B,$31.29,Denmark
565,BAE Systems,BSP.F,$31.49 B,$10.25,UK
566,Vanke,2202.HK,$31.36 B,$2.15,China
567,Hang Seng Bank,0011.HK,$31.33 B,$16.39,Hong Kong
568,PSEG,PEG,$31.26 B,$62.66,USA
569,Hyundai,HYMTF,$31.19 B,$32.33,S. Korea
570,Maruti Suzuki India,MARUTI.NS,$31.15 B,$103.14,India
571,Digital Realty,DLR,$31.14 B,$106.00,USA
572,UniCredit,UCG.MI,$31.13 B,$16.09,Italy
573,Banco Bradesco,BBD,$31.12 B,$2.92,Brazil
574,Nasdaq,NDAQ,$31.12 B,$63.35,USA
575,PPG Industries,PPG,$31.11 B,$132.40,USA
576,The People's Insurance Company (PICC),601319.SS,$31.03 B,$0.79,China
577,Singtel,Z74.SI,$30.97 B,$1.88,Singapore
578,Hexagon,HXGBF,$30.75 B,$11.18,Sweden
579,People’s Insurance Company of China,1339.HK,$30.73 B,$0.34,China
580,Fanuc,6954.T,$30.73 B,$161.10,Japan
581,Great Wall Motors,601633.SS,$30.70 B,$4.42,China
582,RWE,RWE.DE,$30.69 B,$45.40,Germany
583,SMC corp,6273.T,$30.64 B,$469.22,Japan
584,Vodafone,VOD,$30.61 B,$11.23,UK
585,Sun Pharmaceutical,SUNPHARMA.NS,$30.57 B,$12.74,India
586,LyondellBasell,LYB,$30.52 B,$93.73,USA
587,Corning,GLW,$30.50 B,$36.07,USA
588,State Street Corporation,STT,$30.44 B,$82.97,USA
589,Fomento Económico Mexicano,FMX,$30.41 B,$85.01,Mexico
590,KBC,KBCSF,$30.29 B,$72.63,Belgium
591,Galaxy Entertainment,0027.HK,$30.29 B,$6.93,Hong Kong
592,WEC Energy Group,WEC,$30.20 B,$95.75,USA
593,Swisscom,SCMN.SW,$30.15 B,$582.18,Switzerland
594,Japan Post Holdings,6178.T,$30.14 B,$8.56,Japan
595,Telus,TU,$30.07 B,$21.02,Canada
596,China Overseas Land & Investment,0688.HK,$30.06 B,$2.75,Hong Kong
597,Henkel,HEN3.DE,$30.03 B,$71.55,Germany
598,Ahold Delhaize,AD.AS,$30.01 B,$30.73,Netherlands
599,Coupang,CPNG,$29.93 B,$16.91,S. Korea
600,Copart,CPRT,$29.92 B,$62.82,USA
601,Compagnie de Saint-Gobain,SGO.PA,$29.83 B,$58.24,France
602,Givaudan,GIVN.SW,$29.82 B,"$3,232",Switzerland
603,Gree Electric Appliances,000651.SZ,$29.81 B,$5.30,China
604,Generali,G.MI,$29.81 B,$18.90,Italy
605,PTT PCL,PTT-R.BK,$29.78 B,$1.03,Thailand
606,KONE,KNEBV.HE,$29.72 B,$57.49,Finland
607,Adidas,ADS.DE,$29.67 B,$162.60,Germany
608,Restaurant Brands International,QSR,$29.64 B,$66.35,Canada
609,International Flavors & Fragrances,IFF,$29.63 B,$116.24,USA
610,EQT,EQT.ST,$29.59 B,$24.77,Sweden
611,DNB,DNB.OL,$29.36 B,$18.94,Norway
612,DMart,DMART.NS,$29.32 B,$45.27,India
613,Discover Financial Services,DFS,$29.28 B,$107.20,USA
614,Transurban,TCL.AX,$29.26 B,$9.52,Australia
615,Eversource Energy,ES,$29.26 B,$84.02,USA
616,Chunghwa Telecom,CHT,$29.23 B,$37.68,Taiwan
617,Global Payments,GPN,$29.11 B,$107.66,USA
618,W. W. Grainger,GWW,$28.99 B,$573.86,USA
619,Alnylam Pharmaceuticals,ALNY,$28.97 B,$235.53,USA
620,American Water Works,AWK,$28.88 B,$158.87,USA
621,Ferguson,FERG,$28.80 B,$139.08,UK
622,Dell,DELL,$28.77 B,$40.18,USA
623,Verisk Analytics,VRSK,$28.76 B,$183.95,USA
624,Woolworths Group,WOW.AX,$28.75 B,$23.64,Australia
625,Kühne + Nagel,KNIN.SW,$28.73 B,$240.29,Switzerland
626,Imperial Oil,IMO,$28.71 B,$49.16,Canada
627,Orange,ORAN,$28.62 B,$10.77,France
628,Swiss Re,SREN.SW,$28.58 B,$98.92,Switzerland
629,Sartorius,SRT.DE,$28.47 B,$385.00,Germany
630,Albemarle,ALB,$28.37 B,$242.23,USA
631,Sun Life Financial,SLF,$28.34 B,$48.33,Canada
632,ON Semiconductor,ON,$28.17 B,$65.15,USA
633,Foxconn Industrial Internet,601138.SS,$28.15 B,$1.42,China
634,Lennar,LEN,$28.15 B,$98.82,USA
635,Nokia,NOK,$28.15 B,$5.03,Finland
636,BeiGene,BGNE,$28.13 B,$270.66,China
637,Franco-Nevada,FNV,$28.11 B,$146.69,Canada
638,E.ON,EOAN.DE,$28.10 B,$10.77,Germany
639,Loblaw Companies,L.TO,$28.02 B,$86.50,Canada
640,Fastenal,FAST,$27.96 B,$48.82,USA
641,Constellation Energy,CEG,$27.84 B,$85.16,USA
642,Bank Mandiri,PPERF,$27.83 B,$0.59,Indonesia
643,Amadeus IT Group,AMS.MC,$27.67 B,$61.49,Spain
644,Cheniere Energy,CQP,$27.63 B,$57.10,USA
645,Willis Towers Watson,WTW,$27.56 B,$254.65,UK
646,Ashtead,0LC.F,$27.52 B,$61.36,UK
647,Aptiv,APTV,$27.51 B,$101.55,Ireland
648,JD Health,6618.HK,$27.44 B,$8.63,China
649,HP,HPQ,$27.41 B,$27.91,USA
650,Beiersdorf,BEI.DE,$27.33 B,$120.49,Germany
651,CBRE Group,CBRE,$27.20 B,$86.11,USA
652,United Rentals,URI,$27.18 B,$392.24,USA
653,Flutter Entertainment,PPBA.F,$27.18 B,$73.85,Ireland
654,Bajaj Finserv,BAJAJFINSV.NS,$27.13 B,$17.03,India
655,Naturgy,NTGY.MC,$27.06 B,$28.16,Spain
656,Fujitsu,6702.T,$27.05 B,$138.96,Japan
657,Astellas Pharma,4503.T,$26.92 B,$14.74,Japan
658,Shenzhen Inovance,300124.SZ,$26.68 B,$10.04,China
659,Sampo,SAMPO.HE,$26.66 B,$51.92,Finland
660,Thales,HO.PA,$26.61 B,$125.60,France
661,Equifax,EFX,$26.57 B,$217.00,USA
662,Gartner,IT,$26.55 B,$335.98,USA
663,Wolters Kluwer,WOSB.F,$26.50 B,$105.93,Netherlands
664,Genmab,GMAB,$26.49 B,$40.16,Denmark
665,T. Rowe Price,TROW,$26.48 B,$118.51,USA
666,Mobileye,MBLY,$26.44 B,$32.98,Israel
667,Diamondback Energy,FANG,$26.42 B,$145.24,USA
668,CDW Corporation,CDW,$26.38 B,$194.85,USA
669,Formosa Petrochemical,6505.TW,$26.36 B,$2.77,Taiwan
670,Titan Company,TITAN.NS,$26.28 B,$29.61,India
671,Assa Abloy,ASAZF,$26.27 B,$23.86,Sweden
672,Wipro,WIT,$26.22 B,$4.79,India
673,Daimler Truck,DTG.F,$26.11 B,$31.73,Germany
674,Intact Financial,IFC.TO,$26.09 B,$148.90,Canada
675,Edison International,EIX,$26.04 B,$68.20,USA
676,Skandinaviska Enskilda Banken,SEBA.F,$25.96 B,$12.33,Sweden
677,Deutsche Bank,DB,$25.93 B,$12.73,Germany
678,Coloplast,CBHD.F,$25.90 B,$124.89,Denmark
679,Zimmer Biomet,ZBH,$25.89 B,$123.38,USA
680,SMIC,MKN2.F,$25.88 B,$2.18,China
681,UltraTech Cement,ULTRACEMCO.NS,$25.84 B,$89.66,India
682,M&T Bank,MTB,$25.81 B,$149.55,USA
683,China Securities,601066.SS,$25.73 B,$3.96,China
684,Coca-Cola European Partners,CCEP,$25.73 B,$56.29,UK
685,Horizon Therapeutics,HZNP,$25.70 B,$113.24,Ireland
686,SAIC Motor,600104.SS,$25.63 B,$2.19,China
687,Veeva Systems,VEEV,$25.57 B,$164.24,USA
688,Alexandria Real Estate Equities,ARE,$25.52 B,$155.57,USA
689,Agnico Eagle Mines,AEM,$25.50 B,$55.95,Canada
690,Saudi Electricity,5110.SR,$25.50 B,$6.12,S. Arabia
691,ArcelorMittal,MT,$25.43 B,$31.17,Luxembourg
692,EnBW Energie,EBK.DE,$25.41 B,$93.83,Germany
693,Riyad Bank,1010.SR,$25.41 B,$8.47,S. Arabia
694,Sandvik,SAND.ST,$25.28 B,$20.15,Sweden
695,Yum China,YUMC,$25.20 B,$60.21,China
696,Hormel Foods,HRL,$25.19 B,$46.10,USA
697,China Resources Beer,0291.HK,$25.13 B,$7.75,Hong Kong
698,eBay,EBAY,$25.10 B,$46.26,USA
699,ULTA Beauty,ULTA,$24.98 B,$490.99,USA
700,Partners Group,PGHN.SW,$24.97 B,$957.72,Switzerland
701,Raymond James,RJF,$24.97 B,$115.55,USA
702,Goodman Group,GMG.AX,$24.96 B,$13.27,Australia
703,Bridgestone,5108.T,$24.84 B,$36.30,Japan
704,Standard Chartered,STAN.L,$24.84 B,$8.58,UK
705,Lindt,LISP.SW,$24.75 B,"$10,645",Switzerland
706,CK Hutchison Holdings,0001.HK,$24.69 B,$6.45,Hong Kong
707,Telkom Indonesia,TLK,$24.67 B,$24.91,Indonesia
708,National Bank of Canada,NA.TO,$24.67 B,$73.27,Canada
709,Cellnex Telecom,CLNX.MC,$24.62 B,$34.86,Spain
710,KE Holdings,BEKE,$24.62 B,$19.66,China
711,Seagen,SGEN,$24.53 B,$132.12,USA
712,Delta Air Lines,DAL,$24.49 B,$38.20,USA
713,Maybank,MLYBY,$24.48 B,$3.87,Malaysia
714,FirstEnergy,FE,$24.43 B,$42.73,USA
715,Techtronic Industries,TIB1.F,$24.43 B,$13.15,Hong Kong
716,Tractor Supply,TSCO,$24.42 B,$221.09,USA
717,The Hartford,HIG,$24.39 B,$76.68,USA
718,Vulcan Materials,VMC,$24.34 B,$183.19,USA
719,Naver,035420.KS,$24.33 B,$162.06,S. Korea
720,Fubon Financial,2881.TW,$24.31 B,$1.96,Taiwan
721,Rogers Communication,RCI,$24.24 B,$48.33,Canada
722,Banorte,GFNORTEO.MX,$24.21 B,$8.40,Mexico
723,Delta Electronics,2308.TW,$24.14 B,$9.30,Taiwan
724,Trip.com,TCOM,$24.08 B,$37.53,China
725,Vonovia,VNA.DE,$24.02 B,$29.99,Germany
726,Genuine Parts Company,GPC,$23.93 B,$169.56,USA
727,Sociedad Química y Minera,SQM,$23.89 B,$83.67,Chile
728,Kellogg's,K,$23.88 B,$70.00,USA
729,Ecopetrol,EC,$23.88 B,$11.62,Colombia
730,Fortive,FTV,$23.85 B,$67.43,USA
731,Dai-ichi Life Holdings,8750.T,$23.76 B,$23.10,Japan
732,Equity Residential,EQR,$23.76 B,$60.62,USA
733,Great-West Lifeco,GWO.TO,$23.70 B,$25.44,Canada
734,Fifth Third Bank,FITB,$23.66 B,$34.64,USA
735,Legrand,LR.PA,$23.63 B,$88.62,France
736,Arch Capital,ACGL,$23.58 B,$63.76,Bermuda
737,Hannover Rück,HNR1.DE,$23.56 B,$195.38,Germany
738,First Republic Bank,FRC,$23.55 B,$128.78,USA
739,Central Japan Railway,9022.T,$23.53 B,$119.61,Japan
740,CNH Industrial,CNHI,$23.50 B,$17.48,UK
741,AvalonBay Communities,AVB,$23.48 B,$167.85,USA
742,Nestlé India,NESTLEIND.NS,$23.41 B,$242.90,India
743,Weyerhaeuser,WY,$23.41 B,$31.82,USA
744,Shanghai Airport,600009.SS,$23.39 B,$9.40,China
745,Imperial Brands,ITBA.F,$23.37 B,$24.98,UK
746,BTG Pactual,BPAC3.SA,$23.33 B,$2.36,Brazil
747,CrowdStrike,CRWD,$23.32 B,$99.53,USA
748,Ameren,AEE,$23.30 B,$90.15,USA
749,Ingersoll Rand,IR,$23.29 B,$57.53,Ireland
750,Tyson Foods,TSN,$23.25 B,$64.98,USA
751,ZTO Express,ZTO,$23.22 B,$28.68,China
752,Koninklijke DSM,DSM.AS,$23.20 B,$132.11,Netherlands
753,Sirius XM,SIRI,$23.18 B,$5.96,USA
754,The Trade Desk,TTD,$23.02 B,$47.03,USA
755,China Everbright Bank,601818.SS,$23.01 B,$0.46,China
756,Epiroc,EPI-A.ST,$22.99 B,$20.36,Sweden
757,Evolution Gaming,EVO.ST,$22.96 B,$107.73,Sweden
758,CK Asset Holdings,1113.HK,$22.96 B,$6.39,Hong Kong
759,Telefónica,TEF,$22.92 B,$3.97,Spain
760,Michelin,ML.PA,$22.88 B,$32.09,France
761,Ares Management,ARES,$22.88 B,$77.47,USA
762,Oil & Natural Gas,ONGC.NS,$22.85 B,$1.82,India
763,COSCO Shipping,601919.SS,$22.85 B,$1.52,China
764,DTE Energy,DTE,$22.84 B,$117.93,USA
765,Olympus,7733.T,$22.81 B,$17.96,Japan
766,Kakao,035720.KS,$22.76 B,$52.13,S. Korea
767,VeriSign,VRSN,$22.67 B,$213.91,USA
768,Baxter,BAX,$22.60 B,$44.84,USA
769,PPL,PPL,$22.53 B,$30.61,USA
770,JSW Steel,JSWSTEEL.NS,$22.51 B,$9.34,India
771,EDP Renováveis,EDPR.LS,$22.51 B,$23.44,Spain
772,Trina Solar,688599.SS,$22.50 B,$10.37,China
773,Repsol,REP.MC,$22.48 B,$16.32,Spain
774,Entergy,ETR,$22.48 B,$106.56,USA
775,Canon,CAJ,$22.47 B,$22.13,Japan
776,Borouge,BOROUGE.AE,$22.42 B,$0.75,UAE
777,Yankuang Energy (Yanzhou Coal Mining),600188.SS,$22.41 B,$5.26,China
778,Datadog,DDOG,$22.37 B,$70.47,USA
779,DiDi,DIDIY,$22.32 B,$4.60,China
780,Schindler Group,SCHN.SW,$22.32 B,$202.98,Switzerland
781,LabCorp,LH,$22.30 B,$251.71,USA
782,Argenx,ARGX,$22.21 B,$401.00,Netherlands
783,Ansys,ANSS,$22.13 B,$254.10,USA
784,SSE,SCT.F,$22.06 B,$20.42,UK
785,Martin Marietta,MLM,$22.06 B,$355.37,USA
786,Anhui Conch Cement,AHCHF,$22.03 B,$3.84,China
787,Unicharm,8113.T,$22.03 B,$37.14,Japan
788,Tesco,TSCDF,$22.01 B,$3.00,UK
789,BOE Technology,000725.SZ,$21.99 B,$0.58,China
790,Aena,AENA.MC,$21.97 B,$146.50,Spain
791,Southwest Airlines,LUV,$21.96 B,$36.99,USA
792,Li Auto,LI,$21.95 B,$22.49,China
793,UDR Apartments,UDR,$21.91 B,$40.15,USA
794,Principal,PFG,$21.85 B,$89.32,USA
795,Chow Tai Fook,1929.HK,$21.76 B,$2.18,Hong Kong
796,McCormick & Company,MKC,$21.74 B,$81.10,USA
797,Sany Heavy Industry,600031.SS,$21.57 B,$2.54,China
798,Grupo Bimbo,BIMBOA.MX,$21.57 B,$4.87,Mexico
799,Endesa,ELE.MC,$21.49 B,$20.31,Spain
800,FirstRand,FSRA.F,$21.43 B,$3.82,South Africa
801,China Minsheng Bank,600016.SS,$21.41 B,$0.52,China
802,Teck Resources,TECK,$21.40 B,$42.01,Canada
803,Société Générale,GLE.PA,$21.39 B,$26.96,France
804,Komatsu,6301.T,$21.38 B,$22.61,Japan
805,China Unicom,0762.HK,$21.35 B,$0.70,Hong Kong
806,Extra Space Storage,EXR,$21.34 B,$151.90,USA
807,Insulet,PODD,$21.24 B,$305.89,USA
808,Quanta Services,PWR,$21.22 B,$148.50,USA
809,Ganfeng Lithium,002460.SZ,$21.20 B,$11.09,China
810,Sumitomo,8053.T,$21.11 B,$16.89,Japan
811,Hewlett Packard Enterprise,HPE,$21.08 B,$16.45,USA
812,Ryanair,RYAAY,$21.07 B,$92.54,Ireland
813,Xylem,XYL,$21.07 B,$116.93,USA
814,Huntington Bancshares,HBAN,$21.03 B,$14.58,USA
815,East Japan Railway,9020.T,$21.03 B,$55.76,Japan
816,Antofagasta,ANTO.L,$21.02 B,$21.33,UK
817,Mitsubishi Electric,6503.T,$20.97 B,$9.93,Japan
818,Regions Financial,RF,$20.95 B,$22.43,USA
819,BioMarin Pharmaceutical,BMRN,$20.94 B,$112.72,USA
820,Kia,000270.KS,$20.93 B,$52.21,S. Korea
821,Adani Ports & SEZ,ADANIPORTS.NS,$20.92 B,$9.69,India
822,Straumann,STMN.SW,$20.90 B,$131.58,Switzerland
823,NIBE Industrier,NIBE-B.ST,$20.86 B,$10.24,Sweden
824,Svenska Handelsbanken,SVHH.F,$20.85 B,$10.44,Sweden
825,EDP Group,EDP.F,$20.83 B,$5.26,Portugal
826,Ferrovial,FER.MC,$20.79 B,$28.58,Spain
827,Veolia,VIE.PA,$20.78 B,$29.62,France
828,Tenaris,TS,$20.73 B,$35.13,Luxembourg
829,PTT Exploration and Production,PTTEP.BK,$20.70 B,$5.22,Thailand
830,CRRC,1766.HK,$20.70 B,$0.44,China
831,CGI,GIB,$20.66 B,$86.64,Canada
832,Citizens Financial Group,CFG,$20.54 B,$41.72,USA
833,NTT Data,9613.T,$20.46 B,$14.59,Japan
834,Northern Trust,NTRS,$20.46 B,$98.20,USA
835,Atlantia,ATL.MI,$20.44 B,$24.97,Italy
836,Terumo,4543.T,$20.43 B,$27.40,Japan
837,Swedbank,SWED-A.ST,$20.35 B,$17.99,Sweden
838,DoorDash,DASH,$20.31 B,$52.34,USA
839,Zoom,ZM,$20.31 B,$69.49,USA
840,Banco do Brasil,BZLA.F,$20.29 B,$7.11,Brazil
841,H&M,HM-B.ST,$20.28 B,$12.57,Sweden
842,Dover,DOV,$20.26 B,$144.39,USA
843,The Saudi British Bank,1060.SR,$20.25 B,$9.86,S. Arabia
844,Cathay Financial Holding,2882.TW,$20.22 B,$1.38,Taiwan
845,Fujifilm,4901.T,$20.21 B,$50.41,Japan
846,Ericsson,ERIC,$20.20 B,$6.06,Sweden
847,Z Holdings,4689.T,$20.17 B,$2.68,Japan
848,Steris,STE,$20.16 B,$202.03,Ireland
849,Cardinal Health,CAH,$20.15 B,$76.87,USA
850,Waters Corporation,WAT,$20.14 B,$339.08,USA
851,Wheaton Precious Metals,WPM,$20.12 B,$44.53,Canada
852,Copel,ELP,$20.11 B,$7.35,Brazil
853,Air China,601111.SS,$20.10 B,$1.59,China
854,Fortis,FTS,$20.08 B,$41.82,Canada
855,Panasonic,6752.T,$20.07 B,$8.60,Japan
856,Church & Dwight,CHD,$19.97 B,$81.91,USA
857,Roblox,RBLX,$19.95 B,$33.21,USA
858,Nippon Paint,4612.T,$19.92 B,$8.48,Japan
859,EPAM Systems,EPAM,$19.88 B,$345.82,USA
860,Pembina Pipeline,PBA,$19.87 B,$36.03,Canada
861,Marubeni,8002.T,$19.83 B,$11.61,Japan
862,China Tower,0788.HK,$19.83 B,$0.11,China
863,NTPC Limited,NTPC.NS,$19.80 B,$2.04,India
864,Coterra Energy,CTRA,$19.79 B,$25.10,USA
865,Essity,ESWB.F,$19.76 B,$27.90,Sweden
866,Carlsberg,CBGA.F,$19.72 B,$166.16,Denmark
867,NIO,NIO,$19.71 B,$11.80,China
868,CenterPoint Energy,CNP,$19.71 B,$31.31,USA
869,Hologic,HOLX,$19.65 B,$79.95,USA
870,Mahindra & Mahindra,M&M.NS,$19.60 B,$16.19,India
871,HEICO,HEI,$19.58 B,$165.24,USA
872,Ventas,VTR,$19.58 B,$48.99,USA
873,Steel Dynamics,STLD,$19.57 B,$111.52,USA
874,ČEZ Group,CEZ.F,$19.56 B,$36.23,Czech Republic
875,Nan Ya Plastics,1303.TW,$19.56 B,$2.47,Taiwan
876,Longfor Group,RLF.F,$19.55 B,$3.06,China
877,Wilmar International,F34.SI,$19.54 B,$3.13,Singapore
878,ORIX,IX,$19.53 B,$83.11,Japan
879,Teledyne,TDY,$19.50 B,$416.13,USA
880,W. R. Berkley,WRB,$19.47 B,$73.36,USA
881,Celltrion,068270.KS,$19.45 B,$135.79,S. Korea
882,Aker BP,AKRBP.OL,$19.42 B,$30.77,Norway
883,Markel,MKL,$19.36 B,"$1,440",USA
884,UPM-Kymmene,UPM.HE,$19.25 B,$36.11,Finland
885,China Railway Group,0390.HK,$19.23 B,$0.53,China
886,First Solar,FSLR,$19.20 B,$180.19,USA
887,Shiseido,4911.T,$19.17 B,$47.99,Japan
888,Mengniu Dairy,2319.HK,$19.16 B,$4.85,China
889,Invitation Homes,INVH,$19.16 B,$31.21,USA
890,Tata Motors,TTM,$19.08 B,$24.91,India
891,China Southern Airlines,ZNH,$19.02 B,$35.75,China
892,Conagra Brands,CAG,$19.02 B,$39.91,USA
893,Best Buy,BBY,$18.98 B,$85.78,USA
894,Mid-America Apartment Communities,MAA,$18.97 B,$159.91,USA
895,Wabtec,WAB,$18.93 B,$104.10,USA
896,Kanzhun,BZ,$18.88 B,$23.79,China
897,"M3, Inc",2413.T,$18.85 B,$27.78,Japan
898,Garmin,GRMN,$18.82 B,$98.21,Switzerland
899,Sun Communities,SUI,$18.81 B,$148.91,USA
900,Centrais Electricas Brasileiras,EBR,$18.80 B,$8.17,Brazil
901,Legal & General,LGEN.L,$18.79 B,$3.15,UK
902,Nexon,3659.T,$18.76 B,$21.70,Japan
903,SGS,SGSN.SW,$18.76 B,"$2,504",Switzerland
904,Tsingtao,600600.SS,$18.75 B,$16.39,China
905,Align Technology,ALGN,$18.72 B,$239.76,USA
906,United Microelectronics,UMC,$18.72 B,$7.50,Taiwan
907,Monolithic Power Systems,MPWR,$18.70 B,$398.46,USA
908,POSCO,PKX,$18.63 B,$61.43,S. Korea
909,AES,AES,$18.60 B,$27.86,USA
910,Rollins,ROL,$18.60 B,$37.78,USA
911,J. B. Hunt,JBHT,$18.60 B,$176.80,USA
912,George Weston,WN.TO,$18.58 B,$128.37,Canada
913,CLP Group,0002.HK,$18.57 B,$7.35,Hong Kong
914,CP All,CPALL.BK,$18.56 B,$2.07,Thailand
915,Formosa Plastics,1301.TW,$18.56 B,$2.92,Taiwan
916,West Pharmaceutical,WST,$18.56 B,$250.70,USA
917,CMS Energy,CMS,$18.55 B,$63.92,USA
918,Chewy,CHWY,$18.52 B,$43.76,USA
919,Powergrid Corporation of India,POWERGRID.NS,$18.52 B,$2.65,India
