,employees_number_2017,employees_number_2020,sector,revenue_2017_eu,name,country,link,revenue_2020_eu,compound_annual_growth_rate_cagr_pct,founding_year,absolute_growth_rate_pct
6995,,16,management consulting,,r green invest,france,https://www.rgreen.fr,doll_0.00985 b,,2013,
6996,,78,technology,,kimble applications,united kingdom,https://www.kimbleapps.com,doll_0.0107 b,,2010,
6997,,26,management consulting,,delville management,france,https://www.delville-management.com/,doll_0.017410000000000002 b,,2010,
6998,,26,ecommerce,,tannico wineplatform,italy,https://www.tannico.it/,doll_0.01503 b,,2011,
6999,,395,management consulting,,grayce group,uk,https://www.grayce.co.uk/,doll_0.01789 b,,2012,
7000,,4,technology,,nemesi italia,italy,https://nemesitalia.it/,doll_0.00164 b,,1993,
7001,,91,telecoms,,plan communications holding,uk,https://www.plan.com,doll_0.06475 b,,2015,
7002,,18,property,,etic,france,https://www.etic.co,doll_0.0021000000000000003 b,,2010,
7003,,30,support services,,acanthe conseil,france,https://www.acanthe-conseil.com/,doll_0.00481 b,,2013,
7004,,40,technology,,halo service solutions,uk,https://haloservicesolutions.com/,doll_0.00504 b,,1994,
7005,,8,automobiles,,abc rent,italy,http://www.abcrent.it,doll_0.016300000000000002 b,,2004,
7006,,100,technology,,send for help,united kingdom,https://www.sendforhelp.co.uk,doll_0.015 b,,2010,
7007,,52,industrial goods,,tormec ambrosi,italy,https://www.tormec.com/,doll_0.013 b,,1990,
7008,,20,construction,,full service soc. coop,italy,not found,doll_0.0022299999999999998 b,,2014,
7009,,73,technology,,raspberry pi,uk,https://www.raspberrypi.com/,doll_0.08006999999999999 b,,2012,
7010,,17,interiors,,giopato & coombes,italy,https://www.giopatocoombes.com/,doll_0.00547 b,,2010,
7011,,20,media,,pavillon noir,france,https://www.pavillonnoir.com,doll_0.0046500000000000005 b,,2014,
7012,,9,support services,,mdt group,italy,https://www.bestink.it,doll_0.0021000000000000003 b,,2013,
7013,,10,retail,,distrib etik,france,https://www.bambinou.com/,doll_0.0028 b,,2010,
7014,,8,financial services,,link soluzioni,italy,https://www.linksoluzioni.it/,doll_0.0019 b,,2003,
7015,,8,retail,,ship it,germany,http://www.shipitgmbh.de/,doll_0.0033900000000000002 b,,2016,
7016,,47,retail,,rheinische scheidestätte,germany,https://www.rheinische-scheidestaette.de/,doll_0.08304 b,,2012,
7017,,77,cyber security,,northwave group,netherlands,https://northwave-security.com,doll_0.01047 b,,2006,
7018,,7,financial services,,link soluzioni,italy,https://www.linksoluzioni.it,doll_0.0017 b,,2003,
7019,,8,ecommerce,,rsm-bike,germany,https://www.rsm-bike.de/,doll_0.00249 b,,2003,
7020,,9,waste management & recycling,,destruction gaillon automobile dga,france,https://www.dga-gaillon.fr/,doll_0.00382 b,,2012,
7021,,90,advertising,,whites agency,poland,https://whites.agency/,doll_0.00408 b,,2011,
7022,,38,health,,casa di riposo medicalizzata sempione*,italy,https://www.cdrsempione.it/,doll_0.00244 b,,2017,
7023,,10,waste management & recycling,,g.t.s. grinding technologies and systems,italy,http://www.gtsgrinding.eu,doll_0.0020299999999999997 b,,1994,
7024,,2,technology,,propulse it,france,https://www.propulse-it.fr,doll_0.00523 b,,2014,
7025,,369,ecommerce,,ashworth and parker,united kingdom,https://www.endclothing.com,doll_0.1186 b,,2009,
7026,,25,management consulting,,next consult,bulgaria,https://www.next-consult.com,doll_0.0016 b,,2010,
7027,,20,automobiles,,opisto (saceo),france,https://www.opisto.fr/,doll_0.00271 b,,2010,
7028,,293,technology,,autostore,norway,https://autostoresystem.com/,doll_0.12190999999999999 b,,1995,
7029,,269,technology,,cshark,poland,https://cshark.com/,doll_0.01183 b,,2014,
7030,,47,interiors,,zinox laser,italy,https://www.zinoxlaser.it/,doll_0.00636 b,,2015,
7031,,150,technology,,kameleoon,france,https://www.kameleoon.com,doll_0.00992 b,,2012,
7032,,12,architecture,,interni italiani,italy,https://www.interniitaliani.com,doll_0.0047 b,,1995,
7033,,54,fintech,,ibanfirst,belgium,https://www.ibanfirst.com/,doll_0.0043 b,,2012,
7034,,210,automobiles,,gniotpol trailers,poland,https://www.g-t.eu/,doll_0.019129999999999998 b,,1989,
7035,,20,industrial goods,,tera automation,italy,https://www.tera-automation.com/,doll_0.0049900000000000005 b,,2013,
7036,,16,health,,innova hts,italy,https://www.innovahts.com/,doll_0.00879 b,,2014,
7037,,117,cyber security,,tresorit,hungary,https://tresorit.com,doll_0.00654 b,,2011,
7038,,8,food & beverage,,supperfood,netherlands,https://supperfood.nl,doll_0.0066 b,,2008,
7039,,22,technology,,cn-consult,germany,https://www.cn-consult.eu,doll_0.0023 b,,1997,
7040,,68,technology,,exclaimer group,united kingdom,https://www.exclaimer.com/,doll_0.01385 b,,2001,
7041,,164,support services,,cloudfm integrated services,united kingdom,https://cloudfmgroup.com/,doll_0.06420000000000001 b,,2010,
7042,,20,technology,,kentigen,czech republic,https://www.kentigen.com/,doll_0.00151 b,,2013,
7043,,10,agricultural commodities,,egarri,france,https://www.egarri.com,doll_0.01141 b,,2011,
7044,,13,health,,logisan,italy,https://www.logisan.com,doll_0.0245 b,,2004,
7045,,68,telecoms,,4net technologies,united kingdom,https://www.4net-technologies.com/,doll_0.02204 b,,2005,
7046,,23,technology,,teal partners,belgium,https://www.tealpartners.com/en/,doll_0.00387 b,,2015,
7047,,35,construction,,eet,italy,https://www.eetimpianti.it,doll_0.0030099999999999997 b,,2015,
7048,,103,technology,,outscale**,france,https://www.outscale.com,doll_0.0256 b,,2010,
7049,,61,cyber security,,northwave,netherlands,https://www.northwave-security.com/,doll_0.00641 b,,2006,
7050,,22,construction,,ets,italy,https://www.etsingegneria.it/,doll_0.00541 b,,2005,
7051,,47,health,,lm medical division,italy,https://www.lmmedicaldivision.com/,doll_0.01128 b,,2010,
7052,,93,support services,,dartmouth partners,uk,https://www.dartmouthpartners.com,doll_0.01286 b,,2006,
7053,,32,sales & marketing,,haarhoff,germany,https://www.haarhoff-gmbh.de,doll_0.0175 b,,2004,
7054,,13,industrial goods,,lt metal partners,lithuania,http://www.metalpartners.lt/?lang=en,doll_0.005690000000000001 b,,2013,
7055,,47,technology,,bec,germany,https://www.b-e-c.de/,doll_0.00784 b,,2003,
7056,,23,media,,on ze air,france,https://onzeair.com,doll_0.0023 b,,2014,
7057,,5,food & beverage,,universal iberland,spain,https://universaliberland.com,doll_0.0212 b,,2004,
7058,,55,technology,,constaff,germany,https://www.constaff.com/,doll_0.01964 b,,2010,
7059,,81,technology,,xylon,croatia,https://xylon-lab.com/,doll_0.00449 b,,1995,
7060,,45,technology,,tecracer consulting,germany,https://www.tecracer.de,doll_0.008039999999999999 b,,2015,
7061,,14,interiors,,progetto,italy,https://www.laprogetto.it,doll_0.0047 b,,2012,
7062,,16,support services,,des composites,italy,https://www.descomposites.com/,doll_0.00177 b,,2014,
7063,,33,industrial goods,,pcm granitos moldurados,spain,https://www.pcmmasene.com/,doll_0.0020499999999999997 b,,1992,
7064,,9,transport,,spedition kai rindert,germany,http://www.spedition-rindert.de/,doll_0.00302 b,,2017,
7065,,22,construction,,co.ge.sa. costruzioni generali saba,italy,https://www.cogesacostruzionisaba.it/,doll_0.0034500000000000004 b,,2009,
7066,,82,food & beverage,,symprove,uk,https://www.symprove.com,doll_0.00856 b,,2010,
7067,,23,technology,,scanbot / doo gmbh,germany,https://scanbot.io,doll_0.00283 b,,2011,
7068,,146,transport,,ziegler logistik,germany,https://www.ziegler.global,doll_0.0273 b,,2010,
7069,,30,technology,,codedose,poland,https://codedose.com/,doll_0.00158 b,,2013,
7070,,20,ecommerce,,skärgårdstunnan/skargards,sweden,https://www.skargards.com/,doll_0.01508 b,,2010,
7071,,14,automobiles,,autonova milano,italy,https://autonovamilano.it/,doll_0.00279 b,,2015,
7072,,77,restaurants,,yellow submarine,croatia,http://n/a,doll_0.0045 b,,2014,
7073,,40,transport,,raven logistic,germany,https://www.raven-logistic.de,doll_0.0050999999999999995 b,,2012,
7074,,180,technology,,smart adserver,france,https://www.smartadserver.fr/,doll_0.09279000000000001 b,,2001,
7075,,29,technology,,bitgrip,germany,https://www.bitgrip.de/,doll_0.00282 b,,2014,
7076,,40,energy,,polarstern,germany,https://www.polarstern-energie.de/,doll_0.03027 b,,2011,
7077,,15,property,,halsdorfer + ingenieure projekt,germany,https://www.halsdorfer-ingenieure.de/,doll_0.031039999999999998 b,,2013,
7078,,151,technology,,oxbotica,uk,https://www.oxbotica.com,doll_0.00439 b,,2014,
7079,,90,transport,,done deliveries,poland,http://www.donedeliveries.com,doll_0.011800000000000001 b,,2013,
7080,,9,media,,place to be media,france,https://www.placetobemedia.com/,doll_0.004200000000000001 b,,2009,
7081,,61,transport,,s.c carcover,romania,https://carcover.ro/,doll_0.0035299999999999997 b,,2004,
7082,,23,support services,,opna,france,https://opna.fr/,doll_0.00232 b,,2015,
7083,,39,ecommerce,,stikets,spain,https://www.stikets.es/,doll_0.00932 b,,2010,
7084,,40,advertising,,pomilio blumm,italy,https://pomilioblumm.eu,doll_0.023559999999999998 b,,1991,
7085,,42,ecommerce,,deghi,italy,https://www.deghishop.it,doll_0.0256 b,,2011,
7086,,11,technology,,swirrl it,united kingdom,https://www.swirrl.com/,doll_0.0015 b,,2008,
7087,,18,education,,campustore,italy,https://www.campustore.it/,doll_0.034409999999999996 b,,1994,
7088,,27,technology,,ars futura,croatia,https://arsfutura.com/,doll_0.00158 b,,2013,
7089,,92,transport,,schlimgen logistics solutions,germany,https://www.schlimgen.com,doll_0.00866 b,,1992,
7090,,70,technology,,florence consulting group,italy,https://www.florence-consulting.it,doll_0.009529999999999999 b,,2014,
7091,,53,technology,,infomobility.it**,italy,https://www.infomobility.it,doll_0.0089 b,,2014,
7092,,123,technology,,cloud technology solutions,united kingdom,https://www.cloudsolutions.co.uk/,doll_0.02963 b,,2008,
7093,,8,food & beverage,,artos,germany,http://www.artos.ag/,doll_0.00882 b,,2010,
7094,,116,support services,,cemir security,italy,https://www.cemirsecurity.it/,doll_0.0028399999999999996 b,,2015,
7095,,60,personal & household goods,,borgy cz,czech republic,https://www.borgy.eu/,doll_0.022420000000000002 b,,2009,
7096,,15,support services,,personalhub holding,germany,https://www.personalhub.de,doll_0.0050999999999999995 b,,2013,
7097,,14,advertising,,digitalmind,italy,https://www.digital-mind.it/,doll_0.0027 b,,2012,
7098,,182,food & beverage,,supply unique (coffee island)*,greece,https://www.coffeeisland.gr,doll_0.0316 b,,1999,
7099,,16,industrial goods,,ecolog innovation,france,https://www.ecolog-innovation.fr/,doll_0.00309 b,,2012,
7100,,600,health,,groupe zephyr,france,https://www.groupe-zephyr.fr/,doll_0.01626 b,,2007,
7101,,57,technology,,dernier cri,france,https://derniercri.io/,doll_0.00396 b,,2015,
7102,,8,retail,,dobar e-commerce,germany,https://www.dobar.de,doll_0.00346 b,,2014,
7103,,24,retail,,fj trading (jomodo),germany,https://jomodo.de,doll_0.02757 b,,2013,
7104,,59,support services,,neteem,france,https://www.neteem.com,doll_0.0086 b,,2002,
7105,,5,pharmaceuticals,,cobapharma,spain,https://cobapharma.com/,doll_0.0043 b,,2011,
7106,,37,technology,,yes!devs,germany,https://www.yesdevs.com/,doll_0.0022 b,,2016,
7107,,36,retail,,hydroflex group,germany,https://hydroflex-group.com/,doll_0.01317 b,,2009,
7108,,101,technology,,hirschtec,germany,https://www.hirschtec.eu,doll_0.01034 b,,2005,
7109,,23,transport,,linkinpartner europe,germany,https://www.linkinpartner.de,doll_0.013900000000000001 b,,2009,
7110,,142,insurance,,capsicum reinsurance brokers,united kingdom,https://www.capsicumre.com/,doll_0.054920000000000004 b,,2013,
7111,,31,support services,,proteko service,italy,https://www.proteko.it/,doll_0.0055 b,,2016,
7112,,17,retail,,alterboutique,france,http://www.alterboutique.com,doll_0.00276 b,,2011,
7113,,6,construction,,teicos ue,italy,https://www.teicosgroup.com,doll_0.0040999999999999995 b,,1995,
7114,,120,health,,bentley innomed,germany,https://www.bentley.global/,doll_0.030170000000000002 b,,2009,
7115,,26,technology,,minicrm,hungary,https://www.minicrm.hu/,doll_0.0022299999999999998 b,,2012,
7116,,95,support services,,seingim global service,italy,https://www.seingim.it,doll_0.00871 b,,1999,
7117,,2,energy,,flextra trading & service*,germany,https://www.flextra.de,doll_0.007 b,,2014,
7118,,82,technology,,ioon technologies,spain,https://www.ioon-technologies.com/,doll_0.00361 b,,2014,
7119,,39,waste management & recycling,,cnq consorzio nazionale qualità,italy,https://www.consorzionazionalequalita.org/,doll_0.00215 b,,2001,
7120,,2,retail,,golden gates technologiemetalle,germany,https://www.goldengates-tm.de,doll_0.00279 b,,2011,
7121,,51,industrial goods,,visiconsult,germany,https://www.visiconsult.de,doll_0.0136 b,,1996,
7122,,118,technology,,freepik company,spain,https://www.freepik.com/,doll_0.01706 b,,2012,
7123,,not found,property,,accolade,czech republic,https://accolade.eu/,doll_0.08398 b,,2010,
7124,,4,energy,,mucci carburanti,italy,https://www.muccicarburanti.it,doll_0.21550999999999998 b,,2014,
7125,,31,health,,everything unlocked,united kingdom,https://www.healthunlocked.com,doll_0.0023 b,,2008,
7126,,29,financial services,,groupe quintésens,france,https://www.groupe-quintesens.fr/,doll_0.02489 b,,2009,
7127,,48,media,,ad's up consulting,france,https://www.ads-up.fr/,doll_0.006 b,,2012,
7128,,27,construction,,panel sandwich,spain,https://www.panelsandwich.com/,doll_0.009640000000000001 b,,2009,
7129,,32,technology,,symbiose informatique,france,https://www.symbiose.fr/,doll_0.03308 b,,1991,
7130,,10,support services,,via ingegneria,italy,https://www.via.it,doll_0.0081 b,,1998,
7131,,50,automobiles,,gruppo m,italy,https://www.lexus-bologna.it,doll_0.054 b,,2009,
7132,,1,retail,,pure gaming,france,https://www.pure-gaming.fr/,doll_0.00292 b,,2012,
7133,,32,property,,vilageo.com,france,https://www.vilageo.com/,doll_0.00213 b,,2013,
7134,,51,industrial goods,,g.engineering,italy,https://www.gengineering.net/,doll_0.0165 b,,2012,
7135,,200,property,,i-particuliers,france,https://www.i-particuliers.fr/,doll_0.004070000000000001 b,,2011,
7136,,18,telecoms,,mobilshop,germany,http://www.mobilshop-tk.de,doll_0.11066 b,,1998,
7137,,156,advertising,,codewise,poland,https://www.codewise.com,doll_0.039 b,,2011,
7138,,30,personal & household goods,,sian wholesale,united kingdom,https://www.sianwholesale.com/,doll_0.046 b,,2003,
7139,,48,retail,,henco,germany,https://www.henco-bikes.de/,doll_0.00697 b,,2012,
7140,,12,media,,le fonti,italy,https://www.lefonti.it,doll_0.00394 b,,2004,
7141,,11,energy,,lunos,slovenia,https://www.lunos.si,doll_0.002 b,,2010,
7142,,88,technology,,softech,romania,https://www.softech.ro/,doll_0.00332 b,,1998,
7143,,300,technology,,uab hostinger,lithuania,https://www.hostinger.com/,doll_0.01216 b,,2004,
7144,,53,ecommerce,,giglio.com,italy,https://www.giglio.com/,doll_0.02536 b,,2007,
7145,,16,retail,,alphaspel,sweden,https://alphaspel.se/,doll_0.00454 b,,2013,
7146,,7,retail,,merkkur,germany,https://www.merkkur.de,doll_0.01093 b,,2014,
7147,,13,technology,,e.d. elettronica dedicata,italy,https://www.elettronicadedicata.it,doll_0.0017800000000000001 b,,2015,
7148,,27,support services,,future consulting,germany,https://www.future-consulting.de,doll_0.0501 b,,1996,
7149,,100,sales & marketing,,shopper media group,united kingdom,https://www.shoppermediagroup.com/,doll_0.03481 b,,2008,
7150,,27,automobiles,,glass express,france,https://www.glass-express.fr/,doll_0.0038399999999999997 b,,2013,
7151,,24,health,,sapiegos klinika,lithuania,https://www.sapiegosklinika.lt/,doll_0.00158 b,,2014,
7152,,29,construction,,soles tech.,italy,http://www.solestech.it,doll_0.007030000000000001 b,,2015,
7153,,12,support services,,reunion portage,france,https://www.reunionportage.com,doll_0.0016 b,,2012,
7154,,70,interiors,,inst formation à la sophrologie,italy,https://www.interiorsidea.it,doll_0.0091 b,,2004,
7155,,13,financial services,,rivers finance group,united kingdom,https://www.riversleasing.com/,doll_0.0044 b,,2002,
7156,,26,technology,,brightblue consulting,united kingdom,https://brightblueconsulting.co.uk/,doll_0.0034100000000000003 b,,2012,
7157,,25,technology,,opencorporates,uk,https://opencorporates.com/,doll_0.00273 b,,2010,
7158,,49,support services,,be cloud,france,https://be-cloud.fr/,doll_0.010369999999999999 b,,2012,
7159,,21,construction,,frigoclim kälte-klima,germany,https://www.frigoclim.de,doll_0.0032 b,,2014,
7160,,13,retail,,acondistec,germany,https://acondistec.digital,doll_0.0175 b,,2014,
7161,,15,construction,,verksýn,iceland,http://www.verksyn.is/,doll_0.00165 b,,2006,
7162,,130,ecommerce,,drukarnia piga.pl,poland,https://piga.pl/,doll_0.004059999999999999 b,,2014,
7163,,227,ecommerce,,groupe mister menuiserie,france,https://www.groupe-mistermenuiserie.com/,doll_0.06801 b,,2010,
7164,,20,support services,,forsyth barnes,uk,https://www.forsythbarnes.com,doll_0.0067800000000000004 b,,2014,
7165,,10,retail,,non-stop dogwear,norway,https://www.non-stopdogwear.no,doll_0.0037 b,,2009,
7166,,97,industrial goods,,solaris yachts,italy,https://www.solarisyachts.com/,doll_0.0338 b,,1974,
7167,,38,management consulting,,mason advisory,united kingdom,https://www.masonadvisory.com/,doll_0.01245 b,,2014,
7168,,79,retail,,insetto,germany,https://www.insetto.eu/,doll_0.00601 b,,1999,
7169,,13,pharmaceuticals,,technophage,portugal,http://technophage.pt/,doll_0.0022400000000000002 b,,2005,
7170,,6,pharmaceuticals,,nutrileya,italy,https://nutrileya.it,doll_0.0030600000000000002 b,,2014,
7171,,21,technology,,ag consultancy & apps,uk,https://www.agcapps.com,doll_0.00357 b,,2007,
7172,,25,waste management & recycling,,ecogreenenergy,france,https://www.ecogreenenergy.fr,doll_0.009 b,,2008,
7173,,30,media,,webmediarm,france,https://www.webmediarm.com/,doll_0.00598 b,,2014,
7174,,100,technology,,amido,united kingdom,https://amido.com/,doll_0.01852 b,,2010,
7175,,68,support services,,skalis portage salarial,france,https://skalis-portage.com/,doll_0.0062 b,,2008,
7176,,11,advertising,,peoplegrapher,germany,https://www.peoplegrapher.com/,doll_0.0035600000000000002 b,,2016,
7177,,142,technology,,adservio,france,http://adservio.fr,doll_0.01574 b,,2010,
7178,,39,construction,,detrame,spain,https://www.detrame.es,doll_0.0067 b,,2011,
7179,,492,financial services,,richmond group,united kingdom,https://www.therichmondgroup.co.uk/,doll_0.35775999999999997 b,,2004,
7180,,5,property,,pentland properties,united kingdom,https://www.pentlandhomes.co.uk/,doll_0.009779999999999999 b,,2007,
7181,,4,food & beverage,,reveg fruit,italy,http://www.revegfruit.it/,doll_0.0023599999999999997 b,,2016,
7182,,79,technology,,sciant,bulgaria,https://www.sciant.com/,doll_0.00319 b,,2016,
7183,,25,energy,,union gas metano,italy,https://www.uniongasmetano.it,doll_0.05594 b,,2005,
7184,,73,food & beverage,,eurovanille,france,https://www.eurovanille.com,doll_0.0541 b,,1990,
7185,,15,beauty,,cosmei,italy,https://www.cosmei.it,doll_0.0063 b,,2009,
7186,,2,retail,,av progres,slovenia,not found,doll_0.00379 b,,2014,
7187,,130,industrial goods,,boender & beutel,germany,https://www.shirtee.com/,doll_0.01455 b,,2012,
7188,,456,telecoms,,ekinops,france,https://www.ekinops.com/,doll_0.0928 b,,2003,
7189,,20,technology,,rackforest,hungary,https://rackforest.com,doll_0.0024300000000000003 b,,2009,
7190,,350,technology,,clx communications,sweden,https://www.clxcommunications.com,doll_0.31930000000000003 b,,2008,
7191,,83,insurance,,la parisienne assurances,france,https://www.la-parisienne.fr/,doll_0.31169 b,,1900,
7192,,13,health,,sano-técnica,portugal,https://www.sano-tecnica.pt/,doll_0.00497 b,,1938,
7193,,24,retail,,möbelando,germany,https://www.moebelando.de/,doll_0.01669 b,,2013,
7194,,1,pharmaceuticals,,a.b. pharm,italy,http://www.abpharm.it,doll_0.00309 b,,2009,
7195,,1,construction,,urbania projekt,germany,https://www.urbania-projekte.de,doll_0.0048 b,,2010,
7196,,108,technology,,xceptor,united kingdom,https://www.xceptor.com/,doll_0.01701 b,,2003,
7197,,37,telecoms,,democom,italy,http://www.democom.it/,doll_0.00335 b,,2011,
7198,,11,pharmaceuticals,,erbagil,italy,https://www.erbagil.com/,doll_0.004019999999999999 b,,2009,
7199,,12,travel & leisure,,heart apartments,italy,https://www.heartmilanapartments.com,doll_0.0026 b,,2015,
7200,,38,telecoms,,alternatyva,italy,https://www.alternatyva.it,doll_0.0057 b,,2006,
7201,,35,support services,,adnp,germany,https://www.adnp.de/,doll_0.00444 b,,2013,
7202,,32,travel & leisure,,axopar boats,finland,https://www.axopar.fi/,doll_0.07876999999999999 b,,2014,
7203,,54,automobiles,,advanced composites solutions,italy,https://www.acs-carbon.com/,doll_0.00539 b,,2012,
7204,,42,energy,,averdung ingenieure & berater,germany,https://www.averdung.de,doll_0.0035299999999999997 b,,1991,
7205,,74,construction,,conrado y asociados,spain,https://www.conradoyasociados.es,doll_0.005900000000000001 b,,1985,
7206,,88,restaurants,,trapizzino,italy,https://www.trapizzino.it,doll_0.0031 b,,2013,
7207,,35,ecommerce,,gigliocom,italy,https://www.giglio.com/,doll_0.013210000000000001 b,,2007,
7208,,64,technology,,alg,france,https://www2.attestationlegale.fr/,doll_0.00554 b,,2010,
7209,,34,travel & leisure,,spartivento yachts & charter,italy,https://www.spartivento.it/,doll_0.00519 b,,2000,
7210,,64,technology,,seargin,poland,https://seargin.com/,doll_0.01862 b,,2014,
7211,,140,retail,,le slip français,france,https://www.leslipfrancais.fr,doll_0.02434 b,,2012,
7212,,3,industrial goods,,sica,france,https://www.sicastpol.fr,doll_0.028059999999999998 b,,2011,
7213,,529,technology,,godel technologies europe,united kingdom,https://www.godeltech.com,doll_0.016300000000000002 b,,2003,
7214,,302,technology,,mashfrog group,italy,https://www.mashfrog.com/,doll_0.019649999999999997 b,,1999,
7215,,22,support services,,hydroflex group,germany,https://www.hydroflex-group.com/,doll_0.00697 b,,2008,
7216,,32,support services,,ttp holding,germany,https://www.ttpeurope.com/,doll_0.03761 b,,2009,
7217,,14,retail,,sweef furniture,sweden,https://sweef.se/,doll_0.00951 b,,2011,
7218,,28,technology,,quence,italy,https://www.quence.it,doll_0.00249 b,,2013,
7219,,4,industrial goods,,global marketing,italy,https://www.globalmarketingsrl.com,doll_0.0016 b,,2011,
7220,,50,ecommerce,,heyconnect,germany,https://www.heyconnect.de/,doll_0.0076 b,,2012,
7221,,10,technology,,sonic tanácsadó és szolgáltató kft,hungary,http://www.mikrosonic.hu/,doll_0.0046500000000000005 b,,2008,
7222,,15,technology,,next04,italy,https://www.next04.it,doll_0.00307 b,,2013,
7223,,28,technology,,innovasoft,italy,https://www.innovasoftspa.it,doll_0.0025 b,,2011,
7224,,50,energy,,ecoslops,france,https://www.ecoslops.com/,doll_0.00754 b,,2009,
7225,,71,cyber security,,spotit,belgium,https://www.spotit.be/,doll_0.020390000000000002 b,,2014,
7226,,27,financial services,,label experience,france,https://labelexperience.com/,doll_0.00176 b,,2016,
7227,,18,industrial goods,,nebolex umwelttechnik,germany,http://www.nebolex.de,doll_0.00277 b,,1995,
7228,,15,financial services,,keyquant,france,https://www.keyquant.com,doll_0.00933 b,,2009,
7229,,350,support services,,akko,germany,https://www.akko-personal.de,doll_0.0109 b,,2012,
7230,,14,management consulting,,inrete,italy,https://www.in-rete.net/,doll_0.00455 b,,2010,
7231,,80,advertising,,ve. ma. soc. coop. di servizi,italy,not found,doll_0.00273 b,,2014,
7232,,724,transport,,lmm logistics,italy,https://lmmlogistics.com/,doll_0.01411 b,,2015,
7233,,35,health,,medicalfit,spain,https://www.medicalfit.es/,doll_0.0023799999999999997 b,,2008,
7234,,30,media,,webmediarm,france,https://webmediarm.com,doll_0.00833 b,,2014,
7235,,141,ecommerce,,we are pentagon group,uk,https://wearepentagon.com,doll_0.01481 b,,2009,
7236,,76,support services,,staff,italy,https://www.staff.it,doll_0.1016 b,,2012,
7237,,30,property,,arcadia investment,germany,https://www.arcadia-invest.de/,doll_0.00378 b,,2012,
7238,,4,retail,,garaude,france,https://www.garaude.com/,doll_0.0087 b,,1996,
7239,,26,industrial goods,,nuova mg,italy,http://www.nuovamgsrl.it/,doll_0.00213 b,,2017,
7240,,30,technology,,innov and co handicap,france,http://www.innovandco.net/,doll_0.00188 b,,2016,
7241,,25,health,,firalis,france,https://www.firalis.com,doll_0.00307 b,,2008,
7242,,109,technology,,amido,united kingdom,https://www.amido.com,doll_0.013900000000000001 b,,2010,
7243,,8,chemicals,,dmr group,poland,http://www.dmrgroupltd.com/,doll_0.00234 b,,2013,
7244,,31,construction,,alma entreprise,france,http://www.almaentreprise.fr/,doll_0.013439999999999999 b,,2003,
7245,,129,management consulting,,formind consulting,france,https://www.formind.fr,doll_0.013619999999999998 b,,2010,
7246,,40,advertising,,digitalmind,italy,https://www.digital-mind.it,doll_0.00553 b,,2012,
7247,,170,technology,,amiltone,france,https://www.amiltone.com,doll_0.0095 b,,2012,
7248,,62,industrial goods,,dts maschinenbau,germany,https://www.dts-maschinenbau.de/,doll_0.0064 b,,2012,
7249,,18,technology,,eyespec,germany,https://www.eyespec.de/,doll_0.002 b,,2012,
7250,,15,support services,,radit,italy,https://www.radit.it/,doll_0.00188 b,,2016,
7251,,35,advertising,,adquality,france,https://www.adquality.fr,doll_0.0032 b,,2013,
7252,,11,construction,,tenso floor,italy,https://www.teknachemgroup.com,doll_0.0027 b,,2007,
7253,,13,industrial goods,,sms maintenance industrielle,france,https://www.sms-metal.fr/,doll_0.0020499999999999997 b,,2011,
7254,,10,industrial goods,,nord est elevatori,italy,https://www.nordestelevatori.com/,doll_0.0023599999999999997 b,,2011,
7255,,220,transport,,regional express,france,https://www.regional-express.fr/,doll_0.02284 b,,2013,
7256,,59,support services,,aravati,france,https://aravati.fr/,doll_0.00667 b,,2004,
7257,,160,management consulting,,filoblu,italy,https://www.filoblu.com,doll_0.039509999999999997 b,,2009,
7258,,7,interiors,,déco,italy,https://www.decodecking.it,doll_0.0046 b,,2010,
7259,,276,technology,,netguru,poland,https://www.netguru.co,doll_0.0089 b,,2008,
7260,,8,fashion,,time square,italy,https://www.timesquarestore.com/,doll_0.00151 b,,2011,
7261,,7,retail,,pöhner hamburg,germany,https://poehner-hamburg.com/,doll_0.0156 b,,2013,
7262,,21,construction,,schreinerei huber,germany,https://www.die-schreinerei-huber.de/,doll_0.00263 b,,2010,
7263,,138,transport,,done deliveries,poland,https://www.donedeliveries.com,doll_0.023039999999999998 b,,2002,
7264,,10,retail,,nature dog,france,https://www.naturedog.fr,doll_0.0035 b,,2011,
7265,,219,health,,humanas,germany,https://humanas.de,doll_0.0116 b,,2006,
7266,,520,technology,,siteimprove,denmark,https://siteimprove.com/,doll_0.03209 b,,2003,
7267,,12,technology,,isr,france,https://www.isr.fr/,doll_0.00464 b,,1996,
7268,,5,retail,,kinga mathe,germany,https://www.kinga-mathe.com/,doll_0.0018 b,,2008,
7269,,18,food & beverage,,nutis,italy,https://www.caffebarbaro.it,doll_0.005059999999999999 b,,1956,
7270,,24,health,,frontline healthcare,united kingdom,https://chemist.co.uk,doll_0.0063 b,,2014,
7271,,3,retail,,plastore,italy,https://www.plastore.it/,doll_0.00442 b,,2014,
7272,,24,technology,,rivile,lithuania,https://www.rivile.lt/en/,doll_0.00391 b,,1992,
7273,,20,retail,,magarantie5ans,france,https://www.magarantie5ans.fr/,doll_0.00925 b,,2016,
7274,,3,personal & household goods,,hit-air france,france,https://www.hit-air-france.fr,doll_0.0035099999999999997 b,,2012,
7275,,231,construction,,lymet,spain,http://www.lymet.net,doll_0.022510000000000002 b,,1989,
7276,,35,fashion,,rains,denmark,https://www.rains.com,doll_0.0195 b,,2012,
7277,,35,advertising,,kerris group,poland,https://kerrisgroup.com/,doll_0.00166 b,,2012,
