00-avengers-total_liabilities_in_usd,00-avengers-total_equity_in_usd,00-avengers-total_assets_in_usd,00-avengers-annual_revenue_in_usd,04-iGMM-annual_revenue_in_usd
doll_5.132 m,doll_2.430 m,doll_7.563 m,doll_4.706 m,"3,677 million usd"
doll_29.653 m,doll_12.926 m,doll_42.579 m,doll_35.667 m,"3,415 million usd"
doll_11.197 m,doll_1.399 m,doll_12.597 m,doll_9.211 m,"12,743 million usd"
doll_7.974 m,doll_15.051 m,doll_23.025 m,doll_17.191 m,"12,193 million usd"
doll_15.602 m,doll_18.472 m,doll_34.074 m,doll_16.911 m,"17,323 million usd"
doll_15.607 m,doll_16.622 m,doll_32.229 m,doll_11.888 m,"2,522 million usd"
doll_17.067 m,doll_15.071 m,doll_32.138 m,doll_8.821 m,"22,845 million usd"
doll_85.008 m,doll_25.216 m,doll_110.220 m,doll_55.080 m,0 million usd
doll_39.355 m,doll_14.810 m,doll_54.165 m,doll_39.083 m,"7,839 million usd"
doll_14.892 m,doll_6.381 m,doll_21.274 m,doll_7.839 m,"39,083 million usd"
doll_1.662.800 m,doll_95.797 m,doll_1.758.600 m,0 million usd,"55,080 million usd"
doll_34.042 m,doll_13.980 m,doll_48.022 m,doll_22.845 m,"8,821 million usd"
doll_21.128 m,doll_5.472 m,doll_26.599 m,doll_2.522 m,"11,888 million usd"
doll_25.587 m,doll_9.685 m,doll_35.272 m,doll_17.323 m,"16,911 million usd"
doll_38.160 m,doll_27.825 m,doll_65.985 m,doll_41.554 m,"41,554 million usd"
doll_24.457 m,doll_26.269 m,doll_46.013 m,doll_51.577 m,"12,188 million usd"
doll_13.909 m,doll_4.231 m,doll_18.140 m,doll_9.482 m,"110,010 million usd"
doll_598.220 m,doll_36.071 m,doll_634.290 m,doll_27.958 m,"41,524 million usd"
doll_14.336 m,doll_6.528 m,doll_20.864 m,doll_11.063 m,"38,469 million usd"
doll_12.120 m,doll_13.274 m,doll_25.394 m,doll_1.578 m,"1,578 million usd"
doll_32.432 m,doll_17.641 m,doll_50.073 m,doll_38.469 m,"11,063 million usd"
doll_71.653 m,doll_21.076 m,doll_92.730 m,doll_41.524 m,"27,958 million usd"
doll_27.398 m,doll_52.645 m,doll_80.043 m,doll_110.010 m,"9,482 million usd"
doll_13.150 m,doll_12.564 m,doll_25.714 m,doll_12.188 m,"51,577 million usd"
doll_256.400 m,doll_19.942 m,doll_276.340 m,doll_4.768 m,"4,768 million usd"
doll_692.230 m,doll_67.482 m,doll_759.710 m,doll_71.080 m,"4,526 million usd"
doll_14.832 m,doll_9.883 m,doll_24.715 m,doll_18.236 m,"4,386 million usd"
doll_597.970 m,doll_49.907 m,doll_647.880 m,doll_14.552 m,"5,750 million usd"
doll_52.402 m,doll_67.345 m,doll_119.750 m,doll_69.054 m,"12,519 million usd"
doll_16.056 m,doll_22.180 m,doll_38.236 m,doll_19.669 m,"19,669 million usd"
doll_676.330 m,doll_47.048 m,doll_723.380 m,doll_12.519 m,"69,054 million usd"
doll_7.132 m,doll_10.364 m,doll_17.496 m,doll_5.750 m,"14,552 million usd"
doll_7.757 m,849 million usd,doll_8.606 m,doll_4.386 m,"18,236 million usd"
doll_4.477 m,doll_10.740 m,doll_15.217 m,doll_4.526 m,"71,080 million usd"
doll_10.748 m,doll_6.362 m,doll_17.111 m,doll_4.776 m,"7,574 million usd"
doll_31.728 m,doll_29.512 m,doll_61.240 m,doll_24.010 m,"2,906 million usd"
doll_18.938 m,doll_13.621 m,doll_32.559 m,doll_35.540 m,0 million usd
doll_24.328 m,doll_17.562 m,doll_41.890 m,doll_23.668 m,"74,901 million usd"
doll_608.900 m,doll_35.241 m,doll_644.150 m,doll_15.348 m,"24,545 million usd"
doll_11.643 m,doll_17.796 m,doll_29.439 m,doll_24.545 m,"15,348 million usd"
doll_62.260 m,doll_39.077 m,doll_101.340 m,doll_74.901 m,"23,668 million usd"
doll_988.900 m,doll_59.418 m,doll_1.048.300 m,0 million usd,"35,540 million usd"
doll_2.091 m,doll_2.268 m,doll_4.359 m,doll_2.906 m,"24,010 million usd"
doll_3.332 m,doll_10.100 m,doll_13.432 m,doll_7.574 m,"4,776 million usd"
doll_8.569 m,doll_1.531 m,doll_10.101 m,doll_7.069 m,"9,835 million usd"
doll_22.148 m,doll_6.919 m,doll_29.067 m,doll_2.057 m,"36,347 million usd"
doll_16.109 m,doll_8.286 m,doll_24.395 m,doll_23.400 m,387 million usd
doll_6.394 m,doll_10.638 m,doll_17.032 m,doll_4.881 m,"34,220 million usd"
,,,doll_5.341 m,
doll_241.580 m,doll_30.708 m,doll_272.290 m,,"5,341 million usd"
doll_20.065 m,doll_6.261 m,doll_26.327 m,doll_34.220 m,"4,881 million usd"
680 million usd,40 million usd,720 million usd,387 million usd,"23,400 million usd"
doll_98.218 m,doll_34.795 m,doll_133.010 m,doll_36.347 m,"2,057 million usd"
doll_6.703 m,doll_4.670 m,doll_11.373 m,doll_9.835 m,"7,069 million usd"
doll_4.328 m,doll_15.100 m,doll_19.427 m,doll_12.371 m,"12,371 million usd"
doll_999.380 m,doll_30.945 m,doll_1.030.300 m,doll_8.823 m,"48,577 million usd"
doll_11.427 m,doll_9.155 m,doll_20.582 m,doll_17.491 m,"16,677 million usd"
doll_16.485 m,doll_9.041 m,doll_25.526 m,doll_19.850 m,"3,004 million usd"
doll_1.004.900 m,doll_64.066 m,doll_1.069.000 m,doll_22.427 m,"13,857 million usd"
doll_5.264 m,doll_8.245 m,doll_13.508 m,doll_9.900 m,"9,900 million usd"
doll_24.139 m,doll_1.414 m,doll_25.553 m,doll_13.857 m,"22,427 million usd"
doll_2.194 m,doll_4.095 m,doll_6.288 m,doll_3.004 m,"19,850 million usd"
doll_31.820 m,doll_14.151 m,doll_45.971 m,doll_16.677 m,"17,491 million usd"
doll_96.118 m,doll_36.388 m,doll_132.510 m,doll_48.577 m,"8,823 million usd"
doll_87.262 m,doll_47.643 m,doll_134.910 m,doll_206.880 m,"206,880 million usd"
doll_83.631 m,doll_28.098 m,doll_111.730 m,doll_21.730 m,"19,558 million usd"
doll_711.020 m,doll_62.125 m,doll_773.150 m,doll_24.898 m,"8,198 million usd"
doll_12.919 m,doll_10.967 m,doll_23.886 m,doll_26.981 m,"5,116 million usd"
,,,doll_48.734 m,"12,683 million usd"
doll_16.296 m,doll_14.249 m,doll_30.545 m,doll_30.150 m,"30,150 million usd"
doll_25.626 m,doll_24.972 m,doll_50.598 m,doll_12.683 m,"48,734 million usd"
doll_30.415 m,doll_3.361 m,doll_33.777 m,doll_5.116 m,"26,981 million usd"
doll_2.876 m,doll_9.742 m,doll_12.617 m,doll_8.198 m,"24,898 million usd"
doll_26.483 m,doll_33.220 m,doll_59.703 m,doll_19.558 m,"21,730 million usd"
doll_273.100 m,doll_27.182 m,doll_300.280 m,doll_7.632 m,"5,501 million usd"
doll_1.487 m,doll_5.758 m,doll_7.245 m,doll_4.891 m,"14,293 million usd"
doll_3.936 m,doll_11.889 m,doll_15.825 m,doll_18.970 m,"84,380 million usd"
doll_5.137 m,781 million usd,doll_5.919 m,doll_3.342 m,"22,403 million usd"
doll_423.830 m,doll_45.801 m,doll_469.630 m,doll_15.633 m,"14,588 million usd"
doll_34.011 m,doll_11.508 m,doll_45.519 m,doll_14.588 m,"15,633 million usd"
doll_10.883 m,doll_6.662 m,doll_17.546 m,doll_22.403 m,"3,342 million usd"
doll_102.820 m,doll_49.305 m,doll_152.130 m,doll_84.380 m,"18,970 million usd"
doll_10.828 m,doll_10.634 m,doll_21.462 m,doll_14.293 m,"4,891 million usd"
doll_12.043 m,210 million usd,doll_12.253 m,doll_5.501 m,"7,632 million usd"
doll_29.552 m,-876 million usd,doll_28.676 m,doll_12.851 m,"4,099 million usd"
doll_19.137 m,doll_10.761 m,doll_29.898 m,doll_22.864 m,"40,806 million usd"
doll_3.457 m,doll_5.295 m,doll_8.752 m,doll_4.204 m,"39,493 million usd"
doll_3.979 m,doll_16.520 m,doll_20.499 m,doll_13.226 m,"3,770 million usd"
doll_96.325 m,doll_78.607 m,doll_174.930 m,doll_106.190 m,0 million usd
doll_1.091.200 m,doll_69.268 m,doll_1.160.500 m,0 million usd,"106,190 million usd"
538 million usd,doll_5.176 m,doll_5.714 m,doll_3.770 m,"13,226 million usd"
doll_1.681.100 m,doll_151.550 m,doll_1.832.700 m,doll_39.493 m,"4,204 million usd"
doll_41.087 m,doll_26.438 m,doll_67.525 m,doll_40.806 m,"22,864 million usd"
doll_1.771 m,doll_5.780 m,doll_7.551 m,doll_4.099 m,"12,851 million usd"
doll_2.412 m,doll_5.519 m,doll_7.931 m,doll_2.012 m,"2,012 million usd"
doll_591.620 m,doll_36.910 m,doll_628.530 m,0 million usd,"5,793 million usd"
doll_10.148 m,doll_8.149 m,doll_18.297 m,doll_10.934 m,"52,057 million usd"
,,,,"1,860 million usd"
doll_1.237 m,doll_6.566 m,doll_7.804 m,doll_5.541 m,"3,598 million usd"
doll_7.457 m,doll_17.599 m,doll_25.056 m,doll_8.803 m,"8,803 million usd"
doll_2.613 m,doll_6.047 m,doll_8.660 m,doll_3.598 m,"5,541 million usd"
doll_4.413 m,doll_2.032 m,doll_6.446 m,doll_1.860 m,
doll_530.160 m,doll_65.956 m,doll_596.110 m,doll_52.057 m,"10,934 million usd"
doll_51.579 m,doll_11.104 m,doll_62.684 m,doll_5.793 m,0 million usd
doll_13.974 m,doll_22.837 m,doll_36.811 m,doll_17.870 m,"26,500 million usd"
doll_12.150 m,doll_11.563 m,doll_23.713 m,doll_5.777 m,"25,639 million usd"
doll_154.960 m,doll_31.114 m,doll_186.070 m,doll_11.001 m,"23,007 million usd"
doll_3.975 m,584 million usd,doll_4.560 m,doll_1.919 m,"22,929 million usd"
doll_18.647 m,doll_6.042 m,doll_24.689 m,doll_13.874 m,"10,876 million usd"
doll_8.376 m,doll_6.302 m,doll_14.678 m,doll_10.876 m,"13,874 million usd"
doll_26.507 m,doll_15.004 m,doll_41.511 m,doll_22.929 m,"1,919 million usd"
doll_41.815 m,doll_63.146 m,doll_104.960 m,doll_23.007 m,"11,001 million usd"
doll_1.892.200 m,doll_96.991 m,doll_1.989.200 m,doll_25.639 m,"5,777 million usd"
doll_182.010 m,doll_17.088 m,doll_199.100 m,doll_26.500 m,"17,870 million usd"
doll_17.323 m,514 million usd,doll_17.837 m,doll_19.440 m,"19,440 million usd"
doll_18.542 m,doll_22.022 m,doll_40.564 m,doll_12.222 m,150 million usd
doll_35.250 m,doll_18.081 m,doll_53.331 m,doll_18.731 m,"3,160 million usd"
doll_1.721.400 m,doll_90.612 m,doll_1.812.000 m,0 million usd,"125,980 million usd"
doll_11.422 m,doll_6.725 m,doll_18.147 m,doll_23.397 m,"10,694 million usd"
,,,doll_70.615 m,"70,615 million usd"
doll_56.672 m,doll_26.577 m,doll_83.249 m,doll_10.694 m,"23,397 million usd"
doll_102.560 m,doll_57.334 m,doll_159.890 m,doll_125.980 m,0 million usd
,,,doll_3.160 m,"18,731 million usd"
89 million usd,277 million usd,367 million usd,150 million usd,"12,222 million usd"
doll_3.564 m,doll_8.177 m,doll_11.741 m,doll_11.295 m,"4,882 million usd"
doll_18.647 m,doll_4.788 m,doll_23.435 m,doll_17.852 m,"17,852 million usd"
doll_2.459 m,doll_15.022 m,doll_17.481 m,doll_4.882 m,"11,295 million usd"
doll_6.550 m,doll_3.085 m,doll_9.635 m,doll_4.611 m,"11,496 million usd"
doll_57.866 m,doll_23.419 m,doll_81.285 m,doll_132.510 m,"83,064 million usd"
doll_2.443 m,doll_4.093 m,doll_6.535 m,doll_1.286 m,"3,215 million usd"
doll_7.568 m,doll_5.453 m,doll_13.021 m,doll_5.677 m,"5,677 million usd"
doll_1.747 m,689 million usd,doll_2.437 m,doll_3.215 m,"1,286 million usd"
doll_28.278 m,doll_16.080 m,doll_44.358 m,doll_83.064 m,"132,510 million usd"
doll_27.873 m,doll_12.144 m,doll_40.017 m,doll_11.496 m,"4,611 million usd"
,,,,"11,480 million usd"
,,,doll_2.000 m,0 million usd
doll_1.693 m,doll_2.107 m,doll_3.800 m,doll_4.811 m,"8,820 million usd"
doll_1.100 m,doll_1.777 m,doll_2.877 m,doll_3.623 m,"7,105 million usd"
doll_11.785 m,-66 million usd,doll_11.718 m,doll_13.327 m,"2,988 million usd"
doll_1.645 m,doll_2.740 m,doll_4.386 m,doll_2.988 m,"13,327 million usd"
doll_7.963 m,doll_4.177 m,doll_12.139 m,doll_7.105 m,"3,623 million usd"
doll_13.808 m,doll_12.047 m,doll_25.855 m,doll_8.820 m,"4,811 million usd"
doll_2.210.300 m,doll_75.175 m,doll_2.285.500 m,0 million usd,"2,000 million usd"
doll_15.813 m,doll_9.983 m,doll_25.796 m,doll_11.480 m,
doll_6.507 m,doll_9.628 m,doll_16.135 m,doll_13.249 m,"18,507 million usd"
doll_10.304 m,doll_5.894 m,doll_16.199 m,doll_6.820 m,"89,705 million usd"
doll_6.465 m,doll_2.175 m,doll_8.641 m,doll_18.406 m,"15,618 million usd"
doll_5.670 m,-163 million usd,doll_5.506 m,doll_2.043 m,"26,042 million usd"
doll_2.612 m,doll_2.251 m,doll_4.863 m,doll_2.448 m,"4,427 million usd"
doll_18.364 m,doll_18.004 m,doll_36.369 m,doll_4.427 m,"2,448 million usd"
doll_44.096 m,doll_49.298 m,doll_93.394 m,doll_26.042 m,"2,043 million usd"
doll_9.660 m,doll_8.347 m,doll_18.007 m,doll_15.618 m,"18,406 million usd"
doll_53.925 m,doll_34.761 m,doll_88.685 m,doll_89.705 m,"6,820 million usd"
doll_5.861 m,doll_11.991 m,doll_17.852 m,doll_18.507 m,"13,249 million usd"
doll_65.192 m,doll_22.476 m,doll_87.668 m,doll_16.792 m,"4,888 million usd"
doll_2.142 m,doll_4.667 m,doll_6.809 m,doll_4.888 m,"16,792 million usd"
doll_51.580 m,doll_26.795 m,doll_78.375 m,doll_125.980 m,"22,231 million usd"
doll_1.339 m,doll_1.041 m,doll_2.380 m,doll_1.028 m,"7,547 million usd"
doll_19.405 m,doll_6.767 m,doll_26.172 m,doll_20.613 m,"147,000 million usd"
,,,doll_6.700 m,"14,136 million usd"
doll_11.803 m,doll_6.255 m,doll_18.059 m,doll_14.136 m,"6,700 million usd"
,doll_7.800 m,doll_57.000 m,doll_147.000 m,"20,613 million usd"
doll_4.355 m,doll_2.297 m,doll_6.652 m,doll_7.547 m,"1,028 million usd"
doll_10.648 m,doll_17.735 m,doll_28.383 m,doll_22.231 m,"125,980 million usd"
doll_59.167 m,doll_26.206 m,doll_85.373 m,doll_120.920 m,"35,862 million usd"
doll_44.825 m,doll_18.165 m,doll_62.990 m,doll_54.968 m,"101,200 million usd"
doll_24.444 m,doll_9.077 m,doll_33.521 m,doll_12.784 m,"34,977 million usd"
doll_5.316 m,doll_5.389 m,doll_10.705 m,doll_6.319 m,"12,857 million usd"
doll_3.486 m,doll_9.022 m,doll_12.509 m,doll_7.671 m,"10,409 million usd"
doll_97.255 m,doll_20.211 m,doll_117.470 m,doll_10.409 m,"7,671 million usd"
doll_46.044 m,doll_26.001 m,doll_72.045 m,doll_12.857 m,"6,319 million usd"
doll_24.142 m,doll_17.789 m,doll_41.931 m,doll_34.977 m,"12,784 million usd"
doll_94.344 m,doll_-1.685 m,doll_92.659 m,doll_101.200 m,"54,968 million usd"
doll_61.708 m,doll_29.781 m,doll_91.489 m,doll_35.862 m,"120,920 million usd"
doll_15.417 m,doll_4.441 m,doll_19.858 m,doll_1.698 m,"1,617 million usd"
doll_311.170 m,doll_34.069 m,doll_345.240 m,doll_76.540 m,"8,523 million usd"
doll_1.537 m,doll_11.378 m,doll_12.915 m,doll_5.308 m,"48,560 million usd"
doll_19.846 m,doll_11.799 m,doll_31.645 m,doll_33.114 m,"70,934 million usd"
doll_2.580 m,doll_1.037 m,doll_3.618 m,doll_1.451 m,"38,545 million usd"
,,,doll_38.545 m,"1,451 million usd"
doll_875.710 m,doll_61.876 m,doll_937.580 m,doll_70.934 m,"33,114 million usd"
doll_34.170 m,doll_26.028 m,doll_60.198 m,doll_48.560 m,"5,308 million usd"
doll_19.651 m,doll_25.628 m,doll_45.279 m,doll_8.523 m,"76,540 million usd"
doll_1.847 m,doll_5.071 m,doll_6.917 m,doll_1.617 m,"1,698 million usd"
doll_15.976 m,doll_8.978 m,doll_24.955 m,doll_11.295 m,"3,952 million usd"
doll_12.229 m,-40 million usd,doll_12.189 m,doll_8.171 m,"17,814 million usd"
doll_6.887 m,doll_4.007 m,doll_10.894 m,doll_6.288 m,"16,653 million usd"
doll_5.566 m,doll_2.335 m,doll_7.901 m,doll_10.654 m,"26,043 million usd"
doll_114.220 m,doll_67.109 m,doll_181.330 m,doll_53.685 m,"5,917 million usd"
doll_195.240 m,doll_16.236 m,doll_211.480 m,doll_5.917 m,"53,685 million usd"
doll_54.687 m,doll_41.473 m,doll_96.160 m,doll_26.043 m,"10,654 million usd"
doll_19.274 m,doll_26.433 m,doll_45.707 m,doll_16.653 m,"6,288 million usd"
doll_15.496 m,doll_19.213 m,doll_34.709 m,doll_17.814 m,"8,171 million usd"
doll_2.319 m,doll_3.622 m,doll_5.942 m,doll_3.952 m,"11,295 million usd"
doll_16.313 m,doll_-1.797 m,doll_14.516 m,doll_14.629 m,"5,788 million usd"
doll_682.110 m,doll_48.386 m,doll_730.500 m,0 million usd,"62,809 million usd"
doll_17.084 m,doll_8.859 m,doll_25.943 m,doll_15.861 m,"5,590 million usd"
,,,doll_127.660 m,"11,437 million usd"
doll_40.260 m,doll_-1.650 m,doll_38.610 m,doll_63.487 m,"3,622 million usd"
doll_69.754 m,doll_36.534 m,doll_106.290 m,doll_3.622 m,"63,487 million usd"
doll_30.123 m,doll_21.761 m,doll_51.884 m,doll_11.437 m,"127,660 million usd"
doll_8.327 m,doll_19.299 m,doll_27.627 m,doll_5.590 m,"15,861 million usd"
doll_17.154 m,doll_12.437 m,doll_29.591 m,doll_62.809 m,0 million usd
doll_16.262 m,-821 million usd,doll_15.441 m,doll_5.788 m,"14,629 million usd"
doll_1.967 m,doll_11.031 m,doll_12.998 m,doll_2.841 m,"10,420 million usd"
225 million usd,doll_1.712 m,doll_1.937 m,doll_3.866 m,"5,951 million usd"
doll_13.060 m,doll_6.402 m,doll_19.462 m,doll_23.442 m,"18,992 million usd"
doll_124.290 m,doll_33.253 m,doll_157.540 m,doll_22.106 m,"68,636 million usd"
doll_1.708 m,doll_11.309 m,doll_13.018 m,doll_5.349 m,"7,854 million usd"
doll_4.839 m,doll_3.308 m,doll_8.147 m,doll_7.854 m,"5,349 million usd"
doll_20.671 m,doll_1.414 m,doll_22.085 m,doll_68.636 m,"22,106 million usd"
doll_20.302 m,doll_10.788 m,doll_31.090 m,doll_18.992 m,"23,442 million usd"
doll_26.712 m,doll_3.789 m,doll_30.501 m,doll_5.951 m,"3,866 million usd"
doll_16.848 m,doll_9.778 m,doll_26.626 m,doll_10.420 m,"2,841 million usd"
doll_5.909 m,doll_9.623 m,doll_15.533 m,doll_4.784 m,"30,981 million usd"
doll_246.700 m,doll_17.582 m,doll_264.280 m,doll_16.236 m,"96,441 million usd"
doll_236.950 m,doll_18.613 m,doll_255.560 m,doll_7.757 m,"41,970 million usd"
doll_12.009 m,doll_17.735 m,doll_29.744 m,doll_15.634 m,"34,818 million usd"
doll_6.352 m,doll_9.857 m,doll_16.210 m,doll_7.625 m,"26,758 million usd"
doll_31.018 m,doll_19.035 m,doll_50.053 m,doll_26.758 m,"7,625 million usd"
doll_91.576 m,doll_28.887 m,doll_120.470 m,doll_34.818 m,"15,634 million usd"
doll_169.100 m,doll_29.718 m,doll_198.810 m,doll_41.970 m,"7,757 million usd"
doll_130.350 m,doll_61.489 m,doll_191.840 m,doll_96.441 m,"16,236 million usd"
doll_24.437 m,doll_20.233 m,doll_44.670 m,doll_30.981 m,"4,784 million usd"
doll_14.339 m,doll_-8.373 m,doll_5.966 m,doll_6.584 m,"2,688 million usd"
doll_8.743 m,doll_19.256 m,doll_27.999 m,doll_8.291 m,"2,080 million usd"
doll_1.755 m,doll_3.978 m,doll_5.734 m,doll_2.948 m,"8,971 million usd"
doll_15.065 m,doll_6.286 m,doll_21.351 m,doll_16.802 m,"16,094 million usd"
doll_1.150.100 m,doll_100.170 m,doll_1.250.200 m,doll_28.038 m,"3,054 million usd"
doll_3.420 m,doll_6.133 m,doll_9.554 m,doll_3.054 m,"28,038 million usd"
doll_7.738 m,doll_7.100 m,doll_14.838 m,doll_16.094 m,"16,802 million usd"
doll_7.655 m,doll_2.757 m,doll_10.412 m,doll_8.971 m,"2,948 million usd"
doll_18.084 m,doll_25.052 m,doll_43.137 m,doll_2.080 m,"8,291 million usd"
doll_2.008 m,doll_3.009 m,doll_5.017 m,doll_2.688 m,"6,584 million usd"
,,,doll_4.990 m,"27,712 million usd"
doll_33.659 m,doll_22.477 m,doll_56.136 m,doll_85.249 m,"65,892 million usd"
doll_66.606 m,doll_42.289 m,doll_108.900 m,doll_85.795 m,"7,595 million usd"
doll_40.802 m,doll_22.969 m,doll_63.771 m,doll_63.847 m,"44,676 million usd"
doll_5.990 m,doll_7.693 m,doll_13.684 m,doll_16.693 m,"16,610 million usd"
doll_39.593 m,doll_30.823 m,doll_70.416 m,doll_16.610 m,"16,693 million usd"
doll_687.340 m,doll_45.671 m,doll_733.010 m,doll_44.676 m,"63,847 million usd"
doll_360.780 m,doll_38.813 m,doll_399.590 m,doll_7.595 m,"85,795 million usd"
doll_224.960 m,doll_57.157 m,doll_282.110 m,doll_65.892 m,"85,249 million usd"
doll_26.302 m,doll_23.652 m,doll_49.954 m,doll_27.712 m,"4,990 million usd"
doll_1.141 m,doll_3.679 m,doll_4.821 m,doll_5.256 m,"23,879 million usd"
doll_8.675 m,doll_4.810 m,doll_13.485 m,doll_22.792 m,"3,689 million usd"
doll_12.167 m,doll_3.406 m,doll_15.573 m,doll_34.867 m,"20,012 million usd"
doll_34.018 m,doll_22.828 m,doll_56.846 m,doll_48.664 m,"31,259 million usd"
doll_249.390 m,doll_33.820 m,doll_283.210 m,doll_68.415 m,"3,180 million usd"
doll_2.529 m,doll_1.824 m,doll_4.354 m,doll_3.180 m,"68,415 million usd"
doll_37.643 m,doll_29.247 m,doll_66.891 m,doll_31.259 m,"48,664 million usd"
doll_17.154 m,doll_9.331 m,doll_26.484 m,doll_20.012 m,"34,867 million usd"
doll_3.684 m,doll_6.182 m,doll_9.866 m,doll_3.689 m,"22,792 million usd"
doll_411.250 m,doll_32.805 m,doll_444.050 m,doll_23.879 m,"5,256 million usd"
doll_85.589 m,doll_47.843 m,doll_133.430 m,doll_113.160 m,"4,742 million usd"
doll_15.067 m,doll_-5.266 m,doll_9.801 m,doll_2.308 m,"263,970 million usd"
doll_33.470 m,doll_8.301 m,doll_41.772 m,doll_8.447 m,"3,508 million usd"
doll_12.245 m,doll_30.720 m,doll_42.966 m,doll_4.264 m,"6,997 million usd"
doll_2.050 m,doll_1.527 m,doll_3.577 m,doll_1.196 m,0 million usd
doll_349.630 m,doll_25.431 m,doll_375.060 m,0 million usd,"1,196 million usd"
doll_8.312 m,doll_2.389 m,doll_10.701 m,doll_6.997 m,"4,264 million usd"
doll_2.296 m,doll_2.373 m,doll_4.668 m,doll_3.508 m,"8,447 million usd"
doll_65.090 m,doll_-1.792 m,doll_63.298 m,doll_263.970 m,"2,308 million usd"
doll_17.274 m,doll_17.636 m,doll_34.910 m,doll_4.742 m,"113,160 million usd"
doll_30.803 m,doll_15.705 m,doll_46.509 m,doll_27.599 m,"8,291 million usd"
doll_39.382 m,doll_14.575 m,doll_53.957 m,doll_13.431 m,0 million usd
doll_6.175 m,doll_7.625 m,doll_13.800 m,doll_6.991 m,"11,799 million usd"
343 million usd,doll_1.475 m,doll_1.818 m,doll_1.167 m,"24,393 million usd"
doll_5.301 m,doll_4.544 m,doll_9.845 m,doll_7.749 m,"7,749 million usd"
doll_20.668 m,doll_11.421 m,doll_32.089 m,doll_24.393 m,"1,167 million usd"
doll_6.901 m,doll_6.562 m,doll_13.463 m,doll_11.799 m,"6,991 million usd"
doll_968.920 m,doll_54.711 m,doll_1.023.600 m,0 million usd,"13,431 million usd"
doll_383.720 m,doll_40.038 m,doll_423.760 m,doll_8.291 m,"27,599 million usd"
doll_6.614 m,doll_9.394 m,doll_16.008 m,doll_9.201 m,"9,201 million usd"
doll_10.256 m,doll_5.033 m,doll_15.290 m,doll_7.962 m,"10,950 million usd"
doll_7.214 m,doll_3.498 m,doll_10.711 m,doll_11.586 m,"10,000 million usd"
doll_23.161 m,doll_18.723 m,doll_41.884 m,doll_69.054 m,"6,297 million usd"
doll_96.834 m,doll_13.408 m,doll_110.240 m,doll_12.087 m,"18,916 million usd"
doll_342.450 m,doll_55.333 m,doll_397.780 m,doll_93.076 m,"41,374 million usd"
,,,doll_41.374 m,"93,076 million usd"
doll_9.580 m,doll_4.060 m,doll_13.640 m,doll_18.916 m,"12,087 million usd"
doll_208.740 m,doll_23.521 m,doll_232.260 m,doll_6.297 m,"69,054 million usd"
,,,doll_10.000 m,"11,586 million usd"
doll_287.260 m,doll_27.363 m,doll_314.620 m,doll_10.950 m,"7,962 million usd"
doll_22.231 m,doll_-2.916 m,doll_19.315 m,doll_4.798 m,"35,364 million usd"
doll_18.436 m,doll_21.222 m,doll_39.658 m,doll_11.656 m,0 million usd
doll_10.492 m,doll_8.187 m,doll_18.679 m,doll_5.032 m,673 million usd
doll_5.612 m,doll_11.013 m,doll_16.625 m,doll_6.788 m,"4,960 million usd"
doll_207.550 m,doll_40.767 m,doll_248.320 m,doll_63.768 m,"12,895 million usd"
doll_1.742.500 m,doll_93.235 m,doll_1.835.700 m,doll_12.895 m,"63,768 million usd"
doll_165.190 m,doll_15.898 m,doll_181.090 m,doll_4.960 m,"6,788 million usd"
doll_1.728 m,528 million usd,doll_2.257 m,673 million usd,"5,032 million usd"
doll_299.670 m,doll_27.288 m,doll_326.960 m,0 million usd,"11,656 million usd"
doll_21.611 m,doll_11.159 m,doll_32.770 m,doll_35.364 m,"4,798 million usd"
doll_170.290 m,doll_5.685 m,doll_175.980 m,doll_13.443 m,"14,298 million usd"
doll_854.330 m,doll_62.075 m,doll_916.400 m,doll_18.591 m,"50,588 million usd"
doll_24.313 m,doll_23.036 m,doll_47.349 m,doll_19.064 m,"7,520 million usd"
doll_28.123 m,doll_11.938 m,doll_40.061 m,doll_19.486 m,"5,106 million usd"
