,name,country,industry,absolute_growth_rate_pct,compound_annual_growth_rate_cagr_pct,revenue_2020,employees_2020,employees_2017,founded,revenue_2017,website
4659,Versoprobo,Italy,Support Services,,,14.99,,292,2009.0,,https://www.versoprobo.it/
4660,E-Tech Building Services,Singapore,Support Services,,,10.88,,200,1990.0,,https://www.e-tech.com.sg/
4661,Shizen Energy,Japan,Energy,,,50.20,,131,2011.0,,https://www.shizenenergy.net/
4662,OKKAMI,Thailand,Technology,,,1.21,,30,2016.0,,https://www.okkami.com/
4663,Silicon Optronics,Taiwan,Technology,,,74.18,,47,2004.0,,http://www.soinc.com.tw/
4664,Procurri Corporation,Singapore,Technology,,,162.22,,496,2009.0,,https://www.procurri.com/
4665,KuoBrothers,Taiwan,Ecommerce,,,164.63,,Not found,2012.0,,http://www.kuobrothers.com/
4666,CentralNic Group,UK,Technology,,,"197,260,279",,650,2000.0,,https://www.centralnic.com/
4667,Savvy Investor,UK,Fintech,,,"1,622,966",,17,2012.0,,https://www.savvyinvestor.net
4668,LG Surgelati,Italy,Food & Beverage,,,3.8,,10,2013.0,,https://www.lgsurgelati.it
4669,Easypharm,Italy,Pharmaceuticals,,,1.6,,13,2012.0,,https://www.easypharma.com
4670,Proficio Marketing,Czech Republic,Advertising,,,1.99,,18,2013.0,,https://proficio.cz/
4671,Reverse Media Group,United Kingdom,Media,,,8.57,,15,2014.0,,http://reversemediagroup.com/
4672,STA. LUCIA,Philippines,Property,,,119.25,,160,2007.0,,https://stalucialand.com.ph/
4673,Nexon Paints,India,Personal & Household Goods,,,9.01,,175,2008.0,,https://www.nexonpaints.com/
4674,GSIL,South Korea,Support Services,,,1.68,,30,2013.0,,http://www.gsil.kr/
4675,TaiSol,Taiwan,Technology,,,150.98,,2537,1994.0,,https://www.taisol.com/
4676,Jentech,Taiwan,Technology,,,177.47,,1922,1987.0,,https://www.jentech.com.tw/
4677,Raydium,Taiwan,Technology,,,450.46,,693,2003.0,,https://www.rad-ic.com/en-global
4678,Bernd Andert Transporte,Germany,Transport,,,"4,105,262",,83,2003.0,,https://www.bat-logistik.de/
4679,Bluewater Bio,UK,Technology,,,"20,201,424",,18,2007.0,,https://www.bluewaterbio.com/
4680,intuMIND,Germany,Health,,,"2,468,630",,18,2015.0,,https://intumind.de
4681,Scribbr,Netherlands,Education,,,3.4,,22,2012.0,,https://www.scribbr.com
4682,Grabyo,United Kingdom,Media,,,5.10,,50,2013.0,,https://about.grabyo.com/
4683,Medi Banx,Japan,Media,,,2.29,,14,2010.0,,http://medi-banx.com/
4684,SGS Logistics,Australia,Transport,,,8.60,,7,2015.0,,https://www.sgslogistics.com.au/
4685,Baker & Cook,Singapore,Food & Beverage,,,8.93,,147,2012.0,,https://www.bakerandcook.biz/
4686,Highland Foods,South Korea,Food & Beverage,,,440.36,,60,1999.0,,http://www.highlandfoods.co.kr/
4687,W-ENDLESS,Japan,Sales & Marketing,,,7.36,,65,2014.0,,http://www.w-endless.co.jp/
4688,Tecma Solutions,Italy,Technology,,,"7,319,870",,107,2012.0,,https://www.tecmasolutions.com/
4689,SAMONT,Germany,Industrial Goods,,,"16,487,780",,81,2008.0,,https://www.samont.com
4690,PastBook,Netherlands,Ecommerce,,,"11,496,522",,15,2012.0,,https://moments.pastbook.com
4691,Recambios Endado,Spain,Ecommerce,,,1.8,,19,2012.0,,https://www.endado.com
4692,Housekeep,United Kingdom,Technology,,,10.29,,32,2014.0,,https://housekeep.com/
4693,Powerspace,France,Technology,,,5.29,,10,2008.0,,https://www.powerspace.com/
4694,Top Reform,Japan,Architecture,,,4.62,,17,2015.0,,https://topreform.jp/
4695,J Sol Medical,Japan,Health,,,4.64,,21,2016.0,,https://www.j-sol-medical.co.jp/
4696,Izmo Ltd.,India,Technology,,,15.67,,297,1995.0,,https://www.izmoltd.com/
4697,Builders Alliance,Singapore,Construction,,,9.37,,88,2004.0,,https://www.facebook.com/Buildersalliancepteltd/
4698,Pryce,Philippines,Chemicals,,,223.83,,3097,1989.0,,http://www.pryce.com.ph/
4699,Bubzi Co,Australia,Retail,,,3.67,,8,2016.0,,https://bubzico.com/
4700,Delante,Poland,Sales & Marketing,,,"2,160,094",,48,2015.0,,https://delante.co/
4701,intumind,Germany,Health,,,"6,560,962",,15,2015.0,,https://www.intumind.de/
4702,KrollCosmetics,Germany,Chemicals,,,"1,940,000",,5,2014.0,,https://www.krollcosmetics.com
4703,Marwincar*,Italy,Automobiles,,,"3,908,465",,3,2016.0,,https://www.marwincar.com
4704,Farmacosmo,Italy,Ecommerce,,,14.3,,25,2012.0,,https://www.farmacosmo.it
4705,DUSAPRO Immobilien,Germany,Property,,,25.70,,15,2012.0,,https://www.dusapro.de/
4706,REMA-Solutions,Germany,Support Services,,,6.18,,60,2014.0,,https://www.rema-solutions.com/
4707,SHARE HOUSE 180°,Japan,Property,,,2.81,,20,2014.0,,http://www.sharehouse180.net/
4708,Forest One,Japan,Health,,,17.99,,42,2006.0,,http://www.forest-one.co.jp/
4709,HGIEL,India,Construction,,,341.10,,"1,965",2003.0,,https://www.hginfra.com/
4710,BlueScale,Australia,Technology,,,2.69,,25,2010.0,,https://www.bluescale.com.au/
4711,PicoCela,Japan,Technology,,,1.02,,25,2008.0,,https://www.picocela.com/
4712,Phenikaa,Vietnam,Industrial Goods,,,206.43,,2529,2010.0,,https://www.phenikaa.com/
4713,Saljol,Germany,Health,,,"4,146,403",,15,2016.0,,https://www.saljol.de/
4714,TKD Solutions,Germany,Telecoms,,,"15,874,245",,20,2014.0,,https://www.tkdeutschland.de/
4715,farmermobil,Germany,Industrial Goods,,,"11,649,390",,55,2014.0,,https://www.farmermobil.de
4716,Stiltz Lifts,United Kingdom,Health,,,14.6,,135,2010.0,,https://www.stiltz.co.uk
4717,Eciglogística,Spain,Ecommerce,,,15.73,,38,2013.0,,https://eciglogistica.com/
4718,APRO-Asian Protection,Singapore,Support Services,,,53.18,,"1,560",1985.0,,https://www.apro.com.sg/
4719,BIO-SCIENCE MARKETING,Malaysia,Health,,,3.70,,34,1996.0,,https://biosciencemarketing.com/
4720,Sequretek,India,Cyber Security,,,3.23,,376,2013.0,,https://sequretek.com/
4721,Protea Japan,Japan,Beauty,,,61.12,,136,1991.0,,https://protea.co.jp/
4722,IFAST Corporation,Singapore,Fintech,,,91.93,,Not found,2000.0,,https://www.ifastcorp.com/
4723,Kuori,Finland,Technology,,,"2,501,902",,15,2016.0,,https://kuori.tech/
4724,Nexumstp,Italy,Support Services,,,"19,882,231",,240,2015.0,,https://www.nexumstp.it
4725,Pipedrive,Estonia,Technology,,,33.3,,300,2010.0,,https://www.pipedrive.com
4726,Forsyth Barnes,United Kingdom,Support Services,,,4.63,,18,2014.0,,https://www.forsythbarnes.com/
4727,Brilliant Polymers,India,Chemicals,,,49.10,,112,2011.0,,https://www.brilliantpolymers.com/
4728,SGR,India,Pharmaceuticals,,,6.62,,79,1995.0,,https://www.ganeshremedies.com/
4729,RareJob,Japan,Education,,,49.94,,816,2007.0,,https://www.rarejob.co.jp/
4730,Flitto,South Korea,Technology,,,1.71,,63,2012.0,,https://www.flitto.com/crowd
4731,Yongmao Holdings,Singapore,Industrial Goods,,,136.35,,Not found,1992.0,,http://yongmao.listedcompany.com/
4732,Ferroamp,Sweden,Energy,,,"7,645,003",,42,2010.0,,https://ferroamp.com/
4733,.net IT Systemhaus,Germany,Technology,,,"4,280,960",,83,2014.0,,https://www.net-it-systemhaus.com
4734,Le Slip Français,France,Fashion,,,13.1,,52,2011.0,,https://www.leslipfrancais.fr
4735,Gute Marken Online,Germany,Ecommerce,,,11.41,,6,2011.0,,https://www.gute-marken.com/
4736,CHAI,South Korea,Advertising,,,28.95,,270,2004.0,,https://www.artistchai.co.kr/
4737,Protea,Japan,Beauty,,,75.90,,129,1991.0,,https://protea.co.jp/
4738,Ackama,New Zealand,Technology,,,3.65,,45,2010.0,,https://www.ackama.com/
4739,Lizard Storm,Singapore,Sales & Marketing,,,1.57,,6,2016.0,,http://lizardstorm.com/
4740,IBS (Inti Bangun Sejahtera),Indonesia,Telecoms,,,81.75,,462,2006.0,,https://www.ibstower.com/
4741,Valor Real Estate Partners,UK,Financial Services,,,"4,534,588",,23,2016.0,,https://www.valorrep.com/
4742,Supermetrics,Finland,Technology,,,"13,646,634",,71,2013.0,,https://supermetrics.com
4743,Moluna,Germany,Retail,,,"16,876,990",,8,2014.0,,https://www.moluna.de
4744,Ares,France,Support Services,,,4.9,,22,2012.0,,https://cabinet-ares.com
4745,New Wave Capital,United Kingdom,Fintech,,,44.39,,73,2012.0,,https://www.capitalontap.com/en/
4746,Gushcloud Talent Agency,Singapore,Sales & Marketing,,,17.96,,200,2011.0,,https://www.gushcloud.com/
4747,Boustead Singapore,Singapore,Industrial Goods,,,496.98,,"1,114",1828.0,,https://boustead.sg/
4748,WSE,Singapore,Energy,,,1.64,,13,2016.0,,http://www.wse.sg/
4749,Yeo Plumber,Malaysia,Construction,,,3.42,,26,2000.0,,https://yeoplumber.com.my/
4750,SMS,Japan,Support Services,,,323.00,,2968,2003.0,,https://www.bm-sms.co.jp/en/
4751,VostroNet,Australia,Telecoms,,,2.38,,15,2015.0,,https://www.vostronet.com/
4752,Anexiti,France,Technology,,,"2,565,735",,14,2013.0,,https://www.anexiti.com/
4753,GENIUS,France,Support Services,,,"2,417,902",,23,2017.0,,https://www.genius.paris/
4754,Computers Parts,Italy,Ecommerce,,,"2,724,692",,14,2015.0,,https://www.computersparts.it
4755,STRV,Czech Republic,Technology,,,5.6,,135,2009.0,,https://www.strv.com
4756,My Portage,France,Support Services,,,4.92,,73,2013.0,,https://www.my-portage.com/
4757,Born Stahlbau*,Germany,Construction,,,3.01,,9,2015.0,,https://www.born-stahlbau.de/
4758,Supple,Australia,Advertising,,,4.85,,47,2012.0,,https://supple.com.au/
4759,47 Holdings,Japan,Management Consulting,,,17.66,,78,2015.0,,https://47co.jp/
4760,Nissou,Japan,Construction,,,25.56,,45,1988.0,,https://reform-nisso.co.jp/
4761,Jubilant FoodWorks,India,Food & Beverage,,,549.45,,31514,1995.0,,https://www.jubilantfoodworks.com/
4762,Century Pacific Food,Philippines,Food & Beverage,,,854.04,,2855,2013.0,,https://centurypacific.com.ph/
4763,Tri Chemical Laboratories,Japan,Chemicals,,,75.99,,167,1978.0,,http://www.trichemical.com/
4764,Instilla,Italy,Advertising,,,"2,993,310",,31,2015.0,,https://www.instilla.it/
4765,Herrles,Germany,Automobiles,,,"7,430,450",,43,2009.0,,https://www.herrles-industriemontagen.de
4766,Neuwagen24.de,Germany,Automobiles,,,18.3,,7,2011.0,,https://www.neuwagen24.de
4767,tecRacer Consulting*,Germany,Technology,,,5.48,,26,2015.0,,https://www.tecracer.de/
4768,Medical Net,Italy,Education,,,2.07,,8,2009.0,,https://www.medical-net.it/
4769,SMTP2GO,New Zealand,Technology,,,2.87,,30,2006.0,,https://www.smtp2go.com/
4770,MosChip,India,Technology,,,14.26,,600,1999.0,,https://moschip.com/
4771,Kitanotatsujin Corporation,Japan,Chemicals,,,86.82,,176,2000.0,,https://www.kitanotatsujin.com/
4772,Enviropacific,Australia,Construction,,,139.01,,271,2001.0,,https://enviropacific.com.au/
4773,Milk Mantra,India,Food & Beverage,,,32.21,,1200,2009.0,,https://www.milkmantra.com/
4774,Comture,Japan,Technology,,,192.41,,1228,1985.0,,https://www.comture.com/en/
4775,FOOTDISTRICT,Spain,Ecommerce,,,"14,942,262",,60,2012.0,,https://footdistrict.com/
4776,SamyRoad,Spain,Advertising,,,"12,213,158",,69,2012.0,,https://samyroad.com
4777,Brausturm Bierverlag,Germany,Food & Beverage,,,1.9,,8,2014.0,,https://www.brausturm.de
4778,Midstream Lighting,United Kingdom,Technology,,,5.70,,8,2012.0,,http://www.midstreamlighting.com/
4779,Good one,Lithuania,Sales & Marketing,,,10.01,,22,2009.0,,http://goodone.lt/
4780,Bluconnection,Singapore,Chemicals,,,31.02,,9,2009.0,,https://www.bluconnection.com/
4781,Property Data Bank,Japan,Technology,,,20.29,,68,2000.0,,https://www.propertydbk.com/
4782,Maveric Systems,India,Fintech,,,51.15,,"1,947",2000.0,,https://www.maveric-systems.com/
4783,Hunet,South Korea,Education,,,39.10,,326,1999.0,,https://www.hunet.co.kr/
4784,QXY Resources,Singapore,Construction,,,28.30,,109,2004.0,,http://www.qxyresources.com/
4785,GlobalSpace,India,Technology,,,3.68,,59,2010.0,,https://www.globalspace.in/
4786,Spiideo,Sweden,Technology,,,"4,799,358",,36,2012.0,,https://www.spiideo.com/
4787,ContractPodAi,UK,Technology,,,"4,875,622",,118,2012.0,,https://contractpodai.com/
4788,Lending Works,UK,Fintech,,,"8,710,875",,42,2012.0,,https://www.lendingworks.co.uk
4789,Trencadis,Romania,Technology,,,6.4,,40,2007.0,,https://www.trencadis.ro
4790,Lapelle,Italy,Industrial Goods,,,19.90,,9,2006.0,,https://www.lapelleweb.it/
4791,iFAST Corporation,Singapore,Fintech,,,62.23,,970,2000.0,,https://www.ifastcorp.com/
4792,Onkochishin,Japan,Travel & Leisure,,,1.26,,125,2011.0,,https://okcs.co.jp/
4793,Neurocuticals,Japan,Technology,,,5.78,,30,2009.0,,http://www.nci-md.com/
4794,GoBOLT,India,Transport,,,1.98,,147,2015.0,,https://www.gobolt.in/
4795,Sigmaxyz,Japan,Management Consulting,,,147.10,,524,2008.0,,https://www.sigmaxyz.com/
4796,WILLPLUS,Japan,Automobiles,,,322.34,,487,2007.0,,https://www.willplus.co.jp/
4797,Tarhan Bauausführungen,Germany,Construction,,,"1,851,000",,15,2017.0,,https://www.tarhanbau.de/
4798,Matillion,UK,Technology,,,"24,580,709",,218,2010.0,,https://www.matillion.com/
4799,Fimarsud,Italy,Industrial Goods,,,"2,851,238",,9,2012.0,,https://www.fimarsud.it
4800,SFAM Group,France,Insurance,,,240.0,,1300,1999.0,,https://www.sfam-group.eu
4801,Eesti Metsameister,Estonia,Agricultural Commodities,,,7.02,,10,2012.0,,https://eestimetsameister.ee/
4802,Cookies Factory,Italy,Advertising,,,5.24,,13,2013.0,,https://www.cookies.digital/
4803,EverEdge Global,New Zealand,Management Consulting,,,2.50,,18,2008.0,,https://www.everedgeglobal.com/
4804,Activate Interactive,Singapore,Technology,,,8.42,,107,1997.0,,https://www.activate.sg/
4805,China Bank,Philippines,Financial Services,,,883.72,,10,1920.0,,https://www.chinabank.ph/
4806,Katrina Group,Singapore,Restaurants,,,61.84,,Not found,1995.0,,https://katrinagroup.com/
4807,Amoli,India,Pharmaceuticals,,,71.55,,905,1992.0,,https://www.amoliindia.com/
4808,Macro Kiosk,Malaysia,Technology,,,61.87,,255,2000.0,,https://www.macrokiosk.com/
4809,Extra Mile Live Service,Germany,Retail,,,"2,637,501",,5,2017.0,,https://extramile.live/
4810,LITTLEBIG CONNECTION,France,Support Services,,,"111,538,883",,173,2013.0,,https://www.littlebigconnection.com/
4811,Parlem Telecom Companyia de Telecomunicacions,Spain,Telecoms,,,"10,991,040",,27,2014.0,,https://www.parlem.com
4812,Velvet Media Italia,Italy,Advertising,,,"5,028,282",,71,2013.0,,https://www.velvetmedia.it
4813,Alkemilla Eco Bio Cosmetic,Italy,Ecommerce,,,2.0,,9,2013.0,,https://www.alkemillacosmetici.it
4814,MC2 Technologies,France,Technology,,,7.26,,42,2004.0,,https://www.mc2-technologies.com/
4815,E2E Research Services,India,Media,,,2.67,,122,2011.0,,https://www.e2eresearch.com/
4816,Takeuchi Construction,Japan,Architecture,,,46.40,,65,1990.0,,https://www.takeuchi-const.co.jp/
4817,Forest Interactive,Malaysia,Telecoms,,,6.26,,99,2006.0,,https://www.forest-interactive.com/
4818,enigmo,Japan,Ecommerce,,,56.05,,90,2004.0,,https://enigmo.co.jp/
4819,Source Central Partners,Australia,Technology,,,7.30,,32,2005.0,,https://www.sourcecentral.com.au/
4820,SPC General Service,Italy,Construction,,,"6,788,660",,50,2011.0,,https://spcservice.it/
4821,BK Beachhouse Mode,Germany,Retail,,,"4,958,720",,32,2015.0,,https://www.bk-retail.de
4822,Bufete Navarro Asociados Laboral,Spain,Law,,,3.4,,37,2006.0,,https://www.bnya.es
4823,Stavební Interiérové Systémy*,Czech Republic,Construction,,,21.70,,44,2015.0,,http://www.sis-systemy.cz/
4824,Highland Foods,South Korea,Food & Beverage,,,496.95,,70,1999.0,,http://www.highlandfoods.com/
4825,Accely,India,Technology,,,1.35,,71,2001.0,,https://www.accely.com/
4826,Lateral Kids,Japan,Education,,,20.87,,621,2013.0,,https://www.morino-nakama.jp/
4827,Koda,Singapore,Interiors,,,57.38,,2070,1972.0,,http://www.kodaonline.com/
4828,Mphasis,India,Technology,,,1.26,,24485,1998.0,,https://www.mphasis.com/
4829,KATITAS,Japan,Property,,,827.06,,838,1978.0,,https://katitas.jp/
4830,jobandtalent,Spain,Technology,,,"352,879,165",,801,2008.0,,https://www.jobandtalent.com/
4831,Financial House,UK,Fintech,,,"18,766,625",,20,2016.0,,https://www.financialhouse.io/
4832,Lever Touch,Italy,Automobiles,,,"35,272,960",,83,2011.0,,https://www.levertouch.com
4833,Fashion Commerce,Italy,Ecommerce,,,"1,666,470",,3,2016.0,,https://www.fashion-commerce.it
4834,Groupe Cochez,France,Transport,,,21.5,,150,2008.0,,https://www.sitca.fr
4835,cosos,Germany,Industrial Goods,,,4.97,,45,2015.0,,https://www.cosos-tec.de/
4836,HalalBooking,United Kingdom,Travel & Leisure,,,3.22,,50,2014.0,,https://halalbooking.com/
4837,Elite Technology JSC,Vietnam,Technology,,,132.00,,280,1995.0,,https://elite-jsc.com/
4838,AsiaPay,Hong Kong,Financial Services,,,15.18,,150,2000.0,,https://www.asiapay.com/
4839,Radico Khaitan,India,Food & Beverage,,,344.65,,1145,1943.0,,https://www.radicokhaitan.com/
4840,MyLead,Poland,Sales & Marketing,,,"2,004,501",,42,2013.0,,https://mylead.global/
4841,Mia-Platform,Italy,Technology,,,"6,515,510",,74,2016.0,,https://www.mia-platform.eu/
4842,Bluefin Trading,UK,Ecommerce,,,"15,503,202",,10,2013.0,,https://www.bluefinfitness.com
4843,For Dealer,Italy,Automobiles,,,1.9,,7,2014.0,,https://www.4dealer.it
4844,Idento,France,Management Consulting,,,2.12,,25,2015.0,,https://idento.fr/
4845,Megaworld,Philippines,Property,,,"1,330.00",,1073,1989.0,,https://www.megaworldcorp.com/
4846,EDIT SUITS,Singapore,Fashion,,,2.70,,19,2013.0,,http://www.editsuits.com/
4847,Tecnimed,Italy,Health,,,"9,551,790",,32,1976.0,,https://www.tecnimed.it/
4848,Label Experience,France,Management Consulting,,,"2,391,461",,16,2015.0,,https://labelexperience.com
4849,Unicoenergia,Italy,Energy,,,"8,664,588",,14,2013.0,,https://www.unicoenergia.it
4850,Supermetrics,Finland,Advertising,,,2.2,,16,2013.0,,https://www.supermetrics.com
4851,T-WATT,Czech Republic,Energy,,,125.69,,11,2014.0,,http://t-watt.cz/
4852,DrDoctor,United Kingdom,Health,,,2.37,,26,2012.0,,https://www.drdoctor.co.uk/
4853,Tesha Corporation,Singapore,Agricultural Commodities,,,2.47,,2,2012.0,,https://www.teshagroup.com/
4854,Decision Science Agency,Singapore,Management Consulting,,,4.61,,37,2013.0,,https://www.decision-science.com/
4855,Buildmet Fibres,India,Industrial Goods,,,24.33,,1269,1984.0,,http://www.buildmetfibres.com/
4856,Longevity Partners,UK,Retail,,,"2,336,243",,22,2015.0,,https://www.longevity.co.uk/
4857,NexumStp,Italy,Management Consulting,,,"25,667,400",,345,2015.0,,http://nexumstp.it/
4858,Parkster,Sweden,Technology,,,"45,307,521",,9,2011.0,,https://www.parkster.com/de
4859,Your Personal,Italy,Transport,,,1.6,,10,2011.0,,https://www.yourpersonaljames.com
4860,SKILLSDAY,France,Technology,,,1.70,,25,2015.0,,https://www.skillsday.com/
4861,Sonarworks,Latvia,Technology,,,2.20,,39,2012.0,,https://sonarworks.com/
4862,INTELORG,Singapore,Retail,,,227.80,,15,1990.0,,http://www.intelorg.com.sg/
4863,Bitz,Malaysia,Support Services,,,6.38,,390,2006.0,,https://bitz.com.my/
4864,Powermatic Data Systems,Singapore,Technology,,,15.95,,Not found,1989.0,,https://powermatic.com.sg/
4865,G-ON,France,Support Services,,,"1,810,459",,16,2016.0,,https://www.g-on.fr/
4866,Studapart,France,Property,,,"2,590,000",,23,2013.0,,https://www.studapart.com
4867,AMM Italy,Italy,Aerospace & Defence,,,5.2,,6,2011.0,,https://www.ammitaly.com
4868,griep Baulogistik,Germany,Construction,,,16.20,,63,2012.0,,https://www.griep-baulogistik.de/
4869,Benjamin Barker Aust,Singapore,Retail,,,9.82,,77,2009.0,,https://www.benjaminbarker.co/
4870,NSW Automation,Malaysia,Technology,,,3.57,,75,2004.0,,https://nswautomation.com/
4871,Picnic,UK,Advertising,,,"1,508,869",,10,2016.0,,https://www.picnic-media.com/
4872,Egomnia,Italy,Technology,,,"1,901,140",,36,2012.0,,https://www.egomnia.com/
4873,Global Work,Italy,Telecoms,,,"2,520,972",,58,2011.0,,https://www.global-work.it
4874,Evondos**,Finland,Pharmaceuticals,,,"7,015,284",,79,2008.0,,https://www.evondos.com
4875,InnovaMaxx,Germany,Sales & Marketing,,,16.4,,110,2012.0,,https://www.innovamaxx.de
4876,C.D.V.,Italy,Health,,,1.7,,10,2013.0,,https://www.centrodentalevaldostano.it
4877,checkout.com,United Kingdom,Fintech,,,63.36,,260,2012.0,,https://www.checkout.com/
4878,Japan Lifeline,Japan,Health,,,475.78,,1074,1981.0,,https://www.jll.co.jp/
4879,Singapore O&G,Singapore,Health,,,29.18,,82,2011.0,,https://www.sog.com.sg/
4880,LoyaltyLion,UK,Technology,,,"4,483,296",,40,2012.0,,https://loyaltylion.com/
4881,reMarkable,Norway,Technology,,,"115,793,390",,142,2016.0,,https://remarkable.com/
4882,Gusto,France,Food & Beverage,,,"4,300,000",,10,2012.0,,http://n/a
4883,Nephos Technologies,UK,Technology,,,"17,367,746",,26,2011.0,,https://www.nephostechnologies.com
4884,T.I.P. S.r.l.,Italy,Energy,,,16.7,,3,2011.0,,https://www.tiptrading.it
4885,ZeitWerk Personal,Germany,Support Services,,,4.42,,7,2015.0,,https://www.zeitwerk-personal.de/
4886,Shakey's Pizza Asia Ventures,Philippines,Restaurants,,,173.48,,1749,1975.0,,https://www.shakeyspizza.ph/
4887,First Gen Corporation,Philippines,Energy,,,2151.39,,1943,1998.0,,https://www.firstgen.com.ph/
4888,TRANSACTION,Japan,Personal & Household Goods,,,151.21,,442,1987.0,,https://www.trans-action.co.jp/
