,revenue_2020_eu
3578,doll_2.11 m
3579,doll_9.30 m
3580,doll_27.62 m
3581,doll_237.93 m
3582,doll_7.29 m
3583,doll_7.97 m
3584,doll_1.8 m
3585,doll_6.45 m
3586,doll_2.98 m
3587,doll_2.23 m
3588,doll_50.97 m
3589,doll_2.59 m
3590,doll_76.59 m
3591,doll_3.69 m
3592,doll_32.65 m
3593,doll_3.0 m
3594,doll_13.59 m
3595,doll_6.50 m
3596,doll_59.30 m
3597,doll_4.83 m
3598,doll_19.86 m
3599,doll_7.85 m
3600,doll_15.56 m
3601,doll_23.8 m
3602,doll_2.61 m
3603,doll_6.02 m
3604,doll_12.5 m
3605,doll_8.92 m
3606,doll_2.82 m
3607,doll_9.59 m
3608,doll_9.41 m
3609,doll_10.59 m
3610,doll_605.37 m
3611,doll_40.69 m
3612,doll_7.29 m
3613,doll_107.86 m
3614,doll_6.55 m
3615,doll_29.8 m
3616,doll_3.36 m
3617,doll_3.41 m
3618,doll_20.19 m
3619,doll_9.49 m
3620,doll_2.28 m
3621,doll_2.30 m
3622,doll_2.32 m
3623,doll_12.57 m
3624,doll_4.96 m
3625,doll_2.0 m
3626,doll_14.23 m
3627,doll_2.62 m
3628,doll_237.11 m
3629,doll_49.99 m
3630,doll_1.63 m
3631,doll_5.76 m
3632,doll_3.6 m
3633,doll_3.4 m
3634,doll_3.10 m
3635,doll_2.87 m
3636,doll_1.45 m
3637,doll_20.57 m
3638,doll_10.01 m
3639,doll_5.39 m
3640,doll_1.86 m
3641,doll_2.18 m
3642,doll_74.07 m
3643,doll_20.08 m
3644,doll_10.9 m
3645,doll_27.80 m
3646,doll_1.75 m
3647,doll_17.73 m
3648,doll_18.10 m
3649,doll_99.94 m
3650,doll_20.04 m
3651,doll_1.53 m
3652,doll_3.32 m
3653,doll_35.5 m
3654,doll_3.9 m
3655,doll_3.80 m
3656,doll_4.24 m
3657,doll_2.16 m
3658,doll_4.76 m
3659,doll_35.21 m
3660,doll_75.81 m
3661,doll_1.40 m
3662,doll_17.93 m
3663,doll_1.88 m
3664,doll_3.06 m
3665,doll_4.56 m
3666,doll_2.1 m
3667,doll_6.8 m
3668,doll_6.10 m
3669,doll_9.08 m
3670,doll_61.02 m
3671,doll_5.02 m
3672,doll_10.31 m
3673,doll_7.80 m
3674,doll_9.19 m
3675,doll_2.27 m
3676,doll_3.92 m
3677,doll_6.9 m
3678,doll_25.54 m
3679,doll_4.82 m
3680,doll_57.30 m
3681,doll_11.83 m
3682,doll_1.38 m
3683,doll_12.24 m
3684,doll_8.54 m
3685,doll_102.29 m
3686,doll_3.86 m
3687,doll_40.1 m
3688,doll_3.7 m
3689,doll_1.99 m
3690,doll_77.76 m
3691,doll_122.44 m
3692,doll_15.64 m
3693,doll_3.67 m
3694,doll_38.43 m
3695,doll_4.61 m
3696,doll_8.74 m
3697,doll_11.53 m
3698,doll_2.77 m
3699,doll_5.82 m
3700,doll_4.2 m
3701,doll_1.89 m
3702,doll_12.87 m
3703,doll_6.39 m
3704,doll_5.28 m
3705,doll_5.91 m
3706,doll_127.47 m
3707,doll_8.73 m
3708,doll_2.85 m
3709,doll_1.72 m
3710,doll_7.0 m
3711,doll_32.15 m
3712,doll_31.98 m
3713,doll_1.35 m
3714,doll_1.09 m
3715,doll_14.22 m
3716,doll_92.78 m
3717,doll_2.47 m
3718,doll_68.75 m
3719,doll_6.89 m
3720,doll_5.47 m
3721,doll_35.21 m
3722,doll_12.5 m
3723,doll_6.78 m
3724,doll_18.80 m
3725,doll_54.64 m
3726,doll_10.40 m
3727,doll_82.39 m
3728,doll_1.10 m
3729,doll_5.31 m
3730,doll_24.57 m
3731,doll_3.79 m
3732,doll_1.72 m
3733,doll_74.99 m
3734,doll_7.1 m
3735,doll_4.19 m
3736,doll_11.29 m
3737,doll_42.45 m
3738,doll_43.53 m
3739,doll_15.89 m
3740,doll_1.15 m
3741,doll_205.97 m
3742,doll_11.64 m
3743,doll_79.3 m
3744,doll_3.03 m
3745,doll_3.99 m
3746,doll_2.0 m
3747,doll_4.0 m
3748,doll_2.94 m
3749,doll_59.33 m
3750,doll_4.50 m
3751,doll_21.19 m
3752,doll_5.71 m
3753,doll_34.29 m
3754,doll_15.88 m
3755,doll_3.65 m
3756,doll_1.8 m
3757,doll_11.25 m
3758,doll_2.85 m
3759,doll_4.31 m
3760,doll_4.82 m
3761,doll_91.54 m
3762,doll_3.92 m
3763,doll_2.51 m
3764,doll_2.63 m
3765,doll_1.63 m
3766,doll_12.47 m
3767,doll_6.3 m
3768,doll_1.65 m
3769,doll_1.51 m
3770,doll_14.00 m
3771,doll_6.99 m
3772,doll_9.05 m
3773,doll_179.53 m
3774,doll_4.83 m
3775,doll_380.27 m
3776,doll_7.66 m
3777,doll_2.68 m
3778,doll_2.93 m
3779,doll_12.7 m
3780,doll_2.3 m
3781,doll_5.40 m
3782,doll_2.08 m
3783,doll_5.88 m
3784,doll_1.15 m
3785,doll_3.22 m
3786,doll_2.93 m
3787,doll_118.63 m
3788,doll_10.05 m
3789,doll_1.6 m
3790,doll_4.74 m
3791,doll_2.4 m
3792,doll_7.07 m
3793,doll_14.55 m
3794,doll_46.67 m
3795,doll_7.18 m
3796,doll_17.49 m
3797,doll_26.89 m
3798,doll_2.51 m
3799,doll_1.67 m
3800,doll_3.0 m
3801,doll_29.73 m
3802,doll_2.48 m
3803,doll_452.36 m
3804,doll_3.87 m
3805,doll_6.28 m
3806,doll_26.86 m
3807,doll_290.96 m
3808,doll_250.93 m
3809,doll_1.61 m
3810,doll_2.91 m
3811,doll_47.72 m
3812,doll_19.1 m
3813,doll_6.58 m
3814,doll_11.10 m
3815,doll_226.37 m
3816,doll_268.91 m
3817,doll_5.41 m
3818,doll_5.13 m
3819,doll_36.79 m
3820,doll_6.71 m
3821,doll_8.47 m
3822,doll_3.93 m
3823,doll_2.8 m
3824,doll_8.40 m
3825,doll_1.59 m
3826,doll_31.40 m
3827,doll_2.28 m
3828,doll_27.99 m
3829,doll_10.08 m
3830,doll_13.50 m
3831,doll_2.12 m
3832,doll_6.69 m
3833,doll_3.3 m
3834,doll_6.2 m
3835,doll_23.62 m
3836,doll_9.02 m
3837,doll_31.41 m
3838,doll_3.00 m
3839,doll_11.29 m
3840,doll_16.96 m
3841,doll_138.94 m
3842,doll_1.83 m
3843,doll_9.92 m
3844,doll_1.62 m
3845,doll_42.0 m
3846,doll_11.63 m
3847,doll_3.10 m
3848,doll_1.82 m
3849,doll_4.78 m
3850,doll_44.86 m
3851,doll_119.83 m
3852,doll_42.35 m
3853,doll_19.37 m
3854,doll_3.33 m
3855,doll_3.57 m
3856,doll_1.5 m
3857,doll_1.91 m
3858,doll_3.45 m
3859,doll_1.47 m
3860,doll_3.45 m
3861,doll_1.89 m
3862,doll_6.80 m
3863,doll_214.87 m
3864,doll_6.59 m
3865,doll_24.72 m
3866,doll_1.6 m
3867,doll_2.6 m
3868,doll_37.51 m
3869,doll_1.77 m
3870,doll_67.32 m
3871,doll_6.20 m
3872,doll_31.12 m
3873,doll_27.99 m
3874,doll_33.53 m
3875,doll_38.02 m
3876,doll_16.01 m
3877,doll_3.23 m
3878,doll_2.43 m
3879,doll_1.6 m
3880,doll_2.01 m
3881,doll_17.87 m
3882,doll_657.91 m
3883,doll_1.88 m
3884,doll_2.15 m
3885,doll_36.66 m
3886,doll_8.87 m
3887,doll_28.0 m
3888,doll_3.37 m
3889,doll_87.0 m
3890,doll_6.03 m
3891,doll_36.56 m
3892,doll_2.27 m
3893,doll_13.97 m
3894,doll_1.12 m
3895,doll_22.66 m
3896,doll_11.03 m
3897,doll_5.74 m
3898,doll_3.73 m
3899,doll_1.8 m
3900,doll_10.3 m
3901,doll_8.26 m
3902,doll_0.0 m
3903,doll_157.75 m
3904,doll_10.84 m
3905,doll_6.35 m
3906,doll_18.11 m
3907,doll_309.31 m
3908,doll_5.80 m
3909,doll_7.64 m
3910,doll_1.62 m
3911,doll_30.3 m
3912,doll_4.5 m
3913,doll_2.20 m
3914,doll_4.02 m
3915,doll_2.04 m
3916,doll_14.09 m
3917,doll_96.82 m
3918,doll_31.08 m
3919,doll_37.21 m
3920,doll_6.01 m
3921,doll_3.15 m
3922,doll_2.9 m
3923,doll_9.50 m
3924,doll_31.48 m
3925,doll_25.94 m
3926,doll_3.63 m
3927,doll_65.50 m
3928,doll_14.98 m
3929,doll_35.44 m
3930,doll_3.6 m
3931,doll_4.89 m
3932,doll_3.26 m
3933,doll_904.9 m
3934,doll_6.39 m
3935,doll_21.00 m
3936,doll_5.06 m
3937,doll_6.62 m
3938,doll_31.14 m
3939,doll_148.82 m
3940,doll_24.89 m
3941,doll_20.62 m
3942,doll_17.58 m
3943,doll_3.8 m
3944,doll_3.4 m
3945,doll_6.92 m
3946,doll_2.22 m
3947,doll_5.92 m
3948,doll_7.37 m
3949,doll_2.43 m
3950,doll_1.74 m
3951,doll_6.32 m
3952,doll_2.2 m
3953,doll_3.13 m
3954,doll_5.4 m
3955,doll_57.0 m
3956,doll_11.65 m
3957,doll_2.89 m
3958,doll_2.29 m
3959,doll_1.31 m
3960,doll_4.63 m
3961,doll_28.67 m
3962,doll_2.01 m
3963,doll_26.24 m
3964,doll_6.84 m
3965,doll_6.62 m
3966,doll_2.82 m
3967,doll_9.27 m
3968,doll_15.6 m
3969,doll_2.82 m
3970,doll_7.27 m
3971,doll_1.85 m
3972,doll_20.92 m
3973,doll_23.62 m
3974,doll_153.02 m
3975,doll_221.39 m
3976,doll_1.67 m
3977,doll_20.05 m
3978,doll_3.4 m
3979,doll_43.4 m
3980,doll_1.88 m
3981,doll_99.59 m
3982,doll_10.48 m
3983,doll_26.70 m
3984,doll_7.40 m
3985,doll_2.50 m
3986,doll_22.14 m
3987,doll_6.24 m
3988,doll_3.52 m
3989,doll_9.4 m
3990,doll_18.93 m
3991,doll_2.74 m
3992,doll_6.80 m
3993,doll_2.31 m
3994,doll_5.70 m
3995,doll_16.31 m
3996,doll_16.78 m
3997,doll_9.55 m
3998,doll_15.49 m
3999,doll_1.9 m
4000,doll_6.0 m
4001,doll_4.90 m
4002,doll_66.53 m
4003,doll_9.12 m
4004,doll_1.66 m
4005,doll_45.03 m
4006,doll_60.21 m
4007,doll_53.29 m
4008,doll_2.02 m
4009,doll_3.0 m
4010,doll_1.88 m
4011,doll_2.81 m
4012,doll_3.9 m
4013,doll_14.61 m
4014,doll_5.45 m
4015,doll_3.18 m
4016,doll_20.07 m
4017,doll_91.45 m
4018,doll_48.12 m
4019,doll_10.00 m
4020,doll_1.72 m
4021,doll_5.64 m
4022,doll_2.39 m
4023,doll_1.5 m
4024,doll_5.72 m
4025,doll_3.83 m
4026,doll_237.48 m
4027,doll_3.82 m
4028,doll_18.29 m
4029,doll_31.45 m
4030,doll_68.24 m
4031,doll_111.76 m
4032,doll_12.79 m
4033,doll_22.5 m
4034,doll_118.82 m
4035,doll_6.2 m
4036,doll_11.16 m
4037,doll_7.10 m
4038,doll_2.92 m
4039,doll_72.95 m
4040,doll_37.77 m
4041,doll_2.70 m
4042,doll_124.89 m
4043,doll_4.85 m
4044,doll_43.81 m
4045,doll_2.52 m
4046,doll_3.96 m
4047,doll_11.8 m
4048,doll_6.6 m
4049,doll_16.45 m
4050,doll_2.04 m
4051,doll_1.36 m
4052,doll_3.07 m
4053,doll_15.33 m
4054,doll_8.44 m
4055,doll_44.02 m
4056,doll_1.88 m
4057,doll_1.57 m
4058,doll_2.03 m
4059,doll_16.5 m
4060,doll_15.3 m
4061,doll_9.66 m
4062,doll_81.01 m
4063,doll_3.78 m
4064,doll_20.05 m
4065,doll_5.09 m
4066,doll_1.79 m
4067,doll_85.73 m
4068,doll_26.63 m
4069,doll_29.62 m
4070,doll_24.72 m
4071,doll_36.5 m
4072,doll_14.7 m
4073,doll_20.40 m
4074,doll_22.66 m
4075,doll_5.14 m
4076,doll_22.94 m
4077,doll_65.13 m
4078,doll_15.21 m
4079,doll_6.43 m
4080,doll_20.83 m
4081,doll_1.63 m
4082,doll_22.06 m
4083,doll_9.7 m
4084,doll_1.68 m
4085,doll_3.36 m
4086,doll_3.45 m
4087,doll_8.87 m
4088,doll_16.98 m
4089,doll_23.41 m
4090,doll_1.18 m
4091,doll_2.27 m
4092,doll_2.22 m
4093,doll_3.4 m
4094,doll_8.40 m
4095,doll_9.49 m
4096,doll_5.05 m
4097,doll_219.01 m
4098,doll_4.63 m
4099,doll_1.72 m
4100,doll_8.80 m
4101,doll_1.31 m
4102,doll_18.2 m
4103,doll_72.04 m
4104,doll_1.57 m
4105,doll_2.5 m
4106,doll_1.8 m
4107,doll_1.68 m
4108,doll_236.10 m
4109,doll_6.34 m
4110,doll_2.58 m
4111,doll_391.32 m
4112,doll_8.77 m
4113,doll_3.01 m
4114,doll_2.71 m
4115,doll_1.61 m
4116,doll_12.24 m
4117,doll_4.8 m
4118,doll_3.89 m
4119,doll_3.43 m
4120,doll_3.93 m
4121,doll_84.73 m
4122,doll_238.35 m
4123,doll_29.99 m
4124,doll_11.83 m
4125,doll_11.5 m
4126,doll_9.26 m
4127,doll_25.7 m
4128,doll_8.00 m
4129,doll_11.15 m
4130,doll_49.92 m
4131,doll_8.70 m
4132,doll_499.96 m
4133,doll_18.24 m
4134,doll_23.58 m
4135,doll_5.02 m
4136,doll_1.95 m
4137,doll_3.0 m
4138,doll_4.48 m
4139,doll_2.39 m
4140,doll_6.67 m
4141,doll_22.94 m
4142,doll_3.83 m
4143,doll_75.84 m
4144,doll_154.32 m
4145,doll_160.24 m
4146,doll_66.15 m
4147,doll_4.05 m
4148,doll_3.14 m
4149,doll_2.82 m
4150,doll_36.3 m
4151,doll_5.86 m
4152,doll_5.63 m
4153,doll_16.97 m
4154,doll_924.35 m
4155,doll_67.27 m
4156,doll_5.20 m
4157,doll_213.46 m
4158,doll_19.45 m
4159,doll_1.63 m
4160,doll_5.9 m
4161,doll_12.60 m
4162,doll_1.27 m
4163,doll_242.77 m
4164,doll_5.76 m
4165,doll_0.01 m
4166,doll_5.30 m
4167,doll_4.44 m
4168,doll_3.59 m
4169,doll_15.4 m
4170,doll_3.32 m
4171,doll_3.32 m
4172,doll_2.08 m
4173,doll_5.98 m
4174,doll_6.84 m
4175,doll_54.70 m
4176,doll_2.73 m
4177,doll_48.82 m
4178,doll_6.8 m
4179,doll_3.36 m
4180,doll_41.8 m
4181,doll_8.03 m
4182,doll_5.92 m
4183,doll_208.63 m
4184,doll_46.92 m
4185,doll_53.50 m
4186,doll_136.48 m
4187,doll_90.71 m
4188,doll_3.46 m
4189,doll_8.37 m
4190,doll_10.9 m
4191,doll_12.35 m
4192,doll_67.03 m
4193,doll_3.22 m
4194,doll_2.50 m
4195,doll_36.17 m
4196,doll_2.15 m
4197,doll_394.51 m
4198,doll_4.71 m
4199,doll_2.06 m
4200,doll_13.7 m
4201,doll_7.78 m
4202,doll_19.77 m
4203,doll_2.30 m
4204,doll_25.77 m
4205,doll_57.77 m
4206,doll_1.31 m
4207,doll_52.13 m
4208,doll_4.86 m
4209,doll_2.19 m
4210,doll_40.1 m
4211,doll_1.70 m
4212,doll_3.03 m
4213,doll_47.56 m
4214,doll_13.20 m
4215,doll_0.0 m
4216,doll_2.81 m
4217,doll_7.53 m
4218,doll_2.4 m
4219,doll_2.42 m
4220,doll_10.94 m
4221,doll_3.57 m
4222,doll_102.88 m
4223,doll_255.51 m
4224,doll_2.27 m
4225,doll_1.93 m
4226,doll_12.9 m
4227,doll_9.80 m
4228,doll_4.42 m
4229,doll_16.91 m
4230,doll_60.15 m
4231,doll_44.79 m
4232,doll_9.39 m
4233,doll_7.13 m
4234,doll_2.9 m
4235,doll_26.74 m
4236,doll_8.64 m
4237,doll_4.48 m
4238,doll_7.29 m
4239,doll_34.46 m
4240,doll_133.95 m
4241,doll_33.06 m
4242,doll_26.53 m
4243,doll_4.41 m
4244,doll_11.1 m
4245,doll_9.88 m
4246,doll_17.26 m
4247,doll_2.56 m
4248,doll_1.69 m
4249,doll_199.41 m
4250,doll_8.61 m
4251,doll_2.61 m
4252,doll_1.8 m
4253,doll_11.03 m
4254,doll_40.87 m
4255,doll_2.87 m
4256,doll_12.02 m
4257,doll_8.16 m
4258,doll_2.11 m
4259,doll_3.19 m
4260,doll_2.3 m
4261,doll_37.21 m
4262,doll_37.11 m
4263,doll_2.07 m
4264,doll_4.43 m
4265,doll_114.04 m
4266,doll_0.0 m
4267,doll_11.12 m
4268,doll_1.98 m
4269,doll_3.4 m
4270,doll_70.42 m
4271,doll_1.70 m
4272,doll_11.40 m
4273,doll_9.01 m
4274,doll_6.73 m
4275,doll_46.57 m
4276,doll_156.62 m
4277,doll_22.39 m
4278,doll_2.16 m
4279,doll_3.2 m
4280,doll_7.16 m
4281,doll_3.55 m
4282,doll_2.64 m
4283,doll_15.49 m
4284,doll_13.73 m
4285,doll_13.23 m
4286,doll_3.78 m
4287,doll_12.76 m
4288,doll_4.87 m
4289,doll_2.41 m
4290,doll_2.0 m
4291,doll_2.36 m
4292,doll_3.3 m
4293,doll_12.57 m
4294,doll_3.12 m
4295,doll_26.87 m
4296,doll_45.55 m
4297,doll_16.38 m
4298,doll_108.49 m
4299,doll_79.76 m
4300,doll_2.6 m
4301,doll_11.59 m
4302,doll_5.01 m
4303,doll_1.9 m
4304,doll_20.70 m
4305,doll_38.95 m
4306,doll_4.30 m
4307,doll_56.65 m
4308,doll_2.36 m
4309,doll_11.91 m
4310,doll_83.21 m
4311,doll_1.98 m
4312,doll_4.88 m
4313,doll_7.12 m
4314,doll_7.7 m
4315,doll_7.50 m
4316,doll_5.43 m
4317,doll_39.66 m
4318,doll_5.47 m
4319,doll_44.08 m
4320,doll_3.91 m
4321,doll_5.59 m
4322,doll_11.38 m
4323,doll_3.5 m
4324,doll_6.66 m
4325,doll_6.85 m
4326,doll_2.02 m
4327,doll_11.22 m
4328,doll_10.74 m
4329,doll_172.13 m
4330,doll_2.24 m
4331,doll_2.61 m
4332,doll_5.3 m
4333,doll_4.00 m
4334,doll_10.97 m
4335,doll_28.98 m
4336,doll_6.86 m
4337,doll_52.18 m
4338,doll_5.48 m
4339,doll_47.96 m
4340,doll_3.4 m
4341,doll_2.06 m
4342,doll_4.2 m
4343,doll_23.44 m
4344,doll_7.30 m
4345,doll_34.43 m
4346,doll_236.92 m
4347,doll_17.35 m
4348,doll_9.62 m
4349,doll_10.49 m
4350,doll_26.63 m
4351,doll_18.03 m
4352,doll_17.06 m
4353,doll_13.57 m
4354,doll_2.3 m
4355,doll_12.80 m
4356,doll_2.01 m
4357,doll_4.09 m
4358,doll_26.24 m
4359,doll_1.90 m
4360,doll_514.08 m
4361,doll_1.01 m
4362,doll_62.42 m
4363,doll_15.25 m
4364,doll_18.94 m
4365,doll_28.03 m
4366,doll_6.0 m
4367,doll_2.08 m
4368,doll_2.06 m
4369,doll_3.67 m
4370,doll_4.18 m
4371,doll_6.34 m
4372,doll_51.55 m
4373,doll_4.85 m
4374,doll_6.31 m
4375,doll_2.46 m
4376,doll_16.95 m
4377,doll_12.6 m
4378,doll_21.90 m
4379,doll_5.96 m
4380,doll_23.40 m
4381,doll_376.13 m
4382,doll_3.01 m
4383,doll_82.21 m
4384,doll_24.21 m
4385,doll_2.20 m
4386,doll_2.18 m
4387,doll_2.63 m
4388,doll_12.85 m
4389,doll_4.81 m
4390,doll_1.6 m
4391,doll_3.28 m
4392,doll_33.60 m
4393,doll_77.40 m
4394,doll_35.37 m
4395,doll_3.06 m
4396,doll_78.63 m
4397,doll_10.41 m
4398,doll_4.16 m
4399,doll_1.58 m
4400,doll_1.7 m
4401,doll_24.2 m
4402,doll_6.85 m
4403,doll_4.12 m
4404,doll_44.91 m
4405,doll_15.48 m
4406,doll_9.73 m
4407,doll_0.0 m
4408,doll_197.80 m
4409,doll_7.88 m
4410,doll_11.09 m
4411,doll_3.94 m
4412,doll_17.21 m
4413,doll_2.55 m
4414,doll_2.1 m
4415,doll_10.65 m
4416,doll_4.70 m
4417,doll_81.49 m
4418,doll_14.74 m
4419,doll_5.80 m
4420,doll_14.98 m
4421,doll_15.39 m
4422,doll_251.98 m
4423,doll_6.64 m
4424,doll_12.14 m
4425,doll_1.5 m
4426,doll_9.1 m
4427,doll_143.27 m
4428,doll_2.90 m
4429,doll_58.06 m
4430,doll_22.24 m
4431,doll_14.37 m
4432,doll_210.95 m
4433,doll_12.68 m
4434,doll_1.93 m
4435,doll_3.7 m
4436,doll_3.81 m
4437,doll_282.24 m
4438,doll_6.13 m
4439,doll_6.79 m
4440,doll_208.16 m
4441,doll_80.33 m
4442,doll_60.07 m
4443,doll_6.74 m
4444,doll_3.76 m
4445,doll_3.3 m
4446,doll_1.55 m
4447,doll_36.90 m
4448,doll_14.50 m
4449,doll_125.86 m
4450,doll_0.0 m
4451,doll_9.12 m
4452,doll_45.41 m
4453,doll_8.98 m
4454,doll_5.9 m
4455,doll_2.5 m
4456,doll_4.83 m
4457,doll_2.76 m
4458,doll_62.47 m
4459,doll_1.15 m
4460,doll_26.56 m
4461,doll_5.39 m
4462,doll_1.97 m
4463,doll_6.46 m
4464,doll_18.8 m
4465,doll_7.06 m
4466,doll_2.90 m
4467,doll_11.38 m
4468,doll_47.23 m
4469,doll_27.80 m
4470,doll_45.11 m
4471,doll_3.41 m
4472,doll_50.72 m
4473,doll_7.88 m
4474,doll_4.9 m
4475,doll_5.8 m
4476,doll_3.81 m
4477,doll_1.33 m
4478,doll_5.67 m
4479,doll_25.37 m
4480,doll_1.53 m
4481,doll_25.65 m
4482,doll_40.31 m
4483,doll_3.52 m
4484,doll_16.49 m
4485,doll_4.2 m
4486,doll_7.62 m
4487,doll_74.35 m
4488,doll_1.54 m
4489,doll_1.37 m
4490,doll_50.31 m
4491,doll_82.24 m
4492,doll_24.27 m
4493,doll_10.5 m
4494,doll_20.84 m
4495,doll_2.4 m
4496,doll_8.31 m
4497,doll_1.61 m
4498,doll_20.61 m
4499,doll_79.53 m
4500,doll_27.28 m
4501,doll_5.23 m
4502,doll_70.18 m
4503,doll_2.29 m
4504,doll_3.1 m
4505,doll_2.32 m
4506,doll_4.75 m
4507,doll_1.98 m
4508,doll_20.15 m
4509,doll_0.0 m
4510,doll_9.02 m
4511,doll_1.88 m
4512,doll_1.9 m
4513,doll_1.67 m
4514,doll_5.22 m
4515,doll_57.66 m
4516,doll_158.25 m
4517,doll_56.34 m
4518,doll_6.60 m
4519,doll_155.6 m
4520,doll_10.15 m
4521,doll_2.4 m
4522,doll_8.63 m
4523,doll_232.37 m
4524,doll_4.11 m
4525,doll_66.52 m
4526,doll_3.79 m
4527,doll_18.38 m
4528,doll_222.17 m
4529,doll_6.32 m
4530,doll_19.42 m
4531,doll_9.68 m
4532,doll_6.7 m
4533,doll_26.72 m
4534,doll_15.43 m
4535,doll_6.22 m
4536,doll_82.18 m
4537,doll_286.36 m
4538,doll_28.10 m
4539,doll_103.63 m
4540,doll_5.62 m
4541,doll_6.3 m
4542,doll_9.09 m
4543,doll_23.97 m
4544,doll_1.70 m
4545,doll_58.83 m
4546,doll_2.01 m
4547,doll_108.51 m
4548,doll_347.44 m
4549,doll_77.76 m
4550,doll_3.92 m
4551,doll_3.75 m
4552,doll_1.6 m
4553,doll_4.91 m
4554,doll_20.34 m
4555,doll_7.43 m
4556,doll_7.13 m
4557,doll_1.92 m
4558,doll_4.32 m
4559,doll_16.95 m
4560,doll_13.56 m
4561,doll_3.96 m
4562,doll_1.75 m
4563,doll_14.45 m
4564,doll_7.8 m
4565,doll_54.10 m
4566,doll_2.65 m
4567,doll_3.33 m
4568,doll_10.49 m
4569,doll_487.89 m
4570,doll_33.34 m
4571,doll_30.41 m
4572,doll_3.92 m
4573,doll_50.78 m
4574,doll_4.0 m
4575,doll_8.0 m
4576,doll_27.3 m
4577,doll_2.29 m
4578,doll_9.20 m
4579,doll_20.02 m
4580,doll_2.98 m
4581,doll_33.66 m
4582,doll_0.0 m
4583,doll_41.02 m
4584,doll_4.25 m
4585,doll_4.07 m
4586,doll_29.0 m
4587,doll_14.0 m
4588,doll_9.2 m
4589,doll_5.71 m
4590,doll_10.06 m
4591,doll_130.40 m
4592,doll_8.23 m
4593,doll_5.68 m
4594,doll_76.93 m
4595,doll_10.67 m
4596,doll_4.77 m
4597,doll_2.13 m
4598,doll_46.6 m
4599,doll_29.4 m
4600,doll_3.02 m
4601,doll_2.72 m
4602,doll_14.48 m
4603,doll_2.56 m
4604,doll_1.21 m
4605,doll_0.0 m
4606,doll_294.23 m
4607,doll_26.09 m
4608,doll_1.66 m
4609,doll_1.96 m
4610,doll_1.57 m
4611,doll_2.1 m
4612,doll_164.03 m
4613,doll_4.87 m
4614,doll_14.85 m
4615,doll_26.82 m
4616,doll_17.94 m
4617,doll_36.77 m
4618,doll_235.75 m
4619,doll_532.61 m
4620,doll_5.74 m
4621,doll_57.38 m
4622,doll_1.55 m
4623,doll_9.1 m
4624,doll_8.78 m
4625,doll_18.66 m
4626,doll_3.82 m
4627,doll_99.86 m
4628,doll_4.94 m
4629,doll_533.07 m
4630,doll_64.53 m
4631,doll_11.86 m
4632,doll_4.77 m
4633,doll_2.8 m
4634,doll_2.27 m
4635,doll_10.17 m
4636,doll_10.68 m
4637,doll_2.00 m
4638,doll_159.02 m
4639,doll_12.70 m
4640,doll_214.60 m
4641,doll_6.74 m
4642,doll_15.65 m
4643,doll_63.88 m
4644,doll_1.58 m
4645,doll_5.93 m
4646,doll_3.3 m
4647,doll_11.54 m
4648,doll_2.37 m
4649,doll_58.35 m
4650,doll_140.16 m
4651,doll_2.00 m
4652,doll_1.32 m
4653,doll_7.00 m
4654,doll_7.89 m
4655,doll_19.43 m
4656,doll_169.47 m
4657,doll_122.2 m
4658,doll_1.84 m
4659,doll_14.99 m
4660,doll_10.88 m
4661,doll_50.20 m
4662,doll_1.21 m
4663,doll_74.18 m
4664,doll_162.22 m
4665,doll_164.63 m
4666,doll_197.26 m
4667,doll_1.62 m
4668,doll_3.8 m
4669,doll_1.6 m
4670,doll_1.99 m
4671,doll_8.57 m
4672,doll_119.25 m
4673,doll_9.01 m
4674,doll_1.68 m
4675,doll_150.98 m
4676,doll_177.47 m
4677,doll_450.46 m
4678,doll_4.11 m
4679,doll_20.2 m
4680,doll_2.47 m
4681,doll_3.4 m
4682,doll_5.10 m
4683,doll_2.29 m
4684,doll_8.60 m
4685,doll_8.93 m
4686,doll_440.36 m
4687,doll_7.36 m
4688,doll_7.32 m
4689,doll_16.49 m
4690,doll_11.5 m
4691,doll_1.8 m
4692,doll_10.29 m
4693,doll_5.29 m
4694,doll_4.62 m
4695,doll_4.64 m
4696,doll_15.67 m
4697,doll_9.37 m
4698,doll_223.83 m
4699,doll_3.67 m
4700,doll_2.16 m
4701,doll_6.56 m
4702,doll_1.94 m
4703,doll_3.91 m
4704,doll_14.3 m
4705,doll_25.70 m
4706,doll_6.18 m
4707,doll_2.81 m
4708,doll_17.99 m
4709,doll_341.10 m
4710,doll_2.69 m
4711,doll_1.02 m
4712,doll_206.43 m
4713,doll_4.15 m
4714,doll_15.87 m
4715,doll_11.65 m
4716,doll_14.6 m
4717,doll_15.73 m
4718,doll_53.18 m
4719,doll_3.70 m
4720,doll_3.23 m
4721,doll_61.12 m
4722,doll_91.93 m
4723,doll_2.5 m
4724,doll_19.88 m
4725,doll_33.3 m
4726,doll_4.63 m
4727,doll_49.10 m
4728,doll_6.62 m
4729,doll_49.94 m
4730,doll_1.71 m
4731,doll_136.35 m
4732,doll_7.65 m
4733,doll_4.28 m
4734,doll_13.1 m
4735,doll_11.41 m
4736,doll_28.95 m
4737,doll_75.90 m
4738,doll_3.65 m
4739,doll_1.57 m
4740,doll_81.75 m
4741,doll_4.53 m
4742,doll_13.65 m
