,name,industry,sector,headquarters,founded,type,founders,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
355,Grupo Lo Monaco,Consumer goods,Furnishings,Granada,1996,,,,,,,,,
356,Grupo Puma,Industrials,Building materials & fixtures,Madrid,1985,,,,,,,,,
357,Hijos de Rivera,Consumer goods,Brewers,A Coruña,1906,,,,,,,,,
358,Hipercor,Consumer services,Food retailers & wholesalers,Madrid,1979,,,,,,,,,
359,Iberdrola,Utilities,Conventional electricity,Bilbao,1992,,,,,,,,,
360,Iberia,Consumer services,Airlines,Madrid,1927,,,,,,,,,
361,Idilia Foods,Consumer goods,Food products,Barcelona,1940,,,,,,,,,
362,Inditex,Consumer services,Apparel retailers,Arteixo,1985,,,,,,,,,
363,Indra Sistemas,Industrials,Aerospace,Madrid,1993,,,,,,,,,
364,Inmobiliaria Colonial,Financials,Real estate holding & development,Madrid,1946,,,,,,,,,
365,Irizar,Industrials,Commercial vehicles & trucks,Ormaiztegi,1889,,,,,,,,,
366,Joma,Consumer goods,Clothing & accessories,Portillo de Toledo,1965,,,,,,,,,
367,Kelme,Consumer services,Apparel retailers,Elche,1977,,,,,,,,,
368,La Caixa,Financials,Banks,Valencia,1990,,,,,,,,,
369,La Casera,Consumer services,Food retailers & wholesalers,Madrid,1949,,,,,,,,,
370,Lacasa,Consumer goods,Food products,Zaragoza,1852,,,,,,,,,
371,Lladró,Consumer goods,Recreational products,Tavernes Blanques,1953,,,,,,,,,
372,Llaollao,Consumer goods,Food products,Murcia,2009,,,,,,,,,
373,Mahou San Miguel,Consumer goods,Brewers,Madrid,1890,,,,,,,,,
374,Majorica,Consumer goods,Clothing & accessories,Palma,1890,,,,,,,,,
375,Mango,Consumer services,Apparel retailers,Palau-solità i Plegamans,1984,,,,,,,,,
376,Mapfre,Financials,Full line insurance,Majadahonda,1933,,,,,,,,,
377,Marfeel,Technology,Software,Barcelona,2011,,,,,,,,,
378,Mediaset España Comunicación,Consumer services,Broadcasting & entertainment,Madrid,1989,,,,,,,,,
379,Meliá Hotels International,Consumer services,Hotels,Palma,1956,,,,,,,,,
380,Mercadona,Consumer services,Food retailers & wholesalers,Tavernes Blanques,1977,,,,,,,,,
381,Mondragon Corporation,Conglomerates,-,Mondragón,1956,,,,,,,,,
382,Mutua Madrileña,Financials,Full line insurance,Madrid,1930,,,,,,,,,
383,Naipes Heraclio Fournier,Industrials,Recreational products,Vitoria-Gasteiz,1868,,,,,,,,,
384,Natra,Conglomerates,-,Valencia,1943,,,,,,,,,
385,Navantia,Industrials,Shipbuilding,Madrid,2005,,,,,,,,,
386,NH Hotel Group,Consumer services,Hotels,Madrid,1978,,,,,,,,,
387,Nodosa Shipyard,Industrials,Shipbuilding,Bueu,1982,,,,,,,,,
388,Obrascón Huarte Lain,Industrials,Heavy construction,Madrid,1999,,,,,,,,,
389,Orbea,Consumer goods,Recreational products,Mallabia,1931,,,,,,,,,
390,Pacha Group,Consumer services,Travel & tourism,Ibiza,1967,,,,,,,,,
391,Pescanova,Consumer goods,Food products,Redondela,1960,,,,,,,,,
392,Planeta Group,Consumer services,Publishing,Barcelona,1949,,,,,,,,,
393,Porcelanosa,Industrials,Building materials & fixtures,Villarreal,1973,,,,,,,,,
394,PRISA TV,Consumer services,Broadcasting & entertainment,Tres Cantos,1989,,,,,,,,,
395,Private Media Group,Consumer services,Broadcasting & entertainment,Barcelona,1965,,,,,,,,,
396,Prosegur,Industrials,Business support services,Madrid,1976,,,,,,,,,
397,Pyro Studios,Technology,Software,Alcobendas,1996,,,,,,,,,
398,Red Eléctrica de España,Utilities,Conventional electricity,Alcobendas,1985,,,,,,,,,
399,Renfe,Consumer services,Travel & tourism,Madrid,2005,,,,,,,,,
400,Repsol,Oil & gas,Integrated oil & gas,Madrid,1987,,,,,,,,,
401,RTVE,Consumer services,Broadcasting & entertainment,Madrid,2007,,,,,,,,,
402,RIU Hotels,Consumer services,Hotels,Majorca,1953,,,,,,,,,
403,Sacyr,Industrials,Heavy construction,Madrid,1999,,,,,,,,,
404,Santana Motor,Consumer goods,Automobiles,Linares,1956,,,,,,,,,
405,SEAT,Consumer goods,Automobiles,Martorell,1950,,,,,,,,,
406,SENER,Industrials,Heavy construction,Getxo,1956,,,,,,,,,
407,Sener Aeronáutica,Industrials,Aerospace,Getxo,1956,,,,,,,,,
408,Talgo,Industrials,Commercial vehicles & trucks,Las Rozas de Madrid,1942,,,,,,,,,
409,Técnicas Reunidas,Oil & gas,Oil equipment & services,Madrid,1959,,,,,,,,,
410,Telefónica,Telecommunications,Fixed line telecommunications,Madrid,1924,,,,,,,,,
411,Telepizza,Consumer services,Restaurants & bars,Madrid,1987,,,,,,,,,
412,Terra,Technology,Internet,Madrid,1999,,,,,,,,,
413,Uralita Group,Industrials,Building materials & fixtures,Madrid,1907,,,,,,,,,
414,Vidal,Consumer goods,Food products,Molina de Segura,1963,,,,,,,,,
415,Vitelcom,Consumer goods,Consumer electronics,Málaga,2001,,,,,,,,,
416,Vodafone Spain,Telecommunications,Mobile telecommunications,Madrid,2000,,,,,,,,,
417,Vueling,Consumer services,Airlines,Barcelona,2004,,,,,,,,,
418,Zara,Consumer services,Apparel retailers,Arteixo,1974,,,,,,,,,
419,Zinkia Entertainment,Consumer services,Broadcasting & entertainment,Madrid,2001,,,,,,,,,
420,Academa,Technology,Software,Ljubljana,1992,,,,,,,,,
421,Adria Airways,Consumer services,Airlines,Zgornji Brnik,1961,,,,,,,,,
422,Adria Mobil,Consumer goods,Automobiles,Novo Mesto,1965,,,,,,,,,
423,Akrapovič,Consumer goods,Automobiles,Ivančna Gorica,1990,,,,,,,,,
424,Alpina Žiri,Consumer goods,Footwear,Žiri,1948,,,,,,,,,
425,Amebis,Technology,Software,Kamnik,2012,,,,,,,,,
426,AMIS,Telecommunications,Fixed line telecommunications,Maribor,1995,,,,,,,,,
427,BTC,Consumer services,Broadline retailers,Ljubljana,1954,,,,,,,,,
428,Elan,Consumer goods,Recreational products,Begunje na Gorenjskem,1945,,,,,,,,,
429,Goodyear Dunlop Sava Tires,Consumer goods,Automobiles,Kranj,1998,,,,,,,,,
430,Gorenje,Consumer goods,Durable household products,Velenje,1950,,,,,,,,,
431,Iskra (company),Industrials,Diversified industrials,Kranj,1946,,,,,,,,,
432,Istrabenz,Conglomerates,-,Koper,1948,,,,,,,,,
433,Krka,Health care,Pharmaceuticals,Novo Mesto,1954,,,,,,,,,
434,Litostroj,Industrials,Industrial machinery,Ljubljana,1946,,,,,,,,,
435,Ljubljana Jože Pučnik Airport,Industrials,Transportation services,Ljubljana,1963,,,,,,,,,
436,Mercator,Consumer services,Food retailers & wholesalers,Ljubljana,1949,,,,,,,,,
437,Mobitel,Telecommunications,Mobile telecommunications,Ljubljana,1991,,,,,,,,,
438,Petrol Group,Consumer services,Specialty retailers,Ljubljana,1947,,,,,,,,,
439,Port of Koper,Industrials,Transportation services,Koper,1957,,,,,,,,,
440,Post of Slovenia,Industrials,Delivery services,Maribor,1995,,,,,,,,,
441,Slovenian Railways,Industrials,Railroads,Ljubljana,1991,,,,,,,,,
442,Slovenija ceste Tehnika,Industrials,Construction & materials,Ljubljana,1943,,,,,,,,,
443,Solinair,Consumer services,Airlines,Ljubljana,1991,,,,,,,,,
444,Tomos,Consumer goods,Automobiles,Koper,1954,,,,,,,,,
445,XLAB d.o.o,Technology,Software,Ljubljana,2001,,,,,,,,,
446,ZootFly,Technology,Software,Ljubljana,2002,,,,,,,,,
447,Air Slovakia,Consumer services,Airlines,Bratislava,1993,,,,,,,,,
448,Cestné a Stavebné Mechanizmy Tisovec,Industrials,Defense,Detva,1955,,,,,,,,,
449,Doprastav,Industrials,Heavy construction,Bratislava,1953,,,,,,,,,
450,Elnec,Industrials,Electronic equipment,Prešov,1991,,,,,,,,,
451,ESET,Technology,Computer services,Bratislava,1992,,,,,,,,,
452,Glass LPS,Consumer goods,Durable household products,Medzilaborce,1999,,,,,,,,,
453,Istrobanka,Financials,Banks,Bratislava,1992,,,,,,,,,
454,J&T Finance Group,Financials,Investment services,Bratislava,1993,,,,,,,,,
455,JTRE,Real estate,Real estate management & development,Bratislava,1996,,,,,,,,,
456,JJ Electronic,Industrials,Electrical components & equipment,Čadca,1993,,,,,,,,,
457,Komerční banka Bratislava,Financials,Banks,Bratislava,1995,,,,,,,,,
458,Matador,Consumer goods,Tires,Púchov,1947,,,,,,,,,
459,,,,,,,,,,,,,,
460,Orange Slovensko,Telecommunications,Mobile telecommunications,Bratislava,1997,,,,,,,,,
461,Penta Investments,Financials,Investment services,Bratislava,1994,,,,,,,,,
462,Poštová banka,Financials,Banks,Bratislava,1992,,,,,,,,,
463,Šariš Brewery,Consumer goods,Brewers,Veľký Šariš,1964,,,,,,,,,
464,Slovak Airlines,Consumer services,Airlines,Bratislava,1995,,,,,,,,,
465,Slovak Telekom,Telecommunications,Fixed line telecommunications,Bratislava,1999,,,,,,,,,
466,Slovalco,Basic materials,Aluminum,Žiar nad Hronom,1993,,,,,,,,,
467,Slovart Music,Consumer services,Broadcasting & entertainment,Bratislava,1993,,,,,,,,,
468,Slovenská pošta,Industrials,Delivery services,Banská Bystrica,1993,,,,,,,,,
469,Slovenská sporiteľňa,Financials,Banks,Bratislava,1819,,,,,,,,,
470,Slovenské elektrárne,Utilities,Conventional electricity,Bratislava,1942,,,,,,,,,
471,Slovenský plynárenský priemysel,Oil & gas,Exploration & production,Bratislava,2006,,,,,,,,,
472,Slovnaft,Oil & gas,Exploration & production,Bratislava,1949,,,,,,,,,
473,Sygic,Technology,Software,Bratislava,2004,,,,,,,,,
474,Tatra banka,Financials,Banks,Bratislava,1990,,,,,,,,,
475,O2 Slovakia,Telecommunications,Mobile telecommunications,Bratislava,2006,,,,,,,,,
476,Topvar,Consumer goods,Brewers,Veľký Šariš,1957,,,,,,,,,
477,Transpetrol AS,Oil & gas,Pipelines,Bratislava,1954,,,,,,,,,
478,U.S. Steel Košice,Basic materials,Iron & steel,Košice,2000,,,,,,,,,
479,Vagónka,Industrials,Commercial vehicles & trucks,Trebišov,1922,,,,,,,,,
480,Železničná spoločnosť Slovensko,Industrials,Railroads,Bratislava,2004,,,,,,,,,
481,Zlatý Bažant,Consumer goods,Brewers,Hurbanovo,1969,,,,,,,,,
482,Adevărul Holding,Consumer services,Publishing,Bucharest,2008,,,,,,,,,
483,Angst,Consumer services,Food retailers & wholesalers,Buftea,1990,,,,,,,,,
484,Antibiotice Iași,Health care,Pharmaceuticals,Iași,1955,,,,,,,,,
485,Apulum,Consumer goods,Durable household products,Alba Iulia,1970,,,,,,,,,
486,Arctic S.A.,Consumer goods,Durable household products,Găești,1968,,,,,,,,,
487,Automobile Dacia,Consumer goods,Automobiles,Mioveni,1966,,,,,,,,,
488,Banca Comercială Română,Financials,Banks,Bucharest,1990,,,,,,,,,
489,Banca Transilvania,Financials,Banks,Cluj-Napoca,1993,,,,,,,,,
490,Blue Air,Consumer services,Airlines,Bucharest,2004,,,,,,,,,
491,BRD – Groupe Société Générale,Financials,Banks,Bucharest,1923,,,,,,,,,
492,Căile Ferate Române,Industrials,Railroads,Bucharest,1880,,,,,,,,,
493,Continental Hotels,Consumer services,Hotels,Bucharest,1991,,,,,,,,,
494,Dedeman,Consumer services,Retail services,Bacău,1992,,,,,,,,,
495,European Drinks & Foods,Consumer goods,Food products,Ștei,1993,,,,,,,,,
496,Farmec,Consumer goods,Personal products,Cluj-Napoca,1993,,,,,,,,,
497,Ford Romania,Consumer goods,Automobiles,Craiova,1976,,,,,,,,,
498,GeCAD Software,Technology,Software,Bucharest,1992,,,,,,,,,
499,Grup Feroviar Român,Industrials,Railroads,Bucharest,2001,,,,,,,,,
500,Intact Media Group,Consumer services,Media agencies,Bucharest,1991,,,,,,,,,
501,Jolidon,Consumer goods,Clothing & accessories,Cluj-Napoca,1993,,,,,,,,,
502,Mangalia shipyard,Industrials,Commercial vehicles & trucks,Mangalia,1997,,,,,,,,,
503,Mega Image,Consumer services,Food retailers & wholesalers,Bucharest,1995,,,,,,,,,
504,Metrorex,Consumer services,Travel & tourism,Bucharest,1976,,,,,,,,,
505,Mobexpert,Consumer services,Specialty retailers,Bucharest,1993,,,,,,,,,
506,Napolact,Consumer goods,Food products,Cluj-Napoca,1905,,,,,,,,,
507,Orange Romania,Telecommunications,Mobile telecommunications,Bucharest,1997,,,,,,,,,
508,Petrom,Oil & gas,Integrated oil & gas,Bucharest,1991,,,,,,,,,
509,Petromidia Refinery,Oil & gas,Exploration & production,Năvodari,1974,,,,,,,,,
510,Poșta Română,Industrials,Delivery services,Bucharest,1862,,,,,,,,,
511,Raiffeisen Romania,Financials,Banks,Bucharest,1998,,,,,,,,,
512,RCS & RDS,Telecommunications,Fixed line telecommunications,Bucharest,1993,,,,,,,,,
513,Realitatea-Cațavencu,Consumer services,Media agencies,Bucharest,2006,,,,,,,,,
514,Regiotrans,Consumer services,Travel & tourism,Brașov,2005,,,,,,,,,
515,Roman,Industrials,Commercial vehicles & trucks,Brașov,1921,,,,,,,,,
516,Rompetrol,Oil & gas,Exploration & production,Bucharest,1974,,,,,,,,,
517,Romstal,Industrials,Industrial suppliers,Bucharest,1994,,,,,,,,,
518,Romtelecom,Telecommunications,Fixed line telecommunications,Bucharest,1989,,,,,,,,,
519,SIVECO Romania,Technology,Software,Bucharest,1992,,,,,,,,,
520,Softpedia,Technology,Software,Bucharest,2001,,,,,,,,,
521,Softwin,Technology,Software,Bucharest,1990,,,,,,,,,
522,TAROM,Consumer services,Airlines,Otopeni,1954,,,,,,,,,
523,Tehnoton,Consumer goods,Consumer electronics,Iaşi,1972,,,,,,,,,
524,Telekom Romania,Telecommunications,Fixed line telecommunications & mobile telecommunications,Bucharest,1991,,,,,,,,,
525,Terapia Ranbaxy,Health care,Pharmaceuticals,Cluj-Napoca,1920,,,,,,,,,
526,Țiriac Holdings,Conglomerates,-,Bucharest,1990,,,,,,,,,
527,Transferoviar Grup,Industrials,Railroads,Cluj-Napoca,2003,,,,,,,,,
528,Trilulilu,Technology,Internet,Cluj-Napoca,2007,,,,,,,,,
529,Ubisoft Bucharest,Technology,Software,Bucharest,1992,,,,,,,,,
530,UPC Romania,Telecommunications,Fixed line telecommunications,Bucharest,1992,,,,,,,,,
531,Ursus Breweries,Consumer goods,Brewers,Bucharest,1878,,,,,,,,,
532,UTI Holdings,Conglomerates,-,Bucharest,1990,,,,,,,,,
533,Vodafone Romania,Telecommunications,Mobile telecommunications,Bucharest,1997,,,,,,,,,
534,Zentiva,Health care,Pharmaceuticals,Bucharest,1962,,,,,,,,,
535,Altri,Basic materials,Paper,Porto,2005,,,,,,,,,
536,Ambar – Ideas on Paper S.A.,Industrials,Industrial suppliers,Porto,1939,,,,,,,,,
537,Banco Comercial Português,Financials,Banks,Porto,1985,,,,,,,,,
538,Bial,Health care,Pharmaceuticals,Trofa,1924,,,,,,,,,
539,Caixa Geral de Depósitos,Financials,Banks,Lisbon,1876,,,,,,,,,
540,Carris,Consumer services,Travel & tourism,Lisbon,1872,,,,,,,,,
541,Central de Cervejas,Consumer goods,Brewers,Vila Franca de Xira,1934,,,,,,,,,
542,Chipidea,Technology,Semiconductors,Oeiras,1997,,,,,,,,,
543,Churchill's Port,Wine making,Port wine,Porto,1981,,,,,,,,,
544,Ciberbit,Technology,Software,Coimbra,1995,,,,,,,,,
545,Cimpor,Industrials,Building materials & fixtures,Lisbon,1976,,,,,,,,,
546,CMS-Helmets,Consumer goods,Clothing & accessories,Anadia,1976,,,,,,,,,
547,Cofina,Consumer services,Publishing,Porto,1856,,,,,,,,,
548,Comboios de Portugal,Consumer services,Travel & tourism,Lisbon,1856,,,,,,,,,
549,Conservas Ramirez,Consumer goods,Food products,Matosinhos,1853,,,,,,,,,
550,Continente,Consumer services,Food retailers & wholesalers,Matosinhos,1985,,,,,,,,,
551,Corticeira Amorim,Basic materials,Industrial suppliers,Santa Maria da Feira,1870,,,,,,,,,
552,Critical Software,Technology,Software,Coimbra,1998,,,,,,,,,
553,,,,,,,,,,,,,,
554,Delta Cafés,Consumer goods,Food products,Campo Maior,1961,,,,,,,,,
555,EFACEC,Industrials,Electronic equipment,Matosinhos,1948,,,,,,,,,
556,Energias de Portugal,Utilities,Conventional electricity,Lisbon,1976,,,,,,,,,
557,Fábrica Nacional de Munições de Armas Ligeiras,Industrials,Defense,Lisbon,1947,,,,,,,,,
558,Galp Energia,Utilities,Gas distribution,Lisbon,1999,,,,,,,,,
559,Glintt,Technology,Software,Lisbon,2008,,,,,,,,,
560,Grupo José de Mello,Conglomerates,-,Lisbon,1986,,,,,,,,,
561,Iberomoldes,Industrials,General industries,Marinha Grande,1975,,,,,,,,,
562,Impresa,Consumer services,Media,Oeiras,1972,,,,,,,,,
563,Jerónimo Martins,Consumer services,Retail,Lisbon,1792,,,,,,,,,
564,Lactogal,Consumer goods,Food & beverage,Porto,1996,,,,,,,,,
565,Logoplaste,Industrials,Diversified industrials,Cascais,1976,,,,,,,,,
566,Martifer,Industrials,Heavy construction,Oliveira de Frades,1990,,,,,,,,,
567,Media Capital,Consumer services,Broadcasting & entertainment,Oeiras,1988,,,,,,,,,
568,Medinfar,Health care,Pharmaceuticals,Lisbon,1970,,,,,,,,,
569,MEO,Telecommunications,Mobile telecommunications,Lisbon,1991,,,,,,,,,
570,Montepio,Financials,Banks,Lisbon,1840,,,,,,,,,
571,Mota-Engil,Industrials,General industries,Porto,1946,,,,,,,,,
572,Move Interactive,Technology,Software,Cascais,2008,,,,,,,,,
573,NOS,Telecommunications,Fixed line telecommunications,Lisbon,1994,,,,,,,,,
574,Novabase,Technology,Software,Lisbon,1989,,,,,,,,,
575,Novo Banco,Financials,Banks,Lisbon,2014,,,,,,,,,
576,Pingo Doce,Consumer services,Food retailers & wholesalers,Lisbon,1980,,,,,,,,,
577,Porto Editora,Consumer services,Publishing,Porto,1944,,,,,,,,,
578,Portugal Telecom,Telecommunications,Fixed line telecommunications,Lisbon,1994,,,,,,,,,
579,Quidgest,Technology,Software,Lisbon,1988,,,,,,,,,
580,Rádio e Televisão de Portugal,Consumer services,Broadcasting & entertainment,Lisbon,1935,,,,,,,,,
581,Redes Energéticas Nacionais,Utilities,Conventional electricity,Lisbon,1994,,,,,,,,,
582,Renova,Basic materials,Paper,Torres Novas,1939,,,,,,,,,
583,SAPO,Telecommunications,Fixed line telecommunications,Lisbon,1995,,,,,,,,,
584,Semapa,Industrials,Building materials & fixtures,Lisbon,1991,,,,,,,,,
585,Simoldes,Industrials,Diversified industrials,Oliveira de Azeméis,1959,,,,,,,,,
586,Soares da Costa,Industrials,Heavy construction,Porto,1918,,,,,,,,,
587,SIC,Consumer services,Broadcasting & entertainment,Lisbon,1992,,,,,,,,,
588,Sonae Indústria,Industrials,Diversified industrials,Maia,1959,,,,,,,,,
589,Sonae,Conglomerates,-,Maia,1959,,,,,,,,,
590,Sovena Group,Consumer goods,Farming & fishing,Oeiras,1956,,,,,,,,,
591,Sumol + Compal,Consumer goods,Food products,Oeiras,2008,,,,,,,,,
592,Tabaqueira,Consumer goods,Tobacco,Lisbon,1927,,,,,,,,,
593,TAP Air Portugal,Consumer services,Airlines,Lisbon,1945,,,,,,,,,
594,Televisão Independente,Consumer services,Broadcasting & entertainment,Oeiras,1993,,,,,,,,,
595,The Navigator Company,Basic materials,Paper,Setúbal,2001,,,,,,,,,
596,Tranquilidade,Financials,Full line insurance,Lisbon,1871,,,,,,,,,
597,Tupam editores,Consumer services,Publishing,Lisbon,1977,,,,,,,,,
598,UMM,Industrials,Diversified industrials,Lisbon,1977,,,,,,,,,
599,Unicer Brewery,Consumer goods,Brewers,Matosinhos,1890,,,,,,,,,
600,Uniplaces,Technology,Internet,Lisbon,2012,,,,,,,,,
601,Visabeira,Conglomerates,-,Viseu,1980,,,,,,,,,
602,Vista Alegre,Consumer goods,Durable household products,Ílhavo,1824,,,,,,,,,
603,11 bit studios,Technology,Software,Warsaw,2010,,,,,,,,,
604,Adamów Coal Mine,Basic materials,Coal,Turek,1979,,,,,,,,,
605,Alior Bank,Financials,Banks,Warsaw,2008,,,,,,,,,
606,Amica,Consumer goods,Durable household products,Wronki,1945,,,,,,,,,
607,Asseco,Technology,Software,Rzeszów,1991,,,,,,,,,
608,Bank Millennium,Financials,Banks,Warsaw,1989,,,,,,,,,
609,Bank Pekao,Financials,Banks,Warsaw,1929,,,,,,,,,
610,Bełchatów Coal Mine,Basic materials,Coal,Bełchatów,1955,,,,,,,,,
611,Biedronka,Consumer services,Food retailers & wholesalers,Kostrzyn,1995,,,,,,,,,
612,Bochnia Salt Mine,Basic materials,General mining,Bochnia,1248,,,,,,,,,
613,Bogdanka Coal Mine,Basic materials,Coal,Lublin Voivodeship,1975,,,,,,,,,
614,Brainly,Technology,Software,Kraków,2009,,,,,,,,,
615,Browar Łomża,Consumer goods,Brewers,Łomża,1968,,,,,,,,,
616,Carlsberg Polska,Consumer goods,Brewers,Warsaw,2004,,,,,,,,,
617,CD Projekt,Technology,Software,Warsaw,1994,,,,,,,,,
618,Comarch,Technology,Software,Kraków,1993,,,,,,,,,
619,Elbrewery,Consumer goods,Brewers,Elbląg,1998,,,,,,,,,
620,Elektrim,Industrials,Diversified industrials,Warsaw,1992,,,,,,,,,
621,Enea SA,Utilities,Conventional Electricity,Poznań,2003,,,,,,,,,
622,Ericpol,Technology,Software,Łódź,1991,,,,,,,,,
623,Fablok,Industrials,Commercial vehicles & trucks,Chrzanów,1919,,,,,,,,,
624,Fabryka Samochodów Małolitrażowych,Consumer goods,Automobiles,Bielsko-Biała,1948,,,,,,,,,
625,Fabryka Samochodów Osobowych,Consumer goods,Automobiles,Warszawa,1948,,,,,,,,,
626,FŁT-Kraśnik,Industrials,Diversified industrials,Kraśnik,1938,,,,,,,,,
627,FASING S.A.,Industrials,Diversified industrials,Katowice,1913,,,,,,,,,
628,Gaworzyce mine,Basic materials,Nonferrous metals,Gaworzyce,2004,,,,,,,,,
629,Gaz-System,Utilities,Gas distribution,Warsaw,2004,,,,,,,,,
630,Głogów Głęboki-Przemysłowy mine,Basic materials,Nonferrous metals,Polkowice,2004,,,,,,,,,
631,Grupa Azoty,Chemical industry,Specialty chemicals,Tarnów,1927,,,,,,,,,
632,Grupa Lotos,Oil & gas,Exploration & production,Gdańsk,2003,,,,,,,,,
633,Gubin Coal Mine,Basic materials,Coal,Gubin,1955,,,,,,,,,
