ft-revenue_2020_eu,companiesmarketcap-share_price,forbes-profit,companiesmarketcap-pricecap,disfold-market_cap,globaldata-market_cap,valuetoday-annual_net_income_usd,ft-revenue_2017_eu,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,forbes-sales,companiesmarketcap-earnings,forbes-market_value,valuetoday-annual_revenue_usd
doll_1.83 m,doll_79.62,doll_4.99 b,doll_105.90 b,doll_€98.32 b,doll_18.0 b,doll_21.094 m,"156,130",,,doll_1.1 b,,doll_214.6 b,,doll_49.04 b,doll_63.495 m
doll_9.92 m,doll_449.97,doll_7.15 b,doll_105.29 b,doll_109.56 b,doll_2.5 b,doll_5.743 m,"855,321",,,doll_1.1 b,,doll_62 b,,doll_116.16 b,doll_57.350 m
doll_3.33 m,doll_58.64,doll_4.65 b,doll_105.71 b,doll_£83.87 b,doll_4.5 b,doll_6.489 m,"288,095",,,doll_1.1 b,,doll_51.68 b,,doll_97.92 b,doll_50.971 m
doll_24.72 m,doll_35.36,doll_6.4 b,doll_107.07 b,doll_110.46 b,doll_2.7 b,doll_2.567 m,"2,326,082",,,doll_1.1 b,,doll_35.5 b,,doll_42.33 b,doll_9.356 m
doll_16.01 m,doll_191.39,doll_8.08 b,doll_108.84 b,doll_€95.41 b,doll_654.7 m,doll_3.827 m,"1,383,205",,,doll_1.1 b,,doll_46.06 b,,doll_124.43 b,doll_18.200 m
doll_3.23 m,doll_712.98,doll_6.03 b,doll_107.08 b,adoll_147.72 b,0,doll_7.427 m,"281,000",,,doll_1.1 b,,doll_46.92 b,,doll_112.09 b,doll_47.525 m
doll_8.87 m,doll_116.94,doll_4.95 b,doll_107.94 b,doll_112.71 b,doll_441.9 m,doll_7.456 m,"777,410",,,doll_1.1 b,,doll_47.84 b,,doll_41.42 b,doll_16.562 m
doll_28.0 m,doll_182.87,doll_5.67 b,doll_108.98 b,doll_¥13.868 t,doll_1.6 b,doll_3.024 m,"2,527,006",,,doll_1.1 b,,doll_47.17 b,,doll_39.76 b,doll_8.297 m
doll_5.74 m,doll_86.34,doll_7.21 b,doll_109.16 b,hkdoll_895.27 b,0,doll_34.221 m,"522,712",,,doll_1.1 b,,doll_23.12 b,,doll_75.48 b,doll_168.300 m
doll_3.73 m,doll_89.03,doll_6.53 b,doll_111.66 b,doll_€103.77 b,doll_2.6 b,doll_4.654 m,"337,525",,,doll_1.1 b,,doll_92.9 b,,doll_51.78 b,doll_51.682 m
doll_7.64 m,doll_269.90,doll_10.91 b,doll_111.96 b,doll_115.11 b,doll_1.5 b,doll_4.669 m,"692,440",,,doll_1.1 b,,doll_37.77 b,,doll_62.6 b,doll_54.304 m
doll_6.01 m,doll_69.82,doll_7.7 b,doll_113.15 b,doll_£88.13 b,doll_1.5 b,doll_8.000 m,"551,000",,,doll_1.1 b,,doll_44.51 b,,doll_210.98 b,doll_133.170 m
doll_3.6 m,doll_141.85,doll_4.63 b,doll_113.81 b,doll_115.68 b,doll_830.0 m,doll_5.740 m,"330,500",,,doll_1.1 b,,doll_46.23 b,,doll_70.26 b,doll_44.655 m
doll_4.89 m,doll_45.01,doll_8 b,doll_114.09 b,doll_115.98 b,doll_605.0 m,doll_6.946 m,"455,000",,,doll_1.1 b,,doll_52.02 b,,doll_62.81 b,doll_106.000 m
doll_17.58 m,doll_6.36,doll_4.96 b,doll_115.00 b,doll_£89.86 b,doll_6.6 b,doll_-6.520 m,"1,643,572",,,doll_1.1 b,,doll_35.96 b,,doll_52.89 b,doll_74.196 m
doll_2.2 m,doll_407.92,doll_6.49 b,doll_114.59 b,doll_119.20 b,doll_355.0 m,230 million usd,"205,554",,,doll_1.1 b,,doll_50.98 b,,doll_115.91 b,doll_5.896 m
doll_6.84 m,doll_5.03,doll_7.01 b,doll_115.97 b,doll_119.80 b,doll_952.4 m,doll_2.939 m,"643,299",,,doll_1.1 b,,doll_108.31 b,,doll_40.83 b,doll_4.759 m
doll_6.62 m,doll_36.87,doll_6.52 b,doll_115.89 b,doll_121.12 b,doll_3.8 b,,"628,384",,,doll_1.1 b,,doll_107.99 b,,doll_45.95 b,doll_110.000 m
doll_221.39 m,doll_156.75,doll_5.77 b,doll_117.12 b,doll_121.20 b,doll_550.2 m,doll_4.643 m,"21,098,843",,,doll_1.1 b,,doll_18.98 b,,doll_127.6 b,doll_57.468 m
doll_1.67 m,doll_359.80,doll_6.44 b,doll_117.22 b,doll_€110.51 b,doll_561.4 m,-352 million usd,"160,539",,,doll_1.1 b,,doll_23.19 b,,doll_67.64 b,doll_5.991 m
doll_22.14 m,doll_60.35,doll_4.94 b,doll_120.11 b,doll_kr1.074 t,doll_1.3 b,doll_6.104 m,"2,131,000",,,doll_1.1 b,,doll_37.55 b,,doll_90.92 b,
doll_15.49 m,doll_10.23,doll_5.87 b,doll_120.50 b,doll_€123.59 b,doll_2.7 b,doll_5.861 m,"1,521,010",,,doll_1.1 b,,doll_91.9 b,,doll_45.78 b,doll_27.705 m
doll_2.02 m,doll_105.05,doll_5.98 b,doll_120.57 b,doll_124.13 b,doll_2.1 b,-559 million usd,"194,780",,,doll_1.1 b,,doll_49.17 b,,doll_74.12 b,doll_149.500 m
doll_3.0 m,doll_29.41,doll_4.32 b,doll_121.37 b,doll_124.98 b,doll_1.1 b,doll_8.079 m,"291,720",,,doll_1.1 b,,doll_102.7 b,,doll_37.61 b,doll_45.828 m
doll_1.72 m,doll_74.98,doll_8.63 b,doll_120.89 b,hkdoll_980.48 b,doll_756.2 m,,"167,000",,,doll_1.1 b,,doll_56.99 b,,doll_25.26 b,doll_6.936 m
doll_5.64 m,doll_30.58,doll_12.84 b,doll_122.12 b,doll_£95.96 b,doll_2.0 b,,"552,355",,,doll_1.1 b,,doll_25.48 b,,doll_436.49 b,doll_49.100 m
doll_12.79 m,doll_236.13,doll_6.95 b,doll_122.88 b,doll_¥15.514 t,doll_1.2 b,doll_3.531 m,"1,269,382",,,doll_1.1 b,,doll_106 b,,doll_111.76 b,doll_31.853 m
doll_43.81 m,doll_0.44,doll_5.04 b,doll_123.07 b,doll_¥9.754 t,doll_3.3 b,doll_2.948 m,"4,340,517",,,doll_1.1 b,,doll_41.98 b,,doll_35.28 b,doll_16.046 m
doll_2.52 m,doll_72.69,doll_5.52 b,doll_122.92 b,doll_80.16 b,doll_4.6 b,doll_3.499 m,"249,975",,,doll_1.1 b,,doll_53.82 b,,"doll_1,038.73 b",doll_19.445 m
doll_1.57 m,doll_164.16,doll_5.64 b,doll_75.56 b,doll_€72.85 b,doll_1.7 b,doll_4.677 m,"156,300",,,doll_1.1 b,,doll_44.45 b,,doll_123.81 b,doll_34.022 m
doll_2.03 m,doll_99.52,doll_5.11 b,doll_76.63 b,doll_80.92 b,doll_6.4 b,doll_8.618 m,"204,620",,,doll_1.1 b,,doll_22.51 b,,doll_98.28 b,doll_88.706 m
doll_26.63 m,doll_82.35,doll_8.77 b,doll_77.08 b,adoll_108.03 b,doll_289.7 m,doll_3.367 m,"2,693,390",,,doll_1.1 b,,doll_30.17 b,,doll_31.55 b,doll_21.695 m
doll_29.62 m,doll_132.51,doll_3.47 b,doll_77.51 b,doll_82.60 b,doll_2.6 b,doll_2.968 m,"3,058,141",,,doll_1.1 b,,doll_84.88 b,,doll_35.48 b,doll_16.311 m
doll_20.83 m,doll_16.72,doll_3.93 b,doll_77.98 b,doll_€75.34 b,doll_642.8 m,doll_7.284 m,"2,456,563",,,doll_1.1 b,,doll_103.58 b,,doll_26.56 b,doll_114.040 m
doll_2.27 m,doll_147.96,doll_6.29 b,doll_78.78 b,cdoll_104.90 b,doll_5.2 b,doll_5.921 m,"230,800",,,doll_1.1 b,,doll_135.95 b,,doll_39.34 b,doll_35.355 m
doll_18.2 m,doll_4.19,doll_6.46 b,doll_79.02 b,doll_84.67 b,doll_11.4 b,doll_-2.046 m,"1,870,109",,,doll_1.1 b,,doll_30.28 b,,doll_189.4 b,doll_9.955 m
doll_72.04 m,"doll_2,085",doll_3.37 b,doll_80.89 b,doll_85.03 b,doll_452.0 m,,"7,450,099",,,doll_1.1 b,,doll_102.13 b,,doll_31.36 b,doll_17.000 m
doll_2.71 m,doll_23.20,doll_18.04 b,doll_80.89 b,doll_86.49 b,0,doll_1.165 m,"280,390",,,doll_1.1 b,,doll_61.95 b,,doll_51.41 b,doll_10.958 m
doll_11.5 m,doll_186.76,doll_8.41 b,doll_81.20 b,doll_87.16 b,doll_1.5 b,,"1,217,338",,,doll_1.1 b,,doll_96.25 b,,doll_130.37 b,doll_91.686 m
doll_5.02 m,doll_321.37,doll_5.13 b,doll_82.49 b,doll_87.17 b,doll_892.7 m,doll_3.931 m,"529,371",,,doll_1.1 b,,doll_91.55 b,,doll_53.19 b,doll_6.835 m
doll_66.15 m,doll_138.97,doll_5.97 b,doll_81.62 b,doll_£66.57 b,doll_3.3 b,doll_2.254 m,"7,177,912",,,doll_1.1 b,,doll_96.62 b,,doll_55.04 b,doll_10.493 m
doll_4.05 m,doll_13.32,doll_5.25 b,doll_82.91 b,cdoll_109.48 b,doll_4.0 b,doll_7.565 m,"429,505",,,doll_1.1 b,,doll_19.93 b,,doll_71.9 b,doll_157.740 m
doll_19.45 m,doll_40.61,doll_7.83 b,doll_82.78 b,doll_87.64 b,doll_1.0 b,doll_17.937 m,"2,096,570",,,doll_1.1 b,,doll_28.5 b,,doll_239.64 b,doll_136.340 m
doll_4.44 m,doll_412.87,doll_10.49 b,doll_83.39 b,cdoll_109.86 b,doll_199.7 m,doll_3.242 m,"479,290",,,doll_1.1 b,,doll_125.11 b,,doll_32.17 b,doll_27.708 m
doll_6.8 m,doll_766.39,doll_4.91 b,doll_83.46 b,doll_88.76 b,doll_17.1 b,doll_6.315 m,"735,758",,,doll_1.1 b,,doll_31.79 b,,doll_144.62 b,doll_67.044 m
doll_3.46 m,doll_545.60,doll_5.64 b,doll_83.97 b,doll_88.77 b,doll_2.3 b,doll_1.994 m,"374,200",,,doll_1.1 b,,doll_33.18 b,,doll_124.02 b,doll_17.108 m
doll_4.71 m,doll_147.94,doll_8.39 b,doll_84.02 b,adoll_119.58 b,doll_897.7 m,doll_2.037 m,"530,785",,,doll_1.1 b,,doll_37.55 b,,doll_61.31 b,doll_7.776 m
doll_4.86 m,doll_190.13,doll_4.33 b,doll_84.69 b,doll_89.82 b,doll_5.0 b,,"533,144",,,doll_1.1 b,,doll_68.4 b,,doll_31.5 b,doll_47.600 m
doll_2.81 m,doll_74.66,doll_6.21 b,doll_85.11 b,doll_90.34 b,doll_1.8 b,,"308,810",,,doll_1.1 b,,doll_65.75 b,,doll_118.82 b,doll_212.870 m
doll_2.27 m,doll_21.32,doll_6.14 b,doll_85.28 b,hkdoll_708.63 b,doll_2.0 b,doll_2.464 m,"252,871",,,doll_1.1 b,,doll_20.3 b,,doll_100.8 b,doll_21.111 m
doll_9.39 m,doll_239.01,doll_4.1 b,doll_85.28 b,doll_90.67 b,doll_1.2 b,-679 million usd,"1,052,796",,,doll_1.1 b,,doll_20.46 b,,doll_61.42 b,doll_1.219 m
doll_26.53 m,doll_47.63,doll_3.91 b,doll_85.36 b,doll_€82.13 b,doll_2.8 b,doll_4.602 m,"3,046,667",,,doll_1.1 b,,doll_25.1 b,,doll_87.98 b,doll_119.890 m
doll_8.61 m,doll_168.63,doll_5.56 b,doll_85.88 b,doll_€84.18 b,doll_774.1 m,443 million usd,"1,057,443",,,doll_1.1 b,,doll_106.84 b,,doll_35.64 b,doll_31.453 m
doll_2.11 m,doll_20.19,doll_3.07 b,doll_86.00 b,doll_€85.38 b,doll_5.4 b,doll_4.300 m,"237,410",,,doll_1.1 b,,doll_59.08 b,,doll_56.87 b,doll_28.720 m
doll_11.12 m,doll_213.41,doll_3.85 b,doll_86.06 b,cdoll_118.85 b,doll_88.6 m,doll_4.605 m,"1,255,372",,,doll_1.1 b,,doll_50.57 b,,doll_35.19 b,doll_17.227 m
doll_156.62 m,doll_173.91,doll_4.11 b,doll_86.26 b,cdoll_118.87 b,doll_149.6 m,doll_6.151 m,"18,035,029",,,doll_1.1 b,,doll_48.37 b,,doll_67.84 b,doll_46.634 m
doll_22.39 m,doll_182.35,doll_5.54 b,doll_70.05 b,doll_95.02 b,doll_1.7 b,doll_5.409 m,"2,531,000",,,doll_1.1 b,,doll_91.44 b,,doll_28.52 b,doll_19.135 m
doll_4.87 m,doll_228.29,doll_8.54 b,doll_70.12 b,doll_cn¥606.62 b,doll_3.3 b,doll_6.225 m,"551,128",,,doll_1.1 b,,doll_41.52 b,,doll_59.44 b,doll_27.305 m
doll_2.41 m,doll_126.99,doll_4.07 b,doll_70.19 b,doll_£73.39 b,doll_730.5 m,doll_2.773 m,"273,552",,,doll_1.1 b,,doll_28.33 b,,doll_43.16 b,doll_203.830 m
doll_2.6 m,doll_255.74,doll_5.65 b,doll_70.21 b,doll_96.98 b,doll_4.4 b,doll_8.903 m,"299,988",,,doll_1.1 b,,doll_21.49 b,,doll_39.03 b,doll_33.620 m
doll_11.59 m,doll_318.44,doll_6.39 b,doll_70.65 b,doll_73.38 b,doll_3.0 b,doll_8.562 m,"1,340,430",,,doll_1.1 b,,doll_56.7 b,,doll_196.86 b,doll_88.744 m
doll_1.98 m,doll_0.58,doll_5.54 b,doll_71.13 b,doll_chf68.11 b,doll_2.1 b,doll_3.966 m,"228,982",,,doll_1.1 b,,doll_34.39 b,,doll_130.67 b,doll_75.731 m
doll_4.88 m,doll_45.13,doll_5.42 b,doll_71.48 b,doll_73.72 b,doll_1.2 b,doll_2.166 m,"570,564",,,doll_1.1 b,,doll_26.76 b,,doll_31.38 b,doll_20.955 m
doll_5.59 m,doll_480.52,doll_3.83 b,doll_71.25 b,doll_73.99 b,doll_822.7 m,,"651,170",,,doll_1.1 b,,doll_30.79 b,,doll_157.26 b,doll_114.700 m
doll_2.24 m,doll_252.38,doll_14.99 b,doll_71.51 b,doll_74.17 b,doll_16.3 b,doll_10.019 m,"262,280",,,doll_1.1 b,,doll_76.65 b,,doll_28.98 b,doll_127.000 m
doll_3.4 m,doll_35.35,doll_5.33 b,doll_71.89 b,cdoll_93.61 b,doll_1.2 b,doll_7.605 m,"400,000",,,doll_1.1 b,,doll_18.66 b,,doll_51.21 b,doll_22.721 m
doll_18.03 m,doll_589.41,doll_4.25 b,doll_72.18 b,doll_74.79 b,doll_2.6 b,doll_10.456 m,"2,133,310",,,doll_1.1 b,,doll_42.94 b,,doll_32.81 b,0 million usd
doll_17.06 m,doll_67.49,doll_9.02 b,doll_72.20 b,doll_74.91 b,doll_945.4 m,doll_12.202 m,"2,025,879",,,doll_1.1 b,,doll_31.17 b,,doll_77.51 b,doll_18.471 m
doll_15.25 m,doll_0.64,doll_4.63 b,doll_73.00 b,doll_76.15 b,doll_1.1 b,doll_6.033 m,"1,815,680",,,doll_1.1 b,,doll_18.38 b,,doll_56.23 b,doll_22.259 m
doll_18.94 m,doll_157.42,doll_5.18 b,doll_73.36 b,doll_76.98 b,doll_1.3 b,doll_3.908 m,"2,264,940",,,doll_1.1 b,,doll_33.23 b,,doll_30.63 b,doll_11.564 m
doll_2.46 m,doll_67.34,doll_4.02 b,doll_73.31 b,doll_77.10 b,doll_2.6 b,doll_3.189 m,"295,731",,,doll_1.1 b,,doll_68.15 b,,doll_35.23 b,doll_14.622 m
doll_2.18 m,doll_3.10,doll_6.81 b,doll_73.26 b,doll_77.60 b,doll_250.6 m,doll_7.221 m,"305,268",,,doll_1.1 b,,doll_59.72 b,,doll_63.62 b,doll_23.771 m
doll_2.63 m,doll_11.40,doll_6.85 b,doll_74.35 b,doll_78.38 b,doll_554.2 m,doll_1.390 m,"327,218",,,doll_1.1 b,,doll_58.35 b,,doll_50.35 b,doll_7.318 m
doll_1.58 m,doll_131.07,doll_9.4 b,doll_74.37 b,doll_cn¥498.77 b,doll_1.1 b,doll_3.282 m,"191,679",,,doll_1.1 b,,doll_46.42 b,,doll_29.44 b,doll_48.549 m
doll_11.09 m,doll_52.79,doll_3.5 b,doll_74.85 b,doll_cn¥498.96 b,doll_3.5 b,doll_1.612 m,"1,349,733",,,doll_1.1 b,,doll_71.42 b,,doll_27.92 b,doll_21.842 m
doll_3.94 m,doll_32.12,doll_4.78 b,doll_75.47 b,doll_€71.19 b,doll_6.6 b,813 million usd,"481,510",,,doll_1.1 b,,doll_15.76 b,,doll_77.24 b,doll_7.774 m
doll_6.64 m,doll_11.43,doll_4.99 b,doll_69.84 b,cdoll_99.16 b,doll_1.4 b,doll_8.539 m,"812,371",,,doll_1.1 b,,doll_34.46 b,,doll_28.9 b,doll_40.963 m
doll_210.95 m,doll_169.81,doll_9.99 b,doll_69.70 b,doll_62.69 b,doll_1.1 b,,"26,112,757",,,doll_1.1 b,,doll_36.04 b,,doll_149.68 b,doll_16.080 m
doll_12.68 m,doll_40.22,doll_5.43 b,doll_57.48 b,doll_62.69 b,doll_253.1 m,doll_5.857 m,"1,575,522",,,doll_1.1 b,,doll_38.16 b,,doll_195.52 b,doll_22.577 m
doll_60.07 m,doll_28.75,doll_5.69 b,doll_57.33 b,doll_€56.79 b,doll_905.6 m,doll_3.781 m,"7,415,334",,,doll_1.1 b,,doll_50.59 b,,doll_36.45 b,doll_12.522 m
doll_6.74 m,doll_28.41,doll_3.71 b,doll_58.31 b,doll_62.87 b,doll_874.9 m,doll_11.256 m,"833,230",,,doll_1.1 b,,doll_121.42 b,,doll_28.87 b,0 million usd
doll_8.98 m,doll_19.15,doll_3.01 b,doll_58.36 b,doll_63.08 b,doll_383.2 m,doll_1.096 m,"1,119,178",,,doll_1.1 b,,doll_21.89 b,,doll_67.9 b,doll_6.340 m
doll_1.97 m,doll_103.46,doll_6.72 b,doll_58.33 b,doll_63.25 b,doll_20.1 b,doll_2.834 m,"249,818",,,doll_1.1 b,,doll_42.38 b,,doll_20.11 b,doll_25.714 m
doll_50.72 m,doll_52.25,doll_6.22 b,doll_58.64 b,doll_¥7.770 t,doll_39.7 m,doll_2.153 m,"6,280,267",,,doll_1.1 b,,doll_27.37 b,,doll_78.17 b,doll_19.915 m
doll_40.31 m,doll_18.46,doll_4.16 b,doll_58.79 b,doll_kr.433.49 b,doll_661.7 m,,"5,026,349",,,doll_1.1 b,,doll_68.07 b,,doll_22.69 b,doll_43.000 m
doll_3.52 m,doll_106.36,doll_9.75 b,doll_59.00 b,doll_₩76.082 t,doll_324.8 m,doll_1.864 m,"440,369",,,doll_1.1 b,,doll_26.91 b,,doll_489.83 b,doll_19.944 m
doll_10.5 m,doll_254.07,doll_5.89 b,doll_58.82 b,doll_¥7.922 t,doll_1.2 b,doll_4.158 m,"1,315,000",,,doll_1.1 b,,doll_25.99 b,,doll_133.63 b,doll_49.966 m
doll_70.18 m,doll_89.79,doll_6.81 b,doll_59.09 b,doll_65.04 b,doll_1.0 b,572 million usd,"8,811,708",,,doll_1.1 b,,doll_22.66 b,,doll_147.23 b,doll_85.803 m
doll_9.02 m,doll_75.76,doll_4.47 b,doll_59.29 b,doll_65.53 b,doll_5.4 b,doll_3.378 m,"1,134,730",,,doll_1.1 b,,doll_66.73 b,,doll_19.9 b,
doll_155.6 m,doll_31.63,doll_6.12 b,doll_59.69 b,doll_65.64 b,doll_1.4 b,doll_3.908 m,"19,757,296",,,doll_1.1 b,,doll_46.89 b,,doll_203.13 b,doll_25.097 m
doll_6.32 m,doll_32.74,doll_3.99 b,doll_59.64 b,doll_65.74 b,doll_925.9 m,-496 million usd,"796,207",,,doll_1.1 b,,doll_31.55 b,,doll_45.32 b,doll_17.455 m
doll_19.42 m,doll_54.68,doll_9 b,doll_59.44 b,doll_65.89 b,doll_3.1 b,doll_2.636 m,"2,448,858",,,doll_1.1 b,,doll_31.51 b,,doll_159.18 b,doll_4.689 m
doll_103.63 m,doll_45.06,doll_4.17 b,doll_59.78 b,doll_66.35 b,doll_212.8 m,doll_1.904 m,"13,157,000",,,doll_1.1 b,,doll_25.56 b,,doll_100.22 b,doll_19.833 m
doll_77.76 m,doll_13.52,doll_5.03 b,doll_60.01 b,doll_66.62 b,doll_885.8 m,doll_-12.463 m,"10,152,222",,,doll_1.1 b,,doll_33.61 b,,doll_32.45 b,doll_45.399 m
doll_3.92 m,doll_11.53,doll_3.62 b,doll_60.53 b,sdoll_90.55 b,doll_653.7 m,doll_4.944 m,"500,440",,,doll_1.1 b,,doll_22.89 b,,doll_39.71 b,doll_37.600 m
doll_3.96 m,doll_76.91,doll_4.4 b,doll_60.34 b,doll_cn¥425.49 b,doll_1.2 b,,"506,730",,,doll_1.1 b,,doll_50.6 b,,doll_60.55 b,doll_38.100 m
doll_1.75 m,doll_109.25,doll_3.92 b,doll_61.02 b,doll_66.95 b,0,doll_3.143 m,"225,964",,,doll_1.1 b,,doll_35.31 b,,doll_41.54 b,doll_19.820 m
doll_30.41 m,doll_140.17,doll_5.58 b,doll_60.70 b,doll_chf62.20 b,doll_2.4 b,doll_23.947 m,"3,989,355",,,doll_1.1 b,,doll_28.32 b,,doll_265.45 b,doll_5.459 m
doll_3.92 m,doll_392.69,doll_4.3 b,doll_61.13 b,adoll_89.59 b,doll_12.6 b,doll_10.474 m,"504,357",,,doll_1.1 b,,doll_28.72 b,,doll_89.98 b,doll_398.860 m
doll_4.25 m,doll_54.32,doll_7.55 b,doll_61.19 b,doll_67.31 b,doll_3.7 b,doll_1.904 m,"548,180",,,doll_1.1 b,,doll_23.22 b,,doll_185.03 b,doll_11.646 m
doll_4.07 m,doll_85.16,doll_1.17 b,doll_61.48 b,doll_67.49 b,doll_18.6 b,doll_6.956 m,"524,750",,,doll_1.1 b,,doll_74.08 b,,doll_98.13 b,doll_58.752 m
doll_2.13 m,doll_51.21,doll_5.97 b,doll_61.41 b,doll_67.49 b,doll_5.3 b,doll_1.691 m,"274,966",,,doll_1.1 b,,doll_35.57 b,,doll_19.37 b,doll_12.184 m
doll_1.66 m,doll_605.94,doll_3.79 b,doll_61.92 b,doll_67.54 b,doll_2.2 b,doll_5.568 m,"214,713",,,doll_1.1 b,,doll_34.16 b,,doll_85.36 b,doll_90.085 m
doll_5.74 m,doll_10.42,doll_5.92 b,doll_61.78 b,doll_€61.63 b,doll_226.4 m,doll_8.470 m,"755,191",,,doll_1.1 b,,doll_35.35 b,,doll_84.9 b,doll_38.535 m
doll_57.38 m,doll_18.90,doll_4.33 b,doll_62.28 b,doll_¥8.345 t,doll_4.3 b,doll_3.823 m,"7,522,000",,,doll_1.1 b,,doll_22.11 b,,doll_41.15 b,doll_8.098 m
doll_11.86 m,doll_68.21,doll_6 b,doll_61.99 b,doll_€61.75 b,doll_3.4 b,doll_10.855 m,"1,556,607",,,doll_1.1 b,,doll_66.28 b,,doll_28.62 b,doll_31.817 m
doll_15.65 m,doll_90.04,doll_2.41 b,doll_62.70 b,doll_68.68 b,doll_3.6 b,doll_3.117 m,"2,058,315",,,doll_1.1 b,,doll_23.23 b,,doll_80.48 b,doll_94.862 m
doll_63.88 m,doll_32.81,doll_2.66 b,doll_62.88 b,doll_₽5.890 t,doll_762.7 m,doll_-4.688 m,"8,508,398",,,doll_1.1 b,,doll_36.7 b,,doll_24.54 b,55 million usd
doll_19.43 m,doll_457.67,doll_3.38 b,doll_62.41 b,doll_chf63.80 b,doll_831.6 m,doll_1.111 m,"2,570,000",,,doll_1.1 b,,doll_70.55 b,,doll_31.34 b,doll_6.528 m
doll_197.26 m,doll_306.78,doll_4.31 b,doll_63.45 b,doll_69.31 b,doll_5.0 b,doll_1.503 m,"26,626,422",,,doll_1.1 b,,doll_36.13 b,,doll_27.91 b,doll_5.232 m
doll_4.11 m,doll_5.66,doll_6.11 b,doll_63.67 b,mxdoll_1.423 t,doll_3.6 b,-425 million usd,"546,226",,,doll_1.1 b,,doll_23.97 b,,doll_74.27 b,doll_1.940 m
doll_20.2 m,doll_1.28,doll_3.22 b,doll_63.67 b,doll_€63.26 b,doll_4.0 b,doll_2.694 m,"2,708,983",,,doll_1.1 b,,doll_29.82 b,,doll_30.71 b,doll_14.455 m
doll_7.32 m,doll_176.63,doll_7 b,doll_63.53 b,doll_€63.49 b,doll_533.6 m,doll_5.365 m,"975,140",,,doll_1.1 b,,doll_35.67 b,,doll_69.84 b,doll_174.270 m
doll_2.16 m,doll_691.47,doll_2.71 b,doll_63.98 b,doll_70.20 b,doll_268.9 m,doll_4.058 m,"316,525",,,doll_1.1 b,,doll_85.26 b,,doll_51.85 b,doll_9.168 m
doll_6.56 m,doll_101.00,doll_1.72 b,doll_63.95 b,doll_€63.54 b,doll_2.8 b,517 million usd,"884,885",,,doll_1.1 b,,doll_119.78 b,,doll_48.64 b,doll_6.606 m
doll_4.15 m,doll_163.31,doll_4.8 b,doll_64.94 b,doll_70.55 b,doll_1.6 b,doll_7.947 m,"559,778",,,doll_1.1 b,,doll_50.08 b,,doll_16.74 b,doll_78.849 m
doll_15.87 m,doll_29.82,doll_2.79 b,doll_65.19 b,doll_70.81 b,doll_655.7 m,doll_4.546 m,"2,146,950",,,doll_1.1 b,,doll_62.51 b,,doll_19.63 b,doll_28.945 m
doll_2.5 m,doll_25.49,doll_5.01 b,doll_65.61 b,doll_£54.51 b,doll_2.5 b,doll_1.048 m,"340,000",,,doll_1.1 b,,doll_30.4 b,,doll_95.68 b,doll_3.928 m
doll_7.65 m,doll_78.17,doll_2.18 b,doll_65.28 b,doll_€64.71 b,doll_696.7 m,doll_3.005 m,"1,062,649",,,doll_1.1 b,,doll_48.07 b,,doll_63.37 b,doll_11.142 m
doll_4.53 m,doll_164.23,doll_3.7 b,doll_66.23 b,doll_71.90 b,doll_550.7 m,doll_2.092 m,"621,636",,,doll_1.1 b,,doll_34.8 b,,doll_30.05 b,doll_20.248 m
doll_2.57 m,doll_3.78,doll_4.98 b,doll_66.07 b,doll_rp1033.450 t,doll_803.7 m,doll_2.408 m,"350,019",,,doll_1.1 b,,doll_12.4 b,,doll_63.03 b,doll_23.113 m
doll_2.42 m,doll_7.46,doll_13.85 b,doll_66.60 b,mxdoll_1.429 t,doll_1.0 b,doll_7.874 m,"330,522",,,doll_1.1 b,,doll_51.77 b,,doll_25.8 b,doll_35.258 m
doll_2.99 m,doll_46.60,doll_3.03 b,doll_66.74 b,doll_72.16 b,doll_7.3 b,doll_2.445 m,"410,520",,,doll_1.1 b,,doll_108.41 b,,doll_19.1 b,doll_11.848 m
doll_14.94 m,doll_257.75,doll_4.41 b,doll_66.79 b,doll_72.31 b,doll_526.5 m,doll_1.599 m,"2,051,133",,,doll_1.1 b,,doll_17.86 b,,doll_30.22 b,doll_2.484 m
doll_4.8 m,doll_59.96,doll_1.71 b,doll_66.79 b,doll_¥8.958 t,doll_241.4 m,doll_3.139 m,"674,805",,,doll_1.1 b,,doll_39.27 b,,doll_47.68 b,doll_14.545 m
doll_4.88 m,doll_105.46,doll_2.93 b,doll_66.97 b,doll_73.25 b,doll_293.3 m,doll_5.775 m,"670,685",,,doll_1.1 b,,doll_84.09 b,,doll_56.34 b,doll_20.692 m
doll_1.85 m,doll_22.36,doll_3.26 b,doll_67.07 b,doll_73.33 b,doll_274.3 m,doll_7.098 m,"255,000",,,doll_1.1 b,,doll_38.47 b,,doll_66.42 b,doll_111.660 m
doll_24.58 m,doll_21.33,doll_2.37 b,doll_67.23 b,doll_£44.63 b,0,doll_2.278 m,"3,417,815",,,doll_1.1 b,,doll_57.93 b,,doll_20.47 b,doll_6.386 m
doll_2.64 m,doll_32.05,doll_3.44 b,doll_67.38 b,doll_58.70 b,doll_3.0 b,doll_12.378 m,"364,485",,,doll_1.1 b,,doll_14.2 b,,doll_59.09 b,doll_111.210 m
doll_111.54 m,doll_45.10,doll_1.18 b,doll_67.28 b,doll_€53.40 b,0,doll_4.974 m,"15,653,388",,,doll_1.1 b,,doll_52.1 b,,doll_70.06 b,doll_203.750 m
