,name,address,country,hhid,industry,sic_code,type,est_of_ownership
536,Banca Generali Spa,"VIA NICCOLO' MACHIAVELLI 4, TRIESTE, 34132, TRIESTE, ITALY",IT00833240328,H-IT0002266806,"Finance, Insurance, and Real Estate",National commercial bank (6021),Corporation,1992
537,Ferrero Industriale Italia Srl,"PIAZZALE PIETRO FERRERO 1, ALBA, 12051, CUNEO, ITALY",IT03629080049,H-IT0048603724,Manufacturing,Mfg candy/confectionery (2064),Corporation,1980
538,Design Holding Spa,"VIA ALESSANDRO MANZONI 38, MILANO, 20121, MILANO, ITALY",IT10446470964,H-IT0062461842,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2018
539,International Design Group Spa,"VIA ALESSANDRO MANZONI 38, MILANO, 20121, MILANO, ITALY",IT10462810960,H-IT0062835580,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2018
540,Flextronics Italy Spa,"STRADA PROVINCIALE 234 1/3, SOMAGLIA, 26867, LODI, ITALY",IT02227690647,H-IT0066468256,"Transportation, Communications, Electric, Gas, and Sanitary Services",General warehouse/storage (4225),Corporation,2000
541,2v Energy Srl,"LUNGADIGE GALTAROSSA 8, VERONA, 37133, VERONA, ITALY",IT03795470248,H-IT0036821411,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,2012
542,Intercos Spa,"VIA GUGLIELMO MARCONI 84, AGRATE BRIANZA, 20864, MONZA E BRIANZA, ITALY",IT05813780961,H-IT0002533812,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1990
543,Engie Servizi Spa,"VIALE GIORGIO RIBOTTA 31, ROMA, 00144, ROMA, ITALY",IT01698911003,H-IT0027556999,Construction,Plumbing/heating/air conditioning contrac (1711),Corporation,1985
544,Apulia Distribuzione Srl,"STRADA PROVINCIALE 240 DELLE GROTTE ORIENTALI, RUTIGLIANO, 70018, BARI, ITALY",IT05754810728,H-IT0061820628,Wholesale Trade,Whol general groceries (5141),Corporation,2001
545,Ghella Spa,"VIA PIETRO BORSIERI 2/A, ROMA, 00195, ROMA, ITALY",IT00898971007,H-IT0011090014,Construction,Heavy construction (1629),Corporation,1894
546,Synergie Italia Agenzia Per Il Lavoro Spa,"VIA PISA 29, TORINO, 10152, TORINO, ITALY",IT07704310015,H-IT0008217793,Services,Help supply services (7363),Corporation,1999
547,Avi.coop Soc Coop Agricola,"VIA DEL RIO 336, CESENA, 47522, FORLI'-CESENA, ITALY",IT01247140401,H-IT0026961245,Manufacturing,Poultry processing (2015),Corporation,1980
548,Berlin Packaging (europe) Spa,"VIALE CRISTOFORO COLOMBO 12/14, TREZZANO SUL NAVIGLIO, 20090, MILANO, ITALY",IT09619990964,H-IT0052364844,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2016
549,Trenord Srl,"VIA ROMA 5, ISEO, 25049, BRESCIA, ITALY",IT06705490966,H-IT0003506304,"Transportation, Communications, Electric, Gas, and Sanitary Services",Railroad line-haul operator (4011),Corporation,2009
550,Technip Energies Italy Spa,"VIALE CASTELLO DELLA MAGLIANA 68, ROMA, 00148, ROMA, ITALY",IT04874901004,H-IT0072226552,Services,Engineering services (8711),Corporation,1969
551,Metalmeccanica Tiberina Srl,"VIA ZONA INDUSTRIALE MADONNA DEL MORO, UMBERTIDE, 06019, PERUGIA, ITALY",IT00160880548,H-IT0009245189,Manufacturing,Mfg metal stampings (3469),Corporation,1963
552,Attiva Spa,"VIA DEL PROGRESSO 1008, BRENDOLA, 36040, VICENZA, ITALY",IT02516310246,H-IT0074673483,Wholesale Trade,Whol computers/peripherals (5045),Corporation,1996
553,Coeclerici Spa,"PIAZZA GENERALE ARMANDO DIAZ 7, MILANO, 20123, MILANO, ITALY",IT00269690103,H-IT0010433171,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1920
554,F.i.l.a Fabbrica Italiana Lapis Ed Affini Spa,"VIA XXV APRILE 5, PERO, 20016, MILANO, ITALY",IT08391050963,H-IT0039471586,Manufacturing,Mfg stationery products (2678),Corporation,2013
555,Pencil Srl,"VIALE VITTORIO VENETO 14, MILANO, 20124, MILANO, ITALY",IT10338010019,H-IT0023304545,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2010
556,If 65 Spa,"VIALE SANT'EUFEMIA 108/F, BRESCIA, 25135, BRESCIA, ITALY",IT03419710177,H-IT0043920306,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1987
557,Coop Italia Soc Coop,"VIA DEL LAVORO 6/8, CASALECCHIO DI RENO, 40033, BOLOGNA, ITALY",IT01515921201,H-IT0028165942,Wholesale Trade,Whol non durable goods (5199),Cooperative,1947
558,American Express Payments Europe S.l.,"VIALE ALEXANDRE GUSTAVE EIFFEL 15, ROMA, 00148, ROMA, ITALY",IT14778691007,H-IT0061254592,"Finance, Insurance, and Real Estate",Security/commodity service (6289),Foreign Company,2018
559,Kia Italia Srl,"VIA GALLARATE 184, MILANO, 20151, MILANO, ITALY",IT07369940965,H-IT0019542259,Retail Trade,Ret motorcycles (5571),Corporation,2011
560,Shell Italia E&p Spa,"PIAZZA DI SAN SILVESTRO 8, ROMA, 00187, ROMA, ITALY",IT05160421003,H-IT0075218224,Mining,Crude petroleum/natural gas production (1311),Corporation,1996
561,Volvo Car Italia Spa,"VIA ENRICO MATTEI 66, BOLOGNA, 40138, BOLOGNA, ITALY",IT00326610375,H-IT0010720294,Retail Trade,Ret new/used automobiles (5511),Corporation,1957
562,Guala Closures Spa,"VIA RANA 12, ALESSANDRIA, 15122, ALESSANDRIA, ITALY",IT10038620968,H-IT0057507252,Manufacturing,Mfg metal cans (3411),Corporation,1965
563,Kos Spa,"VIA CIOVASSINO 1, MILANO, 20121, MILANO, ITALY",IT10674520159,H-IT0070427410,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1984
564,Kedrion Spa,"LOCALITA' AI CONTI, BARGA, 55051, LUCCA, ITALY",IT01779530466,H-IT0051863588,Manufacturing,Mfg pharmaceutical preparations (2834),Corporation,2000
565,Nippon Express Italia Spa,"VIA VIII MARZO 6, SCANDICCI, 50018, FIRENZE, ITALY",IT06280060150,H-IT0009845631,"Transportation, Communications, Electric, Gas, and Sanitary Services",Transportation services (4789),Corporation,1981
566,Messaggerie Italiane Di Giornali Riviste E Libri Spa,"CORSO SEMPIONE 4, MILANO, 20154, MILANO, ITALY",IT06778170156,H-IT0009692932,Wholesale Trade,Whol durable goods (5099),Corporation,1914
567,Fercam Spa,"VIA MARIE CURIE 2, BOLZANO, 39100, BOLZANO, ITALY",IT00098090210,H-IT0010646329,"Transportation, Communications, Electric, Gas, and Sanitary Services",Trucking operator-non local (4213),Corporation,1949
568,Compagnia Valdostana Delle Acque - Compagnie Valdotaine Des Eaux Spa,"VIA STAZIONE 31, CHATILLON, 11024, AOSTA, ITALY",IT01013130073,H-IT0056101066,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1998
569,Autogrill Italia Spa,"VIA MARIO GREPPI 2, NOVARA, 28100, NOVARA, ITALY",IT02538160033,H-IT0057780838,Retail Trade,Drinking place (5813),Corporation,1995
570,Daikin Air Conditioning Italy Spa,"VIA GIUSEPPE RIPAMONTI 85, MILANO, 20141, MILANO, ITALY",IT03667970283,H-IT0072354216,Services,Management consulting services (8742),Corporation,2001
571,G.a. Operations Spa,"VIA PIETRO GIARDINI 1324, MODENA, 41126, MODENA, ITALY",IT00159600360,H-IT0026613492,Manufacturing,Knit outerwear mill (2253),Corporation,1962
572,Fideuram Intesa Sanpaolo Private Banking Asset Management Societa' Di Gestione Del Risparm,"VIA MONTEBELLO 18, MILANO, 20121, MILANO, ITALY",IT01830831002,H-IT0056224370,"Finance, Insurance, and Real Estate",Investment advisory service (6282),Corporation,1986
573,Proma Spa,"VIALE CARLO III TRAV. I VIA GALVANI SNC, SAN NICOLA LA STRADA, 81020, CASERTA, ITALY",IT01872610611,H-IT0065989600,Manufacturing,Mfg metal stampings (3469),Corporation,1990
574,Dussmann Service Srl,"VIA PAPA GIOVANNI XXIII 4, CAPRIATE SAN GERVASIO, 24042, BERGAMO, ITALY",IT00124140211,H-IT0029797950,Services,Building maintenance services (7349),Corporation,1969
575,Assimoco Vita Spa Compagnia Di Assicurazione Sulla Vita,"VIA GIOVANNI SPADOLINI 7, MILANO, 20141, MILANO, ITALY",IT11259010152,H-IT0070204993,"Finance, Insurance, and Real Estate",Life insurance carrier (6311),Corporation,1988
576,General Logistics Systems Enterprise Srl,"VIA BASENTO 19, SAN GIULIANO MILANESE, 20098, MILANO, ITALY",IT04102770965,H-IT0074057448,"Transportation, Communications, Electric, Gas, and Sanitary Services",Transportation services (4789),Corporation,2003
577,Cargill Eurit Srl,"VIA GIUSEPPE RIPAMONTI 89, MILANO, 20141, MILANO, ITALY",IT05942560961,H-IT0015873862,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2007
578,Givi Holding Srl,"PIAZZA LUIGI EINAUDI 4, MILANO, 20124, MILANO, ITALY",IT04503950158,H-IT0014199777,Services,Business services (7389),Corporation,1979
579,Edge Network Services Limited,"VIA CORSICA 10/12, BRESCIA, 25125, BRESCIA, ITALY",IT03629490982,H-IT0042215722,Services,Computer related services (7379),Foreign Company,2014
580,Molino Casillo Spa,"VIA ANTONIO SANT'ELIA ZONA INDUSTRIALE, CORATO, 70033, BARI, ITALY",IT00252860721,H-IT0044365357,Manufacturing,Mfg flour/grain mill products (2041),Corporation,1935
581,Zambon Spa,"VIA LILLO DEL DUCA 10, BRESSO, 20091, MILANO, ITALY",IT05341830965,H-IT0075856484,Manufacturing,Mfg pharmaceutical preparations (2834),Corporation,1900
582,Bulgari Gioielli Spa,"CIRCONVALLAZIONE OVEST 3 A ZONA CO.IN.OR., VALENZA, 15048, ALESSANDRIA, ITALY",IT00483050068,H-IT0032168829,Manufacturing,Mfg precious metal jewelry (3911),Corporation,1977
583,Pellegrini Spa,"VIA LORENTEGGIO 255, MILANO, 20152, MILANO, ITALY",IT05066690156,H-IT0016732545,Retail Trade,Eating place (5812),Corporation,1982
584,C.s.i. - Compagnia Surgelati Italiana Spa,"VIA APPIA, CISTERNA DI LATINA, 04012, LATINA, ITALY",IT07015700961,H-IT0004200837,Manufacturing,Mfg food preparations (2099),Corporation,1996
585,E.m.s. Euro Management Services Spa,"VIA STELLA ROSA 48/50, BARANZATE, 20021, MILANO, ITALY",IT07397440152,H-IT0038942437,"Finance, Insurance, and Real Estate",Subdivider/developer (6552),Corporation,1984
586,Euro Group Spa,"VIA STELLA ROSA 48/50, BARANZATE, 20021, MILANO, ITALY",IT05235740965,H-IT0072679603,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2006
587,Cogne Acciai Speciali Spa,"STRADA PARAVERA 16, AOSTA, 11100, AOSTA, ITALY",IT00571320076,H-IT0070322554,Manufacturing,Mfg primary metal products (3399),Corporation,1991
588,Ghella Group Srl,"VIA PIETRO BORSIERI 2/A, ROMA, 00195, ROMA, ITALY",IT01297651000,H-IT0061859915,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1984
589,Industrie De Nora Spa,"VIA LEONARDO BISTOLFI 35, MILANO, 20134, MILANO, ITALY",IT03998870962,H-IT0072354119,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2003
590,Federico De Nora Spa,"VIA LEONARDO BISTOLFI 35, MILANO, 20134, MILANO, ITALY",IT06623310965,H-IT0004161300,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2009
591,Euricom Spa,"VIA STAZIONE 119, VALLE LOMELLINA, 27020, PAVIA, ITALY",IT01514430188,H-IT0012047414,Wholesale Trade,Whol grain/field beans (5153),Corporation,1980
592,Pag Italy Srl,"VIA DEL LAVORO 10, GRANAROLO DELL'EMILIA, 40057, BOLOGNA, ITALY",IT07691230960,H-IT0018186149,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2012
593,Comer Industries Spa,"VIA FERDINANDO MAGELLANO 27, REGGIOLO, 42046, REGGIO EMILIA, ITALY",IT01399270352,H-IT0055101615,Manufacturing,Mfg power transmission equipment (3568),Corporation,1983
594,Eagles Oak Srl,"VIALE DEL SAGITTARIO 5, MODENA, 41126, MODENA, ITALY",IT03699500363,H-IT0051518481,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2016
595,Yara Italia Spa,"VIA BENIGNO CRESPI 57, MILANO, 20159, MILANO, ITALY",IT11843280154,H-IT0074900331,Wholesale Trade,Whol chemicals/products (5169),Corporation,1990
596,Geox Spa,"VIA FELTRINA CENTRO 16, MONTEBELLUNA, 31044, TREVISO, ITALY",IT03348440268,H-IT0009554831,Manufacturing,Mfg footwear-except rubber (3149),Corporation,1998
597,Technogym Spa,"VIA CALCINARO 2861, CESENA, 47521, FORLI'-CESENA, ITALY",IT06250230965,H-IT0002831511,Manufacturing,Mfg surgical/medical instruments (3841),Corporation,1983
598,Cargill Srl,"VIA GIUSEPPE RIPAMONTI 89, MILANO, 20141, MILANO, ITALY",IT12096330159,H-IT0013813404,Manufacturing,Wet corn milling (2046),Corporation,1962
599,Caseifici Granterre Spa,"VIA POLONIA 30/33, MODENA, 41122, MODENA, ITALY",IT01299680353,H-IT0046510818,Wholesale Trade,Whol dairy products (5143),Corporation,1987
600,D'amico Societa' Di Navigazione Spa,"CORSO D'ITALIA 35/B, ROMA, 00198, ROMA, ITALY",IT00768720823,H-IT0072155272,"Transportation, Communications, Electric, Gas, and Sanitary Services",Water freight transportation (4449),Corporation,1969
601,Benetton Group Srl,"VIA VILLA MINELLI 1, PONZANO VENETO, 31050, TREVISO, ITALY",IT03490770264,H-IT0075364484,Wholesale Trade,Whol non durable goods (5199),Corporation,1999
602,Bonfiglioli Riduttori Spa,"VIA CLEMENTINO BONFIGLIOLI 1, CALDERARA DI RENO, 40012, BOLOGNA, ITALY",IT04984850968,H-IT0073915602,Manufacturing,Mfg power transmission equipment (3568),Corporation,2005
603,Duferco Travi E Profilati Spa,"VIA ARMANDO DIAZ 248, SAN ZENO NAVIGLIO, 25010, BRESCIA, ITALY",IT03386150175,H-IT0074772023,Manufacturing,Blast furnace-steel works (3312),Corporation,1996
604,Bnp Paribas 3 Step It,"PIAZZA LINA BO BARDI 3, MILANO, 20124, MILANO, ITALY",IT10950710961,H-IT0216283090,Services,Equipment rental/leasing (7359),Foreign Company,2019
605,Yama Spa,"VIA MEUCCIO RUINI 74/L, REGGIO EMILIA, 42124, REGGIO EMILIA, ITALY",IT00638290353,H-IT0064358038,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1980
606,S.a.p. Italia Sistemi Applicazioni Prodotti In Data Processing Spa,"VIA MONZA 7/A, VIMERCATE, 20871, MONZA E BRIANZA, ITALY",IT09417760155,H-IT0062583948,Services,Computer related services (7379),Corporation,1988
607,Cura Gas & Power Spa,"VIA GRANAROLO 175/2, FAENZA, 48018, RAVENNA, ITALY",IT07670380968,H-IT0017974178,"Transportation, Communications, Electric, Gas, and Sanitary Services",Natural gas distribution (4924),Corporation,2012
608,Fai Service Soc Coop,"VIA RENZO GANDOLFO 1, CUNEO, 12100, CUNEO, ITALY",IT02654640040,H-IT0070530319,Services,Business services (7389),Corporation,1986
609,Emak Spa,"VIA ENRICO FERMI 4, BAGNOLO IN PIANO, 42011, REGGIO EMILIA, ITALY",IT00130010358,H-IT0010852387,Manufacturing,Mfg power-driven handtools (3546),Corporation,1969
610,Havi Logistics Srl,"VIA ALDO MORO 31, BOMPORTO, 41030, MODENA, ITALY",IT02292880362,H-IT0069254788,Wholesale Trade,Whol general groceries (5141),Corporation,1990
611,F.lli Lando Spa,"VIA PIONCA 13, PIANIGA, 30030, VENEZIA, ITALY",IT01782190282,H-IT0033181462,Retail Trade,Ret groceries (5411),Corporation,1972
612,Ep Produzione Centrale Livorno Ferraris Spa,"VIA VITTORIO VENETO 74, ROMA, 00187, ROMA, ITALY",IT03360260966,H-IT0003911853,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,2001
613,Gruppo Illy Spa,"VIA DELLA MERCEDE 11, ROMA, 00187, ROMA, ITALY",IT05305811001,H-IT0072792183,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1982
614,O.r.i. Martin Holding Srl,"VIA COSIMO CANOVETTI 13, BRESCIA, 25128, BRESCIA, ITALY",IT04334430982,H-IT0963373556,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2021
615,O.r.i. Martin Acciaieria E Ferriera Di Brescia Spa,"VIA COSIMO CANOVETTI 13, BRESCIA, 25128, BRESCIA, ITALY",IT07617260158,H-IT0052006824,Manufacturing,Blast furnace-steel works (3312),Corporation,1902
616,G.ecol. Cables Srl,"VIA GIUSEPPE BOVINI 43, RAVENNA, 48123, RAVENNA, ITALY",IT01219170394,H-IT0026099500,Manufacturing,Mfg conductive wiring devices (3643),Corporation,1992
617,Eq Cables Spa,"VIA DELL'INDUSTRIA 22, CONSELICE, 48017, RAVENNA, ITALY",IT02522480371,H-IT0072789239,Services,Data processing/preparation (7374),Corporation,1988
618,Duferco Commerciale Spa,"VIA DI SOTTORIPA 7/13, GENOVA, 16124, GENOVA, ITALY",IT03401990175,H-IT0070051046,Wholesale Trade,Metals service center (5051),Corporation,1989
619,Sg Spa,"CONTRADA PARASACCHIELLO SNC, MELFI, 85025, POTENZA, ITALY",IT01674180763,H-IT0075856239,Wholesale Trade,Whol appliances/tv/radio (5064),Corporation,2007
620,Covestro Srl,"VIA DELLE INDUSTRIE 9, FILAGO, 24040, BERGAMO, ITALY",IT03599730961,H-IT0074821970,Manufacturing,Mfg plastic materials/resins (2821),Corporation,2002
621,V.i.m. Srl Vendita Ingrosso Medicinali,"VIA DELLE FIERE SNC, MATERA, 75100, MATERA, ITALY",IT00055560775,H-IT0074972391,Wholesale Trade,Whol drugs/sundries (5122),Corporation,1972
622,Ospedale San Raffaele Srl,"VIA OLGETTINA 60, MILANO, 20132, MILANO, ITALY",IT07636600962,H-IT0017626560,Services,Medical doctor's office (8011),Corporation,1972
623,Lorenzo Ceccato Spa,"VIA VENETO 3/5, SCHIO, 36015, VICENZA, ITALY",IT00283750248,H-IT0049233750,Retail Trade,Ret new/used automobiles (5511),Corporation,1973
624,Tenova Spa,"VIA GERENZANO 58, CASTELLANZA, 21053, VARESE, ITALY",IT04651530968,H-IT0073301825,Manufacturing,Mfg rolling mill machinery (3547),Corporation,1947
625,Balenciaga Logistica Srl,"VIA PISANA 336, SCANDICCI, 50018, FIRENZE, ITALY",IT06196910480,H-IT0005789451,Manufacturing,Mfg luggage (3161),Corporation,2011
626,Unifarm Spa Unione Farmacisti Trentino Alto Adige,"VIA PROVINA 3, TRENTO, 38123, TRENTO, ITALY",IT00123510224,H-IT0010642196,Wholesale Trade,Whol drugs/sundries (5122),Corporation,1970
627,Pluto (italia) Spa,"PIAZZA DELLA REPUBBLICA 32, MILANO, 20124, MILANO, ITALY",IT10286850960,H-IT0060200812,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2018
628,Eg Holding Spa,"VIA DEL PERLAR 2, VERONA, 37135, VERONA, ITALY",IT03099180238,H-IT0073503487,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1991
629,Sofid Spa,"VIA UBERTO VISCONTI DI MODRONE 2, MILANO, 20122, MILANO, ITALY",IT06659470964,H-IT0024685011,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2009
630,Verallia Italia Spa,"STRADA STATALE 29, DEGO, 17058, SAVONA, ITALY",IT00730720240,H-IT0010574220,Manufacturing,Mfg products-purchased glass (3231),Corporation,1942
631,Clerici Spa,"VIA LODI 11, ARZAGO D'ADDA, 24040, BERGAMO, ITALY",IT04369310968,H-IT0074067672,Wholesale Trade,Whol construction materials (5039),Corporation,1990
632,Fintrade Holding Spa,"VIA VICENZA 3, BRESCIA, 25125, BRESCIA, ITALY",IT10491500152,H-IT0049255630,"Finance, Insurance, and Real Estate",Subdivider/developer (6552),Corporation,1991
633,Areti Spa,"PIAZZALE OSTIENSE 2, ROMA, 00154, ROMA, ITALY",IT05816611007,H-IT0075371332,"Transportation, Communications, Electric, Gas, and Sanitary Services",Electric services (4911),Corporation,1999
634,Liquigas Spa,"VIA GIAN ANTONIO AMADEO 59, MILANO, 20134, MILANO, ITALY",IT03316690175,H-IT0033657998,Manufacturing,Petroleum refiner (2911),Corporation,1984
635,Faac Spa,"VIA MONALDO CALARI 10, ZOLA PREDOSA, 40069, BOLOGNA, ITALY",IT03820731200,H-IT0216733770,Manufacturing,Mfg electrical equipment/supplies (3699),Corporation,1953
636,Faac Partecipazioni Industriali Srl,"VIA MONALDO CALARI 10, ZOLA PREDOSA, 40069, BOLOGNA, ITALY",IT00555751205,H-IT0012979570,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1953
637,Agn Energia Spa,"VIA AMALFI 6, VOLPIANO, 10088, TORINO, ITALY",IT06170180019,H-IT0056119801,Manufacturing,Petroleum refiner (2911),Corporation,1984
638,Lindt & Sprungli Spa,"LARGO EDOARDO BULGHERONI 1, INDUNO OLONA, 21056, VARESE, ITALY",IT00197480122,H-IT0009076948,Manufacturing,Mfg candy/confectionery (2064),Corporation,1909
639,Fca Bank Spa,"CORSO ORBASSANO 367, TORINO, 10137, TORINO, ITALY",IT08349560014,H-IT0072354194,"Finance, Insurance, and Real Estate",National commercial bank (6021),Corporation,1925
640,Salvatore Ferragamo Spa,"VIA DEI TORNABUONI 2, FIRENZE, 50123, FIRENZE, ITALY",IT02175200480,H-IT0071615016,Manufacturing,Mfg footwear-except rubber (3149),Corporation,1927
641,Zanetti Spa,"VIA DELLA MADONNA 1, LALLIO, 24040, BERGAMO, ITALY",IT00373690163,H-IT0008106940,Wholesale Trade,Whol dairy products (5143),Corporation,1913
642,Fnm Spa,"PIAZZALE LUIGI CADORNA 14, MILANO, 20123, MILANO, ITALY",IT00776140154,H-IT0009604677,"Transportation, Communications, Electric, Gas, and Sanitary Services",Local/suburban transportation (4111),Corporation,1887
643,Crif Spa,"VIA MARIO FANTIN 1/3, BOLOGNA, 40131, BOLOGNA, ITALY",IT02083271201,H-IT0066771978,Services,Data processing/preparation (7374),Corporation,1988
644,Guacci Spa,"CIS 8, NOLA, 80035, NAPOLI, ITALY",IT00269990636,H-IT0011934387,Wholesale Trade,Whol drugs/sundries (5122),Corporation,1946
645,Falck Renewables Spa,"VIA ALBERTO FALCK 4/16, SESTO SAN GIOVANNI, 20099, MILANO, ITALY",IT03457730962,H-IT0072349484,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2002
646,Aquafil Spa,"VIA LINFANO 9, ARCO, 38062, TRENTO, ITALY",IT09652170961,H-IT0052662535,Manufacturing,Mfg cellulosic manmade fibers (2823),Corporation,2016
647,Nine Trees Group Spa,"VIALE MILANO 26, MONTECCHIO MAGGIORE, 36075, VICENZA, ITALY",IT04041380249,H-IT0051809125,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2016
648,Dompe' Holdings Srl,"VIA SANTA LUCIA 6, MILANO, 20122, MILANO, ITALY",IT08435560969,H-IT0039915026,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2013
649,El.en. Spa,"VIA BALDANZESE 17, CALENZANO, 50041, FIRENZE, ITALY",IT03137680488,H-IT0049429108,Manufacturing,Mfg surgical/medical instruments (3841),Corporation,1981
650,Snaitech Spa,"PIAZZA DELLA REPUBBLICA 32, MILANO, 20124, MILANO, ITALY",IT01729640464,H-IT0009835105,Services,Amusement/recreation services (7999),Corporation,1906
651,Gb&p Srl,"VIA LEONE XIII 14, MILANO, 20145, MILANO, ITALY",IT07328030965,H-IT0020145373,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2011
652,G.s.g.r. Srl,"VIA PADRE VICINIO DA SARSINA 42, CESENA, 47521, FORLI'-CESENA, ITALY",IT03318930405,H-IT0024492957,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2002
653,Gruppo Societa' Gas Rimini Spa,"VIA GABRIELLO CHIABRERA 34/D, RIMINI, 47924, RIMINI, ITALY",IT00126550409,H-IT0037651927,"Transportation, Communications, Electric, Gas, and Sanitary Services",Natural gas distribution (4924),Corporation,1956
654,Pavimental Spa,"VIA GIULIO VINCENZO BONA 95/101, ROMA, 00156, ROMA, ITALY",IT00904791001,H-IT0013571273,Construction,Highway/street construction (1611),Corporation,1970
655,Argo Tractors Spa,"VIA GIACOMO MATTEOTTI 7, FABBRICO, 42042, REGGIO EMILIA, ITALY",IT02291970354,H-IT0055149529,Manufacturing,Mfg farm machinery/equipment (3523),Corporation,1989
656,A.r.g.o. Spa,"VIA LEMIZZONE 1, SAN MARTINO IN RIO, 42018, REGGIO EMILIA, ITALY",IT01327400352,H-IT0070226393,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1988
657,Cefla Soc Coop,"VIA PROVINCIALE SELICE 23/A, IMOLA, 40026, BOLOGNA, ITALY",IT00499791200,H-IT0033803927,Construction,Electrical contractor (1731),Corporation,1932
658,Solvay Chimica Italia Spa,"VIA PIAVE 6, ROSIGNANO MARITTIMO, 57016, LIVORNO, ITALY",IT00104340492,H-IT0009461078,Manufacturing,Mfg industrial inorganic chemicals (2819),Corporation,1970
659,Family Business Poli Di Marco Poli E C. Sapa In Sigla Fb Poli Di Marco Poli E C. Sapa,"VIA SAN MARTINO 4, TRENTO, 38122, TRENTO, ITALY",IT02463560223,H-IT0055494315,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2017
660,Rossetto Trade Spa,"VIA FRIULI 5 INTERNO 9, SONA, 37060, VERONA, ITALY",IT02928530233,H-IT0073944556,Retail Trade,Ret groceries (5411),Corporation,1999
661,Gruppo Rossetto Spa,"VIA FRIULI 5, SONA, 37060, VERONA, ITALY",IT00964450233,H-IT0040574121,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,1984
662,Legacy Srl,"VIA DELLA ZECCA 2, BOLOGNA, 40121, BOLOGNA, ITALY",IT03829291206,H-IT0289500474,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2019
663,Cribis Holding Srl,"VIA DELLA ZECCA 2, BOLOGNA, 40121, BOLOGNA, ITALY",IT03164291209,H-IT0036033715,"Finance, Insurance, and Real Estate",Holding company (6719),Corporation,2010
664,Porsche Italia Spa,"CORSO STATI UNITI 35, PADOVA, 35127, PADOVA, ITALY",IT03554090286,H-IT0035581344,Retail Trade,Ret new/used automobiles (5511),Corporation,1989
665,Intesa Sanpaolo Rbm Salute Spa,"VIALE STELVIO 55/57, MILANO, 20159, MILANO, ITALY",IT05796440963,H-IT0075936917,"Finance, Insurance, and Real Estate",Insurance carrier (6399),Corporation,2007
666,Brenntag Spa,"STRADA 6 PALAZZO A 13 MILANOFIORI 0SNC, ASSAGO, 20057, MILANO, ITALY",IT00835510157,H-IT0008506272,Wholesale Trade,Whol chemicals/products (5169),Corporation,1952
