07-silvestri-employees_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,04-iGMM-world_rank__jan_07_2022,04-iGMM-world_rank__jan_2020
361,"9,000","24,272",727,544.0
"7,587","44,700","2,539",728,1961.0
,"2,096","2,972",729,1346.0
"12,000","29,378","19,169",730,821.0
,"31,653","320,618",731,475.0
,"26,000","40,000",732,374.0
"28,000","142,150","4,742",733,718.0
,"24,500","9,800",734,1131.0
,"9,800","24,500",735,646.0
,"4,742","142,150",736,392.0
"10,021","40,000","26,000",737,
,"320,618","31,653",738,802.0
"45,000","19,169","29,378",739,828.0
"97,639","146,518","66,674",740,588.0
700,"33,300","5,054",741,2420.0
,"2,847","22,892",742,364.0
"13,832","139,677","93,300",742,742.0
969,"9,813","4,013",743,1139.0
"11,836","4,013","9,813",744,634.0
,"93,300","139,677",745,861.0
167,"22,892","2,847",746,495.0
"1,162","5,054","33,300",747,1506.0
820,"66,674","146,518",748,514.0
"4,407","11,216","42,000",749,910.0
626,"26,000","2,545",750,1225.0
"1,354","15,000","2,413",751,1231.0
,"1,550","87,346",752,1621.0
"31,000","11,912","6,000",753,1891.0
,"6,000","11,912",754,853.0
"3,500","87,346","1,550",755,993.0
"4,081","2,413","15,000",756,360.0
,"2,545","26,000",757,2373.0
,"42,000","11,216",758,1977.0
"2,245","43,293","5,500",759,2377.0
,"7,082","75,000",760,972.0
,,"26,000",761,729.0
75,"85,700","209,000",762,734.0
,"14,800","19,285",762,2220.0
"1,049","19,285","14,800",763,973.0
"7,484","209,000","85,700",764,676.0
"8,000","26,000",,765,3508.0
800,"75,000","7,082",766,1019.0
"25,000","5,500","43,293",767,829.0
630,"25,000","200,000",768,801.0
"1,900","9,900","46,316",769,481.0
,"37,769","20,000",770,658.0
"4,900","14,802",,770,770.0
,"26,400","311,269",771,410.0
"1,983","311,269","26,400",772,678.0
,,"14,802",773,797.0
"40,141","20,000","37,769",774,697.0
"12,160","46,316","9,900",775,787.0
,"200,000","25,000",776,693.0
"3,593","5,800",,777,5119.0
"6,519","8,700","5,630",778,1174.0
,"20,000","84,000",779,557.0
"4,993","1,900","9,372",780,1761.0
"1,699","1,545","55,100",781,548.0
900,"55,100","1,545",782,751.0
,"9,372","1,900",783,690.0
"8,331","84,000","20,000",784,504.0
"15,000","5,630","8,700",785,906.0
"2,389",,"5,800",786,798.0
"7,048","19,498","5,700",787,935.0
"8,613","83,000","26,920",788,869.0
,"259,385","36,000",789,1066.0
,"26,506","80,000",790,1206.0
,"52,323","30,000",790,730.0
"23,632","30,000","52,323",791,886.0
"7,000","80,000","26,506",792,986.0
,"36,000","259,385",793,706.0
"2,853","26,920","83,000",794,407.0
,"5,700","19,498",795,862.0
,"8,000","30,105",796,709.0
"23,632","15,016","2,100",796,
"1,227",,"33,200",797,663.0
"16,300",,902,798,688.0
"46,000","23,000","18,000",799,672.0
,"18,000","23,000",800,943.0
,902,,801,801.0
"471,056","33,200",,801,
,"2,100","15,016",802,874.0
,"30,105","8,000",803,1130.0
,"7,230","2,675",804,819.0
,"10,500","19,933",805,728.0
,"172,907","66,478",806,881.0
"1,783","383,233",,807,
,"22,700","11,980",808,2518.0
,"11,980","22,700",809,877.0
,,"383,233",810,1085.0
"4,586","66,478","172,907",811,414.0
"3,500","19,933","10,500",812,1012.0
"4,325","2,675","7,230",813,433.0
"2,049","46,000","46,000",814,1380.0
"4,004","164,177","2,653",815,1014.0
"4,460","154,000","1,800",816,1652.0
,"7,600","5,100",817,927.0
200,"5,900","171,450",818,1028.0
"1,319","18,000","18,000",819,607.0
,"171,450","5,900",820,1317.0
"11,552","5,100","7,600",821,810.0
,"1,800","154,000",822,934.0
"1,828","2,653","164,177",823,520.0
553,"14,000","14,000",824,712.0
"11,377","114,042","59,262",825,394.0
,"33,153","1,240",826,961.0
"5,110","25,377","30,000",827,439.0
299,"3,625","11,300",828,781.0
"13,676","27,318","27,318",829,951.0
236,"11,300","3,625",830,2069.0
"2,368","30,000","25,377",831,530.0
,"1,240","33,153",832,755.0
"15,054","59,262","114,042",833,417.0
,"7,959","7,959",834,574.0
350,"2,429","18,700",835,866.0
,"13,876","29,603",836,371.0
,"38,000","16,665",837,794.0
"5,317","2,042",529,838,2862.0
,"15,500","15,500",839,1105.0
"3,015","16,665","2,042",840,3723.0
,529,"38,000",841,841.0
,"18,700","13,876",842,651.0
"20,129","29,603","2,429",843,1036.0
,"25,693","25,693",844,1009.0
,"16,600","27,000",845,891.0
,"102,000","11,697",846,857.0
,"23,500","5,590",847,484.0
325,"13,003","7,000",848,2720.0
,"40,000","40,000",849,987.0
"9,107","7,000","13,003",850,579.0
"23,100","5,590","23,500",851,611.0
,"11,697","102,000",852,673.0
"82,132","27,000","16,600",853,1134.0
,"8,771","8,771",854,546.0
,"1,414",,855,1406.0
,"48,770","18,500",856,736.0
"37,966","12,244","18,180",857,808.0
,"119,658","33,603",858,381.0
190,"40,010","40,010",859,738.0
,"33,603","119,658",860,
"4,500","18,180","12,244",861,1017.0
,"18,500","48,770",862,456.0
"13,550",,"1,414",863,1715.0
,38,38,864,797.0
67,,"12,307",865,996.0
"9,000","7,500","2,900",866,769.0
333,"15,900","22,000",867,1040.0
,,"3,000",868,970.0
"10,528","94,000","94,000",869,774.0
,"3,000",,870,1498.0
,"22,000","15,900",871,1055.0
"1,137","2,900","7,500",871,
,"12,307",,872,2234.0
,"22,467","22,467",873,1030.0
"8,213","99,700","45,000",874,668.0
"9,915",736,"5,895",875,2100.0
"17,000","20,962","36,597",876,835.0
"46,492",,"90,500",877,629.0
,"19,406","19,406",878,956.0
"4,500","90,500",,879,2479.0
,"36,597","20,962",880,1269.0
"3,824","5,895",736,881,851.0
,"45,000","99,700",882,599.0
,781,781,883,1075.0
,"1,400","3,073",884,662.0
,"13,000","12,489",885,812.0
,,"61,564",886,680.0
"3,000","6,970","12,395",887,596.0
"4,609","20,400","20,400",888,1239.0
,"12,395","6,970",889,772.0
,"61,564",,890,1434.0
,"12,489","13,000",891,1210.0
,"3,073","1,400",892,2575.0
,,,893,2057.0
,"17,463","9,591",894,547.0
"3,500","15,000","23,293",895,989.0
,"10,300","43,397",896,957.0
"8,999","10,000","40,000",897,733.0
,"5,300","5,300",898,1479.0
,"40,000","10,000",899,2069.0
,"43,397","10,300",900,627.0
,"23,293","15,000",901,884.0
,"9,591","17,463",902,899.0
"4,507","20,465","20,465",903,573.0
"1,725","16,000","22,965",904,600.0
,"72,584","14,000",905,712.0
900,"38,247","14,508",906,1070.0
,"8,200","45,361",907,837.0
,"58,000","58,000",908,580.0
,"45,361","8,200",909,1082.0
,"14,508","38,247",910,604.0
"22,000","14,000","72,584",911,778.0
"9,872","22,965","16,000",912,1003.0
,,,913,766.0
,"9,116",340,914,1209.0
,"5,961","15,000",915,1389.0
,"17,569","15,198",916,689.0
"14,321","10,516","157,288",917,651.0
,"17,373","17,373",918,917.0
,"157,288","10,516",919,582.0
,"15,198","17,569",920,707.0
,"15,000","5,961",921,1127.0
"5,709",340,"9,116",922,855.0
"4,000","31,000","31,000",923,667.0
,"1,757","54,000",924,589.0
"39,549","15,000","5,607",925,605.0
,"12,369","29,900",926,1413.0
,"46,000","49,233",927,615.0
"2,267","22,000","22,000",928,455.0
,"49,233","46,000",929,656.0
,"5,607","12,369",930,661.0
,"29,900","15,000",931,1241.0
"14,500","54,000","1,757",932,796.0
,"14,068","14,068",933,858.0
,"1,395","6,825",934,934.0
,"71,812","1,641",934,
,"14,000","37,960",935,1666.0
,"78,490","13,500",936,1444.0
,"290,000","290,000",937,776.0
"6,988","13,500","78,490",938,623.0
,"37,960","14,000",938,938.0
"1,564","1,641","71,812",939,453.0
,"6,825","1,395",940,2144.0
,"6,147","6,147",941,823.0
,870,"1,854",942,1990.0
,"125,236","60,400",943,779.0
,"128,000","13,430",944,1201.0
,"22,000","31,700",945,735.0
,"9,000","9,000",946,843.0
,"31,700","22,000",947,704.0
,"13,430","128,000",948,586.0
,"60,400","125,236",949,1477.0
,"1,854",870,950,1026.0
,"8,961","8,961",951,842.0
,"33,342","9,230",952,953.0
,"6,527","236,386",953,584.0
,"18,515","20,000",954,696.0
,355,"39,035",955,540.0
,"18,000","18,000",956,610.0
"1,200","39,035",355,957,1202.0
,"20,000","18,515",958,722.0
,"236,386","6,527",959,1143.0
,"9,230","33,342",960,864.0
,"64,016","64,016",961,1018.0
,"1,550",952,962,
,"10,837",,963,
,"13,128","18,264",964,653.0
,"19,000","78,906",965,1681.0
,"15,914","15,914",966,375.0
,"78,906","19,000",967,1175.0
,"18,264","13,128",968,1626.0
,,"10,837",969,609.0
,952,"1,550",970,854.0
,"55,000","55,000",971,1504.0
,"1,566","37,000",972,1060.0
,"4,500","9,000",973,692.0
,"131,461",434,974,753.0
,,"5,385",975,988.0
,"10,200","10,200",976,964.0
,"5,385",,977,2242.0
,434,"131,461",978,685.0
,"9,000","4,500",978,978.0
,"37,000","1,566",979,1503.0
,"1,046","1,046",980,1470.0
,"3,225",,981,1726.0
,"30,300","400,000",982,872.0
,"2,742","6,000",983,1025.0
,"7,800","25,183",984,4952.0
,"2,111","2,111",985,782.0
,"25,183","7,800",986,1034.0
,"6,000","2,742",987,
,"400,000","30,300",988,654.0
,,"3,225",989,1452.0
,"24,900","24,900",990,1004.0
,"132,583","101,784",991,419.0
,"42,000","33,045",992,1242.0
,"1,996",366,993,2967.0
,"21,878","17,512",994,868.0
,,,995,5568.0
,"17,512","21,878",996,958.0
,366,"1,996",997,1645.0
,"33,045","42,000",998,920.0
,"101,784","132,583",999,1618.0
,"17,300","17,300","1,000",1087.0
,"8,131","7,100","1,001",941.0
,"2,863","23,300","1,002",401.0
,"528,748","32,200","1,003",727.0
,"8,006","1,384","1,004",4339.0
,"85,000","85,000","1,005",549.0
,"1,384","8,006","1,006",1037.0
,"32,200","528,748","1,007",2763.0
,"23,300","2,863","1,008",2069.0
,"7,100","8,131","1,009",978.0
,"5,900","5,900","1,010",
,"10,189","3,991","1,011",916.0
,"80,000","65,600","1,012",814.0
,"12,236","2,773","1,013",1884.0
,"10,243","11,000","1,014",1081.0
,,,"1,015",2507.0
,"11,000","10,243","1,016",804.0
,"2,773","12,236","1,017",990.0
,"65,600","80,000","1,018",703.0
,"3,991","10,189","1,019",737.0
,"94,856","94,856","1,020",971.0
,"5,500","13,152","1,021",1378.0
,"12,000","84,740","1,022",501.0
,"7,100","268,979","1,023",887.0
,"25,391","18,500","1,024",1304.0
,"44,599","44,599","1,025",295.0
,"18,500","25,391","1,026",873.0
,"268,979","7,100","1,027",1006.0
,"84,740","12,000","1,028",994.0
,"13,152","5,500","1,029",1749.0
,"100,000","100,000","1,030",817.0
,"33,151","27,200","1,031",1279.0
,"3,540","29,850","1,032",765.0
,"5,222","2,192","1,033",2941.0
,"13,704","50,024","1,034",603.0
,"2,733","2,733","1,035",1396.0
,"50,024","13,704","1,036",1100.0
,"2,192","5,222","1,037",831.0
,"29,850","3,540","1,038",2264.0
,"27,200","33,151","1,039",637.0
,"1,320","1,320","1,040",1040.0
,"10,531",,"1,040",1040.0
,"6,778","28,041","1,040",
,"11,931",,"1,041",559.0
,"9,823","44,596","1,042",1000.0
,950,950,"1,043",1371.0
,"44,596","9,823","1,044",981.0
,,"11,931","1,045",1448.0
,"28,041","6,778","1,046",1289.0
,,"10,531","1,047",1154.0
,"2,583","2,583","1,048",2488.0
,"39,745","52,000","1,049",1008.0
,743,"17,300","1,050",1825.0
,"580,000","9,700","1,051",621.0
,,"10,670","1,052",1211.0
,447,447,"1,053",3415.0
,"10,670",,"1,054",1228.0
,"9,700","580,000","1,055",899.0
,"17,300",743,"1,056",645.0
,"52,000","39,745","1,057",1278.0
,"26,889","26,889","1,058",1064.0
,196,"11,864","1,059",1073.0
,"7,348","2,260","1,060",3743.0
,,"13,397","1,061",1542.0
,"68,739","12,701","1,062",757.0
,"28,648","28,648","1,063",1249.0
,"12,701","68,739","1,064",825.0
,"13,397",,"1,065",3196.0
,"2,260","7,348","1,066",979.0
,"11,864",196,"1,067",925.0
,"20,864","256,385","1,068",602.0
,"23,000","12,023","1,069",1367.0
,"17,932","19,295","1,070",1425.0
,,"18,721","1,071",901.0
,"3,388","124,457","1,072",811.0
,"124,457","3,388","1,073",919.0
,"18,721",,"1,074",2558.0
,"19,295","17,932","1,075",962.0
,"12,023","23,000","1,076",1627.0
,"256,385","20,864","1,077",647.0
,"5,166","5,166","1,078",918.0
,,"40,000","1,079",1096.0
,,"49,000","1,079",
,"11,005",,"1,080",2794.0
,,,"1,081",
,"14,194","14,194","1,082",1220.0
,,,"1,083",1200.0
,,"11,005","1,084",1151.0
,"49,000",,"1,085",
,"40,000",,"1,086",2283.0
,"48,807","48,807","1,087",780.0
,"9,778","6,495","1,088",1137.0
,"5,288","6,600","1,089",1110.0
,"11,696","38,200","1,090",882.0
,"19,152","5,600","1,091",1112.0
,"29,293","29,293","1,092",1628.0
,"5,600","19,152","1,093",1226.0
,"38,200","11,696","1,093",
,"6,600","5,288","1,094",845.0
,"6,495","9,778","1,095",890.0
,"16,681","16,681","1,096",1734.0
,,"125,364","1,097",723.0
,"11,707","28,006","1,098",1267.0
,"36,764","80,702","1,099",713.0
,"8,529","4,561","1,100",1334.0
,"32,364","32,364","1,101",1815.0
,"4,561","8,529","1,102",1050.0
,"80,702","36,764","1,103",2170.0
,"28,006","11,707","1,104",896.0
,"160,000",,"1,105",2340.0
,"125,364","160,000","1,106",1133.0
,"75,383","19,000","1,107",
,"14,400","4,000","1,108",1725.0
,"91,000","5,742","1,109",1526.0
,"1,223","20,668","1,110",1079.0
,"9,619","9,619","1,111",601.0
,"20,668","1,223","1,112",1244.0
,"5,742","91,000","1,113",
,"4,000","14,400","1,114",1276.0
,"19,000","75,383","1,115",840.0
,"20,774","20,774","1,116",1890.0
,"34,000","46,000","1,117",913.0
,,"29,255","1,118",1229.0
,"100,000","116,000","1,119",446.0
,"1,064",164,"1,120",967.0
,"5,200","5,200","1,121",834.0
,164,"1,064","1,122",714.0
,"116,000","100,000","1,123",902.0
,"29,255",,"1,124",14473.0
,"46,000","34,000","1,124",
,"23,739","203,000","1,124",
,327,"6,500","1,125",659.0
,423,"17,271","1,126",1436.0
,"14,500",,"1,127",1597.0
,"1,800",86,"1,128",1023.0
,86,"1,800","1,129",1332.0
,,"14,500","1,130",863.0
,"17,271",423,"1,131",846.0
,"6,500",327,"1,132",
,"203,000","23,739","1,133",681.0
,"23,248","23,248","1,134",1297.0
,"8,800","117,300","1,135",999.0
,"41,000",484,"1,136",892.0
,"89,373","10,000","1,137",1410.0
,"45,000","1,254","1,138",1208.0
,"1,219","1,219","1,139",1149.0
,"1,254","45,000","1,139",
,"10,000","89,373","1,140",824.0
,484,"41,000","1,141",1055.0
,"117,300","8,800","1,142",1107.0
,152,152,"1,143",1319.0
,"9,669","27,067","1,144",1699.0
,"37,000","5,756","1,145",1373.0
,"14,587",,"1,146",
,"6,850","26,186","1,147",314.0
,,,"1,148",2307.0
,"26,186","6,850","1,149",2124.0
,,"14,587","1,150",893.0
,"5,756","37,000","1,151",1441.0
,"27,067","9,669","1,152",1148.0
,"25,000","25,000","1,153",1020.0
,"10,300","55,000","1,154",1287.0
,"36,000","1,473","1,155",2915.0
,,"1,665","1,156",1207.0
,"6,705","6,800","1,157",1561.0
,,,"1,158",1124.0
,"6,800","6,705","1,159",1122.0
,"1,665",,"1,159",
,"1,473","36,000","1,160",1337.0
,"55,000","10,300","1,161",1218.0
,"6,500","6,500","1,162",2686.0
,"4,500","52,200","1,163",1215.0
,"101,784","48,465","1,164",708.0
,"19,918",,"1,165",16885.0
,"2,267","14,374","1,166",1348.0
,"3,403","3,403","1,167",1419.0
,"14,374","2,267","1,168",1510.0
,,"19,918","1,169",946.0
,"48,465","101,784","1,170",1646.0
,"52,200","4,500","1,171",907.0
,"24,000","24,000","1,172",
,"37,000","9,418","1,173",1120.0
,"2,300",40,"1,174",1155.0
,"10,500","7,670","1,175",3033.0
,35,"3,000","1,176",1344.0
,"7,536","7,536","1,177",1191.0
,"3,000",35,"1,178",
,"7,670","10,500","1,179",1322.0
,40,"2,300","1,180",1458.0
,"9,418","37,000","1,181",1469.0
,"79,051","79,051","1,182",1404.0
,"16,775","2,424","1,183",1343.0
,"118,523","2,623","1,184",739.0
,"15,417",,"1,185",1590.0
,"60,000","10,423","1,186",1049.0
,"20,300","20,300","1,187",982.0
,"10,423","60,000","1,188",1041.0
,,"15,417","1,189",1200.0
,"2,623","118,523","1,190",1046.0
,"2,424","16,775","1,190",1662.0
,"9,000","9,000","1,190",1859.0
,"47,000","51,000","1,191",939.0
,"14,000","1,700","1,192",1468.0
,"52,800","10,366","1,193",897.0
,"46,000","8,400","1,194",1170.0
,"5,353","5,353","1,195",1144.0
,"8,400","46,000","1,196",1386.0
,"10,366","52,800","1,197",1108.0
,"1,700","47,000","1,198",1024.0
,"51,000","14,000","1,199",1799.0
,"198,990","198,990","1,200",1728.0
,"4,404","11,644","1,201",1266.0
,,"25,140","1,202",1832.0
,"76,000","6,288","1,203",1284.0
,"35,991","226,299","1,204",1255.0
,217,217,"1,205",2436.0
,"226,299","35,991","1,206",2943.0
,"6,288","76,000","1,207",1802.0
,"25,140",,"1,208",743.0
,"11,644","4,404","1,209",1176.0
,"71,278","71,278","1,210",879.0
,"100,431","17,000","1,211",922.0
,"71,700","38,169","1,212",1584.0
,"18,600","4,808","1,213",
,"4,700","10,892","1,214",1502.0
,"59,000","59,000","1,215",959.0
,"10,892","4,700","1,216",1805.0
,"4,808","18,600","1,217",954.0
,"38,169","71,700","1,218",909.0
,"17,000","100,431","1,219",1311.0
,"118,000","118,000","1,220",1111.0
,"47,000","32,509","1,221",1665.0
,"6,247","20,000","1,222",2026.0
,,"20,000","1,223",1981.0
,"4,700","16,482","1,224",1375.0
,376,376,"1,225",1818.0
,"16,482","4,700","1,226",980.0
,"20,000",,"1,227",6429.0
,"20,000","6,247","1,228",1238.0
,"32,509","47,000","1,229",2025.0
,,,"1,230",2489.0
,"4,000","10,956","1,231",
,"34,240","4,861","1,232",1129.0
,"14,000","2,178","1,233",1280.0
,172,"17,883","1,234",1376.0
,"95,727","95,727","1,235",1268.0
,"17,883",172,"1,236",940.0
,"2,178","14,000","1,237",1409.0
,"4,861","34,240","1,238",1956.0
,"10,956","4,000","1,239",1697.0
,,,"1,240",1538.0
,,"9,052","1,241",1171.0
,,"20,000","1,242",1187.0
,,"20,000","1,243",1135.0
,"10,062","2,600","1,244",1782.0
,"17,466","17,466","1,245",1162.0
,"2,600","10,062","1,246",1198.0
,"20,000",,"1,247",1635.0
,"20,000",,"1,248",
,"9,052",,"1,249",2595.0
,"66,067","66,067","1,250",1243.0
,"106,599","10,000","1,251",1531.0
,"10,998","12,699","1,252",860.0
,336,"2,094","1,253",865.0
,"29,000","226,105","1,254",790.0
,"10,593","10,593","1,255",3875.0
,"226,105","29,000","1,256",945.0
,"2,094",336,"1,257",2091.0
,"12,699","10,998","1,258",747.0
,"10,000","106,599","1,259",1114.0
,832,832,"1,260",1291.0
,"79,207","3,919","1,261",1052.0
,"9,374","2,525","1,262",3346.0
,"27,900","322,164","1,263",1167.0
,"33,400",,"1,264",1437.0
,"13,884","13,884","1,265",2127.0
,,"33,400","1,266",642.0
,"322,164","27,900","1,267",1557.0
,"2,525","9,374","1,268",1016.0
,"3,919","79,207","1,269",1194.0
,"1,350","1,350","1,270",1706.0
,"4,020",,"1,271",2005.0
,106,,"1,272",2382.0
,"24,123","17,121","1,273",1293.0
,"5,198","36,309","1,274",785.0
,"8,816","8,816","1,275",1407.0
,"36,309","5,198","1,276",911.0
,"17,121","24,123","1,277",2053.0
,,106,"1,278",
,,"4,020","1,279",5792.0
,"20,700","20,700","1,280",875.0
,738,650,"1,281",2641.0
,,"13,333","1,282",1292.0
,,"254,702","1,283",526.0
,"14,100","2,137","1,284",849.0
,"3,670","14,100","1,285",974.0
,"2,137","3,670","1,286",691.0
,"254,702",,"1,287",
,"13,333",,"1,288",
,650,738,"1,289",5759.0
,"17,500","17,500","1,290",768.0
,"62,556","8,300","1,291",2623.0
,"7,376","13,720","1,292",2048.0
,,,"1,293",2628.0
,"7,120","4,735","1,294",1173.0
,"30,745","30,745","1,296",852.0
,"4,735","7,120","1,297",1395.0
,,,"1,298",
,"13,720","7,376","1,299",1570.0
,"8,300","62,556","1,300",760.0
,,,"1,301",3986.0
,"37,000","7,100","1,302",1307.0
,"92,300","3,651","1,303",
,"3,045","24,500","1,304",1286.0
,"2,800","4,000","1,305",1442.0
,"4,930","4,930","1,306",1057.0
,"4,000","2,800","1,307",976.0
,"24,500","3,045","1,308",1035.0
,"3,651","92,300","1,309",2721.0
,"7,100","37,000","1,310",1588.0
,"4,638","4,638","1,311",818.0
,323,"33,004","1,312",1088.0
,"115,900","10,340","1,313",991.0
,"84,100","2,779","1,314",2006.0
,"8,450","21,754","1,315",1094.0
,169,169,"1,316",2707.0
,"21,754","8,450","1,317",1178.0
,"2,779","84,100","1,318",699.0
,"10,340","115,900","1,319",786.0
,"33,004",323,"1,320",1077.0
,"47,300","47,300","1,321",1047.0
,"43,700","12,000","1,322",1440.0
,898,"3,313","1,323",1184.0
,"3,440",484,"1,324",1709.0
,"35,050","1,339","1,325",1048.0
,85,85,"1,326",1445.0
,"1,339","35,050","1,327",1044.0
,484,"3,440","1,328",3896.0
,"3,313",898,"1,329",1274.0
,"12,000","43,700","1,330",2405.0
