07-silvestri-market_value_jan_2020,03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,03-gren-annual_revenue_usd
doll_10.23 m,doll_3.35 b,doll_51.32 m,doll_7.63 b
doll_11.24 m,doll_1.38 b,doll_19.12 m,doll_4.1 b
doll_9.85 m,doll_4.6 b,doll_61.47 m,doll_40.81 b
doll_7.5 m,doll_12.87 b,doll_57.91 m,doll_39.49 b
doll_10.51 m,doll_659.0 m,doll_54.29 m,doll_3.77 b
doll_5.27 m,doll_7.57 b,doll_58.76 m,0.0
doll_22.19 m,doll_5.16 b,doll_51.53 m,doll_106.19 b
doll_5.8 m,doll_2.29 b,doll_40.13 m,doll_13.23 b
doll_10.01 m,doll_757.0 m,doll_21.36 m,doll_4.2 b
doll_5.69 m,doll_3.87 b,doll_24.57 m,doll_22.86 b
0,doll_1.82 b,doll_64.09 m,doll_12.85 b
doll_13.21 m,doll_59.0 m,doll_45.01 m,doll_2.01 b
doll_9.74 m,doll_1.51 b,doll_44.7 m,doll_5.79 b
doll_3.78 m,doll_9.39 b,doll_49.6 m,doll_52.06 b
doll_8.21 m,doll_-29.0 m,doll_30.14 m,doll_1.86 b
doll_10.77 m,doll_801.0 m,doll_20.89 m,doll_3.6 b
doll_8.48 m,doll_2.7 b,doll_45.06 m,doll_8.8 b
doll_15.33 m,doll_1.38 b,doll_34.25 m,doll_5.54 b
doll_4.76 m,0.0,0,0.0
doll_8.67 m,doll_3.4 b,doll_33.0 m,doll_10.93 b
doll_8.88 m,doll_4.22 b,doll_34.48 m,0.0
doll_8.05 m,doll_-2042.0 m,doll_50.49 m,doll_26.5 b
doll_6.39 m,doll_5.29 b,doll_51.53 m,doll_25.64 b
doll_11.26 m,doll_3.63 b,doll_75.77 m,doll_23.01 b
doll_5.08 m,doll_1.88 b,doll_56.81 m,doll_22.93 b
doll_6.31 m,doll_1.59 b,doll_32.52 m,doll_10.88 b
doll_7.33 m,doll_966.0 m,doll_30.04 m,doll_13.87 b
doll_8.83 m,doll_-491.0 m,0,doll_1.92 b
doll_4.14 m,doll_3.36 b,doll_42.49 m,doll_11.0 b
doll_11.05 m,doll_982.0 m,doll_37.45 m,doll_5.78 b
0,doll_2.12 b,doll_25.22 m,doll_17.87 b
doll_11.87 m,doll_1.81 b,doll_46.56 m,doll_19.44 b
doll_10.46 m,doll_86.0 m,doll_11.6 m,doll_150.0 m
0,doll_793.0 m,doll_25.17 m,doll_3.16 b
doll_11.43 m,doll_6.84 b,doll_40.69 m,doll_125.98 b
doll_7.12 m,doll_1.56 b,doll_52.32 m,doll_10.69 b
doll_9.05 m,0.0,0,doll_70.61 b
doll_4.81 m,doll_1.65 b,doll_34.38 m,doll_23.4 b
doll_6.1 m,doll_9.4 b,doll_42.11 m,0.0
doll_7.38 m,doll_2.27 b,doll_44.83 m,doll_18.73 b
doll_7.63 m,doll_1.17 b,doll_38.79 m,doll_12.22 b
doll_8.37 m,doll_4.73 b,doll_13.98 m,doll_4.88 b
doll_7.05 m,doll_6.51 b,doll_49.7 m,doll_17.85 b
doll_12.67 m,doll_1.78 b,doll_21.78 m,doll_11.29 b
doll_7.08 m,doll_1.62 b,doll_43.38 m,doll_11.5 b
doll_2.17 m,doll_2.93 b,doll_48.49 m,doll_83.06 b
doll_5.91 m,doll_744.0 m,doll_22.46 m,doll_3.21 b
doll_6.69 m,doll_-1661.0 m,doll_3.91 m,doll_5.68 b
doll_5.1 m,doll_323.0 m,doll_24.38 m,doll_1.29 b
doll_12.01 m,doll_2.54 b,doll_53.05 m,doll_132.51 b
doll_4.92 m,doll_1.39 b,doll_30.72 m,doll_4.61 b
0,doll_1.0 b,doll_27.13 m,doll_11.48 b
doll_13.91 m,doll_6.44 b,doll_42.59 m,0.0
doll_7.42 m,doll_-40.0 m,doll_36.48 m,doll_8.82 b
doll_9.39 m,doll_873.0 m,doll_29.03 m,doll_7.11 b
doll_1.75 m,doll_695.0 m,doll_19.86 m,doll_2.99 b
doll_6.73 m,doll_2.16 b,doll_33.26 m,doll_13.33 b
doll_5.5 m,doll_379.0 m,doll_24.04 m,doll_3.62 b
doll_8.65 m,doll_750.0 m,doll_30.53 m,doll_4.81 b
doll_7.54 m,0.0,0,doll_2.0 b
doll_8.01 m,0.0,0,0.0
doll_7.61 m,doll_2.14 b,doll_34.04 m,doll_18.51 b
doll_6.71 m,doll_5.99 b,doll_34.87 m,doll_89.7 b
doll_6.2 m,doll_590.0 m,doll_24.59 m,doll_15.62 b
doll_8.51 m,doll_1.01 b,doll_39.37 m,doll_26.04 b
doll_6.2 m,doll_1.71 b,doll_28.56 m,doll_4.43 b
doll_6.03 m,doll_154.0 m,doll_20.18 m,doll_2.45 b
doll_4.73 m,doll_725.0 m,doll_22.22 m,doll_2.04 b
doll_7.18 m,doll_-1542.0 m,0,doll_18.41 b
doll_10.37 m,doll_1.28 b,doll_25.4 m,doll_6.82 b
doll_5.15 m,doll_2.08 b,doll_24.83 m,doll_13.25 b
doll_9.81 m,doll_-468.0 m,0,doll_4.89 b
doll_8.76 m,doll_2.49 b,doll_46.83 m,doll_16.79 b
doll_8.35 m,doll_10.29 b,doll_23.38 m,doll_22.23 b
doll_5.24 m,doll_652.0 m,doll_23.85 m,doll_7.55 b
doll_6.34 m,doll_1.6 b,0,doll_147.0 b
0,doll_1.42 b,0,doll_14.14 b
doll_6.27 m,0.0,0,doll_6.7 b
doll_8.49 m,doll_1.66 b,0,doll_20.61 b
doll_4.24 m,doll_-20.0 m,doll_11.16 m,doll_1.03 b
doll_6.94 m,doll_1.35 b,doll_25.37 m,doll_125.98 b
doll_7.78 m,doll_1.88 b,doll_46.58 m,doll_35.86 b
doll_13.15 m,doll_5.56 b,doll_38.28 m,doll_101.2 b
doll_4.97 m,doll_3.01 b,doll_21.82 m,doll_34.98 b
doll_6.97 m,doll_1.32 b,doll_42.65 m,doll_12.86 b
doll_6.17 m,doll_2.1 b,doll_39.5 m,doll_10.41 b
doll_8.17 m,doll_3.08 b,doll_29.04 m,doll_7.67 b
doll_5.22 m,doll_1.21 b,doll_26.47 m,doll_6.32 b
doll_5.83 m,doll_1.28 b,doll_43.2 m,doll_12.78 b
doll_2.77 m,doll_6.31 b,doll_40.43 m,doll_54.97 b
doll_6.53 m,doll_9.74 b,doll_39.3 m,doll_120.92 b
doll_9.99 m,doll_532.0 m,doll_16.34 m,doll_1.62 b
0,doll_965.0 m,doll_55.3 m,doll_8.52 b
doll_9.77 m,doll_12.99 b,doll_9.69 m,doll_48.56 b
doll_6.29 m,doll_7.72 b,doll_37.78 m,doll_70.93 b
doll_8.37 m,0.0,doll_38.77 m,doll_38.55 b
doll_3.85 m,doll_-234.0 m,doll_10.49 m,doll_1.45 b
doll_7.54 m,doll_1.9 b,doll_17.56 m,doll_33.11 b
doll_5.42 m,doll_1.41 b,doll_31.55 m,doll_5.31 b
doll_6.09 m,doll_3.24 b,doll_42.93 m,doll_76.54 b
doll_7.63 m,doll_-164.0 m,0,doll_1.7 b
doll_3.88 m,doll_772.0 m,doll_22.11 m,doll_3.95 b
doll_8.56 m,doll_1.85 b,doll_44.41 m,doll_17.81 b
doll_5.68 m,doll_6.47 b,doll_47.21 m,doll_16.65 b
doll_8.37 m,doll_1.68 b,doll_63.55 m,doll_26.04 b
doll_6.98 m,doll_1.77 b,doll_12.95 m,doll_5.92 b
doll_4.62 m,doll_2.46 b,doll_51.93 m,doll_53.69 b
doll_3.4 m,doll_-37.0 m,doll_26.47 m,doll_10.65 b
doll_6.78 m,doll_1.17 b,doll_30.29 m,doll_6.29 b
doll_4.41 m,doll_1.25 b,doll_27.64 m,doll_8.17 b
doll_5.35 m,doll_1.29 b,doll_28.42 m,doll_11.29 b
doll_3.98 m,doll_410.0 m,doll_31.45 m,doll_5.79 b
doll_7.37 m,doll_2.68 b,doll_36.37 m,doll_62.81 b
doll_6.28 m,doll_13.52 b,doll_22.7 m,doll_5.59 b
doll_3.26 m,doll_564.0 m,doll_21.23 m,doll_11.44 b
doll_5.26 m,doll_2.64 b,doll_29.36 m,doll_3.62 b
doll_4.97 m,doll_6.5 b,doll_30.28 m,doll_63.49 b
doll_11.16 m,0.0,doll_29.8 m,doll_127.66 b
0,doll_1.31 b,doll_26.61 m,doll_15.86 b
doll_5.99 m,doll_5.13 b,doll_38.37 m,0.0
doll_6.65 m,doll_2.17 b,doll_28.07 m,doll_14.63 b
doll_4.52 m,doll_252.0 m,doll_29.61 m,doll_10.42 b
doll_8.75 m,doll_1.84 b,doll_19.22 m,doll_5.95 b
doll_5.52 m,doll_2.71 b,doll_32.52 m,doll_18.99 b
doll_10.35 m,doll_1.36 b,doll_43.38 m,doll_68.64 b
doll_8.0 m,doll_1.23 b,doll_27.84 m,doll_7.85 b
doll_9.11 m,doll_1.13 b,doll_36.49 m,doll_5.35 b
doll_12.15 m,doll_4.33 b,doll_38.79 m,doll_22.11 b
doll_5.05 m,doll_467.0 m,doll_40.78 m,doll_23.44 b
doll_2.71 m,doll_187.0 m,doll_16.27 m,doll_3.87 b
doll_0.12 m,doll_-949.0 m,doll_14.15 m,doll_2.84 b
doll_9.29 m,doll_2.56 b,doll_32.17 m,doll_30.98 b
0,doll_4.05 b,doll_25.22 m,doll_96.44 b
doll_7.89 m,doll_3.07 b,doll_39.53 m,doll_41.97 b
doll_10.93 m,doll_3.66 b,doll_35.62 m,doll_34.82 b
doll_3.74 m,doll_2.12 b,doll_53.72 m,doll_26.76 b
doll_3.03 m,doll_489.0 m,doll_43.3 m,doll_7.62 b
doll_4.8 m,doll_2.72 b,doll_75.51 m,doll_15.63 b
doll_2.38 m,doll_2.87 b,doll_22.99 m,doll_7.76 b
doll_7.35 m,doll_4.67 b,doll_24.95 m,doll_16.24 b
doll_9.39 m,doll_883.0 m,doll_21.6 m,doll_4.78 b
doll_7.97 m,doll_1.52 b,doll_24.32 m,doll_2.69 b
doll_5.09 m,doll_359.0 m,doll_24.31 m,doll_2.08 b
doll_5.81 m,doll_1.48 b,doll_22.14 m,doll_8.97 b
doll_7.08 m,doll_1.27 b,doll_26.79 m,doll_16.09 b
doll_2.94 m,doll_-708.0 m,0,doll_3.05 b
doll_2.27 m,doll_7.79 b,doll_51.24 m,doll_28.04 b
doll_7.38 m,doll_1.44 b,doll_31.75 m,doll_16.8 b
doll_6.39 m,doll_840.0 m,doll_15.75 m,doll_2.95 b
doll_3.35 m,doll_376.0 m,doll_27.56 m,doll_8.29 b
doll_3.88 m,doll_1.57 b,doll_30.9 m,doll_6.58 b
doll_6.98 m,doll_3.15 b,doll_27.34 m,doll_27.71 b
doll_7.03 m,doll_3.28 b,doll_53.83 m,doll_65.89 b
doll_7.51 m,doll_3.49 b,doll_35.97 m,doll_7.59 b
doll_5.28 m,doll_5.32 b,doll_40.14 m,doll_44.68 b
0,doll_1.78 b,doll_48.02 m,doll_16.61 b
doll_3.87 m,doll_1.95 b,doll_27.03 m,doll_16.69 b
doll_3.32 m,doll_1.54 b,doll_32.65 m,doll_63.85 b
doll_6.33 m,doll_6.67 b,doll_31.67 m,doll_85.8 b
doll_6.97 m,doll_2.71 b,doll_26.32 m,doll_85.25 b
doll_4.05 m,doll_2.4 b,doll_24.02 m,doll_4.99 b
doll_7.82 m,doll_5.25 b,doll_85.66 m,doll_23.88 b
0,doll_1.09 b,doll_23.41 m,doll_3.69 b
doll_5.43 m,doll_1.27 b,doll_20.9 m,doll_20.01 b
doll_5.14 m,doll_3.29 b,doll_50.7 m,doll_31.26 b
doll_4.03 m,doll_456.0 m,doll_15.44 m,doll_3.18 b
doll_7.49 m,doll_3.9 b,doll_46.98 m,doll_68.42 b
doll_8.4 m,doll_2.78 b,doll_22.56 m,doll_48.66 b
doll_3.64 m,doll_2.16 b,doll_20.31 m,doll_34.87 b
doll_4.77 m,doll_1.51 b,doll_20.27 m,doll_22.79 b
doll_3.79 m,doll_1.03 b,doll_15.15 m,doll_5.26 b
doll_4.34 m,doll_336.0 m,doll_33.59 m,doll_4.74 b
doll_9.32 m,doll_1.11 b,doll_24.85 m,doll_263.97 b
doll_7.97 m,doll_651.0 m,doll_18.03 m,doll_3.51 b
doll_4.64 m,doll_1.36 b,doll_23.72 m,doll_7.0 b
doll_2.91 m,doll_2.88 b,doll_31.91 m,0.0
doll_5.21 m,doll_137.0 m,doll_12.04 m,doll_1.2 b
doll_6.72 m,doll_701.0 m,0,doll_4.26 b
doll_3.61 m,doll_570.0 m,doll_21.18 m,doll_8.45 b
doll_4.14 m,doll_237.0 m,doll_26.99 m,doll_2.31 b
doll_4.17 m,doll_3.57 b,doll_39.49 m,doll_113.16 b
doll_1.85 m,doll_2.92 b,doll_37.18 m,doll_8.29 b
doll_2.46 m,doll_4.28 b,doll_39.39 m,0.0
0,doll_-11361.0 m,0,doll_11.8 b
doll_3.46 m,doll_2.38 b,doll_30.75 m,doll_24.39 b
doll_1.11 m,doll_1.21 b,doll_24.55 m,doll_7.75 b
doll_6.45 m,doll_354.0 m,doll_9.22 m,doll_1.17 b
doll_6.71 m,doll_789.0 m,doll_31.34 m,doll_6.99 b
doll_2.9 m,doll_1.6 b,doll_33.59 m,doll_13.43 b
doll_4.34 m,doll_3.36 b,doll_57.18 m,doll_27.6 b
doll_7.06 m,doll_1.67 b,doll_23.05 m,doll_9.2 b
doll_6.16 m,doll_2.57 b,doll_29.09 m,doll_10.95 b
doll_4.59 m,0.0,0,doll_10.0 b
doll_5.7 m,doll_1.77 b,doll_40.77 m,doll_6.3 b
doll_7.23 m,doll_1.72 b,doll_42.43 m,doll_18.92 b
doll_5.42 m,0.0,doll_27.56 m,doll_41.37 b
doll_1.84 m,doll_5.63 b,doll_34.93 m,doll_93.08 b
doll_7.19 m,doll_5.35 b,doll_26.54 m,doll_12.09 b
doll_7.91 m,doll_3.14 b,doll_51.09 m,doll_69.05 b
0,doll_1.12 b,doll_33.92 m,doll_11.59 b
doll_5.82 m,doll_1.25 b,doll_14.38 m,doll_7.96 b
doll_2.17 m,doll_2.46 b,doll_19.1 m,doll_35.36 b
doll_7.91 m,doll_2.73 b,doll_29.97 m,0.0
doll_5.97 m,doll_-262.0 m,doll_6.07 m,doll_673.0 m
0,doll_1.38 b,doll_19.74 m,doll_4.96 b
doll_8.43 m,doll_2.66 b,doll_36.21 m,doll_12.89 b
doll_4.42 m,doll_4.03 b,doll_39.78 m,doll_63.77 b
doll_4.01 m,doll_950.0 m,doll_45.62 m,doll_6.79 b
doll_5.59 m,doll_1.14 b,doll_10.7 m,doll_5.03 b
doll_4.08 m,doll_268.0 m,doll_13.94 m,doll_11.66 b
doll_2.98 m,doll_680.0 m,doll_30.15 m,doll_4.8 b
doll_6.58 m,doll_1.25 b,0,doll_14.3 b
doll_6.58 m,doll_1.6 b,doll_36.45 m,doll_50.59 b
doll_7.21 m,doll_1.91 b,doll_41.1 m,doll_7.52 b
doll_3.38 m,doll_310.0 m,doll_20.48 m,doll_5.11 b
doll_4.46 m,doll_1.32 b,doll_50.29 m,doll_111.48 b
doll_1.62 m,doll_1.8 b,doll_42.23 m,doll_22.11 b
doll_8.07 m,doll_1.08 b,doll_26.73 m,doll_19.49 b
doll_6.32 m,doll_2.78 b,doll_39.7 m,doll_19.06 b
0,doll_1.51 b,doll_33.73 m,doll_18.59 b
doll_6.67 m,doll_2.76 b,doll_21.22 m,doll_13.44 b
doll_9.06 m,doll_1.79 b,doll_22.29 m,doll_24.47 b
doll_4.16 m,doll_427.0 m,doll_21.5 m,doll_1.85 b
0,doll_277.0 m,doll_23.6 m,doll_2.98 b
doll_4.42 m,doll_768.0 m,doll_19.46 m,doll_3.72 b
doll_4.96 m,doll_1.64 b,doll_23.22 m,doll_137.89 b
doll_4.04 m,doll_1.76 b,doll_24.02 m,doll_15.65 b
doll_6.92 m,doll_1.52 b,doll_25.71 m,doll_10.41 b
doll_3.04 m,doll_-532.0 m,0,doll_1.11 b
doll_4.02 m,doll_1.17 b,doll_30.83 m,doll_14.48 b
doll_6.2 m,doll_959.0 m,doll_13.42 m,doll_11.11 b
doll_7.6 m,doll_1.84 b,doll_20.66 m,doll_27.75 b
doll_6.78 m,doll_2.47 b,doll_27.66 m,doll_83.31 b
doll_2.37 m,doll_2.96 b,doll_33.1 m,doll_7.1 b
doll_3.6 m,doll_3.4 b,doll_44.64 m,doll_10.87 b
doll_6.15 m,doll_4.69 b,doll_24.33 m,doll_77.33 b
doll_3.1 m,doll_925.0 m,doll_21.17 m,doll_6.01 b
doll_2.68 m,doll_1.0 b,doll_29.36 m,doll_2.29 b
doll_5.08 m,doll_4.54 b,doll_71.94 m,doll_20.08 b
doll_3.48 m,doll_779.0 m,doll_22.44 m,doll_3.58 b
doll_3.2 m,doll_714.0 m,doll_26.32 m,doll_2.88 b
doll_3.53 m,doll_3.87 b,doll_21.99 m,doll_14.78 b
doll_2.72 m,doll_1.1 b,doll_15.4 m,doll_13.2 b
doll_1.68 m,doll_-260.0 m,doll_5.17 m,doll_656.0 m
doll_5.75 m,doll_894.0 m,doll_19.6 m,doll_4.94 b
doll_5.84 m,doll_5.23 b,doll_44.33 m,doll_26.39 b
doll_5.2 m,doll_906.0 m,doll_17.84 m,doll_8.21 b
doll_4.16 m,doll_-351.0 m,doll_14.07 m,doll_2.44 b
doll_4.82 m,doll_1.56 b,doll_73.92 m,doll_10.98 b
doll_5.71 m,doll_3.97 b,doll_39.27 m,doll_20.29 b
doll_4.5 m,doll_1.52 b,doll_28.48 m,doll_10.63 b
doll_3.35 m,doll_618.0 m,doll_24.18 m,doll_6.15 b
doll_6.23 m,doll_4.17 b,doll_19.41 m,doll_27.77 b
doll_5.92 m,doll_-648.0 m,doll_30.01 m,doll_9.72 b
doll_4.28 m,doll_1.22 b,doll_36.74 m,doll_6.02 b
doll_5.6 m,doll_-106.0 m,doll_13.63 m,doll_591.0 m
doll_9.08 m,doll_1.33 b,doll_29.85 m,doll_2.46 b
doll_4.37 m,doll_1.72 b,doll_30.81 m,doll_21.6 b
doll_3.57 m,doll_2.13 b,doll_27.39 m,doll_24.02 b
doll_2.51 m,doll_571.0 m,doll_18.36 m,doll_2.11 b
doll_6.68 m,doll_2.65 b,doll_21.75 m,doll_7.65 b
doll_3.87 m,doll_666.0 m,doll_24.6 m,doll_3.0 b
0,doll_1.14 b,doll_28.63 m,doll_9.98 b
doll_3.83 m,doll_3.32 b,doll_44.27 m,doll_17.15 b
0,doll_2.85 b,doll_32.61 m,doll_92.76 b
doll_4.16 m,doll_-520.0 m,0,doll_1.54 b
doll_6.5 m,doll_924.0 m,doll_38.95 m,doll_113.98 b
doll_4.01 m,doll_2.81 b,doll_10.07 m,doll_12.21 b
0,doll_4.71 b,doll_36.52 m,doll_30.87 b
doll_6.84 m,doll_3.05 b,doll_33.56 m,doll_47.05 b
doll_6.72 m,doll_1.75 b,doll_21.17 m,doll_15.55 b
doll_3.7 m,doll_990.0 m,doll_22.83 m,doll_5.55 b
doll_3.42 m,doll_3.24 b,doll_42.9 m,doll_67.47 b
doll_7.59 m,doll_3.47 b,doll_26.91 m,doll_29.93 b
doll_3.81 m,doll_338.0 m,doll_17.13 m,doll_2.18 b
doll_4.45 m,doll_-135.0 m,doll_14.69 m,doll_12.81 b
0,doll_2.36 b,doll_17.2 m,doll_1.42 b
doll_9.17 m,doll_6.79 b,doll_17.13 m,doll_36.48 b
0,doll_12.22 b,doll_75.05 m,doll_7.94 b
doll_3.47 m,doll_744.0 m,doll_17.05 m,doll_4.92 b
doll_3.43 m,doll_1.25 b,doll_29.0 m,doll_7.33 b
doll_5.39 m,doll_5.46 b,doll_32.05 m,doll_41.92 b
doll_4.77 m,doll_5.62 b,doll_31.31 m,doll_46.17 b
doll_4.6 m,doll_1.85 b,doll_27.36 m,doll_23.52 b
doll_2.4 m,doll_1.91 b,doll_23.09 m,doll_14.08 b
doll_4.07 m,doll_936.0 m,doll_21.55 m,doll_2.69 b
0,doll_1.19 b,doll_17.59 m,doll_5.89 b
0,doll_4.78 b,doll_15.69 m,doll_16.01 b
doll_3.69 m,doll_2.02 b,doll_33.56 m,doll_11.98 b
doll_2.31 m,doll_308.0 m,doll_19.69 m,doll_2.94 b
doll_3.97 m,doll_2.44 b,doll_21.64 m,doll_28.52 b
doll_5.21 m,0.0,0,0.0
doll_3.67 m,doll_1.16 b,doll_35.1 m,doll_20.89 b
0,doll_1.33 b,doll_19.26 m,doll_26.17 b
doll_3.53 m,doll_486.0 m,doll_30.91 m,doll_10.66 b
0,doll_-156.0 m,doll_35.21 m,doll_2.94 b
doll_3.12 m,doll_821.0 m,doll_14.17 m,doll_6.17 b
doll_2.46 m,doll_1.32 b,doll_23.57 m,doll_13.45 b
doll_5.25 m,doll_-254.0 m,0,doll_6.58 b
doll_1.28 m,doll_838.0 m,doll_31.55 m,doll_3.93 b
doll_3.65 m,doll_8.18 b,doll_39.95 m,doll_30.04 b
doll_3.2 m,doll_3.08 b,doll_27.1 m,doll_10.03 b
doll_3.4 m,doll_14.96 b,doll_18.12 m,doll_76.57 b
doll_3.33 m,doll_-221.0 m,doll_25.29 m,doll_5.08 b
doll_3.12 m,doll_1.33 b,doll_22.94 m,doll_26.32 b
0,doll_395.0 m,doll_5.92 m,doll_1.16 b
doll_3.1 m,doll_454.0 m,doll_22.29 m,doll_1.91 b
0,doll_481.0 m,doll_11.81 m,doll_3.76 b
doll_8.09 m,doll_1.26 b,doll_22.28 m,doll_3.93 b
doll_1.96 m,doll_421.0 m,doll_15.5 m,doll_2.15 b
doll_2.07 m,doll_4.57 b,doll_23.57 m,0.0
doll_4.88 m,doll_5.39 b,doll_25.25 m,doll_14.65 b
doll_3.89 m,doll_423.0 m,doll_6.84 m,doll_2.46 b
doll_2.79 m,doll_6.22 b,doll_29.86 m,0.0
doll_3.21 m,doll_784.0 m,doll_19.89 m,doll_5.89 b
0,doll_3.66 b,doll_38.16 m,doll_82.2 b
doll_4.51 m,doll_4.43 b,doll_17.39 m,doll_27.13 b
doll_4.98 m,doll_3.75 b,doll_28.91 m,doll_35.09 b
doll_3.61 m,doll_5.84 b,doll_43.73 m,doll_35.25 b
0,doll_1.34 b,doll_24.67 m,doll_24.4 b
doll_3.21 m,doll_2.03 b,doll_21.98 m,doll_26.22 b
0,doll_996.0 m,doll_21.99 m,doll_7.71 b
0,doll_521.0 m,doll_21.06 m,doll_4.87 b
doll_3.89 m,doll_2.32 b,doll_38.09 m,doll_26.12 b
doll_2.61 m,doll_3.23 b,doll_26.4 m,doll_26.62 b
doll_1.24 m,doll_8.92 b,doll_39.41 m,doll_114.94 b
doll_3.05 m,doll_1.69 b,doll_25.41 m,doll_15.62 b
doll_2.67 m,doll_1.22 b,doll_27.56 m,doll_9.94 b
doll_3.57 m,doll_-50.0 m,doll_2.2 m,doll_4.24 b
doll_7.0 m,doll_3.76 b,doll_24.6 m,doll_31.91 b
0,doll_1.3 b,doll_29.27 m,doll_8.32 b
doll_3.58 m,doll_272.0 m,doll_14.29 m,doll_3.6 b
doll_3.77 m,doll_-848.0 m,doll_14.19 m,doll_1.3 b
doll_4.77 m,doll_2.67 b,doll_21.83 m,0.0
0,doll_1.33 b,doll_29.11 m,doll_4.9 b
doll_2.14 m,doll_1.35 b,doll_30.31 m,doll_13.68 b
doll_4.38 m,doll_3.98 b,doll_27.16 m,doll_41.47 b
doll_3.23 m,doll_2.61 b,doll_22.64 m,doll_10.2 b
0,doll_1.54 b,doll_19.97 m,doll_18.43 b
doll_5.66 m,doll_1.74 b,doll_33.0 m,doll_72.3 b
doll_0.86 m,doll_35.0 m,0,doll_2.79 b
doll_2.68 m,doll_1.7 b,doll_8.35 m,doll_5.44 b
doll_2.48 m,doll_1.76 b,doll_29.89 m,doll_6.4 b
doll_4.99 m,doll_466.0 m,doll_20.63 m,doll_1.52 b
0,doll_230.0 m,doll_2.28 m,doll_3.51 b
doll_4.83 m,doll_47.0 m,0,doll_642.0 m
doll_5.22 m,doll_349.0 m,doll_10.36 m,doll_3.24 b
doll_2.71 m,doll_905.0 m,doll_32.4 m,doll_9.46 b
0,doll_1.19 b,doll_7.77 m,doll_9.24 b
doll_1.17 m,doll_903.0 m,0,doll_1.86 b
doll_1.56 m,doll_1.44 b,doll_32.4 m,doll_46.0 b
doll_4.88 m,doll_4.61 b,doll_18.61 m,doll_20.55 b
doll_4.6 m,doll_2.0 b,doll_16.86 m,doll_25.31 b
doll_3.89 m,doll_1.87 b,doll_10.88 m,doll_25.76 b
0,doll_5.47 b,doll_34.75 m,doll_67.42 b
doll_3.4 m,doll_3.37 b,doll_43.85 m,doll_93.59 b
doll_6.8 m,doll_878.0 m,doll_20.91 m,doll_13.81 b
doll_2.94 m,doll_648.0 m,doll_26.83 m,doll_5.13 b
0,doll_919.0 m,doll_17.14 m,doll_6.47 b
0,doll_3.9 b,doll_14.41 m,doll_57.29 b
doll_6.77 m,doll_741.0 m,doll_15.36 m,doll_4.16 b
doll_2.43 m,doll_654.0 m,doll_33.58 m,doll_6.83 b
0,doll_-961.0 m,doll_54.38 m,doll_4.23 b
0,doll_13.0 m,doll_27.9 m,doll_2.36 b
0,doll_661.0 m,doll_11.18 m,doll_2.83 b
doll_3.03 m,doll_1.95 b,doll_27.46 m,doll_11.89 b
doll_5.93 m,doll_4.22 b,doll_25.97 m,doll_9.0 b
doll_2.71 m,doll_803.0 m,doll_20.34 m,doll_3.68 b
doll_2.54 m,doll_-21.0 m,doll_28.46 m,doll_81.0 m
doll_4.2 m,doll_-306.0 m,doll_7.52 m,doll_873.0 m
doll_5.42 m,doll_1.49 b,doll_11.33 m,doll_4.46 b
doll_5.1 m,doll_802.0 m,doll_19.59 m,doll_5.26 b
doll_3.17 m,doll_1.44 b,doll_32.46 m,doll_28.01 b
doll_0.83 m,doll_1.39 b,doll_40.03 m,doll_11.84 b
doll_2.04 m,doll_292.0 m,doll_22.27 m,doll_1.94 b
doll_3.4 m,doll_837.0 m,doll_13.9 m,doll_5.63 b
doll_1.82 m,doll_2.85 b,doll_24.11 m,doll_51.39 b
doll_3.67 m,doll_256.0 m,doll_39.29 m,doll_46.86 b
doll_2.04 m,doll_308.0 m,0,doll_12.68 b
doll_4.07 m,doll_845.0 m,doll_19.97 m,doll_6.34 b
doll_4.62 m,doll_184.0 m,doll_19.45 m,doll_17.18 b
doll_5.94 m,doll_880.0 m,doll_26.59 m,doll_11.94 b
0,doll_667.0 m,doll_5.79 m,doll_1.18 b
doll_4.01 m,doll_1.4 b,doll_41.03 m,doll_11.02 b
0,0.0,0,0.0
doll_2.94 m,doll_826.0 m,doll_13.82 m,doll_1.58 b
doll_4.17 m,doll_2.83 b,doll_24.58 m,doll_14.82 b
0,doll_1.04 b,doll_18.92 m,doll_18.62 b
doll_3.3 m,doll_1.5 b,doll_31.19 m,doll_16.54 b
doll_3.36 m,doll_1.01 b,doll_10.12 m,doll_6.74 b
doll_1.71 m,doll_1.49 b,doll_29.93 m,doll_32.67 b
doll_2.57 m,doll_1.54 b,doll_17.48 m,doll_214.0 b
doll_2.26 m,doll_-300.0 m,doll_12.68 m,doll_902.0 m
doll_3.67 m,doll_469.0 m,doll_12.59 m,doll_37.03 b
doll_3.12 m,doll_622.0 m,doll_9.33 m,doll_11.38 b
doll_4.1 m,doll_123.0 m,doll_7.8 m,doll_3.33 b
0,doll_670.0 m,doll_19.04 m,doll_5.55 b
doll_2.01 m,doll_-2343.0 m,doll_15.74 m,doll_15.86 b
doll_2.16 m,doll_4.44 b,doll_41.53 m,doll_24.4 b
doll_0.69 m,doll_-88.0 m,doll_5.96 m,doll_20.64 b
doll_5.39 m,doll_520.0 m,doll_7.43 m,doll_2.61 b
doll_3.11 m,doll_761.0 m,doll_5.94 m,doll_1.62 b
doll_2.83 m,doll_2.38 b,doll_16.11 m,doll_16.12 b
