00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_net_income_usd
117 million usd,377 million usd,117000000.0
67 million usd,67 million usd,18000000.0
377 million usd,68 million usd,-60000000.0
636 million usd,0 million usd,211000000.0
108 million usd,33 million usd,6000000.0
495 million usd,-246 million usd,495000000.0
6 million usd,44 million usd,108000000.0
211 million usd,34 million usd,636000000.0
-60 million usd,61 million usd,377000000.0
18 million usd,-238 million usd,67000000.0
68 million usd,18 million usd,68000000.0
11 million usd,11 million usd,0.0
18 million usd,35 million usd,33000000.0
-238 million usd,97 million usd,-246000000.0
61 million usd,133 million usd,44000000.0
34 million usd,-30 million usd,34000000.0
44 million usd,-53 million usd,61000000.0
-246 million usd,113 million usd,-238000000.0
33 million usd,144 million usd,18000000.0
0 million usd,238 million usd,11000000.0
35 million usd,473 million usd,35000000.0
-44 million usd,-44 million usd,97000000.0
473 million usd,303 million usd,133000000.0
238 million usd,211 million usd,-30000000.0
144 million usd,211 million usd,-53000000.0
113 million usd,113 million usd,113000000.0
-53 million usd,255 million usd,144000000.0
-30 million usd,-108 million usd,238000000.0
133 million usd,802 million usd,473000000.0
97 million usd,,-44000000.0
303 million usd,255 million usd,303000000.0
197 million usd,197 million usd,211000000.0
255 million usd,180 million usd,211000000.0
,24 million usd,113000000.0
802 million usd,-338 million usd,255000000.0
-108 million usd,663 million usd,-108000000.0
255 million usd,171 million usd,802000000.0
113 million usd,133 million usd,
211 million usd,-56 million usd,255000000.0
211 million usd,104 million usd,197000000.0
180 million usd,479 million usd,180000000.0
-111 million usd,-111 million usd,24000000.0
479 million usd,389 million usd,-338000000.0
104 million usd,40 million usd,663000000.0
-56 million usd,100 million usd,171000000.0
133 million usd,834 million usd,133000000.0
171 million usd,297 million usd,-56000000.0
663 million usd,28 million usd,104000000.0
-338 million usd,93 million usd,479000000.0
24 million usd,105 million usd,-111000000.0
389 million usd,376 million usd,389000000.0
249 million usd,249 million usd,40000000.0
376 million usd,159 million usd,100000000.0
105 million usd,343 million usd,834000000.0
93 million usd,402 million usd,297000000.0
28 million usd,96 million usd,28000000.0
297 million usd,-30 million usd,93000000.0
834 million usd,521 million usd,105000000.0
100 million usd,129 million usd,376000000.0
40 million usd,-98 million usd,249000000.0
159 million usd,,159000000.0
,,343000000.0
,-724 million usd,402000000.0
-98 million usd,420 million usd,96000000.0
521 million usd,28 million usd,-30000000.0
129 million usd,538 million usd,521000000.0
-30 million usd,126 million usd,129000000.0
96 million usd,601 million usd,-98000000.0
402 million usd,94 million usd,
343 million usd,-266 million usd,
-724 million usd,308 million usd,-724000000.0
72 million usd,72 million usd,420000000.0
308 million usd,113 million usd,28000000.0
-266 million usd,52 million usd,538000000.0
94 million usd,151 million usd,126000000.0
601 million usd,161 million usd,601000000.0
126 million usd,270 million usd,94000000.0
538 million usd,333 million usd,-266000000.0
28 million usd,385 million usd,308000000.0
420 million usd,75 million usd,72000000.0
113 million usd,473 million usd,113000000.0
231 million usd,231 million usd,52000000.0
473 million usd,32 million usd,151000000.0
75 million usd,185 million usd,161000000.0
385 million usd,188 million usd,270000000.0
333 million usd,33 million usd,333000000.0
270 million usd,-188 million usd,385000000.0
161 million usd,-250 million usd,75000000.0
151 million usd,134 million usd,473000000.0
52 million usd,727 million usd,231000000.0
32 million usd,111 million usd,32000000.0
108 million usd,108 million usd,185000000.0
111 million usd,121 million usd,188000000.0
727 million usd,263 million usd,33000000.0
134 million usd,73 million usd,-188000000.0
-250 million usd,286 million usd,-250000000.0
-188 million usd,148 million usd,134000000.0
33 million usd,-149 million usd,727000000.0
188 million usd,130 million usd,111000000.0
185 million usd,141 million usd,108000000.0
121 million usd,495 million usd,121000000.0
258 million usd,258 million usd,263000000.0
495 million usd,118 million usd,73000000.0
141 million usd,-143 million usd,286000000.0
130 million usd,57 million usd,148000000.0
-149 million usd,43 million usd,-149000000.0
148 million usd,149 million usd,130000000.0
286 million usd,-128 million usd,141000000.0
73 million usd,-181 million usd,495000000.0
263 million usd,178 million usd,258000000.0
118 million usd,96 million usd,118000000.0
363 million usd,363 million usd,-143000000.0
96 million usd,-736 million usd,57000000.0
178 million usd,351 million usd,43000000.0
-181 million usd,76 million usd,149000000.0
-128 million usd,-397 million usd,-128000000.0
149 million usd,10 million usd,-181000000.0
43 million usd,187 million usd,178000000.0
57 million usd,386 million usd,96000000.0
-143 million usd,115 million usd,363000000.0
-736 million usd,151 million usd,-736000000.0
146 million usd,146 million usd,351000000.0
151 million usd,117 million usd,76000000.0
115 million usd,927 million usd,-397000000.0
386 million usd,"2,103 million usd",10000000.0
187 million usd,270 million usd,187000000.0
10 million usd,47 million usd,386000000.0
-397 million usd,29 million usd,115000000.0
76 million usd,,151000000.0
351 million usd,-9 million usd,146000000.0
117 million usd,-528 million usd,117000000.0
146 million usd,146 million usd,927000000.0
-528 million usd,117 million usd,2103000000.0
-9 million usd,189 million usd,270000000.0
,630 million usd,47000000.0
29 million usd,271 million usd,29000000.0
47 million usd,57 million usd,
270 million usd,48 million usd,-9000000.0
"2,103 million usd",125 million usd,-528000000.0
927 million usd,52 million usd,146000000.0
117 million usd,198 million usd,117000000.0
301 million usd,301 million usd,189000000.0
198 million usd,231 million usd,630000000.0
52 million usd,178 million usd,271000000.0
125 million usd,219 million usd,57000000.0
48 million usd,210 million usd,48000000.0
57 million usd,754 million usd,125000000.0
271 million usd,99 million usd,52000000.0
630 million usd,474 million usd,198000000.0
189 million usd,72 million usd,301000000.0
231 million usd,179 million usd,231000000.0
237 million usd,237 million usd,178000000.0
179 million usd,322 million usd,219000000.0
72 million usd,252 million usd,210000000.0
474 million usd,45 million usd,754000000.0
99 million usd,127 million usd,99000000.0
754 million usd,94 million usd,474000000.0
210 million usd,-16 million usd,72000000.0
219 million usd,158 million usd,179000000.0
178 million usd,-184 million usd,237000000.0
322 million usd,-191 million usd,322000000.0
98 million usd,98 million usd,252000000.0
-191 million usd,250 million usd,45000000.0
-184 million usd,143 million usd,127000000.0
158 million usd,494 million usd,94000000.0
94 million usd,-13 million usd,-16000000.0
-16 million usd,,158000000.0
127 million usd,-11 million usd,-184000000.0
45 million usd,91 million usd,-191000000.0
252 million usd,86 million usd,98000000.0
250 million usd,94 million usd,250000000.0
865 million usd,865 million usd,143000000.0
94 million usd,96 million usd,494000000.0
86 million usd,321 million usd,-13000000.0
91 million usd,367 million usd,
-11 million usd,,-11000000.0
,91 million usd,91000000.0
-13 million usd,34 million usd,86000000.0
494 million usd,150 million usd,94000000.0
143 million usd,439 million usd,865000000.0
96 million usd,-167 million usd,96000000.0
56 million usd,56 million usd,321000000.0
-167 million usd,,367000000.0
439 million usd,104 million usd,
150 million usd,-163 million usd,91000000.0
34 million usd,137 million usd,34000000.0
91 million usd,352 million usd,150000000.0
,328 million usd,439000000.0
367 million usd,376 million usd,-167000000.0
321 million usd,106 million usd,56000000.0
,417 million usd,
573 million usd,573 million usd,104000000.0
417 million usd,-147 million usd,-163000000.0
106 million usd,26 million usd,137000000.0
376 million usd,401 million usd,352000000.0
328 million usd,126 million usd,328000000.0
352 million usd,-221 million usd,376000000.0
137 million usd,150 million usd,106000000.0
-163 million usd,29 million usd,417000000.0
104 million usd,22 million usd,573000000.0
-147 million usd,271 million usd,-147000000.0
-39 million usd,-39 million usd,26000000.0
271 million usd,546 million usd,401000000.0
22 million usd,105 million usd,126000000.0
29 million usd,179 million usd,-221000000.0
150 million usd,"1,256 million usd",150000000.0
-221 million usd,321 million usd,29000000.0
126 million usd,121 million usd,22000000.0
401 million usd,117 million usd,271000000.0
26 million usd,-371 million usd,-39000000.0
546 million usd,5 million usd,546000000.0
159 million usd,159 million usd,105000000.0
5 million usd,192 million usd,179000000.0
-371 million usd,-20 million usd,1256000000.0
117 million usd,239 million usd,321000000.0
121 million usd,837 million usd,121000000.0
321 million usd,671 million usd,117000000.0
"1,256 million usd",109 million usd,-371000000.0
179 million usd,85 million usd,5000000.0
105 million usd,66 million usd,159000000.0
192 million usd,,192000000.0
240 million usd,240 million usd,-20000000.0
,66 million usd,239000000.0
66 million usd,66 million usd,837000000.0
85 million usd,152 million usd,671000000.0
109 million usd,242 million usd,109000000.0
671 million usd,265 million usd,85000000.0
837 million usd,717 million usd,66000000.0
239 million usd,322 million usd,
-20 million usd,337 million usd,240000000.0
66 million usd,118 million usd,66000000.0
452 million usd,452 million usd,66000000.0
118 million usd,40 million usd,152000000.0
337 million usd,134 million usd,242000000.0
322 million usd,190 million usd,265000000.0
717 million usd,362 million usd,717000000.0
265 million usd,289 million usd,322000000.0
242 million usd,124 million usd,337000000.0
152 million usd,258 million usd,118000000.0
66 million usd,143 million usd,452000000.0
40 million usd,190 million usd,40000000.0
34 million usd,34 million usd,134000000.0
190 million usd,298 million usd,190000000.0
143 million usd,16 million usd,362000000.0
258 million usd,86 million usd,289000000.0
124 million usd,206 million usd,124000000.0
289 million usd,94 million usd,258000000.0
362 million usd,203 million usd,143000000.0
190 million usd,670 million usd,190000000.0
134 million usd,134 million usd,34000000.0
298 million usd,129 million usd,298000000.0
5 million usd,5 million usd,16000000.0
129 million usd,750 million usd,86000000.0
134 million usd,-8 million usd,206000000.0
670 million usd,712 million usd,94000000.0
94 million usd,259 million usd,203000000.0
203 million usd,127 million usd,670000000.0
206 million usd,83 million usd,134000000.0
86 million usd,-120 million usd,129000000.0
16 million usd,169 million usd,5000000.0
750 million usd,5 million usd,750000000.0
"1,818 million usd","1,818 million usd",-8000000.0
5 million usd,128 million usd,712000000.0
169 million usd,91 million usd,259000000.0
-120 million usd,101 million usd,127000000.0
83 million usd,"1,121 million usd",83000000.0
127 million usd,80 million usd,-120000000.0
259 million usd,22 million usd,169000000.0
712 million usd,43 million usd,5000000.0
-8 million usd,,1818000000.0
128 million usd,135 million usd,128000000.0
61 million usd,61 million usd,91000000.0
135 million usd,71 million usd,101000000.0
,317 million usd,1121000000.0
43 million usd,45 million usd,80000000.0
22 million usd,12 million usd,22000000.0
80 million usd,601 million usd,43000000.0
"1,121 million usd",18 million usd,
101 million usd,154 million usd,135000000.0
91 million usd,190 million usd,61000000.0
71 million usd,88 million usd,71000000.0
-678 million usd,-678 million usd,317000000.0
88 million usd,116 million usd,45000000.0
190 million usd,75 million usd,12000000.0
154 million usd,43 million usd,601000000.0
18 million usd,395 million usd,18000000.0
601 million usd,11 million usd,154000000.0
12 million usd,137 million usd,190000000.0
45 million usd,11 million usd,88000000.0
317 million usd,"1,660 million usd",-678000000.0
116 million usd,"3,290 million usd",116000000.0
"1,192 million usd","1,192 million usd",75000000.0
"3,290 million usd",147 million usd,43000000.0
"1,660 million usd",524 million usd,395000000.0
