07-silvestri-employees_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,03-gren-employees_number
,"3,585","1,400",
,"22,000",,27043.0
,"2,188",786,26932.0
,"12,000",296,12000.0
,,"6,400",1400.0
,"7,887",,
,"1,530","1,530",786.0
,,"7,887",296.0
,"6,400",,6400.0
,296,"2,161",
,,,1530.0
,"1,400",24,7887.0
,786,,
,"2,161",,2161.0
,,"4,657",
,"45,549",,24.0
,"4,972","4,972",
,,"45,549",
,"4,657",,4657.0
,,"7,000",
,,,4972.0
,24,"18,153",45549.0
,,,
,"7,000","19,467",7000.0
,899,"2,106",
,,"2,801",18153.0
,"8,230","8,230",
,"2,801",,19467.0
,"2,106",899,2106.0
,"19,467",,2801.0
,,,8230.0
,"18,153",,
,,"19,342",899.0
,,650,
,,176,
,"30,400","13,520",
,,,19342.0
,"13,520","30,400",650.0
,176,,176.0
,650,"28,324",13520.0
,"19,342","87,700",
,,"2,470",30400.0
,,"33,139",
,"28,324",519,28324.0
,,,87700.0
,"101,020",,2470.0
,,,33139.0
,,"101,020",519.0
,,,
,519,"2,945",
,"33,139",271,
,"2,470",,101020.0
,"87,700","9,618",
,"2,945","2,353",2945.0
,"48,330","12,978",271.0
,"3,000","1,447",
,"12,000","12,000",9618.0
,"1,447","3,000",2353.0
,"12,978","48,330",12978.0
,"2,353","6,643",1447.0
,"9,618",,12000.0
,,"4,737",3000.0
,271,,48330.0
,"6,643","4,800",6643.0
,"23,000",,
,"18,045",,4737.0
,500,500,
,,"18,045",4800.0
,,"23,000",
,"4,800","4,800",
,,"14,866",500.0
,"4,737","1,999",18045.0
,,363,23000.0
,"4,800","3,147",4800.0
,"3,245",,14866.0
,,,1999.0
,"1,200","1,200",363.0
,,,3147.0
,,"3,245",
,"3,147",586,
,363,,1200.0
,"1,999",,
,"14,866",,3245.0
,586,"3,562",586.0
,"10,300","12,105",
,,"10,433",
,,,
,"10,433",,3562.0
,"12,105","10,300",12105.0
,"3,562",,10433.0
,,"104,862",
,,"5,887",
,,,10300.0
,,"10,234",
,"5,800",18,104862.0
,,"3,337",5887.0
,"2,700","2,700",
,"3,337",,10234.0
,18,"5,800",18.0
,"10,234",,3337.0
,,"5,239",2700.0
,"5,887","5,224",
,"104,862",,5800.0
,,,
,"8,800",,5239.0
,"28,345",,5224.0
,"1,557","1,557",
,,"28,345",
,,"8,800",
,,,
,,234,1557.0
,"5,224","3,207",28345.0
,"5,239","7,300",8800.0
,,"17,000",
,"43,287",,234.0
,"79,000",751,3207.0
,"1,907","1,907",7300.0
,751,"79,000",17000.0
,,"43,287",
,"17,000",,751.0
,"7,300","89,373",1907.0
,"3,207","20,300",79000.0
,234,"2,631",43287.0
,,"1,650",
,,,89373.0
,,,20300.0
,"1,436","1,436",2631.0
,,,1650.0
,,,
,"1,650","12,000",
,"2,631",600,1436.0
,"20,300",,
,"89,373","20,173",
,"12,000","3,800",12000.0
,"16,400","8,829",600.0
,,"23,000",
,,,20173.0
,"23,000",,3800.0
,"8,829","16,400",8829.0
,"3,800","1,383",23000.0
,"20,173",,
,,406,
,600,"18,302",16400.0
,"1,383",,1383.0
,"5,600","6,153",
,"16,459",,406.0
,,,18302.0
,,"16,459",
,"6,153","5,600",6153.0
,,400,
,"18,302","4,885",
,406,"10,000",16459.0
,,"46,644",5600.0
,400,,400.0
,"3,800","8,981",4885.0
,"10,454","4,353",10000.0
,"17,255","17,255",46644.0
,"4,353","10,454",
,"8,981","3,800",8981.0
,,,4353.0
,"46,644","3,400",17255.0
,"10,000",,10454.0
,"4,885",,3800.0
,,,
,"27,113",,3400.0
,"8,450",,
,"1,350","1,350",
,,"8,450",
,,"27,113",
,,,
,,"17,979",1350.0
,,"3,978",8450.0
,"3,400",,27113.0
,,"34,000",
,,"5,525",17979.0
,"3,522","1,595",3978.0
,"3,208","3,208",
,"1,595","3,522",34000.0
,"5,525",,5525.0
,"34,000","1,579",1595.0
,,"123,276",3208.0
,"3,978","11,500",3522.0
,"17,979",,
,"1,579","7,800",1579.0
,,"14,000",123276.0
,,"28,000",11500.0
,"3,441","3,441",
,"28,000",,7800.0
,"14,000",,14000.0
,"7,800",,28000.0
,,"15,352",3441.0
,"11,500","12,982",
,"123,276","2,121",
,,,
,"8,761",,15352.0
,"84,283","22,245",12982.0
,"2,889","2,889",2121.0
,"22,245","84,283",
,,"8,761",
,,,22245.0
,"2,121","15,000",2889.0
,"12,982","1,600",84283.0
,"15,352","7,100",8761.0
,,"2,155",
,"18,000","1,201",15000.0
,"1,165",543,1600.0
,,,7100.0
,543,"1,165",2155.0
,"1,201","18,000",1201.0
,"2,155",,543.0
,"7,100",,
,"1,600","10,692",1165.0
,"15,000",,18000.0
,,"23,000",
,,,
,383,,10692.0
,,,
,,383,23000.0
,,,
,"23,000","4,500",
,,"3,033",
,"10,692","2,324",383.0
,,"3,500",
,"4,500",,4500.0
,"5,398","19,962",3033.0
,,,2324.0
,"2,357","2,357",3500.0
,,,
,"19,962","5,398",19962.0
,,,
,"3,500","1,950",2357.0
,"2,324",,
,"3,033",,5398.0
,,,
,"1,058","36,441",1950.0
,,,
,"50,479","50,479",
,,,
,"36,441","1,058",36441.0
,,,
,,"3,670",50479.0
,,,
,"1,950",,1058.0
,,"2,547",
,"1,194","2,800",3670.0
,"1,617","1,290",
,,,
,"1,290","1,617",2547.0
,"2,800","1,194",2800.0
,"2,547","30,491",1290.0
,,"4,500",
,,,1617.0
,"3,670","14,000",1194.0
,"30,491","8,367",30491.0
,"2,966",,4500.0
,"2,728","20,115",
,724,724,14000.0
,"20,115","2,728",8367.0
,,"2,966",
,"8,367","3,529",20115.0
,"14,000",,724.0
,,,2728.0
,"4,500","7,428",2966.0
,"3,529",,3529.0
,"4,900",20,
,,"8,607",
,"11,700","11,700",7428.0
,"8,607",,
,20,"4,900",20.0
,,"14,200",8607.0
,"7,428","20,503",11700.0
,,"3,562",
,,381,4900.0
,"14,200",,14200.0
,"10,258",,20503.0
,450,"1,800",3562.0
,129,129,381.0
,"1,800",450,
,,"10,258",
,,"10,762",1800.0
,381,"6,435",129.0
,"3,562","33,000",450.0
,"20,503",,10258.0
,"10,762","7,232",10762.0
,"7,354",,6435.0
,145,590,33000.0
,,,
,590,145,7232.0
,,"7,354",
,"7,232","2,082",590.0
,,485,
,"33,000","3,551",145.0
,"6,435","3,165",7354.0
,"2,082",,2082.0
,,"9,400",485.0
,,"5,223",3551.0
,"5,223",50,3165.0
,50,,
,"9,400",,9400.0
,,"7,369",5223.0
,"3,165","1,503",50.0
,"3,551","3,529",
,485,"2,800",
,"7,369","6,655",7369.0
,"65,957",,1503.0
,"18,300",400,3529.0
,,,2800.0
,400,"18,300",6655.0
,,"65,957",
,"6,655","11,463",400.0
,"2,800",830,
,"3,529","1,426",18300.0
,"1,503",,65957.0
,"6,503","6,503",11463.0
,,,830.0
,"1,426",,1426.0
,830,"1,274",
,"11,463","41,900",6503.0
,410,410,
,"41,900","6,778",
,"1,274","13,008",1274.0
,,,41900.0
,,,410.0
,"1,770",,6778.0
,561,641,13008.0
,"1,763","1,431",
,"1,431","1,763",
,641,561,
,,"1,770",641.0
,,275,1431.0
,,"1,089",1763.0
,"13,008",835,561.0
,"6,778",,1770.0
,275,"2,800",275.0
,,700,1089.0
,,"1,000",835.0
,,,
,"1,000",,2800.0
,700,,700.0
,"2,800",900,1000.0
,,,
,835,"28,400",
,"1,089","2,400",
,900,,900.0
,"1,250","7,644",
,,"8,800",28400.0
,"43,310","43,310",2400.0
,"8,800",,
,"7,644","1,250",7644.0
,,,8800.0
,"2,400",,43310.0
,"28,400","4,900",
,,"4,800",1250.0
,,"9,500",
,"4,702",,
,"1,317","1,394",4900.0
,"1,005","1,005",4800.0
,"1,394","1,317",9500.0
,,"4,702",
,"9,500","1,392",1394.0
,"4,800",773,1005.0
,"4,900","6,737",1317.0
,,"2,800",4702.0
,"1,392","1,111",1392.0
,,535,773.0
,,,6737.0
,"15,379","15,379",2800.0
,,,1111.0
,535,,535.0
,"1,111",,
,"2,800","8,700",15379.0
,"6,737",,
,773,,
,,"3,675",
,"18,019","2,771",8700.0
,771,,
,218,218,
,,771,3675.0
,"2,771","18,019",2771.0
,"3,675",,
,,"3,036",218.0
,,"3,310",771.0
,"8,700","4,000",18019.0
,,350,
,,"42,762",3036.0
,"6,780","11,041",3310.0
,,,4000.0
,"11,041","6,780",350.0
,"42,762",,42762.0
,350,"7,595",11041.0
,"4,000",913,
,"3,310",375,6780.0
,"3,036",,
,"7,595","18,740",7595.0
,"37,484",380,913.0
,"1,074","3,497",4797.0
,"3,497","1,074",375.0
,380,"37,484",
,"18,740","4,600",18740.0
,,"22,500",380.0
,375,"7,411",3497.0
,"4,797","12,296",1074.0
,913,,37484.0
,"4,600",,4600.0
,,844,22500.0
,"34,548","14,945",7411.0
,"14,945","34,548",12296.0
,844,,
,,"1,466",
,,593,844.0
,"12,296",,14945.0
,"7,411","39,385",34548.0
,"22,500",,
,"1,466",,1466.0
,"2,058","2,316",593.0
,"1,100",959,
,959,"1,100",39385.0
,"2,316","2,058",
,,"1,591",
,,"4,800",2316.0
,"39,385","1,119",959.0
,,"10,560",1100.0
,593,,2058.0
,"1,591",,1591.0
,"11,202","23,853",4800.0
,"4,348",,1119.0
,,"4,348",10560.0
,"23,853","11,202",
,,"12,100",
,,"6,500",23853.0
,"10,560","17,112",
,"1,119","22,022",4348.0
,"4,800",,11202.0
,"12,100",,12100.0
,"37,697","4,771",6500.0
,"1,503",,17112.0
,,"1,503",22022.0
,"4,771","37,697",
,,"14,615",
,,,4771.0
,"22,022","1,315",
,"17,112","1,155",1503.0
,"6,500",200,37697.0
,"14,615","1,448",14615.0
,"11,634","2,106",
,279,753,1315.0
,753,279,1155.0
,"2,106","11,634",200.0
,"1,448","5,938",1448.0
,200,"2,094",2106.0
,"1,155",,753.0
,"1,315",,279.0
,,"16,100",11634.0
,"5,938","2,300",5938.0
,,,2094.0
,"355,000","16,800",
,"16,800","355,000",
,,,16100.0
,"2,300",,2300.0
,"16,100",,
,,938,16800.0
,,671,355000.0
,"2,094","8,668",
,,"1,138",
,"4,200","11,540",
,,,938.0
,,,671.0
,"11,540","4,200",8668.0
,"1,138",57,1138.0
,"8,668",156,11540.0
,671,"2,200",
,938,"7,385",
,,"1,203",4200.0
,"7,233","7,233",57.0
,"1,203","4,100",156.0
,"7,385",,2200.0
,"2,200",,7385.0
,156,"6,074",1203.0
,57,"5,806",7233.0
,"6,074","1,200",4100.0
,,"103,000",
,,"26,000",
,"4,100",,6074.0
,"5,806",,5806.0
,"2,600","10,385",1200.0
,"72,644","72,644",103000.0
,,"2,600",26000.0
,"10,385",,
,,,
,,"27,000",10385.0
,"26,000",,72644.0
,"103,000",442,2600.0
,"1,200","3,862",
,,"4,000",
,"110,000","3,920",27000.0
,"4,108","4,887",
,"4,887","4,108",442.0
,"3,920","110,000",3862.0
,"4,000","1,826",4000.0
,"3,862",240,3920.0
,442,522,4887.0
,,"1,823",4108.0
,"27,000","13,800",110000.0
,"1,826","1,305",1826.0
,,"2,300",240.0
,"20,322","13,819",522.0
,"13,819","20,322",1823.0
,"2,300",,13800.0
,"1,305","2,729",1305.0
,"13,800","21,000",2300.0
,"1,823","13,336",13819.0
,522,"10,221",20322.0
,240,"5,995",
,"2,729","8,500",2729.0
,"3,974",527,21000.0
,"10,800","2,483",13336.0
,"2,483","10,800",10221.0
,527,"3,974",5995.0
,"8,500",,8500.0
,"5,995","22,000",527.0
,"10,221","4,400",2483.0
,"13,336","4,341",10800.0
,"21,000",,3974.0
,,"50,000",
,286,"8,500",22000.0
,,"6,577",4400.0
,"6,577",,4341.0
,"8,500",286,
,"50,000","30,000",50000.0
,,"5,169",8500.0
,"4,341","6,569",6577.0
,"4,400","23,442",
,"22,000",,286.0
,"30,000","4,883",30000.0
,"16,169",,5169.0
,234,,6569.0
,,234,23442.0
,,"16,169",
,"4,883","19,466",4883.0
,,281,
,"23,442",929,
,"6,569",241,234.0
,"5,169","6,396",16169.0
,"19,466",,19466.0
,,"3,163",281.0
,"4,118","35,800",929.0
,"35,800","4,118",241.0
,"3,163",,6396.0
,,"1,189",
,"6,396","2,467",3163.0
,241,753,35800.0
,929,341,4118.0
,281,"8,892",
,,,1189.0
,"5,120","9,450",2467.0
,,,753.0
,"9,450","5,120",341.0
,,,8892.0
,"8,892","2,440",
,341,"15,050",9450.0
,753,,
,"2,467",280,5120.0
,"1,189",,
,"2,440","3,300",2440.0
,"6,600",,15050.0
,,,
,,,280.0
,,"6,600",
,"3,300","3,285",3300.0
,,502,
,280,,
,,"2,988",
,"15,050","20,112",6600.0
,"3,285","36,810",3285.0
,696,"2,839",502.0
,"81,650","81,650",
,,,2988.0
,"36,810",696,20112.0
,"2,839",,36810.0
,"20,112","4,700",2839.0
,"2,988","1,492",81650.0
,,,
,502,,696.0
,,"1,700",
,"19,000",,4700.0
,"4,700",,1492.0
,,"4,700",
,,"19,000",
,"1,700","6,800",1700.0
,,,
,,"17,300",
,"1,492",,4700.0
,"4,700",,19000.0
,"6,800",751,6800.0
,"50,124",,
,,792,17300.0
,792,,
,,"50,124",
,751,,751.0
,,"18,107",
,,"11,000",792.0
,"17,300",,
,,,50124.0
,,"2,065",
,924,"1,449",18107.0
,"3,486",,11000.0
,,"3,486",
,"1,449",924,
,"2,065","3,200",2065.0
,,"11,000",1449.0
,,"1,921",
,"11,000",,3486.0
,"18,107","2,127",924.0
,"3,200","1,753",3200.0
,"1,411",,11000.0
,488,"15,600",1921.0
,"15,600",488,
,,"1,411",2127.0
,"1,753",,1753.0
,"2,127",490,
,,"10,384",15600.0
,"1,921","3,500",488.0
,"11,000","3,332",1411.0
,,"23,800",
,"6,571",,490.0
,"2,504","5,153",10384.0
,"5,153","2,504",3500.0
,,"6,571",3332.0
,"23,800","2,127",23800.0
,"3,332","4,025",
,"3,500",,5153.0
,"10,384","4,800",2504.0
,490,"1,833",6571.0
,"2,127",,2127.0
,"40,000","5,543",4025.0
,,,
,,,4800.0
,"5,543","40,000",1833.0
,,"16,050",
,"1,833",,5543.0
,"4,800","10,600",
,,,
,"4,025","30,000",40000.0
,"16,050","10,572",16050.0
,,"14,000",
,"5,500",277,10600.0
,277,"5,500",
,"14,000",,30000.0
,"10,572","19,746",10572.0
,"30,000","55,000",14000.0
,,"7,000",277.0
,"10,600",491,5500.0
,,"1,472",
,"19,746",954,19746.0
,"8,001","11,360",55000.0
,"41,474","6,646",7000.0
,"6,646","41,474",491.0
,"11,360","8,001",1472.0
,954,"3,800",954.0
,"1,472","5,611",11360.0
,491,449,6646.0
,"7,000","4,800",41474.0
,"55,000",,8001.0
,"3,800","4,509",3800.0
,"7,200",850,5611.0
,"2,007","2,007",449.0
,"12,511","7,200",4800.0
,850,"12,511",
,"4,509","4,270",4509.0
,,"6,000",850.0
,"4,800","5,000",2007.0
,449,"10,764",7200.0
,"5,611","3,199",12511.0
,"4,270","13,200",4270.0
,"1,300","4,863",6000.0
,"4,509","2,584",5000.0
,"2,584","4,509",10764.0
,"4,863","1,300",3199.0
,"13,200",,13200.0
,"3,199",,4863.0
,"10,764",,2584.0
,"5,000",,4509.0
,"6,000","15,638",1300.0
,,,
,"2,159","46,000",
,"4,453","15,891",
,"15,891","4,453",
,"46,000","2,159",15638.0
,,"3,485",
,"15,638","4,803",46000.0
,,"26,000",15891.0
,,490,4453.0
,,792,2159.0
,"3,485",450,3485.0
,396,"1,500",4803.0
,,901,26000.0
,901,,490.0
,"1,500",396,792.0
,450,,450.0
,792,"77,000",1500.0
,490,"23,147",901.0
,"26,000","18,600",
,"4,803",,396.0
,,"11,808",
,"10,688","25,796",77000.0
,"2,026","21,222",23147.0
,"21,222","2,026",18600.0
,"25,796","10,688",
,"11,808","26,354",11808.0
,,,25796.0
,"18,600","40,000",21222.0
,"23,147",,2026.0
,"77,000","5,301",10688.0
,"26,354","7,400",26354.0
,526,"6,600",
,,"16,000",40000.0
,"16,000",,
,"6,600",526,5301.0
,"7,400","1,945",7400.0
,"5,301",,6600.0
,,,16000.0
,"40,000","19,759",
,,"4,603",526.0
,"1,945","7,238",1945.0
,"28,454",328,
,"1,196","8,921",
,"8,921","1,196",19759.0
,328,"28,454",4603.0
,"7,238","40,100",7238.0
,"4,603",,328.0
,"19,759",,8921.0
,,,1196.0
,,"2,863",28454.0
,"40,100","1,746",40100.0
,766,"7,852",
,,"1,500",
,"1,500",766,
,"7,852",,2863.0
,"1,746",508,1746.0
,"2,863","11,506",7852.0
,,"3,302",1500.0
,,"23,477",
,,"3,895",766.0
,,"3,038",
,"3,315",,508.0
,,,11506.0
,,"3,315",3302.0
,"3,038","6,668",23477.0
,"3,895","52,564",3895.0
,"23,477",,3038.0
,"3,302",,
,"11,506","9,200",
,508,"13,000",3315.0
,"6,668",,6668.0
,"37,400",,52564.0
,"8,500","8,500",
,,"37,400",
,,"14,468",9200.0
,"13,000",,13000.0
,,,
,,,
,"9,200","1,500",8500.0
,"52,564",,37400.0
,"14,468","25,900",14468.0
,792,,
,,,
,,792,
,"25,900",,1500.0
,,,
,"1,500",,25900.0
,,,
,,,
,,"4,000",792.0
,,,
,"8,000",252,
,"13,941","13,941",
,252,"8,000",
,,"43,600",
,"4,000","56,000",4000.0
,,,
,,"2,436",252.0
,,"15,200",13941.0
,,"1,900",8000.0
,"43,600","4,866",43600.0
,"11,404",,56000.0
,,,
,,"11,404",2436.0
,"4,866",,15200.0
,"1,900",,1900.0
,"15,200",490,4866.0
,"2,436",444,
,,,
,"56,000","9,500",11404.0
,,,
,"4,022","4,000",
,188,188,490.0
,"4,000","4,022",444.0
,,"1,131",
,"9,500",,9500.0
,,"2,661",
,444,703,4000.0
,490,"5,688",188.0
,,,4022.0
,"1,131",354,1131.0
,"9,670","7,507",
,"3,500","3,500",2661.0
,"7,507","9,670",703.0
,354,"5,732",5688.0
,,484,
,"5,688",,354.0
,703,"4,180",7507.0
,"2,661","10,851",3500.0
,,"4,510",9670.0
,"5,732",,5732.0
,,,484.0
,647,647,
,,,4180.0
,,"6,234",10851.0
,"4,510","1,499",4510.0
,"10,851","1,419",
,"4,180",,
,,,647.0
,484,,
,"6,234","4,193",6234.0
,,"4,975",1499.0
,,,1419.0
,"4,975",,
,"4,193","1,798",
,,"5,501",
,,,4193.0
,,,4975.0
,"1,419","11,089",
,"1,499",,
,"1,798","30,908",1798.0
,,"10,571",5501.0
,,,
,"10,571",,
,"30,908",,11089.0
,,888,
,"11,089",,30908.0
,,,10571.0
,,"2,992",
,"5,501","1,764",
,,,
,949,"1,359",888.0
,"45,500","45,500",
,"1,359",949,
,,"32,171",2992.0
,"1,764","8,500",1764.0
,"2,992",,
,,"2,028",1359.0
,,"1,231",45500.0
,888,"5,239",949.0
,"32,171","21,000",32171.0
,476,423,8500.0
,"5,511","5,511",
,"21,000",476,2028.0
,423,660,1231.0
,"5,239",655,5239.0
,"1,231",934,21000.0
,"2,028",990,423.0
,,537,5511.0
,"8,500","1,736",476.0
,660,,660.0
,"1,941",,655.0
,"2,500","2,500",934.0
,,"1,941",990.0
,,,537.0
,"1,736","1,720",1736.0
,537,"8,724",
,990,,
,934,"34,439",2500.0
,655,"37,584",1941.0
,,,
,342,"4,375",1720.0
,"25,767","25,767",8724.0
,"4,375",342,
,,"1,385",34439.0
,"37,584",,37584.0
,"34,439",,
,,"3,600",4375.0
,"8,724",,25767.0
,"1,720","6,400",342.0
,"1,385","8,081",1385.0
,"19,000","5,200",
,"4,389","4,389",
,"5,200","19,000",3600.0
,"8,081","1,903",
,"6,400",,6400.0
,,"2,502",8081.0
,"3,600","2,884",5200.0
,,,4389.0
,,,19000.0
,"1,903","2,000",1903.0
,800,"9,938",
,"9,938",800,2502.0
,"2,000","23,300",16628.0
,,"3,500",2884.0
,,,
,"2,884","51,252",
,"16,628","20,010",2000.0
,"2,502","17,375",9938.0
,,,800.0
,"23,300",,23300.0
,"1,901",,3500.0
,,"1,901",
,,,51252.0
,,"3,400",20010.0
,"17,375",,17375.0
,"20,010",929,
,"51,252",,
,,"17,055",
,"3,500","6,131",1901.0
,,"5,052",
,"1,669","11,571",3400.0
,"11,571","1,669",
,"5,052","1,290",929.0
,"6,131","8,962",
,"17,055","3,923",17055.0
,,"30,940",6131.0
,929,"66,175",5052.0
,,"42,800",11571.0
,"3,400","18,540",1669.0
,"1,290","10,008",1290.0
,,"27,500",8962.0
,"27,500",,3923.0
,"10,008","1,550",30940.0
,"18,540",,66175.0
,"42,800",,42800.0
,"66,175","3,800",18540.0
,"30,940",255,10008.0
,"3,923","15,900",27500.0
,"8,962","2,212",
,"1,550","23,458",1550.0
,"1,520","2,927",
,"2,927","1,520",
,"23,458","5,737",3800.0
,"2,212","12,100",255.0
,"15,900",,15900.0
,255,,2212.0
,"3,800",,23458.0
,,,2927.0
,,"6,500",1520.0
,"5,737","1,676",5737.0
,89,"1,456",12100.0
,"1,456",89,
,"1,676","11,877",
,"6,500",,
,,606,
,,"1,433",6500.0
,,"3,713",1676.0
,,"49,882",1456.0
,"12,100","28,000",89.0
,"11,877","1,030",11877.0
,311,,
,,311,606.0
,"1,030",99,1433.0
,"28,000","30,430",3713.0
,"49,882","7,352",49882.0
,"3,713",,28000.0
,"1,433","1,793",1030.0
,606,"90,002",
,,560,311.0
,99,"25,000",99.0
,"2,900","1,495",30430.0
,"1,495","2,900",7352.0
,"25,000",,
,560,"1,492",1793.0
,"90,002","3,429",90002.0
,"1,793","16,000",560.0
,,973,25000.0
,"7,352","28,045",1495.0
,"30,430","13,000",2900.0
,,"9,500",
,"1,600","2,286",1492.0
,"2,286","1,600",3429.0
,"9,500","57,831",16000.0
,"13,000",242,973.0
,"28,045",,28045.0
,973,429,13000.0
,"16,000",,9500.0
,"3,429","29,830",2286.0
,"1,492",,1600.0
,"57,831","7,176",57831.0
,361,,242.0
,,361,
,"7,176","34,412",429.0
,,"6,166",
,"29,830",700,29830.0
,,,
,429,"7,587",7176.0
,,"20,190",
,242,"14,500",361.0
,"34,412",,34412.0
,,,6166.0
,,,700.0
,,"1,543",
,"14,500",225,7587.0
,"20,190","20,000",20190.0
,"7,587","3,600",14500.0
,,"6,200",
,700,,
,"6,166",657,
,"1,543",,1543.0
,"1,260","31,726",225.0
,"31,726","1,260",20000.0
,,63,3600.0
,657,,6200.0
,,"5,133",
,"6,200","2,064",657.0
,"3,600","4,100",
,"20,000","1,054",31726.0
,225,"4,700",1260.0
,63,,63.0
,"3,700",,
,,"3,700",5133.0
,,"21,976",2064.0
,"4,700","1,600",4100.0
,"1,054","5,189",1054.0
,"4,100","1,185",4700.0
,"2,064",,
,"5,133","2,921",
,,"30,000",3700.0
,"21,976","6,100",21976.0
,"2,301",,1600.0
,,"2,301",5189.0
,"6,100",,1185.0
,"30,000","132,870",
,"2,921",,2921.0
,,"12,000",30000.0
,"1,185","5,389",6100.0
,"5,189","3,600",
,"1,600","27,000",2301.0
,,,
,669,"33,684",132870.0
,"33,684",669,
,,887,12000.0
,"27,000","2,863",5389.0
,"5,389","65,000",3600.0
,"12,000","1,800",27000.0
,"3,600",,
,,,33684.0
,"132,870","6,900",669.0
,378,,378.0
,"14,200","14,200",887.0
,,"37,000",2863.0
,"6,900",,65000.0
,,"28,000",1800.0
,,"1,863",
,"1,800",300,
,"65,000",476,6900.0
,"2,863",,
,887,"6,562",14200.0
,"37,000",,37000.0
,,,
,,,28000.0
,"6,562",,1863.0
,,"6,500",300.0
,476,,476.0
,300,,
,"1,863","9,735",6562.0
,"28,000",,
,,,
,,"5,602",
,"1,376","1,376",
,"5,602","3,844",6500.0
,,"13,000",
,,,
,"9,735",,9735.0
,,,
,,"10,300",
,"6,500","14,000",5602.0
,,"18,424",1376.0
,"3,844","2,500",3844.0
,"10,021","10,021",13000.0
,"2,500",180,
,"18,424","33,916",
,"14,000",,
,"10,300","6,900",10300.0
,,,14000.0
,,"17,121",18424.0
,,,2500.0
,"13,000","3,610",10021.0
,,,180.0
,,,33916.0
,"3,610",,
,,"45,000",6900.0
,"17,121","1,050",
,,,17121.0
,"6,900",,
,,,3610.0
,"33,916","97,639",
,180,"22,800",
,,,
,503,503,45000.0
,,"277,000",1050.0
,"22,800","1,773",
,"97,639",,
,,111,
,,,97639.0
,,"4,066",22800.0
,"1,050",700,
,"45,000",,503.0
,"277,000",,277000.0
,265,265,1773.0
,,"230,000",
,,,111.0
,700,"1,078",
,"4,066","13,594",4066.0
,,"3,400",700.0
,111,,
,,"3,844",
,"1,773","11,836",265.0
,"230,000","1,600",230000.0
,,,
,"1,600","88,704",1078.0
,"11,836",510,13594.0
,"3,844",,3400.0
,,"3,087",
,"3,400",167,3844.0
,"13,594",969,11836.0
,"1,078","5,637",1600.0
,,,
,"88,704","13,832",88704.0
,806,806,510.0
,"13,832",134,
,,"1,162",3087.0
,"5,637","20,440",167.0
,969,"4,407",969.0
,167,400,5637.0
,"3,087","4,058",
,,"1,368",13832.0
,510,"1,500",806.0
,134,820,134.0
,"12,000","12,000",1162.0
,820,"4,800",20440.0
,"1,500","2,000",4407.0
,"1,368","5,547",400.0
,"4,058","2,000",4058.0
,400,"1,354",1368.0
,"4,407","31,000",1500.0
,"20,440","1,000",820.0
,"1,162",,12000.0
,"4,800",,4800.0
,300,300,2000.0
,,,5547.0
,,,2000.0
,"1,000",,1354.0
,"31,000",,31000.0
,"1,354",,1000.0
,"2,000",,
,"5,547",,
,"2,000",,300.0
,,"1,914",
,"1,253","1,253",
,"1,914",278,
,,"2,621",
,,"1,900",
,,,
,,"1,300",
,,,
,,,1914.0
,,,1253.0
,278,,278.0
,,,2621.0
,,"1,100",1900.0
,,,
,,,1300.0
,,,
,"1,300","3,066",
,,,
,"1,900",,
,"2,621","33,617",
,"1,100",626,1100.0
,71,71,
,626,"12,800",
,"33,617","10,779",
,,,3066.0
,,,
,"3,066","1,284",
,,603,33617.0
,,216,626.0
,,609,71.0
,"12,800","2,691",12800.0
,,,10779.0
,"2,691","12,000",
,609,"3,500",
,216,"4,081",1284.0
,603,"7,806",603.0
,"1,284","5,130",216.0
,,,609.0
,,"6,008",2691.0
,"10,779",279,
,"12,000",,12000.0
,884,884,3500.0
,,911,4081.0
,279,716,7806.0
,"6,008",,5130.0
,,"8,554",
,"5,130",85,6008.0
,"7,806",976,279.0
,"4,081","2,245",
,"3,500","3,718",884.0
,911,"20,900",911.0
,"2,881","2,881",716.0
,"20,900","41,409",
,"3,718","45,328",8554.0
,"2,245",,85.0
,976,"78,202",976.0
,85,,2245.0
,"8,554",789,3718.0
,,"7,452",20900.0
,716,"9,039",2881.0
,"41,409",659,41409.0
,640,640,45328.0
,659,,
,"9,039","20,990",78202.0
,"7,452",861,
,789,"2,775",789.0
,,"18,933",7452.0
,"78,202","7,800",9039.0
,,313,659.0
,"45,328",75,640.0
,,,
,"1,277","1,277",20990.0
,,,861.0
,313,,2775.0
,75,,18933.0
,"7,800",,7800.0
,"18,933",,313.0
,"2,775",,75.0
,861,"7,484",
,"20,990","6,120",1277.0
,,"8,000",
,"1,109","1,109",
,"8,000","2,532",
,"6,120","1,049",
,"7,484",304,
,,"13,900",
,,"9,251",7484.0
,,800,6120.0
,,,8000.0
,,"13,868",1109.0
,"2,532","25,000",2532.0
,"6,545","6,545",1049.0
,"25,000","1,251",304.0
,"13,868",63,13900.0
,,400,9251.0
,800,"37,902",800.0
,"9,251",248,
,"13,900","2,808",13868.0
,304,"1,476",25000.0
,"1,049","18,195",6545.0
,"1,251","12,900",1251.0
,"7,823","7,823",63.0
,"12,900",356,400.0
,"18,195","1,203",37902.0
,"1,476","2,054",248.0
,"2,808","5,125",2808.0
,248,,1476.0
,"37,902","1,900",18195.0
,400,630,12900.0
,63,,7823.0
,356,,356.0
,,,1203.0
