03-gren-market_capitalization_2022,02-GioPonSpiz-marketcap
7576000000.0,7.169 billion usd
,"2,363"
7584000000.0,6.772 billion usd
7574000000.0,6.307 billion usd
7570000000.0,6.090 billion usd
7554000000.0,10.208 billion usd
,"2,309"
7537000000.0,7.700 billion usd
7525000000.0,9.994 billion usd
7531000000.0,7.354 billion usd
7533000000.0,6.759 billion usd
7516000000.0,11.846 billion usd
7523000000.0,8.030 billion usd
7521000000.0,6.734 billion usd
7516000000.0,6.621 billion usd
7516000000.0,6.589 billion usd
7505000000.0,8.346 billion usd
7506000000.0,7.972 billion usd
7509000000.0,7.621 billion usd
7512000000.0,7.356 billion usd
7513000000.0,7.104 billion usd
7496000000.0,8.984 billion usd
7502000000.0,8.458 billion usd
7497000000.0,8.052 billion usd
7502000000.0,7.120 billion usd
7500000000.0,6.455 billion usd
7486000000.0,9.833 billion usd
7487000000.0,8.171 billion usd
7492000000.0,7.967 billion usd
7490000000.0,7.584 billion usd
7485000000.0,7.478 billion usd
7485000000.0,6.349 billion usd
7478000000.0,7.660 billion usd
7483000000.0,7.498 billion usd
7475000000.0,7.026 billion usd
7481000000.0,4.822 billion usd
7469000000.0,6.918 billion usd
7445000000.0,7.623 billion usd
7447000000.0,6.324 billion usd
7445000000.0,6.237 billion usd
7446000000.0,5.402 billion usd
7443000000.0,10.098 billion usd
7427000000.0,7.886 billion usd
7426000000.0,7.691 billion usd
7417000000.0,11.362 billion usd
7422000000.0,8.216 billion usd
7421000000.0,7.029 billion usd
7397000000.0,8.910 billion usd
7400000000.0,7.630 billion usd
7397000000.0,6.300 billion usd
7380000000.0,7.810 billion usd
7373000000.0,6.713 billion usd
7358000000.0,7.995 billion usd
7354000000.0,8.508 billion usd
7353000000.0,8.255 billion usd
7351000000.0,8.099 billion usd
7350000000.0,
7337000000.0,8.501 billion usd
7336000000.0,7.827 billion usd
7339000000.0,6.022 billion usd
7329000000.0,11.548 billion usd
7329000000.0,8.762 billion usd
7332000000.0,7.198 billion usd
7327000000.0,6.931 billion usd
7329000000.0,6.387 billion usd
7324000000.0,12.542 billion usd
7319000000.0,6.927 billion usd
7318000000.0,6.126 billion usd
7309000000.0,8.350 billion usd
7308000000.0,7.002 billion usd
7310000000.0,6.668 billion usd
7306000000.0,6.053 billion usd
7300000000.0,8.133 billion usd
7300000000.0,6.119 billion usd
7301000000.0,6.020 billion usd
7293000000.0,7.590 billion usd
7286000000.0,7.473 billion usd
7277000000.0,8.561 billion usd
7283000000.0,8.103 billion usd
7278000000.0,7.459 billion usd
7272000000.0,22.973 billion usd
7265000000.0,10.621 billion usd
7267000000.0,9.810 billion usd
7267000000.0,8.194 billion usd
7271000000.0,7.738 billion usd
7271000000.0,6.305 billion usd
7272000000.0,5.681 billion usd
7264000000.0,8.220 billion usd
7257000000.0,7.108 billion usd
7254000000.0,8.172 billion usd
7245000000.0,6.857 billion usd
7251000000.0,6.778 billion usd
7252000000.0,6.476 billion usd
7243000000.0,6.826 billion usd
7231000000.0,7.129 billion usd
7223000000.0,7.747 billion usd
7216000000.0,7.747 billion usd
7216000000.0,6.732 billion usd
7211000000.0,7.851 billion usd
7196000000.0,7.768 billion usd
7199000000.0,6.239 billion usd
7204000000.0,5.149 billion usd
7180000000.0,9.772 billion usd
7184000000.0,9.213 billion usd
7182000000.0,7.963 billion usd
7175000000.0,7.859 billion usd
7182000000.0,5.345 billion usd
7168000000.0,6.900 billion usd
7170000000.0,6.142 billion usd
7168000000.0,5.961 billion usd
7166000000.0,4.527 billion usd
7158000000.0,7.133 billion usd
7161000000.0,6.693 billion usd
7145000000.0,9.010 billion usd
7149000000.0,7.859 billion usd
7143000000.0,9.382 billion usd
7137000000.0,8.485 billion usd
7143000000.0,6.996 billion usd
7136000000.0,6.887 billion usd
7125000000.0,8.120 billion usd
7131000000.0,8.036 billion usd
7127000000.0,7.515 billion usd
7128000000.0,6.750 billion usd
7129000000.0,6.502 billion usd
7118000000.0,7.276 billion usd
7115000000.0,7.260 billion usd
7115000000.0,6.569 billion usd
7109000000.0,11.107 billion usd
7109000000.0,7.338 billion usd
7114000000.0,6.494 billion usd
7100000000.0,11.288 billion usd
7099000000.0,7.461 billion usd
7100000000.0,7.282 billion usd
7090000000.0,6.710 billion usd
7094000000.0,4.867 billion usd
7077000000.0,10.051 billion usd
7081000000.0,8.235 billion usd
7077000000.0,7.211 billion usd
7079000000.0,6.402 billion usd
7067000000.0,7.692 billion usd
7067000000.0,5.442 billion usd
7059000000.0,7.260 billion usd
7058000000.0,6.716 billion usd
7059000000.0,5.407 billion usd
7026000000.0,6.754 billion usd
7031000000.0,6.391 billion usd
7026000000.0,5.465 billion usd
7030000000.0,5.081 billion usd
7017000000.0,7.862 billion usd
7013000000.0,7.231 billion usd
7009000000.0,7.002 billion usd
6995000000.0,10.069 billion usd
6997000000.0,8.436 billion usd
7004000000.0,7.276 billion usd
7000000000.0,7.181 billion usd
6990000000.0,5.588 billion usd
6982000000.0,6.795 billion usd
,"2,518"
6973000000.0,9.249 billion usd
6969000000.0,7.256 billion usd
,"2,520"
6968000000.0,6.929 billion usd
6951000000.0,8.224 billion usd
6945000000.0,5.894 billion usd
6940000000.0,6.784 billion usd
6935000000.0,6.656 billion usd
6931000000.0,7.848 billion usd
6930000000.0,7.399 billion usd
6934000000.0,7.172 billion usd
6919000000.0,8.115 billion usd
6920000000.0,8.099 billion usd
6917000000.0,6.575 billion usd
6923000000.0,4.958 billion usd
6916000000.0,0.999 billion usd
6909000000.0,7.255 billion usd
6898000000.0,10.810 billion usd
6902000000.0,10.361 billion usd
,6.014 billion usd
6902000000.0,7.189 billion usd
6897000000.0,5.669 billion usd
6888000000.0,7.614 billion usd
6892000000.0,5.813 billion usd
6887000000.0,2.499 billion usd
6878000000.0,13.911 billion usd
6880000000.0,7.636 billion usd
6867000000.0,12.151 billion usd
6864000000.0,7.967 billion usd
6864000000.0,7.226 billion usd
6846000000.0,7.015 billion usd
6853000000.0,6.919 billion usd
6854000000.0,4.573 billion usd
6837000000.0,6.124 billion usd
6831000000.0,7.597 billion usd
6830000000.0,7.131 billion usd
6825000000.0,5.541 billion usd
6830000000.0,4.910 billion usd
6815000000.0,7.599 billion usd
6821000000.0,7.247 billion usd
6817000000.0,5.573 billion usd
6820000000.0,5.160 billion usd
6808000000.0,10.760 billion usd
6809000000.0,7.605 billion usd
6812000000.0,7.327 billion usd
6807000000.0,5.945 billion usd
,"2,562"
6804000000.0,7.253 billion usd
6803000000.0,6.471 billion usd
6785000000.0,6.737 billion usd
6785000000.0,6.247 billion usd
6790000000.0,6.190 billion usd
6793000000.0,5.908 billion usd
6791000000.0,4.130 billion usd
6782000000.0,6.265 billion usd
6782000000.0,5.871 billion usd
6766000000.0,10.057 billion usd
6763000000.0,7.705 billion usd
6757000000.0,7.236 billion usd
6757000000.0,6.532 billion usd
6760000000.0,6.146 billion usd
6762000000.0,5.781 billion usd
6746000000.0,6.328 billion usd
6753000000.0,5.681 billion usd
6739000000.0,6.268 billion usd
6741000000.0,6.093 billion usd
6730000000.0,6.470 billion usd
6725000000.0,5.932 billion usd
6721000000.0,9.663 billion usd
6717000000.0,5.314 billion usd
6707000000.0,8.968 billion usd
6713000000.0,8.217 billion usd
6707000000.0,6.721 billion usd
6713000000.0,6.236 billion usd
6710000000.0,5.555 billion usd
6702000000.0,6.612 billion usd
6698000000.0,6.153 billion usd
6694000000.0,7.338 billion usd
6678000000.0,7.665 billion usd
6681000000.0,7.058 billion usd
6679000000.0,6.883 billion usd
6677000000.0,6.470 billion usd
6677000000.0,6.221 billion usd
6667000000.0,7.160 billion usd
6667000000.0,7.010 billion usd
6672000000.0,6.668 billion usd
6669000000.0,5.186 billion usd
6658000000.0,6.193 billion usd
6653000000.0,8.448 billion usd
6650000000.0,7.943 billion usd
6653000000.0,7.388 billion usd
6651000000.0,4.426 billion usd
6642000000.0,13.124 billion usd
6642000000.0,8.381 billion usd
6630000000.0,7.997 billion usd
6632000000.0,7.266 billion usd
6634000000.0,6.124 billion usd
6625000000.0,5.976 billion usd
6616000000.0,7.809 billion usd
6621000000.0,5.887 billion usd
6610000000.0,6.918 billion usd
6609000000.0,6.179 billion usd
6601000000.0,7.926 billion usd
6600000000.0,6.060 billion usd
6599000000.0,5.233 billion usd
6594000000.0,6.412 billion usd
6592000000.0,4.991 billion usd
6583000000.0,7.826 billion usd
6579000000.0,7.231 billion usd
,5.812 billion usd
6580000000.0,5.087 billion usd
6566000000.0,9.113 billion usd
6574000000.0,6.811 billion usd
6573000000.0,6.786 billion usd
6566000000.0,6.588 billion usd
6571000000.0,6.346 billion usd
6570000000.0,6.178 billion usd
6567000000.0,5.698 billion usd
6559000000.0,7.114 billion usd
6558000000.0,6.229 billion usd
6557000000.0,6.199 billion usd
6563000000.0,6.093 billion usd
6559000000.0,5.939 billion usd
6560000000.0,5.936 billion usd
6552000000.0,7.963 billion usd
6551000000.0,7.534 billion usd
6548000000.0,6.578 billion usd
6550000000.0,5.482 billion usd
6547000000.0,5.431 billion usd
6537000000.0,6.675 billion usd
,"2,645"
6537000000.0,6.567 billion usd
6540000000.0,6.338 billion usd
6540000000.0,6.059 billion usd
,5.748 billion usd
6541000000.0,5.826 billion usd
6544000000.0,5.499 billion usd
6534000000.0,8.681 billion usd
6529000000.0,6.919 billion usd
6528000000.0,6.067 billion usd
6528000000.0,5.684 billion usd
6517000000.0,8.455 billion usd
6517000000.0,7.304 billion usd
6520000000.0,7.038 billion usd
6521000000.0,6.927 billion usd
6509000000.0,8.689 billion usd
6512000000.0,6.245 billion usd
6511000000.0,5.229 billion usd
,"2,661"
6501000000.0,7.651 billion usd
6501000000.0,7.201 billion usd
6501000000.0,6.393 billion usd
6498000000.0,5.160 billion usd
6487000000.0,5.895 billion usd
6493000000.0,5.313 billion usd
6482000000.0,5.499 billion usd
6465000000.0,6.398 billion usd
6472000000.0,6.268 billion usd
6458000000.0,7.442 billion usd
6462000000.0,7.127 billion usd
6456000000.0,6.041 billion usd
6452000000.0,8.273 billion usd
6449000000.0,7.942 billion usd
6438000000.0,6.036 billion usd
,5.646 billion usd
6435000000.0,2.684 billion usd
6425000000.0,6.689 billion usd
6427000000.0,6.629 billion usd
6425000000.0,4.578 billion usd
6411000000.0,7.806 billion usd
6405000000.0,6.958 billion usd
6405000000.0,5.105 billion usd
6407000000.0,4.928 billion usd
6404000000.0,7.044 billion usd
6400000000.0,6.686 billion usd
6396000000.0,6.632 billion usd
6395000000.0,6.512 billion usd
6402000000.0,5.813 billion usd
6403000000.0,5.433 billion usd
6400000000.0,5.416 billion usd
6387000000.0,8.401 billion usd
6390000000.0,8.367 billion usd
6387000000.0,6.250 billion usd
,5.583 billion usd
6391000000.0,5.509 billion usd
6387000000.0,5.507 billion usd
6382000000.0,8.256 billion usd
6384000000.0,6.813 billion usd
6380000000.0,6.431 billion usd
6381000000.0,6.029 billion usd
6378000000.0,5.997 billion usd
6369000000.0,6.604 billion usd
6367000000.0,6.390 billion usd
,"2,704"
6372000000.0,6.074 billion usd
6361000000.0,5.363 billion usd
6356000000.0,4.643 billion usd
,"2,707"
,"2,707"
,"2,707"
,"2,707"
,"2,707"
,"2,707"
,"2,707"
6345000000.0,9.340 billion usd
6348000000.0,7.003 billion usd
6352000000.0,6.290 billion usd
6353000000.0,5.452 billion usd
6347000000.0,4.551 billion usd
6340000000.0,6.038 billion usd
6332000000.0,6.076 billion usd
6322000000.0,8.869 billion usd
6315000000.0,7.907 billion usd
6321000000.0,6.538 billion usd
6319000000.0,5.582 billion usd
6316000000.0,4.198 billion usd
6313000000.0,6.790 billion usd
6307000000.0,5.521 billion usd
6312000000.0,5.279 billion usd
6307000000.0,5.166 billion usd
6314000000.0,0.141 billion usd
6302000000.0,7.345 billion usd
6300000000.0,6.543 billion usd
6295000000.0,6.386 billion usd
6297000000.0,6.304 billion usd
6287000000.0,6.677 billion usd
6287000000.0,5.776 billion usd
6288000000.0,5.772 billion usd
6285000000.0,4.804 billion usd
6293000000.0,3.923 billion usd
6277000000.0,8.014 billion usd
6283000000.0,6.634 billion usd
6282000000.0,5.984 billion usd
6268000000.0,6.915 billion usd
6273000000.0,6.518 billion usd
6267000000.0,6.165 billion usd
6267000000.0,5.760 billion usd
6257000000.0,6.391 billion usd
6256000000.0,6.098 billion usd
6257000000.0,6.097 billion usd
6258000000.0,6.053 billion usd
6249000000.0,5.527 billion usd
6253000000.0,7.444 billion usd
6253000000.0,7.443 billion usd
6250000000.0,6.897 billion usd
6240000000.0,6.584 billion usd
6231000000.0,6.488 billion usd
,5.448 billion usd
6227000000.0,4.610 billion usd
6227000000.0,6.960 billion usd
6230000000.0,6.861 billion usd
6230000000.0,6.158 billion usd
6215000000.0,6.869 billion usd
6219000000.0,6.468 billion usd
6218000000.0,6.123 billion usd
6212000000.0,7.019 billion usd
6211000000.0,6.842 billion usd
6208000000.0,"2,750"
6199000000.0,6.227 billion usd
6203000000.0,5.935 billion usd
6199000000.0,5.698 billion usd
6198000000.0,6.010 billion usd
6190000000.0,7.503 billion usd
6192000000.0,3.206 billion usd
,5.385 billion usd
6180000000.0,7.926 billion usd
6182000000.0,7.783 billion usd
6180000000.0,7.052 billion usd
6175000000.0,6.656 billion usd
6177000000.0,6.186 billion usd
6180000000.0,4.681 billion usd
6172000000.0,8.351 billion usd
6170000000.0,6.478 billion usd
6168000000.0,6.293 billion usd
6160000000.0,8.261 billion usd
6163000000.0,8.103 billion usd
6162000000.0,6.998 billion usd
,5.359 billion usd
6156000000.0,6.929 billion usd
6157000000.0,5.967 billion usd
6160000000.0,4.454 billion usd
6149000000.0,6.729 billion usd
6153000000.0,6.527 billion usd
6136000000.0,11.255 billion usd
6135000000.0,6.972 billion usd
6143000000.0,6.708 billion usd
6139000000.0,6.064 billion usd
6135000000.0,4.923 billion usd
6140000000.0,4.918 billion usd
6130000000.0,7.236 billion usd
6116000000.0,5.340 billion usd
6113000000.0,8.400 billion usd
6111000000.0,6.920 billion usd
6110000000.0,6.082 billion usd
6106000000.0,5.822 billion usd
6097000000.0,6.932 billion usd
6103000000.0,5.699 billion usd
6098000000.0,4.701 billion usd
6093000000.0,6.037 billion usd
6091000000.0,5.873 billion usd
6088000000.0,5.862 billion usd
6094000000.0,5.756 billion usd
6085000000.0,5.567 billion usd
6092000000.0,3.397 billion usd
6083000000.0,6.038 billion usd
6075000000.0,5.413 billion usd
6084000000.0,5.382 billion usd
6065000000.0,6.862 billion usd
6062000000.0,7.145 billion usd
6056000000.0,6.301 billion usd
6060000000.0,6.234 billion usd
6060000000.0,5.430 billion usd
6058000000.0,5.325 billion usd
6048000000.0,6.917 billion usd
6046000000.0,6.539 billion usd
6044000000.0,10.001 billion usd
6042000000.0,5.974 billion usd
6044000000.0,5.610 billion usd
6039000000.0,4.473 billion usd
,"2,819"
6032000000.0,6.898 billion usd
6025000000.0,5.773 billion usd
6027000000.0,5.414 billion usd
6016000000.0,6.039 billion usd
6024000000.0,5.724 billion usd
6006000000.0,7.157 billion usd
6008000000.0,6.188 billion usd
6005000000.0,5.637 billion usd
6002000000.0,5.107 billion usd
6000000000.0,4.556 billion usd
5999000000.0,
5993000000.0,7.054 billion usd
5979000000.0,7.522 billion usd
5980000000.0,6.109 billion usd
5978000000.0,5.302 billion usd
5967000000.0,7.530 billion usd
5974000000.0,6.754 billion usd
5965000000.0,5.999 billion usd
5972000000.0,5.813 billion usd
5966000000.0,5.087 billion usd
5963000000.0,5.734 billion usd
5957000000.0,4.776 billion usd
5950000000.0,7.032 billion usd
5952000000.0,6.657 billion usd
5945000000.0,6.381 billion usd
5945000000.0,6.177 billion usd
5950000000.0,4.409 billion usd
5938000000.0,6.585 billion usd
5936000000.0,6.064 billion usd
5942000000.0,6.009 billion usd
5940000000.0,5.984 billion usd
5941000000.0,5.825 billion usd
5941000000.0,5.687 billion usd
5935000000.0,5.430 billion usd
5944000000.0,3.837 billion usd
5928000000.0,8.369 billion usd
5927000000.0,6.932 billion usd
5929000000.0,6.068 billion usd
5925000000.0,5.110 billion usd
5925000000.0,4.678 billion usd
5916000000.0,8.988 billion usd
5924000000.0,8.750 billion usd
5915000000.0,6.462 billion usd
5915000000.0,
5919000000.0,6.280 billion usd
5917000000.0,5.934 billion usd
5915000000.0,5.071 billion usd
5909000000.0,5.708 billion usd
5910000000.0,5.627 billion usd
5913000000.0,5.533 billion usd
5909000000.0,5.372 billion usd
5914000000.0,5.007 billion usd
5911000000.0,4.724 billion usd
5897000000.0,7.481 billion usd
5900000000.0,5.826 billion usd
5896000000.0,
5888000000.0,6.522 billion usd
5891000000.0,6.239 billion usd
5890000000.0,5.651 billion usd
5892000000.0,5.146 billion usd
5883000000.0,4.315 billion usd
5869000000.0,10.793 billion usd
5868000000.0,6.773 billion usd
5871000000.0,6.453 billion usd
5874000000.0,6.442 billion usd
5868000000.0,6.107 billion usd
5871000000.0,5.535 billion usd
5856000000.0,11.297 billion usd
5857000000.0,7.063 billion usd
5862000000.0,6.538 billion usd
5856000000.0,6.269 billion usd
5857000000.0,6.267 billion usd
5860000000.0,5.719 billion usd
5861000000.0,4.716 billion usd
5863000000.0,4.366 billion usd
5855000000.0,1.347 billion usd
5851000000.0,8.250 billion usd
5852000000.0,7.663 billion usd
5853000000.0,6.535 billion usd
5850000000.0,6.441 billion usd
5846000000.0,6.363 billion usd
5846000000.0,5.487 billion usd
5838000000.0,6.439 billion usd
5840000000.0,5.869 billion usd
5832000000.0,8.573 billion usd
5828000000.0,7.153 billion usd
5831000000.0,7.088 billion usd
5834000000.0,5.592 billion usd
5829000000.0,4.414 billion usd
5831000000.0,4.295 billion usd
5832000000.0,3.757 billion usd
5821000000.0,5.912 billion usd
5822000000.0,5.740 billion usd
5821000000.0,4.089 billion usd
,5.030 billion usd
5809000000.0,10.061 billion usd
5814000000.0,5.300 billion usd
5814000000.0,2.446 billion usd
5802000000.0,9.141 billion usd
5799000000.0,6.712 billion usd
