07-silvestri-market_value_jan_2020,04-iGMM-market_value__jan_1st_2020
,1.195 billion usd
,0.940 billion usd
,
,
,
,
,
,
,
,
,0.638 billion usd
,1.411 billion usd
,0.396 billion usd
,2.860 billion usd
,1.152 billion usd
,
,1.457 billion usd
,1.445 billion usd
,0.780 billion usd
,0.818 billion usd
,1.042 billion usd
,2.362 billion usd
,0.767 billion usd
,0.554 billion usd
,1.352 billion usd
,0.725 billion usd
,2.055 billion usd
,3.388 billion usd
,1.214 billion usd
,1.613 billion usd
,
,
,1.335 billion usd
,1.315 billion usd
,2.993 billion usd
,
,1.571 billion usd
,0.595 billion usd
,2.722 billion usd
,2.081 billion usd
,1.120 billion usd
,0.822 billion usd
,0.978 billion usd
,1.086 billion usd
,
,2.729 billion usd
,2.064 billion usd
,1.093 billion usd
,0.706 billion usd
,0.868 billion usd
,
,0.870 billion usd
,0.761 billion usd
,1.849 billion usd
,0.582 billion usd
,0.846 billion usd
,0.732 billion usd
,0.177 billion usd
,1.747 billion usd
,0.376 billion usd
,
,1.927 billion usd
,2.189 billion usd
,1.266 billion usd
,1.587 billion usd
,1.279 billion usd
,
,1.188 billion usd
,1.254 billion usd
,0.487 billion usd
,1.485 billion usd
,0.876 billion usd
,1.005 billion usd
,2.369 billion usd
,1.967 billion usd
,1.410 billion usd
,0.856 billion usd
,4.349 billion usd
,0.934 billion usd
,2.245 billion usd
,1.713 billion usd
,0.640 billion usd
,2.873 billion usd
,1.148 billion usd
,2.301 billion usd
,1.235 billion usd
,2.173 billion usd
,2.228 billion usd
,1.118 billion usd
,1.329 billion usd
,0.786 billion usd
,1.394 billion usd
,1.387 billion usd
,1.111 billion usd
,0.874 billion usd
,
,1.239 billion usd
,0.520 billion usd
,
,1.338 billion usd
,
,
,1.336 billion usd
,2.050 billion usd
,
,1.586 billion usd
,
,1.343 billion usd
,1.556 billion usd
,1.539 billion usd
,1.053 billion usd
,1.999 billion usd
,1.778 billion usd
,1.645 billion usd
,1.547 billion usd
,0.474 billion usd
,0.541 billion usd
,0.486 billion usd
,0.008 billion usd
,3.400 billion usd
,1.762 billion usd
,2.259 billion usd
,6.134 billion usd
,2.072 billion usd
,1.719 billion usd
,0.161 billion usd
,1.477 billion usd
,2.380 billion usd
,
,
,0.388 billion usd
,1.667 billion usd
,1.965 billion usd
,1.615 billion usd
,
,1.763 billion usd
,2.288 billion usd
,1.287 billion usd
,0.891 billion usd
,1.105 billion usd
,1.247 billion usd
,1.010 billion usd
,0.632 billion usd
,0.549 billion usd
,0.740 billion usd
,0.656 billion usd
,1.239 billion usd
,1.670 billion usd
,3.219 billion usd
,0.570 billion usd
,1.973 billion usd
,
,1.297 billion usd
,1.244 billion usd
,
,
,2.194 billion usd
,0.411 billion usd
,2.272 billion usd
,0.971 billion usd
,1.089 billion usd
,1.546 billion usd
,0.059 billion usd
,1.520 billion usd
,1.234 billion usd
,1.679 billion usd
,0.944 billion usd
,0.941 billion usd
,0.818 billion usd
,0.301 billion usd
,0.612 billion usd
,2.017 billion usd
,2.197 billion usd
,1.554 billion usd
,
,
,1.324 billion usd
,2.211 billion usd
,0.940 billion usd
,
,2.673 billion usd
,0.325 billion usd
,1.765 billion usd
,1.632 billion usd
,1.141 billion usd
,4.976 billion usd
,1.476 billion usd
,2.028 billion usd
,
,
,1.658 billion usd
,0.600 billion usd
,1.067 billion usd
,1.060 billion usd
,0.682 billion usd
,
,
,0.320 billion usd
,0.711 billion usd
,3.157 billion usd
,4.979 billion usd
,1.709 billion usd
,1.626 billion usd
,0.864 billion usd
,2.322 billion usd
,1.157 billion usd
,2.216 billion usd
,1.899 billion usd
,2.258 billion usd
,1.105 billion usd
,0.837 billion usd
,1.831 billion usd
,2.381 billion usd
,0.979 billion usd
,1.552 billion usd
,1.038 billion usd
,1.432 billion usd
,0.962 billion usd
,
,1.219 billion usd
,0.911 billion usd
,1.086 billion usd
,
,1.717 billion usd
,0.835 billion usd
,0.917 billion usd
,
,1.136 billion usd
,1.438 billion usd
,
,
,0.373 billion usd
,
,4.064 billion usd
,1.362 billion usd
,1.937 billion usd
,10.058 billion usd
,1.782 billion usd
,0.854 billion usd
,1.828 billion usd
,1.861 billion usd
,0.855 billion usd
,2.143 billion usd
,0.778 billion usd
,
,1.531 billion usd
,1.959 billion usd
,0.774 billion usd
,1.335 billion usd
,1.846 billion usd
,1.312 billion usd
,
,0.233 billion usd
,1.574 billion usd
,1.168 billion usd
,0.915 billion usd
,0.972 billion usd
,0.396 billion usd
,1.269 billion usd
,1.886 billion usd
,4.331 billion usd
,0.014 billion usd
,
,1.093 billion usd
,1.003 billion usd
,1.394 billion usd
,0.086 billion usd
,1.082 billion usd
,2.068 billion usd
,0.949 billion usd
,2.152 billion usd
,0.824 billion usd
,1.250 billion usd
,
,0.893 billion usd
,0.706 billion usd
,1.609 billion usd
,2.324 billion usd
,0.169 billion usd
,0.705 billion usd
,1.104 billion usd
,1.025 billion usd
,1.487 billion usd
,
,1.524 billion usd
,
,1.862 billion usd
,2.175 billion usd
,2.071 billion usd
,1.030 billion usd
,1.542 billion usd
,0.541 billion usd
,0.906 billion usd
,
,1.067 billion usd
,1.734 billion usd
,1.870 billion usd
,0.825 billion usd
,
,1.345 billion usd
,0.962 billion usd
,1.283 billion usd
,0.845 billion usd
,0.850 billion usd
,1.171 billion usd
,0.963 billion usd
,0.728 billion usd
,0.745 billion usd
,0.773 billion usd
,1.599 billion usd
,0.037 billion usd
,0.976 billion usd
,2.775 billion usd
,0.892 billion usd
,1.827 billion usd
,
,0.486 billion usd
,2.380 billion usd
,2.752 billion usd
,1.615 billion usd
,1.190 billion usd
,1.732 billion usd
,1.379 billion usd
,1.185 billion usd
,1.865 billion usd
,0.055 billion usd
,
,
,
,
,
,
,
,1.252 billion usd
,0.660 billion usd
,0.742 billion usd
,1.684 billion usd
,1.914 billion usd
,1.866 billion usd
,1.210 billion usd
,0.554 billion usd
,
,1.217 billion usd
,1.672 billion usd
,3.058 billion usd
,0.647 billion usd
,1.204 billion usd
,0.361 billion usd
,2.035 billion usd
,
,0.607 billion usd
,0.782 billion usd
,
,
,2.155 billion usd
,
,
,1.455 billion usd
,0.666 billion usd
,2.258 billion usd
,1.314 billion usd
,1.117 billion usd
,
,0.568 billion usd
,0.338 billion usd
,
,3.081 billion usd
,1.743 billion usd
,
,1.920 billion usd
,4.945 billion usd
,1.324 billion usd
,2.060 billion usd
,1.447 billion usd
,1.579 billion usd
,2.249 billion usd
,1.495 billion usd
,0.404 billion usd
,0.409 billion usd
,1.833 billion usd
,0.604 billion usd
,2.043 billion usd
,1.483 billion usd
,
,
,1.441 billion usd
,1.508 billion usd
,1.169 billion usd
,1.887 billion usd
,1.011 billion usd
,2.006 billion usd
,2.796 billion usd
,1.460 billion usd
,1.001 billion usd
,0.829 billion usd
,0.834 billion usd
,0.571 billion usd
,0.923 billion usd
,1.936 billion usd
,2.186 billion usd
,1.917 billion usd
,0.654 billion usd
,1.282 billion usd
,2.872 billion usd
,
,
,0.879 billion usd
,0.970 billion usd
,2.080 billion usd
,1.205 billion usd
,2.215 billion usd
,1.166 billion usd
,1.752 billion usd
,1.615 billion usd
,0.967 billion usd
,
,
,2.618 billion usd
,1.585 billion usd
,2.659 billion usd
,1.186 billion usd
,0.878 billion usd
,
,1.776 billion usd
,
,1.208 billion usd
,1.575 billion usd
,1.158 billion usd
,
,3.376 billion usd
,1.679 billion usd
,
,0.691 billion usd
,1.519 billion usd
,1.200 billion usd
,
,2.296 billion usd
,0.306 billion usd
,0.474 billion usd
,0.099 billion usd
,
,
,4.383 billion usd
,
,0.197 billion usd
,0.585 billion usd
,1.464 billion usd
,2.293 billion usd
,1.697 billion usd
,2.014 billion usd
,
,0.935 billion usd
,1.764 billion usd
,1.951 billion usd
,1.852 billion usd
,1.151 billion usd
,1.951 billion usd
,1.180 billion usd
,2.188 billion usd
,1.624 billion usd
,1.312 billion usd
,1.150 billion usd
,
,2.164 billion usd
,1.253 billion usd
,0.880 billion usd
,0.693 billion usd
,1.728 billion usd
,0.931 billion usd
,0.806 billion usd
,1.113 billion usd
,
,
,0.649 billion usd
,
,
,0.445 billion usd
,1.660 billion usd
,1.623 billion usd
,1.253 billion usd
,2.074 billion usd
,1.465 billion usd
,
,2.265 billion usd
,1.067 billion usd
,1.867 billion usd
,
,
,2.050 billion usd
,1.208 billion usd
,1.305 billion usd
,
,1.386 billion usd
,
,1.287 billion usd
,1.138 billion usd
,0.686 billion usd
,
,1.725 billion usd
,1.099 billion usd
,0.067 billion usd
,
,2.652 billion usd
,1.917 billion usd
,
,
,1.147 billion usd
,
,
,2.070 billion usd
,1.136 billion usd
,1.010 billion usd
,1.253 billion usd
,1.569 billion usd
,1.858 billion usd
,2.787 billion usd
,1.449 billion usd
,1.803 billion usd
,1.805 billion usd
,1.682 billion usd
,1.775 billion usd
,3.005 billion usd
,1.523 billion usd
,1.551 billion usd
,1.503 billion usd
,1.436 billion usd
,0.941 billion usd
,1.339 billion usd
,
,0.717 billion usd
,2.166 billion usd
,
,
,2.485 billion usd
,2.426 billion usd
,1.415 billion usd
,1.569 billion usd
,1.714 billion usd
,1.141 billion usd
,0.628 billion usd
,1.287 billion usd
,0.942 billion usd
,0.762 billion usd
,1.057 billion usd
,0.384 billion usd
,0.740 billion usd
,1.107 billion usd
,1.034 billion usd
,1.953 billion usd
,0.441 billion usd
,0.456 billion usd
,0.918 billion usd
,1.804 billion usd
,
,2.366 billion usd
,
,1.041 billion usd
,2.137 billion usd
,1.024 billion usd
,0.799 billion usd
,1.952 billion usd
,1.292 billion usd
,1.976 billion usd
,1.380 billion usd
,1.594 billion usd
,0.724 billion usd
,0.520 billion usd
,
,2.065 billion usd
,0.869 billion usd
,
,0.904 billion usd
,1.509 billion usd
,1.619 billion usd
,0.971 billion usd
,0.362 billion usd
,
,0.746 billion usd
,0.589 billion usd
,
,0.906 billion usd
,1.867 billion usd
,1.884 billion usd
,1.119 billion usd
,2.550 billion usd
,1.274 billion usd
,1.117 billion usd
,
,0.656 billion usd
,2.072 billion usd
,1.795 billion usd
,0.613 billion usd
,1.425 billion usd
,1.708 billion usd
,2.291 billion usd
,1.606 billion usd
,0.206 billion usd
,0.528 billion usd
,0.701 billion usd
,0.345 billion usd
,1.113 billion usd
,
,
,3.956 billion usd
,1.249 billion usd
,2.983 billion usd
,1.112 billion usd
,0.206 billion usd
,0.345 billion usd
,
,1.300 billion usd
,1.683 billion usd
,1.888 billion usd
,1.601 billion usd
,2.038 billion usd
,0.966 billion usd
,0.754 billion usd
,1.831 billion usd
,1.218 billion usd
,1.733 billion usd
,1.092 billion usd
,
,0.963 billion usd
,0.504 billion usd
,0.918 billion usd
,0.846 billion usd
,
,5.727 billion usd
,
,1.767 billion usd
,1.777 billion usd
,1.365 billion usd
,1.700 billion usd
,1.106 billion usd
,2.671 billion usd
,0.343 billion usd
,1.677 billion usd
,2.237 billion usd
,1.460 billion usd
,1.162 billion usd
,1.213 billion usd
,1.118 billion usd
,1.320 billion usd
,1.414 billion usd
,1.104 billion usd
,1.114 billion usd
,0.926 billion usd
,1.179 billion usd
,1.502 billion usd
,
,
,1.966 billion usd
,
,1.256 billion usd
,0.915 billion usd
,
,0.187 billion usd
,1.884 billion usd
,0.799 billion usd
,1.536 billion usd
,1.169 billion usd
,1.525 billion usd
,1.272 billion usd
,1.891 billion usd
,2.040 billion usd
,1.361 billion usd
,1.682 billion usd
,
,1.872 billion usd
,1.226 billion usd
,1.855 billion usd
,
,0.991 billion usd
,0.682 billion usd
,0.388 billion usd
,0.154 billion usd
,
,
,1.678 billion usd
,1.187 billion usd
,
,1.669 billion usd
,
,1.703 billion usd
,
,1.205 billion usd
,1.003 billion usd
,
,0.891 billion usd
,2.355 billion usd
,1.141 billion usd
,1.194 billion usd
,
,0.861 billion usd
,2.011 billion usd
,0.491 billion usd
,1.010 billion usd
,
,1.566 billion usd
,0.338 billion usd
,6.898 billion usd
,
,0.957 billion usd
,4.368 billion usd
,1.272 billion usd
,
,2.278 billion usd
,1.838 billion usd
,1.117 billion usd
,1.296 billion usd
,
,1.562 billion usd
,1.421 billion usd
,2.568 billion usd
,1.098 billion usd
,1.088 billion usd
,0.312 billion usd
,
,0.542 billion usd
,1.938 billion usd
,1.501 billion usd
,1.979 billion usd
,1.857 billion usd
,1.558 billion usd
,2.112 billion usd
,1.971 billion usd
,1.926 billion usd
,0.503 billion usd
,
,
,
,
,
,1.158 billion usd
,1.433 billion usd
,1.169 billion usd
,1.453 billion usd
,1.479 billion usd
,0.893 billion usd
,0.507 billion usd
,
,2.215 billion usd
,1.499 billion usd
,0.732 billion usd
,0.679 billion usd
,1.795 billion usd
,0.802 billion usd
,
,1.219 billion usd
,1.172 billion usd
,
,
,0.570 billion usd
,0.893 billion usd
,1.376 billion usd
,1.497 billion usd
,1.812 billion usd
,0.771 billion usd
,1.920 billion usd
,0.879 billion usd
,0.628 billion usd
,
,1.130 billion usd
,
,1.076 billion usd
,0.683 billion usd
,1.877 billion usd
,0.622 billion usd
,1.235 billion usd
,0.552 billion usd
,0.601 billion usd
,0.819 billion usd
,0.587 billion usd
,1.006 billion usd
,0.791 billion usd
,
,
,1.334 billion usd
,0.491 billion usd
,2.909 billion usd
,2.543 billion usd
,1.354 billion usd
,0.630 billion usd
,1.700 billion usd
,2.913 billion usd
,1.090 billion usd
,1.010 billion usd
,2.247 billion usd
,1.929 billion usd
,1.924 billion usd
,2.149 billion usd
,1.463 billion usd
,
,0.412 billion usd
,1.090 billion usd
,1.410 billion usd
,
,0.894 billion usd
,
,0.890 billion usd
,0.704 billion usd
,0.800 billion usd
,0.123 billion usd
,
,
,1.973 billion usd
,1.030 billion usd
,2.471 billion usd
,0.330 billion usd
,1.399 billion usd
,1.092 billion usd
,1.600 billion usd
,1.064 billion usd
,1.542 billion usd
,
,1.490 billion usd
,1.275 billion usd
,1.178 billion usd
,0.959 billion usd
,0.854 billion usd
,
,0.961 billion usd
,1.405 billion usd
,1.736 billion usd
,1.415 billion usd
,0.768 billion usd
,0.868 billion usd
,0.755 billion usd
,
,
,
,1.111 billion usd
,
,1.221 billion usd
,1.023 billion usd
,0.841 billion usd
,0.682 billion usd
,
,0.570 billion usd
,0.970 billion usd
,1.209 billion usd
,1.625 billion usd
,
,0.812 billion usd
,1.090 billion usd
,0.895 billion usd
,0.785 billion usd
,
,0.809 billion usd
,
,1.614 billion usd
,1.022 billion usd
,1.138 billion usd
,
,1.033 billion usd
,1.873 billion usd
,1.191 billion usd
,1.945 billion usd
,1.061 billion usd
,
,0.866 billion usd
,1.892 billion usd
,0.447 billion usd
,1.432 billion usd
,
,
,1.861 billion usd
,0.631 billion usd
,1.131 billion usd
,0.948 billion usd
,0.990 billion usd
,1.103 billion usd
,0.516 billion usd
,0.016 billion usd
,
,
,1.956 billion usd
,1.817 billion usd
,1.260 billion usd
,0.581 billion usd
,1.776 billion usd
,1.437 billion usd
,
,1.363 billion usd
,
,0.827 billion usd
,1.229 billion usd
,0.559 billion usd
,1.738 billion usd
,0.344 billion usd
,
,0.678 billion usd
,
,0.766 billion usd
,
,0.793 billion usd
,0.738 billion usd
,0.321 billion usd
,
,1.633 billion usd
,1.333 billion usd
,
,1.026 billion usd
,1.252 billion usd
,0.491 billion usd
,
,1.633 billion usd
,5.032 billion usd
,0.912 billion usd
,
,1.224 billion usd
,1.371 billion usd
,0.253 billion usd
,0.730 billion usd
,1.865 billion usd
,1.430 billion usd
,0.683 billion usd
,0.275 billion usd
,0.640 billion usd
,1.522 billion usd
,1.011 billion usd
,1.590 billion usd
,1.367 billion usd
,
,0.571 billion usd
,
,1.032 billion usd
,
,0.925 billion usd
,
,1.446 billion usd
,1.273 billion usd
,0.322 billion usd
,1.213 billion usd
,1.569 billion usd
,0.462 billion usd
,
,
,0.558 billion usd
,0.174 billion usd
,0.697 billion usd
,
,0.797 billion usd
,
,1.324 billion usd
,1.866 billion usd
,2.017 billion usd
,1.762 billion usd
,0.672 billion usd
,
,1.505 billion usd
,1.401 billion usd
,1.366 billion usd
,
,1.023 billion usd
,0.771 billion usd
,
,1.505 billion usd
,1.111 billion usd
,0.350 billion usd
,
,0.950 billion usd
,1.188 billion usd
,0.913 billion usd
,1.469 billion usd
,1.211 billion usd
,1.487 billion usd
,1.688 billion usd
,1.021 billion usd
,0.778 billion usd
,0.528 billion usd
,0.253 billion usd
,
,1.134 billion usd
,
,
,2.428 billion usd
,0.803 billion usd
,1.261 billion usd
,0.866 billion usd
,
,0.957 billion usd
,0.384 billion usd
,1.202 billion usd
,1.592 billion usd
,1.230 billion usd
,
,0.917 billion usd
,
,1.527 billion usd
,1.014 billion usd
,0.779 billion usd
,0.807 billion usd
,1.346 billion usd
,0.604 billion usd
,0.301 billion usd
,2.596 billion usd
,1.988 billion usd
,
,
,0.980 billion usd
,
,1.377 billion usd
,
,0.960 billion usd
,0.758 billion usd
,1.248 billion usd
,1.788 billion usd
,1.829 billion usd
,0.895 billion usd
,1.140 billion usd
,0.654 billion usd
,1.483 billion usd
,0.443 billion usd
,0.301 billion usd
,1.045 billion usd
,1.632 billion usd
,0.840 billion usd
,1.062 billion usd
,0.476 billion usd
,1.217 billion usd
,1.157 billion usd
,0.271 billion usd
,1.070 billion usd
,0.777 billion usd
,0.944 billion usd
,0.628 billion usd
,
,0.925 billion usd
,1.423 billion usd
,
,1.055 billion usd
,2.515 billion usd
,0.684 billion usd
,
,
,2.701 billion usd
,2.028 billion usd
,3.518 billion usd
,0.229 billion usd
,1.740 billion usd
,1.402 billion usd
,
,1.215 billion usd
,1.940 billion usd
,
,1.695 billion usd
,1.164 billion usd
,1.005 billion usd
,0.647 billion usd
,0.544 billion usd
,1.737 billion usd
,1.570 billion usd
,
,0.185 billion usd
,2.042 billion usd
,0.299 billion usd
,
,1.506 billion usd
,1.381 billion usd
,0.373 billion usd
,1.152 billion usd
,0.582 billion usd
,
,
,1.060 billion usd
,2.388 billion usd
,1.407 billion usd
,0.391 billion usd
,1.024 billion usd
,0.980 billion usd
,1.048 billion usd
,1.084 billion usd
,
,1.248 billion usd
,1.152 billion usd
,
,1.232 billion usd
,1.343 billion usd
,0.622 billion usd
,
,1.005 billion usd
,1.249 billion usd
,1.220 billion usd
,0.998 billion usd
,
,1.025 billion usd
,0.996 billion usd
,0.672 billion usd
,1.494 billion usd
,0.690 billion usd
,1.106 billion usd
,0.332 billion usd
,
,
,1.494 billion usd
,3.331 billion usd
,2.209 billion usd
,
,0.476 billion usd
,
,1.542 billion usd
,
,0.827 billion usd
,1.364 billion usd
,1.690 billion usd
,0.851 billion usd
,2.125 billion usd
,1.697 billion usd
,1.357 billion usd
,1.712 billion usd
,0.844 billion usd
,0.768 billion usd
,0.530 billion usd
,
,1.007 billion usd
,0.409 billion usd
,0.561 billion usd
,0.860 billion usd
,0.790 billion usd
,
,1.458 billion usd
,
,
,2.683 billion usd
,
,
,0.320 billion usd
,
,
,2.452 billion usd
,
,0.838 billion usd
,
,1.303 billion usd
,1.245 billion usd
,0.711 billion usd
,0.690 billion usd
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,0.740 billion usd
,1.722 billion usd
,1.977 billion usd
,1.123 billion usd
,0.533 billion usd
,1.813 billion usd
,
,1.263 billion usd
,0.701 billion usd
,0.894 billion usd
,0.463 billion usd
,1.866 billion usd
,0.560 billion usd
,0.637 billion usd
,1.139 billion usd
,0.655 billion usd
,0.903 billion usd
,0.969 billion usd
,1.002 billion usd
,0.684 billion usd
,
,2.127 billion usd
,
,0.544 billion usd
,1.446 billion usd
,1.091 billion usd
,1.132 billion usd
,0.979 billion usd
,2.168 billion usd
,1.549 billion usd
,1.224 billion usd
,1.628 billion usd
,1.787 billion usd
,0.717 billion usd
,1.592 billion usd
,1.329 billion usd
,0.978 billion usd
,0.846 billion usd
,1.218 billion usd
,1.735 billion usd
,
,1.132 billion usd
,0.737 billion usd
,1.057 billion usd
,1.824 billion usd
,2.118 billion usd
,0.711 billion usd
,0.976 billion usd
,
,0.645 billion usd
,
,
,1.403 billion usd
,0.921 billion usd
,1.270 billion usd
,
,0.840 billion usd
,1.143 billion usd
,1.108 billion usd
,1.202 billion usd
,0.716 billion usd
,0.592 billion usd
,0.204 billion usd
,
,
,
,0.548 billion usd
,
,1.582 billion usd
,0.999 billion usd
,1.074 billion usd
,1.596 billion usd
,1.803 billion usd
,1.826 billion usd
,
,
,1.901 billion usd
,1.319 billion usd
,2.083 billion usd
,
,1.008 billion usd
,1.329 billion usd
,1.028 billion usd
,1.187 billion usd
,0.721 billion usd
,1.501 billion usd
,1.405 billion usd
,0.930 billion usd
,0.543 billion usd
,0.629 billion usd
,1.091 billion usd
,
,0.533 billion usd
,1.241 billion usd
,0.991 billion usd
,0.956 billion usd
,0.975 billion usd
,0.382 billion usd
,0.608 billion usd
,0.612 billion usd
,
,0.128 billion usd
,2.374 billion usd
,
,1.238 billion usd
,0.519 billion usd
,2.384 billion usd
,
,1.446 billion usd
,1.655 billion usd
,1.145 billion usd
,0.586 billion usd
,0.967 billion usd
,0.304 billion usd
,
,0.420 billion usd
,1.412 billion usd
,1.706 billion usd
,0.375 billion usd
,1.166 billion usd
,0.749 billion usd
,2.013 billion usd
,1.411 billion usd
,1.133 billion usd
,0.647 billion usd
,0.645 billion usd
,1.222 billion usd
,0.856 billion usd
,0.337 billion usd
,0.505 billion usd
,
,
,1.983 billion usd
,1.502 billion usd
,0.960 billion usd
,
,1.268 billion usd
,1.175 billion usd
,
,0.992 billion usd
,1.883 billion usd
,1.946 billion usd
,0.411 billion usd
,1.916 billion usd
,
,1.000 billion usd
,0.049 billion usd
,1.479 billion usd
,1.242 billion usd
,
,0.839 billion usd
,0.646 billion usd
,1.755 billion usd
,1.939 billion usd
,0.943 billion usd
,1.085 billion usd
,0.713 billion usd
,1.191 billion usd
,0.771 billion usd
,
,1.242 billion usd
,0.754 billion usd
,1.179 billion usd
,1.053 billion usd
,0.646 billion usd
,0.849 billion usd
,1.334 billion usd
,0.314 billion usd
,1.280 billion usd
,1.061 billion usd
,1.447 billion usd
,0.621 billion usd
,1.214 billion usd
,1.142 billion usd
,
,1.251 billion usd
,1.074 billion usd
,
,1.011 billion usd
,
,2.759 billion usd
,
,
,0.713 billion usd
,2.165 billion usd
,2.102 billion usd
,0.127 billion usd
,1.364 billion usd
,1.169 billion usd
,0.716 billion usd
,1.539 billion usd
,1.325 billion usd
,0.792 billion usd
,1.604 billion usd
,
,1.017 billion usd
,1.870 billion usd
,
,1.125 billion usd
,
,1.934 billion usd
,1.131 billion usd
,0.588 billion usd
,0.899 billion usd
,0.462 billion usd
,0.290 billion usd
,1.262 billion usd
,0.185 billion usd
,0.497 billion usd
,
,1.319 billion usd
,0.793 billion usd
,0.563 billion usd
,0.836 billion usd
,0.690 billion usd
,0.777 billion usd
,0.295 billion usd
,1.600 billion usd
,2.834 billion usd
,
,0.868 billion usd
,1.464 billion usd
,
,1.893 billion usd
,1.630 billion usd
,1.492 billion usd
,1.820 billion usd
,0.939 billion usd
,1.288 billion usd
,0.824 billion usd
,1.838 billion usd
,0.898 billion usd
,1.753 billion usd
,0.276 billion usd
,
,1.143 billion usd
,
,0.983 billion usd
,
,0.526 billion usd
,1.188 billion usd
,0.498 billion usd
,0.244 billion usd
,
,0.695 billion usd
,1.051 billion usd
,
,0.420 billion usd
,0.522 billion usd
,
,
,1.368 billion usd
,1.326 billion usd
,1.830 billion usd
,1.381 billion usd
,0.468 billion usd
,2.389 billion usd
,0.001 billion usd
,0.335 billion usd
,1.649 billion usd
,1.454 billion usd
,
,0.402 billion usd
,0.702 billion usd
,0.873 billion usd
,0.759 billion usd
,1.024 billion usd
,0.930 billion usd
,1.102 billion usd
,
,0.503 billion usd
,0.521 billion usd
,0.671 billion usd
,0.726 billion usd
,1.257 billion usd
,1.560 billion usd
,0.929 billion usd
,0.891 billion usd
,1.230 billion usd
,1.985 billion usd
,0.507 billion usd
,
,
,1.232 billion usd
,0.971 billion usd
,1.241 billion usd
,1.092 billion usd
,0.528 billion usd
,0.543 billion usd
,0.497 billion usd
,
,
,1.954 billion usd
,0.849 billion usd
,1.454 billion usd
,0.816 billion usd
,0.767 billion usd
,
,1.079 billion usd
,
,
,1.539 billion usd
,1.332 billion usd
,1.608 billion usd
,
,
,1.404 billion usd
,1.718 billion usd
,
,1.430 billion usd
,1.618 billion usd
,
,0.649 billion usd
,1.387 billion usd
,0.687 billion usd
,1.580 billion usd
,1.629 billion usd
,1.426 billion usd
,0.921 billion usd
,1.478 billion usd
,0.921 billion usd
,0.788 billion usd
,1.156 billion usd
,1.599 billion usd
,1.130 billion usd
,0.315 billion usd
,
,0.704 billion usd
,0.869 billion usd
,0.534 billion usd
,
,1.446 billion usd
,1.275 billion usd
,0.620 billion usd
,1.257 billion usd
,2.305 billion usd
,1.301 billion usd
,1.788 billion usd
,
,
,1.241 billion usd
,1.212 billion usd
,1.272 billion usd
,0.856 billion usd
,
,1.231 billion usd
,1.607 billion usd
,0.950 billion usd
,1.455 billion usd
,1.620 billion usd
,0.953 billion usd
,1.327 billion usd
,1.382 billion usd
,1.024 billion usd
,1.490 billion usd
,0.752 billion usd
,0.953 billion usd
,0.786 billion usd
,
,1.585 billion usd
,0.913 billion usd
,1.076 billion usd
,1.329 billion usd
,0.674 billion usd
,0.789 billion usd
,1.162 billion usd
,0.876 billion usd
,0.364 billion usd
,0.874 billion usd
,0.825 billion usd
,1.422 billion usd
,
,0.224 billion usd
,0.483 billion usd
,0.875 billion usd
,1.469 billion usd
,
,
,
,
,
,
,
,
,
,0.959 billion usd
,0.594 billion usd
,
,0.467 billion usd
,0.366 billion usd
,1.343 billion usd
,0.704 billion usd
,0.362 billion usd
,
,1.202 billion usd
,0.582 billion usd
,0.727 billion usd
,1.151 billion usd
,0.946 billion usd
,0.597 billion usd
,0.187 billion usd
,1.073 billion usd
,1.233 billion usd
,0.983 billion usd
,1.306 billion usd
,2.096 billion usd
,0.096 billion usd
,1.825 billion usd
,1.439 billion usd
,
,1.047 billion usd
,1.131 billion usd
,
,1.677 billion usd
,1.663 billion usd
,1.352 billion usd
,1.641 billion usd
,
,
,1.190 billion usd
,0.674 billion usd
,0.864 billion usd
,1.693 billion usd
,1.018 billion usd
,1.453 billion usd
,1.428 billion usd
,1.235 billion usd
,0.513 billion usd
,1.079 billion usd
,1.328 billion usd
,0.743 billion usd
,
,
,1.317 billion usd
,1.366 billion usd
,0.687 billion usd
,
,0.616 billion usd
,
,0.402 billion usd
,1.374 billion usd
,1.334 billion usd
,8.110 billion usd
,
,0.838 billion usd
,1.578 billion usd
,2.159 billion usd
,
,1.363 billion usd
,1.714 billion usd
,0.995 billion usd
,1.858 billion usd
,
,
,1.630 billion usd
,0.906 billion usd
,0.375 billion usd
,0.662 billion usd
,
,1.097 billion usd
,0.626 billion usd
,0.898 billion usd
,0.635 billion usd
,1.554 billion usd
,0.805 billion usd
,0.887 billion usd
,0.752 billion usd
,0.798 billion usd
,0.315 billion usd
,0.577 billion usd
,0.636 billion usd
,0.313 billion usd
,0.328 billion usd
