00-avengers-total_liabilities_in_usd
""
7 million usd
""
47 million usd
"3,033 million usd"
538 million usd
"1,837 million usd"
""
"1,309 million usd"
"7,638 million usd"
"82,905 million usd"
969 million usd
815 million usd
"1,729 million usd"
776 million usd
""
150 million usd
""
""
914 million usd
""
""
""
""
94 million usd
""
"1,674 million usd"
907 million usd
400 million usd
"4,174 million usd"
"1,335 million usd"
991 million usd
"31,598 million usd"
"1,203 million usd"
"9,141 million usd"
388 million usd
467 million usd
""
"1,012 million usd"
""
""
""
824 million usd
""
"2,911 million usd"
100 million usd
""
"45,364 million usd"
""
380 million usd
""
""
"4,046 million usd"
""
""
569 million usd
""
982 million usd
"5,843 million usd"
"10,761 million usd"
"2,095 million usd"
"27,127 million usd"
196 million usd
""
"1,872 million usd"
"1,887 million usd"
"5,394 million usd"
""
""
"4,117 million usd"
682 million usd
350 million usd
10 million usd
0 million usd
""
""
""
""
"2,656 million usd"
""
69 million usd
""
""
""
"3,255 million usd"
401 million usd
""
"1,898 million usd"
865 million usd
""
"42,192 million usd"
""
690 million usd
507 million usd
"1,660 million usd"
"3,730 million usd"
"3,602 million usd"
""
891 million usd
"1,499 million usd"
""
252 million usd
89 million usd
145 million usd
981 million usd
309 million usd
""
""
"1,216 million usd"
"3,271 million usd"
"1,142 million usd"
"1,185 million usd"
""
"1,829 million usd"
525 million usd
"2,134 million usd"
""
""
813 million usd
698 million usd
298 million usd
""
""
""
182 million usd
205 million usd
""
""
870 million usd
"1,684 million usd"
351 million usd
"3,530 million usd"
42 million usd
""
"3,239 million usd"
585 million usd
853 million usd
""
432 million usd
329 million usd
""
"2,020 million usd"
""
""
"30,565 million usd"
475 million usd
"2,598 million usd"
"9,452 million usd"
""
515 million usd
""
""
451 million usd
""
""
122 million usd
""
""
""
917 million usd
""
328 million usd
"1,247 million usd"
282 million usd
631 million usd
"11,405 million usd"
""
"1,657 million usd"
376 million usd
""
"3,422 million usd"
"1,815 million usd"
""
""
"1,513 million usd"
"1,276 million usd"
158 million usd
126 million usd
"1,853 million usd"
""
59 million usd
339 million usd
265 million usd
933 million usd
""
363 million usd
"5,970 million usd"
""
851 million usd
660 million usd
183 million usd
5 million usd
"4,053 million usd"
"1,718 million usd"
11 million usd
"5,628 million usd"
436 million usd
"1,344 million usd"
""
79 million usd
81 million usd
""
"1,947 million usd"
"1,411 million usd"
848 million usd
""
""
""
""
""
"2,891 million usd"
"7,699 million usd"
638 million usd
"4,139 million usd"
""
""
"1,307 million usd"
225 million usd
""
833 million usd
395 million usd
"90,710 million usd"
""
324 million usd
"1,677 million usd"
554 million usd
"8,921 million usd"
473 million usd
""
123 million usd
""
""
254 million usd
225 million usd
""
""
""
""
""
""
"1,075 million usd"
601 million usd
""
17 million usd
"4,562 million usd"
"6,414 million usd"
158 million usd
"1,498 million usd"
""
"1,297 million usd"
""
119 million usd
"1,920 million usd"
""
""
""
814 million usd
"10,102 million usd"
"2,646 million usd"
"1,483 million usd"
483 million usd
25 million usd
"2,752 million usd"
73 million usd
""
""
118 million usd
"18,683 million usd"
"3,777 million usd"
372 million usd
"18,049 million usd"
""
91 million usd
"22,234 million usd"
99 million usd
59 million usd
""
"2,098 million usd"
""
""
""
""
""
""
""
""
102 million usd
""
""
"14,074 million usd"
""
395 million usd
"52,092 million usd"
661 million usd
""
""
""
""
""
""
46 million usd
472 million usd
129 million usd
"1,712 million usd"
219 million usd
249 million usd
""
""
""
474 million usd
879 million usd
637 million usd
""
42 million usd
"45,040 million usd"
"3,119 million usd"
"5,821 million usd"
504 million usd
163 million usd
"2,678 million usd"
96 million usd
"5,389 million usd"
"1,214 million usd"
135 million usd
""
"4,089 million usd"
""
""
""
"1,482 million usd"
"6,787 million usd"
98 million usd
"2,556 million usd"
335 million usd
""
3 million usd
379 million usd
"8,728 million usd"
108 million usd
""
""
"1,462 million usd"
""
"4,706 million usd"
""
""
""
109 million usd
""
622 million usd
""
"1,097 million usd"
"2,039 million usd"
""
""
""
1 million usd
555 million usd
301 million usd
"2,189 million usd"
757 million usd
"54,961 million usd"
""
""
""
197 million usd
""
""
728 million usd
"1,337 million usd"
162 million usd
"1,205 million usd"
""
366 million usd
"2,700 million usd"
""
11 million usd
""
"35,762 million usd"
643 million usd
""
292 million usd
"14,039 million usd"
""
""
94 million usd
""
179 million usd
"1,379 million usd"
399 million usd
""
102 million usd
403 million usd
178 million usd
""
"5,771 million usd"
46 million usd
184 million usd
""
870 million usd
81 million usd
""
803 million usd
""
314 million usd
"1,339 million usd"
772 million usd
47 million usd
"98,493 million usd"
""
""
992 million usd
677 million usd
134 million usd
543 million usd
"9,883 million usd"
""
872 million usd
""
306 million usd
""
""
""
"4,681 million usd"
""
278 million usd
""
"4,687 million usd"
174 million usd
""
870 million usd
"1,459 million usd"
""
839 million usd
84 million usd
195 million usd
160 million usd
""
"9,907 million usd"
"2,019 million usd"
""
449 million usd
377 million usd
""
23 million usd
""
113 million usd
820 million usd
508 million usd
"96,388 million usd"
""
5 million usd
""
61 million usd
""
""
""
"1,903 million usd"
""
"9,724 million usd"
""
""
271 million usd
38 million usd
166 million usd
""
""
332 million usd
"1,176 million usd"
"1,730 million usd"
303 million usd
"1,074 million usd"
""
"57,011 million usd"
"12,576 million usd"
687 million usd
"9,933 million usd"
804 million usd
""
""
""
"2,180 million usd"
""
""
"2,032 million usd"
"1,035 million usd"
"8,435 million usd"
"11,540 million usd"
"1,866 million usd"
26 million usd
256 million usd
""
136 million usd
""
"4,216 million usd"
415 million usd
410 million usd
607 million usd
"25,633 million usd"
138 million usd
58 million usd
816 million usd
""
"8,030 million usd"
""
""
""
""
889 million usd
654 million usd
383 million usd
"8,388 million usd"
182 million usd
""
"16,104 million usd"
351 million usd
""
"1,227 million usd"
""
""
""
""
""
"1,810 million usd"
""
""
""
"1,570 million usd"
""
"2,650 million usd"
59 million usd
""
""
"2,057 million usd"
168 million usd
301 million usd
""
""
"1,615 million usd"
239 million usd
""
"18,867 million usd"
"3,323 million usd"
""
"10,532 million usd"
"10,312 million usd"
""
""
733 million usd
308 million usd
"2,951 million usd"
""
28 million usd
93 million usd
""
""
330 million usd
""
"7,598 million usd"
""
"11,069 million usd"
598 million usd
""
240 million usd
70 million usd
""
549 million usd
427 million usd
"34,430 million usd"
32 million usd
"1,383 million usd"
313 million usd
""
""
"6,633 million usd"
115 million usd
393 million usd
"3,886 million usd"
""
667 million usd
493 million usd
"2,244 million usd"
"1,729 million usd"
"11,201 million usd"
""
""
""
"1,025 million usd"
""
""
"1,592 million usd"
"1,788 million usd"
""
"1,112 million usd"
"2,069 million usd"
501 million usd
"16,027 million usd"
"1,704 million usd"
"1,261 million usd"
62 million usd
249 million usd
""
91 million usd
652 million usd
"1,777 million usd"
617 million usd
""
""
""
809 million usd
"5,463 million usd"
235 million usd
"2,830 million usd"
71 million usd
401 million usd
70 million usd
""
567 million usd
""
""
306 million usd
492 million usd
873 million usd
"10,653 million usd"
""
"14,014 million usd"
"3,958 million usd"
"6,352 million usd"
"1,148 million usd"
""
149 million usd
""
106 million usd
353 million usd
"4,525 million usd"
161 million usd
""
""
""
""
161 million usd
359 million usd
"1,601 million usd"
772 million usd
""
"13,100 million usd"
""
""
""
302 million usd
44 million usd
"45,939 million usd"
""
""
""
"8,366 million usd"
"1,560 million usd"
415 million usd
"1,792 million usd"
""
265 million usd
""
383 million usd
""
206 million usd
249 million usd
829 million usd
"4,394 million usd"
"2,464 million usd"
722 million usd
"1,056 million usd"
305 million usd
""
""
""
"1,802 million usd"
""
""
""
"1,452 million usd"
""
""
""
""
""
""
"1,295 million usd"
"1,034 million usd"
"9,952 million usd"
"3,701 million usd"
""
918 million usd
393 million usd
600 million usd
""
"2,452 million usd"
523 million usd
41 million usd
""
"6,190 million usd"
88 million usd
26 million usd
"4,770 million usd"
""
""
""
""
""
188 million usd
"5,685 million usd"
""
""
""
"5,282 million usd"
""
700 million usd
"15,953 million usd"
471 million usd
""
""
""
""
""
328 million usd
""
192 million usd
248 million usd
""
""
""
""
537 million usd
710 million usd
132 million usd
"1,695 million usd"
197 million usd
""
""
587 million usd
62 million usd
79 million usd
"4,337 million usd"
"1,349 million usd"
"70,458 million usd"
"3,129 million usd"
"4,310 million usd"
958 million usd
"2,159 million usd"
""
""
""
200 million usd
314 million usd
""
""
451 million usd
672 million usd
""
""
""
73 million usd
"2,919 million usd"
334 million usd
""
"12,874 million usd"
""
"5,330 million usd"
""
692 million usd
626 million usd
"18,741 million usd"
""
""
"1,294 million usd"
388 million usd
""
""
""
"1,726 million usd"
""
""
"10,182 million usd"
370 million usd
331 million usd
""
808 million usd
64 million usd
""
164 million usd
35 million usd
"8,493 million usd"
""
"1,797 million usd"
148 million usd
144 million usd
346 million usd
""
"5,586 million usd"
"1,668 million usd"
531 million usd
""
""
411 million usd
""
""
"9,132 million usd"
"1,261 million usd"
""
""
""
"3,147 million usd"
397 million usd
""
298 million usd
""
"1,606 million usd"
"1,524 million usd"
""
"2,120 million usd"
""
"3,561 million usd"
770 million usd
267 million usd
""
"10,958 million usd"
"13,320 million usd"
""
""
""
123 million usd
684 million usd
"1,894 million usd"
""
146 million usd
688 million usd
432 million usd
""
130 million usd
""
159 million usd
977 million usd
172 million usd
62 million usd
"84,253 million usd"
967 million usd
""
93 million usd
4 million usd
""
""
""
442 million usd
"10,372 million usd"
""
343 million usd
"10,873 million usd"
""
""
""
""
""
883 million usd
""
""
121 million usd
"7,253 million usd"
668 million usd
128 million usd
""
""
""
639 million usd
""
"4,937 million usd"
"2,031 million usd"
382 million usd
""
"10,519 million usd"
51 million usd
295 million usd
""
""
"8,403 million usd"
""
""
""
""
734 million usd
""
275 million usd
773 million usd
"1,083 million usd"
""
""
""
""
""
539 million usd
30 million usd
670 million usd
712 million usd
"1,892 million usd"
""
""
528 million usd
"2,006 million usd"
"2,168 million usd"
568 million usd
143 million usd
598 million usd
""
839 million usd
""
""
"32,632 million usd"
""
642 million usd
""
748 million usd
""
273 million usd
""
""
""
""
""
""
"2,770 million usd"
513 million usd
""
""
""
"1,432 million usd"
""
788 million usd
"1,250 million usd"
""
""
871 million usd
""
""
785 million usd
769 million usd
""
""
""
193 million usd
"3,528 million usd"
722 million usd
728 million usd
104 million usd
"3,129 million usd"
80 million usd
469 million usd
69 million usd
48 million usd
""
""
""
398 million usd
""
41 million usd
210 million usd
"4,537 million usd"
851 million usd
466 million usd
""
""
"1,089 million usd"
""
""
""
""
""
""
"1,858 million usd"
"1,884 million usd"
449 million usd
""
"3,925 million usd"
""
1 million usd
""
""
""
"1,089 million usd"
599 million usd
""
138 million usd
9 million usd
642 million usd
228 million usd
""
591 million usd
""
100 million usd
"1,929 million usd"
9 million usd
627 million usd
"5,781 million usd"
203 million usd
"1,060 million usd"
""
""
36 million usd
""
""
524 million usd
251 million usd
""
"6,373 million usd"
693 million usd
"1,160 million usd"
"1,340 million usd"
"1,453 million usd"
""
"8,650 million usd"
54 million usd
22 million usd
"1,334 million usd"
"1,578 million usd"
""
"1,712 million usd"
""
""
"3,104 million usd"
4 million usd
""
""
"6,347 million usd"
""
""
444 million usd
""
""
""
""
"1,755 million usd"
"1,446 million usd"
444 million usd
"2,809 million usd"
""
""
""
""
""
""
""
""
824 million usd
""
"2,657 million usd"
""
""
"5,437 million usd"
""
"1,279 million usd"
675 million usd
""
483 million usd
""
""
721 million usd
""
168 million usd
756 million usd
477 million usd
989 million usd
""
""
"2,813 million usd"
""
""
149 million usd
"10,123 million usd"
""
""
2 million usd
140 million usd
"1,072 million usd"
133 million usd
""
""
""
37 million usd
"1,190 million usd"
""
490 million usd
"1,092 million usd"
""
""
""
""
""
233 million usd
97 million usd
"1,928 million usd"
"1,521 million usd"
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
720 million usd
""
"2,061 million usd"
""
"1,303 million usd"
""
188 million usd
845 million usd
"10,223 million usd"
""
759 million usd
"1,296 million usd"
"14,158 million usd"
""
"4,956 million usd"
429 million usd
""
""
391 million usd
"7,005 million usd"
""
"1,309 million usd"
"1,369 million usd"
"2,399 million usd"
239 million usd
260 million usd
954 million usd
642 million usd
""
509 million usd
"1,421 million usd"
436 million usd
""
35 million usd
505 million usd
139 million usd
"6,674 million usd"
6 million usd
337 million usd
""
"2,358 million usd"
"1,943 million usd"
122 million usd
""
""
""
755 million usd
""
"1,257 million usd"
888 million usd
""
"28,879 million usd"
847 million usd
""
256 million usd
461 million usd
39 million usd
"1,433 million usd"
""
""
104 million usd
""
6 million usd
346 million usd
109 million usd
386 million usd
601 million usd
""
"1,344 million usd"
616 million usd
304 million usd
781 million usd
239 million usd
""
"22,250 million usd"
""
117 million usd
788 million usd
""
895 million usd
662 million usd
413 million usd
219 million usd
""
""
"3,203 million usd"
""
"2,303 million usd"
912 million usd
""
119 million usd
""
""
"19,068 million usd"
""
""
""
117 million usd
""
""
""
""
238 million usd
""
""
537 million usd
"1,524 million usd"
"14,283 million usd"
751 million usd
"6,877 million usd"
201 million usd
77 million usd
""
"1,201 million usd"
""
""
""
363 million usd
"1,139 million usd"
""
""
""
"1,188 million usd"
84 million usd
146 million usd
32 million usd
""
""
""
313 million usd
""
""
440 million usd
255 million usd
"8,174 million usd"
"1,184 million usd"
"1,277 million usd"
""
"2,684 million usd"
""
722 million usd
"2,753 million usd"
""
355 million usd
242 million usd
29 million usd
240 million usd
""
373 million usd
37 million usd
215 million usd
293 million usd
"4,763 million usd"
""
"1,804 million usd"
712 million usd
179 million usd
"1,323 million usd"
465 million usd
""
"1,553 million usd"
46 million usd
""
"9,128 million usd"
""
""
""
""
""
""
479 million usd
""
""
183 million usd
""
"3,761 million usd"
""
""
""
"1,092 million usd"
"1,103 million usd"
""
""
""
""
""
""
732 million usd
"1,343 million usd"
""
"2,499 million usd"
196 million usd
298 million usd
654 million usd
428 million usd
""
"1,012 million usd"
""
251 million usd
"3,209 million usd"
""
344 million usd
""
""
30 million usd
"7,607 million usd"
""
207 million usd
""
""
""
563 million usd
""
""
166 million usd
""
""
25 million usd
97 million usd
""
""
""
"2,312 million usd"
"1,121 million usd"
"38,948 million usd"
"1,640 million usd"
772 million usd
79 million usd
""
230 million usd
236 million usd
"2,800 million usd"
180 million usd
93 million usd
""
335 million usd
414 million usd
""
435 million usd
""
"1,166 million usd"
""
""
""
339 million usd
""
190 million usd
""
""
""
""
""
"1,619 million usd"
""
325 million usd
597 million usd
"4,392 million usd"
956 million usd
""
"1,408 million usd"
""
362 million usd
""
""
""
""
56 million usd
""
""
"59,525 million usd"
""
""
362 million usd
""
9 million usd
""
623 million usd
"7,614 million usd"
242 million usd
""
674 million usd
"2,548 million usd"
""
"9,873 million usd"
""
"1,451 million usd"
""
362 million usd
174 million usd
""
""
""
169 million usd
""
"18,374 million usd"
""
898 million usd
28 million usd
""
"2,483 million usd"
""
"11,579 million usd"
"1,222 million usd"
""
6 million usd
"4,576 million usd"
687 million usd
""
"1,140 million usd"
"1,035 million usd"
""
192 million usd
""
1 million usd
""
""
""
""
""
"1,663 million usd"
"2,744 million usd"
161 million usd
"8,282 million usd"
""
910 million usd
""
""
"8,328 million usd"
""
758 million usd
""
592 million usd
""
36 million usd
533 million usd
66 million usd
34 million usd
117 million usd
324 million usd
420 million usd
52 million usd
42 million usd
130 million usd
77 million usd
""
754 million usd
"2,424 million usd"
"2,242 million usd"
""
"1,769 million usd"
179 million usd
""
491 million usd
"1,953 million usd"
180 million usd
""
""
""
""
""
"3,093 million usd"
"77,489 million usd"
273 million usd
""
""
608 million usd
"3,261 million usd"
"23,941 million usd"
158 million usd
""
"5,341 million usd"
"5,360 million usd"
""
"4,147 million usd"
220 million usd
""
32 million usd
""
"1,208 million usd"
792 million usd
""
"1,275 million usd"
""
506 million usd
124 million usd
50 million usd
398 million usd
""
""
511 million usd
""
""
""
""
""
19 million usd
""
"1,589 million usd"
""
""
""
""
1 million usd
""
113 million usd
459 million usd
""
""
"2,248 million usd"
354 million usd
248 million usd
748 million usd
""
577 million usd
894 million usd
""
"1,375 million usd"
""
""
""
""
122 million usd
""
""
""
909 million usd
"5,322 million usd"
""
"1,926 million usd"
""
"1,190 million usd"
""
"7,126 million usd"
400 million usd
"1,170 million usd"
""
""
""
""
""
""
""
""
185 million usd
"1,249 million usd"
""
201 million usd
33 million usd
""
""
294 million usd
571 million usd
""
""
"10,557 million usd"
""
412 million usd
98 million usd
""
""
538 million usd
""
505 million usd
73 million usd
""
""
""
0 million usd
""
"1,602 million usd"
"6,806 million usd"
""
821 million usd
382 million usd
""
829 million usd
""
58 million usd
""
"2,334 million usd"
467 million usd
234 million usd
""
"1,046 million usd"
""
815 million usd
""
""
""
292 million usd
462 million usd
278 million usd
"1,316 million usd"
""
"1,463 million usd"
""
""
""
""
""
"1,451 million usd"
789 million usd
223 million usd
""
""
""
"1,206 million usd"
710 million usd
115 million usd
"23,656 million usd"
""
""
"2,163 million usd"
""
651 million usd
383 million usd
""
567 million usd
""
571 million usd
""
""
""
"10,524 million usd"
""
101 million usd
""
""
87 million usd
195 million usd
160 million usd
64 million usd
"1,184 million usd"
""
""
"7,091 million usd"
""
""
"1,306 million usd"
""
""
""
985 million usd
184 million usd
""
""
""
""
""
""
""
""
678 million usd
""
86 million usd
153 million usd
"2,762 million usd"
"1,009 million usd"
771 million usd
""
90 million usd
""
""
26 million usd
""
""
697 million usd
"1,990 million usd"
40 million usd
260 million usd
"3,403 million usd"
""
"5,780 million usd"
592 million usd
""
316 million usd
""
"1,698 million usd"
97 million usd
463 million usd
""
75 million usd
""
""
""
""
""
218 million usd
""
286 million usd
""
""
""
934 million usd
60 million usd
""
""
259 million usd
568 million usd
""
843 million usd
"1,929 million usd"
""
""
"1,346 million usd"
722 million usd
89 million usd
832 million usd
""
""
474 million usd
"2,516 million usd"
349 million usd
""
640 million usd
"2,830 million usd"
""
""
""
""
145 million usd
""
520 million usd
""
238 million usd
410 million usd
""
""
"2,126 million usd"
""
""
1 million usd
""
""
""
""
""
""
""
"22,114 million usd"
544 million usd
939 million usd
69 million usd
75 million usd
""
""
""
171 million usd
""
"1,779 million usd"
"6,803 million usd"
"1,211 million usd"
""
"2,466 million usd"
""
""
""
"1,443 million usd"
833 million usd
"27,805 million usd"
307 million usd
607 million usd
""
72 million usd
204 million usd
""
""
63 million usd
412 million usd
402 million usd
6 million usd
""
""
"1,167 million usd"
""
""
12 million usd
""
""
""
""
""
"1,210 million usd"
""
"5,921 million usd"
879 million usd
""
121 million usd
134 million usd
""
408 million usd
"1,643 million usd"
""
783 million usd
"3,724 million usd"
"2,484 million usd"
""
""
"2,839 million usd"
""
""
769 million usd
""
""
""
""
528 million usd
""
""
341 million usd
""
""
508 million usd
222 million usd
""
""
""
""
""
664 million usd
""
""
""
""
171 million usd
""
""
191 million usd
8 million usd
""
""
779 million usd
""
"2,049 million usd"
835 million usd
""
"1,277 million usd"
""
""
167 million usd
""
49 million usd
""
""
70 million usd
182 million usd
""
""
514 million usd
682 million usd
""
288 million usd
"1,436 million usd"
"1,218 million usd"
""
""
"1,537 million usd"
""
400 million usd
11 million usd
""
785 million usd
""
""
""
""
""
""
""
"2,038 million usd"
291 million usd
""
49 million usd
961 million usd
909 million usd
"4,242 million usd"
""
"1,434 million usd"
922 million usd
"1,341 million usd"
585 million usd
"1,526 million usd"
""
"1,515 million usd"
""
24 million usd
75 million usd
22 million usd
655 million usd
"2,205 million usd"
126 million usd
170 million usd
""
""
"7,343 million usd"
"3,886 million usd"
695 million usd
723 million usd
"1,440 million usd"
""
""
"1,898 million usd"
""
576 million usd
"6,559 million usd"
38 million usd
""
""
""
""
""
""
""
"2,014 million usd"
89 million usd
"1,667 million usd"
296 million usd
85 million usd
"1,698 million usd"
""
124 million usd
184 million usd
"1,404 million usd"
860 million usd
104 million usd
""
121 million usd
78 million usd
54 million usd
35 million usd
""
324 million usd
149 million usd
""
""
""
""
"1,861 million usd"
""
""
402 million usd
964 million usd
""
501 million usd
""
457 million usd
""
"1,357 million usd"
93 million usd
69 million usd
""
207 million usd
""
""
"2,513 million usd"
"1,256 million usd"
""
""
""
19 million usd
""
226 million usd
""
641 million usd
478 million usd
"1,982 million usd"
"3,059 million usd"
""
""
""
""
""
67 million usd
759 million usd
"1,392 million usd"
"1,307 million usd"
799 million usd
7 million usd
""
107 million usd
117 million usd
192 million usd
292 million usd
""
""
""
365 million usd
282 million usd
216 million usd
"1,630 million usd"
17 million usd
""
""
""
""
"1,554 million usd"
""
""
""
""
""
""
""
154 million usd
""
"2,310 million usd"
836 million usd
""
"1,214 million usd"
""
""
""
"1,727 million usd"
""
"30,514 million usd"
""
""
""
839 million usd
10 million usd
""
213 million usd
"2,334 million usd"
651 million usd
398 million usd
242 million usd
""
""
""
"2,395 million usd"
419 million usd
410 million usd
525 million usd
56 million usd
""
""
237 million usd
216 million usd
"8,245 million usd"
""
""
"1,472 million usd"
464 million usd
""
4 million usd
""
717 million usd
425 million usd
""
""
663 million usd
""
155 million usd
""
""
102 million usd
205 million usd
606 million usd
""
408 million usd
828 million usd
462 million usd
"2,527 million usd"
134 million usd
"1,125 million usd"
190 million usd
938 million usd
""
"4,846 million usd"
""
472 million usd
"1,541 million usd"
"1,432 million usd"
15 million usd
"6,457 million usd"
""
200 million usd
""
"2,570 million usd"
18 million usd
343 million usd
""
""
"5,459 million usd"
""
"4,182 million usd"
""
""
87 million usd
""
""
"2,476 million usd"
""
"1,431 million usd"
38 million usd
""
""
110 million usd
"23,544 million usd"
34 million usd
""
""
""
357 million usd
"5,627 million usd"
""
723 million usd
"4,663 million usd"
""
153 million usd
870 million usd
""
862 million usd
""
"1,760 million usd"
""
292 million usd
""
""
364 million usd
"9,855 million usd"
"4,947 million usd"
184 million usd
""
337 million usd
""
"1,683 million usd"
852 million usd
585 million usd
12 million usd
""
""
""
712 million usd
240 million usd
""
""
361 million usd
103 million usd
36 million usd
""
""
""
592 million usd
51 million usd
"4,241 million usd"
""
271 million usd
715 million usd
""
"8,761 million usd"
266 million usd
"1,045 million usd"
""
"4,417 million usd"
54 million usd
934 million usd
"1,006 million usd"
510 million usd
""
""
""
625 million usd
""
""
""
"6,488 million usd"
""
225 million usd
618 million usd
410 million usd
396 million usd
""
""
""
"1,462 million usd"
"4,364 million usd"
155 million usd
""
""
"1,310 million usd"
""
145 million usd
""
""
"1,536 million usd"
563 million usd
292 million usd
"1,647 million usd"
""
""
751 million usd
54 million usd
""
"1,395 million usd"
""
15 million usd
596 million usd
""
""
""
""
52 million usd
613 million usd
""
""
""
""
"1,311 million usd"
""
""
31 million usd
""
""
""
""
""
""
""
""
""
""
30 million usd
132 million usd
35 million usd
""
""
252 million usd
23 million usd
""
"1,196 million usd"
""
252 million usd
""
421 million usd
153 million usd
259 million usd
""
103 million usd
34 million usd
""
581 million usd
54 million usd
""
293 million usd
438 million usd
982 million usd
""
"5,177 million usd"
123 million usd
""
""
90 million usd
"6,976 million usd"
133 million usd
"1,078 million usd"
89 million usd
""
""
833 million usd
3 million usd
""
47 million usd
""
""
"1,065 million usd"
""
"2,029 million usd"
""
210 million usd
364 million usd
492 million usd
"10,762 million usd"
268 million usd
"1,078 million usd"
""
167 million usd
""
760 million usd
301 million usd
80 million usd
""
""
""
""
624 million usd
""
"1,586 million usd"
""
""
""
""
348 million usd
"3,755 million usd"
""
""
117 million usd
""
63 million usd
""
397 million usd
""
""
190 million usd
161 million usd
746 million usd
""
""
22 million usd
""
""
"4,804 million usd"
708 million usd
402 million usd
""
203 million usd
""
936 million usd
388 million usd
""
"1,655 million usd"
41 million usd
163 million usd
""
""
""
173 million usd
"1,871 million usd"
""
""
"1,028 million usd"
""
""
""
""
""
""
""
""
""
""
393 million usd
""
""
724 million usd
""
436 million usd
825 million usd
333 million usd
739 million usd
""
"53,651 million usd"
465 million usd
""
36 million usd
""
"8,064 million usd"
145 million usd
"2,632 million usd"
872 million usd
935 million usd
160 million usd
681 million usd
"1,538 million usd"
""
""
""
""
86 million usd
""
""
""
""
""
978 million usd
"1,157 million usd"
609 million usd
864 million usd
""
""
""
696 million usd
"1,215 million usd"
""
""
762 million usd
""
""
""
640 million usd
439 million usd
""
""
"1,622 million usd"
""
"1,216 million usd"
""
230 million usd
10 million usd
"2,534 million usd"
""
""
""
400 million usd
""
""
589 million usd
710 million usd
""
"1,063 million usd"
965 million usd
391 million usd
"1,977 million usd"
""
""
110 million usd
986 million usd
""
""
247 million usd
"1,610 million usd"
305 million usd
547 million usd
""
""
"4,940 million usd"
""
453 million usd
""
615 million usd
107 million usd
""
""
""
""
""
377 million usd
""
""
476 million usd
"5,859 million usd"
0 million usd
732 million usd
809 million usd
38 million usd
"2,289 million usd"
"6,992 million usd"
281 million usd
""
283 million usd
18 million usd
"9,814 million usd"
"4,223 million usd"
494 million usd
351 million usd
36 million usd
""
""
""
22 million usd
33 million usd
"8,737 million usd"
346 million usd
72 million usd
""
""
388 million usd
44 million usd
""
""
"3,003 million usd"
""
""
""
"1,114 million usd"
""
157 million usd
""
""
"24,393 million usd"
""
""
""
240 million usd
15 million usd
"6,022 million usd"
""
601 million usd
""
108 million usd
""
""
447 million usd
"3,611 million usd"
416 million usd
470 million usd
""
"2,093 million usd"
""
914 million usd
81 million usd
"2,214 million usd"
"10,392 million usd"
359 million usd
""
""
"1,104 million usd"
""
"1,003 million usd"
""
"12,290 million usd"
""
348 million usd
15 million usd
""
"121,550 million usd"
""
393 million usd
""
28 million usd
51 million usd
25 million usd
424 million usd
""
""
364 million usd
81 million usd
444 million usd
""
""
""
856 million usd
"11,351 million usd"
""
""
"1,098 million usd"
""
"2,281 million usd"
"1,623 million usd"
0 million usd
""
""
""
""
339 million usd
"1,885 million usd"
"1,244 million usd"
""
927 million usd
""
201 million usd
737 million usd
""
218 million usd
"8,077 million usd"
"14,893 million usd"
15 million usd
""
241 million usd
"11,226 million usd"
226 million usd
995 million usd
84 million usd
"1,353 million usd"
477 million usd
"4,113 million usd"
"1,203 million usd"
""
""
121 million usd
""
530 million usd
"5,259 million usd"
""
339 million usd
""
"7,131 million usd"
""
251 million usd
"2,304 million usd"
""
909 million usd
348 million usd
""
""
26 million usd
""
365 million usd
""
323 million usd
"3,820 million usd"
789 million usd
549 million usd
"1,017 million usd"
402 million usd
455 million usd
149 million usd
""
839 million usd
"4,350 million usd"
256 million usd
124 million usd
""
"9,588 million usd"
""
""
""
""
686 million usd
""
879 million usd
99 million usd
""
84 million usd
63 million usd
157 million usd
""
943 million usd
256 million usd
""
23 million usd
542 million usd
"1,149 million usd"
"5,286 million usd"
"2,209 million usd"
69 million usd
"3,196 million usd"
90 million usd
854 million usd
""
""
""
""
""
""
436 million usd
"3,163 million usd"
""
54 million usd
""
"1,307 million usd"
""
"2,095 million usd"
"3,365 million usd"
811 million usd
""
""
72 million usd
78 million usd
""
""
""
""
"1,352 million usd"
"2,581 million usd"
""
""
""
488 million usd
""
859 million usd
100 million usd
151 million usd
"7,124 million usd"
""
""
48 million usd
"1,711 million usd"
37 million usd
""
"3,114 million usd"
511 million usd
396 million usd
""
""
""
168 million usd
""
576 million usd
407 million usd
""
968 million usd
442 million usd
""
18 million usd
""
""
""
""
""
""
