name,headquarters,founded,industry,sector,notes,founders,key_people,number_of_employees,operating_income,revenue,services,total_assets,type,website,area_served
telfort,alphen aan den rijn,1997,telecommunications,mobile telecommunications,"mobile, part of kpn",,,,,,,,,,
thales nederland,hengelo,1922,industrials,defence & electronics,part of thales group (france),,,,,,,,,,
tmf group,amsterdam,1988,industrials,financial administration,accounting,,,,,,,,,,
tnt express,hoofddorp,2011,industrials,delivery services,part of postnl,,,,,,,,,,
tomtom,amsterdam,1991,technology,software,navigation software,,,,,,,,,,
tony's chocolonely,amsterdam,2005,consumer goods,food products,confectionery,,,,,,,,,,
transavia,schiphol-oost,1965,consumer services,airlines,airline,,,,,,,,,,
triodos bank,zeist,1980,financials,banks,bank,,,,,,,,,,
trust,dordrecht,1981,technology,computer hardware,computer peripherals,,,,,,,,,,
tui fly netherlands,schiphol-rijk,2005,consumer services,airlines,airline,,,,,,,,,,
vanguard dutch marine,heerenveen,2008,consumer goods,recreational products,luxury yacht manufacturer,,,,,,,,,,
vdl bus & coach,valkenswaard,1993,industrials,commercial vehicles & trucks,bus manufacturing,,,,,,,,,,
vdl nedcar,born,1967,consumer goods,automobile,part of vdl groep,,,,,,,,,,
vedior,amsterdam,1998,industrials,business training & employment agencies,staffing,,,,,,,,,,
veon,amsterdam,2009,telecommunications,mobile telecommunications,,,,,,,,,,,
verenigde nederlandse uitgeverijen,haarlem,1964,consumer services,publishing,publisher,,,,,,,,,,
vitol,rotterdam,1966,energy,"oil, gas & coal",commodity trading,,,,,,,,,,
vodafone netherlands,maastricht,1995,telecommunications,mobile telecommunications,joint venture between liberty global (us) and vodafone (uk),,,,,,,,,,
volkerwessels,amersfoort,1854,industrials,heavy construction,construction,,,,,,,,,,
wavin,zwolle,1955,industrials,building materials & fixtures,pipes,,,,,,,,,,
we,utrecht,1917,consumer goods,apparel retailers,clothing,,,,,,,,,,
wercker,amsterdam,2011,technology,software,application frameworks,,,,,,,,,,
wolters kluwer,alphen aan den rijn,1836,industrials,business support services,publisher and information services,,,,,,,,,,
zeeman,alphen aan den rijn,1967,consumer goods,apparel retailers,clothing,,,,,,,,,,
11 bit studios,warsaw,2010,technology,software,video games,,,,,,,,,,
4f,wieliczka,2007,consumer goods,textile,sportswear and casual wear products,,,,,,,,,,
adamów coal mine,turek,1979,basic materials,coal,mining,,,,,,,,,,
agora,warsaw,1989,consumer goods and services,mass media,"newspapers, advertising, cinemas, radio",,,,,,,,,,
allegro,poznań,1999,consumer services,e-commerce,online auction hosting,,,,,,,,,,
alior bank,warsaw,2008,financials,banks,,,,,,,,,,,
amica,wronki,1945,consumer goods,durable household products,household appliances,,,,,,,,,,
asseco,rzeszów,1991,technology,software,financial software,,,,,,,,,,
bank millennium,warsaw,1989,financials,banks,universal bank,,,,,,,,,,
bank pekao,warsaw,1929,financials,banks,universal bank,,,,,,,,,,
belvedere vodka,żyrardów,1993,consumer goods,brewers,"brewery, part of lvmh (france)",,,,,,,,,,
bełchatów coal mine,bełchatów,1955,basic materials,coal,coal mine,,,,,,,,,,
biedronka,kostrzyn,1995,consumer services,food retailers & wholesalers,supermarkets,,,,,,,,,,
black red white,biłgoraj,1991,consumer goods,household goods,furniture,,,,,,,,,,
bochnia salt mine,bochnia,1248,basic materials,general mining,salt mine,,,,,,,,,,
bogdanka coal mine,lublin voivodeship,1975,basic materials,coal,coal mine,,,,,,,,,,
boryszew,boryszew,1911,automotive industry,automotive trade,"components for the car industry, chemical materials",,,,,,,,,,
brainly,kraków,2009,technology,software,learning software,,,,,,,,,,
browar łomża,łomża,1968,consumer goods,brewers,brewery,,,,,,,,,,
carlsberg polska,warsaw,2004,consumer goods,brewers,"brewery, part of carlsberg group (denmark)",,,,,,,,,,
cd projekt,warsaw,1994,technology,software,video games,,,,,,,,,,
ciech,łódź,1945,chemical industry,specialty chemicals,high-end chemical products,,,,,,,,,,
comarch,kraków,1993,technology,software,software house,,,,,,,,,,
dino,krotoszyn,1999,consumer services,food retailers & wholesalers,supermarkets,,,,,,,,,,
e. wedel,warsaw,1851,consumer products,confectionary,"chocolates, cakes and snacks",,,,,,,,,,
elbrewery,elbląg,1998,consumer goods,brewers,brewery,,,,,,,,,,
elektrim,warsaw,1992,industrials,diversified industrials,holding company,,,,,,,,,,
enea sa,poznań,2003,utilities,conventional electricity,power generation,,,,,,,,,,
ericpol,łódź,1991,technology,software,telecommunications software,,,,,,,,,,
eurocash,komorniki,1993,consumer services,food retailers & wholesalers,supermarkets,,,,,,,,,,
fablok,chrzanów,1919,industrials,commercial vehicles & trucks,railroad vehicles,,,,,,,,,,
fabryka samochodów małolitrażowych,bielsko-biała,1948,consumer goods,automobiles,defunct 1992,,,,,,,,,,
fabryka samochodów osobowych,warsaw,1948,consumer goods,automobiles,,,,,,,,,,,
fłt-kraśnik,kraśnik,1938,industrials,diversified industrials,general manufacturing,,,,,,,,,,
fasing s.a.,katowice,1913,industrials,diversified industrials,industrial chains,,,,,,,,,,
gaworzyce mine,gaworzyce,2004,basic materials,nonferrous metals,copper and silver mine,,,,,,,,,,
gaz-system,warsaw,2004,utilities,gas distribution,natural gas transmission,,,,,,,,,,
głogów głęboki-przemysłowy mine,polkowice,2004,basic materials,nonferrous metals,copper and silver mine,,,,,,,,,,
grupa azoty,tarnów,1927,chemical industry,specialty chemicals,"fertilizers, plastics, pigments",,,,,,,,,,
grupa lotos,gdańsk,2003,oil & gas,exploration & production,oil production and refining,,,,,,,,,,
gubin coal mine,gubin,1955,basic materials,coal,coal mine,,,,,,,,,,
halemba coal mine,ruda śląska,1897,basic materials,coal,coal mine,,,,,,,,,,
hortex,warsaw,1958,consumer goods,food products,frozen foods and fruit drinks,,,,,,,,,,
ing bank śląski,katowice,1988,financials,banks,"bank, part of ing group (netherlands)",,,,,,,,,,
inglot,przemyśl,1983,consumer goods,cosmetics,make-up products,,,,,,,,,,
inpost,kraków,2006,consumer services,logistics,"courier, package delivery and express mail service",,,,,,,,,,
iti group,warsaw,1984,consumer services,broadcasting & entertainment,media conglomerate,,,,,,,,,,
jabłkowski brothers,warsaw,1884,consumer services,retail,department stores,,,,,,,,,,
jsw,jastrzębie-zdrój,1993,basic materials,coal,coal mines,,,,,,,,,,
k. rudzki i s-ka,warsaw,1858,industrials,engineering and machinery,construction company,,,,,,,,,,
kghm polska miedź,lubin,1961,basic materials,nonferrous metals,copper and silver mine,,,,,,,,,,
kino polska,warsaw,2003,consumer services,broadcasting & entertainment,television,,,,,,,,,,
kłodawa salt mine,kłodawa,1950,basic materials,general mining,salt mines,,,,,,,,,,
kompania piwowarska,poznań,1999,consumer goods,brewers,"brewery, part of asahi breweries (japan)",,,,,,,,,,
kompania węglowa,katowice,2003,basic materials,coal,coal mine,,,,,,,,,,
lech browary wielkopolski,poznań,1975,consumer goods,brewers,"brewery, part of kompania piwowarska",,,,,,,,,,
"lilpop, rau i loewenstein",warsaw,1818,industrials,engineering company,iron and steel production,,,,,,,,,,
livechat software,wrocław,2002,technology,software,help desk software,,,,,,,,,,
lot polish airlines,warsaw,1929,consumer services,airlines,"airline, flag carrier",,,,,,,,,,
lpp,gdańsk,1991,consumer services,apparel retailers,retail chain,,,,,,,,,,
maspex,wadowice,1990,food,food concern,food and drink,,,,,,,,,,
multikino,warsaw,1998,consumer services,recreational services,part of vue,,,,,,,,,,
netia,warsaw,1990[2],telecommunications,fixed line telecommunications,telecom networks,,,,,,,,,,
okocim brewery,brzesko,1845,consumer goods,brewers,brewery,,,,,,,,,,
optimus s.a.,warsaw,1988,technology,computer hardware,merged with cd projekt in 2011[3],,,,,,,,,,
orange polska,warsaw,1991,telecommunications,mobile telecommunications,"telecom, part of orange s.a. (france)",,,,,,,,,,
pesa sa,bydgoszcz,1851,industrials,commercial vehicles & trucks,railway vehicles,,,,,,,,,,
pgnig,warsaw,1976,oil & gas,exploration & production,natural gas,,,,,,,,,,
pkn orlen,płock,1999,oil & gas,exploration & production,oil refiner,,,,,,,,,,
play,warsaw,2007,telecommunications,mobile telecommunications,mobile provider,,,,,,,,,,
plus,warsaw,1995,telecommunications,mobile telecommunications,mobile provider,,,,,,,,,,
poczta polska,warsaw,1558,consumer services,delivery services,postal service,,,,,,,,,,
polcast television,warsaw,2006,consumer services,broadcasting & entertainment,broadcaster,,,,,,,,,,
polish state railways,warsaw,1926,industrials,railroads,state railways,,,,,,,,,,
polsat,warsaw,1992,consumer services,broadcasting & entertainment,"television, part of telewizja polsat",,,,,,,,,,
polska grupa energetyczna,warsaw,1990,utilities,conventional electricity,state power,,,,,,,,,,
polsteam,szczecin,1951,industrials,delivery services,shipping,,,,,,,,,,
pko bp,warsaw,1948,financials,banks,bank,,,,,,,,,,
pzu,warsaw,1803,financials,full line insurance,insurance,,,,,,,,,,
pronar,narew,1988,consumer goods,machinery,agricultural mchinery,,,,,,,,,,
pks,białystok,1945,consumer services,travel & tourism,public transportation,,,,,,,,,,
przewozy regionalne,warsaw,2001,consumer services,travel & tourism,passenger rail,,,,,,,,,,
pse (polskie sieci elektroenergetyczne),konstancin-jeziorna,2004[4],utilities,conventional electricity,power,,,,,,,,,,
pudliszki,pudliszki,1847,food products,fruit and vegetable processing,food,,,,,,,,,,
qumak,warsaw,1985,technology,software,i/t,,,,,,,,,,
smyk department store,warsaw,2000,consumer services,general retailers,department stores and toys,,,,,,,,,,
solaris bus & coach,bolechowo,2001,industrials,commercial vehicles & trucks,bus manufacturer,,,,,,,,,,
techland,wrocław,1991,technology,software,video games,,,,,,,,,,
tele-fonika kable,bydgoszcz,1920,industrials,diversified industrials,cable manufacturer,,,,,,,,,,
telewizja polska,warsaw,1952,consumer services,broadcasting & entertainment,public broadcasting,,,,,,,,,,
t-mobile polska,warsaw,1996,telecommunications,mobile telecommunications,"mobile network, part of deutsche telekom (germany)",,,,,,,,,,
tvn24,warsaw,2001,consumer services,broadcasting & entertainment,"tv channel, part of tvn group",,,,,,,,,,
tvn 7,warsaw,2002,consumer services,broadcasting & entertainment,"tv channel, part of tvn group",,,,,,,,,,
tvn group,warsaw,1995,consumer services,broadcasting & entertainment,"media group, includes tvn",,,,,,,,,,
tymbark,tymbark,1936,consumer goods,soft drinks,juice and beverage,,,,,,,,,,
ursus sa,lublin,1893,automotive inductry,agricultural machinery,tractors,,,,,,,,,,
van pur,rakszawa[5],1989,consumer goods,brewers,brewery holding,,,,,,,,,,
wieliczka salt mine,wieliczka,1252,consumer services,recreational services,"former salt mine, now attraction",,,,,,,,,,
wielton,wieluń,1996,automotive industry,utility vehicles,trailers,,,,,,,,,,
żabka,poznań,1998,consumer services,food retailers & wholesalers,grocery,,,,,,,,,,
zmt sa,tarnów,1917,industrials,defense,"firearms, weapons",,,,,,,,,,
żubrówka,białystok,–,consumer goods,brewers,brewery,,,,,,,,,,
żywiec brewery,żywiec,1856,consumer goods,brewers,brewery,,,,,,,,,,
altri,porto,2005,basic materials,paper,paper,,,,,,,,,,
ambar – ideas on paper s.a.,porto,1939,industrials,industrial suppliers,office supplies,,,,,,,,,,
banco comercial português,porto,1985,financials,banks,bank,,,,,,,,,,
bial,trofa,1924,health care,pharmaceuticals,pharma,,,,,,,,,,
caixa geral de depósitos,lisbon,1876,financials,banks,state bank,,,,,,,,,,
carris,lisbon,1872,consumer services,travel & tourism,public transportation,,,,,,,,,,
central de cervejas,vila franca de xira,1934,consumer goods,brewers,brewery,,,,,,,,,,
chipidea,oeiras,1997,technology,semiconductors,"semiconductor, defunct 2009",,,,,,,,,,
churchill's port,porto,1981,wine making,port wine,port wine,,,,,,,,,,
ciberbit,coimbra,1995,technology,software,software,,,,,,,,,,
cimpor,lisbon,1976,industrials,building materials & fixtures,cement,,,,,,,,,,
cms-helmets,anadia,1976,consumer goods,clothing & accessories,motorcycling helmets,,,,,,,,,,
cofina,porto,1856,consumer services,publishing,publisher,,,,,,,,,,
comboios de portugal,lisbon,1856,consumer services,travel & tourism,passenger rail,,,,,,,,,,
conservas ramirez,matosinhos,1853,consumer goods,food products,fish & cannedfish,,,,,,,,,,
continente,matosinhos,1985,consumer services,food retailers & wholesalers,"supermarket, part of sonae",,,,,,,,,,
corticeira amorim,santa maria da feira[11],1870,basic materials,industrial suppliers,cork,,,,,,,,,,
critical software,coimbra,1998,technology,software,software,,,,,,,,,,
"ctt correios de portugal, s.a. (ctt)",lisbon,1520,industrials,delivery services,postal services,,,,,,,,,,
delta cafés,campo maior,1961,consumer goods,food products,coffee,,,,,,,,,,
efacec,matosinhos,1948,industrials,electronic equipment,electronics,,,,,,,,,,
energias de portugal (edp),lisbon,1976,utilities,conventional electricity,electrical generation,,,,,,,,,,
fábrica nacional de munições de armas ligeiras,lisbon,1947,industrials,defense,arms,,,,,,,,,,
galp energia,lisbon,1999,utilities,gas distribution,natural gas distribution,,,,,,,,,,
glintt,lisbon,2008,technology,software,software developer,,,,,,,,,,
grupo josé de mello,lisbon,1986[12],conglomerates,-,"health care, energy, logistics",,,,,,,,,,
iberomoldes,marinha grande,1975,industrials,general industries,engineering,,,,,,,,,,
impresa,oeiras,1972,consumer services,media,"television, publisher",,,,,,,,,,
jerónimo martins,lisbon,1792,consumer services,retail,food retail,,,,,,,,,,
lactogal,porto,1996,consumer goods,food & beverage,"dairy, water",,,,,,,,,,
logoplaste,cascais,1976,industrials,diversified industrials,plastic,,,,,,,,,,
martifer,oliveira de frades,1990,industrials,heavy construction,construction,,,,,,,,,,
media capital,oeiras,1988,consumer services,broadcasting & entertainment,media distribution,,,,,,,,,,
medinfar,lisbon,1970,health care,pharmaceuticals,pharma,,,,,,,,,,
meo,lisbon,1991,telecommunications,mobile telecommunications,mobile provider,,,,,,,,,,
montepio,lisbon,1840,financials,banks,bank,,,,,,,,,,
mota-engil,porto,1946,industrials,general industries,engineering and infrastructure,,,,,,,,,,
move interactive,cascais,2008,technology,software,video games,,,,,,,,,,
nos,lisbon,1994,telecommunications,fixed line telecommunications,telecom,,,,,,,,,,
novabase,lisbon,1989,technology,software,information technology,,,,,,,,,,
novo banco,lisbon,2014,financials,banks,bank,,,,,,,,,,
pingo doce,lisbon,1980,consumer services,food retailers & wholesalers,supermarket chain,,,,,,,,,,
porto editora,porto,1944,consumer services,publishing,publisher,,,,,,,,,,
portugal telecom,lisbon,1994,telecommunications,fixed line telecommunications,"telecommunications, part of altice (netherlands)",,,,,,,,,,
quidgest,lisbon,1988,technology,software,specialist enterprise software,,,,,,,,,,
rádio e televisão de portugal,lisbon,1935,consumer services,broadcasting & entertainment,state media,,,,,,,,,,
redes energéticas nacionais (ren),lisbon,1994,utilities,conventional electricity,electrical distribution,,,,,,,,,,
renova,torres novas,1939,basic materials,paper,paper,,,,,,,,,,
sapo,lisbon,1995,telecommunications,fixed line telecommunications,"telecom, isp",,,,,,,,,,
semapa,lisbon,1991,industrials,building materials & fixtures,"cement, paper",,,,,,,,,,
simoldes,oliveira de azeméis,1959,industrials,diversified industrials,manufacturing,,,,,,,,,,
soares da costa,porto,1918,industrials,heavy construction,construction,,,,,,,,,,
sic,lisbon,1992,consumer services,broadcasting & entertainment,"television, part of impresa",,,,,,,,,,
sonae indústria,maia,1959,industrials,diversified industrials,part of sonae,,,,,,,,,,
sonae,maia,1959,conglomerates,-,"retail, financials, industrials, telecom",,,,,,,,,,
sovena group,oeiras,1956,consumer goods,farming & fishing,agribusiness,,,,,,,,,,
sumol + compal,oeiras,2008,consumer goods,food products,"food and beverage, merger of sumolis and compal",,,,,,,,,,
tabaqueira,lisbon,1927,consumer goods,tobacco,"cigarettes, part of philip morris international (us)",,,,,,,,,,
tap air portugal,lisbon,1945,consumer services,airlines,airline,,,,,,,,,,
televisão independente,oeiras,1993,consumer services,broadcasting & entertainment,broadcaster,,,,,,,,,,
the navigator company,setúbal,2001,basic materials,paper,paper,,,,,,,,,,
tranquilidade,lisbon,1871,financials,full line insurance,insurance,,,,,,,,,,
tupam editores,lisbon,1977,consumer services,publishing,health publisher,,,,,,,,,,
umm,lisbon,1977,industrials,diversified industrials,metal works,,,,,,,,,,
unicer brewery,matosinhos,1890,consumer goods,brewers,brewery,,,,,,,,,,
uniplaces,lisbon,2012,technology,internet,"student accommodation platform, travel, real estate",,,,,,,,,,
visabeira,viseu,1980,conglomerates,-,"telecommunications, travel, industrials, real estate",,,,,,,,,,
vista alegre,ílhavo,1824,consumer goods,durable household products,porcelain,,,,,,,,,,
adevărul holding,bucharest,2008,consumer services,publishing,magazines and newspapers,,,,,,,,,,
angst,buftea,1990,consumer services,food retailers & wholesalers,supermarket chain,,,,,,,,,,
antibiotice iași,iași,1955,health care,pharmaceuticals,research and drug manufacturing,,,,,,,,,,
apulum,alba iulia,1970,consumer goods,durable household products,porcelain,,,,,,,,,,
arctic s.a.,găești,1968,consumer goods,durable household products,appliances,,,,,,,,,,
automobile dacia,mioveni,1966,consumer goods,automobiles,car manufacturer,,,,,,,,,,
banca comercială română (bcr),bucharest,1990,financials,banks,"bank and financial services, part of erste group (austria)",,,,,,,,,,
banca transilvania,cluj-napoca,1993,financials,banks,bank,,,,,,,,,,
blue air,bucharest,2004,consumer services,airlines,airline,,,,,,,,,,
brd – groupe société générale,bucharest,1923,financials,banks,"bank, majority owned by société générale (france)",,,,,,,,,,
căile ferate române,bucharest,1880,industrials,railroads,railways,,,,,,,,,,
continental hotels,bucharest,1991,consumer services,hotels,hotel holdings,,,,,,,,,,
dedeman,bacău,1992,consumer services,retail services,hypermarkets,,,,,,,,,,
european drinks & foods,ștei,1993,consumer goods,food products,food producer,,,,,,,,,,
farmec,cluj-napoca,1993,consumer goods,personal products,cosmetics,,,,,,,,,,
ford romania,craiova,1976,consumer goods,automobiles,"automotive, part of ford otosan (türkiye)",,,,,,,,,,
gecad software,bucharest,1992,technology,software,cad software,,,,,,,,,,
grup feroviar român,bucharest,2001,industrials,railroads,railways and rolling stock,,,,,,,,,,
intact media group,bucharest,1991,consumer services,media agencies,media,,,,,,,,,,
jolidon,cluj-napoca,1993,consumer goods,clothing & accessories,clothing and accessories,,,,,,,,,,
mangalia shipyard,mangalia,1997,industrials,commercial vehicles & trucks,"shipyard, part of damen group (netherlands)",,,,,,,,,,
mega image,bucharest,1995,consumer services,food retailers & wholesalers,"supermarkets, part of delhaize group (belgium)",,,,,,,,,,
metrorex,bucharest,1976,consumer services,travel & tourism,passenger metro,,,,,,,,,,
mobexpert,bucharest,1993,consumer services,specialty retailers,furniture retailer,,,,,,,,,,
napolact,cluj-napoca,1905,consumer goods,food products,"food processor, part of frieslandcampina (netherlands)",,,,,,,,,,
orange romania,bucharest,1997,telecommunications,mobile telecommunications,"mobile network, founded as ""dialog"". part of orange s.a. (france)",,,,,,,,,,
petrom,bucharest,1991,oil & gas,integrated oil & gas,"integrated oil and gas, part of omv (austria)",,,,,,,,,,
petromidia refinery,năvodari,1974,oil & gas,exploration & production,"refinery, part of rompetrol",,,,,,,,,,
poșta română,bucharest,1862,industrials,delivery services,postal administration,,,,,,,,,,
raiffeisen romania,bucharest,1998,financials,banks,"bank, part of raiffeisen bank international (austria)",,,,,,,,,,
rcs & rds,bucharest,1993,telecommunications,fixed line telecommunications,telecom,,,,,,,,,,
realitatea-cațavencu,bucharest,2006,consumer services,media agencies,print and broadcast,,,,,,,,,,
regiotrans,brașov,2005,consumer services,travel & tourism,private passenger rail,,,,,,,,,,
roman,brașov,1921,industrials,commercial vehicles & trucks,truck and bus manufacturer,,,,,,,,,,
rompetrol,bucharest,1974,oil & gas,exploration & production,part of kmg international,,,,,,,,,,
romstal,bucharest,1994,industrials,industrial suppliers,sanitary supplies,,,,,,,,,,
romtelecom,bucharest,1989,telecommunications,fixed line telecommunications,"telecom, defunct 2014",,,,,,,,,,
siveco romania,bucharest,1992,technology,software,business software,,,,,,,,,,
softpedia,bucharest,2001,technology,software,information software,,,,,,,,,,
softwin,bucharest,1990,technology,software,anti-virus software,,,,,,,,,,
tarom,otopeni,1954,consumer services,airlines,flag carrier,,,,,,,,,,
tehnoton,iaşi,1972,consumer goods,consumer electronics,home electronics,,,,,,,,,,
telekom romania,bucharest,1991,telecommunications,fixed line telecommunications & mobile telecommunications,"founded as romtelecom, part of deutsche telekom (germany)",,,,,,,,,,
terapia ranbaxy,cluj-napoca,1920,health care,pharmaceuticals,pharma,,,,,,,,,,
țiriac holdings,bucharest,1990,conglomerates,-,"financials, retail, real estate, media, construction",,,,,,,,,,
transferoviar grup,cluj-napoca,2003,industrials,railroads,railways,,,,,,,,,,
trilulilu,cluj-napoca,2007,technology,internet,file sharing,,,,,,,,,,
ubisoft bucharest,bucharest,1992,technology,software,"game developer, part of ubisoft (france)",,,,,,,,,,
upc romania,bucharest,1992,telecommunications,fixed line telecommunications,"telecom, part of liberty global (us)",,,,,,,,,,
ursus breweries,bucharest,1878,consumer goods,brewers,"brewery, part of asahi breweries (japan)",,,,,,,,,,
uti holdings,bucharest,1990,conglomerates,-,"technology, construction, defense",,,,,,,,,,
vodafone romania,bucharest,1997,telecommunications,mobile telecommunications,"founded as connex gsm, part of vodafone (uk)",,,,,,,,,,
zentiva,bucharest,1962,health care,pharmaceuticals,"pharma, part of sanofi (france)",,,,,,,,,,
air slovakia,bratislava,1993,consumer services,airlines,"airline, defunct 2010",,,,,,,,,,
cestné a stavebné mechanizmy tisovec,detva,1955,industrials,defense,defense manufacturing,,,,,,,,,,
doprastav,bratislava[11],1953,industrials,heavy construction,infrastructure construction,,,,,,,,,,
elnec,prešov,1991,industrials,electronic equipment,commercial electronics,,,,,,,,,,
eset,bratislava,1992,technology,computer services,it security,,,,,,,,,,
glass lps,medzilaborce,1999,consumer goods,durable household products,glass products,,,,,,,,,,
istrobanka,bratislava,1992,financials,banks,"commercial bank, defunct 2009",,,,,,,,,,
j&t finance group,bratislava,1993,financials,investment services,investments,,,,,,,,,,
jtre,bratislava,1996,real estate,real estate management & development,real estate development,,,,,,,,,,
jj electronic,čadca,1993,industrials,electrical components & equipment,vacuum tubes,,,,,,,,,,
komerční banka bratislava,bratislava,1995,financials,banks,commercial bank,,,,,,,,,,
matador,púchov,1947,consumer goods,tires,"tires, part of continental ag (germany)",,,,,,,,,,
"ofz, a.s., istebné,",istebné,1999,basic materials,iron & steel,ferroalloys,,,,,,,,,,
orange slovensko,bratislava,1997,telecommunications,mobile telecommunications,"mobile network, part of orange s.a. (france)",,,,,,,,,,
penta investments,bratislava,1994,financials,investment services,investments,,,,,,,,,,
poštová banka,bratislava,1992,financials,banks,commercial bank,,,,,,,,,,
šariš brewery,veľký šariš,1964,consumer goods,brewers,"brewery, part of asahi breweries (japan)",,,,,,,,,,
slovak airlines,bratislava,1995,consumer services,airlines,"airline, defunct 2007",,,,,,,,,,
slovak telekom,bratislava,1999,telecommunications,fixed line telecommunications,"telecom, part of deutsche telekom (germany)",,,,,,,,,,
slovalco,žiar nad hronom,1993,basic materials,aluminum,aluminum,,,,,,,,,,
slovart music,bratislava,1993,consumer services,broadcasting & entertainment,music publisher,,,,,,,,,,
slovenská pošta,banská bystrica,1993,industrials,delivery services,state-owned post,,,,,,,,,,
slovenská sporiteľňa,bratislava,1819,financials,banks,"commercial bank, part of erste group (austria)",,,,,,,,,,
slovenské elektrárne,bratislava,1942[12],utilities,conventional electricity,"electric utility, part of enel (italy)",,,,,,,,,,
slovenský plynárenský priemysel,bratislava,2006,oil & gas,exploration & production,natural gas,,,,,,,,,,
slovnaft,bratislava,1949,oil & gas,exploration & production,"oil refining, part of mol group (hungary)",,,,,,,,,,
sygic,bratislava,2004,technology,software,off-line navigation,,,,,,,,,,
tatra banka,bratislava,1990,financials,banks,"commercial bank, part of raiffeisen bank international (austria)",,,,,,,,,,
o2 slovakia,bratislava,2006,telecommunications,mobile telecommunications,"mobile network, part of ppf (netherlands)",,,,,,,,,,
topvar,veľký šariš,1957,consumer goods,brewers,"brewery, part of asahi breweries (japan)",,,,,,,,,,
transpetrol as,bratislava,1954,oil & gas,pipelines,oil transport,,,,,,,,,,
u.s. steel košice,košice,2000,basic materials,iron & steel,"steel, part of u.s. steel (us)",,,,,,,,,,
vagónka,trebišov,1922,industrials,commercial vehicles & trucks,"railway, shipping containers",,,,,,,,,,
železničná spoločnosť slovensko,bratislava,2004,industrials,railroads,state-owned railway,,,,,,,,,,
zlatý bažant,hurbanovo,1969,consumer goods,brewers,"brewery, part of heineken international (netherlands)",,,,,,,,,,
academa,ljubljana,1992,technology,software,"internet, software development",,,,,,,,,,
adria airways,zgornji brnik,1961,consumer services,airlines,"national airline, defunct 2019",,,,,,,,,,
adria mobil,novo mesto,1965,consumer goods,automobiles,motorhomes,,,,,,,,,,
akrapovič,ivančna gorica,1990,consumer goods,automobiles,automotive,,,,,,,,,,
alpina žiri,žiri,1948,consumer goods,footwear,sport and fashion footwear,,,,,,,,,,
amebis,kamnik,2012,technology,software,language technology,,,,,,,,,,
amis,maribor,1995,telecommunications,fixed line telecommunications,internet service provider,,,,,,,,,,
btc,ljubljana,1954,consumer services,broadline retailers,retail complex,,,,,,,,,,
elan,begunje na gorenjskem,1945,consumer goods,recreational products,sports equipment,,,,,,,,,,
goodyear dunlop sava tires,kranj,1998,consumer goods,automobiles,"tires, part of goodyear tire and rubber company (us)",,,,,,,,,,
gorenje,velenje,1950,consumer goods,durable household products,household appliances and personal electronics,,,,,,,,,,
iskra (company),kranj,1946,industrials,diversified industrials,defunct 1990,,,,,,,,,,
istrabenz,koper,1948,conglomerates,-,"food and beverage, financials, travel & leisure, energy",,,,,,,,,,
krka,novo mesto,1954,health care,pharmaceuticals,pharmaceuticals,,,,,,,,,,
litostroj,ljubljana,1946,industrials,industrial machinery,heavy machinery,,,,,,,,,,
ljubljana jože pučnik airport,ljubljana,1963,industrials,transportation services,airport,,,,,,,,,,
mercator,ljubljana,1949,consumer services,food retailers & wholesalers,supermarkets,,,,,,,,,,
mobitel,ljubljana,1991,telecommunications,mobile telecommunications,mobile provider,,,,,,,,,,
petrol group,ljubljana,1947,consumer services,specialty retailers,oil retailer,,,,,,,,,,
port of koper,koper,1957,industrials,transportation services,port,,,,,,,,,,
post of slovenia,maribor,1995,industrials,delivery services,postal service,,,,,,,,,,
slovenian railways,ljubljana,1991,industrials,railroads,state railway,,,,,,,,,,
slovenija ceste tehnika,ljubljana,1943,industrials,construction & materials,"construction, civil engineering, defunct 2015",,,,,,,,,,
solinair,ljubljana,1991,consumer services,airlines,"airline, part of mng airlines (turkey)",,,,,,,,,,
tomos,koper,1954,consumer goods,automobiles,"mopeds, motors, defunct 2019",,,,,,,,,,
xlab d.o.o,ljubljana,2001,technology,software,software development,,,,,,,,,,
zootfly,ljubljana,2002,technology,software,video games,,,,,,,,,,
3scale,barcelona[3],2007,technology,software,api management software,,,,,,,,,,
abengoa,seville,1941,conglomerates,-,"energy, telecommunications, transportation, environment",,,,,,,,,,
abertis,barcelona,2003,conglomerates,-,"transportation, telecommunications, logistics",,,,,,,,,,
acciona,alcobendas,1997,industrials,heavy construction,construction,,,,,,,,,,
acerinox,madrid,1970,basic materials,iron & steel,steel,,,,,,,,,,
acs group,madrid,1997,industrials,heavy construction,construction,,,,,,,,,,
afinsa,madrid,1980,consumer services,specialty retailers,"collectibles, defunct",,,,,,,,,,
akamon entertainment,barcelona,2011,technology,software,video game developer,,,,,,,,,,
almirall,barcelona,1943,health care,pharmaceuticals,pharmaceutical,,,,,,,,,,
amadeus it group,madrid,1987,technology,software,travel and tourism software,,,,,,,,,,
astilleros y talleres del noroeste,fene,1944,industrials,shipbuilding,"shipbuilding, defunct 2004",,,,,,,,,,
atresmedia,san sebastián de los reyes,1988,consumer services,broadcasting & entertainment,entertainment,,,,,,,,,,
balay,zaragoza,1947,consumer goods,durable household products,"appliances, part of bsh hausgeräte (germany)",,,,,,,,,,
banco bilbao vizcaya argentaria (bbva),bilbao,1857,financials,banks,banking group,,,,,,,,,,
