,market_value_jan_2020,market_value_jan_2021,annual_revenue_usd,annual_net_income_usd,revenue,market_capitalization_2022,total_assets_in_usd,total_equity_in_usd,total_liabilities_in_usd
22076,,,doll_114.94 b,doll_8.92 b,,doll_30.95 b,,,
22077,,,doll_15.62 b,doll_1.69 b,,doll_30.86 b,,,
22078,,,doll_9.94 b,doll_1.22 b,,doll_30.83 b,,,
22079,,,doll_4.24 b,doll_-50.0 m,,doll_30.81 b,,,
22080,,,doll_31.91 b,doll_3.76 b,,doll_30.7 b,,,
22081,,,doll_8.32 b,doll_1.3 b,,doll_30.66 b,,,
22082,,,doll_3.6 b,doll_272.0 m,,doll_30.62 b,,,
22083,,,doll_1.3 b,doll_-848.0 m,,doll_30.59 b,,,
22084,,,0.0,doll_2.67 b,,doll_30.55 b,,,
22085,,,doll_4.9 b,doll_1.33 b,,doll_30.35 b,,,
22086,,,doll_13.68 b,doll_1.35 b,,doll_30.31 b,,,
22087,,,doll_41.47 b,doll_3.98 b,,doll_30.29 b,,,
22088,,,doll_10.2 b,doll_2.61 b,,doll_30.22 b,,,
22089,,,doll_18.43 b,doll_1.54 b,,doll_30.14 b,,,
22090,,,doll_72.3 b,doll_1.74 b,,doll_30.11 b,,,
22091,,,doll_2.79 b,doll_35.0 m,,doll_30.11 b,,,
22092,,,doll_5.44 b,doll_1.7 b,,doll_29.96 b,,,
22093,,,doll_6.4 b,doll_1.76 b,,doll_29.96 b,,,
22094,,,doll_1.52 b,doll_466.0 m,,doll_29.93 b,,,
22095,,,doll_3.51 b,doll_230.0 m,,doll_29.86 b,,,
22096,,,doll_642.0 m,doll_47.0 m,,doll_29.83 b,,,
22097,,,doll_3.24 b,doll_349.0 m,,doll_29.79 b,,,
22098,,,doll_9.46 b,doll_905.0 m,,doll_29.74 b,,,
22099,,,doll_9.24 b,doll_1.19 b,,doll_29.7 b,,,
22100,,,doll_1.86 b,doll_903.0 m,,doll_29.7 b,,,
22101,,,doll_46.0 b,doll_1.44 b,,doll_29.68 b,,,
22102,,,doll_20.55 b,doll_4.61 b,,doll_29.56 b,,,
22103,,,doll_25.31 b,doll_2.0 b,,doll_29.52 b,,,
22104,,,doll_25.76 b,doll_1.87 b,,doll_29.42 b,,,
22105,,,doll_67.42 b,doll_5.47 b,,doll_29.4 b,,,
22106,,,doll_93.59 b,doll_3.37 b,,doll_29.37 b,,,
22107,,,doll_13.81 b,doll_878.0 m,,doll_29.32 b,,,
22108,,,doll_5.13 b,doll_648.0 m,,doll_29.18 b,,,
22109,,,doll_6.47 b,doll_919.0 m,,doll_29.17 b,,,
22110,,,doll_57.29 b,doll_3.9 b,,doll_29.02 b,,,
22111,,,doll_4.16 b,doll_741.0 m,,doll_29.02 b,,,
22112,,,doll_6.83 b,doll_654.0 m,,doll_28.99 b,,,
22113,,,doll_4.23 b,doll_-961.0 m,,doll_28.95 b,,,
22114,,,doll_2.36 b,doll_13.0 m,,doll_28.95 b,,,
22115,,,doll_2.83 b,doll_661.0 m,,doll_28.93 b,,,
22116,,,doll_11.89 b,doll_1.95 b,,doll_28.91 b,,,
22117,,,doll_9.0 b,doll_4.22 b,,doll_28.85 b,,,
22118,,,doll_3.68 b,doll_803.0 m,,doll_28.74 b,,,
22119,,,doll_81.0 m,doll_-21.0 m,,doll_28.72 b,,,
22120,,,doll_873.0 m,doll_-306.0 m,,doll_28.68 b,,,
22121,,,doll_4.46 b,doll_1.49 b,,doll_28.64 b,,,
22122,,,doll_5.26 b,doll_802.0 m,,doll_28.49 b,,,
22123,,,doll_28.01 b,doll_1.44 b,,doll_28.48 b,,,
22124,,,doll_11.84 b,doll_1.39 b,,doll_28.47 b,,,
22125,,,doll_1.94 b,doll_292.0 m,,doll_28.39 b,,,
22126,,,doll_5.63 b,doll_837.0 m,,doll_28.37 b,,,
22127,,,doll_51.39 b,doll_2.85 b,,doll_28.25 b,,,
22128,,,doll_46.86 b,doll_256.0 m,,doll_28.2 b,,,
22129,,,doll_12.68 b,doll_308.0 m,,doll_28.14 b,,,
22130,,,doll_6.34 b,doll_845.0 m,,doll_28.09 b,,,
22131,,,doll_17.18 b,doll_184.0 m,,doll_28.08 b,,,
22132,,,doll_11.94 b,doll_880.0 m,,doll_28.05 b,,,
22133,,,doll_1.18 b,doll_667.0 m,,doll_27.95 b,,,
22134,,,doll_11.02 b,doll_1.4 b,,doll_27.94 b,,,
22135,,,0.0,0.0,,0.0,,,
22136,,,doll_1.58 b,doll_826.0 m,,doll_27.91 b,,,
22137,,,doll_14.82 b,doll_2.83 b,,doll_27.89 b,,,
22138,,,doll_18.62 b,doll_1.04 b,,doll_27.86 b,,,
22139,,,doll_16.54 b,doll_1.5 b,,doll_27.85 b,,,
22140,,,doll_6.74 b,doll_1.01 b,,doll_27.82 b,,,
22141,,,doll_32.67 b,doll_1.49 b,,doll_27.73 b,,,
22142,,,doll_214.0 b,doll_1.54 b,,doll_27.71 b,,,
22143,,,doll_902.0 m,doll_-300.0 m,,doll_27.7 b,,,
22144,,,doll_37.03 b,doll_469.0 m,,doll_27.66 b,,,
22145,,,doll_11.38 b,doll_622.0 m,,doll_27.62 b,,,
22146,,,doll_3.33 b,doll_123.0 m,,doll_27.61 b,,,
22147,,,doll_5.55 b,doll_670.0 m,,doll_27.59 b,,,
22148,,,doll_15.86 b,doll_-2343.0 m,,doll_27.52 b,,,
22149,,,doll_24.4 b,doll_4.44 b,,doll_27.47 b,,,
22150,,,doll_20.64 b,doll_-88.0 m,,doll_27.47 b,,,
22151,,,doll_2.61 b,doll_520.0 m,,doll_27.41 b,,,
22152,,,doll_1.62 b,doll_761.0 m,,doll_27.34 b,,,
22153,,,doll_16.12 b,doll_2.38 b,,doll_27.3 b,,,
22154,,,doll_8.1 b,doll_841.0 m,,doll_27.28 b,,,
22155,,,doll_88.18 b,0.0,,0.0,,,
22156,,,doll_7.42 b,doll_1.94 b,,doll_27.28 b,,,
22157,,,doll_8.6 b,doll_12.0 m,,doll_27.26 b,,,
22158,,,doll_3.47 b,doll_491.0 m,,doll_27.21 b,,,
22159,,,doll_2.15 b,doll_652.0 m,,doll_27.2 b,,,
22160,,,doll_2.63 b,doll_616.0 m,,doll_27.2 b,,,
22161,,,doll_18.01 b,doll_1.44 b,,doll_27.15 b,,,
22162,,,doll_42.47 b,doll_1.5 b,,doll_27.07 b,,,
22163,,,doll_22.47 b,doll_6.38 b,,doll_27.05 b,,,
22164,,,doll_11.39 b,doll_908.0 m,,doll_27.05 b,,,
22165,,,0.0,0.0,,0.0,,,
22166,,,doll_41.35 b,doll_2.0 b,,doll_27.03 b,,,
22167,,,doll_5.5 b,doll_780.0 m,,doll_26.98 b,,,
22168,,,doll_7.9 b,doll_-543.0 m,,doll_26.93 b,,,
22169,,,doll_18.49 b,doll_3.88 b,,doll_26.93 b,,,
22170,,,doll_20.82 b,doll_988.0 m,,doll_26.93 b,,,
22171,,,doll_6.46 b,doll_1.54 b,,doll_26.93 b,,,
22172,,,doll_16.3 b,doll_7.96 b,,doll_26.91 b,,,
22173,,,doll_2.11 b,doll_-69.0 m,,doll_26.9 b,,,
22174,,,doll_24.18 b,doll_1.83 b,,doll_26.89 b,,,
22175,,,doll_5.41 b,doll_1.13 b,,doll_26.88 b,,,
22176,,,doll_15.79 b,doll_977.0 m,,doll_26.84 b,,,
22177,,,doll_7.47 b,doll_559.0 m,,doll_26.83 b,,,
22178,,,doll_988.0 m,doll_732.0 m,,doll_26.77 b,,,
22179,,,doll_7.84 b,doll_401.0 m,,doll_26.77 b,,,
22180,,,doll_5.41 b,doll_702.0 m,,doll_26.77 b,,,
22181,,,doll_29.96 b,doll_1.98 b,,doll_26.73 b,,,
22182,,,doll_3.89 b,doll_2.22 b,,doll_26.69 b,,,
22183,,,doll_6.85 b,doll_2.35 b,,doll_26.66 b,,,
22184,,,doll_4.81 b,doll_410.0 m,,doll_26.64 b,,,
22185,,,doll_10.96 b,doll_934.0 m,,doll_26.61 b,,,
22186,,,0.0,0.0,,0.0,,,
22187,,,doll_53.16 b,doll_3.44 b,,doll_26.59 b,,,
22188,,,doll_28.81 b,doll_2.26 b,,doll_26.58 b,,,
22189,,,doll_53.92 b,doll_1.86 b,,doll_26.57 b,,,
22190,,,doll_29.9 b,doll_280.0 m,,doll_26.57 b,,,
22191,,,doll_24.52 b,doll_721.0 m,,doll_26.49 b,,,
22192,,,doll_61.47 b,doll_5.7 b,,doll_26.46 b,,,
22193,,,doll_1.04 b,doll_191.0 m,,0.0,,,
22194,,,doll_15.17 b,doll_1.08 b,,doll_26.44 b,,,
22195,,,doll_1.33 b,doll_784.0 m,,doll_26.4 b,,,
22196,,,doll_14.72 b,doll_4.18 b,,doll_26.38 b,,,
22197,,,doll_7.91 b,doll_1.12 b,,doll_26.34 b,,,
22198,,,doll_139.88 b,doll_-523.0 m,,0.0,,,
22199,,,doll_376.0 m,doll_64.0 m,,doll_26.34 b,,,
22200,,,doll_4.8 b,doll_-240.0 m,,doll_26.29 b,,,
22201,,,doll_7.14 b,doll_1.39 b,,doll_26.29 b,,,
22202,,,doll_1.57 b,doll_-674.0 m,,doll_26.28 b,,,
22203,,,doll_123.86 b,doll_813.0 m,,doll_26.2 b,,,
22204,,,doll_19.74 b,doll_1.32 b,,doll_26.09 b,,,
22205,,,doll_2.0 b,doll_770.0 m,,doll_26.09 b,,,
22206,,,doll_1.37 b,doll_122.0 m,,doll_26.06 b,,,
22207,,,doll_13.02 b,doll_1.04 b,,doll_26.05 b,,,
22208,,,doll_7.84 b,doll_614.0 m,,doll_26.04 b,,,
22209,,,doll_35.79 b,doll_4.27 b,,doll_26.03 b,,,
22210,,,doll_6.27 b,doll_-650.0 m,,doll_26.03 b,,,
22211,,,doll_904.0 m,doll_-2083.0 m,,doll_25.99 b,,,
22212,,,doll_12.73 b,doll_997.0 m,,doll_25.99 b,,,
22213,,,doll_2.34 b,doll_571.0 m,,doll_25.92 b,,,
22214,,,doll_1.87 b,doll_159.0 m,,doll_25.9 b,,,
22215,,,doll_5.19 b,doll_827.0 m,,doll_25.9 b,,,
22216,,,doll_28.5 b,doll_404.0 m,,doll_25.9 b,,,
22217,,,doll_5.25 b,doll_608.0 m,,doll_25.8 b,,,
22218,,,doll_3.7 b,doll_1.01 b,,doll_25.8 b,,,
22219,,,doll_1.83 b,doll_268.0 m,,doll_25.74 b,,,
22220,,,doll_1.08 b,doll_45.0 m,,doll_25.73 b,,,
22221,,,doll_35.46 b,doll_1.62 b,,doll_25.71 b,,,
22222,,,doll_6.32 b,doll_755.0 m,,doll_25.68 b,,,
22223,,,doll_24.81 b,doll_5.05 b,,doll_25.65 b,,,
22224,,,doll_2.0 b,doll_261.0 m,,doll_25.61 b,,,
22225,,,doll_1.91 b,doll_-9501.0 m,,doll_25.53 b,,,
22226,,,doll_5.11 b,doll_1.5 b,,doll_25.5 b,,,
22227,,,doll_9.09 b,doll_606.0 m,,doll_25.48 b,,,
22228,,,doll_185.0 m,doll_33.0 m,,doll_25.46 b,,,
22229,,,doll_25.64 b,doll_1.57 b,,doll_25.38 b,,,
22230,,,doll_11.49 b,doll_2.28 b,,doll_25.38 b,,,
22231,,,doll_43.28 b,doll_8.97 b,,doll_25.32 b,,,
22232,,,doll_10.7 b,doll_1.08 b,,doll_25.31 b,,,
22233,,,doll_4.98 b,doll_1.08 b,,doll_25.18 b,,,
22234,,,doll_6.82 b,doll_-379.0 m,,doll_25.18 b,,,
22235,,,doll_6.42 b,doll_597.0 m,,doll_25.16 b,,,
22236,,,doll_513.0 m,doll_140.0 m,,doll_25.15 b,,,
22237,,,doll_7.16 b,doll_611.0 m,,doll_25.07 b,,,
22238,,,doll_8.68 b,doll_97.0 m,,doll_25.06 b,,,
22239,,,doll_15.96 b,doll_761.0 m,,doll_24.97 b,,,
22240,,,doll_58.24 b,doll_2.68 b,,doll_24.97 b,,,
22241,,,doll_1.78 b,doll_533.0 m,,doll_24.92 b,,,
22242,,,doll_5.99 b,doll_1.15 b,,doll_24.91 b,,,
22243,,,doll_5.25 b,doll_721.0 m,,doll_24.87 b,,,
22244,,,doll_14.34 b,doll_2.83 b,,doll_24.83 b,,,
22245,,,doll_8.7 b,doll_1.31 b,,doll_24.8 b,,,
22246,,,doll_3.54 b,doll_648.0 m,,doll_24.77 b,,,
22247,,,doll_11.66 b,doll_1.65 b,,doll_24.7 b,,,
22248,,,doll_14.9 b,doll_925.0 m,,doll_24.69 b,,,
22249,,,doll_11.71 b,doll_1.25 b,,doll_24.66 b,,,
22250,,,doll_51.76 b,doll_2.45 b,,doll_24.66 b,,,
22251,,,doll_4.73 b,doll_793.0 m,,doll_24.62 b,,,
22252,,,doll_2.55 b,doll_-66.0 m,,doll_24.61 b,,,
22253,,,doll_1.83 b,doll_191.0 m,,doll_24.57 b,,,
22254,,,doll_22.39 b,doll_2.37 b,,doll_24.53 b,,,
22255,,,doll_7.04 b,doll_2.52 b,,doll_24.53 b,,,
22256,,,doll_11.63 b,doll_899.0 m,,doll_24.51 b,,,
22257,,,doll_9.86 b,doll_1.01 b,,doll_24.43 b,,,
22258,,,doll_12.69 b,doll_-82.0 m,,doll_24.42 b,,,
22259,,,doll_3.99 b,doll_846.0 m,,doll_24.4 b,,,
22260,,,0.0,doll_-1754.0 m,,doll_24.38 b,,,
22261,,,doll_1.56 b,doll_627.0 m,,doll_24.37 b,,,
22262,,,doll_1.3 b,doll_733.0 m,,doll_24.34 b,,,
22263,,,doll_4.77 b,doll_1.58 b,,doll_24.32 b,,,
22264,,,doll_9.53 b,doll_2.49 b,,doll_24.31 b,,,
22265,,,doll_5.85 b,doll_-1100.0 m,,doll_24.27 b,,,
22266,,,doll_2.76 b,doll_242.0 m,,doll_24.24 b,,,
22267,,,doll_6.81 b,doll_652.0 m,,doll_24.21 b,,,
22268,,,doll_1.95 b,doll_460.0 m,,doll_24.17 b,,,
22269,,,doll_5.15 b,doll_562.0 m,,doll_24.17 b,,,
22270,,,0.0,0.0,,0.0,,,
22271,,,doll_1.41 b,doll_157.0 m,,doll_24.16 b,,,
22272,,,doll_7.67 b,doll_380.0 m,,doll_24.16 b,,,
22273,,,doll_5.33 b,doll_1.81 b,,doll_24.11 b,,,
22274,,,doll_1.3 b,doll_-77.0 m,,doll_24.08 b,,,
22275,,,0.0,doll_5.76 b,,doll_24.07 b,,,
22276,,,doll_25.55 b,doll_2.3 b,,doll_24.02 b,,,
22277,,,doll_6.36 b,doll_2.4 b,,doll_23.95 b,,,
22278,,,doll_4.42 b,doll_747.0 m,,doll_23.91 b,,,
22279,,,doll_8.15 b,doll_1.04 b,,doll_23.78 b,,,
22280,,,doll_57.34 b,doll_2.99 b,,doll_23.77 b,,,
22281,,,doll_24.56 b,doll_1.5 b,,doll_23.73 b,,,
22282,,,doll_1.25 b,doll_445.0 m,,doll_23.7 b,,,
22283,,,doll_28.84 b,doll_1.36 b,,doll_23.68 b,,,
22284,,,doll_10.14 b,doll_3.57 b,,doll_23.67 b,,,
22285,,,doll_20.45 b,doll_1.64 b,,doll_23.64 b,,,
22286,,,doll_10.62 b,doll_1.28 b,,doll_23.61 b,,,
22287,,,doll_9.72 b,doll_1.39 b,,doll_23.6 b,,,
22288,,,doll_2.95 b,doll_1.1 b,,doll_23.56 b,,,
22289,,,doll_-2986.0 m,doll_-2996.0 m,,doll_23.53 b,,,
22290,,,doll_4.58 b,doll_243.0 m,,doll_23.49 b,,,
22291,,,doll_2.33 b,doll_493.0 m,,doll_23.47 b,,,
22292,,,doll_4.96 b,doll_173.0 m,,doll_23.47 b,,,
22293,,,doll_23.03 b,doll_1.58 b,,doll_23.4 b,,,
22294,,,doll_32.14 b,doll_363.0 m,,doll_23.39 b,,,
22295,,,doll_12.83 b,doll_731.0 m,,doll_23.39 b,,,
22296,,,doll_15.29 b,doll_1.46 b,,doll_23.29 b,,,
22297,,,doll_1.18 b,doll_-1413.0 m,,doll_23.27 b,,,
22298,,,doll_4.82 b,doll_-169.0 m,,doll_23.23 b,,,
22299,,,doll_14.96 b,doll_907.0 m,,doll_23.19 b,,,
22300,,,doll_2.65 b,doll_778.0 m,,doll_23.13 b,,,
22301,,,doll_6.65 b,doll_2.21 b,,doll_23.11 b,,,
22302,,,doll_8.4 b,doll_703.0 m,,doll_23.05 b,,,
22303,,,doll_27.81 b,doll_3.31 b,,doll_23.06 b,,,
22304,,,doll_6.48 b,doll_2.37 b,,doll_23.04 b,,,
22305,,,doll_3.49 b,doll_674.0 m,,doll_23.02 b,,,
22306,,,doll_29.62 b,doll_1.35 b,,doll_23.01 b,,,
22307,,,doll_7.92 b,doll_2.74 b,,doll_23.0 b,,,
22308,,,doll_2.65 b,doll_322.0 m,,doll_23.01 b,,,
22309,,,doll_6.74 b,doll_1.9 b,,doll_23.01 b,,,
22310,,,doll_17.99 b,doll_1.07 b,,doll_22.98 b,,,
22311,,,doll_13.55 b,doll_1.56 b,,doll_22.97 b,,,
22312,,,doll_4.78 b,doll_747.0 m,,doll_22.97 b,,,
22313,,,doll_1.1 b,doll_852.0 m,,doll_22.93 b,,,
22314,,,doll_5.07 b,doll_932.0 m,,doll_22.92 b,,,
22315,,,doll_6.15 b,doll_2.19 b,,doll_22.91 b,,,
22316,,,doll_7.15 b,doll_686.0 m,,doll_22.82 b,,,
22317,,,0.0,doll_2.19 b,,doll_22.82 b,,,
22318,,,doll_5.13 b,doll_1.94 b,,doll_22.81 b,,,
22319,,,doll_5.99 b,doll_1.78 b,,doll_22.77 b,,,
22320,,,doll_2.27 b,doll_392.0 m,,doll_22.75 b,,,
22321,,,doll_6.39 b,doll_990.0 m,,doll_22.73 b,,,
22322,,,doll_14.18 b,doll_1.49 b,,doll_22.72 b,,,
22323,,,doll_20.5 b,doll_-219.0 m,,doll_22.72 b,,,
22324,,,doll_5.78 b,doll_-1480.0 m,,doll_22.71 b,,,
22325,,,doll_55.56 b,doll_2.37 b,,doll_22.68 b,,,
22326,,,doll_6.46 b,doll_1.59 b,,doll_22.66 b,,,
22327,,,doll_2.51 b,doll_169.0 m,,doll_22.55 b,,,
22328,,,doll_12.8 b,doll_905.0 m,,doll_22.55 b,,,
22329,,,doll_11.74 b,doll_1.12 b,,doll_22.54 b,,,
22330,,,doll_9.91 b,doll_1.4 b,,doll_22.49 b,,,
22331,,,doll_1.44 b,doll_488.0 m,,doll_22.41 b,,,
22332,,,doll_4.99 b,doll_2.14 b,,doll_22.4 b,,,
22333,,,doll_4.2 b,0.0,,0.0,,,
22334,,,doll_870.0 m,doll_-430.0 m,,doll_22.37 b,,,
22335,,,doll_5.48 b,doll_153.0 m,,doll_22.37 b,,,
22336,,,doll_7.39 b,doll_572.0 m,,doll_22.31 b,,,
22337,,,doll_168.6 b,doll_4.34 b,,doll_22.3 b,,,
22338,,,doll_13.42 b,doll_1.08 b,,doll_22.29 b,,,
22339,,,0.0,0.0,,0.0,,,
22340,,,doll_14.44 b,doll_-693.0 m,,doll_22.27 b,,,
22341,,,doll_3.23 b,doll_534.0 m,,doll_22.27 b,,,
22342,,,doll_3.09 b,doll_1.61 b,,doll_22.2 b,,,
22343,,,doll_2.0 b,doll_880.0 m,,doll_22.17 b,,,
22344,,,doll_27.78 b,doll_3.43 b,,doll_22.16 b,,,
22345,,,doll_4.46 b,doll_521.0 m,,doll_22.12 b,,,
22346,,,doll_43.12 b,doll_2.57 b,,doll_22.11 b,,,
22347,,,doll_7.11 b,doll_462.0 m,,doll_22.1 b,,,
22348,,,0.0,doll_2.05 b,,doll_22.07 b,,,
22349,,,doll_18.17 b,doll_626.0 m,,doll_22.07 b,,,
22350,,,doll_5.59 b,doll_697.0 m,,doll_22.06 b,,,
22351,,,doll_6.8 b,doll_2.18 b,,doll_22.02 b,,,
22352,,,doll_7.55 b,doll_1.03 b,,doll_22.01 b,,,
22353,,,doll_4.05 b,doll_1.7 b,,doll_22.0 b,,,
22354,,,doll_33.76 b,doll_1.46 b,,doll_21.98 b,,,
22355,,,doll_3.29 b,doll_1.5 b,,doll_21.98 b,,,
22356,,,doll_8.49 b,doll_348.0 m,,doll_21.97 b,,,
22357,,,doll_12.35 b,doll_171.0 m,,doll_21.97 b,,,
22358,,,doll_715.0 m,doll_5.32 b,,doll_21.95 b,,,
22359,,,doll_7.47 b,doll_1.32 b,,doll_21.93 b,,,
22360,,,doll_2.21 b,doll_466.0 m,,doll_21.91 b,,,
22361,,,doll_5.06 b,doll_769.0 m,,doll_21.89 b,,,
22362,,,doll_19.47 b,doll_1.74 b,,doll_21.87 b,,,
22363,,,doll_530.0 m,doll_155.0 m,,doll_21.79 b,,,
22364,,,doll_6.47 b,doll_263.0 m,,doll_21.78 b,,,
22365,,,doll_12.68 b,doll_1.53 b,,doll_21.73 b,,,
22366,,,doll_34.62 b,doll_-1423.0 m,,doll_21.72 b,,,
22367,,,doll_25.3 b,doll_-7281.0 m,,doll_21.7 b,,,
22368,,,doll_16.52 b,doll_1.42 b,,doll_21.7 b,,,
22369,,,doll_18.0 b,doll_2.59 b,,doll_21.64 b,,,
22370,,,doll_6.04 b,doll_1.87 b,,doll_21.56 b,,,
22371,,,doll_15.86 b,doll_-2343.0 m,,doll_21.56 b,,,
22372,,,doll_7.4 b,doll_863.0 m,,doll_21.55 b,,,
22373,,,doll_8.63 b,doll_985.0 m,,doll_21.49 b,,,
22374,,,doll_13.97 b,doll_1.21 b,,doll_21.46 b,,,
22375,,,doll_3.83 b,doll_49.0 m,,doll_21.4 b,,,
22376,,,doll_1.05 b,doll_195.0 m,,doll_21.36 b,,,
22377,,,doll_2.96 b,doll_1.39 b,,doll_21.34 b,,,
22378,,,doll_1.11 b,doll_302.0 m,,doll_21.33 b,,,
22379,,,doll_61.47 b,doll_1.57 b,,doll_21.31 b,,,
22380,,,doll_16.3 b,0.0,,0.0,,,
22381,,,doll_1.94 b,doll_722.0 m,,doll_21.29 b,,,
22382,,,doll_1.08 b,doll_226.0 m,,doll_21.28 b,,,
22383,,,doll_7.14 b,doll_1.39 b,,doll_21.27 b,,,
22384,,,doll_9.85 b,doll_990.0 m,,doll_21.27 b,,,
22385,,,doll_3.5 b,doll_606.0 m,,doll_21.24 b,,,
22386,,,doll_6.01 b,doll_297.0 m,,doll_21.22 b,,,
22387,,,doll_1.57 b,doll_472.0 m,,doll_21.21 b,,,
22388,,,doll_2.79 b,doll_692.0 m,,doll_21.18 b,,,
22389,,,doll_747.0 m,doll_116.0 m,,doll_21.17 b,,,
22390,,,doll_42.92 b,doll_3.71 b,,doll_21.14 b,,,
22391,,,doll_2.58 b,doll_316.0 m,,doll_21.14 b,,,
22392,,,doll_5.05 b,doll_800.0 m,,doll_21.09 b,,,
22393,,,doll_76.12 b,doll_3.9 b,,doll_21.01 b,,,
22394,,,doll_12.17 b,doll_760.0 m,,doll_21.01 b,,,
22395,,,0.0,doll_-89.0 m,,doll_21.0 b,,,
22396,,,doll_10.81 b,doll_1.42 b,,doll_20.97 b,,,
22397,,,doll_26.7 b,doll_1.97 b,,doll_20.96 b,,,
22398,,,doll_8.11 b,doll_1.77 b,,doll_20.91 b,,,
22399,,,doll_3.08 b,doll_55.0 m,,doll_20.9 b,,,
22400,,,doll_9.68 b,doll_1.25 b,,doll_20.88 b,,,
22401,,,doll_65.33 b,doll_1.26 b,,doll_20.88 b,,,
22402,,,doll_5.2 b,doll_427.0 m,,doll_20.82 b,,,
22403,,,doll_2.63 b,doll_827.0 m,,doll_20.8 b,,,
22404,,,doll_13.6 b,doll_1.15 b,,doll_20.76 b,,,
22405,,,doll_10.56 b,doll_914.0 m,,doll_20.74 b,,,
22406,,,doll_641.0 m,doll_-326.0 m,,doll_20.71 b,,,
22407,,,doll_1.53 b,doll_-5260.0 m,,doll_20.64 b,,,
22408,,,doll_6.37 b,doll_1.17 b,,doll_20.61 b,,,
22409,,,0.0,doll_571.0 m,,doll_20.61 b,,,
22410,,,doll_892.0 m,doll_-525.0 m,,doll_20.59 b,,,
22411,,,doll_5.71 b,doll_440.0 m,,doll_20.58 b,,,
22412,,,doll_5.3 b,doll_304.0 m,,doll_20.54 b,,,
22413,,,doll_2.51 b,doll_1.12 b,,doll_20.51 b,,,
22414,,,doll_18.79 b,doll_1.5 b,,doll_20.51 b,,,
22415,,,doll_1.21 b,doll_242.0 m,,doll_20.5 b,,,
22416,,,doll_6.32 b,doll_937.0 m,,doll_20.5 b,,,
22417,,,doll_4.65 b,doll_612.0 m,,doll_20.5 b,,,
22418,,,doll_34.2 b,doll_1.93 b,,doll_20.46 b,,,
22419,,,doll_16.51 b,doll_724.0 m,,doll_20.44 b,,,
22420,,,doll_9.69 b,doll_1.09 b,,doll_20.43 b,,,
22421,,,doll_3.0 b,doll_1.68 b,,doll_20.42 b,,,
22422,,,doll_11.01 b,doll_1.07 b,,doll_20.41 b,,,
22423,,,doll_9.08 b,doll_1.17 b,,doll_20.4 b,,,
22424,,,0.0,doll_2.31 b,,doll_20.38 b,,,
22425,,,doll_33.61 b,doll_1.72 b,,doll_20.37 b,,,
22426,,,doll_8.89 b,doll_-73.0 m,,doll_20.28 b,,,
22427,,,doll_9.55 b,doll_1.48 b,,doll_20.22 b,,,
22428,,,doll_39.18 b,doll_2.41 b,,doll_20.21 b,,,
22429,,,doll_14.26 b,doll_1.71 b,,doll_20.21 b,,,
22430,,,doll_2.92 b,doll_2.94 b,,doll_20.19 b,,,
22431,,,doll_5.29 b,doll_650.0 m,,doll_20.17 b,,,
22432,,,doll_65.79 b,doll_1.89 b,,doll_20.16 b,,,
22433,,,doll_9.6 b,doll_398.0 m,,doll_20.16 b,,,
22434,,,doll_18.34 b,doll_1.26 b,,doll_20.12 b,,,
22435,,,doll_777.0 m,doll_284.0 m,,doll_20.06 b,,,
22436,,,doll_9.45 b,doll_-1951.0 m,,doll_20.04 b,,,
22437,,,doll_1.98 b,doll_592.0 m,,doll_20.03 b,,,
22438,,,doll_5.71 b,doll_539.0 m,,doll_19.99 b,,,
22439,,,doll_2.45 b,doll_833.0 m,,doll_19.98 b,,,
22440,,,doll_3.74 b,doll_550.0 m,,doll_19.97 b,,,
22441,,,doll_12.29 b,doll_1.03 b,,doll_19.94 b,,,
22442,,,doll_11.87 b,doll_-77.0 m,,0.0,,,
22443,,,0.0,0.0,,0.0,,,
22444,,,doll_12.54 b,doll_417.0 m,,doll_19.93 b,,,
22445,,,doll_60.81 b,doll_3.25 b,,doll_19.93 b,,,
22446,,,doll_7.6 b,doll_1.77 b,,doll_19.93 b,,,
22447,,,doll_2.92 b,doll_4.25 b,,doll_19.92 b,,,
22448,,,doll_22.87 b,doll_1.33 b,,doll_19.92 b,,,
22449,,,doll_3.66 b,doll_492.0 m,,doll_19.86 b,,,
22450,,,doll_1.59 b,doll_161.0 m,,doll_19.82 b,,,
22451,,,doll_4.21 b,doll_412.0 m,,doll_19.8 b,,,
22452,,,doll_1.91 b,doll_544.0 m,,doll_19.79 b,,,
22453,,,doll_18.87 b,doll_898.0 m,,doll_19.79 b,,,
22454,,,doll_4.0 b,doll_529.0 m,,doll_19.77 b,,,
22455,,,doll_2.83 b,doll_839.0 m,,doll_19.73 b,,,
22456,,,doll_4.61 b,doll_445.0 m,,doll_19.69 b,,,
22457,,,doll_710.0 m,doll_642.0 m,,doll_19.68 b,,,
22458,,,doll_13.55 b,doll_1.13 b,,doll_19.68 b,,,
22459,,,doll_63.6 b,doll_47.0 m,,doll_19.63 b,,,
22460,,,doll_2.89 b,doll_496.0 m,,doll_19.62 b,,,
22461,,,doll_61.27 b,doll_846.0 m,,doll_19.6 b,,,
22462,,,doll_31.9 b,doll_1.15 b,,doll_19.6 b,,,
22463,,,doll_3.21 b,doll_-132.0 m,,doll_19.59 b,,,
22464,,,doll_1.38 b,doll_145.0 m,,doll_19.58 b,,,
