,index,foundation_year,headquarter,industry,name,ownership
4013,4013,2013,"bangalore,karnataka, india",fmcg,global consumer products,private
4014,4014,1988,"dallas, united states",it services & consulting,affiliated computer services,private
4015,4015,1976,"bhubaneswar, odisha, india",industrial machinery,central tool room & training centre,public
4016,4016,2004,"kolkata, india",bpo,xplore-tech services,private
4017,4017,0,"paris, france",broadcasting,fashion tv,
4018,4018,2005,"bangalore, india",recruitment,zyoin,private
4019,4019,1976,"bhubaneswar, odisha, india",industrial machinery,central tool room & training centre,public
4020,4020,2003,"pune, india",healthcare,aditya birla memorial hospital,private
4021,4021,1999,"chennai, tamil nadu, india",bpo,lapiz digital services,private
4022,4022,1956,"mumbai, maharashtra, india",oil & gas,aegis logistics,public
4023,4023,0,"paris, france",broadcasting,fashion tv,
4024,4024,1990,"noida, india",law enforcement & security,jaguar security services,
4025,4025,1997,"noida, india",engineering & construction,kanwar enterprises,
4026,4026,2005,"gurgaon/gurugram, haryana, india",bpo,cns comnet,private
4027,4027,2013,"bangalore,karnataka, india",fmcg,global consumer products,private
4028,4028,2008,"pune, maharashtra, india",engineering & construction,zamil steel buildings india,private
4029,4029,1996,"bangalore/bengaluru, karnataka, india",it services & consulting,r-logic technology services,private
4030,4030,2002,"gurgaon/gurugram, haryana, india",facility management services,a2z infraservices,public
4031,4031,1999,"hyderabad, india",building material,bharathi cement,private
4032,4032,2014,"new delhi, india",government,deen dayal upadhyaya grameen kaushalya yojana,public
4033,4033,2005,"bangalore, india",recruitment,zyoin,private
4034,4034,1984,"doha, qatar",oil & gas,qatargas,
4035,4035,2008,"new jersey, united states",real estate,signature global,private
4036,4036,2010,"mumbai, maharashtra, india",chemicals,epsilon carbon,private
4037,4037,1991,"hyderabad/secunderabad, telangana, india",hospitality,green park hotels,private
4038,4038,2018,"bangalore,karnataka, india",edtech,verzeo,
4039,4039,1969,"kolkata, india",healthcare,ck birla hospitals,private
4040,4040,1906,"kowloon, hong kong",electrical equipment,li & fung,private
4041,4041,1959,"massy, france",retail,carrefour,private
4042,4042,1991,"chandigarh, chandigarh, india",engineering & construction,stylam industries,public
4043,4043,1980,"delhi/ncr, delhi, india",hospitality,jaypee hotels,public
4044,4044,1989,"delhi/ncr, delhi, india",industrial machinery,lloyd electric & engineering,public
4045,4045,2012,"mumbai,maharashtra, india",edtech,talentedge,private
4046,4046,2000,"gurugram, india",education & training,bharti foundation,partnership
4047,4047,2005,"delhi/ncr, delhi, india",bpo,om innovation call services,private
4048,4048,1960,"delhi/ncr, delhi, india",real estate,nbcc,private
4049,4049,1975,"mumbai, maharashtra, india",other,sterlite industries,public
4050,4050,1991,"ahmednagar, india",industrial machinery,cummins generator technologies,private
4051,4051,1961,"pune, india",industrial machinery,pmt machines,private
4052,4052,1989,"fort lauderdale, florida, united states (usa)",it services & consulting,citrix,private
4053,4053,2012,"gurgaon,haryana, india",hospitality,massive restaurants,private
4054,4054,1964,"mumbai, maharashtra, india",industrial machinery,geo chem laboratories,private
4055,4055,1981,"mumbai, maharashtra, india",fmcg,everest spices,private
4056,4056,1972,"ernakulam, kerala, india",food processing,synthite industries,private
4057,4057,1996,"chennai, tamil nadu, india",industrial machinery,polyhose,private
4058,4058,1992,"london, united kingdom",travel & tourism,teletext holidays,private
4059,4059,1993,"mumbai, maharashtra, india",building material,varmora granito,private
4060,4060,1979,"thane, maharashtra, india",chemicals,indo amines,public
4061,4061,2009,"indore, madhya pradesh, india",fmcg,yellow diamond,public
4062,4062,2019,"yongin-si, gyeonggi-do, south korea",consumer electronics & appliances,samsung display,private
4063,4063,0,,industrial machinery,honda india power products,
4064,4064,1962,"mumbai, maharashtra, india",building material,borosil glass works,public
4065,4065,1982,"delhi/ncr, delhi, india",pharma,systopic laboratories,private
4066,4066,2005,"kolkata, west bengal, india",financial services,bma wealth creators,private
4067,4067,1979,"mumbai, india",logistics / shipping,hyva,
4068,4068,1987,"bangalore, india",nbfc,can fin homes,public
4069,4069,2003,"san jose, united states",it services & consulting,jade global,private
4070,4070,2008,"mumbai, india",it services & consulting,mindgate solutions,private
4071,4071,1981,"chennai, tamil nadu, india",auto components,axles india,private
4072,4072,2010,"tokyo,tokyo-to, japan",healthcare,olympus,private
4073,4073,1863,"zurich, switzerland",insurance,swiss re,public
4074,4074,2012,"bellevue, washington, united states (usa)",it services & consulting,sirionlabs,private
4075,4075,2000,"new delhi, delhi, india",logistics,bhadra international,private
4076,4076,1998,"delhi/ncr, delhi, india",internet,teleone,private
4077,4077,1971,"lagos, nigeria",metals & mining,african industries,private
4078,4078,2009,"bhubaneswar,odisha, india",food processing,milk mantra dairy,private
4079,4079,2000,"new delhi, delhi, india",logistics,bhadra international,private
4080,4080,1962,"mumbai, maharashtra, india",building material,borosil glass works,public
4081,4081,1971,"lagos, nigeria",metals & mining,african industries,private
4082,4082,1998,"delhi/ncr, delhi, india",internet,teleone,private
4083,4083,1987,"bangalore, india",nbfc,can fin homes,public
4084,4084,2012,"bellevue, washington, united states (usa)",it services & consulting,sirionlabs,private
4085,4085,1982,"delhi/ncr, delhi, india",pharma,systopic laboratories,private
4086,4086,2001,"muscat, oman",engineering & construction,towell engineering group,
4087,4087,2009,"bhubaneswar,odisha, india",food processing,milk mantra dairy,private
4088,4088,2010,"tokyo,tokyo-to, japan",healthcare,olympus,private
4089,4089,1997,"trivandrum/thiruvananthapuram, kerala, india",software product,innoval digital solutions,private
4090,4090,2009,"ahmedabad,gujarat, india",beauty & personal care,vini cosmetics,private
4091,4091,1981,"delhi/ncr, delhi, india",fashion & textile,radnik exports,private
4092,4092,2008,"san jose,california, united states",software product,zscaler softech,private
4093,4093,1975,"paris,?éle-de-france, france",analytics & kpo,ipsos,private
4094,4094,2007,"leiden, netherlands",aviation,airbus,public
4095,4095,1996,"bangalore/bengaluru, karnataka, india",logistics,snowman logistics,public
4096,4096,1953,"velagapudi, india",government,government of andhra pradesh,public
4097,4097,1997,finland,medical equipment,trivitron healthcare,private
4098,4098,1995,"noida, india",bpo,intarvo technologies,private
4099,4099,1891,"mclean, united states",fmcg,wrigley,private
4100,4100,1999,"bangalore,karnataka, india",it services & consulting,ninestars information technologies,private
4101,4101,1998,"wayne,pennsylvania, united states",it services & consulting,unilog content solutions ( p),private
4102,4102,1999,"new york, us",recruitment,monster com india,private
4103,4103,2010,"noida, india",education & training,techavera solutions,
4104,4104,1991,"mumbai, india",nbfc,m & m financial services,public
4105,4105,2014,"gurgaon/gurugram, haryana, india",power,livguard energy technologies,private
4106,4106,1999,"hyderabad, india",healthcare,rainbow hospital,private
4107,4107,1953,"mumbai, india",facility management services,writer business services,private
4108,4108,1976,"ahmedabad, gujarat, india",food processing,rasna,private
4109,4109,1988,"faridabad, haryana, india",industrial machinery,shivani locks,private
4110,4110,1996,"new delhi, india",non-profit,childline india foundation,private
4111,4111,2013,"mumbai,maharashtra, india",pharma,koye pharmaceuticals,private
4112,4112,1965,"faridabad, haryana, india",industrial machinery,plasser india,private
4113,4113,1925,"mumbai, maharashtra, india",healthcare,sir hn reliance foundation hospital,private
4114,4114,2000,"ruwi, oman",engineering & construction,al hassan engineering company saog,private
4115,4115,2015,"panchkula, haryana, india",it services & consulting,75way technologies,private
4116,4116,2004,"chennai, tamil nadu, india",power,r.k.m powergen,private
4117,4117,2012,"mumbai, maharashtra, india",real estate,propertypistol realty,private
4118,4118,1946,"mumbai, india",pharma,novo medisciences,
4119,4119,1903,"milwaukee, wisconsin, united states (usa)",automobile,harley-davidson,private
4120,4120,1999,"faridabad, haryana, india",management consulting,franchise india holdings,public
4121,4121,1988,"bangalore/bengaluru, karnataka, india",engineering & construction,adarsh developers,private
4122,4122,1930,"lyngby, denmark",engineering & construction,cowi,private
4123,4123,2005,"pune, maharashtra, india",it services & consulting,automatic infotech,private
4124,4124,1986,"mumbai, maharashtra, india",financial services,sbi capital markets,public
4125,4125,1984,"balasore, odisha, india",metals & mining,balasore alloys,public
4126,4126,0,"patiala,",education & training,govt. medical college,private
4127,4127,1998,"kolkata, west bengal, india",railways,titagarh wagons,public
4128,4128,1990,"delhi/ncr, new delhi, india",building material,balaji action buildwell,private
4129,4129,2004,"cergy,val doise, france",oil & gas,spie oil & gas services,private
4130,4130,2006,"bangalore, india",power,enzen global solutions,private
4131,4131,2008,"ahmedabad, gujrat, india",other,abellon clean energy,public
4132,4132,2012,"pune, maharashtra, india",real estate,xrbia developers,private
4133,4133,1958,"bangalore/bengaluru, karnataka, india",food processing,indo nissin foods,private
4134,4134,2005,"mumbai,maharashtra, india",logistics,kd logistics,
4135,4135,1944,"kapurthala , punjab, india",beverage,jagatjit industries,public
4136,4136,2011,"aurangabad, india",auto components,som autotech,private
4137,4137,1978,"noida, india",chemicals / agri inputs,oriental carbon & chemicals,public
4138,4138,1985,"bilaspur, india",metals & mining,south eastern coalfields,government
4139,4139,1939,"new delhi, india",law enforcement & security,crpf,
4140,4140,1991,"radnor township, pennsylvania, united states",biotechnology,avantor,private
4141,4141,1978,"noida, india",chemicals / agri inputs,oriental carbon & chemicals,public
4142,4142,2005,"mumbai,maharashtra, india",logistics,kd logistics,
4143,4143,1944,"kapurthala , punjab, india",beverage,jagatjit industries,public
4144,4144,2015,"ahmedabad, india",industrial machinery,mundra solar technopark,
4145,4145,1987,"chennai, tamil nadu, india",real estate,arun excello,private
4146,4146,2019,"mumbai,maharashtra, india",education & training,expertrons,
4147,4147,2010,"augsburg, germany",industrial machinery,man energy solutions,
4148,4148,1928,"kanagawa, japan",engineering & construction,jgc corporation,private
4149,4149,1901,"kolkata, west bengal, india",media & entertainment,saregama india,public
4150,4150,1981,"west kingston, ri, united states (usa)",electrical equipment,apc by schneider electric,private
4151,4151,2003,"kochi/cochin, kerala, india",it services & consulting,beo software,
4152,4152,2014,"bangalore,karnataka, india",financial services,razorpay,private
4153,4153,1974,"mumbai, india",iron & steel,uttam value steels,public
4154,4154,1956,"gurgaon/gurugram, haryana, india",industrial machinery,toyota material handling,private
4155,4155,2003,"mumbai, maharashtra, india",agro chemicals,biostadt,private
4156,4156,2001,"delhi/ncr, new delhi, india",education & training,entab infotech,private
4157,4157,1987,"fuschl, austria",beverage,red bull,private
4158,4158,2007,"chennai, tamil nadu, india",broadcasting,sun direct tv,private
4159,4159,1987,"mumbai, maharashtra, india",hardware & networking,compuage infocom,public
4160,4160,1990,"gurgaon, india",industrial machinery,unique engineers,private
4161,4161,2004,"new delhi, india",financial services,incrementors web solutions,private
4162,4162,1998,"noida, uttar pradesh, india",engineering & construction,karam industries,private
4163,4163,2005,"noida, uttar pradesh, india",engineering & construction,sa infrastructure consultants,private
4164,4164,2009,"secunderabad,andhra pradesh, india",healthcare,sunshine hospitals,private
4165,4165,2012,"mumbai,maharashtra, india",it services & consulting,aeries technology,private
4166,4166,2010,"hyderabad/secunderabad, telangana, india",marketing & advertising,mediamint,private
4167,4167,1997,"fahaheel, ahmadi, kuwait",engineering & construction,gulf spic general trading & contracting company,private
4168,4168,1980,"mumbai, maharashtra, india",pharma,blue cross laboratories,public
4169,4169,1956,"gurgaon/gurugram, haryana, india",industrial machinery,toyota material handling,private
4170,4170,1998,"noida, uttar pradesh, india",engineering & construction,karam industries,private
4171,4171,2012,"mumbai,maharashtra, india",it services & consulting,aeries technology,private
4172,4172,1974,"mumbai, india",iron & steel,uttam value steels,public
4173,4173,1981,"west kingston, ri, united states (usa)",electrical equipment,apc by schneider electric,private
4174,4174,1997,"fahaheel, ahmadi, kuwait",engineering & construction,gulf spic general trading & contracting company,private
4175,4175,2008,"gurgaon/gurugram, haryana, india",power,sembcorp energy india,public
4176,4176,1997,"singapore, india",it services & consulting,optimum infosystem,private
4177,4177,1998,"allahabad, india",telecom,reecomps teleservices,private
4178,4178,2003,"kochi/cochin, kerala, india",it services & consulting,beo software,
4179,4179,2014,"bangalore,karnataka, india",financial services,razorpay,private
4180,4180,2010,"hyderabad , india",railways,hyderabad metro rail,private
4181,4181,2004,"new delhi, india",financial services,incrementors web solutions,private
4182,4182,2005,"noida, uttar pradesh, india",engineering & construction,sa infrastructure consultants,private
4183,4183,2007,"mumbai, maharashtra, india",telecom,aksentt tech services,public
4184,4184,2016,singapore,education & training,the sparks foundation,
4185,4185,2005,"lagos , nigeria",oil & gas,sterling oil exploration & energy production,private
4186,4186,1963,"pune, maharashtra, india",industrial machinery,accurate engineering company,
4187,4187,1981,"bhubaneswar, odisha, india",metals & mining,nalco,private
4188,4188,1965,"mumbai, maharashtra, india",chemicals,henkel,private
4189,4189,1968,"bangalore/bengaluru, karnataka, india",electrical equipment,triveni turbines,public
4190,4190,1933,"westport, connecticut, united states (usa)",industrial machinery,terex,private
4191,4191,2003,"thiruvananthapuram, india",education & training,rm education solutions,private
4192,4192,1989,"hyderabad, india",biotechnology,jk agri genetics,public
4193,4193,1929,"new delhi, india",education & training,indian council of agricultural research,private
4194,4194,1999,"cambridge, united states (usa)",industrial machinery,mita,private
4195,4195,1995,"ranchi, jharkhand, india",nbfc,vedika credit capital,public
4196,4196,2000,"bagsværd, denmark",biotechnology,novozymes south asia,private
4197,4197,2010,"navi mumbai, maharashtra, india",financial services,logicash,private
4198,4198,1959,"bangalore/bengaluru, karnataka, india",defence & aerospace,national aerospace laboratories,private
4199,4199,2000,"bagsværd, denmark",biotechnology,novozymes south asia,private
4200,4200,1948,"menlo park, california, united states",management consulting,protiviti india member,private
4201,4201,2006,"delhi/ncr, new delhi, india",healthcare,moolchand medcity,private
4202,4202,2010,"navi mumbai, maharashtra, india",financial services,logicash,private
4203,4203,2009,"howrah, india",retail,metro retail.pvt.ltd.,private
4204,4204,1997,"thane, india",auto components,ring plus aqua,public
4205,4205,1929,"new delhi, india",education & training,indian council of agricultural research,private
4206,4206,1999,"cambridge, united states (usa)",industrial machinery,mita,private
4207,4207,2012,"bangalore,karnataka, india",pharma,aspiro pharma,private
4208,4208,2011,"mumbai,maharashtra, india",architecture & interior design,flipspaces,private
4209,4209,0,,management consulting,b s r & co llp,
4210,4210,1860,"london, united kingdom",engineering & construction,keller ground engineering,private
4211,4211,1995,"ranchi, jharkhand, india",nbfc,vedika credit capital,public
4212,4212,2002,"mumbai, maharashtra, india",pharma,bdr pharmaceuticals international,private
4213,4213,2006,"thane, maharashtra, india",insurance,dealmoney securities,
4214,4214,2016,"gurgaon/gurugram, haryana, india",it services & consulting,moretasks,private
4215,4215,2020,"bangalore,karnataka, india",edtech,brightchamps,
4216,4216,1999,"nagpur, maharashtra, india",waste management,vishvaraj infrastructure,public
4217,4217,1969,"new york city,new york, united states",financial services,msci,public
4218,4218,2004,"noida, uttar pradesh, india",bpo,vcare call center,private
4219,4219,1995,"kanpur, uttar pradesh, india",healthcare,regency hospital,private
4220,4220,2005,"hyderabad/secunderabad, telangana, india",healthcare,star hospitals,private
4221,4221,1982,"mumbai, maharashtra, india",chemicals,privi organics,public
4222,4222,1970,"bangalore/bengaluru, karnataka, india",pharma,global calcium,private
4223,4223,2013,"delhi/ncr, delhi, india",education & training,jitm skills,private
4224,4224,1981,"faridabad, haryana, india",industrial machinery,star wire india,private
4225,4225,1999,"mumbai, maharashtra, india",other,international certification services,private
4226,4226,2009,"new york city,new york, united states",software product,sprinklr,private
4227,4227,1946,"hoshiarpur, punjab, india",fashion & textile,jct,public
4228,4228,1998,"vadodara/baroda, gujarat, india",beverage,manpasand beverages,private
4229,4229,1982,"mumbai, maharashtra, india",chemicals,privi organics,public
4230,4230,2005,"hyderabad/secunderabad, telangana, india",healthcare,star hospitals,private
4231,4231,1946,"hoshiarpur, punjab, india",fashion & textile,jct,public
4232,4232,1926,"mumbai, india",healthcare,kem hospital,private
4233,4233,2013,"delhi/ncr, delhi, india",education & training,jitm skills,private
4234,4234,0,,building material,sanghi cement,
4235,4235,1999,"mumbai, maharashtra, india",other,international certification services,private
4236,4236,0,,,ebix payment services,
4237,4237,2018,"orlando, united states",it services & consulting,onpassive,
4238,4238,2001,"kolkata, west bengal, india",metals & mining,adhunik metaliks,public
4239,4239,2002,"bhubaneswar, odisha, india",it services & consulting,tatwa technologies,private
4240,4240,1983,"ludhiana, punjab, india",fashion & textile,nahar industrial enterprises,public
4241,4241,1995,"mumbai, india",financial services,icici direct,private
4242,4242,1985,"coimbatore, tamil nadu, india",healthcare,kovai medical center and hospital,public
4243,4243,2010,"mumbai, india",healthcare,wellspring healthcare,private
4244,4244,2000,"kolhapur, maharashtra, india",engineering & construction,laxmi civil engineering services,private
4245,4245,1992,"delhi/ncr, delhi, india",fmcg,kwality dairy (india),public
4246,4246,1903,"mumbai, india",hospitality,taj mahal hotel,private
4247,4247,1955,"mumbai, maharashtra, india",chemicals,oriental aromatics,public
4248,4248,2009,"navi mumbai, india",insurance,sud life insurance,
4249,4249,1968,"fort worth, united states",pharma,virbac animal health,private
4250,4250,2013,"coimbatore,tamil nadu, india",logistics,leap india,private
4251,4251,2007,"woodbridge, united states",it services & consulting,knack global,
4252,4252,1962,"espoo, southern finland, finland",industrial machinery,normet,private
4253,4253,1984,"nainital, uttarakhand, india",pulp & paper,century pulp & paper,private
4254,4254,2012,"plymouth, unitedstates",auto components,varroc lighting systems,private
4255,4255,2010,"kanpur, india",agro chemicals,kanpur fertilizers and cement,private
4256,4256,2004,"mumbai, maharashtra, india",financial services,teamspace financial services,private
4257,4257,1995,"mumbai, maharashtra, india",pharma,megafine pharma,private
4258,4258,1972,"noida, uttar pradesh, india",semiconductors,heg,public
4259,4259,2001,"bangalore/bengaluru, karnataka, india",non-profit,azim premji foundation,private
4260,4260,1960,"northville, michigan, united states (usa)",auto components,cooper-standard automotive,public
4261,4261,2011,"greater noida, uttar pradesh, india",education & training,galgotias university,private
4262,4262,2013,"gurgaon/gurugram, haryana, india",retail,miniso,private
4263,4263,1985,"miami,",bpo,sitel group india,
4264,4264,1988,"noblesville,indiana, united states",medical equipment,smc,private
4265,4265,1970,"san jose,california, united states",consumer electronics & appliances,western digital,private
4266,4266,1997,"rotterdam, south holland, netherlands",,louis dreyfus commodities,private
4267,4267,1995,"herborn, germany",industrial machinery,rittal,private
4268,4268,1980,"jaipur, india",automobile,rajesh motors,private
4269,4269,2009,"bhilai/bhillai, chhattisgarh, india",it services & consulting,globussoft,private
4270,4270,1999,"grandville, mi, united states (usa)",it services & consulting,daffodil software,private
4271,4271,1953,"bangalore/bengaluru, karnataka, india",industrial machinery,hmt machine tools,private
4272,4272,1959,"mumbai, maharashtra, india",consumer goods,hawkins cookers,public
4273,4273,1991,"canary wharf, london, united kingdom (uk)",banking,hsbc global banking and markets,public
4274,4274,1987,"faridabad, india",industrial automation,infres methodex,private
4275,4275,1985,"chennai, tamil nadu, india",healthcare,sri ramachandra university,private
4276,4276,1988,"mumbai, india",building material,birla white,private
4277,4277,2008,"panchkula, india",engineering & construction,s g encon,private
4278,4278,2001,"blue ash, ohio, united states of america",analytics & kpo,ascendum kps,private
4279,4279,1988,"hoboken, new jersery, united states of america",logistics,shipco transport,private
4280,4280,1968,"faridabad, haryana, india",industrial machinery,super auto india,private
4281,4281,2012,"menlo park, united states",it services & consulting,trantor,private
4282,4282,1959,"mumbai, maharashtra, india",printing & publishing,navneet education,public
4283,4283,0,,automobile,india yamaha motors,
4284,4284,1946,"anand, india",food processing,gujarat co operative milk marketing federation ltd. (amul),public
4285,4285,2003,"san jose, california, united states",it services & consulting,outworx solutions,private
4286,4286,2006,"mumbai, maharashtra, india",retail,brand factory,public
4287,4287,2016,"kolkata, west bengal, india",management consulting,cogenthub,private
4288,4288,2002,"chicago, united states",insurance,marble box,private
4289,4289,1992,"thrissur, kerala, india",financial services,esaf co-operative,
4290,4290,1995,"hyderabad/secunderabad, telangana, india",engineering & construction,knr constructions,public
4291,4291,2000,"delhi/ncr, delhi, india",healthcare,oncquest laboratories,private
4292,4292,1946,"levallois-perret, france",automobile,plastic omnium,private
4293,4293,1983,"hyderabad, india",industrial machinery,pitti engineering solutions,public
4294,4294,0,,internet,amazon seller central,
4295,4295,1995,"huizhou, china",electronics manufacturing,dbg technology,
4296,4296,1955,"chennai, tamil nadu, india",logistics,sical logistics,public
4297,4297,1970,"washington d.c, united states",non-profit,population services international (psi),private
4298,4298,1962,"hyderabad, india",financial services,margadarsi chit fund,private
4299,4299,1905,"lucknow, india",education & training,king george's medical university,private
4300,4300,1973,"seoul, southkorea",automobile,iljin automotive,
4301,4301,1893,"chennai, tamil nadu, india",pharma,amrutanjan health care,public
4302,4302,1996,"delhi/ncr, new delhi, india",consumer electronics & appliances,casio india company,private
4303,4303,2015,"lucknow, india",fintech,maxi multiservices,private
4304,4304,1972,"faridabad, haryana, india",industrial machinery,venus industrial corporation,private
4305,4305,2008,"pune, india",financial services,dbs mintek,
4306,4306,2005,"paonta sahib, himachal pradesh, india",pharma,tirupati medicare,
4307,4307,1986,"gurgaon/gurugram, haryana, india",fashion & textile,indo rama synthetics (i),public
4308,4308,2008,"noida, uttar pradesh, india",it services & consulting,claritus management consulting,private
4309,4309,2009,"pune, maharashtra, india",it services & consulting,sears it & management services india,private
4310,4310,2005,"kanpur, uttar pradesh, india",fashion & textile,leayan global,private
4311,4311,2008,"dallas,texas, us",gaming,purpletalk,private
4312,4312,2011,"dubai, united arab emirates (uae)",telecom,vsun mobile,private
4313,4313,1995,"mumbai, maharashtra, india",nbfc,axis finance,private
4314,4314,1991,"mumbai, maharashtra, india",education & training,itm group of institutions,private
4315,4315,2010,"hyderabad, india",education & training,cmr engineering college,
4316,4316,2006,"mumbai, maharashtra, india",financial services,hdfc credila financial services,private
4317,4317,2007,"mumbai,maharashtra, india",auto components,yokohama off-highway tires,
4318,4318,2018,"gurgaon, haryana, india",beauty & personal care,niine,
4319,4319,0,,packaging,schott poonawalla,
4320,4320,2007,"noida, uttar pradesh, india",chemicals / agri inputs,jubilant industries,public
4321,4321,1884,"tokyo, japan",industrial machinery,mitsubishi heavy industries,private
4322,4322,1997,"pune, maharashtra, india",real estate,nyati group,private
4323,4323,1998,"ernakulam, kerala, india",healthcare,agappe diagnostics,private
4324,4324,0,"mumbai, india",bpo,tcs e-serve international,private
4325,4325,1967,"bangalore, india",medical equipment,bpl medical technologies,private
4326,4326,2008,"singapore,singapore, singapore",it services & consulting,capillary technologies,private
4327,4327,1956,"neyveli, tamil nadu, india",metals & mining,neyveli lignite corporation,private
4328,4328,1992,"hyderabad, india",biotechnology,bioseed,private
4329,4329,1981,"hyderabad/secunderabad, telangana, india",fintech,kapil chit funds,private
4330,4330,1995,"mumbai, maharashtra, india",financial services,franklin templeton international services,private
4331,4331,1994,"hyderabad,telangana, india",nbfc,indian school finance company,private
4332,4332,0,,,itc group,
4333,4333,1967,"dubai, dubai, united arab emirates (uae)",banking,mashreq bank,public
4334,4334,2010,"kolkata,west bengal, india",healthcare,glocal healthcare systems,jv
4335,4335,1999,"noida, uttar pradesh, india",media & entertainment,zee media corporation,public
4336,4336,1991,"london, united kingdom (uk)",industrial machinery,vesuvius,public
4337,4337,1972,"pune, maharashtra, india",industrial machinery,electropneumatics & hydraulics (i),private
4338,4338,1975,"kolkata, west bengal, india",food processing,balrampur chini mills,public
4339,4339,2003,"madrid, spain",pharma,exeltis,private
4340,4340,1959,"new delhi, india",broadcasting,doordarshan,private
4341,4341,1966,"northfield, illinois, united states (usa)",medical equipment,medline industries,private
4342,4342,2000,"redmond, united states",it services & consulting,maq software,private
4343,4343,2002,"mumbai, maharashtra, india",banking,ing vysya bank,public
4344,4344,1987,"mumbai,maharashtra, india",pharma,mj biopharm,private
4345,4345,1992,"copenhagen,capital region, denmark",banking,saxo bank,private
4346,4346,1990,"kolkata, west bengal, india",iron & steel,patton international,private
4347,4347,1986,"mumbai, india",pharma,galpha laboratories,
4348,4348,2006,"chennai, tamil nadu, india",auto components,daebu automotive seat,private
4349,4349,1967,"bangalore/bengaluru, karnataka, india",electronics manufacturing,rakon,private
4350,4350,2007,"folsom, california, united states",education & training,powerschool india,private
4351,4351,2012,"mumbai, maharashtra, india",recruitment,hire glocal,private
4352,4352,2007,"bangalore/bengaluru, karnataka, india",it services & consulting,jmr infotech,private
4353,4353,1966,"miami, unitedstates",travel & tourism,norwegian cruise line,
4354,4354,1991,"hyderabad/secunderabad, telangana, india",chemicals,vivimed labs,public
4355,4355,2004,"mumbai,maharashtra, india",fitness & wellness,omniactive health technologies,public
4356,4356,1997,"ahmedabad, gujarat, india",it services & consulting,dev information technology,public
4357,4357,1980,"new delhi, india",metals & mining,prakash industries,public
4358,4358,1989,"new york, unitedstates",financial services,paperchase accountancy,"hq - new york, unitedstates"
4359,4359,1980,"visakhapatnam, india",education & training,gitam university,private
4360,4360,1987,"pune, india",auto components,duroshox,private
4361,4361,1978,"chennai, tamil nadu, india",medical equipment,appasamy associates,private
4362,4362,1993,"bangalore/bengaluru, karnataka, india",education & training,iiht,private
4363,4363,1986,"mumbai, india",it services & consulting,savex technologies,
4364,4364,1996,"noida, uttar pradesh, india",it services & consulting,syscom corporation,private
4365,4365,2001,"hyderabad/secunderabad, telangana, india",oil & gas,ksk energy ventures,public
4366,4366,1991,"delhi/ncr, delhi, india",healthcare,maharaja agrasen hospital,
4367,4367,2004,"duluth, united states (usa)",it services & consulting,ggk technologies,private
4368,4368,1956,"mumbai, india",,aditya birla money,public
4369,4369,1987,"gurgaon, india",bpo,arcis e services,private
4370,4370,2012,"indore, madhya pradesh, india",it services & consulting,innoeye technologies,"hq - indore, madhya pradesh, india"
4371,4371,1955,"chennai, tamil nadu, india",auto components,amco batteries,public
4372,4372,2007,"chennai, tamil nadu, india",oil & gas,operational energy group india,private
4373,4373,2011,"greenwich, connecticut, united states (usa)",logistics,xpo logistics,public
4374,4374,1995,"dubai, unitedarabemirates",furniture & furnishing,home centre,
4375,4375,1948,"howrah, west bengal, india",engineering & construction,rahee infratech,private
4376,4376,2004,"mclean, virginia, united states (usa)",it services & consulting,infocepts technologies,private
4377,4377,1903,"mumbai, india",hospitality,taj gateway hotel,
4378,4378,2016,"chennai, tamil nadu, india",bpo,gamma process hub,private
4379,4379,1996,"noida, uttar pradesh, india",it services & consulting,syscom corporation,private
4380,4380,2006,"ahmedabad, gujarat, india",healthcare,hcg cancer centre,public
4381,4381,2015,"noida, uttar pradesh, india",bpo,adroit synergies,private
4382,4382,2017,"indore, madhya pradesh, india",beauty & personal care,velnik india,private
4383,4383,2012,"indore, madhya pradesh, india",it services & consulting,innoeye technologies,"hq - indore, madhya pradesh, india"
4384,4384,1987,"gurgaon, india",bpo,arcis e services,private
4385,4385,2016,"mumbai,maharashtra, india",internet,fraazo,
4386,4386,1995,"wood dale, illinois, united states (usa)",consumer electronics & appliances,videojet technologies,private
4387,4387,1982,"mumbai, maharashtra, india",fashion & textile,jbf industries,public
4388,4388,2003,"pune, maharashtra, india",it services & consulting,itcube solutions,private
4389,4389,2003,"bangalore, india",defence & aerospace,alpha design technologies,private
4390,4390,2012,"bangalore,karnataka, india",furniture & furnishing,furlenco,private
4391,4391,1996,"hyderabad/secunderabad, telangana, india",it services & consulting,sagarsoft,public
4392,4392,1995,"kolkata, india",beverage,diamond beverages,private
4393,4393,1999,"union, new jersey, united states (usa)",recruitment,mindlance,private
4394,4394,1996,"mumbai, maharashtra, india",petrochemicals,manika moulds,private
4395,4395,1982,"delhi/ncr, delhi, india",auto components,masu brakes,private
4396,4396,1994,"noida, india",power,jaiprakash power ventures,public
4397,4397,2010,"noida, uttar pradesh, india",it services & consulting,webkul software,private
4398,4398,1984,"pune, maharashtra, india",engineering & construction,ayoki fabricon,private
4399,4399,1997,"indore, india",fashion & textile,pratibha syntex,
4400,4400,2010,"mumbai, maharashtra, india",nbfc,muthoot housing finance company,private
4401,4401,1993,"greater noida, india",power,noida power company,private
4402,4402,2010,"gurgaon, india",nbfc,sv creditline,public
4403,4403,2009,"tokyo, japan",auto components,hitachi automotive systems,
