,index,foundation_year,headquarter,industry,name,ownership
4404,4404,1998,"bangalore/bengaluru, karnataka, india",automobile,advaith motors,private
4405,4405,2011,"rye brook, new york, united states of america",waste management,xylem water solutions,private
4406,4406,2007,"hyderabad/secunderabad, telangana, india",animation & vfx,dq entertainment,public
4407,4407,2011,"chennai,tamil nadu, india",healthcare,be well hospitals,private
4408,4408,1992,"chennai, tamil nadu, india",auto components,igarashi motors,public
4409,4409,2009,"tokyo, japan",auto components,hitachi automotive systems,
4410,4410,2010,"gurgaon, india",nbfc,sv creditline,public
4411,4411,1984,"pune, maharashtra, india",engineering & construction,ayoki fabricon,private
4412,4412,2016,"navi mumbai, maharashtra, india",it services & consulting,savic technologies,private
4413,4413,0,"coimbatore,",education & training,dr.sns rajalakshmi college of arts and science,private
4414,4414,1985,"ludhiana, punjab, india",fmcg,bonn group,private
4415,4415,1969,"downers grove, illinois, us",it services & consulting,ensono,private
4416,4416,2000,"bangalore/bengaluru, karnataka, india",it services & consulting,magnasoft consulting india,private
4417,4417,1973,"mumbai, maharashtra, india",healthcare,jaslok hospital and research centre,private
4418,4418,1967,"secaucus, new jersey, united states",clinical research,quest diagnostics,private
4419,4419,1996,"mechanicsburg, pennsylvania, united states (usa)",it services & consulting,testingxperts,private
4420,4420,2009,"lalitpur, uttar pradesh, india",power,lalitpur power generation company,private
4421,4421,1862,"hamilton, bermuda, bermuda",beverage,bacardi,private
4422,4422,2005,"doha, qatar",bpo,bpo+,private
4423,4423,1884,"wolfratshausen, germany",industrial machinery,eagleburgmann,private
4424,4424,1993,"kota, rajasthan, india",education & training,career point,public
4425,4425,1969,"chennai, tamil nadu, india",beauty & personal care,cholayil,private
4426,4426,1994,"wong chuk hang, hong kong",ports & shipping,fleet management,private
4427,4427,1978,"boise,idaho, united states",it services & consulting,micron technology,private
4428,4428,2014,"chennai, tamil nadu, india",bpo,aagna global solutions,private
4429,4429,1995,"hyderabad/secunderabad, telangana, india",engineering & construction,coastal projects,public
4430,4430,1996,"mumbai, maharashtra, india",financial services,national securities depository,private
4431,4431,1948,"hyderabad/secunderabad, telangana, india",healthcare,fernandez hospital,private
4432,4432,2003,"dayton, ohio, united states (usa)",it services & consulting,evoke technologies,private
4433,4433,2010,"faridabad,haryana, india",healthcare,asian institute of medical sciences,private
4434,4434,1982,"mumbai, maharashtra, india",logistics,inland world logistics,private
4435,4435,1988,"noida, uttar pradesh, india",automobile,rohan motors,
4436,4436,1993,"trivandrum/thiruvananthapuram, kerala, india",internet,asianet satellite communications,private
4437,4437,2013,"bangalore,karnataka, india",financial services,axio,private
4438,4438,1971,"kanpur, uttar pradesh, india",packaging,kanpur plastipack,public
4439,4439,1993,"warren, unitedstates",management consulting,vision,private
4440,4440,1981,"nagpur, maharashtra, india",fashion & textile,pix transmissions,public
4441,4441,1995,"bangalore/bengaluru, karnataka, india",real estate,shriram properties,private
4442,4442,2005,"rockville, united states",it services & consulting,hughes systique corporation,private
4443,4443,2006,"bengaluru, india",it services & consulting,flatworld mortgage processing,private
4444,4444,2003,"noida, uttar pradesh, india",printing & publishing,afflatus gravures,private
4445,4445,1994,"panchkula, haryana, india",healthcare,alchemist hospital,private
4446,4446,1946,"chennai, tamil nadu, india",iron & steel,mm forgings,public
4447,4447,2003,"san diego, california, united states (usa)",it services & consulting,gain credit,private
4448,4448,1990,"noida, uttar pradesh, india",fashion & textile,filatex india,public
4449,4449,2000,"delhi/ncr, new delhi, india",fashion & textile,cantabil retail india,public
4450,4450,2004,"chandigarh, chandigarh, india",automobile,modern automotives,private
4451,4451,1985,"delhi/ncr, delhi, india",petrochemicals,lifelong india,private
4452,4452,1973,"seoul, south korea",engineering & construction,daewoo e&c,public
4453,4453,1995,"mumbai, maharashtra, india",it services & consulting,thirdware solutions,private
4454,4454,1944,"centreville, virginia, united states (usa)",it services & consulting,parsons international,private
4455,4455,1973,"pune, india",auto components,saint gobain sekurit india,public
4456,4456,1956,"madrid, spain",engineering & construction,eptisa,private
4457,4457,1984,"coimbatore, tamil nadu, india",fashion & textile,kpr mill,public
4458,4458,1995,"bengaluru, india",it services & consulting,izmo,public
4459,4459,1972,"madrid, madrid, spain",oil & gas,técnicas reunidas,private
4460,4460,1999,"ahmedabad,",facility management services,elsamex maintenance services,private
4461,4461,1957,"mumbai, maharashtra, india",chemicals,grauer & weil (i),public
4462,4462,1991,"mohali, punjab, india",engineering & construction,hartek group,private
4463,4463,1989,"chennai, india",chemicals,mrf vapocure paints,
4464,4464,1998,"bhubaneswar, odisha, india",software product,csm technologies,private
4465,4465,0,,nbfc,s.k. finance,
4466,4466,2008,"thane, india",engineering & construction,vikran engineering & exim,private
4467,4467,2016,"chennai,tamil nadu, india",food processing,fipola retail,private
4468,4468,0,,it services & consulting,connectwise india,
4469,4469,1997,"jaipur, rajasthan, india",financial services,namdev finvest,private
4470,4470,2007,"mumbai, india",media & entertainment,carnival group,private
4471,4471,1965,"pune, india",fashion & textile,century enka,public
4472,4472,2005,"south san francisco, california, united states (usa)",it services & consulting,valgenesis,private
4473,4473,2005,"ahmedabad, india",it services & consulting,acute informatics,private
4474,4474,2000,"bangalore/bengaluru, karnataka, india",telecom,diksha technologies,private
4475,4475,1993,"thane, maharashtra, india",it services & consulting,forbes technosys,private
4476,4476,1976,"kolkata, india",building material,mangalam cement,public
4477,4477,1944,"kolkata, india",engineering & construction,til,public
4478,4478,2016,"new york, new york, united states (usa)",travel & tourism,american express global business travel,private
4479,4479,2002,"delhi/ncr, delhi, india",broadcasting,red fm 93.5,public
4480,4480,2007,"chennai, tamil nadu, india",it services & consulting,digient technologies,private
4481,4481,2004,"gurgaon,haryana, india",fintech,oxigen services,private
4482,4482,1953,"manipal, karnataka, india",education & training,manipal university,private
4483,4483,2007,"hyderabad/secunderabad, telangana, india",healthcare,partha dental,private
4484,4484,2015,"gurgaon/gurugram, haryana, india",insurance,vipul medcorp tpa,private
4485,4485,1969,"eindhoven, netherlands",semiconductors,nxp semiconductors,public
4486,4486,1946,"hyderabad, india",industrial machinery,hyderabad industries,private
4487,4487,1996,"delhi/ncr, new delhi, india",education & training,cl educate,public
4488,4488,2012,"bangalore,karnataka, india",internet,storeking,private
4489,4489,2006,"hyderabad/secunderabad, telangana, india",oil & gas,anewa engineering,private
4490,4490,1973,"mumbai, maharashtra, india",chemicals,chembond chemicals,public
4491,4491,1961,"tamil nadu, karnataka, united states (usa)",electronics manufacturing,weg,private
4492,4492,2002,"mumbai, maharashtra, india",retail,unicorn infosolutions,private
4493,4493,1988,"mumbai, maharashtra, india",chemicals,eternis fine chemicals,public
4494,4494,1877,"mumbai, india",retail,lawrence & mayo,
4495,4495,2007,"mohali, india",software product,kiran foreign trade,private
4496,4496,2015,"hyderabad, india",healthcare,apollo diagnostics,private
4497,4497,2004,"gurgaon/gurugram, haryana, india",telecom,vihaan networks,private
4498,4498,1956,"san jose, california, united states (usa)",analytics & kpo,fico,private
4499,4499,1986,"mumbai, maharashtra, india",iron & steel,bharat wire ropes,public
4500,4500,2005,"south san francisco, california, united states (usa)",it services & consulting,valgenesis,private
4501,4501,1976,"kolkata, india",building material,mangalam cement,public
4502,4502,2006,"hyderabad/secunderabad, telangana, india",oil & gas,anewa engineering,private
4503,4503,2016,"kolkata, west bengal, india",fmcg,guiltfree industries,public
4504,4504,1978,"pondicherry/puducherry, tamil nadu, india",retail,hidesign,private
4505,4505,2006,"cincinnati, united states (usa)",recruitment,cfirst,private
4506,4506,1949,"mumbai, india",pharma,franco-indian pharmaceuticals,private
4507,4507,1998,"grand ledge, mi, united states (usa)",it services & consulting,chain-sys,private
4508,4508,2009,"new delhi, india",power,energy efficiency services,private
4509,4509,2008,"noida, india",it services & consulting,impressico business solutions,private
4510,4510,1983,"ahmedabad, india",engineering & construction,sai consulting engineers,private
4511,4511,2011,"chennai, tamil nadu, india",automobile,bharat benz,private
4512,4512,1736,"odense, denmark",auto components,roulunds braking,private
4513,4513,1996,"new delhi, india",education & training,career launcher,private
4514,4514,2011,"jubail, eastern province, saudi arabia",chemicals,sadara chemical company,jv
4515,4515,2003,"new york, unitedstates",financial services,viteos capital market services,private
4516,4516,1960,"delhi/ncr, delhi, india",chemicals,kanoria chemicals & industries,public
4517,4517,2004,"al khobar, saudiarabia",engineering & construction,nesma trading,private
4518,4518,1830,"siegburg, nrw, germany",chemicals,siegwerk,private
4519,4519,1984,"mumbai, maharashtra, india",fashion & textile,zodiac clothing company,public
4520,4520,1966,"medford, united states (usa)",education & training,st. mary's school,private
4521,4521,1996,"gurgaon/gurugram, haryana, india",printing & publishing,domino printech,llp
4522,4522,1999,"delhi/ncr, delhi, india",urban transport,indian railway catering and tourism,public
4523,4523,2010,"bangalore,karnataka, india",beverage,chai point,private
4524,4524,2003,"mumbai, maharashtra, india",chemicals / agri inputs,hicare services,private
4525,4525,1933,"gurgaon, india",engineering & construction,il&fs technologies,public
4526,4526,1979,"indore, madhya pradesh, india",power,ujaas energy,public
4527,4527,2014,"kowloon, hong kong",marketing & advertising,c.g. marketing,private
4528,4528,1989,"mumbai, maharashtra, india",chemicals,vinati organics,public
4529,4529,1953,"ageo, japan",automobile,fukoku,
4530,4530,1840,"chennai, india",auto components,simpson,
4531,4531,1983,"mumbai, maharashtra, india",healthcare,icpa health products,public
4532,4532,1960,"kolhapur, maharashtra, india",industrial machinery,ghatge patil industries,private
4533,4533,1994,"ahmedabad,gujarat, india",nbfc,light microfinance,private
4534,4534,1952,"mumbai, maharashtra, india",healthcare,bombay hospital,private
4535,4535,2020,"noida,uttar pradesh, india",chemicals,jubilant ingrevia,
4536,4536,1994,"vadodara, india",chemicals,heubach colour,private
4537,4537,1964,"beaverton, oregon, united states (usa)",internet,nike,public
4538,4538,2002,"mumbai, maharashtra, india",it services & consulting,mindcraft software,private
4539,4539,2015,"bellevue, washington, united states (usa)",software product,cloudmoyo,private
4540,4540,2011,"bangalore,karnataka, india",jewellery,bluestone.com,private
4541,4541,1992,"indore, india",investment banking / venture capital / private equity,swastika investmart,public
4542,4542,1943,"gurgaon/gurugram, haryana, india",banking,oriental bank of commerce,private
4543,4543,2004,"new delhi, india",auto components,sunmax auto engineering,private
4544,4544,1891,"bielefeld, germany",food processing,dr oetker,
4545,4545,1999,"hyderabad, india",emerging technologies,moschip technologies,public
4546,4546,1994,"hyderabad, india",power,shirdi sai electricals,
4547,4547,1993,"london, unitedkingdom",analytics & kpo,kantar operations,
4548,4548,2003,"sterling, unitedstates",financial services,advantage one tax consulting,private
4549,4549,1949,"imst, austria",non-profit,sos children's village,private
4550,4550,1975,"mumbai, india",it services & consulting,datamatics financial services,private
