00-avengers-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,07-silvestri-name,08-slytherin-name,10-DeBiGa-name
,,,,,,,permsin steel works public company ltd,
,,,,,,,the navakij insurance public company ltd,
,,,,,,,villa kunalai public company ltd,
,,,,,,,sri panwa hospitality real estate investment trust,
,,,,,,,general engineering public company ltd,
,,,,,,,aira factoring public company ltd,
,,,,,,,wha business complex freehold and leasehold real estate investment trust,
,,,,,,,rhom bho property public company ltd,
,,,,,,,land and houses freehold and leasehold property fund,
,,,,,,,thanulux public company ltd,
,,,,,,,veranda resort public company ltd,
,,,,,,,gratitude infinite public company ltd,
,,,,,,,rich sport public company ltd,
,,,,,,,rpcg public company ltd,
,,,,,,,trc construction public company ltd,
,,,,,,,megachem ,
,,,,,,,premier technology public company ltd,
,,,,,,,krungthai car rent and lease public company ltd,
,,,,,,,m pictures entertainment public company ltd,
,,,,,,,richy place 2002 public company ltd,
,,,,,,,nation broadcasting corp public company ltd,
,,,,,,,pioneer motor public company ltd,
,,,,,,,pan asia metals limited,
,,,,,,,simat technologies public company ltd,
,,,,,,,arrow syndicate public company ltd,
,,,,,,,emc public company ltd,
,,,,,,,thai agro energy public company ltd,
,,,,,,,thai mitsuwa public company ltd,
,,,,,,,wiik public company ltd,
,,,,,,,halcyon technology public company ltd,
,,,,,,,chonburi concrete product public company ltd,
,,,,,,,m vision public company ltd,
,,,,,,,cho thavee public company ltd,
,,,,,,,tirathai public company ltd,
,,,,,,,fine metal technologies public company ltd,
,,,,,,,atp 30 public company ltd,
,,,,,,,thonburi medical centre public company ltd,
,,,,,,,ifs capital ,
,,,,,,,v.l. enterprise public company ltd,
,,,,,,,twz corp public company ltd,
,,,,,,,bangsaphan barmill public company ltd,
,,,,,,,malee group public company ltd,
,,,,,,,caz ,
,,,,,,,jutha maritime public company ltd,
,,,,,,,ekarat engineering public company ltd,
,,,,,,,b-52 capital public company ltd,
,,,,,,,advanced connection corp public company ltd,
,,,,,,,winner group enterprise public company ltd,
,,,,,,,begistics public company ltd,
,,,,,,,thai capital corp public company ltd,
,,,,,,,t s flour mill public company ltd,
,,,,,,,finansa public company ltd,
,,,,,,,kiattana transport public company ltd,
,,,,,,,lohakit metal public company ltd,
,,,,,,,globlex holding management public company ltd,
,,,,,,,synergetic auto performance public company ltd,
,,,,,,,pm thoresen asia holdings public company ltd,
,,,,,,,grande asset hotels and property public company ltd,
,,,,,,,thiensurat public company ltd,
,,,,,,,jck international public company ltd,
,,,,,,,pranda jewelry public company ltd,
,,,,,,,sahathai terminal public company ltd,
,,,,,,,major development public company ltd,
,,,,,,,k. w.  metal work public company ltd,
,,,,,,,prodigy public company ltd,
,,,,,,,applied db public company ltd,
,,,,,,,well graded engineering public company ltd,
,,,,,,,dimet ,
,,,,,,,chiangmai frozen foods public company ltd,
,,,,,,,firetrade engineering public company ltd,
,,,,,,,n.d. rubber public company ltd,
,,,,,,,techno medical public company ltd,
,,,,,,,golden lime public company ltd,
,,,,,,,filter vision public company ltd,
,,,,,,,unimit engineering public company ltd,
,,,,,,,salee printing public company ltd,
,,,,,,,grand prix international public company ltd,
,,,,,,,the practical solution public company ltd,
,,,,,,,power line engineering public company ltd,
,,,,,,,jack chia industries ,
,,,,,,,kpn property fund,
,,,,,,,pan asia footwear public company ltd,
,,,,,,,samchai steel industries public company ltd,
,,,,,,,applicad public company ltd,
,,,,,,,wyncoast industrial park public company ltd,
,,,,,,,thai textile industry public company ltd,
,,,,,,,city sports and recreation public company ltd,
,,,,,,,charn issara development public company ltd,
,,,,,,,salee colour public company ltd,
,,,,,,,akkhie prakarn public company ltd,
,,,,,,,unique mining services public company ltd,
,,,,,,,nam seng insurance public company ltd,
,,,,,,,tcm corp public company ltd,
,,,,,,,chewathai public company ltd,
,,,,,,,tapaco public company ltd,
,,,,,,,kumwell corp public company ltd,
,,,,,,,mida assets public company ltd,
,,,,,,,kulthorn kirby public company ltd,
,,,,,,,selic corp public company ltd,
,,,,,,,goodyear ,
,,,,,,,patkol public company ltd,
,,,,,,,sgf capital public company ltd,
,,,,,,,harn engineering solutions public company ltd,
,,,,,,,the union mosaic industry public company ltd,
,,,,,,,sammakorn public company ltd,
,,,,,,,kingsmen c.m.t.i. public company ltd,
,,,,,,,thanasiri group public company ltd,
,,,,,,,asn broker public company ltd,
,,,,,,,cpt drives and power public company ltd,
,,,,,,,qualitech public company ltd,
,,,,,,,bgt corp public company ltd,
,,,,,,,cpr gomu industrial public company ltd,
,,,,,,,meta corp public company ltd,
,,,,,,,max metal corp public company ltd,
,,,,,,,tv direct public company ltd,
,,,,,,,moong pattana international public company ltd,
,,,,,,,pp prime public company ltd,
,,,,,,,asia biomass public company ltd,
,,,,,,,oriental payment group holdings ltd,
,,,,,,,planet communications asia public company ltd,
,,,,,,,comanche international public company ltd,
,,,,,,,thai nondestructive testing public company ltd,
,,,,,,,international research corp public company ltd,
,,,,,,,eason & co public company ltd,
,,,,,,,thai nam plastic public company ltd,
,,,,,,,sub sri thai real estate investment trust,
,,,,,,,kiang huat sea gull trading frozen food public company ltd,
,,,,,,,cpl group public company ltd,
,,,,,,,eastern technical engineering public company ltd,
,,,,,,,strategic hospitality extendable freehold and leasehold real estate investment trust,
,,,,,,,rayong wire industries public company ltd,
,,,,,,,general environmental conservation public company ltd,
,,,,,,,mfc smart fixed income fund,
,,,,,,,dhouse pattana public company ltd,
,,,,,,,tv thunder public company ltd,
,,,,,,,siameast solutions public company ltd,
,,,,,,,dental corp public company ltd,
,,,,,,,thai o.p.p. public company ltd,
,,,,,,,alla public company ltd,
,,,,,,,nep realty and industry public company ltd,
,,,,,,,sakol energy public company ltd,
,,,,,,,boutique corp public company ltd,
,,,,,,,siamraj public company ltd,
,,,,,,,dv8 public company ltd,
,,,,,,,union pioneer public company ltd,
,,,,,,,jck hospitality public company ltd,
,,,,,,,wattana karnpaet public company ltd,
,,,,,,,t.c.j. asia public company ltd,
,,,,,,,varopakorn public company ltd,
,,,,,,,jakpaisan estate public company ltd,
,,,,,,,thai ha public company ltd,
,,,,,,,arip public company ltd,
,,,,,,,union plastic public company ltd,
,,,,,,,c.i. group public company ltd,
,,,,,,,premier products public company ltd,
,,,,,,,bangkok post public company ltd,
,,,,,,,sanko diecasting ,
,,,,,,,ocean glass public company ltd,
,,,,,,,mandarin hotel public company ltd,
,,,,,,,t.m.c. industrial public company ltd,
,,,,,,,floyd public company ltd,
,,,,,,,sirakorn public company ltd,
,,,,,,,asian marine services public company ltd,
,,,,,,,home pottery public company ltd,
,,,,,,,people's garment public company ltd,
,,,,,,,bangkok union insurance public company ltd,
,,,,,,,g capital public company ltd,
,,,,,,,preecha group public company ltd,
,,,,,,,k.c. metalsheet public company ltd,
,,,,,,,wave entertainment public company ltd,
,,,,,,,thai packaging & printing public company ltd,
,,,,,,,bt wealth industries public company ltd,
,,,,,,,chiangmai rimdoi public company ltd,
,,,,,,,prakit holdings public company ltd,
,,,,,,,index international group public company ltd,
,,,,,,,ngern tid lor public company ltd,
,,,,,,,total access communication public company ltd,
,,,,,,,newcity ,
,,,,,,,teera-mongkol industry public company ltd,
,,,,,,,boutique newcity public company ltd,
,,,,,,,global service center public company ltd,
,,,,,,,new plus knitting public company ltd,
,,,,,,,apex development public company ltd,
,,,,,,,urbana property fund,
,,,,,,,castle peak holdings public company ltd,
,,,,,,,sawang export public company ltd,
,,,,,,,asia capital group public company ltd,
,,,,,,,indara insurance public company ltd,
,,,,,,,mfc industrial real estate investment trust,
,,,,,,,star universal network public company ltd,
,,,,,,,d.t.c. industries public company ltd,
,,,,,,,t.krungthai industries public company ltd,
,,,,,,,platt nera international ltd,
,,,,,,,quality hospitality leasehold property fund,
,,,,,,,thai coating industrial public company ltd,
,,,,,,,rockworth public company ltd,
,,,,,,,asia fiber public company ltd,
,,,,,,,thai mui corp public company ltd,
,,,,,,,stc concrete product public company ltd,
,,,,,,,raja ferry port public company ltd,
,,,,,,,o.c.c. public company ltd,
,,,,,,,peerapat technology public company ltd,
,,,,,,,k&k superstore southern public company ltd,
,,,,,,,the thai setakij insurance public company ltd,
,,,,,,,lease it public company ltd,
,,,,,,,s. pack & print public company ltd,
,,,,,,,project planning service public company ltd,
,,,,,,,buildersmart public company ltd,
,,,,,,,fancy wood industries public company ltd,
,,,,,,,ldc dental public company ltd,
,,,,,,,mitsib leasing public company ltd,
,,,,,,,masterkool international public company ltd,
,,,,,,,city steel public company ltd,
,,,,,,,phol dhanya public company ltd,
,,,,,,,getabec public company ltd,
,,,,,,,thai wire products public company ltd,
,,,,,,,thai industrial fund 1,
,,,,,,,thai poly acrylic public company ltd,
,,,,,,,proud real estate public company ltd,
,,,,,,,bangkok commercial property fund,
,,,,,,,thai plastic industrial ,
,,,,,,,thai enger holding public company ltd,
,,,,,,,pico ,
,,,,,,,thai polycons public company ltd,
,,,,,,,ingress industrial ,
,,,,,,,multibax public company ltd,
,,,,,,,siam steel international public company ltd,
,,,,,,,ubis ,
,,,,,,,matichon public company ltd,
,,,,,,,chukai public company ltd,
,,,,,,,matching maximize solution public company ltd,
,,,,,,,abico holdings public company ltd,
,,,,,,,green resources public company ltd,
,,,,,,,autocorp holding public company ltd,
,,,,,,,mida leasing public company ltd,
,,,,,,,takuni group public company ltd,
,,,,,,,yuasa battery ,
,,,,,,,csp steel center public company ltd,
,,,,,,,nova empire public company ltd,
,,,,,,,union textile industries public company ltd,
,,,,,,,ncl international logistics public company ltd,
,,,,,,,phatra leasing public company ltd,
,,,,,,,all inspire development public company ltd,
,,,,,,,chaoprayamahanakorn public company ltd,
,,,,,,,pato chemical industry public company ltd,
,,,,,,,thai rubber latex group public company ltd,
,,,,,,,sci electric public company ltd,
,,,,,,,quality houses hotel and residence freehold and leasehold property fund,
,,,,,,,right tunnelling public company ltd,
,,,,,,,southern concrete pile public company ltd,
,,,,,,,everland public company ltd,
,,,,,,,thai-german products public company ltd,
,,,,,,,ocean commerce public company ltd,
,,,,,,,nawarat patanakarn public company ltd,
,,,,,,,hydrotek public company ltd,
,,,,,,,qtc energy public company ltd,
,,,,,,,padaeng industry public company ltd,
,,,,,,,sherwood corp ,
,,,,,,,surapon foods public company ltd,
,,,,,,,vintcom technology public company ltd,
,,,,,,,interhides public company ltd,
,,,,,,,bangkok ranch public company ltd,
,,,,,,,tropical canning ,
,,,,,,,sonic interfreight public company ltd,
,,,,,,,demco public company ltd,
,,,,,,,thai rung union car public company ltd,
,,,,,,,eastern commercial leasing public company ltd,
,,,,,,,panjawattana plastic public company ltd,
,,,,,,,zen corp group public company ltd,
,,,,,,,karmarts public company ltd,
,,,,,,,aqua corp public company ltd,
,,,,,,,eureka design public company ltd,
,,,,,,,pylon public company ltd,
,,,,,,,chow steel industries public company ltd,
,,,,,,,royal orchid hotel ,
,,,,,,,asia precision public company ltd,
,,,,,,,master ad public company ltd,
,,,,,,,starflex public company ltd,
,,,,,,,thai wah public company ltd,
,,,,,,,country group development public company ltd,
,,,,,,,ohtl public company ltd,
,,,,,,,thai solar energy public company ltd,
,,,,,,,tbsp public company ltd,
,,,,,,,areeya property public company ltd,
,,,,,,,nava nakorn public company ltd,
,,,,,,,univanich palm oil public company ltd,
,,,,,,,successmore being public company ltd,
,,,,,,,muang thai insurance public company ltd,
,,,,,,,shangri-la hotel public company ltd,
,,,,,,,patum rice mill and granary public company ltd,
,,,,,,,seven utilities and power public company ltd,
,,,,,,,haad thip public company ltd,
,,,,,,,t engineering corp public company ltd,
,,,,,,,sky ict public company ltd,
,,,,,,,it city public company ltd,
,,,,,,,earth tech environment public company ltd,
,,,,,,,rajthanee hospital public company ltd,
,,,,,,,lanna resources public company ltd,
,,,,,,,sisb public company ltd,
,,,,,,,tmt steel public company ltd,
,,,,,,,nr instant produce public company ltd,
,,,,,,,thaicom public company ltd,
,,,,,,,thai rayon public company ltd,
,,,,,,,saha-union public company ltd,
,,,,,,,ihlas gazetecilik a.s.,
,,,,,,,nigbas nigde beton sanayi ve ticaret a.s.,
,,,,,,,orge enerji elektrik taahhüt anonim sirketi,
,,,,,,,duran dogan basim ve ambalaj sanayi a.s.,
,,,,,,,ral yatirim holding a.s.,
,,,,,,,yünsa yünlü sanayi ve ticaret a.s.,
,,,,,,,ittifak holding a.s.,
,,,,,,,fade gida yatirim sanayi ticaret anonim sirketi,
,,,,,,,mondi tire kutsan kagit ve ambalaj sanayi a.s.,
,,,,,,,konfrut gida sanayi ve ticaret a.s.,
,,,,,,,gsd denizcilik gayrimenkul insaat sanayi ve ticaret a.s.,
,,,,,,,makina takim endüstrisi a.s.,
,,,,,,,metro ticari ve mali yatirimlar holding a.s.,
,,,,,,,ditas dogan yedek parça imalat ve teknik a.s.,
,,,,,,,trabzon liman isletmeciligi anonim sirketi,
,,,,,,,anel elektrik proje taahhüt ve ticaret anonim sirketi,
,,,,,,,kiler gayrimenkul yatirim ortakligi a.s.,
,,,,,,,"lokman hekim engürüsag saglik, turizm, egitim hizmetleri ve insaat taahhüt a.s.",
,,,,,,,arsan tekstil ticaret ve sanayi anonim sirketi,
,,,,,,,penguen gida sanayi a.s.,
,,,,,,,hedef girisim sermayesi yatirim ortakligi a.s.,
,,,,,,,peker gayrimenkul yatirim ortakligi anonim sirketi,
,,,,,,,cuhadaroglu metal sanayi ve pazarlama a.s.,
,,,,,,,desa deri sanayi ve ticaret a.s.,
,,,,,,,adel kalemcilik ticaret ve sanayi a.s.,
,,,,,,,"trillion energy international, inc.",
,,,,,,,rta laboratuvarlari biyolojik urunler ilac ve makine sanayi ticaret a.s.,
,,,,,,,atakule gayrimenkul yatirim ortakligi a.s.,
,,,,,,,ihlas gayrimenkul proje gelistirme ve ticaret a.s.,
,,,,,,,lüks kadife ticaret ve sanayi a.s.,
,,,,,,,bak ambalaj sanayi ve ticaret a.s.,
,,,,,,,gentas dekoratif yuzeyler sanayi ve ticaret a.s.,
,,,,,,,say yenilenebilir enerji ekipmanlari sanayi ve ticaret a.s.,
,,,,,,,adese alisveris merkezleri ticaret a.s.,
,,,,,,,ufuk yatirim yonetim ve gayrimenkul a.s.,
,,,,,,,dogtas kelebek mobilya sanayi ve ticaret a.s.,
,,,,,,,beyaz filo oto kiralama a.s.,
,,,,,,,ihlas holding a.s.,
,,,,,,,klimasan klima sanayi ve ticaret a.s.,
,,,,,,,ard grup bilisim teknolojileri anonim sirketi,
,,,,,,,bizim toptan satis magazalari a.s.,
,,,,,,,katmerciler arac üstü ekipman sanayi ve ticaret a.s.,
,,,,,,,panora gayrimenkul yatirim ortakligi a.s.,
,,,,,,,merit turizm yatirim ve isletme anonim sirketi,
,,,,,,,fastenal company,
,,,,,,,"consolidated edison, inc.",
,,,,,,,"ameriprise financial, inc.",
,,,,,,,"cheniere energy, inc.",
,,,,,,,"old dominion freight line, inc.",
,,,,,,,"yum! brands, inc.",
,,,,,,,mplx lp,
,,,,,,,"avalonbay communities, inc.",
,,,,,,,resmed inc.,
,,,,,,,"intuitive surgical, inc.",
,,,,,,,"coinbase global, inc.",
,,,,,,,"cloudflare, inc.",
,,,,,,,lyondellbasell industries n.v.,
,,,,,,,transdigm group incorporated,
,,,,,,,public service enterprise group incorporated,
,,,,,,,"waste connections, inc.",
,,,,,,,"doordash, inc.",
,,,,,,,electronic arts inc.,
,,,,,,,parker-hannifin corporation,
,,,,,,,phillips 66,
,,,,,,,"dollar tree, inc.",
,,,,,,,dell technologies inc.,
,,,,,,,sba communications corporation,
,,,,,,,baker hughes company,
,,,,,,,ebay inc.,
,,,,,,,xcel energy inc.,
,,,,,,,"dupont de nemours, inc.",
,,,,,,,welltower inc.,
,,,,,,,msci inc.,
,,,,,,,baxter international inc.,
,,,,,,,"agilent technologies, inc.",
,,,,,,,"walgreens boots alliance, inc.",
,,,,,,,global payments inc.,
,,,,,,,"digital realty trust, inc.",
,,,,,,,carrier global corporation,
,,,,,,,"motorola solutions, inc.",
,,,,,,,the bank of new york mellon corporation,
,,,,,,,valero energy corporation,
,,,,,,,the allstate corporation,
,,,,,,,"the williams companies, inc.",
,,,,,,,devon energy corporation,
,,,,,,,sirius xm holdings inc.,
,,,,,,,cerner corporation,
,,,,,,,equifax inc.,
,,,,,,,hormel foods corporation,
,,,,,,,csx corporation,
,,,,,,,"keysight technologies, inc.",
,,,,,,,svb financial group,
,,,,,,,las vegas sands corp.,
,,,,,,,ball corporation,
,,,,,,,weyerhaeuser company,
,,,,,,,"match group, inc.",
,,,,,,,"nasdaq, inc.",
,,,,,,,"copart, inc.",
,,,,,,,cummins inc.,
,,,,,,,"alexandria real estate equities, inc.",
,,,,,,,"west pharmaceutical services, inc.",
,,,,,,,"american water works company, inc.",
,,,,,,,"cbre group, inc.",
,,,,,,,fifth third bancorp,
,,,,,,,energy transfer lp,
,,,,,,,veeva systems inc.,
,,,,,,,state street corporation,
,,,,,,,"twitter, inc.",
,,,,,,,"zscaler, inc.",
,,,,,,,biogen inc.,
,,,,,,,"ametek, inc.",
,,,,,,,eversource energy,
,,,,,,,"oneok, inc.",
,,,,,,,corning incorporated,
,,,,,,,mettler-toledo international inc.,
,,,,,,,"ppg industries, inc.",
,,,,,,,paccar inc,
,,,,,,,brown-forman corporation,
,,,,,,,"wec energy group, inc.",
,,,,,,,amerisourcebergen corporation,
,,,,,,,"ross stores, inc.",
,,,,,,,hess corporation,
,,,,,,,"rockwell automation, inc.",
,,,,,,,"zoom video communications, inc.",
,,,,,,,otis worldwide corporation,
,,,,,,,international flavors & fragrances inc.,
,,,,,,,kkr & co. inc.,
,,,,,,,"ventas, inc.",
,,,,,,,entergy corporation,
,,,,,,,splunk inc.,
,,,,,,,"best buy co., inc.",
,,,,,,,vulcan materials company,
,,,,,,,"martin marietta materials, inc.",
,,,,,,,"mid-america apartment communities, inc.",
,,,,,,,"slack technologies, inc.",
,,,,,,,northern trust corporation,
,,,,,,,ameren corporation,
,,,,,,,"church & dwight co., inc.",
,,,,,,,"live nation entertainment, inc.",
,,,,,,,"diamondback energy, inc.",
,,,,,,,"verisign, inc.",
,,,,,,,seagen inc.,
,,,,,,,palantir technologies inc.,
,,,,,,,"delta air lines, inc.",
,,,,,,,"gartner, inc.",
,,,,,,,cdw corporation,
,,,,,,,the mosaic company,
,,,,,,,"enphase energy, inc.",
,,,,,,,firstenergy corp.,
