00-avengers-employees,04-iGMM-employees,08-slytherin-employees,10-DeBiGa-employees
,"4,609","14,495"," 96,216"
,"5,661","5,903"," 4,156"
"1,212","10,195","1,030"," 23,992"
"16,000","163,000","3,215"," 33,045"
"9,800","36,600","5,022"," 171,450"
"2,773","17,700","3,087"," 28,000"
"5,700","11,834",425," 147,000"
340,"53,000","3,517"," 5,700"
"18,442","81,070","7,468"," 14,789"
"71,895","58,786",848," 30,020"
"20,400",,"3,691"," 11,282"
"2,970","27,500","4,287"," 17,300"
"5,166","7,664","1,349"," 43,700"
"66,947","84,870","12,556"," 1,223"
"11,149","23,683",not found," 5,485"
,"92,000",361," 1,100"
"16,665","18,500","21,450"," 155,578"
"3,000","20,000","79,298"," 1,665"
"11,000","6,695","9,233"," 10,169"
,"33,500","18,694"," 6,495"
"1,254","15,200","4,840"," 7,642"
"18,442","218,569","18,338"," 52,000"
"320,808","11,833","12,895"," 12,307"
"420,000","14,700","1,567"," 5,600"
"7,900",,"8,446"," 25,751"
"155,000","20,773","7,353"," 57,513"
"84,597","43,000","15,056"," 13,576"
"75,278","39,684","1,196"," 2,576"
"74,920","11,527","2,024"," 132,125"
,"86,700","1,824"," 89,373"
"5,030","50,767",not found," 50,110"
"2,646","2,146","3,963", 84
"1,739","18,129","44,291"," 41,501"
"22,000","548,042","163,119", 196
"55,302","8,521","14,470"," 11,000"
,"23,500","4,309"," 215,298"
,"18,151","3,648",
"171,508","42,862",not found," 49,300"
"31,000","2,180",503," 34,977"
"60,400","14,106",not found," 71,700"
"14,068","177,033","1,058"," 123,894"
"8,600","65,000","2,356"," 37,245"
"240,786","24,700",698," 117,300"
"57,992","85,947",not found," 6,000"
"6,081","1,932","21,750"," 17,463"
"30,000","6,574",537," 22,776"
"12,244","13,460",899," 33,151"
936,"29,300","3,723"," 7,800"
,"29,800","15,986"," 6,800"
"14,500","98,750","4,401"," 39,000"
"17,654","33,000","10,494"," 24,900"
"17,115","59,630","1,955"," 8,079"
,"48,500","2,232"," 5,900"
,"104,400","2,806"," 21,126"
"52,000","40,143","9,029"," 23,000"
"16,196","49,077","9,900"," 114,000"
"12,023","45,000","4,867"," 107,700"
"20,300","3,900",786," 169,339"
"21,000","61,000","15,666"," 119,243"
,"95,950","7,507"," 49,000"
"15,198","46,800",941," 109,700"
"9,982","38,702","7,842"," 142,000"
"8,001","44,000","7,618"," 104,431"
"3,280","287,866","5,511", 672
"18,000","71,385","3,966"," 43,900"
743,"5,800","1,815"," 8,380"
"19,463","181,205","1,275"," 69,205"
"16,813","190,000",267," 104,160"
"2,349","66,279",not found," 13,500"
"78,490","17,100",79," 78,000"
,"106,128","1,791"," 67,000"
,"103,100","2,631"," 40,110"
"8,504","2,700","4,982"," 73,300"
"4,019","106,000","1,211"," 113,000"
"81,770","66,800","5,637"," 118,400"
,"2,800","3,303"," 189,000"
"23,268","25,370",not found," 699,000"
"84,900","231,259","2,902"," 85,400"
"1,594","24,700","8,694"," 132,000"
"18,000","18,100","2,384"," 130,000"
"9,700","47,320",408," 79,500"
"5,895","88,000","1,650"," 309,000"
"19,500","50,000","11,634"," 152,000"
"18,004","43,863","63,400"," 439,787"
385,"14,479",not found," 47,792"
"16,000","68,796","12,580"," 288,000"
,"144,888","2,078"," 20,000"
"40,000","5,000","8,590"," 35,000"
,"32,741","6,461"," 79,000"
"22,965","204,000",975," 29,861"
"2,742","66,400","10,471"," 259,316"
44,"10,000",959," 50,000"
"19,626","72,226","1,823"," 79,000"
"10,046","132,700","4,559"," 42,595"
"12,000","43,000","8,702"," 490,600"
"6,288","83,000","1,531"," 29,031"
,"3,480","3,184"," 63,000"
"10,600","81,284","5,199"," 100,920"
"96,216","150,000",not found," 208,000"
"4,156","3,795","2,815"," 24,000"
"23,992","89,782","13,189"," 148,343"
"33,045","27,605",465,
"34,000","95,000","7,506"," 101,000"
"4,000","25,000","1,843"," 271,025"
,"12,100","5,772"," 2,300,000"
"3,388",68,"2,271"," 112,771"
"158,000","310,000","2,241"," 141,700"
"25,428","79,000","1,511"," 21,500"
"10,793","60,334","2,615"," 350,000"
"122,909","216,528","11,856"," 54,193"
"12,236","166,025","1,346"," 71,970"
"18,680","10,900","2,374"," 22,473"
"14,000","22,604",273," 372,000"
"13,500","20,097","1,696"," 99,290"
,"77,029","2,251"," 1,608,000"
"250,000","60,000","4,309"," 156,500"
"10,200","56,000","2,438",
"5,200","6,132","1,729"," 181,000"
"1,531","15,078","17,071"," 100,000"
"7,375","292,067","27,212"," 15,500"
,"450,000","19,709"," 75,550"
"8,700","16,881",356," 95,442"
"32,258",,"1,761"," 30,900"
"1,384","383,000","3,154"," 107,415"
"10,059","645,318","12,752"," 355,982"
"82,000","220,092","25,279"," 216,000"
"39,035","90,096",219," 9,900"
,"142,000","11,235"," 99,000"
"18,612","104,431","3,724"," 105,476"
"22,000",672,814," 449,934"
"6,705","43,900","18,328"," 219,697"
"17,000","8,380","88,126"," 309,084"
"49,224","69,205","4,407"," 24,200"
"22,000","303,000",840," 300,000"
,"6,378","5,835"," 47,532"
,"27,783","5,840"," 432,003"
"5,900","134,412",602," 90,000"
"33,409","18,400","12,801"," 17,595"
,"148,012","5,034"," 64,000"
"5,385","282,100",660," 174,000"
"17,047","98,200",757," 90,000"
"18,645","28,500","8,698"," 69,600"
"1,046","2,053","9,520"," 33,400"
,"119,243","70,914"," 85,211"
"3,346","21,126","1,895"," 11,300"
"16,700","169,339","4,123"," 75,000"
"31,264","107,700","1,862"," 75,000"
"18,600","114,000","12,483"," 459,000"
"30,300","23,000",238," 15,000"
,"49,000","4,248"," 72,327"
"288,729","109,700","2,138"," 23,939"
"18,000","47,532","1,949"," 32,200"
"8,623","432,003",not found," 31,000"
"5,485","90,000","2,523"," 45,000"
"1,100","17,595","13,396"," 203,000"
"155,578","64,000","2,973"," 29,905"
"1,665","174,000","1,686"," 33,078"
,"90,000","5,437"," 103,669"
"6,495","69,600","7,786"," 100,000"
"7,642","33,400","51,841"," 373,814"
"52,000","85,211","18,784"," 267,890"
,"11,300","16,177"," 73,541"
"5,600","75,000",not found," 25,988"
,"75,000","1,912"," 247,848"
"57,513","459,000",687," 121,100"
"13,576","15,000","7,254"," 83,100"
,"72,327","2,907"," 104,323"
,"23,939","10,909"," 87,000"
,"32,200","12,782"," 121,056"
"50,110","31,000","2,349"," 46,416"
84,"45,000",209," 155,411"
"41,501","203,000",not found," 31,000"
196,"29,905","10,165"," 289,282"
"11,000","33,078","4,175"," 168,000"
"215,298","103,669","2,403"," 44,640"
,"100,000","3,321"," 22,850"
"49,300","373,814","14,633"," 46,000"
,"267,890",654," 54,365"
"71,700","73,541",733," 6,000"
"123,894","25,988","3,393"," 324,667"
"37,245","247,848","3,640",
"117,300","121,100","8,323"," 224,280"
"6,000","83,100","5,539"," 93,700"
"17,463","104,323","92,039"," 6,132"
"22,776","87,000",not found," 15,078"
"33,151","288,000","8,504"," 292,067"
"7,800","20,000","41,286"," 450,000"
"6,800","35,000","20,714"," 16,881"
"39,000","79,000",969,
"24,900","29,861","8,401"," 383,000"
,"259,316",437," 645,318"
"5,900","50,000","16,973"," 220,092"
"16,000","21,500","1,071"," 90,096"
"171,450","350,000","46,512"," 303,000"
"28,000","54,193","1,286"," 6,378"
"147,000","71,970","11,640"," 27,783"
"5,700","22,473",826," 134,412"
"14,789","372,000","1,704"," 18,400"
"30,020","99,290","39,499"," 148,012"
"11,282","1,608,000","7,815"," 282,100"
"17,300","156,500","1,210"," 98,200"
"43,700",,"1,926"," 28,500"
"1,223","181,000","1,792"," 2,053"
,,"3,302",
,,"6,313",
,,"1,618",
,,"27,678",
,,628,
,,"2,979",
,,980,
,,"15,828",
,,"1,044",
,,"1,513",
,,"1,780",
,,"6,907",
,,not found,
,,202,
,,"5,292",
,,"1,444",
,,"1,387",
,,"2,516",
,,"1,939",
,,"4,141",
,,213,
,,"6,324",
,,"3,346",
,,"6,615",
,,"4,112",
,,"2,564",
,,"1,692",
,,not found,
,,"16,709",
,,"1,785",
,,"7,530",
,,"2,806",
,,"16,356",
,,"1,652",
,,"3,422",
,,"2,961",
,,"24,361",
,,not found,
,,531,
,,"6,527",
,,591,
,,321,
,,"8,965",
,,603,
,,952,
,,"4,001",
,,"4,055",
,,"2,079",
,,"4,977",
,,"2,258",
,,"1,705",
,,"70,711",
,,924,
,,404,
,,"6,977",
,,"1,207",
,,"2,233",
,,not found,
,,"3,838",
,,"4,525",
,,"2,719",
,,679,
,,611,
,,"1,302",
,,430,
,,not found,
,,427,
,,"2,323",
,,"4,740",
,,917,
,,"6,216",
,,506,
,,"3,523",
,,"4,701",
,,639,
,,"4,629",
,,"8,553",
,,752,
,,"3,993",
,,153,
,,"2,477",
,,"3,453",
,,"4,368",
,,"2,350",
,,"2,536",
,,"2,651",
,,811,
,,"3,138",
,,733,
,,818,
,,574,
,,"16,004",
,,"3,144",
,,476,
,,"8,103",
,,"3,134",
,,"1,462",
,,606,
,,"1,202",
,,"5,144",
,,"1,535",
,,994,
,,578,
,,"4,288",
,,"7,469",
,,"11,226",
,,not found,
,,"4,766",
,,745,
,,"1,297",
,,"4,203",
,,not found,
,,"9,350",
,,"2,784",
,,"1,528",
,,421,
,,"18,226",
,,"12,946",
,,"1,009",
,,"6,056",
,,"2,127",
,,"1,783",
,,840,
,,"4,038",
,,517,
,,"1,165",
,,"2,817",
,,475,
,,"7,684",
,,not found,
,,"8,277",
,,"7,633",
,,"3,196",
,,"2,265",
,,984,
,,"5,145",
,,"4,875",
,,"1,184",
,,"4,212",
,,"1,112",
,,"83,463",
,,279,
,,"1,711",
,,"17,403",
,,"1,374",
,,"6,503",
,,"2,806",
,,"6,601",
,,"3,146",
,,"32,409",
,,"1,123",
,,"2,840",
,,"11,029",
,,not found,
,,"19,359",
,,"3,381",
,,"2,210",
,,"2,727",
,,"2,499",
,,"2,027",
,,"10,321",
,,"5,799",
,,"2,815",
,,"16,118",
,,"43,902",
,,"6,151",
,,"37,639",
,,278,
,,"5,058",
,,"7,821",
,,not found,
,,"5,815",
,,not found,
,,"4,058",
,,"1,359",
,,"7,846",
,,"14,594",
,,"2,857",
,,"5,120",
,,"1,819",
,,"9,284",
,,"2,808",
,,"32,337",
,,"8,957",
,,"3,066",
,,"12,389",
,,"20,200",
,,"6,594",
,,"14,493",
,,"9,735",
,,"12,135",
,,"7,232",
,,"1,579",
,,"2,345",
,,"15,117",
,,"1,553",
,,"2,246",
,,"2,346",
,,857,
,,"2,736",
,,"46,447",
,,"2,934",
,,"5,564",
,,344,
,,"3,722",
,,"50,000",
,,953,
,,not found,
,,39,
,,not found,
,,5,
,,37,
,,10,
,,not found,
,,40,
,,72,
,,94,
,,89,
,,1,
,,not found,
,,36,
,,not found,
,,41,
,,not found,
,,286,
,,not found,
,,not found,
,,not found,
,,138,
,,169,
,,174,
,,17,
,,"3,119",
,,"14,029",
,,50,
,,"8,765",
,,10,
,,62,
,,10,
,,18,
,,617,
,,8,
,,449,
,,18,
,,5,
,,7,
,,"2,638",
,,280,
,,386,
,,"1,060",
,,41,
,,907,
,,93,
,,765,
,,311,
,,not found,
,,126,
,,166,
,,44,
,,618,
,,168,
,,"1,158",
,,47,
,,213,
,,15,
,,334,
,,72,
,,333,
,,3,
,,"8,204",
,,"3,208",
,,"101,300",
,,"11,360",
,,960,
,,"12,779",
,,"7,083",
,,"6,009",
,,"5,568",
,,"36,971",
,,"71,736",
,,"34,628",
,,"2,001",
,,"7,618",
,,74,
,,"48,609",
,,"10,792",
,,"1,598",
,,"8,878",
,,"6,655",
,,"2,617",
,,"1,566",
,,"1,852",
,,"2,108",
,,"1,926",
,,"7,964",
,,"17,475",
,,"1,571",
,,"8,580",
,,"22,333",
,,"4,919",
,,"3,791",
,,"1,138",
,,"20,222",
,,"11,235",
,,"10,904",
,,"2,226",
,,not found,
,,"5,169",
,,"31,512",
,,"3,931",
,,"5,346",
,,"8,094",
,,"5,778",
,,"2,972",
,,"3,778",
,,"1,315",
,,"5,484",
,,not found,
,,"16,550",
,,"5,408",
,,65,
,,41,
,,141,
,,3,
,,not found,
,,not found,
,,73,
,,24,
,,20,
,,1,
,,44,
,,17,
,,"2,266",
,,132,
,,316,
,,15,
,,38,
,,"1,900",
,,not found,
,,614,
,,406,
,,48,
,,56,
,,1,
,,214,
,,7,
,,not found,
,,472,
,,599,
,,103,
,,33,
,,100,
,,21,
,,333,
,,87,
,,not found,
,,769,
,,490,
,,143,
,,578,
,,528,
,,"1,600",
,,521,
,,271,
,,730,
,,"1,200",
,,"3,624",
,,219,
,,"1,344",
,,"6,245",
,,"2,015",
,,"2,300",
,,462,
,,99,
,,"1,057",
,,665,
,,351,
,,490,
,,664,
,,"2,724",
,,"2,891",
,,"2,889",
,,"10,714",
,,"8,600",
,,"6,878",
,,234,
,,"9,179",
,,"1,591",
,,604,
,,"23,000",
,,"5,682",
,,"25,139",
,,"3,062",
,,"6,778",
,,"6,152",
,,not found,
,,"8,284",
,,"22,240",
,,"4,930",
,,"11,779",
,,"14,235",
,,"2,982",
,,"8,981",
,,"9,209",
,,"52,564",
,,"7,815",
,,"16,860",
,,"9,388",
,,"33,340",
,,"2,280",
,,"20,895",
,,"11,138",
,,"3,299",
,,"1,442",
,,"2,439",
,,"2,868",
,,"8,745",
,,"10,818",
,,684,
,,"1,951",
,,"3,120",
,,"3,117",
,,"6,147",
,,"8,392",
,,"2,227",
,,"2,898",
,,963,
,,47,
,,not found,
,,806,
,,11,
,,25,
,,167,
,,19,
,,81,
,,not found,
,,696,
,,195,
,,65,
,,396,
,,140,
,,not found,
,,363,
,,18,
,,135,
,,139,
,,not found,
,,4,
,,254,
,,117,
,,not found,
,,6,
,,348,
,,855,
,,not found,
,,308,
,,567,
,,87,
,,757,
,,"2,159",
,,not found,
,,322,
,,107,
,,"1,043",
,,not found,
,,176,
,,26,
,,92,
,,67,
,,925,
,,"3,289",
,,91,
,,33,
,,"2,546",
,,"195,481",
,,60,
,,432,
,,160,
,,122,
,,236,
,,294,
,,794,
,,not found,
,,111,
,,192,
,,not found,
,,246,
,,150,
,,"3,732",
,,245,
,,988,
,,139,
,,"1,860",
,,406,
,,"205,000",
,,"1,000",
,,"3,874",
,,98,
,,not found,
,,133,
,,700,
,,155,
,,"2,211",
,,223,
,,"1,212",
,,not found,
,,182,
,,275,
,,21,
,,212,
,,"2,771",
,,865,
,,209,
,,"16,250",
,,"5,658",
,,"11,648",
,,"19,371",
,,"3,586",
,,"2,977",
,,"124,270",
,,"120,748",
,,"5,456",
,,"7,796",
,,"51,100",
,,"8,470",
,,726,
,,"1,258",
,,"74,266",
,,"4,492",
,,"15,088",
,,"20,442",
,,"6,629",
,,"17,336",
,,"14,723",
,,"11,467",
,,not found,
,,"2,170",
,,"20,636",
,,"3,332",
,,"10,163",
,,"3,673",
,,"6,281",
,,"113,234",
,,857,
,,"1,308",
,,"23,359",
,,"68,663",
,,"4,760",
,,"19,576",
,,"11,845",
,,"8,303",
,,"3,326",
,,"4,118",
,,"6,447",
,,"7,553",
,,"39,071",
,,"9,739",
,,"5,689",
,,"40,607",
,,52,
,,not found,
,,not found,
,,159,
,,3,
,,6,
,,not found,
,,not found,
,,not found,
,,103,
,,29,
,,10,
,,1,
,,52,
,,86,
,,26,
,,13,
,,328,
,,50,
,,71,
,,65,
,,9,
,,not found,
,,51,
,,81,
,,10,
,,182,
,,17,
,,91,
,,not found,
,,3,
,,3,
,,not found,
,,not found,
,,215,
,,not found,
,,92,
,,909,
,,13,
,,67,
,,591,
,,539,
,,203,
,,not found,
,,98,
,,18,
,,67,
,,"1,080",
,,202,
,,16,
,,not found,
,,3,
,,745,
,,64,
,,22,
,,9,
,,not found,
,,35,
,,7,
,,72,
,,not found,
,,32,
,,"3,000",
,,not found,
,,not found,
,,"2,779",
,,18,
,,not found,
,,207,
,,153,
,,75,
,,95,
,,34,
,,212,
,,8,
,,"16,676",
,,202,
,,200,
,,143,
,,38,
,,182,
,,131,
,,75,
,,"1,822",
,,59,
,,318,
,,38,
,,218,
,,535,
,,483,
,,50,
,,271,
,,38,
,,462,
,,"5,721",
,,14,
,,not found,
,,not found,
,,140,
,,not found,
,,344,
,,not found,
,,not found,
,,301,
,,168,
,,"4,000",
,,29,
,,"1,100",
,,"3,500",
,,669,
,,566,
,,787,
,,103,
,,7,
,,"1,060",
,,"2,465",
,,329,
,,47,
,,"3,039",
,,"1,260",
,,370,
,,"3,009",
,,not found,
,,227,
,,"1,836",
,,"2,635",
,,841,
,,"2,399",
,,"1,811",
,,"1,758",
,,"1,333",
,,38,
,,"1,422",
,,971,
,,"5,600",
,,"2,600",
,,26,
,,"2,976",
,,"1,200",
,,45,
,,"2,374",
,,86,
,,not found,
,,"1,746",
,,not found,
,,"1,385",
,,not found,
,,52,
,,9,
,,"1,554",
,,"25,437",
,,395,
,,"18,584",
,,"12,642",
,,"7,585",
,,"1,154",
,,"12,495",
,,"1,100",
,,"3,782",
,,"44,173",
,,"39,474",
,,"36,234",
,,"14,602",
,,"3,848",
,,"32,913",
,,"9,294",
,,"4,750",
,,"2,310",
,,"10,781",
,,"3,621",
,,"10,761",
,,"7,924",
,,"23,528",
,,"6,461",
,,"6,630",
,,"1,774",
,,"24,831",
,,"13,490",
,,"39,312",
,,"4,471",
,,"5,454",
,,"7,758",
,,"8,090",
,,"9,118",
,,"76,000",
,,"4,769",
,,"1,801",
,,"13,238",
,,"111,900",
,,"48,136",
,,"5,260",
,,"13,327",
,,"6,550",
,,"56,583",
,,708,
,,48,
,,not found,
,,426,
,,"2,043",
,,68,
,,787,
,,572,
,,140,
,,"1,132",
,,371,
,,"1,327",
,,not found,
,,585,
,,3,
,,"1,181",
,,645,
,,not found,
,,640,
,,186,
,,"2,181",
,,not found,
,,240,
,,123,
,,581,
,,605,
,,"3,225",
,,"1,316",
,,805,
,,10,
,,"1,739",
,,"1,440",
,,"1,033",
,,not found,
,,"1,344",
,,"1,285",
,,"2,567",
,,"1,336",
,,6,
,,680,
,,115,
,,"7,874",
,,not found,
,,330,
,,"1,417",
,,not found,
,,not found,
,,not found,
,,186,
,,not found,
,,260,
,,219,
,,154,
,,15,
,,not found,
,,29,
,,386,
,,29,
,,27,
,,136,
,,8,
,,16,
,,not found,
,,406,
,,352,
,,7,
,,26,
,,262,
,,48,
,,346,
,,21,
,,208,
,,100,
,,621,
,,247,
,,355,
,,59,
,,"1,368",
,,36,
,,not found,
,,"1,220",
,,not found,
,,81,
,,704,
,,"1,762",
,,97,
,,"2,582",
,,707,
,,806,
,,"1,078",
,,509,
,,"2,186",
,,"1,773",
,,"6,907",
,,"2,918",
,,117,
,,391,
,,"4,678",
,,"3,600",
,,"1,013",
,,"3,581",
,,"3,500",
,,"1,810",
,,"1,247",
,,"10,872",
,,"9,872",
,,"11,281",
,,"15,167",
,,336,
,,"3,339",
,,"2,895",
,,"1,890",
,,"1,973",
,,161,
,,475,
,,"5,713",
,,"1,335",
,,"6,484",
,,not found,
,,"5,100",
,,771,
,,"3,184",
,,"1,469",
,,739,
,,"4,597",
,,978,
,,968,
,,"1,145",
,,849,
,,"1,062",
,,27,
,,"1,382",
,,"102,262",
,,118,
,,"1,174",
,,22,
,,693,
,,"15,515",
,,713,
,,766,
,,"2,504",
,,676,
,,"5,593",
,,90,
,,"3,571",
,,75,
,,"1,054",
,,809,
,,85,
,,"1,413",
,,179,
,,not found,
,,892,
,,42,
,,220,
,,288,
,,913,
,,327,
,,"1,183",
,,474,
,,214,
,,"2,745",
,,153,
,,425,
,,2,
,,"12,108",
,,188,
,,not found,
,,"3,496",
,,300,
,,"3,161",
,,41,
,,432,
,,"3,261",
,,124,
,,32,
,,905,
,,348,
,,386,
,,"14,000",
,,82,
,,742,
,,11,
,,"1,070",
,,"1,762",
,,"1,481",
,,"11,891",
,,"1,757",
,,299,
,,13,
,,21,
,,"2,105",
,,112,
,,43,
,,233,
,,"1,085",
,,792,
,,750,
,,"1,000",
,,343,
,,not found,
,,657,
,,578,
,,499,
,,"1,572",
,,"1,016",
,,"1,789",
,,18,
,,67,
,,621,
,,215,
,,15,
,,478,
,,"2,218",
,,429,
,,452,
,,"1,071",
,,121,
,,56,
,,100,
,,"2,714",
,,"3,001",
,,"1,000",
,,"9,554",
,,770,
,,"3,000",
,,168,
,,"4,350",
,,564,
,,124,
,,"18,159",
,,157,
,,"1,924",
,,46,
,,5,
,,450,
,,55,
,,"7,718",
,,3,
,,not found,
,,"2,501",
,,300,
,,9,
,,not found,
,,709,
,,277,
,,7,
,,"1,048",
,,214,
,,409,
,,51,
,,9,
,,416,
,,675,
,,3,
,,1,
,,204,
,,556,
,,"1,593",
,,17,
,,25,
,,23,
,,"1,137",
,,147,
,,500,
,,73,
,,288,
,,428,
,,not found,
,,25,
,,409,
,,"1,591",
,,213,
,,7,
,,"1,157",
,,"1,397",
,,107,
,,"2,587",
,,64,
,,178,
,,130,
,,63,
,,653,
,,2,
,,387,
,,118,
,,2,
,,"2,831",
,,250,
,,212,
,,731,
,,326,
,,696,
,,138,
,,47,
,,68,
,,246,
,,60,
,,712,
,,219,
,,390,
,,not found,
,,498,
,,"1,643",
,,506,
,,660,
,,406,
,,"1,862",
,,65,
,,165,
,,50,
,,not found,
,,195,
,,62,
,,247,
,,not found,
,,357,
,,437,
,,4,
,,63,
,,not found,
,,227,
,,"2,989",
,,123,
,,60,
,,not found,
,,17,
,,865,
,,119,
,,12,
,,38,
,,213,
,,25,
,,87,
,,565,
,,102,
,,12,
,,110,
,,"11,609",
,,945,
,,4,
,,112,
,,"1,600",
,,53,
,,721,
,,770,
,,"1,003",
,,283,
,,not found,
,,not found,
,,not found,
,,697,
,,281,
,,177,
,,388,
,,90,
,,175,
,,318,
,,10,
,,34,
,,297,
,,414,
,,not found,
,,149,
,,31,
,,250,
,,101,
,,120,
,,114,
,,not found,
,,1,
,,111,
,,145,
,,71,
,,127,
,,"1,425",
,,28,
,,10,
,,55,
,,49,
,,11,
,,33,
,,38,
,,55,
,,"5,685",
,,57,
,,5,
,,"1,579",
,,189,
,,82,
,,55,
,,21,
,,251,
,,4,
,,15,
,,73,
,,802,
,,263,
,,338,
,,183,
,,2,
,,18,
,,419,
,,127,
,,205,
,,"1,508",
,,"1,406",
,,"1,600",
,,569,
,,826,
,,922,
,,51,
,,965,
,,327,
,,"1,387",
,,"38,277",
,,3,
,,55,
,,"2,193",
,,31,
,,3,
,,21,
,,71,
,,1,
,,not found,
,,8,
,,16,
,,"1,738",
,,not found,
,,21,
,,32,
,,"68,283",
,,41,
,,"22,000",
,,60,
,,not found,
,,72,
,,21,
,,397,
,,95,
,,1,
,,67,
,,55,
,,134,
,,227,
,,12,
,,456,
,,109,
,,390,
,,89,
,,221,
,,not found,
,,75,
,,31,
,,76,
,,242,
,,52,
,,45,
,,205,
,,221,
,,147,
,,151,
,,153,
,,46,
,,127,
,,not found,
,,128,
,,"1,312",
,,"1,401",
,,14,
,,103,
,,556,
,,420,
,,"1,046",
,,"1,679",
,,33,
,,"1,668",
,,40,
,,30,
,,738,
,,388,
,,648,
,,not found,
,,"7,481",
,,"1,329",
,,906,
,,693,
,,105,
,,"2,212",
,,111,
,,27,
,,635,
,,not found,
,,"477,600",
,,not found,
,,155,
,,not found,
,,328,
,,10,
,,70,
,,not found,
,,759,
,,390,
,,not found,
,,402,
,,415,
,,not found,
,,368,
,,719,
,,262,
,,413,
,,not found,
,,"2,617",
,,570,
,,not found,
,,not found,
,,782,
,,not found,
,,46,
,,not found,
,,"1,145",
,,236,
,,"2,359",
,,not found,
,,not found,
,,"1,215",
,,100,
,,not found,
,,739,
,,63,
,,167,
,,"2,314",
,,572,
,,402,
,,"2,120",
,,990,
,,39,
,,90,
,,"1,137",
,,40,
,,684,
,,not found,
,,213,
,,520,
,,138,
,,65,
,,282,
,,569,
,,181,
,,"1,100",
,,5,
,,189,
,,"1,088",
,,not found,
,,12,
,,"1,122",
,,30,
,,25,
,,7,
,,362,
,,"1,355",
,,18,
,,343,
,,917,
,,37,
,,16,
,,23,
,,166,
,,44,
,,not found,
,,782,
,,444,
,,not found,
,,158,
,,63,
,,167,
,,408,
,,700,
,,123,
,,"1,536",
,,96,
,,"5,168",
,,870,
,,"3,546",
,,"4,079",
,,3,
,,"5,190",
,,"2,200",
,,"7,039",
,,"1,542",
,,"3,700",
,,"1,281",
,,"98,755",
,,110,
,,"10,956",
,,"4,600",
,,"10,457",
,,403,
,,"12,316",
,,"5,127",
,,17,
,,"6,159",
,,not found,
,,not found,
,,786,
,,"2,769",
,,"3,879",
,,"1,298",
,,"6,773",
,,"2,704",
,,"5,700",
,,"7,356",
,,316,
,,519,
,,"7,143",
,,"21,021",
,,123,
,,"11,228",
,,"7,306",
,,"12,000",
,,85,
,,"1,085",
,,"2,453",
,,678,
,,"20,998",
,,"9,348",
,,"4,206",
,,"6,639",
,,"60,464",
,,"18,764",
,,"12,030",
,,"42,650",
,,"6,160",
,,502,
,,917,
,,"26,845",
,,not found,
,,"2,817",
,,not found,
,,"12,245",
,,"81,157",
,,"86,251",
,,"153,109",
