00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,06-MarScoToc-mastercap,07-silvestri-market_value_apr_2022,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap,03-gren-market_capitalization_usd
cdoll_109.48 billion,not found,doll_49.23 b,doll_3.17 b,doll_88.77 b,doll_88.77 b,doll_35.44 billion,doll_88.77 b,88770000000.0
doll_87.64 billion,not found,doll_49.32 b,doll_3.16 b,doll_88.76 b,doll_88.76 b,usdoll_35.57 billion,doll_88.76 b,88760000000.0
cdoll_109.86 billion,₹10.6 million,doll_49.42 b,doll_3.14 b,doll_87.76 b,doll_87.76 b,usdoll_35.84 billion,doll_87.76 b,87760000000.0
doll_88.76 billion,₹32.5 million,doll_49.66 b,doll_3.10 b,doll_87.64 b,doll_87.64 b,usdoll_35.86 billion,doll_87.64 b,87640000000.0
doll_88.77 billion,₹32.6 million,doll_49.83 b,doll_3.10 b,doll_87.46 b,doll_87.46 b,doll_35.86 billion,doll_87.46 b,87460000000.0
adoll_119.58 billion,₹24.0 million,doll_49.91 b,doll_2.93 b,doll_87.31 b,doll_87.31 b,doll_35.92 billion,doll_87.31 b,87310000000.0
doll_89.82 billion,₹15.3 million,doll_50.02 b,doll_2.91 b,doll_87.17 b,doll_87.17 b,usdoll_35.93 billion,doll_87.17 b,87170000000.0
doll_90.34 billion,₹34.8 million,doll_50.18 b,doll_2.83 b,doll_87.16 b,doll_87.16 b,doll_35.96 billion,doll_87.16 b,87160000000.0
hkdoll_708.63 billion,"₪545,492",doll_50.19 b,doll_2.77 b,doll_86.49 b,doll_86.49 b,doll_36.14 billion,doll_86.49 b,86490000000.0
doll_90.67 billion,₪1.7 million,doll_50.29 b,doll_2.77 b,doll_85.03 b,doll_85.03 b,doll_36.14 billion,doll_85.03 b,85030000000.0
€82.13 billion,₪1.7 million,doll_50.46 b,doll_2.76 b,doll_84.67 b,doll_84.67 b,doll_36.28 billion,doll_84.67 b,84670000000.0
€84.18 billion,"₪726,713",doll_50.75 b,doll_2.69 b,doll_83.80 b,doll_83.80 b,usdoll_36.37 billion,doll_83.80 b,83800000000.0
€85.38 billion,"₪407,421",doll_50.76 b,doll_2.68 b,doll_83.24 b,doll_83.24 b,usdoll_32.72 billion,doll_83.24 b,83240000000.0
cdoll_118.85 billion,"₪569,416",doll_50.95 b,doll_2.64 b,doll_82.60 b,doll_82.60 b,doll_32.81 billion,doll_82.60 b,82600000000.0
cdoll_118.87 billion,₪1.8 million,doll_51.03 b,doll_2.61 b,doll_81.03 b,doll_81.03 b,doll_32.84 billion,doll_81.03 b,81030000000.0
doll_95.02 billion,₪1.8 million,doll_51.43 b,doll_2.60 b,doll_80.92 b,doll_80.92 b,usdoll_32.99 billion,doll_80.92 b,80920000000.0
cn¥606.62 billion,₪1.8 million,doll_51.49 b,doll_2.59 b,doll_80.49 b,doll_80.49 b,usdoll_33.02 billion,doll_80.49 b,80490000000.0
£73.39 billion,"₪608,623",doll_51.51 b,"(sept. 1, 2018)",doll_80.16 b,doll_80.16 b,doll_33.02 billion,doll_80.16 b,80160000000.0
doll_96.98 billion,₪1.8 million,doll_51.55 b,doll_2.55 b,doll_79.62 b,doll_79.62 b,doll_33.05 billion,doll_79.62 b,79620000000.0
doll_73.38 billion,cn¥32.99 billion,doll_51.58 b,doll_2.52 b,doll_79.22 b,doll_79.22 b,usdoll_33.08 billion,doll_79.22 b,79220000000.0
chf68.11 billion,cn¥33.20 billion,doll_51.71 b,"(jan. 1, 2022)",doll_78.66 b,doll_78.66 b,doll_33.09 billion,doll_78.66 b,78660000000.0
doll_73.72 billion,€121.8 million,doll_51.80 b,doll_2.48 b,doll_78.42 b,doll_78.42 b,doll_33.22 billion,doll_78.42 b,78420000000.0
doll_73.99 billion,hkdoll_40.95 billion,doll_52.00 b,doll_2.48 b,doll_78.39 b,doll_78.39 b,usdoll_33.26 billion,doll_78.39 b,78390000000.0
doll_74.17 billion,€83.8 million,doll_52.19 b,doll_2.48 b,doll_78.38 b,doll_78.38 b,usdoll_33.29 billion,doll_78.38 b,78380000000.0
cdoll_93.61 billion,€81.9 million,doll_52.19 b,doll_2.46 b,doll_77.60 b,doll_77.60 b,doll_33.32 billion,doll_77.60 b,77600000000.0
doll_74.79 billion,€84.5 million,doll_52.28 b,doll_2.44 b,doll_77.10 b,doll_77.10 b,usdoll_33.35 billion,doll_77.10 b,77100000000.0
doll_74.91 billion,€83.9 million,doll_52.29 b,doll_2.44 b,doll_76.98 b,doll_76.98 b,usdoll_33.43 billion,doll_76.98 b,76980000000.0
doll_76.15 billion,€85.5 million,doll_52.30 b,doll_2.43 b,doll_76.15 b,doll_76.15 b,usdoll_33.46 billion,doll_76.15 b,76150000000.0
doll_76.98 billion,€86.3 million,doll_52.30 b,doll_2.37 b,doll_74.91 b,doll_74.91 b,doll_30.53 billion,doll_74.91 b,74910000000.0
doll_77.10 billion,€87.4 million,doll_52.47 b,doll_2.35 b,doll_74.79 b,doll_74.79 b,usdoll_30.53 billion,doll_74.79 b,74790000000.0
doll_77.60 billion,€86.6 million,doll_52.76 b,doll_2.35 b,doll_74.78 b,doll_74.78 b,doll_30.69 billion,doll_74.78 b,74780000000.0
doll_78.38 billion,€91.2 million,doll_53.30 b,doll_2.35 b,doll_74.17 b,doll_74.17 b,usdoll_30.70 billion,doll_74.17 b,74170000000.0
cn¥498.77 billion,€94.3 million,doll_53.33 b,doll_2.34 b,doll_73.99 b,doll_73.99 b,doll_30.76 billion,doll_73.99 b,73990000000.0
cn¥498.96 billion,€92.4 million,doll_53.76 b,doll_2.34 b,doll_73.72 b,doll_73.72 b,doll_30.83 billion,doll_73.72 b,73720000000.0
€71.19 billion,€99.1 million,doll_53.78 b,doll_2.33 b,doll_73.58 b,doll_73.58 b,usdoll_30.91 billion,doll_73.58 b,73580000000.0
cdoll_99.16 billion,€97.7 million,doll_53.86 b,doll_2.32 b,doll_73.38 b,doll_73.38 b,usdoll_30.93 billion,doll_73.38 b,73380000000.0
doll_62.69 billion,€94.5 million,doll_53.86 b,doll_2.27 b,doll_73.33 b,doll_48.92 b,doll_30.95 billion,doll_73.33 b,73330000000.0
doll_62.69 billion,doll_110.5 million,doll_54.30 b,doll_2.27 b,doll_73.25 b,doll_48.83 b,usdoll_31.00 billion,doll_73.25 b,73250000000.0
€56.79 billion,€97.0 million,doll_54.31 b,doll_2.26 b,doll_73.12 b,doll_48.74 b,usdoll_31.00 billion,doll_73.12 b,73120000000.0
doll_62.87 billion,€102.1 million,doll_54.54 b,doll_2.24 b,doll_72.31 b,doll_48.52 b,usdoll_31.02 billion,doll_72.31 b,72310000000.0
doll_63.08 billion,€102.7 million,doll_54.59 b,doll_2.24 b,doll_72.16 b,doll_48.50 b,doll_31.03 billion,doll_72.16 b,72160000000.0
doll_63.25 billion,€106.0 million,doll_54.69 b,doll_2.22 b,doll_71.96 b,doll_48.50 b,usdoll_31.04 billion,doll_71.96 b,71960000000.0
¥7.770 trillion,€107.7 million,doll_54.87 b,"(march 13, 2021)",doll_71.91 b,doll_48.46 b,usdoll_31.12 billion,doll_71.91 b,71910000000.0
kr.433.49 billion,€107.8 million,doll_54.93 b,doll_2.18 b,doll_71.90 b,doll_48.27 b,doll_31.15 billion,doll_71.90 b,71900000000.0
₩76.082 trillion,€108.1 million,doll_55.23 b,doll_2.16 b,doll_71.50 b,doll_48.17 b,doll_27.91 billion,doll_71.50 b,71500000000.0
¥7.922 trillion,€110.7 million,doll_55.28 b,doll_2.14 b,doll_71.48 b,doll_48.15 b,usdoll_27.93 billion,doll_71.48 b,71480000000.0
doll_65.04 billion,€111.1 million,doll_55.31 b,doll_2.11 b,doll_70.81 b,doll_48.14 b,usdoll_27.94 billion,doll_70.81 b,70810000000.0
doll_65.53 billion,"₪893,143",doll_55.58 b,doll_2.11 b,doll_70.55 b,doll_48.00 b,usdoll_28.00 billion,doll_70.55 b,70550000000.0
doll_65.64 billion,"₪895,856",doll_55.88 b,"(march 13, 2021)",doll_70.20 b,doll_47.89 b,doll_28.05 billion,doll_70.20 b,70200000000.0
doll_65.74 billion,€111.1 million,doll_43.93 b,"(march 13, 2021)",doll_70.20 b,doll_47.73 b,usdoll_28.11 billion,doll_70.20 b,70200000000.0
doll_65.89 billion,"₪918,243",doll_43.98 b,"(march 13, 2021)",doll_70.15 b,doll_47.69 b,usdoll_28.15 billion,doll_70.15 b,70150000000.0
doll_66.35 billion,"₪922,695",doll_44.01 b,"(march 13, 2021)",doll_69.90 b,doll_47.17 b,usdoll_28.24 billion,doll_69.90 b,69900000000.0
doll_66.62 billion,"₪934,200",doll_44.06 b,doll_2.06 b,,doll_47.15 b,doll_28.24 billion,doll_69.45 b,69450000000.0
sdoll_90.55 billion,"₪925,333",doll_44.11 b,doll_2.05 b,doll_69.31 b,doll_47.07 b,usdoll_28.28 billion,doll_69.31 b,69310000000.0
cn¥425.49 billion,"₪303,655",doll_44.23 b,doll_2.04 b,doll_68.93 b,doll_46.86 b,doll_28.31 billion,doll_68.93 b,68930000000.0
doll_66.95 billion,"₪940,491",doll_44.32 b,doll_2.03 b,doll_68.69 b,doll_46.86 b,doll_28.52 billion,doll_68.69 b,68690000000.0
chf62.20 billion,₪1.0 million,doll_44.32 b,doll_2.03 b,doll_68.68 b,doll_46.71 b,usdoll_28.55 billion,doll_68.68 b,68680000000.0
adoll_89.59 billion,₪1.0 million,doll_44.39 b,"(march 13, 2021)",doll_68.23 b,doll_46.33 b,usdoll_28.71 billion,doll_68.23 b,68230000000.0
doll_67.31 billion,cn¥29.46 billion,doll_44.78 b,doll_1.98 b,doll_68.11 b,doll_46.13 b,usdoll_28.75 billion,doll_68.11 b,68110000000.0
doll_67.49 billion,hkdoll_36.11 billion,doll_44.95 b,doll_1.97 b,doll_68.09 b,doll_46.01 b,doll_28.90 billion,doll_68.09 b,68090000000.0
doll_67.49 billion,€46.7 million,doll_44.96 b,doll_1.96 b,doll_67.54 b,doll_45.98 b,doll_26.09 billion,doll_67.54 b,67540000000.0
doll_67.54 billion,€48.9 million,doll_45.00 b,doll_1.95 b,doll_67.49 b,doll_45.89 b,usdoll_26.13 billion,doll_67.49 b,67490000000.0
€61.63 billion,€48.4 million,doll_45.09 b,doll_1.94 b,doll_67.49 b,doll_45.83 b,doll_26.18 billion,doll_67.49 b,67490000000.0
¥8.345 trillion,€47.8 million,doll_45.13 b,doll_1.94 b,doll_67.31 b,doll_45.77 b,usdoll_26.22 billion,doll_67.31 b,67310000000.0
€61.75 billion,€49.6 million,doll_45.21 b,doll_1.92 b,doll_67.20 b,,usdoll_26.29 billion,doll_67.20 b,67200000000.0
doll_68.68 billion,€50.3 million,doll_45.35 b,doll_1.90 b,doll_67.19 b,doll_45.74 b,doll_26.38 billion,doll_67.19 b,67190000000.0
₽5.890 trillion,€52.6 million,doll_45.56 b,"(march 13, 2021)",doll_66.95 b,doll_45.64 b,usdoll_26.38 billion,doll_66.95 b,66950000000.0
chf63.80 billion,€53.1 million,doll_45.64 b,doll_1.89 b,doll_66.87 b,doll_45.56 b,usdoll_26.38 billion,doll_66.87 b,66870000000.0
doll_69.31 billion,€52.9 million,doll_45.74 b,doll_1.87 b,doll_66.74 b,doll_45.35 b,usdoll_26.40 billion,doll_66.74 b,66740000000.0
mxdoll_1.423 trillion,€54.4 million,doll_45.74 b,doll_1.87 b,doll_66.62 b,doll_45.21 b,doll_26.41 billion,doll_66.62 b,66620000000.0
€63.26 billion,€54.5 million,doll_45.77 b,doll_1.87 b,doll_66.35 b,doll_45.13 b,doll_26.52 billion,doll_66.35 b,66350000000.0
€63.49 billion,€56.6 million,doll_45.83 b,doll_1.86 b,doll_65.89 b,doll_45.09 b,usdoll_26.55 billion,doll_65.89 b,65890000000.0
doll_70.20 billion,€57.1 million,doll_45.89 b,doll_1.85 b,doll_65.74 b,doll_45.00 b,doll_26.56 billion,doll_65.74 b,65740000000.0
€63.54 billion,€57.6 million,doll_45.98 b,doll_1.83 b,doll_65.64 b,doll_44.96 b,doll_26.59 billion,doll_65.64 b,65640000000.0
doll_70.55 billion,€55.1 million,doll_46.01 b,doll_1.83 b,doll_65.53 b,doll_44.95 b,doll_26.66 billion,doll_65.53 b,65530000000.0
doll_70.81 billion,€57.6 million,doll_46.13 b,doll_1.81 b,doll_65.04 b,doll_44.78 b,doll_26.68 billion,doll_65.04 b,65040000000.0
£54.51 billion,€59.3 million,doll_46.33 b,doll_1.79 b,doll_64.66 b,doll_44.39 b,usdoll_24.05 billion,doll_64.66 b,64660000000.0
€64.71 billion,€59.8 million,doll_46.71 b,doll_1.79 b,,doll_44.32 b,usdoll_24.08 billion,doll_64.60 b,64600000000.0
doll_71.90 billion,€60.3 million,doll_46.86 b,doll_1.78 b,doll_64.40 b,doll_44.32 b,doll_24.08 billion,doll_64.40 b,64400000000.0
rp1033.450 trillion,€60.3 million,doll_46.86 b,doll_1.78 b,doll_63.43 b,doll_44.23 b,usdoll_24.09 billion,doll_63.43 b,63430000000.0
mxdoll_1.429 trillion,€62.2 million,doll_47.07 b,doll_1.77 b,doll_63.25 b,doll_44.11 b,usdoll_24.12 billion,doll_63.25 b,63250000000.0
doll_72.16 billion,€61.8 million,doll_47.15 b,doll_1.77 b,doll_63.08 b,doll_44.06 b,usdoll_24.12 billion,doll_63.08 b,63080000000.0
doll_72.31 billion,€60.6 million,doll_47.17 b,doll_1.74 b,doll_62.87 b,doll_44.01 b,doll_24.18 billion,doll_62.87 b,62870000000.0
¥8.958 trillion,€61.8 million,doll_47.69 b,"(jan. 1, 2022)",doll_62.75 b,doll_43.98 b,doll_24.30 billion,doll_62.75 b,62750000000.0
doll_73.25 billion,€62.4 million,doll_47.73 b,doll_1.71 b,doll_62.69 b,doll_43.93 b,doll_24.42 billion,doll_62.69 b,62690000000.0
doll_73.33 billion,€62.2 million,doll_47.89 b,doll_1.71 b,doll_62.69 b,doll_43.90 b,doll_24.44 billion,doll_62.69 b,62690000000.0
£44.63 billion,"₪123,801",doll_48.00 b,doll_1.70 b,doll_62.66 b,doll_207.68 b,usdoll_24.45 billion,doll_62.66 b,62660000000.0
doll_58.70 billion,"₪397,218",doll_48.14 b,doll_1.70 b,doll_62.66 b,doll_204.13 b,usdoll_24.49 billion,doll_62.66 b,62660000000.0
€53.40 billion,"₪394,497",doll_48.15 b,doll_1.68 b,doll_62.58 b,doll_201.75 b,usdoll_24.60 billion,doll_62.58 b,62580000000.0
cn¥377.08 billion,"₪127,959",doll_48.17 b,doll_1.68 b,doll_62.20 b,doll_201.72 b,doll_24.61 billion,doll_62.20 b,62200000000.0
doll_59.46 billion,"₪400,035",doll_48.27 b,doll_1.67 b,doll_62.19 b,doll_200.01 b,usdoll_24.65 billion,doll_62.19 b,62190000000.0
sr223.07 billion,"₪424,299",doll_48.46 b,doll_1.66 b,doll_62.17 b,doll_199.57 b,doll_24.79 billion,doll_62.17 b,62170000000.0
hkdoll_466.10 billion,"₪436,728",doll_48.50 b,doll_1.66 b,doll_62.00 b,doll_193.80 b,usdoll_22.78 billion,doll_62.00 b,62000000000.0
£42.77 billion,"₪491,739",doll_48.50 b,doll_1.65 b,doll_61.73 b,doll_190.50 b,usdoll_22.78 billion,doll_61.73 b,61730000000.0
adoll_79.39 billion,"₪436,975",doll_48.52 b,doll_1.65 b,doll_61.67 b,doll_189.37 b,usdoll_22.78 billion,doll_61.67 b,61670000000.0
doll_59.65 billion,"₪159,917",doll_48.74 b,doll_1.65 b,doll_61.46 b,doll_186.57 b,usdoll_22.83 billion,doll_61.46 b,61460000000.0
doll_59.66 billion,"₪507,072",doll_48.83 b,doll_1.64 b,doll_61.11 b,doll_185.98 b,usdoll_22.86 billion,doll_61.11 b,61110000000.0
doll_59.67 billion,€35.0 million,doll_48.92 b,"(jan. 1, 2022)",doll_60.97 b,doll_185.67 b,doll_22.87 billion,doll_60.97 b,60970000000.0
hkdoll_468.08 billion,"₪161,087",doll_39.73 b,"(jan. 1, 2022)",doll_60.19 b,doll_184.19 b,doll_22.94 billion,doll_60.19 b,60190000000.0
hkdoll_468.16 billion,€27.5 million,doll_39.73 b,doll_1.63 b,doll_60.06 b,doll_175.88 b,doll_22.96 billion,doll_60.06 b,60060000000.0
€54.12 billion,€27.6 million,doll_39.76 b,doll_1.61 b,doll_59.95 b,doll_172.25 b,usdoll_23.00 billion,doll_59.95 b,59950000000.0
doll_59.95 billion,€28.0 million,doll_39.96 b,doll_1.61 b,doll_59.80 b,doll_171.28 b,doll_23.04 billion,doll_59.80 b,59800000000.0
cdoll_75.18 billion,€28.3 million,doll_39.97 b,doll_1.61 b,doll_59.76 b,doll_170.56 b,doll_23.09 billion,doll_59.76 b,59760000000.0
hkdoll_471.48 billion,€28.1 million,doll_39.99 b,doll_1.60 b,doll_59.75 b,doll_170.00 b,usdoll_23.13 billion,doll_59.75 b,59750000000.0
kr571.47 billion,€28.6 million,doll_40.13 b,doll_1.60 b,doll_59.67 b,doll_166.07 b,usdoll_23.16 billion,doll_59.67 b,59670000000.0
€55.31 billion,€28.7 million,doll_40.17 b,doll_1.60 b,doll_59.66 b,doll_165.53 b,usdoll_23.18 billion,doll_59.66 b,59660000000.0
€55.62 billion,€29.1 million,doll_40.35 b,doll_1.59 b,doll_59.65 b,doll_165.00 b,usdoll_23.20 billion,doll_59.65 b,59650000000.0
£47.02 billion,€29.5 million,doll_40.49 b,doll_1.59 b,doll_59.55 b,doll_164.31 b,doll_23.26 billion,doll_59.55 b,59550000000.0
doll_61.73 billion,€29.6 million,doll_40.55 b,doll_1.58 b,,doll_164.05 b,usdoll_21.48 billion,doll_59.53 b,59530000000.0
doll_62.00 billion,€30.1 million,doll_40.64 b,"(jan. 1, 2022)",doll_59.50 b,doll_163.19 b,usdoll_21.51 billion,doll_59.50 b,59500000000.0
doll_62.17 billion,€30.1 million,doll_40.77 b,doll_1.58 b,doll_59.47 b,doll_159.74 b,doll_21.57 billion,doll_59.47 b,59470000000.0
doll_62.19 billion,€30.6 million,doll_40.79 b,doll_1.57 b,doll_59.46 b,doll_158.06 b,usdoll_21.58 billion,doll_59.46 b,59460000000.0
¥7.621 trillion,€30.9 million,doll_40.83 b,doll_1.57 b,doll_59.26 b,doll_154.71 b,doll_21.65 billion,doll_59.26 b,59260000000.0
doll_62.58 billion,€30.4 million,doll_40.83 b,doll_1.55 b,doll_59.01 b,doll_151.06 b,doll_21.71 billion,doll_59.01 b,59010000000.0
doll_62.66 billion,€30.9 million,doll_40.87 b,doll_1.54 b,doll_58.70 b,doll_150.96 b,doll_21.74 billion,doll_58.70 b,58700000000.0
doll_62.66 billion,€32.4 million,doll_41.16 b,"(march 13, 2021)",doll_58.53 b,doll_150.76 b,usdoll_21.76 billion,doll_58.53 b,58530000000.0
adoll_74.65 billion,€31.4 million,doll_41.25 b,doll_1.54 b,doll_58.36 b,doll_148.98 b,doll_21.82 billion,doll_58.36 b,58360000000.0
€50.83 billion,€32.4 million,doll_41.27 b,doll_1.53 b,doll_57.82 b,doll_145.41 b,doll_21.87 billion,doll_57.82 b,57820000000.0
cn¥358.78 billion,€31.1 million,doll_41.47 b,doll_1.52 b,doll_57.75 b,doll_144.50 b,doll_21.87 billion,doll_57.75 b,57750000000.0
doll_56.48 billion,€31.7 million,doll_41.54 b,doll_1.52 b,doll_57.63 b,doll_144.32 b,usdoll_21.89 billion,doll_57.63 b,57630000000.0
doll_56.55 billion,€32.5 million,doll_41.60 b,doll_1.50 b,doll_57.62 b,doll_143.77 b,doll_21.93 billion,doll_57.62 b,57620000000.0
cdoll_71.07 billion,€32.7 million,doll_41.82 b,"(jan. 1, 2022)",doll_57.45 b,doll_141.72 b,doll_21.93 billion,doll_57.45 b,57450000000.0
sr213.38 billion,€33.3 million,doll_41.91 b,doll_1.49 b,doll_57.43 b,doll_141.22 b,doll_21.93 billion,doll_57.43 b,57430000000.0
doll_56.94 billion,€32.5 million,doll_41.93 b,doll_1.49 b,doll_57.40 b,doll_140.15 b,usdoll_21.93 billion,doll_57.40 b,57400000000.0
doll_57.09 billion,"₪12,990",doll_41.98 b,doll_1.46 b,doll_57.23 b,doll_139.30 b,doll_20.19 billion,doll_57.23 b,57230000000.0
doll_57.18 billion,"₪14,089",doll_42.03 b,doll_1.45 b,doll_57.20 b,doll_137.50 b,usdoll_20.21 billion,doll_57.20 b,57200000000.0
cdoll_71.61 billion,"₪17,397",doll_42.22 b,doll_1.45 b,doll_57.18 b,doll_136.48 b,doll_20.22 billion,doll_57.18 b,57180000000.0
¥7.011 trillion,"₪18,560",doll_42.25 b,doll_1.44 b,doll_57.09 b,doll_136.32 b,usdoll_20.26 billion,doll_57.09 b,57090000000.0
cn¥365.26 billion,"₪15,365",doll_42.39 b,doll_1.43 b,,doll_135.27 b,doll_20.27 billion,doll_56.94 b,56940000000.0
doll_57.43 billion,"₪17,825",doll_42.49 b,doll_1.43 b,doll_56.89 b,doll_134.25 b,doll_20.30 billion,doll_56.89 b,56890000000.0
doll_57.45 billion,"₪17,766",doll_42.53 b,doll_1.43 b,doll_56.77 b,doll_134.19 b,doll_20.33 billion,doll_56.77 b,56770000000.0
€52.15 billion,"₪18,607",doll_42.65 b,doll_1.42 b,doll_56.55 b,doll_133.92 b,usdoll_20.38 billion,doll_56.55 b,56550000000.0
doll_57.63 billion,"₪21,857",doll_42.66 b,doll_1.42 b,doll_56.48 b,doll_132.29 b,usdoll_20.39 billion,doll_56.48 b,56480000000.0
€52.27 billion,"₪23,696",doll_42.68 b,doll_1.41 b,doll_56.38 b,doll_130.31 b,usdoll_20.39 billion,doll_56.38 b,56380000000.0
doll_57.82 billion,"₪19,192",doll_42.81 b,doll_1.40 b,doll_56.17 b,doll_128.29 b,usdoll_20.39 billion,doll_56.17 b,56170000000.0
doll_58.36 billion,"₪24,719",doll_42.84 b,doll_1.38 b,doll_55.99 b,doll_126.77 b,usdoll_20.41 billion,doll_55.99 b,55990000000.0
¥6.017 trillion,"₪27,289",doll_42.88 b,doll_1.37 b,doll_55.88 b,doll_73.33 b,doll_20.43 billion,doll_55.88 b,55880000000.0
doll_49.23 billion,"₪24,852",doll_42.91 b,doll_1.36 b,doll_55.58 b,doll_73.25 b,doll_20.54 billion,doll_55.58 b,55580000000.0
doll_49.32 billion,€14.6 million,doll_43.09 b,doll_1.36 b,doll_55.31 b,doll_73.12 b,usdoll_20.55 billion,doll_55.31 b,55310000000.0
doll_49.42 billion,€15.0 million,doll_43.10 b,doll_1.36 b,doll_55.28 b,doll_72.31 b,usdoll_20.58 billion,doll_55.28 b,55280000000.0
doll_49.66 billion,€15.1 million,doll_43.21 b,"(oct. 1, 2021)",,doll_72.16 b,usdoll_19.22 billion,doll_55.23 b,55230000000.0
ardoll_5.541 trillion,€15.3 million,doll_43.38 b,doll_1.35 b,doll_54.93 b,doll_71.96 b,usdoll_19.25 billion,doll_54.93 b,54930000000.0
doll_49.91 billion,€15.9 million,doll_43.41 b,doll_1.35 b,doll_54.87 b,doll_71.91 b,usdoll_19.27 billion,doll_54.87 b,54870000000.0
€45.27 billion,€16.0 million,doll_43.50 b,doll_1.34 b,doll_54.69 b,doll_71.90 b,usdoll_19.36 billion,doll_54.69 b,54690000000.0
doll_50.18 billion,€16.1 million,doll_43.59 b,doll_1.34 b,doll_54.59 b,doll_71.50 b,usdoll_19.39 billion,doll_54.59 b,54590000000.0
₽4.304 trillion,€16.2 million,doll_43.69 b,doll_1.33 b,doll_54.54 b,doll_71.48 b,usdoll_19.42 billion,doll_54.54 b,54540000000.0
doll_50.29 billion,€16.8 million,doll_43.70 b,doll_1.33 b,doll_54.31 b,doll_70.81 b,usdoll_19.42 billion,doll_54.31 b,54310000000.0
cn¥321.08 billion,€17.1 million,doll_35.33 b,doll_1.33 b,doll_54.30 b,doll_70.55 b,usdoll_19.43 billion,doll_54.30 b,54300000000.0
twdoll_1.455 trillion,€17.1 million,doll_35.37 b,doll_1.32 b,doll_53.86 b,doll_70.20 b,usdoll_19.44 billion,doll_53.86 b,53860000000.0
adoll_67.68 billion,€16.5 million,doll_35.40 b,doll_1.31 b,doll_53.86 b,doll_70.20 b,doll_19.46 billion,doll_53.86 b,53860000000.0
doll_50.95 billion,€17.3 million,doll_35.44 b,doll_1.29 b,doll_53.78 b,doll_70.15 b,doll_19.48 billion,doll_53.78 b,53780000000.0
doll_51.03 billion,€17.2 million,doll_35.57 b,"(dec. 1, 2021)",doll_53.76 b,doll_69.90 b,usdoll_19.50 billion,doll_53.76 b,53760000000.0
£39.22 billion,€17.5 million,doll_35.84 b,doll_1.29 b,doll_53.33 b,,usdoll_19.53 billion,doll_53.33 b,53330000000.0
doll_51.49 billion,€17.4 million,doll_35.86 b,doll_1.28 b,doll_53.30 b,doll_69.31 b,doll_19.53 billion,doll_53.30 b,53300000000.0
doll_51.51 billion,€18.1 million,doll_35.86 b,doll_1.28 b,doll_52.76 b,doll_68.93 b,doll_19.54 billion,doll_52.76 b,52760000000.0
¥6.316 trillion,€18.7 million,doll_35.92 b,doll_1.27 b,doll_52.47 b,doll_68.69 b,doll_19.54 billion,doll_52.47 b,52470000000.0
¥6.319 trillion,€19.5 million,doll_35.93 b,doll_1.26 b,doll_52.30 b,doll_68.68 b,doll_18.12 billion,doll_52.30 b,52300000000.0
cdoll_64.73 billion,€18.3 million,doll_35.96 b,doll_1.26 b,,doll_68.23 b,usdoll_18.14 billion,doll_52.30 b,52300000000.0
€46.88 billion,€19.8 million,doll_36.14 b,doll_1.24 b,doll_52.29 b,doll_68.11 b,usdoll_18.16 billion,doll_52.29 b,52290000000.0
€47.06 billion,€19.8 million,doll_36.14 b,doll_1.24 b,doll_52.28 b,doll_68.09 b,doll_18.18 billion,doll_52.28 b,52280000000.0
¥6.394 trillion,€19.9 million,doll_36.28 b,doll_1.22 b,,doll_67.54 b,usdoll_18.19 billion,doll_52.19 b,52190000000.0
doll_52.19 billion,not found,doll_36.37 b,"(march 13, 2021)",doll_52.19 b,doll_67.49 b,usdoll_18.21 billion,doll_52.19 b,52190000000.0
doll_52.28 billion,not found,doll_36.61 b,doll_1.22 b,doll_52.00 b,doll_67.49 b,usdoll_18.21 billion,doll_52.00 b,52000000000.0
¥6.406 trillion,not found,doll_36.67 b,"(jan. 1, 2022)",doll_51.80 b,doll_67.31 b,usdoll_18.23 billion,doll_51.80 b,51800000000.0
doll_52.30 billion,not found,doll_36.72 b,doll_1.21 b,doll_51.71 b,doll_67.20 b,doll_18.24 billion,doll_51.71 b,51710000000.0
doll_52.30 billion,not found,doll_36.74 b,doll_1.21 b,doll_51.58 b,doll_67.19 b,doll_18.25 billion,doll_51.58 b,51580000000.0
doll_52.47 billion,not found,doll_36.89 b,doll_1.19 b,doll_51.55 b,doll_66.95 b,doll_18.25 billion,doll_51.55 b,51550000000.0
€47.76 billion,not found,doll_36.90 b,doll_1.18 b,doll_51.51 b,doll_66.87 b,usdoll_18.27 billion,doll_51.51 b,51510000000.0
cdoll_66.72 billion,not found,doll_36.90 b,doll_1.18 b,,doll_66.74 b,usdoll_18.27 billion,doll_51.49 b,51490000000.0
£40.67 billion,not found,doll_36.99 b,"(jan. 1, 2022)",doll_51.43 b,doll_66.62 b,usdoll_18.32 billion,doll_51.43 b,51430000000.0
chf49.76 billion,not found,doll_37.05 b,doll_1.18 b,doll_51.03 b,doll_66.35 b,doll_18.33 billion,doll_51.03 b,51030000000.0
