00-avengers-market_cap,08-slytherin-market_cap,10-DeBiGa-market_cap,07-silvestri-market_value_apr_2022,03-gren-market_capitalization_usd,06-MarScoToc-mastercap,02-GioPonSpiz-marketcap,04-iGMM-marketcap,05-MalPatSaj-marketcap
,doll_6.15 b,,,,,,,
,doll_5.96 b,,,,,,,
,doll_13.29 b,,,,,,,
,doll_13.31 b,,,,,,,
,doll_6.10 b,,,,,,,
,doll_13.97 b,,,,,,,
,doll_14.06 b,,,,,,,
,doll_14.40 b,,,,,,,
,doll_15.97 b,,,,,,,
,doll_14.29 b,,,,,,,
,doll_49.6 m,,,,,,,
,doll_47.0 m,,,,,,,
,doll_54.1 m,,,,,,,
,doll_515.3 m,,,,,,,
,doll_354.8 m,,,,,,,
,doll_367.9 m,,,,,,,
,doll_377.4 m,,,,,,,
,doll_400.6 m,,,,,,,
,doll_422.4 m,,,,,,,
,doll_449.8 m,,,,,,,
,doll_427.1 m,,,,,,,
,doll_69.1 m,,,,,,,
,doll_67.1 m,,,,,,,
,doll_499.6 m,,,,,,,
,doll_653.4 m,,,,,,,
,doll_696.6 m,,,,,,,
,doll_513.3 m,,,,,,,
,doll_601.1 m,,,,,,,
,doll_540.6 m,,,,,,,
,doll_679.8 m,,,,,,,
,doll_647.8 m,,,,,,,
,doll_862.6 m,,,,,,,
,doll_932.6 m,,,,,,,
,doll_840.1 m,,,,,,,
,doll_703.1 m,,,,,,,
,doll_828.1 m,,,,,,,
,doll_925.1 m,,,,,,,
,doll_936.3 m,,,,,,,
,doll_1.01 b,,,,,,,
,doll_1.04 b,,,,,,,
,doll_1.21 b,,,,,,,
,doll_1.21 b,,,,,,,
,doll_1.19 b,,,,,,,
,doll_1.39 b,,,,,,,
,doll_1.54 b,,,,,,,
,doll_1.41 b,,,,,,,
,doll_1.66 b,,,,,,,
,doll_1.74 b,,,,,,,
,doll_1.97 b,,,,,,,
,doll_300.4 m,,,,,,,
,doll_2.29 b,,,,,,,
,doll_2.06 b,,,,,,,
,doll_2.16 b,,,,,,,
,doll_2.37 b,,,,,,,
,doll_3.82 b,,,,,,,
,doll_4.41 b,,,,,,,
,doll_3.34 b,,,,,,,
,doll_2.97 b,,,,,,,
,doll_2.56 b,,,,,,,
,doll_2.56 b,,,,,,,
,doll_2.61 b,,,,,,,
,doll_2.67 b,,,,,,,
,doll_2.54 b,,,,,,,
,doll_2.68 b,,,,,,,
,doll_2.68 b,,,,,,,
,doll_2.69 b,,,,,,,
,doll_2.80 b,,,,,,,
,doll_2.83 b,,,,,,,
,doll_2.96 b,,,,,,,
,doll_3.08 b,,,,,,,
,doll_3.20 b,,,,,,,
,doll_3.28 b,,,,,,,
,doll_3.23 b,,,,,,,
,doll_3.34 b,,,,,,,
,doll_3.73 b,,,,,,,
,doll_3.41 b,,,,,,,
,doll_3.79 b,,,,,,,
,doll_3.43 b,,,,,,,
,doll_3.74 b,,,,,,,
,doll_3.93 b,,,,,,,
,doll_3.98 b,,,,,,,
,doll_4.01 b,,,,,,,
,doll_4.02 b,,,,,,,
,doll_4.03 b,,,,,,,
,doll_4.00 b,,,,,,,
,doll_4.00 b,,,,,,,
,doll_4.52 b,,,,,,,
,doll_4.53 b,,,,,,,
,doll_4.66 b,,,,,,,
,doll_4.86 b,,,,,,,
,doll_4.91 b,,,,,,,
,doll_4.88 b,,,,,,,
,doll_5.05 b,,,,,,,
,doll_5.37 b,,,,,,,
,doll_5.86 b,,,,,,,
,doll_5.48 b,,,,,,,
,doll_5.89 b,,,,,,,
,doll_6.79 b,,,,,,,
,doll_6.86 b,,,,,,,
,doll_6.81 b,,,,,,,
,doll_6.98 b,,,,,,,
,doll_6.98 b,,,,,,,
,doll_7.61 b,,,,,,,
,doll_7.92 b,,,,,,,
,doll_8.23 b,,,,,,,
,doll_13.16 b,,,,,,,
,doll_8.66 b,,,,,,,
,doll_6.55 b,,,,,,,
,doll_6.71 b,,,,,,,
,doll_1.42 b,,,,,,,
,doll_1.47 b,,,,,,,
,doll_6.86 b,,,,,,,
,doll_6.89 b,,,,,,,
,doll_6.89 b,,,,,,,
,doll_8.61 b,,,,,,,
,doll_7.29 b,,,,,,,
,doll_7.89 b,,,,,,,
,doll_7.89 b,,,,,,,
,doll_7.95 b,,,,,,,
,doll_8.03 b,,,,,,,
,doll_8.44 b,,,,,,,
,doll_8.59 b,,,,,,,
,doll_8.70 b,,,,,,,
,doll_9.12 b,,,,,,,
,doll_9.27 b,,,,,,,
,doll_9.42 b,,,,,,,
,doll_11.00 b,,,,,,,
,doll_9.44 b,,,,,,,
,doll_9.43 b,,,,,,,
,doll_10.21 b,,,,,,,
,doll_9.79 b,,,,,,,
,doll_10.31 b,,,,,,,
,doll_10.58 b,,,,,,,
,doll_10.77 b,,,,,,,
,doll_11.22 b,,,,,,,
,doll_11.07 b,,,,,,,
,doll_11.23 b,,,,,,,
,doll_11.19 b,,,,,,,
,doll_12.34 b,,,,,,,
,doll_12.63 b,,,,,,,
,doll_12.47 b,,,,,,,
,doll_14.85 b,,,,,,,
,doll_13.83 b,,,,,,,
,doll_13.83 b,,,,,,,
,doll_14.04 b,,,,,,,
,doll_14.36 b,,,,,,,
,doll_14.20 b,,,,,,,
,doll_14.31 b,,,,,,,
,doll_14.50 b,,,,,,,
,doll_17.23 b,,,,,,,
,doll_14.48 b,,,,,,,
,doll_15.07 b,,,,,,,
,doll_15.28 b,,,,,,,
,doll_15.29 b,,,,,,,
,doll_15.54 b,,,,,,,
,doll_3.44 b,,,,,,,
,doll_2.0 m,,,,,,,
,doll_3.87 b,,,,,,,
,doll_2.7 m,,,,,,,
,doll_2.8 m,,,,,,,
,doll_2.7 m,,,,,,,
,doll_4.2 m,,,,,,,
,doll_3.1 m,,,,,,,
,doll_4.3 m,,,,,,,
,doll_4.6 m,,,,,,,
,doll_52.6 m,,,,,,,
,doll_5.3 m,,,,,,,
,doll_9.2 m,,,,,,,
,doll_8.6 m,,,,,,,
,doll_7.0 m,,,,,,,
,doll_7.0 m,,,,,,,
,doll_12.2 m,,,,,,,
,doll_13.5 m,,,,,,,
,doll_12.9 m,,,,,,,
,doll_24.3 m,,,,,,,
,doll_22.8 m,,,,,,,
,doll_28.5 m,,,,,,,
,doll_301.0 m,,,,,,,
,doll_27.3 m,,,,,,,
,doll_41.9 m,,,,,,,
,doll_37.0 m,,,,,,,
,doll_29.3 m,,,,,,,
,doll_50.9 m,,,,,,,
,doll_52.2 m,,,,,,,
,doll_113.4 m,,,,,,,
,doll_105.6 m,,,,,,,
,doll_69.8 m,,,,,,,
,doll_82.3 m,,,,,,,
,doll_110.5 m,,,,,,,
,doll_112.5 m,,,,,,,
,doll_129.0 m,,,,,,,
,doll_207.7 m,,,,,,,
,doll_234.4 m,,,,,,,
,doll_347.0 m,,,,,,,
,doll_290.8 m,,,,,,,
,doll_298.2 m,,,,,,,
,doll_267.7 m,,,,,,,
,doll_386.8 m,,,,,,,
,doll_505.1 m,,,,,,,
,doll_118.16 b,,,,,,,
,doll_16.91 b,,,,,,,
,doll_711.2 m,,,,,,,
,doll_118.92 b,,,,,,,
,doll_119.57 b,,,,,,,
,doll_119.09 b,,,,,,,
,doll_122.16 b,,,,,,,
,doll_122.48 b,,,,,,,
,doll_124.37 b,,,,,,,
,doll_153.13 b,,,,,,,
,doll_126.19 b,,,,,,,
,doll_124.90 b,,,,,,,
,doll_126.88 b,,,,,,,
,doll_129.75 b,,,,,,,
,doll_162.57 b,,,,,,,
,doll_22.05 b,,,,,,,
,doll_134.96 b,,,,,,,
,doll_142.67 b,,,,,,,
,doll_177.20 b,,,,,,,
,doll_141.33 b,,,,,,,
,doll_144.13 b,,,,,,,
,doll_145.45 b,,,,,,,
,doll_147.17 b,,,,,,,
,doll_23.34 b,,,,,,,
,doll_148.07 b,,,,,,,
,doll_147.65 b,,,,,,,
,doll_150.07 b,,,,,,,
,doll_149.84 b,,,,,,,
,doll_24.44 b,,,,,,,
,doll_151.56 b,,,,,,,
,doll_152.33 b,,,,,,,
,doll_156.84 b,,,,,,,
,doll_160.76 b,,,,,,,
,doll_25.83 b,,,,,,,
,doll_166.26 b,,,,,,,
,doll_170.54 b,,,,,,,
,doll_171.46 b,,,,,,,
,doll_171.48 b,,,,,,,
,doll_173.31 b,,,,,,,
,doll_173.87 b,,,,,,,
,doll_173.38 b,,,,,,,
,doll_177.70 b,,,,,,,
,doll_179.68 b,,,,,,,
,doll_184.09 b,,,,,,,
,doll_196.78 b,,,,,,,
,doll_185.15 b,,,,,,,
,doll_197.41 b,,,,,,,
,doll_250.55 b,,,,,,,
,doll_738.5 m,,,,,,,
,doll_198.35 b,,,,,,,
,doll_197.51 b,,,,,,,
,doll_200.96 b,,,,,,,
,doll_742.9 m,,,,,,,
,doll_1.40 b,,,,,,,
,doll_1.36 b,,,,,,,
,doll_1.79 b,,,,,,,
,doll_1.34 b,,,,,,,
,doll_1.90 b,,,,,,,
,doll_2.14 b,,,,,,,
,doll_3.53 b,,,,,,,
,doll_3.43 b,,,,,,,
,doll_18.7 m,,,,,,,
,doll_3.47 b,,,,,,,
,doll_3.91 b,,,,,,,
,doll_4.29 b,,,,,,,
,doll_6.60 b,,,,,,,
,doll_7.89 b,,,,,,,
,doll_5.35 b,,,,,,,
,0,,,,,,,
,0,,,,,,,
,0,,,,,,,
,doll_3.7 m,,,,,,,
,0,,,,,,,
,doll_6.1 m,,,,,,,
,doll_12.1 m,,,,,,,
,doll_22.1 m,,,,,,,
,doll_28.9 m,,,,,,,
,doll_8.0 m,,,,,,,
,doll_23.4 m,,,,,,,
,doll_30.5 m,,,,,,,
,doll_48.8 m,,,,,,,
,doll_56.9 m,,,,,,,
,doll_66.0 m,,,,,,,
,doll_112.1 m,,,,,,,
,doll_88.1 m,,,,,,,
,doll_56.8 m,,,,,,,
,doll_120.5 m,,,,,,,
,doll_128.3 m,,,,,,,
,doll_119.2 m,,,,,,,
,doll_335.6 m,,,,,,,
,doll_167.1 m,,,,,,,
,doll_400.1 m,,,,,,,
,doll_281.3 m,,,,,,,
,doll_392.9 m,,,,,,,
,doll_418.9 m,,,,,,,
,doll_348.5 m,,,,,,,
,doll_191.19 b,,,,,,,
,doll_190.89 b,,,,,,,
,doll_199.55 b,,,,,,,
,doll_198.74 b,,,,,,,
,doll_208.63 b,,,,,,,
,doll_206.94 b,,,,,,,
,doll_216.92 b,,,,,,,
,doll_221.59 b,,,,,,,
,doll_218.81 b,,,,,,,
,doll_235.99 b,,,,,,,
,doll_222.03 b,,,,,,,
,doll_232.72 b,,,,,,,
,doll_255.38 b,,,,,,,
,doll_262.34 b,,,,,,,
,doll_269.93 b,,,,,,,
,doll_277.08 b,,,,,,,
,doll_287.09 b,,,,,,,
,doll_279.91 b,,,,,,,
,doll_293.07 b,,,,,,,
,doll_293.94 b,,,,,,,
,doll_317.12 b,,,,,,,
,doll_299.18 b,,,,,,,
,doll_309.91 b,,,,,,,
,doll_320.59 b,,,,,,,
,doll_335.73 b,,,,,,,
,doll_338.98 b,,,,,,,
,doll_336.92 b,,,,,,,
,doll_348.06 b,,,,,,,
,doll_364.02 b,,,,,,,
,doll_370.51 b,,,,,,,
,doll_368.65 b,,,,,,,
,doll_408.14 b,,,,,,,
,doll_395.83 b,,,,,,,
,doll_416.33 b,,,,,,,
,doll_458.59 b,,,,,,,
,doll_458.23 b,,,,,,,
,doll_577.80 b,,,,,,,
,doll_579.69 b,,,,,,,
,doll_669.74 b,,,,,,,
,doll_702.32 b,,,,,,,
,doll_671.59 b,,,,,,,
,doll_689.65 b,,,,,,,
,doll_76.79 b,,,,,,,
,doll_81.62 b,,,,,,,
,doll_78.16 b,,,,,,,
,doll_79.81 b,,,,,,,
,doll_78.38 b,,,,,,,
,doll_84.05 b,,,,,,,
,doll_84.00 b,,,,,,,
,doll_86.38 b,,,,,,,
,doll_87.65 b,,,,,,,
,doll_88.60 b,,,,,,,
,doll_88.68 b,,,,,,,
,doll_89.76 b,,,,,,,
,doll_94.03 b,,,,,,,
,doll_89.60 b,,,,,,,
,doll_93.10 b,,,,,,,
,doll_95.80 b,,,,,,,
,doll_94.47 b,,,,,,,
,doll_97.84 b,,,,,,,
,doll_96.15 b,,,,,,,
,doll_96.25 b,,,,,,,
,doll_100.27 b,,,,,,,
,doll_107.78 b,,,,,,,
,doll_107.74 b,,,,,,,
,doll_109.75 b,,,,,,,
,doll_110.04 b,,,,,,,
,doll_111.35 b,,,,,,,
,doll_112.59 b,,,,,,,
,doll_114.90 b,,,,,,,
,doll_116.09 b,,,,,,,
,doll_117.18 b,,,,,,,
,doll_119.51 b,,,,,,,
,doll_120.12 b,,,,,,,
,doll_126.07 b,,,,,,,
,doll_129.53 b,,,,,,,
,doll_130.89 b,,,,,,,
,doll_138.92 b,,,,,,,
,doll_132.36 b,,,,,,,
,doll_131.58 b,,,,,,,
,doll_141.42 b,,,,,,,
,doll_142.51 b,,,,,,,
,doll_46.91 b,,,,,,,
,doll_144.78 b,,,,,,,
,doll_47.52 b,,,,,,,
,doll_48.05 b,,,,,,,
,doll_48.34 b,,,,,,,
,doll_48.32 b,,,,,,,
,doll_48.35 b,,,,,,,
,doll_49.05 b,,,,,,,
,doll_49.82 b,,,,,,,
,doll_49.65 b,,,,,,,
,doll_49.60 b,,,,,,,
,doll_50.00 b,,,,,,,
,doll_52.17 b,,,,,,,
,doll_52.92 b,,,,,,,
,doll_52.59 b,,,,,,,
,doll_53.63 b,,,,,,,
,doll_53.41 b,,,,,,,
,doll_55.51 b,,,,,,,
,doll_2.00 b,,,,,,,
,doll_58.37 b,,,,,,,
,doll_57.64 b,,,,,,,
,doll_58.99 b,,,,,,,
,doll_57.61 b,,,,,,,
,doll_58.48 b,,,,,,,
,doll_59.96 b,,,,,,,
,doll_61.35 b,,,,,,,
,doll_61.72 b,,,,,,,
,doll_62.20 b,,,,,,,
,doll_62.80 b,,,,,,,
,doll_62.95 b,,,,,,,
,doll_62.99 b,,,,,,,
,doll_63.36 b,,,,,,,
,doll_66.36 b,,,,,,,
,doll_66.86 b,,,,,,,
,doll_66.86 b,,,,,,,
,doll_67.32 b,,,,,,,
,doll_68.71 b,,,,,,,
,doll_70.17 b,,,,,,,
,doll_71.86 b,,,,,,,
,doll_72.28 b,,,,,,,
,doll_68.51 b,,,,,,,
,doll_72.76 b,,,,,,,
,doll_33.39 b,,,,,,,
,doll_33.54 b,,,,,,,
,doll_33.57 b,,,,,,,
,doll_33.65 b,,,,,,,
,doll_34.44 b,,,,,,,
,doll_34.15 b,,,,,,,
,doll_34.66 b,,,,,,,
,doll_34.26 b,,,,,,,
,doll_34.95 b,,,,,,,
,doll_35.13 b,,,,,,,
,doll_35.16 b,,,,,,,
,doll_34.96 b,,,,,,,
,doll_35.19 b,,,,,,,
,doll_35.53 b,,,,,,,
,doll_35.77 b,,,,,,,
,doll_35.93 b,,,,,,,
,doll_35.59 b,,,,,,,
,doll_36.38 b,,,,,,,
,doll_35.83 b,,,,,,,
,doll_36.65 b,,,,,,,
,doll_37.18 b,,,,,,,
,doll_38.22 b,,,,,,,
,doll_37.39 b,,,,,,,
,doll_38.56 b,,,,,,,
,doll_38.74 b,,,,,,,
,doll_38.90 b,,,,,,,
,doll_38.93 b,,,,,,,
,doll_39.19 b,,,,,,,
,doll_38.95 b,,,,,,,
,doll_39.45 b,,,,,,,
,doll_39.93 b,,,,,,,
,doll_38.42 b,,,,,,,
,doll_40.18 b,,,,,,,
,doll_40.14 b,,,,,,,
,doll_40.22 b,,,,,,,
,doll_41.31 b,,,,,,,
,doll_41.43 b,,,,,,,
,doll_41.88 b,,,,,,,
,doll_42.39 b,,,,,,,
,doll_42.47 b,,,,,,,
,doll_24.85 b,,,,,,,
,doll_24.46 b,,,,,,,
,doll_24.88 b,,,,,,,
,doll_24.85 b,,,,,,,
,doll_24.93 b,,,,,,,
,doll_24.96 b,,,,,,,
,doll_24.93 b,,,,,,,
,doll_25.14 b,,,,,,,
,doll_25.20 b,,,,,,,
,doll_25.19 b,,,,,,,
,doll_25.45 b,,,,,,,
,doll_25.64 b,,,,,,,
,doll_24.61 b,,,,,,,
,doll_25.70 b,,,,,,,
,doll_25.90 b,,,,,,,
,doll_25.82 b,,,,,,,
,doll_25.93 b,,,,,,,
,doll_26.29 b,,,,,,,
,doll_26.40 b,,,,,,,
,doll_26.32 b,,,,,,,
,doll_26.47 b,,,,,,,
,doll_931.4 m,,,,,,,
,doll_26.82 b,,,,,,,
,doll_27.04 b,,,,,,,
,doll_26.86 b,,,,,,,
,doll_27.01 b,,,,,,,
,doll_27.27 b,,,,,,,
,doll_27.21 b,,,,,,,
,doll_28.38 b,,,,,,,
,doll_27.93 b,,,,,,,
,doll_28.42 b,,,,,,,
,doll_27.99 b,,,,,,,
,doll_28.45 b,,,,,,,
,doll_28.74 b,,,,,,,
,doll_28.85 b,,,,,,,
,doll_30.15 b,,,,,,,
,doll_29.35 b,,,,,,,
,doll_1.03 b,,,,,,,
,doll_29.29 b,,,,,,,
,doll_19.96 b,,,,,,,
,doll_19.99 b,,,,,,,
,doll_19.94 b,,,,,,,
,doll_20.16 b,,,,,,,
,doll_20.42 b,,,,,,,
,doll_20.45 b,,,,,,,
,doll_20.30 b,,,,,,,
,doll_20.60 b,,,,,,,
,doll_20.67 b,,,,,,,
,doll_20.65 b,,,,,,,
,doll_20.63 b,,,,,,,
,doll_20.73 b,,,,,,,
,doll_20.71 b,,,,,,,
,doll_20.95 b,,,,,,,
,doll_21.02 b,,,,,,,
,doll_21.02 b,,,,,,,
,doll_20.97 b,,,,,,,
,doll_21.08 b,,,,,,,
,doll_21.13 b,,,,,,,
,doll_20.56 b,,,,,,,
,doll_21.29 b,,,,,,,
,doll_21.32 b,,,,,,,
,doll_21.28 b,,,,,,,
,doll_21.43 b,,,,,,,
,doll_21.31 b,,,,,,,
,doll_21.52 b,,,,,,,
,doll_21.56 b,,,,,,,
,doll_21.70 b,,,,,,,
,doll_21.58 b,,,,,,,
,doll_21.76 b,,,,,,,
,doll_21.75 b,,,,,,,
,doll_21.86 b,,,,,,,
,doll_21.89 b,,,,,,,
,doll_22.11 b,,,,,,,
,doll_22.28 b,,,,,,,
,doll_22.46 b,,,,,,,
,doll_21.90 b,,,,,,,
,doll_21.99 b,,,,,,,
,doll_17.06 b,,,,,,,
,doll_22.52 b,,,,,,,
,doll_17.19 b,,,,,,,
,doll_17.06 b,,,,,,,
,doll_17.14 b,,,,,,,
,doll_17.41 b,,,,,,,
,doll_17.24 b,,,,,,,
,doll_17.24 b,,,,,,,
,doll_17.32 b,,,,,,,
,doll_17.45 b,,,,,,,
,doll_17.60 b,,,,,,,
,doll_17.76 b,,,,,,,
,doll_17.74 b,,,,,,,
,doll_17.60 b,,,,,,,
,doll_17.87 b,,,,,,,
,doll_17.90 b,,,,,,,
,doll_18.13 b,,,,,,,
,doll_17.94 b,,,,,,,
,doll_18.14 b,,,,,,,
,doll_18.16 b,,,,,,,
,doll_18.22 b,,,,,,,
,doll_18.21 b,,,,,,,
,doll_18.30 b,,,,,,,
,doll_18.26 b,,,,,,,
,doll_18.38 b,,,,,,,
,doll_18.50 b,,,,,,,
,doll_18.55 b,,,,,,,
,doll_18.62 b,,,,,,,
,doll_18.64 b,,,,,,,
,doll_18.51 b,,,,,,,
,doll_18.63 b,,,,,,,
,doll_18.71 b,,,,,,,
,doll_18.77 b,,,,,,,
,doll_18.71 b,,,,,,,
,doll_18.96 b,,,,,,,
,doll_18.92 b,,,,,,,
,doll_18.96 b,,,,,,,
,doll_19.02 b,,,,,,,
,doll_19.09 b,,,,,,,
,doll_19.19 b,,,,,,,
,doll_19.08 b,,,,,,,
,doll_19.40 b,,,,,,,
,doll_19.42 b,,,,,,,
,doll_19.28 b,,,,,,,
,doll_13.92 b,,,,,,,
,doll_13.92 b,,,,,,,
,doll_14.02 b,,,,,,,
,doll_14.15 b,,,,,,,
,doll_14.25 b,,,,,,,
,doll_14.05 b,,,,,,,
,doll_14.42 b,,,,,,,
,doll_14.44 b,,,,,,,
,doll_14.28 b,,,,,,,
,doll_14.60 b,,,,,,,
,doll_14.61 b,,,,,,,
,doll_14.54 b,,,,,,,
,doll_14.66 b,,,,,,,
,doll_14.68 b,,,,,,,
,doll_14.97 b,,,,,,,
,doll_14.79 b,,,,,,,
,doll_14.98 b,,,,,,,
,doll_14.82 b,,,,,,,
,doll_15.11 b,,,,,,,
,doll_15.07 b,,,,,,,
,doll_15.34 b,,,,,,,
,doll_15.33 b,,,,,,,
,doll_15.34 b,,,,,,,
,doll_15.35 b,,,,,,,
,doll_15.59 b,,,,,,,
,doll_15.77 b,,,,,,,
,doll_15.37 b,,,,,,,
,doll_15.74 b,,,,,,,
,doll_15.77 b,,,,,,,
,doll_15.79 b,,,,,,,
,doll_15.84 b,,,,,,,
,doll_15.82 b,,,,,,,
,doll_15.98 b,,,,,,,
,doll_15.90 b,,,,,,,
,doll_16.10 b,,,,,,,
,doll_16.08 b,,,,,,,
,doll_16.15 b,,,,,,,
,doll_16.16 b,,,,,,,
,doll_16.25 b,,,,,,,
,doll_16.17 b,,,,,,,
,doll_16.34 b,,,,,,,
,doll_16.46 b,,,,,,,
,doll_12.00 b,,,,,,,
,doll_12.01 b,,,,,,,
,doll_12.03 b,,,,,,,
,doll_12.03 b,,,,,,,
,doll_12.08 b,,,,,,,
,doll_12.07 b,,,,,,,
,doll_12.09 b,,,,,,,
,doll_12.12 b,,,,,,,
,doll_12.11 b,,,,,,,
,doll_12.28 b,,,,,,,
,doll_12.29 b,,,,,,,
,doll_12.16 b,,,,,,,
,doll_12.30 b,,,,,,,
,doll_12.36 b,,,,,,,
,doll_12.35 b,,,,,,,
,doll_12.37 b,,,,,,,
,doll_12.42 b,,,,,,,
,doll_12.48 b,,,,,,,
,doll_12.60 b,,,,,,,
,doll_12.63 b,,,,,,,
,doll_12.49 b,,,,,,,
,doll_12.71 b,,,,,,,
,doll_12.69 b,,,,,,,
,doll_12.73 b,,,,,,,
,doll_12.97 b,,,,,,,
,doll_12.83 b,,,,,,,
,doll_13.05 b,,,,,,,
,doll_13.06 b,,,,,,,
,doll_13.07 b,,,,,,,
,doll_13.07 b,,,,,,,
,doll_13.11 b,,,,,,,
,doll_13.11 b,,,,,,,
,doll_13.16 b,,,,,,,
,doll_13.24 b,,,,,,,
,doll_13.29 b,,,,,,,
,doll_13.29 b,,,,,,,
,doll_13.37 b,,,,,,,
,doll_13.40 b,,,,,,,
,doll_12.87 b,,,,,,,
,doll_13.43 b,,,,,,,
,doll_13.57 b,,,,,,,
,doll_10.56 b,,,,,,,
,doll_10.60 b,,,,,,,
,doll_10.25 b,,,,,,,
,doll_10.61 b,,,,,,,
,doll_10.66 b,,,,,,,
,doll_10.66 b,,,,,,,
,doll_10.78 b,,,,,,,
,doll_10.67 b,,,,,,,
,doll_10.83 b,,,,,,,
,doll_10.88 b,,,,,,,
,doll_10.92 b,,,,,,,
,doll_10.93 b,,,,,,,
,doll_11.00 b,,,,,,,
,doll_10.97 b,,,,,,,
,doll_10.96 b,,,,,,,
,doll_11.02 b,,,,,,,
,doll_11.05 b,,,,,,,
,doll_11.05 b,,,,,,,
,doll_10.75 b,,,,,,,
,doll_11.14 b,,,,,,,
,doll_11.09 b,,,,,,,
,doll_11.19 b,,,,,,,
,doll_11.19 b,,,,,,,
,doll_11.20 b,,,,,,,
,doll_11.30 b,,,,,,,
,doll_11.30 b,,,,,,,
,doll_11.24 b,,,,,,,
,doll_11.27 b,,,,,,,
,doll_11.34 b,,,,,,,
,doll_11.37 b,,,,,,,
,doll_11.45 b,,,,,,,
,doll_11.44 b,,,,,,,
,doll_11.42 b,,,,,,,
,doll_11.57 b,,,,,,,
,doll_11.57 b,,,,,,,
,doll_11.74 b,,,,,,,
,doll_11.73 b,,,,,,,
,doll_11.59 b,,,,,,,
,doll_11.78 b,,,,,,,
,doll_11.74 b,,,,,,,
,doll_11.79 b,,,,,,,
,doll_9.11 b,,,,,,,
,doll_9.08 b,,,,,,,
,doll_9.14 b,,,,,,,
,doll_9.10 b,,,,,,,
,doll_9.19 b,,,,,,,
,doll_8.89 b,,,,,,,
,doll_9.20 b,,,,,,,
,doll_9.29 b,,,,,,,
,doll_9.25 b,,,,,,,
,doll_9.22 b,,,,,,,
,doll_9.30 b,,,,,,,
,doll_9.30 b,,,,,,,
,doll_9.45 b,,,,,,,
,doll_9.45 b,,,,,,,
,doll_9.33 b,,,,,,,
,doll_9.50 b,,,,,,,
,doll_9.48 b,,,,,,,
,doll_9.50 b,,,,,,,
,doll_9.46 b,,,,,,,
,doll_9.64 b,,,,,,,
,doll_9.61 b,,,,,,,
,doll_9.68 b,,,,,,,
,doll_9.65 b,,,,,,,
,doll_9.73 b,,,,,,,
,doll_9.76 b,,,,,,,
,doll_9.78 b,,,,,,,
,doll_9.81 b,,,,,,,
,doll_9.82 b,,,,,,,
,doll_9.81 b,,,,,,,
,doll_9.85 b,,,,,,,
,doll_9.85 b,,,,,,,
,doll_9.93 b,,,,,,,
,doll_9.87 b,,,,,,,
,doll_9.60 b,,,,,,,
,doll_9.94 b,,,,,,,
,doll_9.96 b,,,,,,,
,doll_9.97 b,,,,,,,
,doll_10.07 b,,,,,,,
,doll_10.26 b,,,,,,,
,doll_10.14 b,,,,,,,
,doll_8.55 b,,,,,,,
,doll_10.10 b,,,,,,,
,doll_7.98 b,,,,,,,
,doll_8.01 b,,,,,,,
,doll_8.04 b,,,,,,,
,doll_8.02 b,,,,,,,
,doll_8.02 b,,,,,,,
,doll_8.05 b,,,,,,,
,doll_8.07 b,,,,,,,
,doll_8.06 b,,,,,,,
,doll_8.09 b,,,,,,,
,doll_8.14 b,,,,,,,
,doll_8.10 b,,,,,,,
,doll_8.19 b,,,,,,,
,doll_8.19 b,,,,,,,
,doll_8.28 b,,,,,,,
,doll_8.29 b,,,,,,,
,doll_8.24 b,,,,,,,
,doll_8.31 b,,,,,,,
,doll_8.43 b,,,,,,,
,doll_8.36 b,,,,,,,
,doll_8.39 b,,,,,,,
,doll_8.47 b,,,,,,,
,doll_8.41 b,,,,,,,
,doll_8.47 b,,,,,,,
,doll_8.52 b,,,,,,,
,doll_8.56 b,,,,,,,
,doll_8.51 b,,,,,,,
,doll_8.57 b,,,,,,,
,doll_8.56 b,,,,,,,
,doll_8.57 b,,,,,,,
,doll_8.63 b,,,,,,,
,doll_8.61 b,,,,,,,
,doll_8.68 b,,,,,,,
,doll_8.66 b,,,,,,,
,doll_8.73 b,,,,,,,
,doll_8.73 b,,,,,,,
,doll_8.79 b,,,,,,,
,doll_8.80 b,,,,,,,
,doll_8.81 b,,,,,,,
,doll_8.81 b,,,,,,,
,doll_8.82 b,,,,,,,
,doll_8.82 b,,,,,,,
,doll_7.19 b,,,,,,,
,doll_7.21 b,,,,,,,
,doll_7.20 b,,,,,,,
,doll_7.26 b,,,,,,,
,doll_7.25 b,,,,,,,
,doll_7.29 b,,,,,,,
,doll_7.29 b,,,,,,,
,doll_7.33 b,,,,,,,
,doll_7.34 b,,,,,,,
,doll_7.39 b,,,,,,,
,doll_7.40 b,,,,,,,
,doll_7.41 b,,,,,,,
,doll_7.42 b,,,,,,,
,doll_7.46 b,,,,,,,
,doll_7.44 b,,,,,,,
,doll_7.46 b,,,,,,,
,doll_7.50 b,,,,,,,
,doll_7.48 b,,,,,,,
,doll_7.50 b,,,,,,,
,doll_7.52 b,,,,,,,
,doll_7.52 b,,,,,,,
,doll_7.50 b,,,,,,,
,doll_7.57 b,,,,,,,
,doll_7.56 b,,,,,,,
,doll_7.58 b,,,,,,,
,doll_7.59 b,,,,,,,
,doll_7.65 b,,,,,,,
,doll_7.62 b,,,,,,,
,doll_7.65 b,,,,,,,
,doll_7.63 b,,,,,,,
