,revenue,team
6289,$1.22 B,09-wissel
6290,$0.97 B,09-wissel
6291,$0.67 B,09-wissel
6292,$1.62 B,09-wissel
6293,$1.30 B,09-wissel
6294,$1.61 B,09-wissel
6295,$1.43 B,09-wissel
6296,$1.32 B,09-wissel
6297,$3.60 B,09-wissel
6298,$0.74 B,09-wissel
6299,$0.57 B,09-wissel
6300,$1.27 B,09-wissel
6301,$1.58 B,09-wissel
6302,$1.03 B,09-wissel
6303,$1.81 B,09-wissel
6304,$2.34 B,09-wissel
6305,$1.03 B,09-wissel
6306,$34.04 B,09-wissel
6307,$3.48 B,09-wissel
6308,$1.10 B,09-wissel
6309,$1.25 B,09-wissel
6310,$4.09 B,09-wissel
6311,$1.32 B,09-wissel
6312,$1.47 B,09-wissel
6313,$1.80 B,09-wissel
6314,$1.21 B,09-wissel
6315,$15.99 B,09-wissel
6316,$1.49 B,09-wissel
6317,$0.88 B,09-wissel
6318,$4.89 B,09-wissel
6319,$0.86 B,09-wissel
6320,$61.50 B,09-wissel
6321,$4.71 B,09-wissel
6322,$3.48 B,09-wissel
6323,$1.30 B,09-wissel
6324,$6.22 B,09-wissel
6325,$1.71 B,09-wissel
6326,$44.22 B,09-wissel
6327,$3.80 B,09-wissel
6328,$1.85 B,09-wissel
6329,$0.20 B,09-wissel
6330,$1.21 B,09-wissel
6331,$3.67 B,09-wissel
6332,$2.69 B,09-wissel
6333,$1.24 B,09-wissel
6334,$5.28 B,09-wissel
6335,$0.88 B,09-wissel
6336,$0.88 B,09-wissel
6337,$0.81 B,09-wissel
6338,$1.69 B,09-wissel
6339,$0.30 B,09-wissel
6340,$2.23 B,09-wissel
6341,$1.37 B,09-wissel
6342,$0.31 B,09-wissel
6343,$0.81 B,09-wissel
6344,$1.63 B,09-wissel
6345,$0.58 B,09-wissel
6346,$1.99 B,09-wissel
6347,$2.88 B,09-wissel
6348,$3.98 B,09-wissel
6349,$18.87 B,09-wissel
6350,$1.00 B,09-wissel
6351,$3.67 B,09-wissel
6352,$0.44 B,09-wissel
6353,$1.47 B,09-wissel
6354,$0.86 B,09-wissel
6355,$0.65 B,09-wissel
6356,,09-wissel
6357,$1.83 B,09-wissel
6358,$1.45 B,09-wissel
6359,$0.55 B,09-wissel
6360,$7.24 B,09-wissel
6361,$1.48 B,09-wissel
6362,$1.77 B,09-wissel
6363,$0.92 B,09-wissel
6364,$5.18 B,09-wissel
6365,$2.11 B,09-wissel
6366,$0.83 B,09-wissel
6367,$5.48 B,09-wissel
6368,$1.53 B,09-wissel
6369,$0.95 B,09-wissel
6370,$0.61 B,09-wissel
6371,$1.21 B,09-wissel
6372,$0.51 B,09-wissel
6373,$1.70 B,09-wissel
6374,$1.24 B,09-wissel
6375,$0.76 B,09-wissel
6376,$0.49 B,09-wissel
6377,$2.47 B,09-wissel
6378,$0.45 B,09-wissel
6379,$0.78 B,09-wissel
6380,$1.42 B,09-wissel
6381,$0.57 B,09-wissel
6382,$0.76 B,09-wissel
6383,$1.38 B,09-wissel
6384,$0.79 B,09-wissel
6385,$0.39 B,09-wissel
6386,$2.12 B,09-wissel
6387,$0.61 B,09-wissel
6388,$2.09 B,09-wissel
6389,$0.99 B,09-wissel
6390,$1.87 B,09-wissel
6391,$0.78 B,09-wissel
6392,$0.81 B,09-wissel
6393,$1.29 B,09-wissel
6394,$0.89 B,09-wissel
6395,$0.91 B,09-wissel
6396,$0.54 B,09-wissel
6397,$4.09 B,09-wissel
6398,$2.00 B,09-wissel
6399,$4.56 B,09-wissel
6400,$1.26 B,09-wissel
6401,$3.12 B,09-wissel
6402,$2.51 B,09-wissel
6403,$2.04 B,09-wissel
6404,$1.26 B,09-wissel
6405,$1.93 B,09-wissel
6406,$1.58 B,09-wissel
6407,$1.11 B,09-wissel
6408,$0.89 B,09-wissel
6409,$0.99 B,09-wissel
6410,$0.48 B,09-wissel
6411,$1.55 B,09-wissel
6412,$8.23 B,09-wissel
6413,$1.21 B,09-wissel
6414,$3.93 B,09-wissel
6415,$1.00 B,09-wissel
6416,$11.11 B,09-wissel
6417,$0.91 B,09-wissel
6418,$1.21 B,09-wissel
6419,$0.64 B,09-wissel
6420,$0.59 B,09-wissel
6421,$0.56 B,09-wissel
6422,$1.15 B,09-wissel
6423,$80.19 M,09-wissel
6424,$3.05 B,09-wissel
6425,$1.87 B,09-wissel
6426,$1.05 B,09-wissel
6427,$1.17 B,09-wissel
6428,$1.41 B,09-wissel
6429,$0.28 B,09-wissel
6430,$0.97 B,09-wissel
6431,$2.75 B,09-wissel
6432,$0.66 B,09-wissel
6433,$2.32 B,09-wissel
6434,$0.77 B,09-wissel
6435,$1.16 B,09-wissel
6436,$1.01 B,09-wissel
6437,$1.37 B,09-wissel
6438,$2.50 B,09-wissel
6439,$22.77 B,09-wissel
6440,$0.66 B,09-wissel
6441,$2.11 B,09-wissel
6442,$1.03 B,09-wissel
6443,$2.52 B,09-wissel
6444,$0.67 B,09-wissel
6445,$1.08 B,09-wissel
6446,$0.16 B,09-wissel
6447,$16.53 B,09-wissel
6448,$1.40 B,09-wissel
6449,$0.74 B,09-wissel
6450,$1.66 B,09-wissel
6451,$0.79 B,09-wissel
6452,$28.90 B,09-wissel
6453,$1.04 B,09-wissel
6454,$1.31 B,09-wissel
6455,$13.43 B,09-wissel
6456,$0.54 B,09-wissel
6457,$1.67 B,09-wissel
6458,$0.82 B,09-wissel
6459,$1.01 B,09-wissel
6460,$0.66 B,09-wissel
6461,$0.88 B,09-wissel
6462,$2.47 B,09-wissel
6463,$0.55 B,09-wissel
6464,$2.38 B,09-wissel
6465,$0.97 B,09-wissel
6466,$0.80 B,09-wissel
6467,$1.30 B,09-wissel
6468,$0.84 B,09-wissel
6469,$3.61 B,09-wissel
6470,$1.37 B,09-wissel
6471,$1.86 B,09-wissel
6472,$0.77 B,09-wissel
6473,$2.29 B,09-wissel
6474,$2.30 B,09-wissel
6475,$0.49 B,09-wissel
6476,$0.61 B,09-wissel
6477,$0.44 B,09-wissel
6478,$1.14 B,09-wissel
6479,$0.36 B,09-wissel
6480,$3.05 B,09-wissel
6481,$0.17 B,09-wissel
6482,$1.41 B,09-wissel
6483,$1.16 B,09-wissel
6484,$1.31 B,09-wissel
6485,$3.18 B,09-wissel
6486,$0.35 B,09-wissel
6487,$1.38 B,09-wissel
6488,$1.29 B,09-wissel
6489,$0.48 B,09-wissel
6490,$0.66 B,09-wissel
6491,$0.72 B,09-wissel
6492,$0.55 B,09-wissel
6493,$0.52 B,09-wissel
6494,$0.32 B,09-wissel
6495,$3.43 B,09-wissel
6496,$0.80 B,09-wissel
6497,$1.44 B,09-wissel
6498,$2.12 B,09-wissel
6499,$1.18 B,09-wissel
6500,$3.19 B,09-wissel
6501,$1.76 B,09-wissel
6502,$0.23 B,09-wissel
6503,$2.90 B,09-wissel
6504,$1.40 B,09-wissel
6505,$7.22 B,09-wissel
6506,$0.61 B,09-wissel
6507,$1.59 B,09-wissel
6508,$3.20 B,09-wissel
6509,$1.07 B,09-wissel
6510,$1.99 B,09-wissel
6511,$0.38 B,09-wissel
6512,$1.13 B,09-wissel
6513,$0.92 B,09-wissel
6514,$0.51 B,09-wissel
6515,$1.48 B,09-wissel
6516,$1.26 B,09-wissel
6517,$1.49 B,09-wissel
6518,$0.68 B,09-wissel
6519,$0.56 B,09-wissel
6520,$0.76 B,09-wissel
6521,$0.79 B,09-wissel
6522,$0.71 B,09-wissel
6523,$3.49 B,09-wissel
6524,$2.75 B,09-wissel
6525,$10.69 B,09-wissel
6526,$21.81 B,09-wissel
6527,$1.95 B,09-wissel
6528,$2.08 B,09-wissel
6529,$1.51 B,09-wissel
6530,$0.68 B,09-wissel
6531,$0.60 B,09-wissel
6532,$1.40 B,09-wissel
6533,$4.95 B,09-wissel
6534,$2.22 B,09-wissel
6535,$0.69 B,09-wissel
6536,$0.99 B,09-wissel
6537,$0.31 B,09-wissel
6538,$1.03 B,09-wissel
6539,$1.13 B,09-wissel
6540,$0.94 B,09-wissel
6541,$2.68 B,09-wissel
6542,$0.70 B,09-wissel
6543,$0.66 B,09-wissel
6544,$0.99 B,09-wissel
6545,$0.40 B,09-wissel
6546,$0.42 B,09-wissel
6547,$0.51 B,09-wissel
6548,$0.69 B,09-wissel
6549,$16.43 B,09-wissel
6550,$1.25 B,09-wissel
6551,$0.96 B,09-wissel
6552,$0.65 B,09-wissel
6553,$0.49 B,09-wissel
6554,$0.90 B,09-wissel
6555,$0.35 B,09-wissel
6556,$0.44 B,09-wissel
6557,$0.89 B,09-wissel
6558,$2.02 B,09-wissel
6559,$0.72 B,09-wissel
