,earnings,team
3486,$0.26 B,09-wissel
3487,$0.35 B,09-wissel
3488,$99.79 M,09-wissel
3489,$0.41 B,09-wissel
3490,$0.22 B,09-wissel
3491,$0.86 B,09-wissel
3492,$0.12 B,09-wissel
3493,$0.54 B,09-wissel
3494,$0.34 B,09-wissel
3495,$0.70 B,09-wissel
3496,$0.37 B,09-wissel
3497,$2.93 B,09-wissel
3498,$75.08 M,09-wissel
3499,$0.30 B,09-wissel
3500,$6.27 M,09-wissel
3501,$0.27 B,09-wissel
3502,-$69.12 M,09-wissel
3503,$0.11 B,09-wissel
3504,$0.40 B,09-wissel
3505,-$0.07 M,09-wissel
3506,$0.27 B,09-wissel
3507,$6.48 M,09-wissel
3508,$15.27 M,09-wissel
3509,$0.14 B,09-wissel
3510,-$6.09 M,09-wissel
3511,$6.99 B,09-wissel
3512,$4.02 B,09-wissel
3513,$2.34 B,09-wissel
3514,$1.93 B,09-wissel
3515,$4.61 B,09-wissel
3516,$7.39 B,09-wissel
3517,$12.29 B,09-wissel
3518,$2.24 B,09-wissel
3519,$0.91 B,09-wissel
3520,$6.23 B,09-wissel
3521,$5.29 B,09-wissel
3522,$2.38 B,09-wissel
3523,$0.47 B,09-wissel
3524,$1.78 B,09-wissel
3525,$1.47 B,09-wissel
3526,$1.64 B,09-wissel
3527,$1.19 B,09-wissel
3528,-$1.1 B,09-wissel
3529,$0.19 B,09-wissel
3530,$5.71 B,09-wissel
3531,$0.78 B,09-wissel
3532,$0.66 B,09-wissel
3533,$3.21 B,09-wissel
3534,$0.18 B,09-wissel
3535,$0.62 B,09-wissel
3536,$2.45 B,09-wissel
3537,$0.23 B,09-wissel
3538,$0.68 B,09-wissel
3539,$0.32 B,09-wissel
3540,$0.64 B,09-wissel
3541,$2.84 B,09-wissel
3542,$1.72 B,09-wissel
3543,$1.04 B,09-wissel
3544,$2.48 B,09-wissel
3545,$0.34 B,09-wissel
3546,$0.22 B,09-wissel
3547,$82.03 M,09-wissel
3548,$0.22 B,09-wissel
3549,$0.20 B,09-wissel
3550,$0.28 B,09-wissel
3551,$0.12 B,09-wissel
3552,$7.56 B,09-wissel
3553,$0.65 B,09-wissel
3554,-$0.2 B,09-wissel
3555,$0.46 B,09-wissel
3556,$0.19 B,09-wissel
3557,$69.73 M,09-wissel
3558,$0.18 B,09-wissel
3559,$0.64 B,09-wissel
3560,$0.81 B,09-wissel
3561,$3.01 B,09-wissel
3562,$1.58 B,09-wissel
3563,,09-wissel
3564,$0.37 B,09-wissel
3565,$0.13 B,09-wissel
3566,$0.24 B,09-wissel
3567,$1.03 B,09-wissel
3568,-$0.4 B,09-wissel
3569,$0.48 B,09-wissel
3570,$39.07 M,09-wissel
3571,$1.65 B,09-wissel
3572,$1.99 B,09-wissel
3573,$40.48 M,09-wissel
3574,$19.6 M,09-wissel
3575,$54.61 M,09-wissel
3576,$0.22 B,09-wissel
3577,$0.18 B,09-wissel
3578,,09-wissel
3579,$0.12 B,09-wissel
3580,-$0.36 B,09-wissel
3581,-$0.2 B,09-wissel
3582,$0.17 B,09-wissel
3583,$0.46 B,09-wissel
3584,$0.40 B,09-wissel
3585,$0.11 B,09-wissel
3586,$0.97 B,09-wissel
3587,$4.18 B,09-wissel
3588,$0.11 B,09-wissel
3589,$0.34 B,09-wissel
3590,$0.23 B,09-wissel
3591,$0.11 B,09-wissel
3592,$0.11 B,09-wissel
3593,$0.14 B,09-wissel
3594,$37.25 M,09-wissel
3595,$16.5 M,09-wissel
3596,$83.32 M,09-wissel
3597,$0.53 B,09-wissel
3598,$1.56 B,09-wissel
3599,$0.72 B,09-wissel
3600,$47.66 M,09-wissel
3601,$0.24 B,09-wissel
3602,$0.35 B,09-wissel
3603,$0.19 B,09-wissel
3604,$0.43 B,09-wissel
3605,$93.19 M,09-wissel
3606,$82.62 M,09-wissel
3607,$47.03 M,09-wissel
3608,-$0.12 B,09-wissel
3609,$0.38 B,09-wissel
3610,$0.28 B,09-wissel
3611,$56.38 M,09-wissel
3612,$63.05 M,09-wissel
3613,$0.11 B,09-wissel
3614,-$69.26 M,09-wissel
3615,$0.25 B,09-wissel
3616,$0.96 B,09-wissel
3617,$0.32 B,09-wissel
3618,$0.26 B,09-wissel
3619,$0.10 B,09-wissel
3620,-$2.58 M,09-wissel
3621,$71.56 M,09-wissel
3622,$0.44 B,09-wissel
3623,$0.40 B,09-wissel
3624,$91.22 M,09-wissel
3625,$29.07 M,09-wissel
3626,-$1.19 B,09-wissel
3627,$0.30 B,09-wissel
3628,$0.47 B,09-wissel
3629,-$0.87 B,09-wissel
3630,$0.15 B,09-wissel
3631,$19.92 M,09-wissel
3632,-$25.31 M,09-wissel
3633,$0.12 B,09-wissel
3634,$3.25 B,09-wissel
3635,$0.12 B,09-wissel
3636,$86.15 M,09-wissel
3637,-$15.75 M,09-wissel
3638,$57.77 M,09-wissel
3639,$4.54 B,09-wissel
3640,$34.28 M,09-wissel
3641,$0.40 B,09-wissel
3642,$0.19 B,09-wissel
3643,$9.29 M,09-wissel
3644,$0.22 B,09-wissel
3645,$0.23 B,09-wissel
3646,$0.65 B,09-wissel
3647,$0.57 B,09-wissel
3648,$29.06 M,09-wissel
3649,$5.66 M,09-wissel
3650,$0.15 B,09-wissel
3651,$52.18 M,09-wissel
3652,$0.39 B,09-wissel
3653,$45.1 M,09-wissel
3654,$0.28 B,09-wissel
3655,$67.76 M,09-wissel
3656,$29.17 M,09-wissel
3657,$1.60 B,09-wissel
3658,$1.09 B,09-wissel
3659,$0.15 B,09-wissel
3660,$77.3 M,09-wissel
3661,$36.59 M,09-wissel
3662,$69.16 M,09-wissel
3663,$7.55 M,09-wissel
3664,-$59.91 M,09-wissel
3665,$62.1 M,09-wissel
3666,$0.19 B,09-wissel
3667,$76.48 M,09-wissel
3668,$36.86 M,09-wissel
3669,$33.86 M,09-wissel
3670,$1.14 B,09-wissel
3671,$47.67 M,09-wissel
3672,$0.45 B,09-wissel
3673,$24.4 M,09-wissel
3674,$0.14 B,09-wissel
3675,$0.23 B,09-wissel
3676,$0.15 B,09-wissel
3677,$0.14 B,09-wissel
3678,$59.18 M,09-wissel
3679,$0.14 B,09-wissel
3680,$0.21 B,09-wissel
3681,$0.22 B,09-wissel
3682,$0.29 B,09-wissel
3683,$0.47 B,09-wissel
3684,$0.60 B,09-wissel
3685,$0.54 B,09-wissel
3686,$0.34 B,09-wissel
3687,$14.44 M,09-wissel
3688,-$0.93 M,09-wissel
3689,-$7.57 M,09-wissel
3690,$47.75 M,09-wissel
3691,$0.82 B,09-wissel
3692,$1.99 B,09-wissel
3693,$0.39 B,09-wissel
3694,$0.39 B,09-wissel
3695,$0.10 B,09-wissel
3696,$0.34 B,09-wissel
3697,$0.17 B,09-wissel
3698,$63.49 M,09-wissel
3699,$89.01 M,09-wissel
3700,$0.20 B,09-wissel
3701,$38.89 M,09-wissel
3702,$40.67 M,09-wissel
3703,$0.29 B,09-wissel
3704,$67.28 M,09-wissel
3705,$66.17 M,09-wissel
3706,-$0.11 B,09-wissel
3707,$50.11 M,09-wissel
3708,$0.18 B,09-wissel
3709,$20.27 M,09-wissel
3710,$65.17 M,09-wissel
3711,$0.25 B,09-wissel
3712,$37.06 M,09-wissel
3713,$98.23 M,09-wissel
3714,$0.15 B,09-wissel
3715,$0.17 B,09-wissel
3716,-$8.74 M,09-wissel
3717,$10.54 M,09-wissel
3718,$19.91 M,09-wissel
3719,$20.73 M,09-wissel
3720,$0.11 B,09-wissel
3721,$0.36 B,09-wissel
3722,-$67.26 M,09-wissel
3723,$41.26 M,09-wissel
3724,$33.47 M,09-wissel
3725,$3.85 B,09-wissel
3726,$0.15 B,09-wissel
3727,$76.56 M,09-wissel
3728,$47.98 M,09-wissel
3729,$0.23 B,09-wissel
3730,,09-wissel
3731,$2.19 B,09-wissel
3732,$11.92 M,09-wissel
3733,$89.74 M,09-wissel
3734,$43.05 M,09-wissel
3735,-$30.39 M,09-wissel
3736,$76.54 M,09-wissel
3737,$3.44 M,09-wissel
3738,$0.24 B,09-wissel
3739,$18.01 M,09-wissel
3740,$82.49 M,09-wissel
3741,$0.14 B,09-wissel
3742,$0.15 B,09-wissel
3743,$0.82 B,09-wissel
3744,$0.64 B,09-wissel
3745,$0.12 B,09-wissel
3746,$0.18 B,09-wissel
3747,$72.37 M,09-wissel
3748,$0.17 B,09-wissel
3749,$0.16 B,09-wissel
3750,$0.15 B,09-wissel
3751,$0.10 B,09-wissel
3752,$6.9 M,09-wissel
3753,$23.7 M,09-wissel
3754,$0.20 B,09-wissel
3755,$66.82 M,09-wissel
3756,$86.03 M,09-wissel
3757,$0.21 B,09-wissel
3758,$95.26 M,09-wissel
3759,$0.18 B,09-wissel
3760,,09-wissel
3761,$16.04 M,09-wissel
3762,$39.89 M,09-wissel
3763,$15.49 M,09-wissel
3764,$2.11 B,09-wissel
3765,$1.08 B,09-wissel
3766,$98.29 M,09-wissel
3767,$53.86 M,09-wissel
3768,$49.58 M,09-wissel
3769,$8.3 M,09-wissel
3770,$47.19 M,09-wissel
3771,$0.11 B,09-wissel
3772,$33.31 M,09-wissel
3773,$0.17 B,09-wissel
3774,-$33.2 M,09-wissel
3775,$8.79 M,09-wissel
3776,-$1.36 M,09-wissel
3777,$0.15 B,09-wissel
3778,$76.74 M,09-wissel
3779,$22.02 M,09-wissel
3780,$19.96 M,09-wissel
3781,$46.63 M,09-wissel
3782,$0.10 B,09-wissel
3783,$16.35 M,09-wissel
3784,$12.04 M,09-wissel
3785,$40.38 M,09-wissel
3786,$0.49 B,09-wissel
3787,$0.17 B,09-wissel
3788,$29.49 M,09-wissel
3789,$22.17 M,09-wissel
3790,$33.55 M,09-wissel
3791,$0.28 B,09-wissel
3792,$0.11 B,09-wissel
3793,$47.73 M,09-wissel
3794,$2.89 M,09-wissel
3795,$68.32 M,09-wissel
3796,$54.57 M,09-wissel
3797,$0.18 B,09-wissel
3798,-$0.11 B,09-wissel
3799,$15.31 M,09-wissel
3800,$10.67 M,09-wissel
3801,$11.08 M,09-wissel
3802,$0.26 B,09-wissel
3803,$59.47 M,09-wissel
3804,$20.53 M,09-wissel
3805,$79.1 M,09-wissel
3806,$0.10 B,09-wissel
3807,$0.10 B,09-wissel
3808,$61.49 M,09-wissel
3809,-$1.09 M,09-wissel
3810,$41.11 M,09-wissel
3811,$5.52 M,09-wissel
3812,$72.61 M,09-wissel
3813,$0.35 B,09-wissel
3814,$0.16 B,09-wissel
3815,$27.18 M,09-wissel
3816,$0.12 B,09-wissel
3817,$15.22 M,09-wissel
3818,$20.31 M,09-wissel
3819,,09-wissel
3820,$81.79 M,09-wissel
3821,$29.44 M,09-wissel
3822,$57.87 M,09-wissel
3823,$18.75 M,09-wissel
3824,$18.99 M,09-wissel
3825,$19.34 M,09-wissel
3826,$29.81 M,09-wissel
3827,$5.23 M,09-wissel
3828,$0.97 M,09-wissel
3829,$43.45 M,09-wissel
3830,$0.29 B,09-wissel
3831,$47.17 M,09-wissel
3832,$0.20 B,09-wissel
3833,$68.18 M,09-wissel
3834,$13.93 M,09-wissel
3835,$86.41 M,09-wissel
3836,$83.81 M,09-wissel
3837,-$89.32 M,09-wissel
3838,$9.98 M,09-wissel
3839,$26.46 M,09-wissel
3840,$31.57 M,09-wissel
3841,$18.85 M,09-wissel
3842,$0.20 B,09-wissel
3843,$18.41 M,09-wissel
3844,$29.73 M,09-wissel
3845,$11.81 M,09-wissel
3846,$0.42 B,09-wissel
3847,$0.18 B,09-wissel
3848,$30.79 M,09-wissel
3849,$0.31 B,09-wissel
3850,$91.3 M,09-wissel
3851,-$66.1 M,09-wissel
3852,$13.46 M,09-wissel
3853,$54.54 M,09-wissel
3854,$0.13 B,09-wissel
3855,$13.88 M,09-wissel
3856,,09-wissel
3857,$28.38 M,09-wissel
3858,$45.11 M,09-wissel
3859,$8.55 M,09-wissel
3860,$0.67 B,09-wissel
3861,$44.05 M,09-wissel
3862,$28.81 M,09-wissel
3863,$35.89 M,09-wissel
3864,$6.5 M,09-wissel
3865,-$2.36 M,09-wissel
3866,$0.23 B,09-wissel
3867,$35.21 M,09-wissel
3868,-$37.33 M,09-wissel
3869,$32.84 M,09-wissel
3870,$1.4 M,09-wissel
3871,$59.65 M,09-wissel
3872,$46.92 M,09-wissel
3873,$17.49 M,09-wissel
3874,$0.11 B,09-wissel
3875,$60.83 M,09-wissel
3876,$0.15 B,09-wissel
3877,$0.20 B,09-wissel
3878,$95.42 M,09-wissel
3879,$0.11 B,09-wissel
3880,$0.17 B,09-wissel
3881,$5.63 M,09-wissel
3882,$19.45 M,09-wissel
3883,$70.41 M,09-wissel
3884,$13.79 M,09-wissel
3885,$42.05 M,09-wissel
3886,$11.48 M,09-wissel
3887,$27.33 M,09-wissel
3888,$34.76 M,09-wissel
3889,$32.47 M,09-wissel
3890,$41.65 M,09-wissel
3891,$23.76 M,09-wissel
3892,$80.21 M,09-wissel
3893,$10.71 M,09-wissel
3894,$23.77 M,09-wissel
3895,$16.65 M,09-wissel
3896,-$2.72 M,09-wissel
3897,$32.36 M,09-wissel
3898,$63.76 M,09-wissel
3899,$14.37 M,09-wissel
3900,$27.07 M,09-wissel
3901,$0.14 B,09-wissel
3902,$41.23 M,09-wissel
3903,-$0.15 B,09-wissel
3904,$0.16 B,09-wissel
3905,$33.73 M,09-wissel
3906,$9.09 M,09-wissel
3907,$31.74 M,09-wissel
3908,,09-wissel
3909,$0.24 B,09-wissel
3910,$0.23 B,09-wissel
3911,,09-wissel
3912,$10.3 M,09-wissel
3913,$11.04 M,09-wissel
3914,$20.64 M,09-wissel
3915,$0.30 B,09-wissel
3916,$12.66 M,09-wissel
3917,-$4.07 M,09-wissel
3918,$0.20 B,09-wissel
3919,$14.99 M,09-wissel
3920,-$17.37 M,09-wissel
3921,-$3.54 M,09-wissel
3922,-$55.96 M,09-wissel
3923,$0.15 B,09-wissel
3924,$20.73 M,09-wissel
3925,$35.76 M,09-wissel
3926,$1.61 M,09-wissel
3927,$22.54 M,09-wissel
3928,-$14.62 M,09-wissel
3929,$93.88 M,09-wissel
3930,$6.43 M,09-wissel
3931,$10.89 M,09-wissel
3932,$16.89 M,09-wissel
3933,$8.26 M,09-wissel
3934,$34.8 M,09-wissel
3935,-$10.32 M,09-wissel
3936,$14.79 M,09-wissel
3937,$91.57 M,09-wissel
3938,$18.68 M,09-wissel
3939,$7.73 M,09-wissel
3940,$7.1 M,09-wissel
3941,$7.84 M,09-wissel
3942,$35.58 M,09-wissel
3943,$0.28 B,09-wissel
3944,$0.30 B,09-wissel
3945,$15.5 M,09-wissel
3946,$25.66 M,09-wissel
3947,-$0.22 B,09-wissel
3948,$16.77 M,09-wissel
3949,$0.24 B,09-wissel
3950,$17.85 M,09-wissel
3951,$5.48 M,09-wissel
3952,$13.61 M,09-wissel
3953,-$1.11 M,09-wissel
3954,$80.61 M,09-wissel
3955,$34.8 M,09-wissel
3956,$24.83 M,09-wissel
3957,$39.93 M,09-wissel
3958,$5.64 M,09-wissel
3959,$5.21 M,09-wissel
3960,$8.18 M,09-wissel
3961,$6.6 M,09-wissel
3962,$21.87 M,09-wissel
3963,-$0.21 B,09-wissel
3964,$0.59 B,09-wissel
3965,$15.88 M,09-wissel
3966,$20.79 M,09-wissel
3967,$22.24 M,09-wissel
3968,$92.64 M,09-wissel
3969,$17.1 M,09-wissel
3970,$3.04 B,09-wissel
3971,$15.77 M,09-wissel
3972,$0.94 B,09-wissel
3973,$92.67 M,09-wissel
3974,$39.01 M,09-wissel
3975,$21.35 M,09-wissel
3976,$46.38 M,09-wissel
3977,,09-wissel
3978,-$17.28 M,09-wissel
3979,-$33.09 M,09-wissel
3980,$83.91 M,09-wissel
3981,-$25.54 M,09-wissel
3982,$50.77 M,09-wissel
3983,$14.98 M,09-wissel
3984,$6.53 M,09-wissel
3985,$14.88 M,09-wissel
3986,$5.14 M,09-wissel
3987,$1.63 B,09-wissel
3988,$9.17 M,09-wissel
3989,$1.38 M,09-wissel
3990,-$30.33 M,09-wissel
3991,$5.27 M,09-wissel
3992,-$0.29 B,09-wissel
3993,$42.33 M,09-wissel
3994,$10.22 M,09-wissel
3995,$83.03 M,09-wissel
3996,$26.53 M,09-wissel
3997,$59.48 M,09-wissel
3998,$37.1 M,09-wissel
3999,$28.01 M,09-wissel
4000,$10.33 M,09-wissel
4001,$3.91 M,09-wissel
4002,-$55.82 M,09-wissel
4003,$50.74 M,09-wissel
4004,$6.69 M,09-wissel
4005,$7.2 M,09-wissel
4006,$18.66 M,09-wissel
4007,$0.29 M,09-wissel
4008,-$36.35 M,09-wissel
4009,,09-wissel
4010,$7.16 M,09-wissel
4011,$6.74 B,09-wissel
4012,$3.39 B,09-wissel
4013,$33.81 B,09-wissel
4014,$3.20 B,09-wissel
4015,$4.16 B,09-wissel
4016,$1.24 B,09-wissel
4017,$1.89 B,09-wissel
4018,$1.62 B,09-wissel
4019,$3.31 B,09-wissel
4020,$0.55 B,09-wissel
4021,$1.09 B,09-wissel
4022,$1.13 B,09-wissel
4023,$0.68 B,09-wissel
4024,$0.46 B,09-wissel
4025,$0.79 B,09-wissel
4026,$0.69 B,09-wissel
4027,$0.72 B,09-wissel
4028,$0.78 B,09-wissel
4029,$0.66 B,09-wissel
4030,$0.13 B,09-wissel
4031,$0.33 B,09-wissel
4032,$0.11 B,09-wissel
4033,$0.41 B,09-wissel
4034,-$90.12 M,09-wissel
4035,$86.32 M,09-wissel
4036,-$3.5 M,09-wissel
4037,$1.92 B,09-wissel
4038,$0.38 B,09-wissel
4039,$1.31 B,09-wissel
4040,$1.10 B,09-wissel
4041,$0.51 B,09-wissel
4042,$0.41 B,09-wissel
4043,$0.97 B,09-wissel
4044,-$8.79 M,09-wissel
4045,$0.18 B,09-wissel
4046,-$0.16 B,09-wissel
4047,$0.73 B,09-wissel
4048,$0.91 B,09-wissel
4049,$58.39 M,09-wissel
4050,$0.54 B,09-wissel
4051,$27.34 M,09-wissel
4052,$3.45 M,09-wissel
4053,$4.07 M,09-wissel
4054,$1.48 B,09-wissel
4055,$0.77 B,09-wissel
4056,$0.70 B,09-wissel
4057,-$0.22 B,09-wissel
4058,$0.14 B,09-wissel
4059,$0.70 B,09-wissel
4060,$1.36 B,09-wissel
4061,$1.33 B,09-wissel
4062,$1.46 B,09-wissel
4063,$1.11 B,09-wissel
4064,$5.66 B,09-wissel
4065,$1.23 M,09-wissel
4066,$1.39 B,09-wissel
4067,$0.81 B,09-wissel
4068,$0.41 B,09-wissel
4069,$1.49 B,09-wissel
4070,$15.51 B,09-wissel
4071,$0.41 B,09-wissel
4072,-$0.85 M,09-wissel
4073,$0.28 B,09-wissel
4074,$2.27 M,09-wissel
4075,$44.79 M,09-wissel
4076,$9.77 B,09-wissel
4077,-$1.12 M,09-wissel
4078,$5.06 B,09-wissel
4079,-$0.47 M,09-wissel
4080,$0.83 B,09-wissel
4081,$11.84 M,09-wissel
4082,$65.02 M,09-wissel
4083,$0.60 B,09-wissel
4084,$2.71 M,09-wissel
4085,$0.43 B,09-wissel
4086,$1.05 B,09-wissel
4087,$0.14 B,09-wissel
4088,$0.57 B,09-wissel
4089,$2.51 B,09-wissel
4090,$35.8 M,09-wissel
4091,-$2.87 M,09-wissel
4092,$0.66 B,09-wissel
4093,$2.43 B,09-wissel
4094,$0.57 B,09-wissel
4095,$13.32 M,09-wissel
4096,$0.48 B,09-wissel
4097,$0.21 B,09-wissel
4098,$0.17 B,09-wissel
4099,$47.88 M,09-wissel
4100,$38.74 B,09-wissel
4101,$0.83 B,09-wissel
4102,$18.50 B,09-wissel
4103,-$7.76 B,09-wissel
4104,$4.37 B,09-wissel
4105,-$9.54 M,09-wissel
4106,$0.11 B,09-wissel
4107,$6.38 B,09-wissel
4108,$2.16 B,09-wissel
4109,$0.89 B,09-wissel
4110,$6.84 B,09-wissel
4111,$3.65 B,09-wissel
4112,$2.75 B,09-wissel
4113,$13.07 B,09-wissel
4114,$16.98 B,09-wissel
4115,$2.00 B,09-wissel
4116,$1.50 B,09-wissel
4117,$9.28 B,09-wissel
4118,$4.15 B,09-wissel
4119,$0.11 B,09-wissel
4120,$2.99 B,09-wissel
4121,$2.40 B,09-wissel
4122,$2.79 B,09-wissel
4123,$8.12 M,09-wissel
4124,$0.27 B,09-wissel
4125,$3.25 B,09-wissel
4126,$3.42 B,09-wissel
4127,$0.34 B,09-wissel
4128,$1.03 B,09-wissel
4129,$0.76 B,09-wissel
4130,$0.40 B,09-wissel
4131,$1.10 B,09-wissel
4132,$0.31 B,09-wissel
4133,$79.93 M,09-wissel
4134,$0.46 B,09-wissel
4135,$0.21 B,09-wissel
4136,$2.64 B,09-wissel
4137,$0.71 B,09-wissel
4138,$0.26 B,09-wissel
4139,$1.05 B,09-wissel
4140,$0.21 B,09-wissel
4141,$0.14 B,09-wissel
4142,$97.85 M,09-wissel
4143,$0.50 B,09-wissel
4144,$0.48 B,09-wissel
4145,$1.05 B,09-wissel
4146,$0.27 B,09-wissel
4147,-$79.1 M,09-wissel
4148,$0.21 B,09-wissel
4149,-$27.25 M,09-wissel
4150,$0.16 B,09-wissel
4151,$0.35 B,09-wissel
4152,$0.65 B,09-wissel
4153,$0.46 B,09-wissel
4154,$0.69 B,09-wissel
4155,$1.24 B,09-wissel
4156,-$8.35 M,09-wissel
4157,$0.13 B,09-wissel
4158,$1.69 B,09-wissel
4159,-$1.99 B,09-wissel
4160,$0.67 B,09-wissel
4161,$0.59 B,09-wissel
4162,$0.17 B,09-wissel
4163,$0.42 B,09-wissel
4164,$0.16 B,09-wissel
4165,$2.88 B,09-wissel
4166,$12.07 M,09-wissel
4167,$0.96 B,09-wissel
4168,$0.11 B,09-wissel
4169,$0.27 B,09-wissel
4170,$2.71 B,09-wissel
4171,$14.98 B,09-wissel
4172,$0.86 B,09-wissel
4173,$1.12 B,09-wissel
4174,$8.07 B,09-wissel
4175,$1.20 B,09-wissel
4176,-$3.21 B,09-wissel
4177,$17.62 B,09-wissel
4178,-$7.81 B,09-wissel
4179,$4.47 B,09-wissel
4180,$2.84 B,09-wissel
4181,$6.58 B,09-wissel
4182,$2.38 B,09-wissel
4183,$64.64 B,09-wissel
4184,$3.95 B,09-wissel
4185,$1.54 B,09-wissel
4186,$8.94 B,09-wissel
4187,$0.87 B,09-wissel
4188,$2.15 B,09-wissel
4189,$5.02 B,09-wissel
4190,$5.34 B,09-wissel
4191,$0.51 B,09-wissel
4192,$5.12 B,09-wissel
4193,$7.59 B,09-wissel
4194,$7.61 B,09-wissel
4195,$3.86 B,09-wissel
4196,$31.42 B,09-wissel
4197,$0.43 B,09-wissel
4198,-$0.12 B,09-wissel
4199,$1.44 B,09-wissel
4200,$0.55 B,09-wissel
4201,-$0.4 B,09-wissel
4202,$3.74 B,09-wissel
4203,$0.24 B,09-wissel
4204,-$0.62 B,09-wissel
4205,$2.78 B,09-wissel
4206,$77.83 M,09-wissel
4207,-$80.6 M,09-wissel
4208,$2.59 B,09-wissel
4209,$2.84 B,09-wissel
4210,$0.38 B,09-wissel
4211,$0.47 B,09-wissel
4212,$2.75 B,09-wissel
4213,-$0.89 B,09-wissel
4214,$0.34 B,09-wissel
4215,$1.11 B,09-wissel
4216,$1.10 B,09-wissel
4217,$0.19 B,09-wissel
4218,$0.11 B,09-wissel
4219,$0.41 B,09-wissel
4220,$28.14 M,09-wissel
4221,$1.96 B,09-wissel
4222,$0.75 B,09-wissel
4223,$1.50 B,09-wissel
4224,$1.56 B,09-wissel
4225,-$1.25 B,09-wissel
4226,$2.71 B,09-wissel
4227,$14.98 B,09-wissel
4228,$0.86 B,09-wissel
4229,$1.12 B,09-wissel
4230,$8.07 B,09-wissel
4231,$1.20 B,09-wissel
4232,-$3.21 B,09-wissel
4233,$17.62 B,09-wissel
4234,-$7.81 B,09-wissel
4235,$4.47 B,09-wissel
4236,$2.84 B,09-wissel
4237,$6.58 B,09-wissel
4238,$2.38 B,09-wissel
4239,$64.64 B,09-wissel
4240,$3.95 B,09-wissel
4241,$1.54 B,09-wissel
4242,$8.94 B,09-wissel
4243,$0.87 B,09-wissel
4244,$2.15 B,09-wissel
4245,$5.02 B,09-wissel
4246,$5.34 B,09-wissel
4247,$0.51 B,09-wissel
4248,$5.12 B,09-wissel
4249,$7.59 B,09-wissel
4250,$7.61 B,09-wissel
4251,$3.86 B,09-wissel
4252,$31.42 B,09-wissel
4253,$0.43 B,09-wissel
4254,-$0.12 B,09-wissel
4255,$1.44 B,09-wissel
4256,$0.55 B,09-wissel
4257,-$0.4 B,09-wissel
4258,$3.74 B,09-wissel
4259,$0.24 B,09-wissel
4260,-$0.62 B,09-wissel
4261,$2.78 B,09-wissel
4262,$77.83 M,09-wissel
4263,-$80.6 M,09-wissel
4264,$2.59 B,09-wissel
4265,$2.84 B,09-wissel
4266,$0.38 B,09-wissel
4267,$0.47 B,09-wissel
4268,$2.75 B,09-wissel
4269,-$0.89 B,09-wissel
4270,$0.34 B,09-wissel
4271,$1.11 B,09-wissel
4272,$1.10 B,09-wissel
4273,$0.19 B,09-wissel
4274,$0.11 B,09-wissel
4275,$0.41 B,09-wissel
4276,$28.14 M,09-wissel
4277,$1.96 B,09-wissel
4278,$0.75 B,09-wissel
4279,$1.50 B,09-wissel
4280,$1.56 B,09-wissel
4281,-$1.25 B,09-wissel
4282,$2.71 B,09-wissel
4283,$14.98 B,09-wissel
4284,$0.86 B,09-wissel
4285,$1.12 B,09-wissel
4286,$8.07 B,09-wissel
4287,$1.20 B,09-wissel
4288,-$3.21 B,09-wissel
4289,$17.62 B,09-wissel
4290,-$7.81 B,09-wissel
4291,$4.47 B,09-wissel
4292,$2.84 B,09-wissel
4293,$6.58 B,09-wissel
4294,$2.38 B,09-wissel
4295,$64.64 B,09-wissel
4296,$3.95 B,09-wissel
4297,$1.54 B,09-wissel
4298,$8.94 B,09-wissel
4299,$0.87 B,09-wissel
4300,$2.15 B,09-wissel
4301,$5.02 B,09-wissel
4302,$5.34 B,09-wissel
4303,$0.51 B,09-wissel
4304,$5.12 B,09-wissel
4305,$7.59 B,09-wissel
4306,$7.61 B,09-wissel
4307,$3.86 B,09-wissel
4308,$31.42 B,09-wissel
4309,$0.43 B,09-wissel
4310,-$0.12 B,09-wissel
4311,$1.44 B,09-wissel
4312,$0.55 B,09-wissel
4313,-$0.4 B,09-wissel
4314,$3.74 B,09-wissel
4315,$0.24 B,09-wissel
4316,-$0.62 B,09-wissel
4317,$2.78 B,09-wissel
4318,$77.83 M,09-wissel
4319,-$80.6 M,09-wissel
4320,$2.59 B,09-wissel
4321,$2.84 B,09-wissel
4322,$0.38 B,09-wissel
4323,$0.47 B,09-wissel
4324,$2.75 B,09-wissel
4325,-$0.89 B,09-wissel
4326,$0.34 B,09-wissel
4327,$1.11 B,09-wissel
4328,$1.10 B,09-wissel
4329,$0.19 B,09-wissel
4330,$0.11 B,09-wissel
4331,$0.41 B,09-wissel
4332,$28.14 M,09-wissel
4333,$1.96 B,09-wissel
4334,$0.75 B,09-wissel
4335,$1.50 B,09-wissel
4336,$1.56 B,09-wissel
4337,-$1.25 B,09-wissel
4338,$2.71 B,09-wissel
4339,$14.98 B,09-wissel
4340,$0.86 B,09-wissel
4341,$1.12 B,09-wissel
4342,$8.07 B,09-wissel
4343,$1.20 B,09-wissel
4344,-$3.21 B,09-wissel
4345,$17.62 B,09-wissel
4346,-$7.81 B,09-wissel
4347,$4.47 B,09-wissel
4348,$2.84 B,09-wissel
4349,$6.58 B,09-wissel
4350,$2.38 B,09-wissel
4351,$64.64 B,09-wissel
4352,$3.95 B,09-wissel
4353,$1.54 B,09-wissel
4354,$8.94 B,09-wissel
4355,$0.87 B,09-wissel
4356,$2.15 B,09-wissel
4357,$5.02 B,09-wissel
