name,codice,pricecap,price,country
Vale Indonesia,INCO.JK,$4.88 B,$0.49,Indonesia
Japan Airport Terminal,9706.T,$4.88 B,$52.49,Japan
Wix.com,WIX,$4.88 B,$83.10,Israel
CyberArk,CYBR,$4.88 B,$119.92,Israel
Nippon Express,9147.T,$4.87 B,$54.66,Japan
X5 Retail Group,FIVE.ME,$4.87 B,$17.96,Netherlands
GÜBRETAŞ,GUBRF.IS,$4.87 B,$14.55,Turkey
Under Armour,UA,$4.87 B,$10.16,USA
Stericycle,SRCL,$4.87 B,$52.84,USA
Offcn Education,002607.SZ,$4.86 B,$0.79,China
Portland General Electric,POR,$4.86 B,$48.26,USA
Applied Industrial Technologies,AIT,$4.86 B,$126.08,USA
NHPC Limited,NHPC.NS,$4.85 B,$0.48,India
Whitecap Resources,WCP.TO,$4.85 B,$7.95,Canada
ALTEN,ATE.PA,$4.85 B,$142.27,France
Hanover Insurance Group,THG,$4.85 B,$136.41,USA
APi Group,APG,$4.84 B,$20.71,USA
JCDecaux,DEC.PA,$4.84 B,$22.76,France
SCSK Corporation,9719.T,$4.84 B,$15.51,Japan
Vanguard International Semiconductor,5347.TWO,$4.83 B,$2.95,Taiwan
F.N.B. Corporation,FNB,$4.83 B,$13.41,USA
Air Lease Corporation,AL,$4.82 B,$43.50,USA
Jarir,4190.SR,$4.82 B,$40.17,S. Arabia
dLocal,DLO,$4.81 B,$16.28,Uruguay
AXIS Capital,AXS,$4.81 B,$56.90,Bermuda
Tower Semiconductor,TSEM,$4.81 B,$43.65,Israel
Vornado Realty Trust,VNO,$4.80 B,$23.31,USA
Integra LifeSciences,IART,$4.79 B,$57.40,USA
Tata Elxsi,TATAELXSI.NS,$4.79 B,$76.96,India
SPS Commerce,SPSC,$4.78 B,$132.90,USA
Kilroy Realty,KRC,$4.78 B,$40.54,USA
Fraport,FRA.DE,$4.78 B,$51.77,Germany
Argo Investments,ARG.AX,$4.77 B,$6.35,Australia
Home BancShares,HOMB,$4.77 B,$23.42,USA
HelloFresh,HFG.DE,$4.77 B,$27.72,Germany
Bandhan Bank,BANDHANBNK.NS,$4.77 B,$2.96,India
Terreno Realty,TRNO,$4.77 B,$62.73,USA
Orica,ORI.AX,$4.76 B,$10.49,Australia
Tobu Railway,9001.T,$4.76 B,$22.83,Japan
Italgas,IG.MI,$4.75 B,$5.87,Italy
Hochtief,HOT.F,$4.75 B,$63.23,Germany
Bezeq,BEZQ.TA,$4.75 B,$1.72,Israel
Saudi Investment Bank,1030.SR,$4.74 B,$4.75,S. Arabia
Zai Lab,ZLAB,$4.74 B,$47.62,China
BAWAG Group,0B2.F,$4.74 B,$57.50,Austria
Koza Gold,KOZAL.IS,$4.74 B,$30.45,Turkey
Hitachi Construction Machinery,6305.T,$4.74 B,$22.30,Japan
Merlin Properties,MRL.MC,$4.73 B,$10.12,Spain
Black Hills,BKH,$4.73 B,$72.78,USA
Powszechny Zakład Ubezpieczeń,7PZ.F,$4.73 B,$8.33,Poland
Driven Brands,DRVN,$4.73 B,$28.26,USA
Ghitha,GHITHA.AE,$4.72 B,$19.58,UAE
Mphasis,MPHASIS.NS,$4.72 B,$25.11,India
Element Solutions,ESI,$4.72 B,$19.53,USA
Tikehau Capital,TKO.PA,$4.72 B,$27.53,France
GDS Holdings,GDS,$4.72 B,$24.80,China
Thyssenkrupp,TKA.F,$4.72 B,$7.59,Germany
Ryman Hospitality Properties,RHP,$4.72 B,$85.57,USA
Emmi AG,EMMN.SW,$4.71 B,$882.23,Switzerland
Gap Inc.,GPS,$4.71 B,$12.91,USA
Cadence Bancorp,CADE,$4.71 B,$25.82,USA
Toppan,7911.T,$4.70 B,$14.35,Japan
Workiva,WK,$4.70 B,$89.58,USA
OneMain Financial,OMF,$4.70 B,$38.50,USA
Akbank,AKBNK.IS,$4.70 B,$0.90,Turkey
Temenos,TEMN.SW,$4.70 B,$65.55,Switzerland
Power Integrations,POWI,$4.69 B,$82.17,USA
Enagás,ENG.MC,$4.69 B,$17.95,Spain
Leggett & Platt,LEG,$4.68 B,$35.35,USA
Metropolitan Bank (Metrobank),MTPOF,$4.68 B,$0.94,Philippines
IMI plc,IMI.L,$4.68 B,$17.96,UK
Cirrus Logic,CRUS,$4.67 B,$84.89,USA
Schaeffler,SHA.F,$4.66 B,$7.00,Germany
Hiscox,HSX.L,$4.66 B,$13.41,Bermuda
Inchcape,INCH.L,$4.66 B,$11.28,UK
Remgro Limited,REM.JO,$4.65 B,$8.21,South Africa
Madras Rubber Factory,MRF.NS,$4.65 B,"$1,098",India
Informatica,INFA,$4.65 B,$16.45,USA
Castellum,CAST.ST,$4.64 B,$14.16,Sweden
IDFC FIRST Bank,IDFCFIRSTB.NS,$4.64 B,$0.75,India
Hawaiian Electric Industries,HE,$4.64 B,$42.44,USA
Mapletree Industrial Trust,ME8U.SI,$4.64 B,$1.72,Singapore
Welcia Holdings,3141.T,$4.64 B,$22.25,Japan
Parsons,PSN,$4.63 B,$44.82,USA
Nuvei,NVEI,$4.63 B,$33.00,Canada
Coca-Cola Consolidated,COKE,$4.63 B,$494.51,USA
Companhia Siderúrgica Nacional,SID,$4.63 B,$3.34,Brazil
CyberAgent,4751.T,$4.63 B,$9.16,Japan
Wayfair,W,$4.63 B,$43.23,USA
IAC/InterActiveCorp,IAC,$4.63 B,$52.11,USA
Fox Factory Holding,FOXF,$4.62 B,$109.54,USA
Kite Realty,KRG,$4.61 B,$20.79,USA
Intermediate Capital Group (ICG),ICP.L,$4.61 B,$16.19,UK
AAK,AAK.ST,$4.60 B,$17.76,Sweden
Howden Joinery,HWDN.L,$4.60 B,$8.29,UK
National Mineral Development Corporation,NMDC.NS,$4.60 B,$1.57,India
ERG,ERG.MI,$4.59 B,$30.89,Italy
Sembcorp,U96.SI,$4.59 B,$2.59,Singapore
Mazda,7261.T,$4.59 B,$7.29,Japan
Hikma Pharmaceuticals,H5P.F,$4.59 B,$20.85,UK
Ryder,R,$4.59 B,$91.37,USA
Aroundtown,AT1.F,$4.58 B,$3.16,Luxembourg
Allegheny Technologies,ATI,$4.58 B,$35.44,USA
Mediclinic International,MEI.JO,$4.58 B,$6.14,South Africa
Jyske Bank,JYSK.CO,$4.57 B,$71.26,Denmark
Odakyu Electric Railway,9007.T,$4.57 B,$12.60,Japan
Seaboard,SEB,$4.57 B,"$3,941",USA
Asahi Intecc,7747.T,$4.57 B,$16.83,Japan
Technoprobe,TPRO.MI,$4.56 B,$7.60,Italy
LATAM Airlines,LTMAQ,$4.56 B,$0.42,Chile
The Bidvest Group,BVT.JO,$4.56 B,$13.43,South Africa
Louisiana-Pacific,LPX,$4.56 B,$63.63,USA
Algonquin Power & Utilities,AQN,$4.56 B,$6.66,Canada
MINISO Group,MNSO,$4.56 B,$14.40,China
Royal Boskalis Westminster,BOKA.AS,$4.56 B,$35.26,Netherlands
Natera,NTRA,$4.55 B,$41.82,USA
Topdanmarks,TQ71.F,$4.55 B,$51.24,Denmark
Shin Kong Financial Holding,2888.TW,$4.55 B,$0.29,Taiwan
Olam,VC2.SI,$4.55 B,$1.19,Singapore
Wendel,MF.PA,$4.55 B,$104.91,France
Commercial International Bank,CIN.F,$4.55 B,$1.34,Egypt
Husqvarna,HUSQ-A.ST,$4.54 B,$8.00,Sweden
Intra-Cellular Therapies,ITCI,$4.54 B,$48.03,USA
Schibsted,SCHA.OL,$4.54 B,$20.15,Norway
TriNet,TNET,$4.54 B,$74.88,USA
Lechwerke,LEC.F,$4.54 B,$122.72,Germany
CLEAR Secure,YOU,$4.54 B,$29.82,USA
Kinnevik,KINV-A.ST,$4.54 B,$16.51,Sweden
Wiwynn,6669.TW,$4.54 B,$25.99,Taiwan
HUGO BOSS,BOSS.DE,$4.53 B,$65.73,Germany
MACOM,MTSI,$4.53 B,$64.17,USA
Tegna,TGNA,$4.52 B,$20.26,USA
Bloom Energy,BE,$4.52 B,$23.17,USA
Synaptics,SYNA,$4.52 B,$113.40,USA
Autohome,ATHM,$4.51 B,$35.87,China
Aerojet Rocketdyne,AJRD,$4.51 B,$55.96,USA
Iida Group,3291.T,$4.51 B,$15.85,Japan
Nexans,NEX.PA,$4.50 B,$103.39,France
AMN Healthcare Services,AMN,$4.50 B,$103.86,USA
MSC Industrial Direct,MSM,$4.49 B,$80.39,USA
Magazine Luíza,MGLU3.SA,$4.49 B,$0.67,Brazil
B2Gold,BTG,$4.49 B,$4.18,Canada
Bucher Industries,BUCN.SW,$4.48 B,$438.74,Switzerland
Alkermes,ALKS,$4.48 B,$27.31,Ireland
Signify,LIGHT.AS,$4.47 B,$36.10,Netherlands
Alkem Laboratories,ALKEM.NS,$4.47 B,$37.41,India
Neoen,NEOEN.PA,$4.46 B,$39.12,France
Frasers Group,FRAS.L,$4.46 B,$9.36,UK
Steel Authority of India,SAIL.NS,$4.46 B,$1.08,India
Pepkor,PPH.JO,$4.46 B,$1.21,South Africa
Endava,DAVA,$4.46 B,$78.60,UK
Maximus,MMS,$4.45 B,$73.36,USA
Cencosud,CENCOSUD.SN,$4.45 B,$1.59,Chile
Denbury,DEN,$4.45 B,$89.39,USA
Sixt,SIX2.F,$4.45 B,$107.41,Germany
Comfort Systems,FIX,$4.44 B,$124.23,USA
Southwest Gas,SWX,$4.42 B,$66.01,USA
Flowserve,FLS,$4.42 B,$33.87,USA
ManpowerGroup,MAN,$4.42 B,$87.48,USA
Phillips Edison & Company,PECO,$4.42 B,$33.71,USA
Diploma plc,DPLM.L,$4.42 B,$35.46,UK
Indian Bank,INDIANB.NS,$4.41 B,$3.55,India
Cable One,CABO,$4.41 B,$759.35,USA
United Internet,UTDI.F,$4.40 B,$23.61,Germany
Strabag,XD4.F,$4.40 B,$42.84,Austria
Scor,SCR.PA,$4.40 B,$24.61,France
Bangkok Expressway and Metro (BEM),BEM.BK,$4.40 B,$0.29,Thailand
Boston Beer Company,SAM,$4.39 B,$357.66,USA
Empresas CMPC,CMPC.SN,$4.39 B,$1.76,Chile
Aditya Birla Capital,ABCAPITAL.NS,$4.39 B,$1.82,India
Paytm,PAYTM.NS,$4.38 B,$6.81,India
SPIE,SPIE.PA,$4.38 B,$26.93,France
A1 Telekom Austria,TA1.F,$4.38 B,$6.58,Austria
South Jersey Industries,SJI,$4.38 B,$35.77,USA
Schneider,SNDR,$4.37 B,$24.59,USA
Janus Henderson,JHG,$4.37 B,$26.40,UK
MSG Sports,MSGS,$4.37 B,$179.62,USA
Wingstop Restaurants,WING,$4.36 B,$146.00,USA
Hancock Whitney,HWC,$4.36 B,$50.97,USA
ONE Gas,OGS,$4.35 B,$80.52,USA
Teladoc Health,TDOC,$4.35 B,$26.92,USA
Box,BOX,$4.35 B,$30.50,USA
SJM Holdings,0880.HK,$4.35 B,$0.61,Hong Kong
Insperity,NSP,$4.35 B,$114.81,USA
Aurubis,NDA.F,$4.35 B,$99.59,Germany
Academy Sports,ASO,$4.35 B,$55.68,USA
SoFi,SOFI,$4.34 B,$5.44,USA
Mainfreight,MFT.NZ,$4.34 B,$43.19,New Zealand
Charter Hall Group,CHC.AX,$4.34 B,$9.19,Australia
Hera Group,HER.MI,$4.34 B,$2.98,Italy
Air France-KLM,AF.PA,$4.33 B,$1.69,France
Haemonetics,HAE,$4.33 B,$85.71,USA
Sabancı Holding,SAHOL.IS,$4.33 B,$2.16,Turkey
ASGN,ASGN,$4.33 B,$86.81,USA
MEG Energy,MEG.TO,$4.32 B,$14.53,Canada
Alamos Gold,AGI,$4.32 B,$11.00,Canada
Herc Holdings,HRI,$4.32 B,$147.80,USA
Sallie Mae,SLM,$4.32 B,$17.28,USA
Hindustan Petroleum,HINDPETRO.NS,$4.31 B,$3.04,India
K+S,SDF.F,$4.31 B,$22.52,Germany
Essent Group,ESNT,$4.31 B,$40.03,Bermuda
XPO Logistics,XPO,$4.30 B,$37.39,USA
Topicus,TOI.V,$4.30 B,$52.58,Canada
UOL Group,U14.SI,$4.30 B,$5.10,Singapore
ALS Global,ALQ.AX,$4.29 B,$8.88,Australia
Simpson Manufacturing Company,SSD,$4.29 B,$99.55,USA
Atlas Corp,ATCO,$4.29 B,$15.27,Canada
Galicia Financial Group,GGAL,$4.29 B,$13.04,Argentina
Zhejiang Century Huatong,002602.SZ,$4.29 B,$0.58,China
Honeywell Automation India,HONAUT.NS,$4.28 B,$485.16,India
Yapı Kredi,YKBNK.IS,$4.27 B,$0.51,Turkey
Livent,LTHM,$4.26 B,$23.80,USA
Paycor,PYCR,$4.26 B,$24.27,USA
Supermicro,SMCI,$4.26 B,$80.58,USA
Colliers International,CIGI,$4.26 B,$99.35,Canada
Bumble,BMBL,$4.26 B,$23.08,USA
Evolution Mining,EVN.AX,$4.25 B,$2.32,Australia
RLX Technology,RLX,$4.25 B,$2.75,China
First International Bank of Israel,FIBI.TA,$4.25 B,$42.37,Israel
Bright Horizons,BFAM,$4.24 B,$73.59,USA
ICU Medical,ICUI,$4.24 B,$177.13,USA
Powerchip Semiconductor Manufacturing,6770.TW,$4.24 B,$1.07,Taiwan
Lupin Limited,LUPIN.NS,$4.24 B,$9.32,India
Scout24,G24.F,$4.23 B,$55.65,Germany
Enstar Group,ESGR,$4.23 B,$241.01,Bermuda
Godrej Properties,GODREJPROP.NS,$4.23 B,$15.24,India
Lanxess,LXS.F,$4.22 B,$48.98,Germany
Rambus,RMBS,$4.22 B,$39.32,USA
BlackLine,BL,$4.22 B,$70.64,USA
PNM Resources,PNM,$4.22 B,$49.18,USA
Fomento de Construcciones y Contratas,FCC.MC,$4.21 B,$9.74,Spain
Banco del Bajío,BBAJIOO.MX,$4.21 B,$3.54,Mexico
TFS Financial,TFSL,$4.21 B,$15.03,USA
Richter Gedeon,RGEDF,$4.20 B,$19.80,Hungary
Calix,CALX,$4.20 B,$64.28,USA
AppFolio,APPF,$4.20 B,$119.59,USA
Triton International,TRTN,$4.20 B,$71.48,Bermuda
Sinch,SINCH.ST,$4.20 B,$5.01,Sweden
UMB Financial,UMBF,$4.19 B,$86.91,USA
Sitio Royalties,STR,$4.19 B,$27.02,USA
Rithm Capital,RITM,$4.19 B,$8.86,USA
National Beverage,FIZZ,$4.19 B,$44.91,USA
TMBThanachart Bank (ttb),TTB.BK,$4.19 B,$0.04000,Thailand
Finning,FTT.TO,$4.19 B,$27.51,Canada
Balchem,BCPC,$4.19 B,$130.41,USA
Arrowhead Pharmaceuticals,ARWR,$4.19 B,$36.82,USA
Cleanaway Waste Management,CWY.AX,$4.18 B,$1.88,Australia
Asbury Automotive Group,ABG,$4.18 B,$189.05,USA
Dairy Farm,D01.SI,$4.18 B,$3.09,Hong Kong
Spectris,SXS.L,$4.16 B,$39.88,UK
Tenable,TENB,$4.16 B,$37.03,USA
Topgolf Callaway Brands,MODG,$4.15 B,$22.46,USA
Bank Mega,MEGA.JK,$4.14 B,$0.35,Indonesia
Colas,RE.PA,$4.14 B,$127.06,France
FirstCash,FCFS,$4.14 B,$89.54,USA
COSCO SHIPPING Development,601866.SS,$4.14 B,$0.37,China
Aaon,AAON,$4.14 B,$77.87,USA
Bank AlJazira,1020.SR,$4.14 B,$5.05,S. Arabia
Parkland Corp,PKI.TO,$4.13 B,$23.49,Canada
Azenta,AZTA,$4.13 B,$59.82,USA
Kojamo,KOJAMO.HE,$4.13 B,$16.71,Finland
Dufry,DUFN.SW,$4.12 B,$45.38,Switzerland
ITV plc,ITV.L,$4.11 B,$0.97,UK
First Interstate BancSystem,FIBK,$4.11 B,$39.40,USA
Clicks Group,CLS.JO,$4.11 B,$16.86,South Africa
Leapmotor,9863.HK,$4.10 B,$3.52,China
Howard Hughes Corporation,HHC,$4.10 B,$82.07,USA
Dechra Pharmaceuticals,DPH.L,$4.09 B,$35.96,UK
Olaplex,OLPX,$4.08 B,$6.30,USA
Peabody Energy,BTU,$4.08 B,$28.41,USA
Independence Realty Trust,IRT,$4.08 B,$17.76,USA
Transocean,RIG,$4.08 B,$5.66,Switzerland
Cabot Corporation,CBT,$4.08 B,$72.52,USA
Onex,ONEX.TO,$4.07 B,$49.65,Canada
WNS,WNS,$4.07 B,$84.87,India
IG Group,IGG.L,$4.06 B,$9.77,UK
SM Energy,SM,$4.06 B,$33.07,USA
PrairieSky Royalty,PSK.TO,$4.06 B,$17.01,Canada
Bombardier,BBD-B.TO,$4.06 B,$43.23,Canada
ChargePoint,CHPT,$4.05 B,$11.88,USA
Freshworks,FRSH,$4.05 B,$15.07,USA
Tokyo Century,8439.T,$4.05 B,$33.21,Japan
easyJet,EJT1.F,$4.05 B,$5.35,UK
SentinelOne,S,$4.04 B,$14.32,USA
Petronet LNG,PETRONET.NS,$4.04 B,$2.70,India
Storebrand,STB.OL,$4.04 B,$8.72,Norway
Jubilant FoodWorks,JUBLFOOD.NS,$4.03 B,$6.12,India
F&F Co,383220.KS,$4.03 B,$105.88,S. Korea
Avnet,AVT,$4.03 B,$44.10,USA
Chiba Bank,CHBAY,$4.03 B,$27.30,Japan
United Community Bank,UCBI,$4.03 B,$35.10,USA
BİM Birleşik Mağazalar,BIMAS.IS,$4.03 B,$6.75,Turkey
Elang Mahkota Teknologi,EMTK.JK,$4.02 B,$0.07000,Indonesia
Tofaş Türk Otomobil Fabrikası,TOASO.IS,$4.02 B,$8.05,Turkey
Casella Waste Systems,CWST,$4.01 B,$77.77,USA
Visteon,VC,$4.01 B,$142.78,USA
Cytokinetics,CYTK,$4.01 B,$42.46,USA
AppLovin,APP,$4.01 B,$10.81,USA
Galenica,GALE.SW,$4.01 B,$80.83,Switzerland
Qualys,QLYS,$4.00 B,$105.50,USA
Allison Transmission,ALSN,$4.00 B,$43.33,USA
Savola Group,2050.SR,$4.00 B,$7.51,S. Arabia
Franklin Electric,FELE,$4.00 B,$86.46,USA
Merit Medical,MMSI,$4.00 B,$70.35,USA
Capital Power,CPX.TO,$4.00 B,$34.24,Canada
Rural Electrification Corp,RECLTD.NS,$4.00 B,$1.52,India
Infratil,IFT.NZ,$4.00 B,$5.53,New Zealand
American Equity Investment Life Holding,AEL,$3.99 B,$46.67,USA
COSMOS Pharmaceutical,3349.T,$3.99 B,$100.87,Japan
Verbio,VBK.F,$3.99 B,$62.99,Germany
Premier,PINC,$3.99 B,$33.61,USA
Lendlease,LLC.AX,$3.99 B,$5.79,Australia
Blackstone Mortgage Trust,BXMT,$3.99 B,$23.35,USA
Altair Engineering,ALTR,$3.98 B,$49.78,USA
Zurn Water Solutions,ZWS,$3.98 B,$22.43,USA
Türk Telekom,TTKOM.IS,$3.98 B,$1.14,Turkey
Bendigo and Adelaide Bank,BEN.AX,$3.98 B,$7.02,Australia
GATX,GATX,$3.97 B,$113.03,USA
Adient,ADNT,$3.97 B,$41.88,Ireland
Perfect World Entertainment,002624.SZ,$3.97 B,$2.05,China
Diodes Incorporated,DIOD,$3.97 B,$87.35,USA
Ziff Davis,ZD,$3.96 B,$84.03,USA
Pan American Silver,PAAS,$3.96 B,$18.80,Canada
Enact Holdings,ACT,$3.95 B,$24.29,USA
H.B. Fuller,FUL,$3.95 B,$74.19,USA
Crescent Point Energy,CPG,$3.95 B,$7.15,Canada
Peloton,PTON,$3.95 B,$11.63,USA
Ambu,AMBU-B.CO,$3.95 B,$15.50,Denmark
Contact Energy,CEN.NZ,$3.95 B,$5.05,New Zealand
New Relic,NEWR,$3.95 B,$57.83,USA
Electrolux,ELUX-A.ST,$3.95 B,$17.20,Sweden
Denali Therapeutics,DNLI,$3.95 B,$29.09,USA
Hamilton Lane,HLNE,$3.94 B,$73.36,USA
Surgery Partners,SGRY,$3.94 B,$32.20,USA
SFS Group,SFSN.SW,$3.94 B,$101.60,Switzerland
Stadler Rail,SRAIL.SW,$3.93 B,$39.41,Switzerland
Turkcell,TKC,$3.93 B,$4.35,Turkey
MGIC Investment,MTG,$3.93 B,$13.25,USA
Cousins Properties,CUZ,$3.93 B,$25.98,USA
Buzzi Unicem,BZU.MI,$3.93 B,$21.19,Italy
General Insurance Corporation of India,GICRE.NS,$3.92 B,$2.24,India
Huhtamäki,HUH1V.HE,$3.92 B,$37.64,Finland
Oberbank,OBS.VI,$3.92 B,$111.32,Austria
Lumentum,LITE,$3.92 B,$57.58,USA
Netmarble,251270.KS,$3.92 B,$47.85,S. Korea
Lawson,2651.T,$3.92 B,$39.17,Japan
AllianceBernstein,AB,$3.91 B,$39.03,USA
ServisFirst Bancshares,SFBS,$3.91 B,$72.12,USA
Altra Industrial Motion,AIMC,$3.91 B,$60.11,USA
Venture Corporation,V03.SI,$3.91 B,$13.45,Singapore
CRISPR Therapeutics,CRSP,$3.91 B,$49.94,Switzerland
Insight Enterprises,NSIT,$3.89 B,$111.10,USA
Enerplus,ERF,$3.89 B,$17.38,Canada
DoubleVerify,DV,$3.89 B,$23.61,USA
Indofood,INDF.JK,$3.88 B,$0.44,Indonesia
Freedom Holding,FRHC,$3.88 B,$65.20,Kazakhstan
Vopak,VPK.AS,$3.88 B,$30.94,Netherlands
YETI Holdings,YETI,$3.87 B,$44.98,USA
Arcadis,ARCAD.AS,$3.87 B,$43.31,Netherlands
Steadfast Group,SDF.AX,$3.87 B,$3.73,Australia
Dätwyler,DAE.SW,$3.87 B,$228.11,Switzerland
Inmobiliaria Colonial,COL.MC,$3.87 B,$7.29,Spain
G-bits Network Technology,603444.SS,$3.87 B,$53.87,China
Elis,ELIS.PA,$3.86 B,$16.79,France
Neogen,NEOG,$3.86 B,$17.86,USA
Vontobel,VONN.SW,$3.85 B,$69.13,Switzerland
Fluence Energy,FLNC,$3.85 B,$22.08,USA
PBBank (Public Bank Bhd),1295.KL,$3.84 B,$1.00,Malaysia
AntarChile,ANTARCHILE.SN,$3.84 B,$8.44,Chile
Kangwon Land,035250.KS,$3.84 B,$18.95,S. Korea
Weatherford International,WFRD,$3.84 B,$54.41,USA
Spire Energy,SR,$3.84 B,$73.12,USA
Onto Innovation,ONTO,$3.83 B,$77.52,USA
Toyo Suisan,2875.T,$3.83 B,$37.55,Japan
Thai Oil,TOP.BK,$3.83 B,$1.72,Thailand
APL Apollo,APLAPOLLO.NS,$3.83 B,$13.82,India
Gujarat Fluorochemicals,FLUOROCHEM.NS,$3.83 B,$34.89,India
Aspen Pharmacare,APN.JO,$3.83 B,$8.61,South Africa
Sweco,SWEC-A.ST,$3.83 B,$10.91,Sweden
Lundbeck,HLUN-B.CO,$3.82 B,$3.94,Denmark
LG Display,LPL,$3.82 B,$5.35,S. Korea
Mueller Industries,MLI,$3.82 B,$67.25,USA
Maxar Technologies,MAXR,$3.81 B,$51.18,USA
VakıfBank,VAKBN.IS,$3.81 B,$0.54,Turkey
Faurecia,EO.PA,$3.81 B,$19.36,France
Harvey Norman,HVN.AX,$3.81 B,$3.06,Australia
Games Workshop Group,GAW.L,$3.80 B,$115.70,UK
Luzerner Kantonalbank,LUKN.SW,$3.80 B,$448.66,Switzerland
Sunoco,SUN,$3.80 B,$45.44,USA
TUI,TUI1.F,$3.80 B,$2.13,Germany
Global-e,GLBE,$3.80 B,$24.31,Israel
Kirby Corporation,KEX,$3.79 B,$63.42,USA
Gujarat Gas,GUJGASLTD.NS,$3.79 B,$5.52,India
Metro AG,B4B.F,$3.79 B,$10.36,Germany
Supreme Industries,SUPREMEIND.NS,$3.79 B,$29.88,India
Summit Materials,SUM,$3.79 B,$32.02,USA
Sarana Menara Nusantara,TOWR.JK,$3.78 B,$0.08000,Indonesia
China Airlines,2610.TW,$3.78 B,$0.63,Taiwan
SNC-Lavalin Group,SNC.TO,$3.78 B,$21.54,Canada
Hecla Mining,HL,$3.77 B,$6.23,USA
Société Foncière Lyonnaise,FLY.PA,$3.77 B,$87.97,France
Aritzia,ATZ.TO,$3.77 B,$34.22,Canada
Apple Hospitality REIT,APLE,$3.77 B,$16.49,USA
Patterson-UTI Energy,PTEN,$3.76 B,$17.37,USA
Tate & Lyle,TATE.L,$3.76 B,$9.37,UK
Oberoi Realty,OBEROIRLTY.NS,$3.76 B,$10.35,India
Umpqua Holdings,UMPQ,$3.76 B,$17.33,USA
Korea Aerospace Industries,047810.KS,$3.75 B,$38.55,S. Korea
Minda Industries,MINDAIND.NS,$3.75 B,$6.43,India
Indoritel,DNET.JK,$3.74 B,$0.26,Indonesia
PCCW,0008.HK,$3.74 B,$0.48,Hong Kong
Manchester United,MANU,$3.74 B,$22.97,UK
Assured Guaranty,AGO,$3.74 B,$62.39,Bermuda
Allete,ALE,$3.74 B,$65.43,USA
Persistent Systems,PERSISTENT.NS,$3.73 B,$48.91,India
De' Longhi,DLG.MI,$3.73 B,$24.63,Italy
Affirm,AFRM,$3.73 B,$12.88,USA
Grupo Catalana Occidente,GCO.MC,$3.73 B,$31.66,Spain
Brighthouse Financial,BHF,$3.73 B,$54.02,USA
Independent Bank,INDB,$3.72 B,$81.70,USA
SeaWorld Entertainment,SEAS,$3.72 B,$58.34,USA
eMemory Technology,3529.TWO,$3.72 B,$49.87,Taiwan
UniFirst,UNF,$3.71 B,$198.79,USA
Biocon,BIOCON.NS,$3.70 B,$3.08,India
White Mountains Insurance Group,WTM,$3.70 B,"$1,436",Bermuda
Meritage Homes,MTH,$3.69 B,$101.03,USA
ATCO,ACO-X.TO,$3.69 B,$32.44,Canada
Nisshin Seifun Group,2002.T,$3.69 B,$12.41,Japan
Icade,ICAD.PA,$3.68 B,$48.74,France
Braskem,BAK,$3.68 B,$9.26,Brazil
Copa Holdings,CPA,$3.68 B,$93.51,Panama
Envestnet,ENV,$3.68 B,$66.60,USA
Beijing Airport,0694.HK,$3.67 B,$0.80,China
Acom,8572.T,$3.67 B,$2.35,Japan
Virtu Financial,VIRT,$3.66 B,$20.14,USA
China Lesso Group,2128.HK,$3.66 B,$1.18,China
360 DigiTech,QFIN,$3.65 B,$22.94,China
Foot Locker,FL,$3.65 B,$39.19,USA
Lantheus Holdings,LNTH,$3.65 B,$53.08,USA
Federal Bank,FEDERALBNK.NS,$3.65 B,$1.73,India
Krones,KRN.F,$3.64 B,$114.36,Germany
TietoEVRY,TIETO.HE,$3.64 B,$30.78,Finland
Innolux,3481.TW,$3.64 B,$0.38,Taiwan
Physicians Realty Trust,DOC,$3.64 B,$15.17,USA
Royal Unibrew,0R1.F,$3.64 B,$71.98,Denmark
Select Medical Holdings,SEM,$3.63 B,$28.60,USA
BellRing Brands,BRBR,$3.62 B,$27.00,USA
AGL Energy,AGL.AX,$3.62 B,$5.39,Australia
SIG (Semen Indonesia),SMS2.F,$3.62 B,$0.51,Indonesia
Wizz Air,WIZZ.L,$3.62 B,$35.09,Jersey
Spirit AeroSystems,SPR,$3.61 B,$34.39,USA
QuantumScape,QS,$3.61 B,$8.30,USA
Instructure Holdings,INST,$3.61 B,$25.39,USA
National Shipping Company of Saudi Arabia (Bahri),4030.SR,$3.61 B,$7.35,S. Arabia
Ginkgo Bioworks,DNA,$3.60 B,$1.86,USA
SmartCentres REIT,SRU-UN.TO,$3.60 B,$21.19,Canada
Granite Real Estate,GRP-UN,$3.60 B,$56.56,Canada
Qube Holdings,QUB.AX,$3.60 B,$2.04,Australia
Amicus Therapeutics,FOLD,$3.60 B,$12.83,USA
DMG Mori,GIL.F,$3.60 B,$45.50,Germany
Cohen & Steers,CNS,$3.60 B,$73.93,USA
Simply Good Foods,SMPL,$3.59 B,$36.16,USA
Inari Medical,NARI,$3.59 B,$67.05,USA
Gates Industrial Corp,GTES,$3.59 B,$12.73,USA
SSR Mining,SSRM,$3.59 B,$17.40,Canada
Derwent London,DLN.L,$3.59 B,$32.01,UK
Syneos Health,SYNH,$3.59 B,$34.91,USA
Marqeta,MQ,$3.59 B,$6.59,USA
Taylor Morrison,TMHC,$3.59 B,$33.15,USA
JB Hi-Fi,JBH.AX,$3.58 B,$32.82,Australia
NWS holdings,0659.HK,$3.58 B,$0.92,Hong Kong
PotlatchDeltic,PCH,$3.58 B,$44.36,USA
