,name,symbol,marketcap,price,country
3379,crisil,crisil.ns,doll_2.51 b,doll_34.46,india
3380,sitio royalties,str,doll_2.51 b,doll_29.98,usa
3381,new india assurance,niacl.ns,doll_2.51 b,doll_1.52,india
3382,bachoco,iba,doll_2.50 b,doll_49.86,mexico
3383,qinetiq,qq.l,doll_2.50 b,doll_4.28,uk
3384,acerinox,acx.mc,doll_2.50 b,doll_9.66,spain
3385,hang lung group,0010.hk,doll_2.50 b,doll_1.81,hong kong
3386,fletcher building,flq.f,doll_2.50 b,doll_3.17,new zealand
3387,resideo technologies,rezi,doll_2.50 b,doll_16.75,usa
3388,sma solar technology,s92.f,doll_2.50 b,doll_71.68,germany
3389,gudang garam,ggg.f,doll_2.50 b,doll_1.19,indonesia
3390,jinko solar,jks,doll_2.50 b,doll_49.96,china
3391,piper sandler,pipr,doll_2.50 b,doll_140.19,usa
3392,energizer holdings,enr,doll_2.49 b,doll_35.06,usa
3393,corvel corporation,crvl,doll_2.49 b,doll_144.75,usa
3394,torm,trmd,doll_2.49 b,doll_30.19,uk
3395,netscout,ntct,doll_2.49 b,doll_34.57,usa
3396,alm. brand,almb.co,doll_2.49 b,doll_1.61,denmark
3397,cembra money bank,cmbn.sw,doll_2.49 b,doll_83.16,switzerland
3398,red rock resorts,rrr,doll_2.49 b,doll_42.99,usa
3399,vitesco technologies group,vtsc.de,doll_2.49 b,doll_62.26,germany
3400,apollo tyres,apollotyre.ns,doll_2.49 b,doll_3.92,india
3401,pb fintech,policybzr.ns,doll_2.48 b,doll_5.52,india
3402,hutchmed,hcm,doll_2.48 b,doll_14.36,hong kong
3403,endurance technologies,endurance.ns,doll_2.48 b,doll_17.40,india
3404,consol energy,ceix,doll_2.47 b,doll_71.10,usa
3405,dürr,due.f,doll_2.47 b,doll_35.78,germany
3406,ansell,ann.ax,doll_2.47 b,doll_19.45,australia
3407,zain saudi arabia,7030.sr,doll_2.47 b,doll_2.70,s. arabia
3408,flywire,flyw,doll_2.47 b,doll_22.68,usa
3409,spectrum brands,spb,doll_2.46 b,doll_60.50,usa
3410,tohoku electric power,9506.t,doll_2.46 b,doll_4.93,japan
3411,trinity industries,trn,doll_2.46 b,doll_30.28,usa
3412,otter tail,ottr,doll_2.46 b,doll_59.19,usa
3413,siltronic,waf.f,doll_2.46 b,doll_82.06,germany
3414,sage therapeutics,sage,doll_2.45 b,doll_41.33,usa
3415,hensoldt,hag.f,doll_2.45 b,doll_23.41,germany
3416,balfour beatty,bby.l,doll_2.45 b,doll_4.17,uk
3417,wh smith,smwh.l,doll_2.45 b,doll_18.72,uk
3418,stepan company,scl,doll_2.44 b,doll_110.14,usa
3419,permata bank,bnli.jk,doll_2.44 b,doll_0.07000,indonesia
3420,sd biosensor,137310.ks,doll_2.43 b,doll_23.92,s. korea
3421,united natural foods,unfi,doll_2.43 b,doll_40.72,usa
3422,ebro foods,ebro.mc,doll_2.43 b,doll_15.84,spain
3423,netlink trust,cjlu.si,doll_2.43 b,doll_0.62,singapore
3424,krispy kreme,dnut,doll_2.43 b,doll_14.54,usa
3425,arcus biosciences,rcus,doll_2.43 b,doll_33.62,usa
3426,verint systems,vrnt,doll_2.43 b,doll_36.94,usa
3427,sun tv network,suntv.ns,doll_2.43 b,doll_6.17,india
3428,international distributions services (royal mail),ids.l,doll_2.42 b,doll_2.53,uk
3429,konecranes,kcr.he,doll_2.42 b,doll_30.67,finland
3430,capstone copper,cs.to,doll_2.42 b,doll_3.52,canada
3431,united industrial corporation,u06.si,doll_2.42 b,doll_1.69,singapore
3432,genus,gns.l,doll_2.42 b,doll_36.88,uk
3433,travis perkins,tpk.l,doll_2.42 b,doll_11.40,uk
3434,xenon pharmaceuticals,xene,doll_2.42 b,doll_38.74,canada
3435,vicor,vicr,doll_2.42 b,doll_54.97,usa
3436,lci industries,lcii,doll_2.42 b,doll_95.21,usa
3437,nextier oilfield,nex,doll_2.41 b,doll_9.85,usa
3438,itron,itri,doll_2.41 b,doll_53.53,usa
3439,national health investors,nhi,doll_2.41 b,doll_55.70,usa
3440,amylyx pharmaceuticals,amlx,doll_2.41 b,doll_36.42,usa
3441,sjw group,sjw,doll_2.41 b,doll_79.58,usa
3442,claros mortgage trust,cmtg,doll_2.41 b,doll_17.43,usa
3443,viavi solutions,viav,doll_2.40 b,doll_10.64,usa
3444,prestige group,prestige.ns,doll_2.40 b,doll_6.01,india
3445,kindred group,kind-sdb.st,doll_2.40 b,doll_11.04,lta
3446,joyy,yy,doll_2.40 b,doll_33.96,china
3447,covivio hotels,covh.pa,doll_2.40 b,doll_16.18,france
3448,hatsun agro products,hatsun.ns,doll_2.40 b,doll_10.93,india
3449,sats,s58.si,doll_2.39 b,doll_2.13,singapore
3450,renew power,rnw,doll_2.39 b,doll_5.99,india
3451,kemira,kemira.he,doll_2.39 b,doll_15.59,finland
3452,kennedy wilson,kw,doll_2.38 b,doll_17.31,usa
3453,first majestic silver,ag,doll_2.38 b,doll_8.98,canada
3454,mcgrath rentcorp,mgrc,doll_2.38 b,doll_97.76,usa
3455,arbor realty trust,abr,doll_2.38 b,doll_13.88,usa
3456,sitime,sitm,doll_2.38 b,doll_111.02,usa
3457,dunelm group,dnlm.l,doll_2.37 b,doll_11.72,uk
3458,baytex energy,bte.to,doll_2.37 b,doll_4.34,canada
3459,kunlun tech,300418.sz,doll_2.37 b,doll_2.01,china
3460,dr lal pathlabs,lalpathlab.ns,doll_2.37 b,doll_28.66,india
3461,casio,6952.t,doll_2.37 b,doll_9.93,japan
3462,giant network group,002558.sz,doll_2.37 b,doll_1.18,china
3463,first merchants corporation,frme,doll_2.37 b,doll_39.85,usa
3464,emami,emamiltd.ns,doll_2.37 b,doll_5.37,india
3465,dana,dan,doll_2.36 b,doll_16.53,usa
3466,aci worldwide,aciw,doll_2.36 b,doll_21.08,usa
3467,millicom,tigo,doll_2.36 b,doll_13.86,luxembourg
3468,helen of troy,hele,doll_2.36 b,doll_98.71,usa
3469,vertex,verx,doll_2.36 b,doll_15.78,usa
3470,columbia bank,colb,doll_2.36 b,doll_30.08,usa
3471,mr price group,mrp.jo,doll_2.36 b,doll_9.00,south africa
3472,sylvamo,slvm,doll_2.36 b,doll_53.58,usa
3473,nexpoint residential,nxrt,doll_2.36 b,doll_45.75,usa
3474,e-l financial,elf.to,doll_2.35 b,doll_663.38,canada
3475,liontown resources,ltr.ax,doll_2.35 b,doll_1.07,australia
3476,sl green realty,slg,doll_2.35 b,doll_36.51,usa
3477,tata teleservices,ttml.ns,doll_2.35 b,doll_1.21,india
3478,kontoor brands,ktb,doll_2.35 b,doll_42.45,usa
3479,also holding,alsn.sw,doll_2.35 b,doll_183.61,switzerland
3480,mandarin oriental,m04.si,doll_2.35 b,doll_1.86,hong kong
3481,canadian solar,csiq,doll_2.34 b,doll_35.20,canada
3482,matson,matx,doll_2.34 b,doll_62.16,usa
3483,viasat,vsat,doll_2.34 b,doll_31.04,usa
3484,pagerduty,pd,doll_2.34 b,doll_26.07,usa
3485,grainger plc,gri.l,doll_2.34 b,doll_3.16,uk
3486,kimbell royalty partners,krp,doll_2.34 b,doll_16.26,usa
3487,kpit technologies,kpittech.ns,doll_2.34 b,doll_8.54,india
3488,alpha metallurgical resources,amr,doll_2.33 b,doll_146.70,usa
3489,weber,webr,doll_2.33 b,doll_8.14,usa
3490,jfrog,frog,doll_2.33 b,doll_23.29,usa
3491,aeon reit investment,3292.t,doll_2.33 b,"doll_1,142",japan
3492,esco technologies,ese,doll_2.33 b,doll_90.18,usa
3493,integer holdings,itgr,doll_2.33 b,doll_70.42,usa
3494,chorus,cnu.nz,doll_2.33 b,doll_5.23,new zealand
3495,visera technologies,6789.tw,doll_2.33 b,doll_7.39,taiwan
3496,john wiley & sons,wly,doll_2.33 b,doll_41.96,usa
3497,mdc holdings,mdc,doll_2.33 b,doll_32.70,usa
3498,österreichische post,post.vi,doll_2.32 b,doll_34.48,austria
3499,delek group,dlekg.ta,doll_2.32 b,doll_126.86,israel
3500,freenet,fntn.f,doll_2.32 b,doll_21.10,germany
3501,multiplan empreendimentos imobiliários,mult3.sa,doll_2.32 b,doll_3.83,brazil
3502,sprinklr,cxm,doll_2.32 b,doll_8.89,usa
3503,lgi homes,lgih,doll_2.31 b,doll_99.57,usa
3504,lightspeed pos,lspd,doll_2.31 b,doll_15.40,canada
3505,whirlpool india,whirlpool.ns,doll_2.31 b,doll_18.25,india
3506,elekta ab,ekta-b.st,doll_2.31 b,doll_6.23,sweden
3507,joby aviation,joby,doll_2.31 b,doll_3.72,usa
3508,park national corp,prk,doll_2.30 b,doll_141.83,usa
3509,hays plc,has.l,doll_2.30 b,doll_1.44,uk
3510,rogers corporation,rog,doll_2.30 b,doll_122.30,usa
3511,pierer mobility,pmag.f,doll_2.29 b,doll_67.05,austria
3512,gentherm,thrm,doll_2.29 b,doll_69.23,usa
3513,microstrategy,mstr,doll_2.29 b,doll_202.73,usa
3514,first financial bank,ffbc,doll_2.28 b,doll_24.13,usa
3515,highpeak energy,hpk,doll_2.28 b,doll_20.21,usa
3516,solaria energía,slr.mc,doll_2.28 b,doll_18.28,spain
3517,dream industrial reit,dir-un.to,doll_2.28 b,doll_8.92,canada
3518,pan ocean,028670.ks,doll_2.28 b,doll_4.27,s. korea
3519,navient,navi,doll_2.28 b,doll_16.83,usa
3520,green thumb industries,gtii.cn,doll_2.28 b,doll_9.66,usa
3521,arconic,arnc,doll_2.28 b,doll_22.48,usa
3522,brady,brc,doll_2.28 b,doll_45.85,usa
3523,korea gas,036460.ks,doll_2.27 b,doll_26.55,s. korea
3524,acer,2353.tw,doll_2.27 b,doll_0.76,taiwan
3525,cyfrowy polsat,cp9.f,doll_2.27 b,doll_4.04,poland
3526,buckle,bke,doll_2.27 b,doll_44.71,usa
3527,sonos,sono,doll_2.27 b,doll_17.93,usa
3528,axos financial,ax,doll_2.26 b,doll_37.81,usa
3529,bavarian nordic,bava.co,doll_2.26 b,doll_31.46,denmark
3530,jetblue airways,jblu,doll_2.26 b,doll_7.00,usa
3531,four corners property trust,fcpt,doll_2.26 b,doll_26.98,usa
3532,osisko gold royalties,or,doll_2.26 b,doll_12.31,canada
3533,jbg smith,jbgs,doll_2.26 b,doll_19.89,usa
3534,weis markets,wmk,doll_2.25 b,doll_84.01,usa
3535,outokumpu,out1v.he,doll_2.25 b,doll_5.06,finland
3536,agiliti,agti,doll_2.25 b,doll_16.92,usa
3537,ssp group,sspg.l,doll_2.25 b,doll_2.81,uk
3538,elkem,elk.ol,doll_2.25 b,doll_3.55,norway
3539,rapid7,rpd,doll_2.24 b,doll_37.97,usa
3540,wd-40 company,wdfc,doll_2.24 b,doll_165.62,usa
3541,topaz energy,tpz.to,doll_2.24 b,doll_15.60,canada
3542,netcompany group,netc.co,doll_2.24 b,doll_45.71,denmark
3543,fisker,fsr,doll_2.24 b,doll_7.20,usa
3544,enpro industries,npo,doll_2.24 b,doll_107.94,usa
3545,townebank,town,doll_2.24 b,doll_30.81,usa
3546,1&1,1u1.de,doll_2.24 b,doll_12.73,germany
3547,boral,bld.ax,doll_2.24 b,doll_2.03,australia
3548,jumbo s.a.,5jb.f,doll_2.24 b,doll_15.96,greece
3549,artisan partners,apam,doll_2.24 b,doll_33.01,usa
3550,iifl finance,iifl.ns,doll_2.23 b,doll_5.89,india
3551,compañía cervecerías unidas,ccu,doll_2.23 b,doll_12.07,chile
3552,golub capital,gbdc,doll_2.23 b,doll_13.09,usa
3553,champion reit,2778.hk,doll_2.23 b,doll_0.37,hong kong
3554,gms,gms,doll_2.23 b,doll_53.70,usa
3555,swissquote,sqn.sw,doll_2.23 b,doll_149.15,switzerland
3556,alignment healthcare,alhc,doll_2.23 b,doll_11.92,usa
3557,leslie's,lesl,doll_2.22 b,doll_12.12,usa
3558,inficon,ifcn.sw,doll_2.22 b,doll_909.40,switzerland
3559,progress software,prgs,doll_2.22 b,doll_51.70,usa
3560,corcept therapeutics,cort,doll_2.22 b,doll_20.65,usa
3561,goodrx,gdrx,doll_2.22 b,doll_5.61,usa
3562,distell group,dgh.jo,doll_2.22 b,doll_10.10,south africa
3563,rumble,rum,doll_2.22 b,doll_7.96,usa
3564,softwareone,swon.sw,doll_2.21 b,doll_14.33,switzerland
3565,uniqa insurance group,un9.f,doll_2.21 b,doll_7.23,austria
3566,aerovironment,avav,doll_2.21 b,doll_88.09,usa
3567,doosan fuel cell,336260.ks,doll_2.21 b,doll_25.79,s. korea
3568,nuvasive,nuva,doll_2.20 b,doll_42.39,usa
3569,mallplaza,mallplaza.sn,doll_2.20 b,doll_1.08,chile
3570,holly energy partners,hep,doll_2.20 b,doll_17.43,usa
3571,dermapharm,dmp.f,doll_2.20 b,doll_40.93,germany
3572,callon petroleum,cpe,doll_2.20 b,doll_35.75,usa
3573,cracker barrel,cbrl,doll_2.20 b,doll_99.12,usa
3574,iveco group,ivg.mi,doll_2.19 b,doll_6.45,italy
3575,omnicell,omcl,doll_2.19 b,doll_49.25,usa
3576,credo technology,crdo,doll_2.19 b,doll_14.98,usa
3577,kadant,kai,doll_2.19 b,doll_188.45,usa
3578,hanesbrands,hbi,doll_2.19 b,doll_6.29,usa
3579,fannie mae,fnmal,doll_2.19 b,doll_2.93,usa
3580,berner kantonalbank,bekn.sw,doll_2.19 b,doll_237.07,switzerland
3581,tricon residential,tcn,doll_2.19 b,doll_8.00,canada
3582,londonmetric property,lmp.l,doll_2.18 b,doll_2.23,uk
3583,wesbanco,wsbc,doll_2.18 b,doll_36.99,usa
3584,wafd bank,wafd,doll_2.18 b,doll_33.45,usa
3585,spirit airlines,save,doll_2.18 b,doll_20.06,usa
3586,banner bank,banr,doll_2.18 b,doll_63.84,usa
3587,maple leaf foods,mfi.to,doll_2.18 b,doll_17.65,canada
3588,silicon motion,simo,doll_2.18 b,doll_66.03,hong kong
3589,netwealth,nwl.ax,doll_2.18 b,doll_8.94,australia
3590,trupanion,trup,doll_2.17 b,doll_53.32,usa
3591,lundin gold,lug.to,doll_2.17 b,doll_9.26,canada
3592,cedar fair,fun,doll_2.17 b,doll_40.04,usa
3593,micro focus,mfgp,doll_2.17 b,doll_6.42,uk
3594,ttec,ttec,doll_2.17 b,doll_46.04,usa
3595,st. joe company,joe,doll_2.17 b,doll_37.26,usa
3596,harmony gold,hmy,doll_2.16 b,doll_3.51,south africa
3597,blue dart express,bluedart.ns,doll_2.16 b,doll_91.14,india
3598,kajaria ceramics,kajariacer.ns,doll_2.16 b,doll_13.57,india
3599,enlight renewable energy,enlt.ta,doll_2.15 b,doll_2.12,israel
3600,tronox,trox,doll_2.15 b,doll_13.97,usa
3601,shimao property,0813.hk,doll_2.15 b,doll_0.57,hong kong
3602,tiger brands,tbs.jo,doll_2.15 b,doll_12.68,south africa
3603,nv5 global,nvee,doll_2.15 b,doll_138.55,usa
3604,revolution medicines,rvmd,doll_2.15 b,doll_24.27,usa
3605,signa sports united,ssu,doll_2.15 b,doll_5.56,germany
3606,fine organics,fineorg.ns,doll_2.15 b,doll_70.23,india
3607,sunstone hotel investors,sho,doll_2.15 b,doll_10.24,usa
3608,kws,kws.f,doll_2.15 b,doll_65.24,germany
3609,zim integrated shipping services,zim,doll_2.14 b,doll_17.86,israel
3610,efes beverage group,aefes.is,doll_2.14 b,doll_3.62,turkey
3611,compugroup medical,cop.de,doll_2.14 b,doll_40.29,germany
3612,gestamp automoción,gest.mc,doll_2.13 b,doll_3.72,spain
3613,iren,ire.mi,doll_2.13 b,doll_1.63,italy
3614,pacific biosciences,pacb,doll_2.13 b,doll_9.43,usa
3615,digitalbridge group,dbrg,doll_2.13 b,doll_13.33,usa
3616,stella-jones,sj.to,doll_2.12 b,doll_35.78,canada
3617,ihs towers,ihs,doll_2.12 b,doll_6.42,uk
3618,oc oerlikon,oerl.sw,doll_2.12 b,doll_6.52,switzerland
3619,landis+gyr,land.sw,doll_2.12 b,doll_73.60,switzerland
3620,cavco industries,cvco,doll_2.12 b,doll_238.05,usa
3621,crombie real estate investment trust,crr-un.to,doll_2.11 b,doll_11.90,canada
3622,kingnet network,002517.sz,doll_2.11 b,doll_0.98,china
3623,relay therapeutics,rlay,doll_2.11 b,doll_17.50,usa
3624,american assets trust,aat,doll_2.11 b,doll_27.58,usa
3625,canfor,cfp.to,doll_2.11 b,doll_17.23,canada
3626,glaukos,gkos,doll_2.10 b,doll_44.22,usa
3627,baywa,byw.f,doll_2.10 b,doll_61.30,germany
3628,ninety one group,n91.l,doll_2.10 b,doll_2.34,south africa
3629,pactiv evergreen,ptve,doll_2.10 b,doll_11.84,usa
3630,bowlero,bowl,doll_2.10 b,doll_12.70,usa
3631,verra mobility,vrrm,doll_2.10 b,doll_14.03,usa
3632,silk road medical,silk,doll_2.10 b,doll_55.13,usa
3633,türkiye kalkınma,klnma.is,doll_2.09 b,doll_0.85,turkey
3634,renasant corp,rnst,doll_2.09 b,doll_37.52,usa
3635,win semiconductors,3105.two,doll_2.09 b,doll_4.95,taiwan
3636,bharat dynamics,bdl.ns,doll_2.09 b,doll_11.44,india
3637,chesapeake utilities,cpk,doll_2.09 b,doll_118.11,usa
3638,aareal bank,arl.f,doll_2.09 b,doll_34.99,germany
3639,veracyte,vcyt,doll_2.09 b,doll_29.13,usa
3640,gerresheimer,gxi.f,doll_2.08 b,doll_66.52,germany
3641,barnes group,b,doll_2.08 b,doll_41.29,usa
3642,office depot,odp,doll_2.08 b,doll_45.56,usa
3643,biocryst pharmaceuticals,bcrx,doll_2.08 b,doll_11.17,usa
3644,shake shack,shak,doll_2.08 b,doll_49.39,usa
3645,star bulk carriers,sblk,doll_2.07 b,doll_20.25,greece
3646,itaú corpbanca,itcb,doll_2.07 b,doll_3.20,chile
3647,tilray,tlry,doll_2.07 b,doll_3.39,canada
3648,ramco cements,ramcocem.ns,doll_2.07 b,doll_8.77,india
3649,evertec,evtc,doll_2.07 b,doll_31.78,usa
3650,akero therapeutics,akro,doll_2.07 b,doll_44.27,usa
3651,electra,eltr.ta,doll_2.06 b,doll_538.28,israel
3652,alvotech,alvo,doll_2.06 b,doll_8.30,iceland
3653,pebblebrook hotel trust,peb,doll_2.06 b,doll_15.64,usa
3654,ashmore group,ashm.l,doll_2.05 b,doll_2.89,uk
3655,compagnie plastic omnium,pom.pa,doll_2.05 b,doll_14.27,france
3656,corbion,crbn.as,doll_2.05 b,doll_34.67,netherlands
3657,edgewell personal care,epc,doll_2.05 b,doll_39.93,usa
3658,alfen,alfen.as,doll_2.05 b,doll_94.68,netherlands
3659,griffon corporation,gff,doll_2.05 b,doll_35.99,usa
3660,nuvista energy,nva.to,doll_2.05 b,doll_9.15,canada
3661,nu skin,nus,doll_2.04 b,doll_41.48,usa
3662,first advantage,fa,doll_2.04 b,doll_13.49,usa
3663,patria investments,pax,doll_2.04 b,doll_13.92,yman islands
3664,plus500,p55.f,doll_2.04 b,doll_21.29,israel
3665,eve air mobility,evex,doll_2.04 b,doll_7.60,usa
3666,cranswick,cwk.l,doll_2.04 b,doll_38.19,uk
3667,laboratorios farmaceuticos rovi,rovi.mc,doll_2.04 b,doll_39.83,spain
3668,canada goose,goos,doll_2.04 b,doll_19.39,canada
3669,assura plc,agr.l,doll_2.04 b,doll_0.69,uk
3670,atricure,atrc,doll_2.04 b,doll_43.92,usa
3671,brigham minerals,mnrl,doll_2.04 b,doll_33.78,usa
3672,spirent,spt.l,doll_2.04 b,doll_3.34,uk
3673,nos,pmv.f,doll_2.04 b,doll_3.99,portugal
3674,trustmark,trmk,doll_2.03 b,doll_33.43,usa
3675,kennametal,kmt,doll_2.03 b,doll_25.27,usa
3676,contourglobal,glo.l,doll_2.03 b,doll_3.10,uk
3677,dada nexus,dada,doll_2.03 b,doll_7.96,china
3678,paradox interactive,pdx.st,doll_2.03 b,doll_19.25,sweden
3679,toho gas,9533.t,doll_2.03 b,doll_19.35,japan
3680,embecta,embc,doll_2.03 b,doll_35.14,usa
3681,interroll,inrn.sw,doll_2.02 b,"doll_2,473",switzerland
3682,prokidney,prok,doll_2.02 b,doll_8.69,usa
3683,carborundum universal,carboruniv.ns,doll_2.02 b,doll_10.65,india
3684,pricesmart,psmt,doll_2.02 b,doll_65.44,usa
3685,sabre,sabr,doll_2.01 b,doll_6.15,usa
3686,entra,entra.ol,doll_2.01 b,doll_11.09,norway
3687,allscripts,mdrx,doll_2.01 b,doll_18.42,usa
3688,forgerock,forg,doll_2.01 b,doll_23.56,usa
3689,triple flag precious metals,tfpm,doll_2.01 b,doll_12.90,canada
3690,air transport services group,atsg,doll_2.00 b,doll_27.63,usa
3691,ams ag,dqw1.f,doll_2.00 b,doll_7.66,austria
3692,mvv energie,mvv1.f,doll_2.00 b,doll_30.44,germany
3693,cricut,crct,doll_2.00 b,doll_9.08,usa
3694,arvinas,arvn,doll_2.00 b,doll_37.64,usa
3695,flagstar bank,fbc,doll_2.00 b,doll_37.54,usa
3696,philip morris čr,tbk.f,doll_2.00 b,doll_723.71,ech republic
3697,n-able,nabl,doll_2.00 b,doll_11.07,usa
3698,krystal biotech,krys,doll_1.99 b,doll_77.65,usa
3699,winpak,wpk.to,doll_1.99 b,doll_30.74,canada
3700,empire state realty trust,esrt,doll_1.99 b,doll_7.12,usa
3701,filo mining,fil.to,doll_1.99 b,doll_16.20,canada
3702,nexgen energy,nxe,doll_1.99 b,doll_4.14,canada
3703,buenaventura mining company ,bvn,doll_1.98 b,doll_7.83,ru
3704,bread financial,bfh,doll_1.98 b,doll_39.87,usa
3705,gogo inflight internet,gogo,doll_1.98 b,doll_15.58,usa
3706,strategic education,stra,doll_1.98 b,doll_81.07,usa
3707,jeudan,jdan.co,doll_1.98 b,doll_35.47,denmark
3708,hayward,hayw,doll_1.97 b,doll_9.36,usa
3709,tanger factory outlet centers,skt,doll_1.97 b,doll_18.95,usa
3710,central garden & pet,cent,doll_1.97 b,doll_37.80,usa
3711,exide industries,exideind.ns,doll_1.97 b,doll_2.32,india
3712,novagold resources,ng,doll_1.97 b,doll_5.92,canada
3713,minerals technologies,mtx,doll_1.97 b,doll_60.75,usa
3714,comfortdelgro,c52.si,doll_1.97 b,doll_0.91,singapore
3715,iifl wealth management,iiflwam.ns,doll_1.96 b,doll_22.11,india
3716,retail opportunity investments,roic,doll_1.96 b,doll_15.77,usa
3717,icf international,icfi,doll_1.96 b,doll_104.21,usa
3718,stock yards bancorp,sybt,doll_1.96 b,doll_67.01,usa
3719,lifestance health group,lfst,doll_1.95 b,doll_5.21,usa
3720,transmedics group,tmdx,doll_1.95 b,doll_61.16,usa
3721,immunovant,imvt,doll_1.95 b,doll_15.10,usa
3722,rocket lab,rklb,doll_1.94 b,doll_4.12,usa
3723,playtech,ptec.l,doll_1.94 b,doll_6.32,le of man
3724,pigeon,7956.t,doll_1.94 b,doll_16.21,japan
3725,yelp,yelp,doll_1.94 b,doll_27.94,usa
3726,coursera,cour,doll_1.94 b,doll_13.24,usa
3727,elgi equipments,elgiequip.ns,doll_1.93 b,doll_6.13,india
3728,harel group,harl.ta,doll_1.93 b,doll_9.18,israel
3729,formosa sumco technology,3532.tw,doll_1.93 b,doll_5.00,taiwan
3730,indra sistemas,idr.mc,doll_1.93 b,doll_10.97,spain
3731,revolve,rvlv,doll_1.93 b,doll_26.38,usa
3732,close brothers group,cbg.l,doll_1.93 b,doll_12.85,uk
3733,embraer,erj,doll_1.93 b,doll_10.53,brazil
3734,usa compression partners,usac,doll_1.93 b,doll_19.72,usa
3735,newmark,nmrk,doll_1.92 b,doll_8.41,usa
3736,carpenter technology,crs,doll_1.92 b,doll_39.78,usa
3737,heartland financial usa,htlf,doll_1.92 b,doll_45.39,usa
3738,arcbest,arcb,doll_1.92 b,doll_78.87,usa
3739,alony hetz,alhe.ta,doll_1.92 b,doll_10.72,israel
3740,ryman healthcare,rym.nz,doll_1.92 b,doll_3.85,new zealand
3741,pacira biosciences,pcrx,doll_1.92 b,doll_41.92,usa
3742,supernus pharmaceuticals,supn,doll_1.92 b,doll_35.57,usa
3743,tri pointe group,tph,doll_1.92 b,doll_19.05,usa
3744,future plc,futr.l,doll_1.91 b,doll_15.49,uk
3745,mercury general,mcy,doll_1.91 b,doll_34.54,usa
3746,orange polska,tpa1.f,doll_1.90 b,doll_1.42,poland
3747,exp world holdings,expi,doll_1.90 b,doll_12.48,usa
3748,delek logistics partners,dkl,doll_1.90 b,doll_43.75,usa
3749,ironwood pharmaceuticals,irwd,doll_1.90 b,doll_12.40,usa
3750,caretrust reit,ctre,doll_1.90 b,doll_19.59,usa
3751,flsmidth,fls.co,doll_1.89 b,doll_33.46,denmark
3752,stonex group,snex,doll_1.89 b,doll_93.03,usa
3753,celldex therapeutics,cldx,doll_1.89 b,doll_40.25,usa
3754,international seaways,insw,doll_1.89 b,doll_38.60,usa
3755,ci financial,cixx,doll_1.89 b,doll_10.31,canada
3756,diamondrock hospitality company,drh,doll_1.89 b,doll_9.00,usa
3757,aavas financiers,aavas.ns,doll_1.89 b,doll_23.93,india
3758,semtech,smtc,doll_1.88 b,doll_29.57,usa
3759,tdcx,tdcx,doll_1.88 b,doll_12.95,singapore
3760,seacoast banking,sbcf,doll_1.88 b,doll_30.69,usa
3761,procept biorobotics,prct,doll_1.88 b,doll_42.18,usa
3762,burford capital,bur,doll_1.88 b,doll_8.60,ernsey
3763,ingles markets,imkta,doll_1.88 b,doll_99.12,usa
3764,piramal pharma,pplpharma.ns,doll_1.88 b,doll_1.58,india
3765,software ag,sow.f,doll_1.88 b,doll_25.42,germany
3766,ziprecruiter,zip,doll_1.87 b,doll_17.06,usa
3767,rosseti,rsti.me,doll_1.87 b,doll_0.01000,russia
3768,auto1,ag1.f,doll_1.87 b,doll_8.71,germany
3769,bloomin' brands,blmn,doll_1.87 b,doll_21.37,usa
3770,formfactor,form,doll_1.87 b,doll_24.34,usa
