,name,code,rank,marketcap,country,shareprice,change_1day,change_1year,categories
423,QNB Finansbank,QNBFB.IS,1582.0,doll_8.75 B,Turkey,doll_2.61,-1.62_perc,-38.00_perc,['Banks']
424,,,,,,,,,
425,Taiwan Mobile,3045.TW,1581.0,doll_8.77 B,Taiwan,doll_3.11,-0.10_perc,-12.64_perc,['Telecommunication']
426,,,,,,,,,
427,,,,,,,,,
428,,,,,,,,,
429,,,,,,,,,
430,,,,,,,,,
431,Indutrade,INDT.ST,1695.0,doll_7.84 B,Sweden,doll_20.72,-0.37_perc,-27.12_perc,['Manufacturing']
432,,,,,,,,,
433,Genting Singapore,G13.SI,1693.0,doll_7.87 B,Singapore,doll_0.65,-0.56_perc,14.04_perc,[]
434,Avis Budget Group,CAR,1692.0,doll_7.87 B,USA,doll_189.94,-2.13_perc,-24.88_perc,['Carrental']
435,Hamamatsu,6965.T,1691.0,doll_7.89 B,Japan,doll_51.00,0.00_perc,-19.75_perc,[]
436,OGE Energy,OGE,1690.0,doll_7.90 B,USA,doll_39.49,-1.03_perc,9.54_perc,[]
437,Sabesp,SBS,1688.0,doll_7.91 B,Brazil,doll_11.02,2.04_perc,62.06_perc,[]
438,US Foods,USFD,1686.0,doll_7.92 B,USA,doll_35.23,-0.82_perc,3.74_perc,['Food']
439,Novocure,NVCR,1689.0,doll_7.90 B,Jersey,doll_75.35,2.54_perc,-16.22_perc,['Biotech']
440,Floor & Decor,FND,1687.0,doll_7.92 B,USA,doll_74.65,3.62_perc,-43.15_perc,[]
441,,,,,,,,,
442,,,,,,,,,
443,,,,,,,,,
444,,,,,,,,,
445,Regal Rexnord,RRX,1680.0,doll_7.95 B,USA,doll_120.25,0.07_perc,-26.81_perc,['Electronics']
446,,,,,,,,,
447,,,,,,,,,
448,,,,,,,,,
449,Advanced Drainage Systems,WMS,1776.0,doll_7.35 B,USA,doll_88.77,-1.45_perc,-33.78_perc,[]
450,Chemed,CHE,1711.0,doll_7.71 B,USA,doll_518.64,-0.21_perc,5.23_perc,['Healthcare']
451,,,,,,,,,
452,,,,,,,,,
453,,,,,,,,,
454,,,,,,,,,
455,Aisin Seiki,7259.T,1795.0,doll_7.22 B,Japan,doll_26.81,0.69_perc,-30.40_perc,['AutomotiveSuppliers']
456,Nestle Malaysia,4707.KL,1798.0,doll_7.21 B,Malaysia,doll_30.76,0.15_perc,-2.75_perc,['Food']
457,Israel Discount Bank,ISDAY,1793.0,doll_7.24 B,Israel,doll_57.51,0.00_perc,-4.15_perc,[]
458,Ralph Lauren,RL,1794.0,doll_7.24 B,USA,doll_109.78,-0.94_perc,-11.84_perc,[]
459,Erdemir,EREGL.IS,1791.0,doll_7.25 B,Turkey,doll_2.14,-2.06_perc,15.68_perc,[]
460,KT Corporation,KT,1790.0,doll_7.26 B,South Korea,doll_14.19,0.21_perc,9.24_perc,['Telecommunication']
461,Donaldson,DCI,1792.0,doll_7.25 B,USA,doll_59.22,-0.02_perc,2.16_perc,[]
462,,,,,,,,,
463,Old Republic International,ORI,1788.0,doll_7.29 B,USA,doll_23.96,0.29_perc,-2.32_perc,[]
464,Canadian Utilities,CU.TO,1789.0,doll_7.28 B,Canada,doll_27.08,0.27_perc,-1.63_perc,[]
465,Berger Paints,BERGEPAINT.NS,1785.0,doll_7.30 B,India,doll_7.52,-0.33_perc,-23.03_perc,['PaintCoating']
466,Gecina,GFC.PA,1786.0,doll_7.29 B,France,doll_98.73,-1.52_perc,-25.87_perc,[]
467,Masimo,MASI,1781.0,doll_7.32 B,USA,doll_139.39,0.53_perc,-50.74_perc,['Healthcare']
468,,,,,,,,,
469,,,,,,,,,
470,,,,,,,,,
471,,,,,,,,,
472,Samsung Electro-Mechanics,009155.KS,1778.0,doll_7.34 B,South Korea,doll_50.94,-2.89_perc,-38.57_perc,['Electronics']
473,Phoenix Group,PHNX.L,1777.0,doll_7.34 B,UK,doll_7.35,-0.33_perc,-15.03_perc,['Insurance']
474,,,,,,,,,
475,,,,,,,,,
476,Signature Bank,SBNY,1774.0,doll_7.36 B,USA,doll_116.99,-1.57_perc,-63.24_perc,[]
477,GEA Group,G1A.F,1772.0,doll_7.36 B,Germany,doll_41.36,-0.33_perc,-21.90_perc,[]
478,Pentair,PNR,1769.0,doll_7.38 B,UK,doll_44.91,0.42_perc,-39.93_perc,[]
479,Manhattan Associates,MANH,1773.0,doll_7.36 B,USA,doll_118.06,0.90_perc,-23.33_perc,[]
480,AGC,5201.T,1771.0,doll_7.37 B,Japan,doll_33.28,0.11_perc,-34.22_perc,[]
481,,,,,,,,,
482,,,,,,,,,
483,Skanska,SKA-B.ST,1900.0,doll_6.67 B,Sweden,doll_16.02,-0.18_perc,-35.27_perc,['Construction']
484,,,,,,,,,
485,Kinsale Capital Group,KNSL,1898.0,doll_6.68 B,USA,doll_289.73,-0.29_perc,35.02_perc,[]
486,,,,,,,,,
487,,,,,,,,,
488,Sensata Technologies,ST,1892.0,doll_6.69 B,USA,doll_43.77,-0.41_perc,-26.45_perc,[]
489,Murphy USA,MUSA,1894.0,doll_6.69 B,USA,doll_296.20,3.83_perc,55.73_perc,[]
490,,,,,,,,,
491,Amplifon,AMP.MI,1893.0,doll_6.69 B,Italy,doll_28.91,-0.11_perc,-40.37_perc,['Medicaldevices']
492,EastGroup Properties,EGP,1891.0,doll_6.69 B,USA,doll_153.70,1.25_perc,-27.60_perc,[]
493,ASR Nederland,ASRNL.AS,1890.0,doll_6.71 B,Netherlands,doll_44.84,-0.19_perc,1.22_perc,[]
494,First Industrial Realty Trust,FR,1889.0,doll_6.72 B,USA,doll_49.70,0.42_perc,-21.21_perc,[]
495,DaVita,DVA,1886.0,doll_6.74 B,USA,doll_74.83,1.35_perc,-27.43_perc,['Healthcare']
496,New World Development Company,0017.HK,1887.0,doll_6.73 B,Hong Kong,doll_2.68,7.14_perc,-32.66_perc,['Realestate']
497,Brixmor Property Group,BRX,1884.0,doll_6.74 B,USA,doll_22.50,-0.13_perc,-7.48_perc,[]
498,,,,,,,,,
499,Canadian Tire,CTC.TO,1883.0,doll_6.75 B,Canada,doll_197.80,1.48_perc,-23.96_perc,['Retail']
500,Yamaha,7951.T,1888.0,doll_6.73 B,Japan,doll_39.23,-0.37_perc,-25.81_perc,[]
501,,,,,,,,,
502,,,,,,,,,
503,,,,,,,,,
504,Harley-Davidson,HOG,1880.0,doll_6.76 B,USA,doll_46.26,-0.43_perc,20.66_perc,[]
505,Nissan Chemical,4021.T,1879.0,doll_6.76 B,Japan,doll_48.22,-0.60_perc,-18.46_perc,['Chemicals']
506,,,,,,,,,
507,,,,,,,,,
508,MasTec,MTZ,1876.0,doll_6.79 B,USA,doll_86.85,0.24_perc,-9.43_perc,['Engineering']
509,Hitachi Metals,5486.T,1874.0,doll_6.80 B,Japan,doll_15.91,0.09_perc,-14.83_perc,[]
510,Tube Investments of India,TIINDIA.NS,1873.0,doll_6.80 B,India,doll_35.18,-1.55_perc,60.93_perc,[]
511,Planet Fitness,PLNT,1872.0,doll_6.80 B,USA,doll_76.01,0.58_perc,-11.71_perc,['Sportsgoods']
512,OTE Group,OTE.F,1871.0,doll_6.81 B,Greece,doll_15.36,0.48_perc,-11.01_perc,['Telecommunication']
513,Assurant,AIZ,1870.0,doll_6.81 B,USA,doll_129.05,-0.20_perc,-17.27_perc,[]
514,GMO Payment Gateway,3769.T,1866.0,doll_6.83 B,Japan,doll_90.16,0.08_perc,-32.16_perc,['Financialservices']
515,,,,,,,,,
516,Bâloise,BALN.SW,1868.0,doll_6.81 B,Switzerland,doll_150.96,-0.98_perc,-2.37_perc,['Insurance']
517,Pandora,3P7.F,1865.0,doll_6.84 B,Denmark,doll_75.03,0.00_perc,-44.21_perc,['Luxurygoods']
518,Merdeka Copper Gold,MDKA.JK,1867.0,doll_6.82 B,Indonesia,doll_0.28,4.49_perc,7.69_perc,['Mining']
519,Saudi International Petrochemical Company (Sipchem),2310.SR,1863.0,doll_6.84 B,Saudi Arabia,doll_9.33,1.45_perc,-17.07_perc,['Chemicals']
520,Ascendis Pharma,ASND,1864.0,doll_6.84 B,Denmark,doll_119.98,-0.56_perc,-16.07_perc,['Pharmaceuticals']
521,NextEra Energy Partners,NEP,1862.0,doll_6.84 B,USA,doll_79.11,1.20_perc,-7.00_perc,[]
522,,,,,,,,,
523,,,,,,,,,
524,Polaris,PII,2000.0,doll_6.26 B,USA,doll_108.13,-2.66_perc,-2.82_perc,['Automakers']
525,,,,,,,,,
526,,,,,,,,,
527,,,,,,,,,
528,,,,,,,,,
529,,,,,,,,,
530,Trent Limited,TRENT.NS,1996.0,doll_6.29 B,India,doll_17.70,-0.36_perc,31.11_perc,['Retail']
531,Turquoise Hill Resources,TRQ,1994.0,doll_6.29 B,Canada,doll_31.14,0.06_perc,111.26_perc,[]
532,Info Edge,NAUKRI.NS,1993.0,doll_6.29 B,India,doll_48.74,1.13_perc,-35.38_perc,['Internet']
533,Wacker Chemie,WCH.F,1992.0,doll_6.31 B,Germany,doll_127.15,-0.17_perc,-22.36_perc,['Chemicals']
534,Şişecam,SISE.IS,1995.0,doll_6.29 B,Turkey,doll_2.05,-1.44_perc,93.40_perc,[]
535,Tele2,TEL2-A.ST,1991.0,doll_6.31 B,Sweden,doll_9.30,0.00_perc,-37.58_perc,['Telecommunication']
536,Swiss Prime Site,SPSN.SW,1989.0,doll_6.31 B,Switzerland,doll_82.39,-1.27_perc,-14.56_perc,['Realestate']
537,,,,,,,,,
538,,,,,,,,,
539,TPG Telecom,TPG.AX,1986.0,doll_6.33 B,Australia,doll_3.41,0.40_perc,-18.81_perc,['Telecommunication']
540,Demant,WDH1.F,1988.0,doll_6.31 B,Denmark,doll_27.09,1.02_perc,-40.03_perc,['Medicaldevices']
541,Osaka Gas,9532.T,1987.0,doll_6.33 B,Japan,doll_15.23,-0.95_perc,-9.13_perc,['Utilitycompanies']
542,MinebeaMitsumi,6479.T,1983.0,doll_6.35 B,Japan,doll_15.65,-2.28_perc,-43.01_perc,[]
543,West Fraser Timber,WFG,1982.0,doll_6.35 B,Canada,doll_75.44,0.63_perc,-14.90_perc,[]
544,,,,,,,,,
545,Indus Towers,INDUSTOWER.NS,1980.0,doll_6.36 B,India,doll_2.36,-0.61_perc,-33.89_perc,['Telecommunication']
546,,,,,,,,,
547,Lodha Group,LODHA.NS,1981.0,doll_6.36 B,India,doll_13.20,1.95_perc,-30.42_perc,['Realestate']
548,,,,,,,,,
549,T&D Holdings,8795.T,1976.0,doll_6.37 B,Japan,doll_11.42,-0.13_perc,-8.79_perc,['Insurance']
550,,,,,,,,,
551,RTL Group,RRTL.F,1971.0,doll_6.39 B,Luxembourg,doll_41.30,-0.76_perc,-22.15_perc,[]
552,Hulic,3003.T,1975.0,doll_6.37 B,Japan,doll_8.37,0.26_perc,-16.13_perc,['Realestate']
553,,,,,,,,,
554,Amorepacific,090430.KS,1969.0,doll_6.39 B,South Korea,doll_102.72,0.37_perc,-31.49_perc,['CosmeticsandBeauty']
555,Dentsply Sirona,XRAY,1967.0,doll_6.39 B,USA,doll_29.76,-1.16_perc,-43.47_perc,[]
556,,,,,,,,,
557,Stifel,SF,1966.0,doll_6.39 B,USA,doll_60.20,-1.52_perc,-17.30_perc,[]
558,PI Industries,PIIND.NS,1965.0,doll_6.39 B,India,doll_42.18,0.21_perc,9.56_perc,['Chemicals']
559,New York Community Bank,NYCB,2100.0,doll_5.85 B,USA,doll_8.59,-0.46_perc,-29.93_perc,[]
560,Acuity Brands,AYI,2099.0,doll_5.85 B,USA,doll_182.05,1.07_perc,-9.34_perc,[]
561,Kingfisher,KFI1.F,2098.0,doll_5.85 B,UK,doll_2.96,0.36_perc,-33.78_perc,['Retail']
562,Valley Bank,VLY,2097.0,doll_5.86 B,USA,doll_11.58,1.94_perc,-17.64_perc,[]
563,Tomra,TOM.OL,2095.0,doll_5.87 B,Norway,doll_19.89,0.73_perc,-70.49_perc,[]
564,,,,,,,,,
565,Littelfuse,LFUS,2093.0,doll_5.88 B,USA,doll_237.85,0.58_perc,-23.36_perc,[]
566,,,,,,,,,
567,,,,,,,,,
568,,,,,,,,,
569,TVS Motor,TVSMOTOR.NS,2089.0,doll_5.91 B,India,doll_12.45,0.07_perc,40.84_perc,['MotorcycleManufacturers']
570,,,,,,,,,
571,Sonoco,SON,2090.0,doll_5.91 B,USA,doll_60.61,-0.31_perc,0.66_perc,[]
572,,,,,,,,,
573,,,,,,,,,
574,,,,,,,,,
575,TIM S.A.,TIMB,2084.0,doll_5.93 B,Brazil,doll_12.22,-0.33_perc,2.52_perc,['Telecommunication']
576,Pilgrim's Pride,PPC,2081.0,doll_5.95 B,USA,doll_25.20,0.98_perc,-9.61_perc,[]
577,Affiliated Managers Group,AMG,2083.0,doll_5.95 B,USA,doll_157.96,-0.02_perc,-7.93_perc,['Investment']
578,,,,,,,,,
579,TOTO,5332.T,2082.0,doll_5.95 B,Japan,doll_34.89,0.63_perc,-29.32_perc,[]
580,STAG Industrial,STAG,2079.0,doll_5.96 B,USA,doll_32.59,1.72_perc,-26.45_perc,[]
581,,,,,,,,,
582,Dun & Bradstreet,DNB,2076.0,doll_5.97 B,USA,doll_13.71,0.44_perc,-29.44_perc,['Financialservices']
583,,,,,,,,,
584,Voya Financial,VOYA,2074.0,doll_5.97 B,USA,doll_61.52,-2.89_perc,-3.06_perc,['Financialservices']
585,,,,,,,,,
586,,,,,,,,,
587,,,,,,,,,
588,,,,,,,,,
589,,,,,,,,,
590,,,,,,,,,
591,Sekisui Chemical,4204.T,2067.0,doll_6.01 B,Japan,doll_13.74,0.11_perc,-21.26_perc,['Chemicals']
592,Charoen Pokphand Indonesia,CPIN.JK,2068.0,doll_6.01 B,Indonesia,doll_0.37,1.78_perc,-7.50_perc,['Food']
593,,,,,,,,,
594,Saia,SAIA,2065.0,doll_6.01 B,USA,doll_227.36,-0.79_perc,-32.19_perc,['Transportation']
595,,,,,,,,,
596,,,,,,,,,
597,Yanbu National Petrochemical,2290.SR,2064.0,doll_6.02 B,Saudi Arabia,doll_10.70,1.39_perc,-37.83_perc,['Chemicals']
598,Silgan Holdings,SLGN,2102.0,doll_5.84 B,USA,doll_53.09,-1.14_perc,25.66_perc,[]
599,MKS Instruments,MKSI,2196.0,doll_5.43 B,USA,doll_81.73,0.21_perc,-49.88_perc,[]
600,Jabal Omar Development,4250.SR,2197.0,doll_5.43 B,Saudi Arabia,doll_4.71,0.80_perc,-37.20_perc,['Realestate']
601,Hertz,HTZ,2199.0,doll_5.43 B,USA,doll_16.26,0.12_perc,-37.87_perc,['Carrental']
602,Stantec,STN,2200.0,doll_5.42 B,Canada,doll_48.80,1.10_perc,-14.77_perc,[]
603,,,,,,,,,
604,,,,,,,,,
605,,,,,,,,,
606,Covivio,COV.PA,2193.0,doll_5.44 B,France,doll_58.06,-1.07_perc,-28.18_perc,[]
607,City Developments,C09.SI,2190.0,doll_5.44 B,Singapore,doll_6.01,0.99_perc,18.77_perc,[]
608,,,,,,,,,
609,,,,,,,,,
610,Airtel Africa,AAF.L,2191.0,doll_5.44 B,UK,doll_1.42,-3.47_perc,-16.96_perc,['Telecommunication']
611,Selective Insurance,SIGI,2187.0,doll_5.45 B,USA,doll_90.56,-1.59_perc,12.50_perc,[]
612,,,,,,,,,
613,Beazley,BEZ.L,2185.0,doll_5.46 B,UK,doll_7.91,1.33_perc,42.27_perc,['Insurance']
614,Kinross Gold,KGC,2186.0,doll_5.45 B,Canada,doll_4.24,2.17_perc,-28.62_perc,['Mining']
615,Univar Solutions,UNVR,2184.0,doll_5.47 B,USA,doll_33.54,2.19_perc,18.85_perc,['Chemicals']
616,Quiñenco,QUINENCO.SN,2183.0,doll_5.47 B,Chile,doll_3.29,-0.80_perc,74.07_perc,[]
617,MP Materials,MP,2182.0,doll_5.47 B,USA,doll_30.83,1.55_perc,-27.70_perc,[]
618,,,,,,,,,
619,,,,,,,,,
620,Muthoot Finance,MUTHOOTFIN.NS,2178.0,doll_5.49 B,India,doll_13.61,1.18_perc,-31.40_perc,['Financialservices']
621,Dutch Bros,BROS,2177.0,doll_5.49 B,USA,doll_32.70,0.34_perc,-35.02_perc,['Beverages']
622,,,,,,,,,
623,,,,,,,,,
624,,,,,,,,,
625,,,,,,,,,
626,Andritz,AZ2.F,2171.0,doll_5.53 B,Austria,doll_55.80,-0.38_perc,11.40_perc,['Engineering']
627,,,,,,,,,
628,,,,,,,,,
629,,,,,,,,,
630,Element Fleet Management,EFN.TO,2168.0,doll_5.55 B,Canada,doll_14.14,3.54_perc,39.72_perc,[]
631,Kajima,1812.T,2169.0,doll_5.55 B,Japan,doll_11.25,0.00_perc,-3.93_perc,['Construction']
632,Viper Energy Partners,VNOM,2273.0,doll_5.16 B,USA,doll_31.30,0.26_perc,40.80_perc,[]
633,BWX Technologies,BWXT,2210.0,doll_5.41 B,USA,doll_59.35,-2.37_perc,22.95_perc,[]
634,,,,,,,,,
635,,,,,,,,,
636,Ebos Group,EBO.NZ,2299.0,doll_5.08 B,New Zealand,doll_26.70,0.82_perc,11.44_perc,['Healthcare']
637,,,,,,,,,
638,,,,,,,,,
639,National Instruments,NATI,2295.0,doll_5.10 B,USA,doll_39.10,-0.46_perc,-6.68_perc,[]
640,CTP N.V.,CTPNV.AS,2294.0,doll_5.10 B,Netherlands,doll_11.41,0.18_perc,-43.99_perc,['Realestate']
641,,,,,,,,,
642,The Ensign Group,ENSG,2290.0,doll_5.11 B,USA,doll_92.10,0.62_perc,15.50_perc,[]
643,PSP Swiss Property,PSPN.SW,2293.0,doll_5.10 B,Switzerland,doll_111.34,-0.47_perc,-6.07_perc,['Realestate']
644,,,,,,,,,
645,,,,,,,,,
646,LHC Group,LHCG,2289.0,doll_5.11 B,USA,doll_164.90,1.56_perc,31.06_perc,[]
647,,,,,,,,,
648,Clariant,CLN.SW,2284.0,doll_5.13 B,Switzerland,doll_15.61,-0.47_perc,-24.11_perc,['Chemicals']
649,,,,,,,,,
650,,,,,,,,,
651,GXO Logistics,GXO,2283.0,doll_5.14 B,USA,doll_43.34,-0.14_perc,-54.07_perc,[]
652,Exponent,EXPO,2282.0,doll_5.14 B,USA,doll_101.58,0.35_perc,-17.89_perc,[]
653,IDP Education,IEL.AX,2281.0,doll_5.14 B,Australia,doll_18.48,0.62_perc,-25.60_perc,['Education']
654,,,,,,,,,
655,Brunswick Corporation,BC,2276.0,doll_5.15 B,USA,doll_71.07,-1.21_perc,-26.79_perc,[]
656,,,,,,,,,
657,,,,,,,,,
658,,,,,,,,,
659,Vertiv Holdings,VRT,2275.0,doll_5.15 B,USA,doll_13.66,-1.94_perc,-48.57_perc,[]
660,Fastighets AB Balder,BALD-B.ST,2272.0,doll_5.16 B,Sweden,doll_4.58,-1.15_perc,-93.74_perc,['Realestate']
661,Dongfeng Motor,0489.HK,2274.0,doll_5.15 B,China,doll_0.60,0.43_perc,-35.48_perc,['Automakers']
662,,,,,,,,,
663,Lynas,LYI.F,2268.0,doll_5.16 B,Malaysia,doll_5.68,-0.90_perc,-11.53_perc,['Mining']
664,,,,,,,,,
665,,,,,,,,,
666,,,,,,,,,
667,Oak Street Health,OSH,2266.0,doll_5.16 B,USA,doll_21.28,1.33_perc,-32.87_perc,['Healthcare']
668,Astral Poly Technik,ASTRAL.NS,2307.0,doll_5.05 B,India,doll_25.07,3.20_perc,-14.35_perc,[]
669,Jarir,4190.SR,2306.0,doll_5.05 B,Saudi Arabia,doll_42.13,1.02_perc,-19.04_perc,['Retail']
670,,,,,,,,,
671,Eurazeo,RF.PA,2398.0,doll_4.76 B,France,doll_62.16,-0.59_perc,-26.12_perc,['Investment']
672,,,,,,,,,
673,Georg Fischer,GF.SW,2399.0,doll_4.75 B,Switzerland,doll_58.11,-0.36_perc,-23.93_perc,['Manufacturing']
674,Banco Popular,BPOP,2397.0,doll_4.76 B,USA,doll_65.50,-1.52_perc,-17.88_perc,[]
675,Gruma (Maseca),GRUMAB.MX,2396.0,doll_4.76 B,Mexico,doll_12.87,0.64_perc,8.24_perc,[]
676,,,,,,,,,
677,Tenet Healthcare,THC,2392.0,doll_4.78 B,USA,doll_44.21,1.03_perc,-41.33_perc,[]
678,,,,,,,,,
679,,,,,,,,,
680,Bezeq,BEZQ.TA,2390.0,doll_4.78 B,Israel,doll_1.73,-0.44_perc,,['Telecommunication']
681,Hitachi Construction Machinery,6305.T,2393.0,doll_4.77 B,Japan,doll_22.47,-0.65_perc,-25.89_perc,[]
682,,,,,,,,,
683,,,,,,,,,
684,,,,,,,,,
685,,,,,,,,,
686,,,,,,,,,
687,Owl Rock Capital,ORCC,2385.0,doll_4.79 B,USA,doll_12.17,0.41_perc,-15.01_perc,['Financialservices']
688,,,,,,,,,
689,Hyundai Glovis,086280.KS,2382.0,doll_4.80 B,South Korea,doll_128.12,0.00_perc,-3.66_perc,['Transportation']
690,LEG Immobilien,LEG.DE,2381.0,doll_4.80 B,Germany,doll_64.84,1.05_perc,-53.39_perc,['Realestate']
691,New Jersey Resources,NJR,2380.0,doll_4.80 B,USA,doll_49.86,0.52_perc,25.81_perc,[]
692,Trex,TREX,2379.0,doll_4.80 B,USA,doll_43.80,0.67_perc,-68.12_perc,[]
693,,,,,,,,,
694,,,,,,,,,
695,Sharp Corporation,6753.T,2376.0,doll_4.82 B,Japan,doll_7.43,1.50_perc,-35.67_perc,[]
696,AXIS Capital,AXS,2373.0,doll_4.82 B,Bermuda,doll_57.04,-0.49_perc,9.25_perc,['Insurance']
697,,,,,,,,,
698,Rockwool,R90.F,2374.0,doll_4.82 B,Denmark,doll_217.63,-1.57_perc,-50.28_perc,[]
699,,,,,,,,,
700,Applied Industrial Technologies,AIT,2370.0,doll_4.85 B,USA,doll_125.81,-0.44_perc,21.78_perc,[]
701,International Game Technology,IGT,2371.0,doll_4.83 B,UK,doll_24.16,-1.31_perc,-9.21_perc,[]
702,Atkore,ATKR,2369.0,doll_4.85 B,USA,doll_122.21,-1.02_perc,8.48_perc,[]
703,,,,,,,,,
704,,,,,,,,,
705,Fluor Corporation,FLR,2368.0,doll_4.85 B,USA,doll_34.19,-0.47_perc,44.44_perc,[]
706,,,,,,,,,
707,,,,,,,,,
708,Pirelli,PIRC.MI,2498.0,doll_4.41 B,Italy,doll_4.32,-0.75_perc,-35.43_perc,['Tires']
709,National Mineral Development Corporation,NMDC.NS,2496.0,doll_4.42 B,India,doll_1.51,3.67_perc,-21.76_perc,['Mining']
710,Telecom Italia,TIT.MI,2497.0,doll_4.41 B,Italy,doll_0.21,-1.59_perc,-58.82_perc,[]
711,,,,,,,,,
712,Aalberts,AALB.AS,2494.0,doll_4.42 B,Netherlands,doll_39.69,-0.97_perc,-35.15_perc,['Engineering']
713,,,,,,,,,
714,Tegna,TGNA,2493.0,doll_4.43 B,USA,doll_19.84,-0.55_perc,-3.31_perc,[]
715,,,,,,,,,
716,Unite Group (Unite Students),UTG.L,2490.0,doll_4.43 B,UK,doll_11.07,-1.36_perc,-25.15_perc,['Realestate']
717,Tikehau Capital,TKO.PA,2489.0,doll_4.44 B,France,doll_25.85,-0.61_perc,-3.15_perc,['Investment']
718,Diploma plc,DPLM.L,2491.0,doll_4.43 B,UK,doll_34.58,0.14_perc,-22.36_perc,[]
719,Mainfreight,MFT.NZ,2487.0,doll_4.44 B,New Zealand,doll_44.17,-1.35_perc,-26.81_perc,['Transportation']
720,Hawaiian Electric Industries,HE,2488.0,doll_4.44 B,USA,doll_40.60,0.00_perc,1.83_perc,[]
721,,,,,,,,,
722,,,,,,,,,
723,,,,,,,,,
724,Honeywell Automation India,HONAUT.NS,2480.0,doll_4.47 B,India,doll_505.85,1.42_perc,-5.94_perc,[]
725,Royal Boskalis Westminster,BOKA.AS,2484.0,doll_4.46 B,Netherlands,doll_34.51,0.00_perc,21.34_perc,[]
726,F&F Co,383220.KS,2481.0,doll_4.46 B,South Korea,doll_117.13,-1.59_perc,-20.62_perc,['Clothing']
727,Remgro Limited,REM.JO,2482.0,doll_4.46 B,South Africa,doll_7.99,0.37_perc,7.68_perc,['Investment']
728,AAK,AAK.ST,2479.0,doll_4.47 B,Sweden,doll_16.94,0.23_perc,-17.89_perc,['Food']
729,,,,,,,,,
730,Euronet Worldwide,EEFT,2477.0,doll_4.48 B,USA,doll_90.45,0.21_perc,-22.08_perc,[]
731,Hancock Whitney,HWC,2474.0,doll_4.49 B,USA,doll_52.44,1.73_perc,4.34_perc,[]
732,,,,,,,,,
733,,,,,,,,,
734,OneMain Financial,OMF,2475.0,doll_4.48 B,USA,doll_36.73,-2.91_perc,-28.72_perc,[]
735,,,,,,,,,
736,,,,,,,,,
737,Kilroy Realty,KRC,2470.0,doll_4.51 B,USA,doll_38.25,-2.65_perc,-43.96_perc,[]
738,Livent,LTHM,2469.0,doll_4.51 B,USA,doll_25.18,-0.36_perc,-7.43_perc,['Chemicals']
739,Vornado Realty Trust,VNO,2514.0,doll_4.38 B,USA,doll_21.29,-3.27_perc,-49.65_perc,[]
740,,,,,,,,,
741,Coca-Cola Consolidated,COKE,2467.0,doll_4.52 B,USA,doll_482.76,1.86_perc,-14.33_perc,[]
742,Husqvarna,HUSQ-A.ST,2468.0,doll_4.52 B,Sweden,doll_7.70,-0.12_perc,-49.48_perc,['Machinerymanufacturing']
743,Castellum,CAST.ST,2600.0,doll_4.11 B,Sweden,doll_12.44,-1.82_perc,-55.59_perc,['Realestate']
744,XPO Logistics,XPO,2599.0,doll_4.11 B,USA,doll_35.72,-0.92_perc,-54.96_perc,['Transportation']
745,,,,,,,,,
746,Stevanato,STVN,2595.0,doll_4.13 B,Italy,doll_15.64,0.77_perc,-31.97_perc,[]
747,,,,,,,,,
748,ONE Gas,OGS,2596.0,doll_4.12 B,USA,doll_76.20,-0.14_perc,9.37_perc,[]
749,,,,,,,,,
750,,,,,,,,,
751,ASGN,ASGN,2597.0,doll_4.11 B,USA,doll_82.53,-1.82_perc,-35.04_perc,[]
752,,,,,,,,,
753,Aaon,AAON,2591.0,doll_4.15 B,USA,doll_78.17,0.96_perc,-3.68_perc,[]
754,Sallie Mae,SLM,2587.0,doll_4.17 B,USA,doll_16.69,-0.65_perc,-10.94_perc,[]
755,,,,,,,,,
756,FirstCash,FCFS,2586.0,doll_4.17 B,USA,doll_90.23,-0.79_perc,41.85_perc,[]
757,TriNet,TNET,2588.0,doll_4.17 B,USA,doll_67.07,-6.18_perc,-32.07_perc,[]
758,,,,,,,,,
759,,,,,,,,,
760,UOL Group,U14.SI,2589.0,doll_4.17 B,Singapore,doll_4.94,1.36_perc,-5.36_perc,['Realestate']
761,,,,,,,,,
762,,,,,,,,,
763,A1 Telekom Austria,TA1.F,2581.0,doll_4.19 B,Austria,doll_6.26,-0.50_perc,-25.74_perc,['Telecommunication']
764,PNM Resources,PNM,2579.0,doll_4.20 B,USA,doll_48.98,-0.04_perc,7.11_perc,[]
765,Air Lease Corporation,AL,2580.0,doll_4.20 B,USA,doll_37.90,-1.35_perc,-12.99_perc,[]
766,IAC/InterActiveCorp,IAC,2575.0,doll_4.21 B,USA,doll_47.48,-2.16_perc,-64.83_perc,['MediaPress']
767,,,,,,,,,
768,Evercore,EVR,2573.0,doll_4.21 B,USA,doll_108.65,0.98_perc,-21.62_perc,['Professionalservices']
769,Haemonetics,HAE,2572.0,doll_4.22 B,USA,doll_83.52,-0.70_perc,53.87_perc,['Healthcare']
770,,,,,,,,,
771,,,,,,,,,
772,,,,,,,,,
773,Powszechny Zakład Ubezpieczeń,7PZ.F,2609.0,doll_4.09 B,Poland,doll_7.11,0.39_perc,-20.38_perc,['Insurance']
774,MGIC Investment,MTG,2700.0,doll_3.85 B,USA,doll_12.98,1.33_perc,-10.24_perc,[]
