"Name","Master Cap","Country","Rank","Share Price"
"Strategic Education","$2.17 B","USA","#3660","$89.04"
"Boot Barn Holdings","$2.17 B","USA","#3661","$72.95"
"Griffon Corporation","$2.16 B","USA","#3662","$38.00"
"Catalyst Pharmaceuticals","$2.16 B","USA","#3663","$20.80"
"PriceSmart","$2.16 B","USA","#3664","$69.66"
"Software AG","$2.15 B","Germany","#3665","$29.15"
"Chesapeake Utilities","$2.15 B","USA","#3666","$121.44"
"Philip Morris ?R","$2.15 B","","#3667","$765.65"
"JBG SMITH","$2.15 B","USA","#3668","$18.92"
"Triple Flag Precious Metals","$2.14 B","Canada","#3669","$13.80"
"Dr Lal PathLabs","$2.14 B","India","#3670","$25.92"
"Shimao Property","$2.14 B","Hong Kong","#3671","$0.57"
"Tidewater","$2.14 B","USA","#3672","$42.52"
"Sunstone Hotel Investors","$2.14 B","USA","#3673","$10.20"
"Tiger Brands","$2.14 B","South Africa","#3674","$12.62"
"Carpenter Technology","$2.14 B","USA","#3675","$44.28"
"Minerals Technologies","$2.14 B","USA","#3676","$66.07"
"Aareal Bank","$2.14 B","Germany","#3677","$35.80"
"Grayscale Bitcoin Trust","$2.14 B","USA","#3678","$12.18"
"Stella-Jones","$2.14 B","Canada","#3679","$35.95"
"Plus500","$2.13 B","Israel","#3680","$22.59"
"Melco International Development","$2.13 B","Hong Kong","#3681","$1.41"
"Basic-Fit","$2.13 B","Netherlands","#3682","$31.13"
"Redrow","$2.13 B","UK","#3683","$6.33"
"Indra Sistemas","$2.13 B","Spain","#3684","$12.08"
"WesBanco","$2.13 B","USA","#3685","$36.01"
"Central Garden & Pet","$2.12 B","USA","#3686","$40.79"
"Carborundum Universal","$2.12 B","India","#3687","$11.18"
"AvidXchange","$2.12 B","USA","#3688","$10.68"
"Edgewell Personal Care","$2.12 B","USA","#3689","$41.14"
"Fisker","$2.11 B","USA","#3690","$6.79"
"Stelco","$2.11 B","Canada","#3691","$38.38"
"eXp World Holdings","$2.11 B","USA","#3692","$13.85"
"Buenaventura Mining Company","$2.11 B","","#3693","$8.32"
"NV5 Global","$2.11 B","USA","#3694","$135.72"
"Netwealth","$2.11 B","Australia","#3695","$8.65"
"Bharat Dynamics","$2.11 B","India","#3696","$11.51"
"Fannie Mae","$2.10 B","USA","#3697","$2.82"
"Salzgitter","$2.10 B","Germany","#3698","$38.94"
"IIFL Wealth Management","$2.10 B","India","#3699","$23.66"
"Liontown Resources","$2.10 B","Australia","#3700","$0.96"
"TRI Pointe Group","$2.10 B","USA","#3701","$20.85"
"Harel Group","$2.10 B","Israel","#3702","$9.97"
"AUTO1","$2.10 B","Germany","#3703","$8.45"
"GoodRx","$2.09 B","USA","#3704","$5.30"
"CI Financial","$2.09 B","Canada","#3705","$11.42"
"Jeudan","$2.09 B","Denmark","#3706","$37.38"
"Rapid7","$2.09 B","USA","#3707","$35.35"
"Krystal Biotech","$2.09 B","USA","#3708","$81.23"
"BayWa","$2.09 B","Germany","#3709","$60.82"
"Bloomin' Brands","$2.09 B","USA","#3710","$23.81"
"American Assets Trust","$2.08 B","USA","#3711","$27.22"
"AeroVironment","$2.08 B","USA","#3712","$82.91"
"Orange Polska","$2.08 B","Poland","#3713","$1.57"
"Remitly","$2.08 B","USA","#3714","$12.21"
"Nu Skin","$2.08 B","USA","#3715","$42.12"
"Kindred Group","$2.08 B","","#3716","$9.53"
"Cranswick","$2.08 B","UK","#3717","$38.80"
"Blue Dart Express","$2.07 B","India","#3718","$87.61"
"AMTD Digital","$2.07 B","Hong Kong","#3719","$11.08"
"Semtech","$2.07 B","USA","#3720","$32.53"
"Electra","$2.07 B","Israel","#3721","$540.65"
"Yelp","$2.07 B","USA","#3722","$29.71"
"Coface","$2.06 B","France","#3723","$13.60"
"Safehold","$2.06 B","USA","#3724","$33.19"
"Fine Organics","$2.06 B","India","#3725","$67.29"
"Kajaria Ceramics","$2.06 B","India","#3726","$12.95"
"Empire State Realty Trust","$2.06 B","USA","#3727","$7.35"
"Newmark","$2.05 B","USA","#3728","$8.77"
"Laboratorios Farmaceuticos Rovi","$2.05 B","Spain","#3729","$40.07"
"Payoneer","$2.05 B","USA","#3730","$5.87"
"Helios Technologies","$2.05 B","USA","#3731","$63.14"
"TransMedics Group","$2.05 B","USA","#3732","$64.33"
"Alony Hetz","$2.05 B","Israel","#3733","$11.42"
"Breville Group","$2.05 B","Australia","#3734","$14.37"
"Cricut","$2.05 B","USA","#3735","$9.29"
"XL Axiata","$2.05 B","Indonesia","#3736","$0.13"
"Ramco Cements","$2.04 B","India","#3737","$8.67"
"Playtech","$2.04 B","","#3738","$6.68"
"Silk Road Medical","$2.04 B","USA","#3739","$53.64"
"Delek Group","$2.04 B","Israel","#3740","$111.34"
"Winpak","$2.04 B","Canada","#3741","$31.43"
"Momo","$2.03 B","China","#3742","$10.29"
"Sonae","$2.03 B","Portugal","#3743","$1.05"
"Tata Teleservices","$2.03 B","India","#3744","$1.04"
"PeptiDream","$2.03 B","Japan","#3745","$15.68"
"Assura Plc","$2.03 B","UK","#3746","$0.68"
"Dave & Buster's","$2.03 B","USA","#3747","$42.10"
"Sylvamo","$2.03 B","USA","#3748","$46.05"
"Usiminas","$2.03 B","Brazil","#3749","$1.63"
"Constellium","$2.03 B","France","#3750","$14.08"
"Frontdoor","$2.02 B","USA","#3751","$24.90"
"Air Transport Services Group","$2.02 B","USA","#3752","$27.90"
"Trustmark","$2.02 B","USA","#3753","$33.28"
"ContourGlobal","$2.02 B","UK","#3754","$3.07"
"ZipRecruiter","$2.02 B","USA","#3755","$18.37"
"Allscripts","$2.02 B","USA","#3756","$18.50"
"Aliansce Sonae Shopping Centers","$2.02 B","Brazil","#3757","$3.41"
"Victory Capital","$2.02 B","USA","#3758","$29.51"
"Renasant Corp","$2.01 B","USA","#3759","$36.03"
"NuVista Energy","$2.01 B","Canada","#3760","$8.98"
"Delek Logistics Partners","$2.01 B","USA","#3761","$46.30"
"Expro Group","$2.00 B","USA","#3762","$18.46"
"Seadrill","$2.00 B","","#3763","$40.14"
"The Cheesecake Factory","$2.00 B","USA","#3764","$39.01"
"Boardwalk Real Estate Investment Trust","$2.00 B","Canada","#3765","$39.96"
"Canfor","$2.00 B","Canada","#3766","$16.36"
"Pets at Home","$2.00 B","UK","#3767","$4.03"
"Flagstar Bank","$2.00 B","USA","#3768","$37.54"
"Alfen","$1.99 B","Netherlands","#3769","$89.36"
"Gogo Inflight Internet","$1.99 B","USA","#3770","$15.70"
"Liberty Latin America","$1.99 B","USA","#3771","$9.18"
"Curevac","$1.99 B","Germany","#3772","$10.46"
"FormFactor","$1.98 B","USA","#3773","$25.82"
"SIGNA Sports United","$1.98 B","Germany","#3774","$5.13"
"USA Compression Partners","$1.98 B","USA","#3775","$20.27"
"Coursera","$1.98 B","USA","#3776","$13.51"
"Warrior Met Coal","$1.97 B","USA","#3777","$38.31"
"XPEL","$1.97 B","USA","#3778","$71.61"
"Hilltop Holdings","$1.97 B","USA","#3779","$30.61"
"First Advantage","$1.97 B","USA","#3780","$13.01"
"Earthstone Energy","$1.97 B","USA","#3781","$14.13"
"Fairfax India Holdings","$1.97 B","Canada","#3782","$14.23"
"AtriCure","$1.97 B","USA","#3783","$42.43"
"Exclusive Networks","$1.97 B","France","#3784","$21.00"
"GlobalData","$1.96 B","UK","#3785","$15.70"
"Heartland Financial USA","$1.96 B","USA","#3786","$46.36"
"RXO","$1.96 B","USA","#3787","$16.91"
"U.S. Cellular","$1.96 B","USA","#3788","$23.06"
"Brigham Minerals","$1.96 B","USA","#3789","$32.50"
"Agilysys","$1.96 B","USA","#3790","$78.37"
"Tamarack Valley Energy","$1.96 B","Canada","#3791","$3.53"
"Seacoast Banking","$1.96 B","USA","#3792","$31.92"
"Pebblebrook Hotel Trust","$1.96 B","USA","#3793","$14.89"
"LifeStance Health Group","$1.95 B","USA","#3794","$5.21"
"Eve Air Mobility","$1.95 B","USA","#3795","$7.34"
"Exide Industries","$1.95 B","India","#3796","$2.30"
"3R Petroleum","$1.95 B","Brazil","#3797","$9.57"
"Eutelsat","$1.94 B","France","#3798","$7.70"
"Burford Capital","$1.94 B","","#3799","$8.88"
"Krispy Kreme","$1.94 B","USA","#3800","$11.60"
"Energix Renewable Energies","$1.94 B","Israel","#3801","$3.55"
"Colbún","$1.94 B","Chile","#3802","$0.11"
"BioCryst Pharmaceuticals","$1.93 B","USA","#3803","$10.40"
"Bread Financial","$1.93 B","USA","#3804","$38.88"
"ArcBest","$1.93 B","USA","#3805","$79.29"
"Ventyx Biosciences","$1.93 B","USA","#3806","$34.15"
"Victrex","$1.92 B","UK","#3807","$21.44"
"Mercury General","$1.92 B","USA","#3808","$34.82"
"Vector Group","$1.92 B","USA","#3809","$12.43"
"Retail Opportunity Investments","$1.92 B","USA","#3810","$15.42"
"Pactiv Evergreen","$1.92 B","USA","#3811","$10.80"
"Kymera Therapeutics","$1.92 B","USA","#3812","$35.00"
"CarGurus","$1.91 B","USA","#3813","$16.13"
"Masonite","$1.91 B","USA","#3814","$86.10"
"LOTTE Corporation","$1.91 B","South Korea","#3815","$27.08"
"Türkiye Kalk?nma","$1.91 B","Turkey","#3816","$0.77"
"Formosa Sumco Technology","$1.91 B","Taiwan","#3817","$4.94"
"International Seaways","$1.91 B","USA","#3818","$39.00"
"Tanger Factory Outlet Centers","$1.91 B","USA","#3819","$18.33"
"Peab","$1.90 B","Sweden","#3820","$6.39"
"DigitalBridge Group","$1.90 B","USA","#3821","$11.94"
"Pampa Energía","$1.90 B","","#3822","$34.20"
"ComfortDelGro","$1.90 B","Singapore","#3823","$0.88"
"Canadian Western Bank","$1.89 B","Canada","#3824","$20.14"
"National Aluminum & Alloy","$1.89 B","India","#3825","$1.03"
"Hornbach Baumarkt","$1.89 B","Germany","#3826","$59.62"
"Toho Gas","$1.89 B","Japan","#3827","$18.03"
"CSW Industrials","$1.89 B","USA","#3828","$122.36"
"CareTrust REIT","$1.89 B","USA","#3829","$19.51"
"Golden Ocean Group","$1.88 B","","#3830","$9.43"
"E2open","$1.88 B","USA","#3831","$6.25"
"Nagarro","$1.88 B","Germany","#3832","$133.80"
"Babcock International Group","$1.88 B","UK","#3833","$3.68"
"NuStar Energy","$1.88 B","USA","#3834","$17.10"
"Oceaneering International","$1.88 B","USA","#3835","$18.80"
"BRP Group","$1.88 B","USA","#3836","$30.66"
"Green Thumb Industries","$1.88 B","USA","#3837","$7.96"
"Lakeland Financial Corp","$1.87 B","USA","#3838","$74.11"
"Telenet","$1.87 B","Belgium","#3839","$16.63"
"Zug Estates Holding","$1.87 B","Switzerland","#3840","$1,941"
"FibroGen","$1.87 B","USA","#3841","$19.98"
"Tilray","$1.87 B","Canada","#3842","$3.05"
"Lenzing","$1.87 B","","#3843","$69.29"
"AJ Bell","$1.87 B","UK","#3844","$4.20"
"Robertet","$1.87 B","France","#3845","$846.01"
"Urban Edge Properties","$1.87 B","USA","#3846","$15.29"
"Diamondrock Hospitality Company","$1.87 B","USA","#3847","$8.90"
"Primary Health Properties","$1.87 B","UK","#3848","$1.37"
"RLJ Lodging Trust","$1.86 B","USA","#3849","$11.48"
"Shinsegae","$1.86 B","South Korea","#3850","$189.94"
"RPC","$1.86 B","USA","#3851","$8.62"
"InterDigital","$1.86 B","USA","#3852","$62.92"
"NMI Holdings","$1.86 B","USA","#3853","$22.33"
"Viaplay Group","$1.86 B","Sweden","#3854","$22.67"
"CJ Group","$1.86 B","South Korea","#3855","$68.94"
"Parex Resources","$1.86 B","Canada","#3856","$17.09"
"StoneX Group","$1.86 B","USA","#3857","$91.44"
"Goodman Property Trust","$1.86 B","New Zealand","#3858","$1.33"
"Genesis Energy","$1.86 B","New Zealand","#3859","$1.76"
"Intapp","$1.86 B","USA","#3860","$29.58"
"Mueller Water Products","$1.86 B","USA","#3861","$11.93"
"Paradox Interactive","$1.86 B","Sweden","#3862","$17.62"
"Phreesia","$1.85 B","USA","#3863","$35.25"
"ICF International","$1.85 B","USA","#3864","$98.58"
"WABCO India","$1.85 B","India","#3865","$97.94"
"MONETA Money Bank","$1.85 B","","#3866","$3.55"
"N-Able","$1.85 B","USA","#3867","$10.28"
"Secure Energy Services","$1.85 B","Canada","#3868","$5.99"
"RWS Holdings","$1.85 B","UK","#3869","$4.76"
"Materion","$1.85 B","USA","#3870","$90.36"
"PageGroup","$1.85 B","UK","#3871","$5.61"
"Compass Minerals","$1.85 B","USA","#3872","$45.14"
"Immofinanz","$1.85 B","","#3873","$13.41"
"Century Communities","$1.84 B","USA","#3874","$58.15"
"ImmunityBio","$1.84 B","USA","#3875","$4.61"
"CommScope","$1.84 B","USA","#3876","$8.84"
"Green Plains","$1.84 B","USA","#3877","$31.06"
"Warby Parker","$1.84 B","USA","#3878","$15.92"
"Q2","$1.83 B","USA","#3879","$31.96"
"TKH Group","$1.83 B","Netherlands","#3880","$43.94"
"Revolve","$1.83 B","USA","#3881","$25.04"
"Delek US","$1.83 B","USA","#3882","$26.34"
"Sacyr","$1.83 B","Spain","#3883","$2.88"
"TDCX","$1.83 B","Singapore","#3884","$12.58"
"Braves Group","$1.83 B","USA","#3885","$34.45"
"Birchcliff Energy","$1.83 B","Canada","#3886","$6.89"
"Kenon Holdings","$1.83 B","Singapore","#3887","$33.97"
"Arcos Dorados Holdings","$1.83 B","","#3888","$8.69"
"REN (Redes Energéticas Nacionais)","$1.82 B","Portugal","#3889","$2.76"
"AssetMark","$1.82 B","USA","#3890","$24.77"
"Ryman Healthcare","$1.82 B","New Zealand","#3891","$3.62"
"Efes Beverage Group","$1.82 B","Turkey","#3892","$3.09"
"CSG International","$1.82 B","USA","#3893","$57.94"
"Labrador Iron Ore Royalty Corp.","$1.82 B","Canada","#3894","$28.50"
"Vertex","$1.82 B","USA","#3895","$12.15"
"NBT Bancorp","$1.81 B","USA","#3896","$42.47"
"Altus Group","$1.81 B","Canada","#3897","$40.69"
"Ingles Markets","$1.81 B","USA","#3898","$95.53"
"Forbo Holding","$1.81 B","Switzerland","#3899","$1,273"
"Enterprise Financial Services Corp","$1.81 B","USA","#3900","$48.69"
"Pigeon","$1.81 B","Japan","#3901","$15.14"
"Trainline","$1.81 B","UK","#3902","$3.72"
"Syndax Pharmaceuticals","$1.81 B","USA","#3903","$26.59"
"Arhaus","$1.80 B","USA","#3904","$12.92"
"Hercules Capital","$1.80 B","USA","#3905","$13.90"
"Hongkong and Shanghai Hotels","$1.80 B","Hong Kong","#3906","$1.10"
"EverCommerce","$1.80 B","USA","#3907","$9.35"
"Sandstorm Gold","$1.80 B","Canada","#3908","$6.05"
"NorthWest Healthcare Properties REIT","$1.80 B","Canada","#3909","$7.47"
"Cannae Holdings","$1.80 B","USA","#3910","$23.09"
"Sonic Automotive","$1.80 B","USA","#3911","$49.25"
"Winnebago Industries","$1.79 B","USA","#3912","$58.93"
"Alamo Group","$1.79 B","USA","#3913","$150.41"
"StorageVault Canada","$1.79 B","Canada","#3914","$4.76"
"Redington India","$1.79 B","India","#3915","$2.30"
"Tabcorp","$1.79 B","Australia","#3916","$0.79"
"TaskUs","$1.79 B","USA","#3917","$18.39"
"Jenoptik","$1.79 B","Germany","#3918","$31.34"
"Pfeiffer Vacuum","$1.79 B","Germany","#3919","$181.80"
"TG Therapeutics","$1.79 B","USA","#3920","$12.34"
"Zeta Global","$1.79 B","USA","#3921","$8.68"
"Olav Thon","$1.79 B","Norway","#3922","$17.66"
"JYP Entertainment","$1.78 B","South Korea","#3923","$54.07"
"Veracyte","$1.78 B","USA","#3924","$24.89"
"Arvinas","$1.78 B","USA","#3925","$33.53"
"Stock Yards Bancorp","$1.78 B","USA","#3926","$60.98"
"Almirall","$1.78 B","Spain","#3927","$9.81"
"Close Brothers Group","$1.77 B","UK","#3928","$11.45"
"Freehold Royalties","$1.77 B","Canada","#3929","$11.79"
"Aavas Financiers","$1.77 B","India","#3930","$22.42"
"SpringWorks Therapeutics","$1.77 B","USA","#3931","$28.39"
"Shaftesbury","$1.76 B","UK","#3932","$4.59"
"Toyo Tire","$1.76 B","Japan","#3933","$11.48"
"Peyto Exploration & Development","$1.76 B","Canada","#3934","$10.27"
"Addus HomeCare","$1.76 B","USA","#3935","$109.58"
"Tokai Carbon","$1.76 B","Japan","#3936","$8.28"
"Diversey","$1.76 B","UK","#3937","$5.43"
"Fila","$1.75 B","South Korea","#3938","$29.26"
"Bukalapak.com","$1.75 B","Indonesia","#3939","$0.02000"
"Northwest Bank","$1.75 B","USA","#3940","$13.81"
"BRF","$1.75 B","Brazil","#3941","$1.58"
"TTM Technologies","$1.75 B","USA","#3942","$17.14"
"Hillman Solutions","$1.75 B","USA","#3943","$9.00"
"Ironwood Pharmaceuticals","$1.75 B","USA","#3944","$11.41"
"H&E Equipment Services","$1.74 B","USA","#3945","$48.19"
"Mahindra CIE","$1.74 B","India","#3946","$4.61"
"Great Eagle","$1.74 B","Hong Kong","#3947","$2.34"
"Target Hospitality","$1.74 B","USA","#3948","$17.93"
"Nuvalent","$1.74 B","USA","#3949","$30.88"
"Hexaware Technologies","$1.74 B","India","#3950","$5.79"
"Flex Lng","$1.73 B","","#3951","$32.38"
"Granite Construction","$1.73 B","USA","#3952","$39.67"
"DSME (Daewoo Shipbuilding)","$1.73 B","South Korea","#3953","$16.17"
"Getty Images","$1.73 B","USA","#3954","$5.34"
"Criteo","$1.73 B","France","#3955","$28.74"
"World Fuel Services","$1.72 B","USA","#3956","$27.93"
"TAV Airports Holding","$1.72 B","Turkey","#3957","$4.79"
"Radico Khaitan","$1.72 B","India","#3958","$12.94"
"First National Financial","$1.72 B","Canada","#3959","$28.83"
"Xencor","$1.72 B","USA","#3960","$28.83"
"Great Portland Estates","$1.72 B","UK","#3961","$6.59"
"PROCEPT BioRobotics","$1.72 B","USA","#3962","$38.60"
"Sappi","$1.72 B","South Africa","#3963","$3.01"
"ChemoMetec","$1.72 B","Denmark","#3964","$93.74"
"HPH Trust (Hutchison Port)","$1.72 B","Singapore","#3965","$0.20"
"Oxford Industries","$1.72 B","USA","#3966","$109.38"
"Aktieselskabet Schouw & Co.","$1.72 B","Denmark","#3967","$72.42"
"DCM Shriram","$1.72 B","India","#3968","$11.05"
"Ballard Power Systems","$1.72 B","Canada","#3969","$5.77"
"IDFC","$1.71 B","India","#3970","$1.07"
"Verona Pharma","$1.71 B","UK","#3971","$22.70"
"Air New Zealand","$1.71 B","New Zealand","#3972","$0.50"
"IndiaMART","$1.71 B","India","#3973","$56.00"
"Superior Plus","$1.71 B","Canada","#3974","$8.50"
"ForgeRock","$1.71 B","USA","#3975","$19.97"
"FB Financial","$1.71 B","USA","#3976","$36.63"
"Spirent","$1.71 B","UK","#3977","$2.75"
"Quilter","$1.71 B","UK","#3978","$1.19"
"NW Natural","$1.71 B","USA","#3979","$48.76"
"Adtalem Global Education","$1.70 B","USA","#3980","$37.66"
"Fortune REIT","$1.70 B","Hong Kong","#3981","$0.86"
"Santam","$1.70 B","South Africa","#3982","$15.46"
"MillerKnoll","$1.70 B","USA","#3983","$22.53"
"Sanoma","$1.70 B","Finland","#3984","$10.43"
"Chartwell Retirement Residences","$1.70 B","Canada","#3985","$7.23"
"Herbalife","$1.70 B","USA","#3986","$17.37"
"Chinook Therapeutics","$1.69 B","USA","#3987","$26.56"
"Xenia Hotels & Resorts","$1.69 B","USA","#3988","$14.46"
"Ratnamani Metals & Tubes","$1.69 B","India","#3989","$24.18"
"Provident Financial Services","$1.69 B","USA","#3990","$22.51"
"Vtech","$1.69 B","Hong Kong","#3991","$6.70"
"Eldorado Gold","$1.69 B","Canada","#3992","$9.16"
"Hanmi Pharmaceutical","$1.69 B","South Korea","#3993","$24.65"
"Wüstenrot & Württembergische","$1.69 B","Germany","#3994","$18.05"
"Redefine Properties","$1.68 B","South Africa","#3995","$0.25"
"Cohu","$1.68 B","USA","#3996","$35.41"
"dormakaba","$1.68 B","Switzerland","#3997","$403.36"
"Hain Celestial","$1.68 B","USA","#3998","$18.86"
"Zhejiang Jinke Tom Culture Industry","$1.68 B","China","#3999","$0.48"
"Bank Danamon","$1.67 B","Indonesia","#4000","$0.17"
"Laureate Education","$1.67 B","USA","#4001","$10.70"
"Savills","$1.67 B","UK","#4002","$11.48"
"Bank für Tirol und Vorarlberg","$1.67 B","","#4003","$45.18"
"EQB (Equitable Bank)","$1.67 B","Canada","#4004","$44.63"
"Custom Truck One Source","$1.67 B","USA","#4005","$6.79"
"Exchange Income Corporation","$1.67 B","Canada","#4006","$39.51"
"Establishment Labs","$1.67 B","","#4007","$68.74"
"Nabors Industries","$1.67 B","","#4008","$177.62"
"Madison Square Garden","$1.66 B","USA","#4009","$48.32"
"Tenneco","$1.66 B","USA","#4010","$19.99"
"Knowles","$1.66 B","USA","#4011","$18.34"
"TF1","$1.66 B","France","#4012","$7.86"
"Talos Energy","$1.66 B","USA","#4013","$20.18"
"Montauk Renewables","$1.66 B","USA","#4014","$11.60"
"Brinker International","$1.66 B","USA","#4015","$37.77"
"LiveRamp","$1.66 B","USA","#4016","$24.99"
"AAR","$1.66 B","USA","#4017","$48.20"
"Piramal Pharma","$1.65 B","India","#4018","$1.39"
"Getty Realty","$1.65 B","USA","#4019","$35.49"
"Nokian Tyres","$1.65 B","Finland","#4020","$11.97"
"Rhythm Pharmaceuticals","$1.65 B","USA","#4021","$29.36"
"Jindal Stainless","$1.65 B","India","#4022","$3.14"
"Methode Electronics","$1.65 B","USA","#4023","$45.82"
"Day One Biopharmaceuticals","$1.65 B","USA","#4024","$22.47"
"Myriad Genetics","$1.64 B","USA","#4025","$20.35"
"SJVN","$1.64 B","India","#4026","$0.42"
"Schrödinger","$1.64 B","USA","#4027","$23.10"
"VIZIO","$1.64 B","USA","#4028","$8.46"
"Apollo Commercial Real Estate","$1.64 B","USA","#4029","$11.70"
"Upwork","$1.64 B","USA","#4030","$12.52"
"TODA corp","$1.64 B","Japan","#4031","$5.33"
"Vivid Seats","$1.64 B","USA","#4032","$8.23"
"Resolute Forest Products","$1.64 B","Canada","#4033","$21.36"
"Enghouse Systems","$1.64 B","Canada","#4034","$29.69"
"Recursion Pharmaceuticals","$1.63 B","USA","#4035","$8.65"
"Biotest","$1.63 B","Germany","#4036","$46.16"
"Top Glove","$1.63 B","Malaysia","#4037","$0.20"
"Pacira Biosciences","$1.63 B","USA","#4038","$35.53"
"Nongshim","$1.62 B","South Korea","#4039","$281.68"
"HBM Healthcare Investments","$1.62 B","Switzerland","#4040","$234.04"
"InvenTrust Properties","$1.62 B","USA","#4041","$24.12"
"TriCo Bancshares","$1.62 B","USA","#4042","$48.74"
"Lindsay Corporation","$1.61 B","USA","#4043","$147.03"
"Aurora Innovation","$1.61 B","USA","#4044","$1.39"
"Marten Transport","$1.61 B","USA","#4045","$19.94"
"Budimex","$1.61 B","Poland","#4046","$63.32"
"MYR Group","$1.61 B","USA","#4047","$97.34"
"Veritiv","$1.61 B","USA","#4048","$119.80"
"SolarWinds","$1.61 B","USA","#4049","$9.99"
"Minera Valparaíso","$1.61 B","Chile","#4050","$12.90"
"Infinera","$1.61 B","USA","#4051","$7.34"
"Elme Communities","$1.61 B","USA","#4052","$18.42"
"Corporación América Airports","$1.61 B","","#4053","$9.87"
"Sanofi India Limited","$1.60 B","India","#4054","$69.87"
"Bajaj Electricals","$1.60 B","India","#4055","$13.98"
"Loma Negra","$1.60 B","","#4056","$7.34"
"Shikun & Binui","$1.60 B","Israel","#4057","$3.35"
"LegalZoom","$1.60 B","USA","#4058","$8.34"
"NH Hotel Group","$1.60 B","Spain","#4059","$3.69"
"Par Pacific Holdings","$1.60 B","USA","#4060","$26.61"
