revenue_2017_eu,revenue_2017,revenue_2017_euro,name,number_of_employees_2020,employees,employees_number_2020,employees_2020,founding_year,founded,compound_annual_growth_rate_cagr_pct,revenue_2020_euro,revenue,revenue_2020,revenue_2020_eu,sector,industry,absolute_growth_rate_pct,country,number_of_employees_2017,employees_2017,employees_number_2017
,,,mylead,42,,,,2013,,92.02,doll_2.0 m,,,,sales & marketing,,607.97,poland,8,,
,,,mia-platform,74,,,,2016,,91.78,doll_6.52 m,,,,technology,,605.35,italy,15,,
,,,tecnimed,32,,,,1976,,91.74,doll_9.55 m,,,,health,,604.94,italy,20,,
,,,longevity partners,22,,,,2015,,91.42,doll_2.34 m,,,,retail,,601.43,uk,5,,
,,,nexumstp,345,,,,2015,,91.42,doll_25.67 m,,,,management consulting,,601.37,italy,56,,
,,,g-on,16,,,,2016,,91.12,doll_1.81 m,,,,support services,,598.10,france,3,,
,,,picnic,10,,,,2016,,90.45,doll_1.51 m,,,,advertising,,590.77,uk,3,,
,,,egomnia,36,,,,2012,,90.1,doll_1.9 m,,,,technology,,586.95,italy,2,,
,,,loyaltylion,40,,,,2012,,90.09,doll_4.48 m,,,,technology,,586.89,uk,10,,
,,,remarkable,142,,,,2016,,89.59,doll_115.79 m,,,,technology,,581.48,norway,22,,
,,,kubrick,673,,,,2016,,89.46,doll_32.61 m,,,,management consulting,,580.10,uk,119,,
,,,contrader,35,,,,2012,,89.44,doll_4.68 m,,,,technology,,579.81,italy,7,,
,,,samont,89,,,,2008,,89.41,doll_19.58 m,,,,industrial goods,,579.56,germany,39,,
,,,sirive,5,,,,2017,,89.33,doll_4.53 m,,,,construction,,578.64,italy,1,,
,,,multienergia verde,15,,,,2014,,89.15,doll_146.45 m,,,,energy,,576.76,spain,10,,
,,,wielandts upmt,6,,,,2013,,89.06,doll_1.53 m,,,,technology,,575.79,belgium,1,,
,,,asket,13,,,,2015,,88.81,doll_6.53 m,,,,fashion,,573.05,sweden,4,,
,,,central warehouse solution,45,,,,2015,,88.44,doll_1.79 m,,,,transport,,569.09,czech republic,10,,
,,,chef in camicia,21,,,,2015,,88.2,doll_2.07 m,,,,advertising,,566.63,italy,2,,
,,,piper homes,28,,,,2015,,88.17,doll_30.44 m,,,,construction,,566.22,uk,9,,
,,,alturas cubiertas y fachadas,33,,,,2014,,87.96,doll_9.38 m,,,,construction,,564.06,spain,12,,
,,,autosalon uhingen,11,,,,2015,,87.95,doll_10.54 m,,,,automobiles,,563.94,germany,2,,
,,,yumi beauty,5,,,,2013,,87.73,doll_2.68 m,,,,chemicals & pharmaceuticals,,561.59,france,1,,
,,,for me lab,7,,,,2016,,87.21,doll_1.65 m,,,,ecommerce,,556.12,france,2,,
,,,stockholms elbolag,25,,,,2015,,87.16,doll_32.27 m,,,,energy,,555.65,sweden,7,,
,,,flohr,84,,,,1999,,87.15,doll_21.25 m,,,,waste management & recycling,,555.52,germany,21,,
,,,agricodem,4,,,,2008,,87.03,doll_2.86 m,,,,agricultural commodities,,554.25,italy,1,,
,,,dach schutzbekleidung,80,,,,2005,,86.82,doll_45.23 m,,,,industrial goods,,552.07,germany,14,,
,,,em-tec energiemontagen,16,,,,2017,,86.75,doll_3.0 m,,,,construction,,551.35,germany,7,,
,,,wave studio,9,,,,2014,,86.63,doll_4.11 m,,,,technology,,550.00,romania,8,,
,,,bazzar,17,,,,2013,,86.45,doll_6.69 m,,,,retail,,548.14,croatia,3,,
,,,cybersprint,43,,,,2015,,86.44,doll_2.91 m,,,,cyber security,,548.05,the netherlands,10,,
,,,brandon group,34,,,,2012,,86.3,doll_32.04 m,,,,ecommerce,,546.65,italy,19,,
,,,feiniko handelsgesellschaft,13,,,,2014,,86.24,doll_32.17 m,,,,retail,,546.03,germany,1,,
,,,pharmagrin,21,,,,2015,,85.59,doll_2.7 m,,,,health,,539.22,italy,2,,
,,,life m,3,,,,2016,,85.57,doll_2.0 m,,,,technology,,538.99,czech republic,1,,
,,,plã¡sticos dã£o / sacos & saquetas,16,,,,2012,,85.53,doll_1.95 m,,,,industrial goods,,538.61,portugal,5,,
,,,logipal24,70,,,,2010,,84.65,doll_4.97 m,,,,transport,,529.56,germany,19,,
,,,pastbook,22,,,,2012,,84.47,doll_33.65 m,,,,technology,,527.70,the netherlands,23,,
,,,bluefin,21,,,,2013,,84.45,doll_28.99 m,,,,ecommerce,,527.48,uk,6,,
,,,milk & honey pr,18,,,,2016,,84.3,doll_1.53 m,,,,sales & marketing,,526.03,uk,4,,
,,,prodeval,220,,,,1990,,84.23,doll_73.51 m,,,,energy,,525.30,france,70,,
,,,virta,110,,,,2013,,84.18,doll_11.03 m,,,,technology,,524.73,finland,23,,
,,,bizaway,28,,,,2015,,84.1,doll_1.99 m,,,,travel & leisure,,523.93,italy,4,,
,,,karl & lã©on,6,,,,2015,,83.77,doll_2.39 m,,,,retail,,520.62,france,2,,
,,,identity,80,,,,2001,,83.45,doll_22.89 m,,,,management consulting,,517.38,uk,39,,
,,,blackbelt holding,55,,,,2016,,83.41,doll_5.7 m,,,,technology,,517.01,hungary,4,,
,,,dynveo,13,,,,2010,,83.31,doll_3.69 m,,,,retail,,515.99,france,1,,
,,,favi,29,,,,2016,,83.26,doll_25.0 m,,,,ecommerce,,515.51,czech republic,7,,
,,,hopkins,27,,,,2016,,83.16,doll_4.53 m,,,,sales & marketing,,514.46,finland,4,,
,,,ap italian luxury,7,,,,2016,,83.06,doll_4.28 m,,,,fashion,,513.48,italy,3,,
,,,novicap,45,,,,2015,,83.03,doll_3.38 m,,,,fintech,,513.18,uk,20,,
,,,iglm store,5,,,,2013,,82.7,doll_7.79 m,,,,ecommerce,,509.86,italy,1,,
,,,luis technology,41,,,,1999,,82.51,doll_10.0 m,,,,technology,,507.97,germany,8,,
,,,quantexa,275,,,,2016,,82.22,doll_33.9 m,,,,fintech,,505.07,uk,55,,
,,,enerbrain,37,,,,2014,,81.99,doll_4.13 m,,,,energy,,502.79,italy,9,,
,,,brinckmann,28,,,,2013,,81.93,doll_6.04 m,,,,construction,,502.19,germany,7,,
,,,lmg building,12,,,,1982,,81.67,doll_6.26 m,,,,construction,,499.55,italy,6,,
,,,nordic unmanned,33,,,,2013,,81.55,doll_6.31 m,,,,aerospace & defence,,498.36,norway,12,,
,,,hemisphere,6,,,,2017,,81.09,doll_6.48 m,,,,property,,493.89,france,2,,
,,,therapiezentrum.com nw,87,,,,2017,,80.87,doll_2.92 m,,,,health,,491.72,germany,23,,
,,,beauhurst,82,,,,2010,,80.54,doll_5.36 m,,,,technology,,488.50,uk,39,,
,,,c.u.n. cargo carriers,49,,,,2017,,80.52,doll_7.1 m,,,,transport,,488.24,romania,43,,
,,,mg project,34,,,,2016,,80.48,doll_8.21 m,,,,telecoms,,487.83,italy,23,,
,,,bonmea,6,,,,2015,,80.44,doll_14.6 m,,,,retail,,487.47,germany,3,,
,,,oceanis yachts,6,,,,2007,,80.38,doll_3.06 m,,,,travel & leisure,,486.88,italy,2,,
,,,opus db,8,,,,2016,,80.31,doll_12.17 m,,,,construction,,486.24,france,2,,
,,,devensys cybersecurity,27,,,,2013,,80.3,doll_3.4 m,,,,technology,,486.08,france,9,,
,,,project agora,104,,,,2016,,80.26,doll_19.8 m,,,,advertising,,485.69,cyprus,25,,
,,,bettertrust,19,,,,2012,,80.05,doll_4.98 m,,,,advertising,,483.67,germany,5,,
,,,banale,10,,,,2014,,79.96,doll_2.05 m,,,,ecommerce,,482.78,italy,3,,
,,,maatwerk online,17,,,,2013,,79.78,doll_1.67 m,,,,sales & marketing,,481.07,the netherlands,5,,
,,,les constructeurs du bois,6,,,,2011,,79.67,doll_5.09 m,,,,property,,479.95,france,1,,
,,,esserre pharma,10,,,,2013,,79.61,doll_2.56 m,,,,pharmaceuticals,,479.40,italy,6,,
,,,onbuy.com,18,,,,2014,,79.55,doll_2.72 m,,,,ecommerce,,478.83,uk,8,,
,,,gojob,108,,,,2015,,79.53,doll_40.55 m,,,,support services,,478.65,france,27,,
,,,newroom,10,,,,2016,,79.09,doll_3.67 m,,,,retail,,474.45,germany,6,,
,,,christmas the original,9,,,,2016,,79.09,doll_1.99 m,,,,retail,,474.38,italy,3,,
,,,dimaxbau,16,,,,2016,,78.96,doll_2.0 m,,,,construction,,473.16,germany,5,,
,,,comnovis it,9,,,,2013,,78.8,doll_1.9 m,,,,technology,,471.65,germany,2,,
,,,die direktkontakter,8,,,,2016,,78.8,doll_2.82 m,,,,support services,,471.60,germany,4,,
,,,mega trasporti,400,,,,2010,,78.67,doll_18.17 m,,,,transport,,470.40,italy,30,,
,,,lehibou,40,,,,2014,,78.65,doll_13.82 m,,,,technology,,470.21,france,9,,
,,,stufe a pellet italia,13,,,,2014,,78.61,doll_3.6 m,,,,interiors,,469.76,italy,3,,
,,,aquis exchange,46,,,,2012,,78.6,doll_12.82 m,,,,financial services,,469.71,uk,31,,
,,,chattermill,50,,,,2015,,78.51,doll_2.31 m,,,,technology,,468.80,uk,8,,
,,,schã¶nertel,45,,,,2016,,78.44,doll_16.39 m,,,,construction,,468.18,germany,10,,
,,,global work,57,,,,2011,,78.42,doll_3.17 m,,,,telecoms,,467.98,italy,8,,
,,,allygatr,9,,,,2012,,78.2,doll_1.91 m,,,,support services,,465.92,germany,1,,
,,,cru wine,14,,,,2013,,78.19,doll_9.24 m,,,,food & beverage,,465.78,uk,3,,
,,,abc rent,8,,,,2004,,77.85,doll_21.82 m,,,,automobiles,,462.56,italy,5,,
,,,superior wellness,57,,,,2011,,77.7,doll_54.15 m,,,,personal & household goods,,461.12,uk,20,,
,,,schrott24,12,,,,2016,,77.67,doll_14.64 m,,,,waste management & recycling,,460.83,austria,3,,
,,,mazzoni etech,14,,,,2017,,77.5,doll_2.34 m,,,,industrial goods,,459.21,italy,3,,
,,,berdugo immobilier,6,,,,1996,,77.38,doll_15.05 m,,,,property,,458.13,france,4,,
,,,nova rent,37,,,,2016,,77.18,doll_8.9 m,,,,industrial goods,,456.25,lithuania,9,,
,,,rouvy,38,,,,2013,,77.1,doll_4.06 m,,,,games industry,,455.45,czech republic,13,,
,,,business analysis & legal expertise - b.a.l.e.,4,,,,2015,,76.78,doll_2.94 m,,,,management consulting,,452.48,italy,3,,
,,,jmb,381,,,,2000,,76.75,doll_70.18 m,,,,energy,,452.20,poland,172,,
,,,nocnoc,13,,,,2016,,76.61,doll_1.6 m,,,,travel & leisure,,450.85,france,2,,
,,,crowdproperty,33,,,,2013,,76.43,doll_2.94 m,,,,fintech,,449.16,uk,5,,
,,,tutosâme,42,,,,2015,,76.28,doll_4.99 m,,,,education,,447.76,france,4,,
,,,studio ekoâ,10,,,,2011,,76.17,doll_1.74 m,,,,management consulting,,446.74,italy,4,,
,,,beings,7,,,,2010,,75.92,doll_1.88 m,,,,technology,,444.42,uk,2,,
,,,dmrgroupltd.com,6,,,,2013,,75.78,doll_7.05 m,,,,chemicals & pharmaceuticals,,443.14,poland,3,,
,,,ice telecommunications ltd,119,,,,2014,,75.73,doll_16.07 m,,,,telecoms,,442.64,uk,35,,
,,,gallas group,95,,,,2012,,75.62,doll_4.64 m,,,,support services,,441.64,italy,18,,
,,,etracom,10,,,,2010,,75.4,doll_22.95 m,,,,ecommerce,,439.61,italy,4,,
,,,xalient,88,,,,2015,,75.36,doll_26.2 m,,,,technology,,439.22,uk,38,,
,,,labevolution,none,,,,2009,,75.27,doll_7.26 m,,,,health,,438.38,italy,5,,
,,,kuadra,20,,,,2015,,74.92,doll_3.4 m,,,,interiors,,435.19,italy,9,,
,,,kyo electric,8,,,,2014,,74.7,doll_5.4 m,,,,telecoms,,433.20,spain,3,,
,,,sopost,32,,,,2012,,74.57,doll_7.83 m,,,,technology,,432.02,uk,13,,
,,,s.f.r.e.,44,,,,2016,,74.55,doll_3.0 m,,,,construction,,431.82,italy,7,,
,,,sportstech,262,,,,2012,,74.45,doll_108.5 m,,,,retail,,430.92,germany,60,,
,,,opã©ra energie,98,,,,2014,,74.06,doll_11.22 m,,,,energy,,427.38,france,40,,
,,,routenote,76,,,,2010,,74.06,doll_38.43 m,,,,technology,,427.36,uk,28,,
,,,doctify,40,,,,2016,,73.87,doll_2.41 m,,,,health,,425.60,uk,26,,
,,,fruugo,67,,,,2008,,73.86,doll_21.79 m,,,,ecommerce,,425.57,uk,30,,
,,,insidemarketing,15,,,,2012,,73.44,doll_2.97 m,,,,technology,,421.70,germany,7,,
,,,falzi,11,,,,2013,,73.29,doll_2.04 m,,,,waste management & recycling,,420.34,italy,2,,
,,,atrys health,504,,,,2015,,73.27,doll_31.4 m,,,,health,,420.23,spain,62,,
,,,il cantiere costruzioni,4,,,,2016,,73.25,doll_4.3 m,,,,construction,,420.04,italy,1,,
,,,soorce,22,,,,2004,,73.13,doll_15.64 m,,,,support services,,418.96,germany,13,,
,,,sortlist,85,,,,2013,,73.08,doll_3.4 m,,,,technology,,418.47,belgium,26,,
,,,virtuslab,234,,,,2010,,72.93,doll_12.47 m,,,,technology,,417.12,poland,90,,
,,,skalhuset.se,16,,,,2012,,72.83,doll_7.34 m,,,,ecommerce,,416.23,sweden,5,,
,,,vipino,26,,,,2013,,72.72,doll_11.07 m,,,,retail,,415.23,germany,6,,
,,,gea service,133,,,,2015,,72.32,doll_6.67 m,,,,waste management & recycling,,411.71,italy,30,,
,,,gellify,62,,,,2016,,72.31,doll_5.58 m,,,,technology,,411.64,italy,12,,
,,,billion dollar boy,92,,,,2014,,72.28,doll_13.09 m,,,,advertising,,411.37,uk,42,,
,,,westrafo,58,,,,2014,,71.75,doll_22.07 m,,,,energy,,406.66,italy,19,,
,,,goboony,21,,,,2015,,71.56,doll_1.72 m,,,,travel & leisure,,404.97,the netherlands,10,,
,,,multiservice ambrosiana,180,,,,2016,,71.47,doll_4.27 m,,,,support services,,404.13,italy,60,,
,,,b&c systems,65,,,,2016,,71.35,doll_5.34 m,,,,construction,,403.10,germany,16,,
,,,s&g solar,10,,,,2014,,71.29,doll_3.98 m,,,,energy,,402.58,bulgaria,31,,
,,,bittnet,120,,,,2007,,71.24,doll_22.44 m,,,,management consulting,,402.13,romania,40,,
,,,ibanfirst,204,,,,2013,,71.1,doll_12.06 m,,,,fintech,,400.90,belgium,47,,
,,,uplink network,46,,,,2013,,70.98,doll_28.14 m,,,,telecoms,,399.83,germany,20,,
,,,base organic food,25,,,,2015,,70.93,doll_10.8 m,,,,agricultural commodities,,399.44,france,6,,
,,,currentbody,74,,,,2009,,70.87,doll_38.0 m,,,,ecommerce,,398.90,uk,20,,
,,,apex aero,6,,,,2016,,70.85,doll_3.81 m,,,,aerospace & defence,,398.70,uk,1,,
,,,startup development house,59,,,,2016,,70.85,doll_1.51 m,,,,technology,,398.69,poland,25,,
,,,gruppo gheron,806,,,,2010,,70.79,doll_58.42 m,,,,health,,398.15,italy,8,,
,,,dyflowing,30,,,,2016,,70.65,doll_1.7 m,,,,technology,,396.92,italy,5,,
,,,digital masters,40,,,,2016,,70.6,doll_3.02 m,,,,advertising,,396.52,germany,22,,
,,,prusseit auto-outlet,17,,,,2017,,70.37,doll_2.58 m,,,,automobiles,,394.55,germany,3,,
,,,techouse,72,,,,2002,,70.37,doll_31.85 m,,,,energy,,394.51,norway,30,,
,,,svs,8,,,,2016,,70.22,doll_9.69 m,,,,construction,,393.21,italy,3,,
,,,telcoswitch group,86,,,,2017,,69.91,doll_7.52 m,,,,telecoms,,390.55,uk,18,,
,,,bothe-reimann tortechnik,8,,,,2017,,69.91,doll_2.28 m,,,,construction,,390.53,germany,3,,
,,,e-pol / personalizzalo,12,,,,2012,,69.83,doll_16.09 m,,,,ecommerce,,389.87,italy,8,,
,,,riluxa,18,,,,2016,,69.82,doll_3.43 m,,,,interiors,,389.78,spain,3,,
,,,modalis,8,,,,2002,,69.8,doll_19.17 m,,,,transport,,389.56,france,6,,
,,,olympp,27,,,,2016,,69.71,doll_5.51 m,,,,technology,,388.82,france,8,,
,,,zeck fishing,25,,,,2013,,69.35,doll_6.81 m,,,,retail,,385.68,germany,4,,
,,,storpool storage,25,,,,2011,,69.29,doll_3.31 m,,,,technology,,385.16,bulgaria,16,,
,,,vimcar,164,,,,2013,,69.09,doll_14.67 m,,,,technology,,383.45,germany,72,,
,,,joannes distribution sas,8,,,,2011,,68.83,doll_7.06 m,,,,retail,,381.19,france,5,,
,,,sourcing force,30,,,,2011,,68.78,doll_12.81 m,,,,technology,,380.80,france,8,,
,,,schalttechnik nord,60,,,,2000,,68.7,doll_12.49 m,,,,technology,,380.13,germany,16,,
,,,dgc,27,,,,2015,,68.57,doll_1.58 m,,,,cyber security,,378.99,germany,5,,
,,,superprof,202,,,,2013,,68.2,doll_10.17 m,,,,education,,375.90,france,28,,
,,,improveasy,48,,,,2011,,68.15,doll_26.45 m,,,,management consulting,,375.47,uk,12,,
,,,viarã©no,30,,,,2014,,68.13,doll_6.94 m,,,,construction,,375.30,france,8,,
,,,cmt,19,,,,2013,,67.95,doll_1.95 m,,,,waste management & recycling,,373.76,slovakia,10,,
,,,rets,97,,,,2014,,67.91,doll_5.21 m,,,,property,,373.42,poland,31,,
,,,mubi,104,,,,2007,,67.87,doll_18.36 m,,,,media,,373.09,uk,33,,
,,,dynamicom education,27,,,,2001,,67.86,doll_9.02 m,,,,education,,372.95,italy,3,,
,,,touch4it,47,,,,2015,,67.69,doll_2.06 m,,,,technology,,371.54,slovakia,25,,
,,,tattahome.com,8,,,,1986,,67.5,doll_2.8 m,,,,interiors,,369.96,italy,4,,
,,,speechmatics,90,,,,2006,,67.27,doll_7.16 m,,,,technology,,368.02,uk,37,,
,,,samy road,118,,,,2012,,67.19,doll_19.46 m,,,,advertising,,367.32,spain,20,,
,,,prometeo,9,,,,2006,,67.16,doll_3.58 m,,,,support services,,367.12,italy,6,,
,,,dialectica,260,,,,2015,,67.08,doll_17.08 m,,,,management consulting,,366.38,uk,65,,
,,,wolf & badger,62,,,,2009,,67.01,doll_11.6 m,,,,ecommerce,,365.87,uk,32,,
,,,eco co2,94,,,,2009,,66.93,doll_9.22 m,,,,support services,,365.14,france,28,,
,,,lakã³gã©p kft.,20,,,,2011,,66.9,doll_25.34 m,,,,construction,,364.94,hungary,3,,
,,,beyer betonwaren,20,,,,2017,,66.9,doll_2.06 m,,,,construction,,364.90,germany,9,,
,,,fill up mã©dia,42,,,,2011,,66.61,doll_5.0 m,,,,media,,362.48,france,12,,
,,,zara imballaggi fabriano,6,,,,1984,,66.6,doll_2.3 m,,,,industrial goods,,362.41,italy,4,,
,,,cd projekt,1177,,,,1994,,66.52,doll_468.26 m,,,,games industry,,361.78,poland,744,,
,,,vpace bikes,10,,,,2015,,66.46,doll_2.64 m,,,,retail,,361.24,germany,1,,
,,,tooltester,6,,,,2014,,66.45,doll_3.65 m,,,,sales & marketing,,361.17,spain,0,,
,,,bunker partner,7,,,,2015,,66.45,doll_101.73 m,,,,energy,,361.12,estonia,2,,
,,,tikamoon,130,,,,2006,,66.31,doll_56.12 m,,,,ecommerce,,360.01,france,40,,
,,,s.t.a.r. digital,8,,,,2013,,66.31,doll_3.21 m,,,,advertising,,359.98,croatia,10,,
,,,funding options,62,,,,2011,,66.26,doll_5.92 m,,,,fintech,,359.62,uk,29,,
,,,isimed,14,,,,2014,,66.26,doll_4.83 m,,,,health,,359.61,italy,8,,
,,,"sonar, sonarqube, sonarcloud, sonarlint",195,,,,2008,,66.14,doll_83.63 m,,,,technology,,358.59,switzerland,50,,
,,,scherer,30,,,,2016,,66.11,doll_4.29 m,,,,support services,,358.37,germany,4,,
,,,mycroclean italia,24,,,,2002,,66.0,doll_3.37 m,,,,support services,,357.44,italy,14,,
,,,piscor,16,,,,2015,,65.86,doll_4.84 m,,,,ecommerce,,356.25,italy,8,,
,,,marwincar,3,,,,2016,,65.85,doll_5.08 m,,,,automobiles,,356.21,italy,1,,
,,,brighton & hove albion football club,1038,,,,1993,,65.79,doll_148.51 m,,,,travel & leisure,,355.67,uk,288,,
,,,inpe transport,60,,,,2015,,65.78,doll_1.82 m,,,,transport,,355.58,bulgaria,5,,
,,,rtb house,773,,,,2013,,65.76,doll_191.6 m,,,,technology,,355.45,poland,266,,
,,,obiz,38,,,,2010,,65.55,doll_15.38 m,,,,media,,353.69,france,27,,
,,,vmway,70,,,,2012,,65.22,doll_15.9 m,,,,technology,,351.01,italy,33,,
,,,legimi,12,,,,2009,,65.21,doll_7.01 m,,,,media,,350.96,poland,8,,
,,,msg beauty,11,,,,2011,,65.2,doll_2.91 m,,,,retail,,350.83,germany,5,,
,,,leogra trading,11,,,,2014,,65.11,doll_5.08 m,,,,retail,,350.12,germany,4,,
,,,benefind,32,,,,2012,,64.8,doll_2.26 m,,,,technology,,347.56,italy,10,,
,,,ab oil & gas service,13,,,,2017,,64.74,doll_2.31 m,,,,support services,,347.12,italy,5,,
,,,mailtrack,23,,,,2013,,64.41,doll_3.45 m,,,,technology,,344.41,spain,14,,
,,,bumper,33,,,,2013,,64.25,doll_3.39 m,,,,fintech,,343.11,uk,15,,
,,,otl - online trainer,46,,,,2015,,64.21,doll_6.61 m,,,,health,,342.81,germany,22,,
,,,macingo technologies,17,,,,2014,,64.18,doll_1.6 m,,,,support services,,342.52,italy,9,,
,,,mycs,210,,,,2014,,63.92,doll_39.36 m,,,,retail,,340.45,germany,120,,
,,,audience serv,92,,,,2008,,63.8,doll_6.11 m,,,,advertising,,339.50,germany,23,,
,,,start,8,,,,2012,,63.8,doll_3.77 m,,,,telecoms,,339.50,italy,4,,
,,,mvh media,29,,,,2010,,63.73,doll_2.39 m,,,,sales & marketing,,338.88,the netherlands,8,,
,,,pure gaming,2,,,,2010,,63.65,doll_6.98 m,,,,ecommerce,,338.29,france,1,,
,,,parcel compare,8,,,,1998,,63.55,doll_9.09 m,,,,transport,,337.44,uk,4,,
,,,ames centro polidiagnostico strumentale,81,,,,1979,,63.54,doll_40.39 m,,,,health,,337.37,italy,71,,
,,,arcadia italia,6,,,,2016,,63.52,doll_3.25 m,,,,energy,,337.22,italy,1,,
,,,zia lucia,43,,,,2016,,63.45,doll_4.85 m,,,,restaurants,,336.69,uk,16,,
,,,travaglini costruzioni,37,,,,1952,,63.05,doll_4.6 m,,,,construction,,333.49,italy,16,,
,,,versa design zycle,81,,,,2008,,62.86,doll_9.5 m,,,,technology,,331.97,spain,10,,
,,,maucher consult,15,,,,2016,,62.84,doll_1.95 m,,,,construction,,331.77,germany,5,,
,,,ayes,137,,,,2015,,62.76,doll_10.83 m,,,,technology,,331.20,italy,51,,
,,,brandup group,5,,,,2016,,62.75,doll_2.72 m,,,,advertising,,331.08,italy,1,,
,,,opyn,19,,,,2012,,62.58,doll_4.17 m,,,,financial services,,329.74,italy,11,,
,,,var capital,8,,,,2014,,62.57,doll_2.13 m,,,,financial services,,329.62,uk,4,,
,,,storyterrace,25,,,,2017,,62.49,doll_2.84 m,,,,technology,,329.00,uk,9,,
,,,blubit,22,,,,2009,,62.48,doll_2.96 m,,,,technology,,328.98,slovenia,8,,
,,,zenâup,9,,,,2014,,62.44,doll_1.89 m,,,,insurance,,328.62,france,9,,
,,,lã¶rcher bauunternehmen,25,,,,2001,,62.43,doll_3.93 m,,,,construction,,328.53,germany,17,,
,,,barcode architects,62,,,,2010,,62.33,doll_4.85 m,,,,architecture,,327.77,the netherlands,23,,
,,,top chaleur,27,,,,2002,,62.17,doll_7.26 m,,,,retail,,326.52,france,9,,
,,,seingim,160,,,,1999,,62.12,doll_13.48 m,,,,construction,,326.09,italy,52,,
,,,amphibian scaffolding,49,,,,2008,,62.08,doll_4.01 m,,,,construction,,325.82,uk,21,,
,,,beliani,551,,,,2009,,62.06,doll_93.44 m,,,,ecommerce,,325.61,liechtenstein,205,,
,,,hatstore,45,,,,2011,,62.03,doll_17.45 m,,,,ecommerce,,325.42,sweden,17,,
,,,carpenteria martino,27,,,,2006,,62.0,doll_9.72 m,,,,construction,,325.19,italy,19,,
,,,capitalontap,147,,,,2012,,61.98,doll_82.24 m,,,,fintech,,324.99,uk,61,,
,,,netguru,637,,,,2008,,61.89,doll_34.68 m,,,,technology,,324.26,poland,199,,
,,,fazio,7,,,,2014,,61.65,doll_3.38 m,,,,retail,,322.41,italy,6,,
,,,grillfã¼rst,84,,,,2010,,61.61,doll_38.6 m,,,,retail,,322.06,germany,37,,
,,,dealernet,18,,,,2017,,61.46,doll_22.7 m,,,,automobiles,,320.92,italy,14,,
,,,alpha real estate,57,,,,2013,,61.33,doll_119.16 m,,,,property,,319.89,germany,14,,
,,,appwise,74,,,,2013,,61.22,doll_4.55 m,,,,technology,,319.07,belgium,12,,
,,,convert group,55,,,,2014,,61.18,doll_2.79 m,,,,technology,,318.77,greece,17,,
,,,revolution race,65,,,,2013,,61.12,doll_89.33 m,,,,ecommerce,,318.30,sweden,17,,
,,,gong galaxy,40,,,,2009,,61.09,doll_11.32 m,,,,retail,,318.01,france,11,,
,,,gdr costruzioni,8,,,,2011,,61.09,doll_1.57 m,,,,construction,,317.99,italy,8,,
,,,emporio elettrico,4,,,,2015,,61.07,doll_1.98 m,,,,ecommerce,,317.84,italy,1,,
,,,exscientia ai,87,,,,2012,,61.04,doll_10.81 m,,,,technology,,317.63,uk,15,,
,,,featurespace,324,,,,2005,,60.84,doll_23.5 m,,,,fintech,,316.08,uk,128,,
,,,xl energies,11,,,,2016,,60.72,doll_8.36 m,,,,energy,,315.16,france,3,,
,,,claveria,43,,,,2015,,60.64,doll_4.72 m,,,,support services,,314.56,spain,20,,
,,,timberagents,4,,,,2010,,60.57,doll_5.3 m,,,,retail,,313.98,germany,3,,
,,,fermeture econâhome,30,,,,2012,,60.42,doll_1.86 m,,,,construction,,312.82,france,2,,
,,,nrse,70,,,,2014,,60.05,doll_3.27 m,,,,management consulting,,309.97,sweden,20,,
,,,simwert,21,,,,2011,,59.93,doll_26.39 m,,,,telecoms,,309.05,germany,16,,
,,,flex legal,24,,,,2015,,59.88,doll_4.32 m,,,,law,,308.66,uk,2,,
,,,documaster,41,,,,2010,,59.85,doll_3.33 m,,,,technology,,308.41,norway,15,,
,,,immo-team allgã¤u,4,,,,2014,,59.84,doll_21.97 m,,,,construction,,308.37,germany,1,,
,,,creditshelf,57,,,,2014,,59.74,doll_4.9 m,,,,financial services,,307.62,germany,17,,
,,,blife,10,,,,2016,,59.62,doll_4.13 m,,,,food & beverage,,306.70,italy,7,,
,,,nohup,18,,,,2004,,59.57,doll_4.79 m,,,,technology,,306.29,italy,9,,
,,,noctuai,56,,,,2012,,59.56,doll_2.44 m,,,,technology,,306.22,poland,17,,
,,,ares,96,,,,2013,,59.5,doll_14.0 m,,,,industrial goods,,305.80,germany,47,,
,,,moonpig group,399,,,,2000,,59.49,doll_411.39 m,,,,ecommerce,,305.66,uk,242,,
,,,wealth club,22,,,,2016,,59.38,doll_6.77 m,,,,financial services,,304.87,uk,15,,
,,,factory,25,,,,2016,,59.3,doll_12.61 m,,,,property,,304.26,france,4,,
,,,beck ingredients,6,,,,2016,,59.24,doll_7.53 m,,,,health,,303.81,spain,2,,
,,,mentors & partners group,3,,,,2010,,59.19,doll_1.82 m,,,,management consulting,,303.44,hungary,3,,
,,,sb supply,9,,,,2011,,59.19,doll_4.36 m,,,,ecommerce,,303.38,the netherlands,4,,
,,,mediaboard,24,,,,2015,,59.09,doll_2.24 m,,,,media,,302.65,czech republic,8,,
,,,dw trans,80,,,,2012,,59.06,doll_9.49 m,,,,transport,,302.41,france,20,,
,,,nacelexpert,4,,,,2006,,58.94,doll_2.73 m,,,,industrial goods,,301.53,france,2,,
,,,keylight,31,,,,2015,,58.93,doll_3.5 m,,,,technology,,301.43,germany,14,,
,,,technacy,13,,,,2011,,58.92,doll_3.06 m,,,,technology,,301.40,italy,3,,
