ceo,name,country,founded,employees,industry
césar gonzález-bueno,banco de sabadell,spain,1881,"20,070",banking
sunny george verghese,olam group,singapore,1989,"81,650","food, drink & tobacco"
"edward hu, ge li",wuxi apptec,china,2000,"34,912",drugs & biotechnology
ignacio alvarez,popular,united states,1893,"8,351",banking
mark poweska,hydro one,canada,2015,"8,398",utilities
not found,sg holdings,japan,2006,"52,021",transportation
masayoshi fujimoto,sojitz,japan,2003,"19,463",trading companies
long jiang,goertek,china,2001,"95,780",technology hardware & equipment
nicholas simon jeffery,frontier communications parent,united states,not found,"15,600",telecommunications services
ilija batljan,samhallsbyggnadsbolaget i norden,sweden,not found,289,construction
klaus rosenfeld,schaeffler,germany,1905,"82,981",consumer durables
nir gilad,migdal insurance,israel,1974,"4,565",insurance
boris yuryevich kovalchuk,inter rao,russia,1997,not found,utilities
michael william thomas,nedbank,south africa,1888,"27,303",banking
rong gui xi,hopson development holdings,hong kong,1992,"11,775",construction
david a. zapico,ametek,united states,1930,"18,500",conglomerates
mo koo kwang,lg ,south korea,1958,186,chemicals
anders danielsson,skanska,sweden,1887,"30,051","construction, oil & gas operations, mining and chemicals"
bin xu,hbis,china,2008,"35,336",materials
giuseppe castagna,banco bpm,italy,2017,"22,000",banking
xiang dong wu,china fortune land development,china,not found,"21,450",construction
pieter van van der does,adyen,netherlands,2006,"2,180",it software & services
benjamin m. smith,air france-klm,france,2004,"42,000",transportation and logistics
steve demetriou,jacobs engineering,united states,1947,"55,000","construction, oil & gas operations, mining and chemicals"
ru ge li,china resources power,hong kong,2001,"29,827",utilities
vincent sorgi,ppl,united states,1994,"5,607",utilities
colin hunt,aib group,ireland,1825,"8,916",banking
louis scott charlton,transurban group,australia,1996,"8,000",transportation
michael l. rose,tourmaline oil,canada,2008,651,oil & gas operations
obaid bin abdullah al-rashid,arab national bank,saudi arabia,1949,"4,059",banking
matthew j. murphy,marvell technology,united states,1995,"6,729",semiconductors
liam k. griffin,skyworks solutions,united states,2002,"11,000",semiconductors
jayshree v. ullal,arista networks,united states,2004,"2,993",technology hardware & equipment
not found,china three gorges renewables (group),china,1985,not found,utilities
andrew p. wilson,electronic arts,united states,1982,"11,000",consumer durables
jeremy peter jackson,flutter entertainment,ireland,1988,"16,813","hotels, restaurants & leisure"
eric thomas steigerwalt,brighthouse financial,united states,1863,"1,500",insurance
luís gallego martín,international airlines,united kingdom,1974,"56,658",transportation
mikael staffas,boliden,sweden,1925,"6,167",materials
w. anthony will,cf industries holdings,united states,1946,"3,000",chemicals
krairit euchukanonchai,krung thai bank,thailand,1966,not found,banking
wei cheng,didi global,china,2013,not found,it software & services
cheol-young lee,hyundai marine & fire,south korea,1955,"4,061",insurance
benjamin steinbruch,csn,brazil,1941,"35,179",materials
john j. christmann iv,apa,united states,1954,"2,253",oil & gas operations
erik martin lindqvist,ssab ab,sweden,not found,"14,235",materials
daniel ernest henri julien,teleperformance,france,1978,"420,000",business services & supplies
mark a. clouse,campbell soup,united states,1869,"14,100","food, drink & tobacco"
harold y. h. boël,sofina,belgium,1956,not found,diversified financials
frank andre van zanten,bunzl,united kingdom,1854,"21,021",trading companies
"shin-ho kang, hyun-jae shin",cj cheiljedang,south korea,2007,"8,156","food, drink & tobacco"
jan gezinus dunning,magnit,russia,1994,"316,001",food markets
xiao qian luo,huadian power international,china,1994,"25,139",construction
zong qiang zheng,nari technology development,china,not found,"8,806",capital goods
lee m. tillman,marathon oil,united states,1887,"1,531",oil & gas operations
virginie sarah s.,eurazeo,france,1969,"19,832",diversified financials
michiaki hirose,tokyo gas,japan,1885,"16,858",oil & gas operations
xue fei yi,guangzhou rural commercial bank,china,1998,"14,168",banking
lars patrik hall,heimstaden ab pref. shs,sweden,not found,"2,242",construction
ron nersesian,keysight technologies,united states,2014,"14,300",technology hardware & equipment
peter harrison,schroders,united kingdom,1804,"5,750",diversified financials
sean michael o'connor,stonex group,united states,not found,"3,242",diversified financials
roland harings,aurubis,germany,1866,"7,135",materials
clifton albert pemble,garmin,switzerland,1989,"18,700","semiconductors, electronics, electrical engineering, technology hardware & equipment"
chung-pin wong,compal electronics,taiwan,1984,not found,technology hardware & equipment
not found,enn natural gas,china,not found,"39,474",chemicals
eyal ben simon,phoenix holdings,israel,not found,"4,832",insurance
lawrence erik kurzius,mccormick,united states,1889,"14,000","food, drink & tobacco"
shanti lal jain,indian bank,india,1907,"41,557",banking
jay mazelsky,idexx laboratories,united states,1983,"10,350",health care equipment & services
anthony paul james smurfit,smurfit kappa group,ireland,1934,"48,000",materials
qiang min zhou,xinjiang daqo new energy,china,2011,"2,413",materials
osman arslan,halkbank,turkey,1933,not found,banking
worthing f. jackman,waste connections,canada,2002,"19,998",business services & supplies
georges nicolas hayek jr.,swatch group,switzerland,1983,"31,444",consumer durables
graham kerr,south32,australia,2015,"9,074",materials
lin yang,china overseas grand oceans group,hong kong,1955,"3,505",construction
toshihito tamba,tokyo century,japan,1969,"7,438",business services & supplies
akira kiyota,japan exchange group,japan,1878,"1,197",diversified financials
shinjiro sato,terumo,japan,1921,"26,482",health care equipment & services
lars von lackum,leg immobilien ag,germany,2008,"1,770",construction
dilip shantilal shanghvi,sun pharma industries,india,1993,"37,000",drugs & biotechnology
lawson whiting,brown-forman,united states,1870,"4,700","food, drink & tobacco"
alan b. colberg,assurant,united states,1892,"15,600",insurance
takaaki nishii,ajinomoto,japan,1917,"33,461","food, drink & tobacco"
aloke lohia,indorama ventures,thailand,2003,not found,chemicals
welch lin,taishin financial holdings,taiwan,2002,"10,276",diversified financials
chun xin zhan,zoomlion heavy industry,china,1992,not found,capital goods
chuan lu,xcmg construction machinery,china,not found,"15,483",capital goods
wa fong hoi,powerlong real estate ,china,2007,"13,212",construction
feng lin,yuexiu property ,hong kong,not found,"16,320",construction
colin stephen goldschmidt,sonic healthcare,australia,not found,"38,000",health care equipment & services
george kurian,netapp,united states,1992,"11,000",technology hardware & equipment
nancy mckinstry,wolters kluwer,netherlands,1987,"19,454",media
andrew brown,galp energia,portugal,1999,"6,152",oil & gas operations
owen mahoney,nexon,japan,2002,"6,683",it software & services
jason liberty,royal caribbean group,united states,1997,"50,000","hotels, restaurants & leisure"
joseph d. margolis,extra space storage,united states,2004,"4,309",diversified financials
zhang qiyang,shengjing bank,china,1997,"8,099",banking
igor shekhterman,x5 retail group,russia,1975,"339,716",food markets
anirudh devgan,cadence design,united states,not found,"9,300",it software & services
abdi serdar üstünsalih,vakifbank,turkey,1954,"17,825",banking
eric p. hansotia,agco,united states,1990,"23,300",capital goods
hua li,shanxi taigang stainless,china,1934,"18,985",materials
ricardo benjamín salinas pliego,grupo elektra,mexico,1950,"71,278",retailing
ji wei zhu,sdic power holdings,china,1989,"9,374",utilities
chun lei huang,zhongliang holdings ,china,2018,"10,317",construction
jürgen albert junker,wuestenrot & wuerttembergische,germany,1999,"7,458",diversified financials
henry a. fernandez,msci,united states,1998,"3,633",business services & supplies
piero luigi montani,bper banca,italy,1867,"16,616",banking
takeo obayashi,obayashi,japan,1936,"15,267",construction
ji-wan kim,bnk financial group,south korea,2011,110,banking
hiroyuki isono,oji holdings,japan,1949,"36,034",materials
daniel ek,spotify technology,luxembourg,2007,"5,584",it software & services
kristian villumsen,coloplast,denmark,1957,"12,874",health care equipment & services
christian kohlpaintner,brenntag,germany,2006,"17,236",trading companies
ju ran yan,wens foodstuff group,china,1993,"43,965","food, drink & tobacco"
kenneth david degiorgio,first american financial,united states,not found,"22,233",insurance
stéphane boujnah,euronext,netherlands,2014,"2,108",diversified financials
fahad abdullah al-khalifa,masraf al rayan,qatar,2006,not found,banking
marcos eduardo galperin,mercadolibre,uruguay,1999,"29,957",it software & services
mark w. kowlzan,packaging corp of america,united states,1959,"15,200",materials
naoki ono,mitsubishi materials,japan,1871,"27,162",materials
tin hoi ng,wharf real estate investment,hong kong,not found,"2,900",diversified financials
thomas e. salmon,berry global group,united states,1967,"47,000",materials
hai fan qian,maanshan iron & steel,china,1993,"18,730",materials
prahlad ramadhar singh,perkinelmer,united states,1947,"16,700",health care equipment & services
john f. remondi,navient,united states,2013,"6,195",diversified financials
thomas hermann rabe,rtl group,luxembourg,1973,"11,011",media
mikko matias helander,kesko,finland,1940,"17,402",food markets
seok-hoon chang,samsung securities,south korea,1982,"2,530",diversified financials
earl c. austin jr.,quanta services,united states,1997,"43,700",construction
gang sheng pan,beijing capital development,china,1993,"2,139",construction
fan xing kong,far east horizon,hong kong,2008,"23,257",business services & supplies
patrick koller,faurecia,france,1997,"111,000",automotive (automotive and suppliers)
amitabh banerjee,indian railway finance,india,1986,86,business services & supplies
gregory ben maffei,liberty broadband,united states,1991,"1,900",telecommunications services
shao yong gao,xiamen international trade group,china,not found,"5,504",trading companies
brian chesky,airbnb,united states,2008,"6,132",travel & leisure      
xin ming wang,china grand automotive services,china,not found,"43,902",retailing
yang min li,china eastern airlines,china,1995,"80,321",transportation
alain dehaze,adecco,switzerland,1996,"32,000",business services & supplies
peter j. federico,agnc investment,united states,2008,50,diversified financials
rafael o. santana,westinghouse air brake technologies,united states,1869,"25,000",capital goods
yukikazu myochin,kawasaki kisen kaisha,japan,1919,"6,080",transportation
michael b. medline,empire,canada,1963,"134,000",food markets
hua xue,guangdong haid group,china,1998,"33,557","food, drink & tobacco"
yozo shimano,shimano,japan,1921,"13,179",consumer durables
mohamed el kettani,attijariwafa bank,morocco,1911,"20,583",banking
fong-long chen,chailease holding,taiwan,2009,not found,business services & supplies
stanley m. bergman,henry schein,united states,1932,"21,600",health care equipment & services
helena hedblom,epiroc,sweden,1873,"15,529",capital goods
saburo kogo,suntory beverage & food,japan,1899,"23,866","food, drink & tobacco"
patrick k. kaltenbach,mettler-toledo international,united states,1991,"17,800",conglomerates
andré françois-poncet,wendel,france,1704,"124,118",diversified financials
zheng hai zhang,osaka gas,japan,1897,"20,941",oil & gas operations
robert w. martin,thor industries,united states,1980,"31,000",consumer durables
laura alber,williams-sonoma,united states,1956,"21,000",retail and wholesale
qi dong deng,xiamen xiangyu,china,not found,"7,034",transportation
robert joseph scaringe,rivian,united states,2009,"10,422",automotive
richard robinson smith,kion group,germany,2006,"40,000",transportation and logistics
ming li,sino-ocean group holding,china,1993,"14,890",construction
scott mcdougald sutton,olin,united states,1892,"7,750",chemicals
conor c. flynn,kimco realty,united states,1973,606,diversified financials
jun lin,bank of chongqing,china,1996,"4,401",banking
ken xie,fortinet,united states,2000,"10,195",technology hardware & equipment
matthew t. farrell,church & dwight,united states,1846,"5,100",household & personal products
po tuan huang,wistron,taiwan,2001,"82,955",technology hardware & equipment
william r. mcdermott,servicenow,united states,2004,"16,881",it software & services
joseph m. hogan,align technology,united states,1997,"22,540",health care equipment & services
jeffrey lorberbaum,mohawk industries,united states,1878,"43,000",consumer durables
william charles stone,ss&c technologies,united states,1986,"24,900",it software & services
rajesh shantilal adani,adani enterprises,india,1988,"23,000",conglomerate
thomas r. greco,advance auto parts,united states,1932,"41,000",retailing
seiji manabe,west japan railway,japan,1987,"47,984",transportation
paul j. brink,franco-nevada,canada,1983,40,materials
", eiko hashiba",unicharm,japan,1961,"16,308",household & personal products
thiago maffra,xp,brazil,2001,not found,it software & services
james b. connor,duke realty,united states,1972,340,diversified financials
jacques aschenbroich,valeo,france,1923,"103,300",consumer durables
jiang tao yao,avic capita,china,1992,"4,995",diversified financials
adel mohamed abdul shafe el-labban,ahli united bank,bahrain,2000,"3,901",banking
roger perreault,ugi,united states,1882,"5,800",oil & gas operations
mark e. jagiela,teradyne,united states,1960,"5,900",semiconductors
mitchell r. butier,avery dennison,united states,1990,"36,000",materials
frankie ng,sgs,switzerland,1878,"96,216",business services & supplies
christophe joseph kullmann,covivio,france,1963,984,diversified financials
"frank b. holding, jr.",first citizens bank (nc),united states,1898,"6,846",banking
yuan guan liu,ningxia baofeng energy group,china,2005,"14,211",materials
gustavo werneck da cunha,metalurgica gerdau,brazil,1901,not found,materials
prasit boondoungprasert,charoen pokphand foods,thailand,1921,"360,000","food, drink & tobacco"
sumant kathpalia,indusind bank,india,1994,"29,661",banking
xin jun pan,orient securities,china,1997,"7,835",diversified financials
connor david teskey,brookfield renewable,united states,not found,not found,utilities
scott g. stephenson,verisk analytics,united states,1971,"9,367",insurance
debra a. cafaro,ventas,united states,1983,434,diversified financials
albert george white iii,cooper companies,united states,not found,"12,000",health care equipment & services
salih cem oral,erdemir,turkey,1960,"12,788",materials
eugene a. hall,gartner,united states,1979,"16,600",business services & supplies
jonathan w. witter,slm,united states,1972,"1,450",business services & supplies
kevin akers,atmos energy,united states,1906,"4,684",oil & gas operations
eugenio von chrismar carvajal,bci-banco credito,chile,1937,"10,560",banking
sung-hyun kang,lotte shopping,south korea,1970,"21,042",retailing
jun ji,china cssc holdings,china,not found,"20,284",capital goods
kevin s. blair,synovus,united states,1888,"4,988",banking
kazuhiko mori,iida group holdings,japan,2013,"10,134",construction
thapana sirivadhanabhakdi,thai beverage,thailand,2003,not found,"food, drink & tobacco"
mark begor,equifax,united states,1899,"12,700",business services & supplies
gene m. murtagh,kingspan group plc,ireland,not found,"19,000",construction
sandeep biswas,newcrest mining,australia,1966,930,materials
khoon hua kuok,kerry properties,hong kong,1978,"7,600",construction
gary l. coleman larry m. hutchison,globe life,united states,1951,"3,222",insurance
hong guang cai,bank of jinzhou,china,1998,"6,012",banking
"man bun li, man kiu li",bank of east asia,hong kong,1918,"8,824",banking
miguel de souza gularte,marfrig global foods,brazil,1986,"31,779","food, drink & tobacco"
ya shen,vipshop holdings,china,2008,"7,567",retailing
josé manuel entrecanales domecq,acciona,spain,1997,"40,000",construction
christopher j. nassetta,hilton,united states,1919,"142,000",travel & leisure
bozhi wang,sinotruk hong kong,china,2007,"28,502",capital goods
frédéric b. lissdale,borgwarner,united states,1928,"49,300",consumer durables
david vélez osorno,nu holdings,cayman islands,2016,"6,075",it software & services
douglas g. del grosso,adient,united states,1985,"75,000",consumer durables
jean-marie tritant,unibail-rodamco,france,2007,"2,012",construction
anders gustafsson,zebra technologies,united states,1969,"9,800",technology hardware & equipment
d. james bidzos,verisign,united states,1995,904,it software & services
ho-young yoon,kakaobank,south korea,2016,913,banking
jung-hoon kim,hyundai glovis,south korea,2001,"1,631",transportation
renato mazzoncini,a2a,italy,2008,"12,000",utilities
mark t. smucker,jm smucker,united states,1897,"7,100","food, drink & tobacco"
herve hoppenot,incyte,united states,1991,"2,094",drugs & biotechnology
christian buhl,geberit,switzerland,1874,"11,809",construction
dou rongxing,zhongyuan bank,china,2014,"13,503",banking
george l. holm,performance food group,united states,1885,"23,000",food markets
somchai lertsutiwong,advanced info service,thailand,1983,"14,103","telecommunications services, cable supplier"
c. howard nye,martin marietta materials,united states,1993,"10,000",construction
owen d. thomas,boston properties,united states,1970,743,diversified financials
marcin chludzinski,kghm polska miedz,poland,1961,"34,286",materials
tarek abdulaziz sultan al-essa,agility,kuwait,not found,not found,transportation
masaaki tani,fukuoka financial group,japan,2007,"8,103",banking
tin hoi ng,wharf (holdings),hong kong,1886,"6,200",conglomerates
edward j. shoen,amerco,united states,1945,"29,800",business services & supplies
beñat ortega,gecina,france,1959,487,diversified financials
andrew king,mondi,united kingdom,2007,"26,500",materials
umut bolatkhanovna shayakhmetova,halyk bank,kazakhstan,1923,"17,038",banking
atanu kumar das,bank of india,india,1906,"51,459",banking
khairussaleh bin ramli,rhb bank,malaysia,1997,"14,000",banking
joseph abraham,commercial bank of qatar ,qatar,1975,not found,banking
david joseph duffy,virgin money uk,united kingdom,2015,"7,857",banking
robert glen goldstein,las vegas sands,united states,1988,"44,700","hotels, restaurants & leisure"
pietro satriano,us foods,united states,2007,"28,000",food markets
ronald f. clarke,fleetcor technologies ,united states,1985,"9,700",business services & supplies
akio nitori,nitori holdings,japan,1972,"10,366",retailing
arnd kaldowski,sonova holding,switzerland,1985,"14,508",health care equipment & services
chin hua loh,keppel,singapore,1968,"16,393",conglomerates
timothy joseph donahue,crown holdings,united states,1892,"33,000","engineering, manufacturing"
guillaume jean philippe,rexel,france,1967,"26,000",retail and wholesale
john o. larsen,alliant energy,united states,1981,"3,313",utilities
shih ting chu,sinopac financial,taiwan,2002,"9,548",banking
gilson finkelsztain,b3,brazil,1890,"2,135",diversified financials
masahiko uotani,shiseido,japan,1872,"42,000",packaged goods
xiong biao dai,china nuclear engineering corporation,china,2010,"37,216",construction
vicente reynal,ingersoll rand,united states,1872,"16,000",capital goods
satoshi fujisawa,mebuki financial group,japan,2008,"6,373",banking
not found,concordia financial group,japan,2016,"5,995",banking
harry schmelzer,weg,brazil,1961,"36,987",capital goods
randy vernon joseph,wheaton precious metals,canada,2004,44,materials
barak bar-hen,aroundtown ,luxembourg,2017,"1,631",construction
", noriaki horikiri",medipal holdings,japan,1923,"12,971",drugs & biotechnology
mikhail konstantinovich rybnikov,phosagro,russia,2001,not found,chemicals
yin chen,huafa industrial,china,not found,"8,735",construction
jin xiang xu,tongkun group,china,1982,"19,371",materials
peter kenneth allen,scentre group,australia,not found,"2,700",diversified financials
not found,nippon express holdings,japan,not found,"72,366",transportation
takashi yamauchi,taisei,japan,1873,"14,620",construction
chan-koo park,kumho petrochemical,south korea,1970,"1,401",chemicals
thomas caulfield,globalfoundries,united states,2009,not found,semiconductors
"michael cannon, scott farquhar",atlassian,australia,2013,"6,433",it software & services
shinya katanozaka,all nippon airways,japan,1920,"46,580",transportation
hidetoshi sakuma,chiba bank,japan,1943,"4,380",banking
binh minh tran,vietin bank,vietnam,1988,"25,154",banking
toby z. rice,eqt,united states,1888,693,oil & gas operations
eric mark green,west pharmaceutical services,united states,not found,"10,065",drugs & biotechnology
zu sheng luan,china everbright international,hong kong,1961,"11,330",business services & supplies
duong tuan tran,hoa phat group,vietnam,1992,"27,651",materials
ming chung liu,nine dragons paper holdings,hong kong,2005,"19,576",materials
karan gautambhai adani,adani ports & special economic zone,india,1998,"2,863",transportation
not found,bank of guizhou,china,2012,"5,255",banking
michael nierenberg,new residential investment,united states,2011,"12,296",diversified financials
talal bin ibrahim al-maiman,kingdom holding,saudi arabia,1996,not found,diversified financials
not found,adani green energy,india,2015,"2,343",utilities
james a. lico,fortive,united states,2015,"18,000",technology hardware & equipment
jay farner,rocket companies,united states,1985,not found,business services & supplies
luigi lovaglio,banca mps,italy,1472,"21,244",banking
frank markus weber,knorr-bremse,germany,1905,"30,544",consumer durables
hai hong gui,hna technology,china,not found,"36,992",transportation
toshio kagami,oriental land,japan,1960,"8,782",media
robert james thomson,news corp,united states,1922,"24,000",media
ping yang,china resources gas group,hong kong,1905,"52,354",oil & gas operations
hilgard pieter meyer,momentum metropolitan holdings,south africa,1989,"16,483",diversified financials
pablo gerardo legorreta,royalty pharma,united states,2020,66,drugs & biotechnology
michael stubblefield,avantor,united states,1904,"13,500",chemicals
douglas h. shulman,onemain holdings,united states,2013,"8,800",business services & supplies
j. thomas hill,vulcan materials,united states,1909,"11,437",construction
eishin ihori,hokuhoku financial group,japan,2003,"4,943",banking
hyun-soon hwang,kiwoom securities,south korea,2000,941,diversified financials
nikesh arora,palo alto networks,united states,2005,"10,473",technology hardware & equipment
tomohide karita,chugoku electric power,japan,1951,"13,050",utilities
michael j. salvino,dxc technology,united states,2017,"134,000",business services & supplies
steffen greubel,metro group,germany,2008,"92,694",food markets
motozo shiono,shionogi,japan,1919,"5,485",drugs & biotechnology
frank slootman,snowflake,united states,2012,"3,992",it software & services
brian d. chambers,owens corning,united states,1938,"20,000",construction
michel siboni,harel insurance investments & financial services,israel,1982,"4,635",insurance
jian liu,inner mongolia yitai coal,china,1997,"5,241",materials
young-chae jeong,nh investment & securities,south korea,not found,"3,044",diversified financials
paul w. feeney,quilter,united kingdom,2007,"4,343",diversified financials
michael c. jennings,hf sinclair,united states,1947,"4,208",oil & gas operations
sam-hyeon gah,korea shipbuilding & offshore engineering,south korea,1973,649,capital goods
duck-hyun chang,samsung electro-mechanics,south korea,1973,"11,866",technology hardware & equipment
dallas b. tanner,invitation homes,united states,2012,"1,240",diversified financials
mei song lai,zto express (cayman),china,2002,not found,transportation
richard chen,tingyi holding,china,1991,"62,107","food, drink & tobacco"
aneel bhuri,workday,united states,2005,"15,200",it software & services
hisashi shibata,shizuoka bank,japan,1943,"3,288",banking
gil shwed,check point software,israel,1993,"5,805",it software & services
lam ngoc le,commercial bank for investment & development of vietnam,vietnam,1957,"27,223",banking
robert a. bruggeworth,qorvo,united states,1991,"8,400",semiconductors
mikhail lomtadze,kaspi.kz jsc,kazakhstan,2008,not found,diversified financials
ronald james kruszewski,stifel financial,united states,1890,"8,600",diversified financials
sergio pablo antonio,ypf ,argentina,1977,not found,oil & gas operations
abdul aziz bin mohammed al-onaizan,bank albilad,saudi arabia,2004,"4,291",banking
martin olof carlesund,evolution gaming group ab,sweden,2006,"13,410","hotels, restaurants & leisure"
cheol-dong jeong,"lg innotek co.,",south korea,1976,"12,415",technology hardware & equipment
lloyd m. yates,nisource,united states,1847,"7,272",oil & gas operations
david gustaf mindus,ab sagax,sweden,1995,87,construction
ying li,sdic capital,china,not found,"6,975",household & personal products
shoichi yumoto,hachijuni bank,japan,1931,"3,689",banking
not found,"sumitomo forestry co.,",japan,1948,"21,254",construction
takahiro kai,kyushu financial group,japan,2015,"4,578",banking
jane jie sun,trip.com group,china,1999,"33,400",business services & supplies
ye dong qu,china northern rare earth high-tech,china,1961,"9,511",materials
evan thomas spiegel,snap,united states,2010,"5,661",it software & services
burkhard lohr,k+s,germany,1889,"10,711",chemicals
philip eric rene,bank of tianjin,china,1996,"6,852",banking
fani titi,investec,united kingdom,1998,"8,200",diversified financials
isao kubota,nishi-nippon financial holdings,japan,not found,"4,018",banking
hussein majid abaza,commercial international bank,egypt,1975,"7,308",banking
vincent pilette,nortonlifelock,united states,1988,"2,800",it software & services
george p. kurtz,crowdstrike,united states,2011,"4,965",it software & services
minoru masubuchi,japan securities,japan,1927,272,business services & supplies
yoram naveh,clal insurance enterprises ,israel,not found,"4,198",insurance
cai tang guan,xinyu iron & steel,china,not found,"16,755",capital goods
milan galik,interactive brokers group,united states,1977,"2,571",diversified financials
yi li,sino biopharmaceutical,hong kong,2000,"25,579",drugs & biotechnology
suk-yong cha,lg household & health care,south korea,2001,"4,469",household & personal products
yoshitoshi kitajima,dai nippon printing,japan,1876,"37,062",business services & supplies
mitsuharu yasuda,north pacific bank,japan,1917,"3,106",banking
maurici lucena betriu,aena,spain,1991,"8,811",transportation
hideo takasaki,nitto denko,japan,1918,"25,424",chemicals
michael j. kasbar,world fuel services,united states,1984,"4,414",trading companies
ralf spann,akelius residential property,sweden,1994,865,construction
kong khoon tan,hong leong financial,malaysia,1963,"7,803",business services & supplies
nobuhiro doi,bank of kyoto,japan,1941,"3,553",banking
hi-moon choi,meritz securities,south korea,not found,"1,501",diversified financials
hideyuki kudo,shinsei bank,japan,1952,"5,605",banking
xue dong wang,china development bank financial leasing,china,1984,533,banking
stacy c. kymes,bok financial,united states,1908,"4,711",banking
keisuke mukunashi,yamaguchi financial,japan,1878,"4,415",banking
zhang zhiyong,china communications services,china,2006,"93,087",telecommunications services
not found,ganfeng lithium,china,2000,"7,870",chemicals
sérgio leite de andrade,usiminas,brazil,1953,not found,materials
miguel maya dias pinheiro,banco comercial portugues,portugal,1985,"17,331",banking and financial services
thomas robert cangemi,new york community bancorp,united states,1993,"2,815",banking
hans jarl rutger arnhult,castellum,sweden,not found,427,construction
christian hartel,wacker chemie,germany,1914,"14,406",chemicals
prashant jasvantrai mehta,rajesh exports,india,not found,181,consumer durables
anas abuzaakouk,bawag group,austria,2005,"3,716",banking
rong song,sinotrans ltd.,china,2002,"33,794",transportation
jian qiu ma,will semiconductor,china,2007,"4,493",semiconductors
kevin ronald sayer,dexcom,united states,1999,"6,300",health care equipment & services
martin nemecek,cpi property group,luxembourg,2004,"3,485",construction
zhi wen guo,harbin bank,china,1997,"6,910",banking
wing yiu chang,kingboard holdings,hong kong,1988,"36,000",chemicals
andrew anagnost,autodesk,united states,1982,"12,600","it, internet, software & services"
liang wang,china shipbuilding industry,china,2008,"33,141",capital goods
karsten wildberger,ceconomy,germany,2017,"52,000",retail and wholesale
not found,hirogin holdings,japan,not found,"3,813",banking
jack patrick dorsey,twitter,united states,2006,"7,500",it software & services
anders christian dam,jyske bank,denmark,1967,"3,242",banking
yi bo qiu,hengyi petrochemical ,china,not found,"18,154",chemicals
david t. feinberg,cerner,united states,1979,"25,150",health care equipment & services
kazuo saito,gunma bank,japan,1932,"3,175",banking
abdullah saif al-saadoon,sahara international petrochemical,saudi arabia,1999,not found,chemicals
xue qing shen,bank of zhengzhou,china,1996,"5,526",banking
xiu feng wang,china merchants port holdings,hong kong,1872,"8,495",transportation
fu hai yeh,wpg holdings,taiwan,2005,not found,trading companies
yang sun,sunny optical technology group,china,1984,"24,664",technology hardware & equipment
duan qing zhang,zheshang development group,china,not found,"1,865",construction
leszek skiba,bank pekao,poland,1929,"14,702",banking
choon phong goh,singapore airlines,singapore,1971,"25,547",transportation
j. alexander m.,united natural foods,united states,1976,"28,300",food markets
andreas brandstetter,uniqa,austria,1922,"12,818",insurance
simon adam wolfson,next,united kingdom,1864,"44,626","clothing, shoes, sports equipment"
xiao hai hou,china resources beer (holdings),hong kong,1992,"25,000",food markets
thomas birtel,strabag,austria,1835,"73,606",construction
amit syngle,asian paints,india,1945,"23,514",chemicals
chao-chung chou,chang hwa bank,taiwan,1905,not found,banking
peter r. huntsman,huntsman,united states,1970,"9,000",chemicals
"hyeon-su dong, min-cheol kim",doosan,south korea,1896,"2,034",trading companies
jeffrey a. stoops,sba communications,united states,1989,"1,596",diversified financials
olivier pomel,datadog,united states,2010,"3,200",it software & services
hyun-he ha,lg uplus,south korea,1996,"10,187",telecommunications services
kevin ali,organon,united states,not found,"9,300",drugs & biotechnology
thomas j. nimbley,pbf energy,united states,2008,"3,418",oil & gas operations
gerrit andreas marx,iveco group,italy,not found,3,consumer durables
arturo gutiérrez hernández,arca continental,mexico,2001,"62,857","food, drink & tobacco"
shan chung chen,shanghai commercial & savings bank,taiwan,not found,not found,banking
christos ioanni megalou,piraeus financial holdings,greece,1916,"9,493",banking
not found,daishi hokuetsu financial group,japan,not found,"3,774",banking
michael j. farrell,resmed,united states,1989,"7,970",health care equipment & services
robert w. eddy,bj's wholesale club,united states,1984,"34,000",retailing
stefan larsson,pvh,united states,1881,"31,000",household & personal products
hidefumi kobayashi,77 bank,japan,1878,"2,812",banking
othman bin ali al ghamdi,petro rabigh,saudi arabia,2005,not found,oil & gas operations
anil kumar sardana,adani transmission,india,2013,"11,922",utilities
robert gentz david schneider,zalando,germany,2008,"17,000","clothing, shoes, sports equipment"
fokion c. karavias,eurobank ergasias,greece,not found,"8,617",banking
peter d. arvan,pool,united states,1993,"5,500",trading companies
masato miyanaga,chugoku bank,japan,1930,"3,171",banking
itaru tanimura,m3,japan,2000,"8,249",health care equipment & services
wei lin zhao,sumec corporation,china,not found,"22,609",conglomerates
john j. zillmer,aramark,united states,1936,"248,300","hotels, restaurants & leisure"
wen tan,china industrial securities,china,2000,"10,200",diversified financials
nan chun jiang,focus media information technology,china,1997,"6,779",media
craig ralph mcnally,ramsay health care,australia,1964,"80,000",health care equipment & services
phillip d. green,cullen/frost bankers,united states,1868,"4,553",banking
michael rapino,live nation entertainment,united states,2010,"10,200",media
scott carlyle balfour,emera,canada,1998,"7,140",utilities
li guo luo,hoshine silicon industry,china,2005,"8,893",chemicals
kang min xie,qinghai salt lake industry,china,1958,"6,337",chemicals
barry stuart sternlicht,starwood property trust,united states,2009,277,diversified financials
paolo bertoluzzo,nexi s.p.a.,italy,1939,"9,929",it software & services
w. troy rudd,aecom technology,united states,1980,"51,000",construction
vassilios e. psaltis,alpha bank,greece,1879,"8,939",banking
