headquarters,founded,area_served,industry,name,sector,notes
bunky?,0,,consumer electronics,pioneer corporation,,
bunky?,1872,worldwide[1],automotive,pirelli,,
bunky?,1918,worldwide,stationery,pilot (pen company),,
bunky?,1918,,stationery,playmobil,,
london,2016,,stationery,pladis,,
london,0,worldwide,telecommunications,pldt,,
"dallas, texas",1971,"guatemala, united states (including puerto rico), bahrain, ecuador, el salvador, honduras, italy, nicaragua, mexico, spain, belize, haiti, dominican republic, montserrat, british virgin islands, africa, brazil, canada",restaurants,pollo campero,,
"dallas, texas",0,worldwide (except north korea),consumer goods,procter & gamble,,
"dallas, texas",0,"worldwide, mainly malaysia",automotive,proton holdings,,
,1913,worldwide,fashion,prada,,
,1875,,insurance retirement investment,prudential financial,,
,1881,worldwide,clothing,pvh corp.,,
london,1998,worldwide,professional services,pwc,,
london,0,worldwide[2],banking and financial services,qnb group,,
"mascot, new south wales",0,,banking and financial services,qantas,,
"mascot, new south wales",0,worldwide,telecoms equipments semiconductors,qualcomm,,
"mascot, new south wales",1974,,oil and gas,qatarenergy,,
rabotoren,1895,worldwide,financial services,rabobank,,
rabotoren,1972,,"recyclable packing, packaging, packaging machinery",ranpak,,
slough,1814,,consumer goods,reckitt,,
slough,1960,,published media,recruit (company),,
slough,1960,,published media,red bull,,
,0,,industrial services,iwg plc,,
,0,worldwide,conglomerate,reliance industries,,
,0,worldwide; 128 countries[1],automotive,renault,,
repsol campus,1987,worldwide,petroleum,repsol,,
"ota, tokyo",0,worldwide,"electronics, imaging",ricoh,,
gerlingen,0,worldwide,conglomerate,robert bosch gmbh,,
gerlingen,0,,electronics,roland corporation,,
munich,0,,electronics,rohde & schwarz,,
montreal,1864,,financial services,royal bank of canada,,
shell centre,0,worldwide,energy petroleum,shell plc,,
worli,0,,conglomerate,rpg group,,
moscow,2007,,aluminium,rusal,,
pyeongtaek,0,worldwide,automotive,ssangyong motor,,
stockholm,1937,worldwide,aerospace and defence,saab ab,,
stockholm,1867,,retail,saks fifth avenue,,
samsung digital city,0,worldwide,electronics semiconductors information technology artificial intelligence automation home appliances medical devices internet of things robotics,samsung electronics,,
luxembourg city,0,,electronics semiconductors information technology artificial intelligence automation home appliances medical devices internet of things robotics,samsonite,,
luxembourg city,1857,worldwide,writing implements,newell custom writing instruments,,
san miguel avenue,0,"worldwide worldwide philippines philippines, united states, europe, japan, australia philippines and malaysia philippines philippines",conglomerate,san miguel corporation,,
san miguel avenue,1988,,storage devices,sandisk,,
stockholm,1862,,engineering,sandvik,,
stockholm,0,,wholesale[1],sanrio,,
paris,1973,worldwide,pharmaceuticals biotechnology healthcare,sanofi,,
dhahran,0,global,oil and gas,saudi aramco,,
dhahran,0,worldwide,enterprise software business software cloud computing consulting,sap,,
dhahran,1990,,"consumer products energy & commodities financial services health public sector retail telecommunications, media & technology transportation & mobility travel & hospitality",publicis sapient,,
sas frösundavik office building,1946,europe,aviation,sas group,,
"bangalore, karnataka",1989,worldwide,telecommunications technology data centers product engineering semiconductor industrials,sasken technologies,,
"bangalore, karnataka",1950,,oil and gas chemical nuclear coal tar,sasol,,
,1926,worldwide,oilfield services and equipment,schlumberger,,
heroldsberg,1855,worldwide,stationery sports equipment,schwan-stabilo,,
rueil-malmaison,1836,worldwide,electrical equipment,schneider electric,,
rueil-malmaison,1874,worldwide(except japan because the minato ward 2006 elevator accident),vertical transportation,schindler group,,
rueil-malmaison,1935,worldwide,"toys, figurines",schleich,,
"toronto, ontario, canada[1]",0,,banking financial services,scotiabank,,
scholastic building,0,,children's literacy and education,scholastic corporation,,
ginza,1881,,electronics watchmaking,seiko,,
ginza,1892,united states,retail,sears,,
wedemark,0,,audio electronics,sennheiser,,
"boulder, colorado",2010,,robotics toys,sphero,,
"225 king street w., suite 200",0,worldwide,toys and entertainment,spin master,,
"225 king street w., suite 200",1931,,furnishings,serta (company),,
"fremont, california",0,worldwide,computer storage,seagate technology,,
tokyo,0,worldwide,mass media,sega sammy holdings,,
tokyo,1881,,furnishings,sealy corporation,,
sydney,1978,,serviced offices,servcorp,,
cherepovets,1993,,"steel, mining",severstal,,
cherepovets,1993,worldwide,air freight and logistics,sf express,,
geneva,1878,,quality,sgs s.a.,,
shenzhen bao'an international airport,0,,quality,shenzhen airlines,,
shenzhen bao'an international airport,1872,worldwide,consumer goods,shiseido,,
shenzhen bao'an international airport,0,12 countries indonesia malaysia philippines singapore thailand vietnam taiwan brazil chile colombia mexico poland,e-commerce,shopee,,
munich,0,worldwide,conglomerate,siemens,,
munich,2007,,property development property investment hospitality,sime darby property,,
munich,0,worldwide,human resources software,silkroad technology,,
munich,1879,"asia, australia and africa",telecommunications,singtel,,
chaoyang district,0,worldwide,oil and gas,sinopec,,
chaoyang district,0,worldwide,manufacturing,bic (company),,
chaoyang district,0,,manufacturing,snapchat,,
seocho-dong,0,,animation production,the pinkfong company,,
mall of asia complex,1958,philippines,conglomerate,sm investments,,
boulevard haussmann,0,worldwide,financial services,société générale,,
beijing,0,,internet,sogou,,
seoul,0,worldwide,conglomerate,sk group,,
"park city, utah",2003,,audio,skullcandy,,
"park city, utah",2003,,audio,skype,,
plze?,1995,worldwide,rail transport machinery,koda transportation,,
bolechowo,1999,worldwide,automotive industry,solaris bus & coach,,
"minato, tokyo",0,worldwide,conglomerate,sony,,
"minato-ku, tokyo",0,,conglomerate,softbank group,,
"dallas, texas",0,,conglomerate,southwest airlines,,
shinjuku,0,worldwide,media entertainment,square enix,,
shinjuku,0,worldwide,stationery,staedtler,,
london,0,worldwide,"banking, financial services",standard chartered,,
london,0,84 countries,coffee shop,starbucks,,
nariman point,0,worldwide,"banking, financial services",state bank of india,,
"pleasanton, california",0,17 states,retail / grocery,safeway,,
"pleasanton, california",0,worldwide (100+ countries),restaurants,subway (restaurant),,
"pleasanton, california",0,worldwide,automotive production systems,stellantis,,
"pleasanton, california",0,,beverage,suntory,,
"pleasanton, california",0,worldwide,automotive,suzuki,,
wattens,1895,,"fashion, crystal, and jewelry",swarovski,,
wattens,0,worldwide,"beverages, malt",swinkels family brewers,,
wattens,0,,"beverages, malt",taco maker,,
wattens,0,,"beverages, malt",taiwan beer,,
wattens,0,,video games,take-two interactive,,
10 hudson yards,2017,,"fashion, accessories","tapestry, inc.",,
,0,"united states, canada (formerly, see target canada)",retail,target corporation,,
mumbai,1945,worldwide,automotive,tata motors,,
mumbai,1868,,food,tabasco sauce,,
london,0,,food processing,tate & lyle,,
london,1981,worldwide,consumer electronics home appliances finance,tcl technology,,
mumbai,1968,worldwide,information technology consulting outsourcing,tata consultancy services,,
mumbai,0,,electronics,teac corporation,,
mumbai,0,,electronics,technisat,,
pune,0,worldwide,information technology consulting outsourcing,tech mahindra,,
pune,0,,information technology consulting outsourcing,technicolor,,
pune,0,worldwide,telecommunications,telefónica,,
vancouver,1990,,telecommunications it consulting,telus,,
tencent binhai mansion,0,worldwide,conglomerate,tencent,,
tencent binhai mansion,0,,retailing,the home depot,,
tencent binhai mansion,0,worldwide,food processing,the hershey company,,
tencent binhai mansion,1983,worldwide,watchmaking jewellery,the swatch group,,
welwyn garden city,1919,,retail,tesco,,
13101 tesla road,0,north america europe oceania east asia middle east southeast asia,automotive renewable energy,"tesla, inc.",,
,1951,worldwide,food packaging,tetra pak,,
telstra corporate centre,0,australia worldwide (selected products),telecommunications,telstra,,
telstra corporate centre,1930,,semiconductors,texas instruments,,
"providence, rhode island, us",1923,,aerospace industry automotive industry defense industry,textron,,
"providence, rhode island, us",0,worldwide,mass media,thomson reuters,,
"providence, rhode island, us",0,greater china region,food,ting hsin international group,,
"providence, rhode island, us",1853,150 countries,watchmaking,tissot,,
new taipei city,0,worldwide,food,tkk fried chicken,,
new taipei city,0,worldwide,conglomerate,toshiba,,
amsterdam,1991,,"consumer electronics, navigation technology",tomtom,,
"katsushika, tokyo",0,worldwide,"toys, video games, children's products and apparel",tomy,,
tour total,0,worldwide,petroleum energy,totalenergies,,
tour total,2010,global,professional services,towers watson,,
"north sydney, new south wales",2009,,telecommunications,tpg telecom,,
"nihonbashi, ch??, tokyo",0,worldwide,electronics,tdk,,
"nihonbashi, ch??, tokyo",2001,,steel industry,oao tmk,,
"nihonbashi, ch??, tokyo",0,worldwide,automotive,toyota,,
"irving, texas",0,worldwide,computer software,trend micro,,
"irving, texas",1996,worldwide,networking equipment,tp-link,,
"irving, texas",0,worldwide,semiconductors,tsmc,,
"irving, texas",1999,,graphic design,typotheque,,
"san francisco, california",0,"approximately 72 countries and 10,500 cities",transportation mobility as a service,uber,,
istanbul,0,worldwide,food processing,ülker,,
hsinchu science park,1980,,semiconductor foundry,united microelectronics corporation,,
hsinchu science park,1998,,financial services,unicredit,,
london,0,worldwide,consumer goods,unilever,,
london,0,worldwide,video games,ubisoft,,
london,1986,worldwide,information technology consulting outsourcing,unisys,,
willis tower,0,,information technology consulting outsourcing,united airlines,,
willis tower,0,,investment management,the vanguard group,,
gothenburg,1927,worldwide,automotive,volvo,,
gothenburg,1984,,real estate,vanke,,
manisa,1984,"europe, middle east, central asia","consumer electronics, home appliances, information technology",vestel,,
manisa,1945,,electrical equipment,vestas,,
"jersey city, new jersey",1971,,data analytics and risk assessment,verisk analytics,,
"columbus, ohio",2016,worldwide,electrical equipment,vertiv,,
denver,0,,apparel accessories,vf corporation,,
hanoi,0,,telecommunication,viettel,,
hanoi,0,,apparel,victoria's secret,,
hanoi,1884,worldwide,apparel,victorinox,,
hanoi,2009,"africa, asia, europe",telecommunications,veon,,
hanoi,0,worldwide,conglomerate,virgin group,,
geneva,1966,global,"commodity, oil & gas",vitol,,
geneva,0,north america,electronics,vizio,,
geneva,0,worldwide,media,vivendi,,
ho chi minh city,1976,worldwide,"dairy products, juice",vinamilk,,
"newbury, berkshire, england, uk",0,worldwide,telecommunications,vodafone,,
heidenheim an der brenz,1867,,mechanical engineering,voith,,
heidenheim an der brenz,0,worldwide,automotive,volkswagen group,,
heidenheim an der brenz,1884,worldwide,foodservice,the wendy's company,,
heidenheim an der brenz,1884,,food and drink,want want,,
heidenheim an der brenz,0,worldwide,retail,walmart,,
team disney building,0,worldwide,media entertainment,the walt disney company,,
team disney building,0,worldwide,media entertainment,warner bros. discovery,,
team disney building,0,"delaware, florida, maryland, new jersey, pennsylvania, virginia and washington, d.c.; planned: alabama, georgia, indiana, kentucky, north carolina, ohio and tennessee; former: new york and connecticut",convenience store gas station fast food,wawa (company),,
team disney building,0,worldwide,home appliances,whirlpool corporation,,
"addison, texas",1994,canada france indonesia mexico singapore spain united arab emirates united kingdom united states,restaurants,wingstop,,
sarjapur road,0,worldwide,conglomerate,wipro,,
aschheim,0,worldwide,financial services payment processor technology,wirecard,,
haidian district,0,worldwide,consumer electronics computer hardware,xiaomi,,
haidian district,2001,worldwide,sports equipment,xtep,,
haidian district,2001,,sports equipment,yakult,,
"hohhot, inner mongolia",1993,,dairy,yili group,,
"hamamatsu, shizuoka",0,worldwide,dairy,yamaha corporation,,
moscow,0,"russia, kazakhstan, belarus, uzbekistan, azerbaijan, georgia, armenia, israel, turkey, estonia, iran",internet search engine mapping streaming services internet retail,yandex,,
