00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
fedex,dana,marriott international,edf (electricité de france),,dassault systèmes,london stock exchange,formfactor
basf,"viavi solutions
",ford,shin-etsu chemical,CK Infrastructure,hitachi,basf,titan machinery
oriental land,"keppel reit
",o'reilly automotive,synopsys,,edf (electricité de france),public storage,century casinos
bank rakyat indonesia,cembra money bank,adani enterprises,public storage,,dominion energy,emerson,sun country airlines
macquarie,"tohoku electric power
",synopsys,sempra energy,,kraft heinz,oriental land,bill.com
edwards lifesciences,vivint smart home,recruit,bank of communications,Carlisle Companies,longi green energy technology,edf (electricité de france),enphase energy
mercadolibre,"lgi homes
",edf (electricité de france),marriott international,Secom,nintendo,reckitt benckiser,columbia bank
southern copper,millicom,sempra energy,dassault systèmes,Dabur,santander,takeda pharmaceutical,houlihan lokey
midea,commvault,keurig dr pepper,takeda pharmaceutical,,bajaj finance,phillips 66,cognex
samsung biologics,compaã±ã­a cervecerã­as unidas,adani total gas,ing,Grupo Elektra,deutsche post,munich re (münchener rück),apache corporation
snowflake,"dream industrial reit
",saudi telecom company,tokyo electron,Polyus,shopify,bank of communications,clear secure
corteva,kadokawa,itc,nintendo,Everest Re,anz bank,general motors,ccc intelligent solutions
amphenol,"new india assurance
",takeda pharmaceutical,american international group,QBE Insurance,amphenol,dassault systèmes,alta equipment group
foxconn (hon hai precision industry),boral,bank of communications,anz bank,AECOM,saudi telecom company,saudi telecom company,rpc
constellation brands,fletcher building,longi green energy technology,munich re (münchener rück),,palo alto networks,ford,cross country healthcare
the hershey company,kingnet network,ing,edwards lifesciences,Albertsons,daikin,nintendo,plug power
adani total gas,balfour beatty,stellantis,bank rakyat indonesia,Croda International,the hershey company,sempra energy,kronos worldwide
mitsubishi corporation,"zain saudi arabia
",shopify,deutsche post,The Toro Company,brookfield asset management,o'reilly automotive,ofg bancorp
centene,wh smith,woodside energy,adani total gas,,bank rakyat indonesia,woodside energy,daktronics
kraft heinz,tronox,london stock exchange,archer daniels midland (adm),,mitsubishi corporation,daikin,kb home
american electric power,dixon technologies,nintendo,london stock exchange,,snowflake,keurig dr pepper,life storage
daikin,brady,hikvision,roper technologies,,netease,maaden,cadre
autozone,otter tail,munich re (münchener rück),longi green energy technology,Mineral Resources,takeda pharmaceutical,edwards lifesciences,sunoco
valero energy,"tianjin faw
",american electric power,fedex,,phillips 66,cadence design systems,village super market
lululemon athletica,sunnova,itaú unibanco,shopify,,dexcom,kraft heinz,bassett furniture
ambev,callon petroleum,phillips 66,national grid,GBL,adani total gas,stellantis,new relic
edf (electricité de france),aarti industries,general mills,amphenol,,,mitsubishi corporation,8x8
itaú unibanco,"myovant sciences
",archer daniels midland (adm),kimberly-clark,,southern copper,macquarie,jamf
stellantis,lightspeed pos,macquarie,autozone,Carl Zeiss Meditec,oriental land,sk hynix,newegg
foshan haitian flavouring and food,"kontoor brands
",edwards lifesciences,oriental land,New China Life Insurance,stellantis,ing,signify health
bajaj finance,voltalia,mitsubishi corporation,itaú unibanco,Globe Life,hikvision,adani enterprises,evercommerce
saudi telecom company,"omnicell
",first abu dhabi bank,the hershey company,,centene,fortescue,cano health
nintendo,"urban outfitters
",oriental land,hikvision,,sberbank,hitachi,boot barn holdings
santander,mallplaza,maaden,hitachi,,kimberly-clark,itaú unibanco,madison square garden
deutsche post,mirati therapeutics,daikin,johnson controls,,edwards lifesciences,hess,enerpac tool group
hitachi,transalta,baidu,mitsubishi corporation,,sumitomo mitsui financial group,bayan resources,eagle materials
adyen,kunlun tech,fortescue,baidu,Hansoh Pharma,novatek,rational ag,pacwest bancorp
anz bank,international distributions services (royal mail),american international group,alimentation couche-tard,,cintas,,masimo
phillips 66,"champion reit
",amphenol,aflac,Graco,itōchū shōji,american electric power,northwest bank
dominion energy,siltronic,roper technologies,samsung biologics,,american international group,national grid,national fuel gas
archer daniels midland (adm),perficient,sk hynix,woodside energy,,roper technologies,first abu dhabi bank,oge energy
life insurance corporation of india (lic),"mge energy
",fedex,budweiser apac,,ambev,fedex,donnelley financial solutions
general mills,bayer crop science,intesa sanpaolo,dexcom,,mitsui bussan,baidu,outfront media
vmware,"arch resources
",johnson controls,the travelers companies,Adani Wilmar,fedex,universal music group,box
hong kong exchanges & clearing,"steve madden
",simon property group,maaden,Impala Platinum,alimentation couche-tard,roper technologies,microstrategy
itc,"nova measuring instruments
",hess,fortescue,MarketAxess,national grid,snowflake,ares management
recruit,xerox,alimentation couche-tard,intesa sanpaolo,,bank of communications,archer daniels midland (adm),evercore
industrial bank,"vermilion energy
",universal music group,macquarie,,valero energy,bank rakyat indonesia,h&e equipment services
china telecom,"resideo technologies
",the hershey company,cintas,Swire Pacific,workday,amphenol,apollo global management
biogen,"mdc holdings
",agilent technologies,universal music group,,woodside energy,american international group,wsfs financial
intesa sanpaolo,multiplan empreendimentos imobiliã¡rios,national grid,sk hynix,,foxconn (hon hai precision industry),it?ch? sh?ji,axon enterprise
hikvision,also holding,cadence design systems,centene,Aramark,johnson controls,alimentation couche-tard,helen of troy
ecolab,"cno financial group
",samsung biologics,simon property group,Boliden,agilent technologies,simon property group,five9
sysco,fulton financial,hitachi,daikin,,munich re (münchener rück),agilent technologies,wafd bank
bce,"extreme networks
",kimberly-clark,foxconn (hon hai precision industry),Sarepta Therapeutics,basf,zijin mining,bank of hawaii
sk hynix,travis perkins,itōchū shōji,hess,Emera,cadence design systems,mitsui bussan,neogen
suncor energy,insmed,cintas,adyen,,enphase energy,samsung biologics,coeur mining
cheniere energy,ams ag,the travelers companies,motorola solutions,,biontech,east money information,newmarket corp
autodesk,teamviewer,mitsui bussan,bayan resources,Kikkoman,macquarie,intesa sanpaolo,progress software
tc energy,leslie's,adyen,mercadolibre,,kotak mahindra bank,general mills,nternational bancshares corp
chugai pharmaceutical,punjab & sind bank,bank rakyat indonesia,bajaj finance,,simon property group,citic securities,varex imaging
workday,spin master,snowflake,cadence design systems,News Corp,samsung biologics,kimberly-clark,america's car-mart
universal music group,joyy,aflac,agilent technologies,Carlyle Group,universal music group,block,kforce
l3harris technologies,"alarm.com
",citic securities,itōchū shōji,,nxp semiconductors,johnson controls,astronics corporation
infineon,trigano,infineon,kuaishou technology,Solvay,motorola solutions,prudential,incyte
ing,rand merchant investment,foxconn (hon hai precision industry),corteva,,,foxconn (hon hai precision industry),koppers
fidelity national information services,"energizer holdings
",corteva,exelon corporation,CubeSmart,paychex,ferrari,frontdoor
hess,pan ocean,bajaj finance,mitsui bussan,,constellation brands,workday,mdc holdings
nxp semiconductors,"sage therapeutics
",wanhua chemical,kotak mahindra bank,,ing,suncor energy,trex
munich re (münchener rück),"itron
",zijin mining,wanhua chemical,LG Corp,corteva,corteva,credit acceptance
republic services,"ebro foods
",s.f. express,ambev,Vivendi,aflac,wanhua chemical,first financial bank
chipotle mexican grill,fortis healthcare,nxp semiconductors,suncor energy,Eiffage,the travelers companies,autodesk,varonis
the travelers companies,lundin gold,motorola solutions,ecolab,,mercadolibre,cintas,torrid
simon property group,dunelm group,autozone,s.f. express,,infineon,aflac,international seaways
aflac,elekta ab,east money information,paychex,GFL Environmental,autodesk,palo alto networks,eastern bankshares
mitsui bussan,grindwell norton,bayan resources,bce,Gjensidige Forsikring,chugai pharmaceutical,s.f. express,prologis
devon energy,"bachoco
",ecolab,banco santander brasil,Sumitomo Metal Mining,fidelity national information services,infineon,doma
woodside energy,excelerate energy,suncor energy,lululemon athletica,Allegion,republic services,the hershey company,perdoceo education
paychex,"genworth financial
",realty income,ross stores,Svenska Cellulosa Aktiebolaget (SCA),maaden,fidelity national information services,bluelinx
itōchū shōji,pick n pay stores,ping an bank,newmont,,ecolab,realty income,reading international
motorola solutions,"bank of maharashtra
",prudential,prudential,,fortescue,ping an bank,q2
enphase energy,"konecranes
",kotak mahindra bank,ocbc bank,,,bajaj finance,prog holdings
maaden,synlab,centene,kinder morgan,Isuzu,block,nxp semiconductors,first hawaiian bank
alimentation couche-tard,rocket lab,budweiser apac,infineon,,exelon corporation,,heartland financial usa
agilent technologies,atlantic union bankshares,banco santander brasil,citic securities,,lululemon athletica,ecolab,gibraltar industries
national grid,hayward,paychex,workday,BorgWarner,fortinet,the travelers companies,abiomed
takeda pharmaceutical,keywords studios,autodesk,nxp semiconductors,Builders FirstSource,tc energy,tc energy,compass minerals
kimberly-clark,gibson energy,wuxi apptec,block,,itaú unibanco,centene,tandem diabetes care
bank of communications,alliance resource partners,newmont,ping an bank,Full Truck Alliance,maybank,,embecta
netease,mr price group,exelon corporation,fidelity national information services,Keppel,sk hynix,kotak mahindra bank,the azek company
microchip technology,"aksa energy
",ferrari,ferrari,,hess,ocbc bank,innovage
williams companies,"bankunited
",ocbc bank,trane technologies,Tingyi (master kang),intesa sanpaolo,wuxi apptec,federated hermes
kinder morgan,bgf retail,workday,tokio marine,,suncor energy,motorola solutions,tootsie roll industries
muyuan foods,"lic housing finance
",block,chugai pharmaceutical,Penske Automotive,microchip technology,chugai pharmaceutical,neogenomics
hoya,"coca-cola ä°ã§ecek
",tc energy,palo alto networks,,tokio marine,bce,comtech telecommunications
carrier,"xl axiata
",ambev,nordea bank,Korea Zinc,compass group,ambev,home bancshares
capital one,iveric bio,bce,tc energy,,sysco,paychex,idacorp
s.f. express,"crisil
",dexcom,republic services,Owens Corning,biogen,budweiser apac,confluent
wesfarmers,dã¼rr,nordea bank,honda,Comerica,bce,tokio marine,usana
waste connections,freenet,kinder morgan,sun hung kai properties,SK Group,l3harris technologies,newmont,six flags
zijin mining,bavarian nordic,chipotle mexican grill,nutrien,Pure Storage,baidu,dexcom,heidrick & struggles
maersk,forward air,tokio marine,arthur j. gallagher & co.,Deutsche Wohnen,s.f. express,devon energy,the trade desk
adani transmission,"spectrum brands
",trane technologies,autodesk,SRF Limited,wanhua chemical,naspers,qualys
hcl technologies,"worthington industries
",naspers,biogen,IMCD,williams companies,sika,fb financial
xcel energy,encore wire,las vegas sands,realty income,,ocbc bank,volvo group,allied motion technologies
marvell technology group,alpha metallurgical resources,palo alto networks,devon energy,,ferrari,exelon corporation,rumbleon
volvo group,zee entertainment,yanghe,microchip technology,James Hardie Industries,budweiser apac,nordea bank,bancfirst
parker-hannifin,frontier airlines,apollo global management,banco bilbao vizcaya argentaria,United Utilities,honda,kinder morgan,forrester research
hilton worldwide,cal-maine foods,sika,snowflake,,citic securities,banco santander brasil,avepoint
cenovus energy,ermenegildo zegna,mizuho financial group,compass group,Umicore,arthur j. gallagher & co.,las vegas sands,pioneer natural resources
mediatek,safestore,devon energy,sysco,Advance Auto Parts,kinder morgan,banco bilbao vizcaya argentaria,ranger energy services
uob,port of tauranga,banco bilbao vizcaya argentaria,ørsted,,trane technologies,iqvia,
ørsted,alm. brand,constellation brands,williams companies,Yaskawa,cheniere energy,compass group,sps commerce
nordea bank,helen of troy,biogen,parker-hannifin,,realty income,jiangsu hengrui medicine,innospec
energy transfer partners,makkah construction & development,arthur j. gallagher & co.,zijin mining,QNB Finansbank,devon energy,sun hung kai properties,diamond offshore drilling
newmont,alsok,fidelity national information services,constellation brands,,ross stores,lloyds banking group,granite construction
realty income,"ipca laboratories
",ørsted,las vegas sands,Taiwan Mobile,denso,yanghe,everbridge
lloyds banking group,"chegg
",ross stores,lloyds banking group,,arista networks,biogen,genesis energy l.p.
sika,viasat,dow,l3harris technologies,,nornickel,anta sports,powell industries
