01-DDD-change1y,00-avengers-change_1_year,04-iGMM-change_1year
10.58_perc,-20.24_perc,
7.41_perc,-35.02_perc,-35.15_perc
-25.13_perc,-13.53_perc,
-26.41_perc,-27.63_perc,-3.31_perc
12.55_perc,-28.00_perc,
34.60_perc,43.30_perc,-25.15_perc
-42.93_perc,-2.23_perc,-3.15_perc
-13.98_perc,-63.73_perc,-22.36_perc
-7.22_perc,-26.26_perc,-26.81_perc
-32.32_perc,-8.71_perc,1.83_perc
-35.05_perc,-24.43_perc,
-49.88_perc,31.55_perc,
1.29_perc,-11.64_perc,
15.36_perc,9.24_perc,-5.94_perc
-46.20_perc,-22.85_perc,21.34_perc
-48.26_perc,23.09_perc,-20.62_perc
10.91_perc,5.78_perc,7.68_perc
-10.36_perc,36.42_perc,-17.89_perc
-31.29_perc,-10.43_perc,
-9.77_perc,-21.30_perc,-22.08_perc
-14.82_perc,-42.12_perc,4.34_perc
4.50_perc,-2.54_perc,
-8.74_perc,-41.48_perc,
51.29_perc,45.83_perc,-28.72_perc
25.37_perc,-0.72_perc,
12.82_perc,-5.54_perc,
81.80_perc,7.66_perc,-43.96_perc
-8.30_perc,10.78_perc,-7.43_perc
-16.18_perc,-6.68_perc,-49.65_perc
-20.77_perc,2.36_perc,
-53.81_perc,-29.00_perc,-14.33_perc
149.61_perc,3.74_perc,-49.48_perc
1.81_perc,1.32_perc,-55.59_perc
-24.05_perc,10.76_perc,-54.96_perc
27.95_perc,-26.14_perc,
-22.64_perc,-10.96_perc,-31.97_perc
-39.09_perc,-12.33_perc,
465.29_perc,-55.91_perc,9.37_perc
-55.84_perc,-4.71_perc,
-17.64_perc,-18.28_perc,
-6.93_perc,7.51_perc,-35.04_perc
-5.10_perc,8.24_perc,
-22.48_perc,1.08_perc,-3.68_perc
-46.92_perc,-15.81_perc,-10.94_perc
8.33_perc,-5.60_perc,
-12.57_perc,-54.85_perc,41.85_perc
-21.51_perc,13.09_perc,-32.07_perc
23.05_perc,-27.62_perc,
-32.87_perc,-8.09_perc,
-48.65_perc,22.86_perc,-5.36_perc
-25.72_perc,-13.64_perc,
37.64_perc,23.03_perc,
21.54_perc,-24.91_perc,-25.74_perc
46.24_perc,-19.78_perc,7.11_perc
-10.58_perc,2.60_perc,-12.99_perc
78.60_perc,-40.33_perc,-64.83_perc
-23.76_perc,7.25_perc,
18.73_perc,31.61_perc,-21.62_perc
-65.20_perc,-66.78_perc,53.87_perc
-32.21_perc,-17.06_perc,
-7.31_perc,-57.78_perc,
10.76_perc,-16.05_perc,
-9.54_perc,3.37_perc,-20.38_perc
9.40_perc,11.34_perc,-10.24_perc
-10.15_perc,-32.24_perc,-10.55_perc
-23.58_perc,34.75_perc,
5.59_perc,-14.99_perc,14.91_perc
4.85_perc,34.73_perc,
-41.17_perc,2.34_perc,
1.61_perc,-11.64_perc,8.19_perc
-18.36_perc,-3.09_perc,-13.47_perc
5.23_perc,-10.74_perc,11.88_perc
-22.40_perc,-1.29_perc,-8.66_perc
-24.67_perc,-15.12_perc,11.12_perc
0.29_perc,-61.25_perc,0.00_perc
1.19_perc,-9.90_perc,
11.89_perc,-24.78_perc,
-60.75_perc,34.76_perc,
11.53_perc,-41.64_perc,
-62.50_perc,-54.62_perc,
-7.55_perc,5.92_perc,101.33_perc
-23.09_perc,-7.92_perc,
-37.74_perc,-3.87_perc,
-17.74_perc,-32.82_perc,-10.31_perc
-13.45_perc,-18.18_perc,
-19.15_perc,-36.28_perc,-21.76_perc
5.78_perc,4.02_perc,
-55.68_perc,-20.84_perc,10.40_perc
-52.44_perc,-39.80_perc,
2.76_perc,2.55_perc,
-11.60_perc,-56.97_perc,-22.53_perc
-44.49_perc,24.66_perc,
-30.53_perc,72.78_perc,-35.04_perc
-3.94_perc,-20.75_perc,
-5.86_perc,-11.11_perc,-24.15_perc
0.18_perc,31.16_perc,-25.57_perc
-8.56_perc,-1.27_perc,-4.42_perc
21.78_perc,-23.70_perc,
-4.61_perc,-21.72_perc,9.17_perc
-36.31_perc,-28.07_perc,
-8.20_perc,87.10_perc,-6.89_perc
none,25.44_perc,
-38.42_perc,20.76_perc,-28.54_perc
-14.22_perc,-14.26_perc,-11.68_perc
-16.99_perc,-19.77_perc,
-50.00_perc,-16.78_perc,-9.39_perc
-8.91_perc,1.32_perc,-22.29_perc
-41.82_perc,-4.03_perc,-21.91_perc
-17.59_perc,-13.78_perc,
18.56_perc,-5.24_perc,13.64_perc
-30.62_perc,-55.00_perc,-39.74_perc
-14.27_perc,-8.77_perc,-33.09_perc
2.22_perc,-18.82_perc,
50.54_perc,-16.95_perc,
12.89_perc,29.27_perc,
-15.07_perc,-80.87_perc,
-28.24_perc,37.27_perc,290.80_perc
-24.04_perc,17.10_perc,-21.77_perc
-12.79_perc,-22.59_perc,-17.45_perc
-7.23_perc,-70.93_perc,
3.87_perc,-24.09_perc,-75.05_perc
13.93_perc,0.28_perc,-27.61_perc
-20.44_perc,19.08_perc,
8.00_perc,76.04_perc,-15.61_perc
-9.00_perc,-5.66_perc,-22.58_perc
12.54_perc,-28.31_perc,60.53_perc
-22.63_perc,113.26_perc,
-25.42_perc,-18.03_perc,
-88.16_perc,22.67_perc,-14.83_perc
-9.11_perc,-13.25_perc,
-16.32_perc,-26.08_perc,
31.45_perc,4.00_perc,-15.00_perc
-18.18_perc,-20.92_perc,-24.03_perc
-16.89_perc,-2.85_perc,
45.67_perc,-26.98_perc,-2.79_perc
37.89_perc,66.65_perc,
20.28_perc,12.13_perc,
-25.83_perc,-10.21_perc,
-23.23_perc,50.29_perc,
-24.49_perc,28.12_perc,-13.30_perc
7.28_perc,-26.95_perc,
-13.97_perc,,
-42.57_perc,46.06_perc,
22.13_perc,8.00_perc,-38.69_perc
-33.08_perc,-17.07_perc,
-85.96_perc,14.24_perc,
12.14_perc,3.70_perc,
-48.13_perc,-27.44_perc,
9.32_perc,-94.31_perc,
18.74_perc,-5.59_perc,
5.14_perc,90.89_perc,
3.78_perc,9.79_perc,-40.46_perc
-0.16_perc,-18.92_perc,
-51.83_perc,-19.34_perc,-0.33_perc
-14.89_perc,-3.81_perc,
0.35_perc,63.36_perc,
0.34_perc,-16.76_perc,95.16_perc
-39.54_perc,-36.18_perc,100.88_perc
2.52_perc,-31.94_perc,
-4.21_perc,-33.33_perc,
-1.00_perc,26.64_perc,-38.16_perc
-35.16_perc,9.13_perc,
-78.61_perc,2.69_perc,
-14.95_perc,-7.71_perc,-17.26_perc
-27.16_perc,-22.77_perc,
none,-57.87_perc,-47.37_perc
76.20_perc,-43.70_perc,28.45_perc
-49.33_perc,19.06_perc,-5.60_perc
28.10_perc,-13.02_perc,-49.36_perc
-48.48_perc,0.94_perc,-20.00_perc
-0.68_perc,83.81_perc,
none,-8.30_perc,
-40.31_perc,16.97_perc,-41.34_perc
-12.23_perc,-32.89_perc,
0.31_perc,37.19_perc,
11.50_perc,35.27_perc,
-7.76_perc,-13.45_perc,
-60.36_perc,-35.52_perc,
-7.93_perc,12.78_perc,0.00_perc
-50.80_perc,-8.20_perc,
-11.50_perc,42.00_perc,
-9.75_perc,-21.01_perc,-26.69_perc
-7.69_perc,-16.67_perc,
-11.67_perc,37.18_perc,
5.92_perc,16.02_perc,
-17.71_perc,-39.01_perc,
-33.51_perc,3.63_perc,-26.15_perc
-10.68_perc,-14.13_perc,-33.11_perc
-1.40_perc,1.61_perc,-17.15_perc
-17.57_perc,-22.65_perc,-29.52_perc
-30.10_perc,-20.82_perc,
-19.68_perc,-21.95_perc,18.10_perc
-36.04_perc,-11.69_perc,-33.49_perc
-4.25_perc,-20.60_perc,
-26.44_perc,16.00_perc,-7.10_perc
-8.64_perc,-22.28_perc,12.80_perc
25.93_perc,-19.52_perc,
-7.40_perc,13.49_perc,
-17.21_perc,1.70_perc,
-58.70_perc,-27.94_perc,-1.22_perc
68.33_perc,-30.57_perc,-18.60_perc
-19.53_perc,42.29_perc,13.89_perc
6.89_perc,64.95_perc,
-4.79_perc,-25.16_perc,-28.32_perc
99.30_perc,-43.97_perc,
-44.82_perc,0.15_perc,
62.31_perc,-2.70_perc,
-32.98_perc,49.75_perc,-37.82_perc
39.09_perc,-30.89_perc,
-4.83_perc,-22.29_perc,
0.18_perc,-2.71_perc,-72.57_perc
-18.57_perc,-18.46_perc,
-37.92_perc,13.05_perc,
22.73_perc,-1.07_perc,
22.24_perc,9.91_perc,
-9.71_perc,-29.63_perc,10.41_perc
-8.92_perc,-44.13_perc,
51.11_perc,-20.59_perc,-7.51_perc
-18.75_perc,-15.27_perc,
5.13_perc,2.32_perc,
0.00_perc,-1.21_perc,
0.91_perc,5.97_perc,
15.01_perc,23.05_perc,
-15.23_perc,-32.61_perc,-40.74_perc
-2.20_perc,-5.59_perc,
-20.27_perc,17.46_perc,
-50.75_perc,-8.92_perc,8.19_perc
-5.27_perc,-19.55_perc,-42.62_perc
-1.98_perc,-5.77_perc,-28.85_perc
-15.00_perc,-25.11_perc,-37.03_perc
73.62_perc,-7.29_perc,
-11.36_perc,24.76_perc,
-0.57_perc,-1.62_perc,-45.00_perc
-22.23_perc,-15.02_perc,
-12.52_perc,-8.33_perc,-51.56_perc
-11.96_perc,-18.27_perc,-29.40_perc
-28.53_perc,-9.49_perc,-24.96_perc
14.29_perc,-25.91_perc,
-23.89_perc,-22.13_perc,-43.26_perc
-3.05_perc,8.89_perc,
-30.07_perc,-61.14_perc,
-19.63_perc,-47.07_perc,
-40.06_perc,54.66_perc,
83.33_perc,20.12_perc,5.45_perc
0.00_perc,7.47_perc,
16.32_perc,-24.72_perc,4.50_perc
-27.44_perc,12.03_perc,-32.16_perc
-6.39_perc,-90.69_perc,-3.73_perc
-16.39_perc,42.35_perc,-17.14_perc
-32.95_perc,-25.52_perc,
-17.76_perc,3.05_perc,
-37.12_perc,14.06_perc,-46.53_perc
-20.60_perc,-17.73_perc,7.47_perc
-27.31_perc,7.72_perc,
117.41_perc,-33.85_perc,-25.24_perc
-8.75_perc,-9.64_perc,
-55.99_perc,4.17_perc,
8.67_perc,-29.82_perc,
13.67_perc,29.78_perc,-15.76_perc
-56.68_perc,-73.13_perc,
-31.04_perc,-78.08_perc,
-18.66_perc,20.73_perc,-63.93_perc
1.29_perc,5.92_perc,
-32.20_perc,-18.86_perc,
4.86_perc,43.38_perc,
-18.81_perc,-79.03_perc,
-15.56_perc,-0.49_perc,-6.68_perc
-33.73_perc,12.82_perc,-45.60_perc
-18.53_perc,-30.47_perc,-33.43_perc
-2.41_perc,-22.26_perc,-3.87_perc
-64.88_perc,-35.11_perc,-30.51_perc
52.50_perc,-2.50_perc,-12.62_perc
-26.50_perc,-6.99_perc,
-9.15_perc,31.13_perc,-10.41_perc
-5.79_perc,-9.56_perc,
7.33_perc,-3.07_perc,
1.37_perc,9.40_perc,
-35.05_perc,-18.75_perc,
6.05_perc,-11.17_perc,-35.11_perc
-18.99_perc,-4.29_perc,20.33_perc
91.53_perc,-6.21_perc,18.63_perc
24.20_perc,-5.34_perc,
33.71_perc,-21.97_perc,
42.62_perc,-30.63_perc,-38.92_perc
-14.57_perc,-40.36_perc,-41.78_perc
-9.96_perc,,
-42.23_perc,8.04_perc,
53.45_perc,,
76.02_perc,,
2.89_perc,,
-25.49_perc,,-34.55_perc
-1.20_perc,,
-21.19_perc,,-15.74_perc
6.09_perc,,19.63_perc
-3.21_perc,,
-26.99_perc,,
-26.96_perc,,
-2.85_perc,,
-30.29_perc,,
2.77_perc,,-28.90_perc
40.86_perc,,-4.13_perc
-22.84_perc,,
-25.75_perc,,
70.00_perc,-7.67_perc,-12.68_perc
-12.06_perc,,
-54.62_perc,,45.69_perc
-29.87_perc,,
-22.58_perc,,
-3.00_perc,,-39.35_perc
-47.39_perc,,
-0.22_perc,,-17.18_perc
2.25_perc,,
-20.23_perc,,-33.40_perc
-45.99_perc,,-36.88_perc
-41.34_perc,,-35.17_perc
-17.61_perc,,
14.71_perc,,
46.66_perc,,-7.48_perc
5.69_perc,,
37.25_perc,,
-11.43_perc,-24.55_perc,-46.80_perc
-28.61_perc,,
-20.29_perc,,-36.83_perc
45.98_perc,,26.55_perc
1.44_perc,,-39.91_perc
-12.99_perc,,6.74_perc
0.00_perc,,
65.72_perc,,-12.52_perc
-22.40_perc,,
-34.56_perc,,
-13.67_perc,,-18.49_perc
-4.83_perc,,
-6.75_perc,,-58.82_perc
-46.24_perc,,-36.15_perc
-2.33_perc,,-30.00_perc
93.86_perc,,
2.78_perc,,-14.50_perc
-19.75_perc,,
0.85_perc,,
74.32_perc,,
14.53_perc,,
-5.29_perc,,-11.70_perc
10.09_perc,,
16.00_perc,,-47.90_perc
-38.46_perc,,
-14.10_perc,,
-0.32_perc,,
-50.60_perc,,
21.47_perc,,-50.86_perc
-21.73_perc,,
"3,206.90_perc",,
-23.32_perc,,-18.87_perc
-51.26_perc,,-47.77_perc
-63.75_perc,,
6.57_perc,,-12.28_perc
-3.65_perc,,-29.81_perc
-28.60_perc,,8.49_perc
-24.75_perc,,
-50.86_perc,,-63.63_perc
-94.29_perc,-7.87_perc,-15.44_perc
50.68_perc,,-11.65_perc
98.72_perc,,
30.42_perc,,24.92_perc
49.74_perc,,
12.81_perc,,2.16_perc
-4.94_perc,,
-29.20_perc,,11.88_perc
18.15_perc,,7.34_perc
32.78_perc,,
none,,
-57.12_perc,,-21.67_perc
-33.61_perc,,1.35_perc
-64.44_perc,,
6.02_perc,,
3.64_perc,,
11.99_perc,,
-2.33_perc,,
-1.07_perc,,-68.15_perc
0.62_perc,,-27.98_perc
-10.53_perc,,-55.92_perc
-28.57_perc,,
72.86_perc,,-1.62_perc
10.61_perc,,-17.57_perc
-4.68_perc,,
14.11_perc,,
-8.12_perc,,
61.64_perc,,-1.23_perc
-11.79_perc,3.99_perc,
-26.93_perc,-1.12_perc,
-27.22_perc,-17.00_perc,
-22.33_perc,-7.72_perc,
-52.73_perc,0.62_perc,-23.66_perc
-14.11_perc,-2.37_perc,
-19.97_perc,2.58_perc,
-26.53_perc,-15.16_perc,-23.58_perc
90.32_perc,-22.34_perc,
47.84_perc,-36.20_perc,
-39.14_perc,2.38_perc,-74.91_perc
35.44_perc,-6.84_perc,-29.73_perc
-26.83_perc,4.67_perc,-37.99_perc
-50.81_perc,-22.85_perc,
50.61_perc,3.35_perc,-6.01_perc
-22.22_perc,3.01_perc,-3.98_perc
-22.17_perc,-23.78_perc,
-29.70_perc,13.53_perc,
-7.85_perc,5.12_perc,15.05_perc
-11.04_perc,-9.33_perc,
-31.44_perc,-31.67_perc,
-39.17_perc,-9.98_perc,-25.21_perc
-24.37_perc,-10.62_perc,-25.62_perc
4.13_perc,-15.31_perc,
-8.56_perc,21.22_perc,
none,-10.72_perc,
-13.57_perc,3.94_perc,
-18.97_perc,-37.78_perc,-47.08_perc
-14.16_perc,-38.82_perc,
8.16_perc,-19.51_perc,-18.52_perc
-10.96_perc,-16.10_perc,
-12.78_perc,-5.96_perc,
-14.92_perc,-6.98_perc,
4.68_perc,-26.97_perc,
-24.77_perc,-33.55_perc,
-2.08_perc,-22.75_perc,
-20.00_perc,-1.03_perc,
12.99_perc,-6.73_perc,
-6.72_perc,-57.47_perc,-54.01_perc
-74.44_perc,,18.20_perc
-26.95_perc,-13.75_perc,-12.62_perc
-18.57_perc,16.69_perc,-7.48_perc
7.48_perc,12.11_perc,
-26.49_perc,28.23_perc,-71.85_perc
-11.28_perc,-15.16_perc,-4.45_perc
-5.26_perc,5.10_perc,13.83_perc
-17.91_perc,4.54_perc,
-6.74_perc,-13.24_perc,
204.02_perc,-4.43_perc,-39.08_perc
-34.30_perc,-22.93_perc,
-6.08_perc,-33.64_perc,
8.62_perc,14.17_perc,
17.79_perc,1.55_perc,
-25.98_perc,21.61_perc,
-34.78_perc,49.77_perc,
none,38.31_perc,-35.21_perc
-7.71_perc,-30.93_perc,-9.89_perc
-12.46_perc,-18.04_perc,-20.27_perc
-25.60_perc,5.27_perc,
21.39_perc,19.58_perc,
-43.27_perc,3.45_perc,-50.46_perc
-0.82_perc,-25.77_perc,-38.61_perc
35.93_perc,12.24_perc,-56.20_perc
-49.59_perc,-3.62_perc,13.93_perc
0.40_perc,-25.39_perc,-57.37_perc
-74.36_perc,-22.87_perc,
-56.60_perc,-0.92_perc,
-54.76_perc,15.37_perc,
-9.78_perc,-30.30_perc,15.33_perc
-16.64_perc,7.52_perc,
-6.49_perc,-27.88_perc,
-42.50_perc,-15.13_perc,
23.81_perc,-28.12_perc,-24.99_perc
-0.56_perc,19.08_perc,-75.59_perc
-14.87_perc,25.06_perc,
-12.23_perc,134.39_perc,-31.15_perc
-13.08_perc,2.02_perc,-3.71_perc
-30.43_perc,-15.76_perc,63.45_perc
-31.08_perc,8.03_perc,
-71.62_perc,127.41_perc,-76.82_perc
19.82_perc,-26.10_perc,-58.91_perc
-1.32_perc,-14.31_perc,-14.37_perc
29.98_perc,2.40_perc,-22.74_perc
-35.49_perc,-5.31_perc,-44.86_perc
18.52_perc,-4.41_perc,-36.84_perc
-12.75_perc,14.09_perc,-32.70_perc
-17.48_perc,-4.29_perc,
18.80_perc,1.69_perc,-12.45_perc
133.96_perc,-0.74_perc,-39.31_perc
15.55_perc,-30.84_perc,
-11.22_perc,2.81_perc,
-64.83_perc,-22.12_perc,
-8.47_perc,-30.39_perc,
-16.10_perc,-8.11_perc,-26.83_perc
18.02_perc,-55.37_perc,7.05_perc
-27.35_perc,-41.16_perc,9.58_perc
-27.62_perc,-2.17_perc,14.29_perc
-30.95_perc,-23.13_perc,14.73_perc
-27.16_perc,-5.52_perc,-42.96_perc
-7.50_perc,-56.06_perc,
-6.95_perc,-17.12_perc,-15.04_perc
-6.16_perc,34.40_perc,-5.08_perc
-57.79_perc,-8.24_perc,
9.72_perc,35.52_perc,-54.65_perc
65.15_perc,30.52_perc,-27.32_perc
-9.21_perc,39.06_perc,-33.17_perc
33.10_perc,-19.57_perc,
-9.56_perc,1.96_perc,
10.97_perc,55.98_perc,-32.36_perc
-18.58_perc,20.17_perc,
-9.68_perc,-1.14_perc,-12.53_perc
-33.69_perc,-33.70_perc,-6.07_perc
6.08_perc,-4.71_perc,-47.23_perc
-8.97_perc,78.63_perc,-14.97_perc
-19.49_perc,-2.55_perc,-29.78_perc
21.72_perc,-11.39_perc,-24.71_perc
-3.21_perc,15.95_perc,7.94_perc
28.13_perc,24.57_perc,-85.54_perc
13.67_perc,46.55_perc,-11.11_perc
1.04_perc,-86.86_perc,
-22.38_perc,-10.09_perc,
-3.34_perc,-37.15_perc,
-9.04_perc,-24.78_perc,
16.74_perc,-55.70_perc,-54.21_perc
-15.63_perc,30.93_perc,
-7.30_perc,-19.43_perc,-28.10_perc
-20.31_perc,-1.62_perc,
-20.52_perc,27.54_perc,
-31.79_perc,-4.74_perc,-7.03_perc
-46.30_perc,-5.68_perc,
-1.14_perc,-7.94_perc,
1.76_perc,-28.35_perc,-56.57_perc
17.87_perc,0.68_perc,-4.72_perc
-14.53_perc,-0.78_perc,
27.50_perc,-6.91_perc,
-33.95_perc,-18.23_perc,
-38.76_perc,8.98_perc,
33.47_perc,-2.73_perc,-18.53_perc
-65.00_perc,-18.85_perc,-38.46_perc
-26.90_perc,-42.45_perc,-17.92_perc
-22.20_perc,4.26_perc,-35.92_perc
-9.43_perc,22.04_perc,
-3.52_perc,-25.60_perc,-47.66_perc
-14.60_perc,46.79_perc,
6.88_perc,-18.53_perc,-26.38_perc
-27.40_perc,-5.74_perc,
-36.58_perc,-9.49_perc,
-20.27_perc,-26.72_perc,
2.32_perc,4.48_perc,
-5.32_perc,-1.42_perc,
321.94_perc,-34.26_perc,
15.19_perc,36.41_perc,-78.11_perc
-39.47_perc,28.82_perc,
22.51_perc,101.08_perc,
83.53_perc,-16.07_perc,119.99_perc
-23.23_perc,74.63_perc,-26.82_perc
-31.79_perc,-17.54_perc,3.69_perc
1.19_perc,-8.08_perc,14.36_perc
-23.51_perc,-5.13_perc,-32.89_perc
-34.79_perc,-39.74_perc,
-8.65_perc,-31.28_perc,
none,-6.80_perc,
26.93_perc,4.26_perc,
-1.39_perc,5.53_perc,
-32.84_perc,-58.82_perc,
-8.97_perc,-37.33_perc,49.73_perc
15.02_perc,-46.99_perc,
-41.62_perc,-5.70_perc,-32.03_perc
-26.71_perc,-12.76_perc,-9.26_perc
-20.53_perc,-10.61_perc,30.39_perc
57.22_perc,-18.05_perc,-62.67_perc
-14.08_perc,16.98_perc,-57.08_perc
-7.30_perc,-29.99_perc,
-14.96_perc,65.95_perc,-29.76_perc
-2.63_perc,-21.42_perc,
-16.42_perc,-12.20_perc,
18.34_perc,134.73_perc,
-4.99_perc,-9.46_perc,
11.30_perc,0.77_perc,
7.14_perc,0.57_perc,-83.92_perc
-19.57_perc,25.08_perc,
-28.25_perc,26.88_perc,
-5.41_perc,-19.72_perc,
-15.29_perc,-61.16_perc,
-21.62_perc,-8.22_perc,
-3.62_perc,36.90_perc,
-20.16_perc,-13.77_perc,
-16.34_perc,-30.08_perc,0.23_perc
1.99_perc,-41.07_perc,-58.99_perc
-19.84_perc,10.43_perc,
16.66_perc,-15.57_perc,
7.46_perc,-8.70_perc,-14.91_perc
-6.02_perc,0.84_perc,
-4.83_perc,7.68_perc,
-5.19_perc,25.75_perc,
-68.57_perc,7.75_perc,-7.87_perc
-23.13_perc,-11.17_perc,
-26.20_perc,-19.10_perc,
-22.12_perc,-24.55_perc,
-39.22_perc,21.82_perc,-13.06_perc
-33.30_perc,-2.08_perc,-30.47_perc
-30.56_perc,0.10_perc,
-49.79_perc,-2.81_perc,
-31.33_perc,219.36_perc,
5.16_perc,7.69_perc,-9.35_perc
243.49_perc,-12.55_perc,
-67.37_perc,-45.17_perc,
84.97_perc,-9.98_perc,29.29_perc
-24.79_perc,-34.79_perc,-40.08_perc
-20.24_perc,-94.15_perc,
51.69_perc,,
-54.73_perc,-21.74_perc,1.86_perc
-51.60_perc,-36.70_perc,-77.03_perc
29.49_perc,1.68_perc,-45.83_perc
20.99_perc,17.51_perc,
17.00_perc,5.82_perc,
-12.19_perc,-2.48_perc,
-32.06_perc,-13.04_perc,
99.54_perc,-11.16_perc,-74.09_perc
33.05_perc,-2.68_perc,
-14.74_perc,17.01_perc,-31.91_perc
-55.27_perc,14.98_perc,
125.56_perc,36.93_perc,-39.82_perc
-30.72_perc,-9.98_perc,
-32.94_perc,-87.37_perc,
0.54_perc,-10.87_perc,
-24.70_perc,-12.14_perc,32.66_perc
0.94_perc,-3.66_perc,
1.42_perc,-13.94_perc,-71.66_perc
1.02_perc,-75.19_perc,
-18.81_perc,-13.50_perc,-76.99_perc
-9.24_perc,-0.79_perc,
1.99_perc,-1.31_perc,
21.41_perc,-1.05_perc,
14.78_perc,-12.50_perc,-58.51_perc
-5.77_perc,-17.51_perc,
-87.59_perc,0.00_perc,
-34.52_perc,-1.48_perc,-46.55_perc
0.44_perc,-30.94_perc,
-14.65_perc,-8.48_perc,
-24.59_perc,-41.74_perc,
-50.29_perc,6.28_perc,
23.27_perc,14.88_perc,-4.87_perc
68.07_perc,1.95_perc,
21.67_perc,-3.63_perc,
-19.82_perc,-9.73_perc,
-6.98_perc,-20.76_perc,
-29.76_perc,-41.30_perc,
9.52_perc,61.28_perc,
8.11_perc,-16.38_perc,
-2.45_perc,11.59_perc,
34.86_perc,-13.33_perc,
-15.38_perc,-32.85_perc,-69.39_perc
28.01_perc,-39.74_perc,
-40.44_perc,-9.65_perc,20.00_perc
-19.76_perc,-14.24_perc,
-7.25_perc,25.63_perc,-73.05_perc
-27.66_perc,-41.41_perc,
0.40_perc,-32.90_perc,
-4.18_perc,87.03_perc,-28.76_perc
-24.16_perc,-11.07_perc,
12.12_perc,-2.84_perc,-73.53_perc
-6.97_perc,-40.51_perc,-55.56_perc
-43.78_perc,2.31_perc,
131.91_perc,14.53_perc,
-28.23_perc,14.49_perc,
-23.76_perc,25.93_perc,
-53.59_perc,,
-14.53_perc,24.93_perc,-6.85_perc
-5.85_perc,-59.13_perc,
-14.42_perc,19.29_perc,
-43.69_perc,70.55_perc,
12.98_perc,-16.19_perc,
-18.76_perc,-8.06_perc,
-36.77_perc,28.51_perc,-37.49_perc
-17.50_perc,-50.83_perc,
-37.46_perc,-13.14_perc,
-13.52_perc,-50.67_perc,13.32_perc
15.96_perc,2.85_perc,
-5.25_perc,16.44_perc,
-19.04_perc,1.88_perc,-62.96_perc
-6.57_perc,11.60_perc,-11.78_perc
-6.14_perc,-7.96_perc,9.83_perc
16.54_perc,-27.62_perc,
3.62_perc,-22.21_perc,
-8.09_perc,14.55_perc,-69.28_perc
48.15_perc,-7.75_perc,
3.16_perc,-15.77_perc,-59.49_perc
-3.08_perc,-28.08_perc,75.61_perc
-59.70_perc,-2.17_perc,
-24.08_perc,-16.37_perc,-8.66_perc
63.93_perc,213.57_perc,
-10.15_perc,25.71_perc,-35.29_perc
-29.14_perc,-3.76_perc,41.84_perc
-23.79_perc,9.87_perc,
-6.79_perc,77.66_perc,
-6.87_perc,-36.86_perc,
-30.00_perc,28.30_perc,
-13.61_perc,-22.14_perc,-57.59_perc
-18.74_perc,6.48_perc,
14.55_perc,-22.67_perc,-48.21_perc
5.57_perc,12.35_perc,
60.72_perc,-23.28_perc,
-32.21_perc,-41.09_perc,-16.57_perc
26.20_perc,19.68_perc,
"2,137.57_perc",-8.42_perc,-66.67_perc
28.91_perc,-55.38_perc,-22.96_perc
-17.58_perc,-27.53_perc,8.99_perc
18.81_perc,-2.35_perc,
-1.08_perc,66.71_perc,-68.74_perc
8.02_perc,-6.88_perc,
37.18_perc,3.89_perc,
44.70_perc,-13.84_perc,
-28.20_perc,-36.88_perc,112.09_perc
26.44_perc,-11.90_perc,
-5.73_perc,-15.38_perc,-38.61_perc
-10.27_perc,-47.03_perc,-35.02_perc
-18.22_perc,46.37_perc,
-30.15_perc,13.13_perc,
-9.47_perc,-8.70_perc,-28.01_perc
5.29_perc,-49.14_perc,
-2.05_perc,-32.24_perc,
-36.83_perc,-29.77_perc,164.93_perc
-17.11_perc,66.36_perc,
107.21_perc,-12.65_perc,-35.42_perc
-10.34_perc,-3.33_perc,
3.03_perc,-23.37_perc,-8.99_perc
9.95_perc,-24.74_perc,-63.18_perc
-22.59_perc,-26.03_perc,
-37.67_perc,4.11_perc,
5.45_perc,-17.04_perc,-59.50_perc
-55.15_perc,-16.35_perc,-43.96_perc
32.93_perc,-64.38_perc,
-3.96_perc,-55.30_perc,
-25.75_perc,-4.43_perc,
10.67_perc,-19.76_perc,
-10.64_perc,-14.03_perc,-87.39_perc
-36.87_perc,-31.61_perc,
1.62_perc,-28.12_perc,
-46.69_perc,14.91_perc,-82.92_perc
-17.13_perc,-33.33_perc,-44.14_perc
27.78_perc,-12.23_perc,18.02_perc
52.00_perc,-13.09_perc,-32.11_perc
47.20_perc,-5.94_perc,51.90_perc
-31.89_perc,-9.70_perc,
-27.69_perc,43.53_perc,
5.00_perc,19.83_perc,
-18.64_perc,-59.96_perc,
-3.16_perc,18.58_perc,
-3.40_perc,-38.55_perc,140.00_perc
30.50_perc,-29.56_perc,
29.18_perc,99.08_perc,
6.21_perc,21.18_perc,-51.53_perc
-28.19_perc,-24.28_perc,-25.78_perc
-10.53_perc,-16.16_perc,
-44.00_perc,-22.58_perc,
39.70_perc,-30.00_perc,
-11.50_perc,-69.72_perc,
-10.37_perc,-28.40_perc,
85.53_perc,-22.26_perc,-74.03_perc
-33.97_perc,-6.96_perc,
-7.50_perc,-17.15_perc,-1.85_perc
-14.39_perc,9.49_perc,30.23_perc
-22.19_perc,-11.19_perc,
8.09_perc,-25.12_perc,
28.57_perc,-27.93_perc,-70.73_perc
-4.51_perc,-43.94_perc,
3.83_perc,0.28_perc,
33.33_perc,6.03_perc,
