09-wissel-company_code,05-MalPatSaj-symbol,04-iGMM-code,02-GioPonSpiz-codice
mpsltd.ns,prct,psfe,htlf
sfl.ns,bur,cwh,cfp.to
nykaa.ns,imkta,camt,atsg
adanipower.ns,pplpharma.ns,300518.sz,smtc
adaniports.ns,sow.f,lmat,rxo
asahiindia.ns,zip,tnk,gbtc
enginersin.ns,rsti.me,mtg-b.st,mcy
bluestarco.ns,ag1.f,fmtx,mtrn
apex.ns,blmn,apog,tgtx
whirlpool.ns,form,2356.hk,cake
bdl.ns,cofa.pa,licy,xpro
bajajelec.ns,avdx,acrs,tdw
polyplex.ns,tfg.jo,pct,vtyx
star.ns,rdw.l,pbb.de,data.l
subros.ns,boot,csr,lila
ifbind.ns,enjsa.is,usna,mnrl
cgpower.ns,este,kahot.ol,prok
voltas.ns,vltsa.pa,iag,pets.l
gabriel.ns,zeta,cbd,szg.f
greenply.ns,flng,spnt,dnut
timetechno.ns,ue,dcph,hlio
sanofi.ns,bei-un.to,oflx,gtii.cn
accelya.ns,phr,000150.ks,cstm
shalby.ns,php.l,ddl,tlry
vguard.ns,psm.f,0071.hk,cour
lichsgfin.ns,vctr,mvc.mc,ptve
awl.ns,wabcoindia.ns,morf,cvac
mirzaint.ns,rlj,azz,ftdr
prakash.ns,lnn,arqt,pam
cera.ns,page.l,pll,zip
rain.ns,buka.jk,kura,brp
wstcstpapr.ns,bfsa.de,rgr,tmdx
filatex.ns,imo1.f,glp,lkfn
coffeeday.ns,hth,om,icfi
ratnamani.ns,bir.to,sbs.f,wrby
tnpl.ns,brg.ax,spns,form
colpal.ns,payo,pfbc,bei-un.to
tatastllp.ns,lkfn,innv,etl.pa
lumaxind.ns,cprx,brkl,carg
cantabil.ns,sava,momo,este
wheels.ns,res,vrdn,hbm.hm
jslhisar.ns,len.f,tl5.mc,gpre
grindwell.ns,sah,gbg.l,vgr
geojitfsl.ns,ftdr,tcl-a.to,cmp
knrcon.ns,008930.ks,lzb,skt
rites.ns,gpre,teg.f,roic
aplapollo.ns,ajb.l,kori.pa,fgen
carboruniv.ns,nuvl,holi,dbrg
texrail.ns,six,ahh,exn.pa
rkforge.ns,scyr.mc,jwel.to,enrg.ta
skipper.ns,sstk,pra,mwa
imfa.ns,enrg.ta,mpln,rws.l
eidparry.ns,dk,002354.sz,exideind.ns
dlf.ns,3293.two,opk,ssu
jbma.ns,5301.t,dac,ibrx
ashoka.ns,hcc,dfin,oii
bodalchem.ns,gmt.nz,clmt,bfh
greenlam.ns,bab.l,fincables.ns,vcyt
wabcoindia.ns,sanoma.he,mgi,snex
godrejprop.ns,amk,wte.to,3532.tw
jindworld.ns,exn.pa,mty.to,arcb
greenpanel.ns,usim5.sa,mgl.ns,usim5.sa
hikal.ns,nbtb,mntv,page.l
somanycera.ns,cub.ns,atri,door
chalet.ns,hbm.hm,gtn,efsc
ksb.ns,wrby,west,comm
rbl.ns,stem,mbin,colbun.sn
sequent.ns,sjvn.ns,cmre,usm
deltacorp.ns,cswi,knsa,cwb.to
jsl.ns,atus,axl,ue
dixon.ns,rvnc,mod,kymr
jindalpoly.ns,maxr,kref,9533.t
graphite.ns,csgs,bsli3.sa,na9.de
jtektindia.ns,tve.to,wald,bcrx
sumichem.ns,rckt,nymt,nationalum.ns
skfindia.ns,mwa,sncy,ns
rnw,ftai,rites.ns,nbtb
neclife.ns,ken,user,004170.ks
princepipe.ns,5105.t,euz.f,ajb.l
iti.ns,fru.to,hfwa,tnet.br
hblpower.ns,bdmn.jk,mlnk,zugn.sw
marico.ns,cmp,thg.l,aif.to
kkcl.ns,envx,taro,ctre
hil.ns,safe,matv,wgo
sandhar.ns,pfv.f,dmlp,c52.si
jswenergy.ns,pey.to,zntl,phr
deepakntr.ns,tavhl.is,gabc,004990.ks
wabag.ns,ftch,oec,php.l
suzlon.ns,stlc.to,olo,mm0.f
fincables.ns,nwbi,veon,insw
paragmilk.ns,fih-u.to,kfrc,imo1.f
ricoauto.ns,olt.ol,qure,alg
galaxysurf.ns,rely,vlrs,wabcoindia.ns
gujalkali.ns,mtrn,lgnd,lif.to
neulandlab.ns,svi.to,reg1v.he,verx
gallispat.ns,gne.nz,abc.kh,batrk
suprajit.ns,vgr,wg.l,imkta
elgiequip.ns,vrtv,rblbank.ns,vct.l
nucleus.ns,cake,swtq.sw,gmt.nz
chennpetro.ns,cstm,zwc.wa,scyr.mc
hindcopper.ns,bldp,mtrn.ta,pdx.st
indorama.ns,xpel,ryi,ccs
aartidrugs.ns,etl.pa,fre.nz,peb
asiantiles.ns,efsc,pdm,csgs
jchac.ns,redington.ns,sbsi,fih-u.to
sjvn.ns,htgc,usph,arco
marksans.ns,gogl,ostk,tve.to
gepil.ns,hlio,bhvn,cnne
amber.ns,nwh-un.to,flgt,rlj
orientppr.ns,xhr,ptra,zeta
kirlfer.ns,radico.ns,asix,bab.l
tinplate.ns,trn.l,grbk,amk
sasken.ns,aif.to,plab,bir.to
finpipe.ns,alm.mc,pdfs,nuvl
nbcc.ns,ns8u.si,mfg.ax,peab-b.st
irctc.ns,wgo,cgau,cbe.pa
concor.ns,alg,semr,sybt
basf.ns,004990.ks,cyient.ns,001040.ks
bayercrop.ns,zugn.sw,grnd3.sa,nwbi
rpower.ns,usm,a5sa.f,drh
kuantum.ns,nationalum.ns,prim,alfen.as
sudarschem.ns,vct.l,sptn,aavas.ns
timken.ns,data.l,paya,klnma.is
naclind.ns,xmtr,eqx,alm.mc
purva.ns,rxrx,pump,forn.sw
schneider.ns,na9.de,mbuu,gogl
dhampursug.ns,batrk,orla,pfv.f
orientcem.ns,etwo,pay,jen.f
kscl.ns,peab-b.st,cffn,swtx
radico.ns,vplay-b.st,adpt,vrna
ace.ns,esta,ntst,7956.t
adanigreen.ns,0200.hk,mfa,nabl
rpglife.ns,brp,arko,etwo
rupa.ns,lz,cty1s.he,shb.l
indiaglyco.ns,shb.l,swir,tdcx
hmvl.ns,play,kro,sah
prajind.ns,hexaware.ns,dntl.to,bldp
3mindia.ns,adus,fsm,nmih
manglmcem.ns,mntk,rdnt,olt.ol
hcc.ns,xncr,0777.hk,0045.hk
schaeffler.ns,ccs,iova,sndx
zyduswell.ns,anzff,comp,gne.nz
swsolar.ns,agio,fvrr,tweka.as
gmdcltd.ns,mrtn,gbf.f,nwh-un.to
heidelberg.ns,int,repl,buka.jk
astramicro.ns,scho.co,cgg.to,arvn
excelindus.ns,fbk,easemytrip.ns,ses.to
cosmofilms.ns,udmy,imgn,gpe.l
chamblfert.ns,cnne,oyakc.is,hcc
gujgasltd.ns,task,bcor,irwd
philipcarb.ns,cohu,avid,htgc
safari.ns,xpro,mdgl,rym.nz
quickheal.ns,vzio,fae.mc,ken
autoaxles.ns,tah.ax,7762.t,mahindcie.ns
suntv.ns,momo,nkla,fbk
capacite.ns,comm,mel.mc,ttmi
ytra,uctt,evcm,qtwo
allcargo.ns,carg,fbrt,ctos
paisalo.ns,0045.hk,ato.pa,arhs
tejasnet.ns,asahiindia.ns,radi,tah.ax
smlisuzu.ns,hees,wnc,rrrp3.sa
inoxwind.ns,door,lxu,svi.to
iiflwam.ns,nmih,kyn,rckt
orientelec.ns,mei,fsly,rytm
repcohome.ns,atge,bonhr.ol,radico.ns
ashiana.ns,elme,var1.f,aefes.is
kcp.ns,bma,ande,idcc
nxtdigital.ns,ten,ihp.l,sand
heg.ns,rytm,sdgr,rvlv
apollopipe.ns,ns,co.pa,fru.to
impal.ns,trul.cn,obnk,scho.co
esabindia.ns,tcbk,byit.l,sanoma.he
emudhra.ns,4587.t,inbx,trn.l
midhani.ns,cwb.to,gbx,lnn
sanghiind.ns,nwn,pfhc,th
hondapower.ns,tweka.as,uan,pxt.to
fineorg.ns,ratnamani.ns,sbgi,dk
infibeam.ns,ari,gden,int
blissgvs.ns,prme,vvx,gety
oal.ns,0041.hk,gel,nwn
shankara.ns,001040.ks,vist,hexaware.ns
gtpl.ns,cbe.pa,13b.f,5105.t
igl.ns,1860.t,sbh,081660.ks
hudco.ns,happstmnds.ns,px,0041.hk
syrma.ns,sndx,tejasnet.ns,008930.ks
symphony.ns,tdw,kru.wa,idfc.ns
gtlinfra.ns,apps,mtl,qlt.l
vadilalind.ns,dcmshriram.ns,zws.f,redington.ns
oberoirlty.ns,dsey,ccrn,talo
hathway.ns,idfc.ns,avns,wuw.f
mangchefer.ns,kiocl.ns,cash,pey.to
vsttillers.ns,bfit.as,tgtx,forg
igarashi.ns,bdx.wa,ddd,brfs
network18.ns,gety,plus,task
spic.ns,pets.l,alkt,0303.hk
bororenew.ns,300459.sz,peri,bdx.wa
gulfoillub.ns,vaias.he,002174.sz,sdrl
hesterbio.ns,hbmn.sw,imgo,mlkn
itdc.ns,afk.ol,ascl.l,pcrx
indnippon.ns,snt.jo,kty.wa,fbnc
stertools.ns,ntb,vipind.ns,indiamart.ns
ingerrand.ns,0303.hk,himx,hees
rtnpower.ns,sae.ta,svc,cohu
petronet.ns,bio.f,mho,loma
mapmyindia.ns,vre,aiv,pplpharma.ns
tidewater.ns,kymr,lmnd,gva
easemytrip.ns,035900.kq,blu,hlmn
pghh.ns,004170.ks,aof.f,ns8u.si
astec.ns,dct,enva,035900.kq
pfc.ns,qlt.l,hlf,fn.to
navkarcorp.ns,rws.l,uec,crto
gicre.ns,eqb.to,mnkd,5301.t
mgl.ns,lif.to,erii,flng
bse.ns,gpe.l,rhf.f,dcmshriram.ns
mahlife.ns,cjt.to,zyduswell.ns,eif.to
ineosstyro.ns,dice,sxi,hain
ebixforex.ns,ttmi,ttgt,042660.ks
azre,rfp,sg,vrtv
omaxe.ns,bajajelec.ns,forty,sdgr
atgl.ns,oxm,atea.ol,air
rcom.ns,ivt,rily,inta
igpl.ns,sanofi.ns,tell,xncr
vesuvius.ns,indiamart.ns,pbfx,mei
aptecht.ns,iex.ns,qtcom.he,tbbk
carerating.ns,air,parr,atge
sunteck.ns,omi,2400.hk,spb.to
recltd.ns,chamblfert.ns,ce2.f,snt.jo
ethosltd.ns,jen.f,spce,bts.vi
radiocity.ns,clfd,dcom,oxm
sparc.ns,suzlon.ns,nex.l,evcm
wendt.ns,msex,hudco.ns,esta
dishtv.ns,szg.f,rsab.l,dsey
ttml.ns,sap.jo,ecmpa.as,doka.sw
olectra.ns,gty,tanla.ns,pfs
tanla.ns,pfs,mir,adus
voltamp.ns,gcmg,eidparry.ns,sae.ta
idfc.ns,gshd,agm,minera.sn
mstcltd.ns,kdny,fcel,dawn
mcx.ns,adtn,natcopharm.ns,rdf.jo
alembicltd.ns,qtwo,rus.to,ivt
sundarmhld.ns,csvi,un01.de,vre
unitech.ns,btrs,evbg,myrg
cdsl.ns,minera.sn,spol.ol,tcbk
kingfa.ns,tnet.br,modv,ten
fosecoind.ns,bgcp,2121.t,apps
anantraj.ns,tsu.to,figs,ego
zeelearn.ns,ses.to,clne,vplay-b.st
mep.ns,arco,002380.ks,ratnamani.ns
pdsmfl.ns,dawn,fdp,tfi.pa
anup.ns,nbhc,tvtx,kdny
2317.tw,brg.ol,song.l,nbhc
asx,ctos,rrrp3.sa,0778.hk
tsm,mm0.f,dh,mntk
2882.tw,tbbk,ai,seat
2881.tw,tfi.pa,9jo.f,upwk
3037.tw,forn.sw,md,eat
2891.tw,crto,iip-un.to,bdmn.jk
cht,ramp,allo,ari
umc,get,sfl,bio.f
2888.tw,fna,nbr,rxrx
2885.tw,crsr,iti.ns,anzff
2883.tw,frey,vguard.ns,bys.sw
2880.tw,talo,aroc,004370.ks
2887.tw,eat,am8.f,tyres.he
2892.tw,gva,eaf,pdn.ax
2884.tw,colbun.sn,dec.l,sjvn.ns
2886.tw,evz.f,med,bva.si
5880.tw,laur,praa,agio
2890.tw,loma,aris,vzio
1434.tw,th,evri,ameh
2834.tw,fn.to,rcii,eqb.to
2633.tw,hain,sndx,kiocl.ns
himx,inta,verv,sap.jo
ggr,and.to,300315.sz,rfp
6789.tw,rdf.jo,meg,mrtn
gigm,042660.ks,ptnr,bajajelec.ns
2002a.tw,mag,algt,prct
4904.tw,fevr.l,cls,gty
1216.tw,agys,mahindcie.ns,hbmn.sw
4938.tw,sasr,pct.nz,300459.sz
6488.two,ltc,phm.mc,engh.to
2353.tw,ctkb,ocfc,1860.t
3008.tw,hpp,ameh,msge
grrr,eif.to,fcf,tavhl.is
imos,wabc,pmt,aur
perf,fbnc,schl,svs.l
2618.tw,sand,srce,hbm
2408.tw,infn,swi,hlit
3529.two,lila,jsmr.jk,7lx.f
6669.tw,mcri,tgh,elme
2753.tw,dht,arhs,hlf
6542.two,sghc,ladr,boy.l
6468.two,sfl.ns,epac,mag
2382.tw,modn,gwk3.hm,csh-un.to
8046.tw,upwk,tmci,ramp
5347.two,0778.hk,finpipe.ns,sanofi.ns
3481.tw,stg.co,glog-pa,mtm.jo
3105.two,rch.to,afk.ol,teg.f
1102.tw,nlcindia.ns,bfs,xhr
6505.tw,2432.t,kros,evz.f
5871.tw,kec.ns,nvax,elgiequip.ns
2308.tw,jbi,boy.l,happstmnds.ns
6770.tw,jsw.wa,pep.wa,rock
2615.tw,tgls,uvv,csvi
3086.two,centuryply.ns,pgre,lz
2357.tw,kn,buse,btrs
1326.tw,081660.ks,dnow,kn
2801.tw,hope,bts.vi,caap
3034.tw,finn,bhlb,nbr
2603.tw,a5sa.f,fskrs.he,sasr
1101.tw,myrg,sats,vaias.he
3083.two,cdsl.ns,gpor,cim
1590.tw,ego,afya,modn
6482.two,z25.si,aether.ns,stel
6111.two,fcel,deq.f,deq.f
2609.tw,spb.to,1773.t,sghc
6626.two,stel,gsy.to,cls
2454.tw,ampl,two,jack
6169.two,vbtx,000080.ks,jsl.ns
5876.tw,akr,vrts,sbh
3546.two,aclx,ysn.f,laur
6180.two,ipco.to,bimb.kl,nhh.mc
1402.tw,pgre,knt.to,get
4994.tw,mgni,ats.vi,infn
2395.tw,doka.sw,dgii,ato.pa
2327.tw,twst,acva,wabc
2207.tw,hlit,stba,hims
3045.tw,wuw.f,caap,vbtx
1301.tw,dcp.jo,hpp,comp
5478.two,hims,ampl,lhc.jo
3064.two,skbn.ta,hbm,ntb
2379.tw,fate,hlit,8869.kl
1303.tw,car.wa,sfb1.f,skbn.ta
2610.tw,glenmark.ns,doka.sw,meg
3687.two,oii,alex,iex.ns
2912.tw,tbk,7846.t,udmy
3293.two,tyres.he,eihotel.ns,rch.to
3532.tw,hmn,pvr.ns,2400.hk
2501.tw,tcp.jo,car.wa,vrts
gazp.me,sdrl,infn,hope
mgnt.me,aav.to,csh-un.to,vsto
sber.me,pxt.to,aten,prme
sngs.me,004370.ks,geo,hmn
evz.f,gbtc,sum.nz,adtn
cian,svs.l,jack,gpor
omzzp.me,brfs,sovo,asahiindia.ns
nlmk.me,hurn,suzlon.ns,bgcp
phor.me,hlmn,osis,tsu.to
mtss.me,dvax,tgls,omi
nvtk.me,road,kmp-un.to,002174.sz
tatn.me,kar,posh,mir
plzl.me,nhh.mc,uns.to,dcp.jo
lkoh.me,evgo,upwk,tcp.jo
rosn.me,we,inta,chamblfert.ns
rsti.me,mlkn,carg,fna
mtl,kntk,egbn,tgls
gmkn.me,nvro,lrn,kmp-un.to
chmf.me,rock,ramp,htws.l
pik.jo,cim,mlkn,avi.jo
sbsw,sdgr,chco,gcmg
sbk.jo,swtx,gbtc,kec.ns
imp.jo,bluestarco.ns,pas.kh,mcri
npsny,swi,amph,brg.ol
mei.jo,8869.kl,chef,2432.t
omu.jo,vsto,clfd,jsw.wa
ssl,idcc,basf.ns,ster
rem.jo,avi.jo,idcc,evgo
ned.jo,gnl,avi.jo,hindcopper.ns
absp.jo,msge,aplltd.ns,stem
bid.jo,rc,twst,mnro
slm.jo,mahindcie.ns,pl,codi
mrp.jo,1434.tw,8869.kl,jsmr.jk
dcp.jo,alex,gnl,tslx
mtm.jo,cnk,lhc.jo,finn
cls.jo,ses,road,fevr.l
mtn.jo,mnro,ster,mygn
cpi.jo,vivo,modn,knt.to
tkg.jo,ias,dht,cjt.to
ari.jo,ai,unit,akr
tbs.jo,bys.sw,cvac,hpp
avi.jo,ster,pxt.to,ltc
baw.jo,pas.kh,1434.tw,cub.ns
apn.jo,tslx,oii,two
mcg.jo,unit,rc,egbn
exx.jo,seat,eat,acva
tfg.jo,jack,bva.si,gshd
gfi,aur,kar,hbh.de
dgh.jo,000080.ks,004370.ks,msex
lsak,pam,cnk,rna
ite.jo,kmp-un.to,fgen,pas.kh
n91.l,skin,z25.si,z25.si
rdf.jo,mtm.jo,spb.to,sats
pph.jo,bbio,hims,patk
shp.jo,prm,aur,iip-un.to
au,mygn,lob,kntk
ati.jo,basf.ns,sdrl,frey
tcp.jo,7846.t,kntk,crsr
5vd.f,acva,tslx,jbi
hmy,sfb1.f,neo,uctt
sap.jo,fgen,qtwo,swi
bvt.jo,patk,loma,1434.tw
lhc.jo,uns.to,jsw.wa,otly
dsy.jo,meg,rch.to,ats.vi
rmi.jo,posh,eif.to,fskrs.he
fsra.f,jsmr.jk,tbk,1773.t
drd,vguard.ns,kec.ns,rus.to
grt.jo,dgii,rock,sccc.bk
ffa.jo,amph,tsu.to,alex
snt.jo,aplltd.ns,htws.l,tmci
tscdf,osis,swtx,evri
hsbc,pl,kn,000080.ks
ids.l,csh-un.to,081660.ks,a5sa.f
sbry.l,neo,kdny,9jo.f
ul,vrts,kymr,geo
abf.l,egbn,dct,we
wpp,two,wuw.f,spce
aal.l,mmi,utz,zntl
vod,knt.to,sasr,kru.wa
bt-a.l,jsl.ns,dcp.jo,lrn
bsp.f,arhs,finn,centuryply.ns
gsk,boy.l,jbi,parr
azn,verv,ego,adpt
shel,lrn,lila,lob
stan.l,bfs,mnro,tbk
kfi1.f,finpipe.ns,evgo,and.to
bcs,dnow,centuryply.ns,sfl.ns
jd.l,repl,th,tgh
cnhi,041510.kq,hmn,afk.ol
bp,cls,prm,aroc
lin,aris,hlmn,osis
mks.l,hudco.ns,myrg,ctkb
nwg,amer3.sa,stg.co,rhf.f
lyg,kros,agio,mmi
bti,hbm,fna,mho
aon,bimb.kl,0041.hk,vist
rio,buse,kiocl.ns,cts
rto,nbr,pam,rcus
nex.l,eihotel.ns,sava,vivo
wtw,cgc,cim,ias
itrk.l,chco,rytm,prm
rr.l,gsy.to,sfl.ns,skin
rkt.l,upst,and.to,gern
svs.l,sovo,rdf.jo,sava
mro.l,utz,gpe.l,ampl
ferg,tgh,evz.f,ero
wtb.l,ats.vi,vrnof,dht
wg.l,1773.t,mcri,true-b.st
relx,ysn.f,apps,posh
itba.f,lob,eqrx,verv
fras.l,pep.wa,bajajelec.ns,modv
smds.l,cvac,nlcindia.ns,kalu
ngg,cxw,amer3.sa,chef
deo,lhc.jo,gva,bimb.kl
bab.l,geo,bdx.wa,041510.kq
mndi.l,sum.nz,cdsl.ns,gsy.to
nxt.l,chef,tdw,dice
grg.l,gwk3.hm,mag,twst
bby.l,bts.vi,vsto,kar
ls4c.f,evri,crto,bluestarco.ns
sspg.l,sats,rws.l,sovo
0lc.f,afya,crsr,stg.co
av.l,nvax,fn.to,basf.ns
hln,gpor,hurn,gnl
ccep,am8.f,jen.f,aclx
pso,dasa3.sa,arco,dnow
tscdf,amarajabat.ns,tcp.jo,glenmark.ns
hsbc,htld,gshd,eaf
ids.l,epac,gty,algt
sbry.l,caap,agys,vrdn
ul,true-b.st,skin,uec
abf.l,htws.l,brg.ol,road
wpp,hindcopper.ns,vaias.he,car.wa
aal.l,ameh,frey,schl
vod,rcii,dice,suzlon.ns
bt-a.l,stba,mm0.f,pgre
bsp.f,iip-un.to,cgc,wac.f
gsk,pvr.ns,uctt,sfb1.f
azn,srce,vre,amph
shel,aether.ns,stem,reta
stan.l,rus.to,chamblfert.ns,ladr
kfi1.f,bva.si,csvi,repl
bcs,kalu,vbtx,rcii
jd.l,clne,gcmg,ai
cnhi,tmci,wabc,chco
bp,pct.nz,ctkb,ttgt
lin,hlf,ttmi,upst
mks.l,cnxn,sanofi.ns,ipco.to
nwg,tgtx,ses.to,dcph
lyg,ladr,fevr.l,dvax
bti,fskrs.he,1860.t,epac
aon,002380.ks,tfi.pa,hurn
rio,rsab.l,tbbk,unit
rto,2121.t,omi,pl
nex.l,glog-pa,tweka.as,matv
wtw,algt,008930.ks,neo
itrk.l,me,dsey,co.pa
rr.l,vei.ol,iex.ns,bhlb
rkt.l,ptnr,ari,vei.ol
svs.l,007310.ks,seat,praa
mro.l,deq.f,szg.f,nlcindia.ns
ferg,uvv,vplay-b.st,007310.ks
wtb.l,aten,dawn,mtrn.ta
wg.l,sbh,play,med
relx,tell,door,tuya
itba.f,ihp.l,cake,ptnr
fras.l,mnkd,rfp,buse
smds.l,qtcom.he,ccs,cdsl.ns
ngg,engh.to,sap.jo,spol.ol
deo,bhlb,hees,angi
bab.l,spol.ol,ftai,ysn.f
mndi.l,9jo.f,sae.ta,rc
nxt.l,alkt,tavhl.is,dasa3.sa
grg.l,song.l,idfc.ns,anf
bby.l,300315.sz,snt.jo,aof.f
ls4c.f,iti.ns,etwo,gwk3.hm
sspg.l,irbt,bldp,cgg.to
0lc.f,modv,zugn.sw,avns
av.l,nwc.to,prme,ktos
hln,codi,cjt.to,alkt
ccep,svc,comm,px
pso,aroc,nmih,7846.t
tscdf,nxgn,bgcp,2121.t
hsbc,wac.f,tah.ax,cgau
ids.l,reta,indiamart.ns,vguard.ns
sbry.l,dh,air,aether.ns
ul,praa,minera.sn,qtcom.he
abf.l,fcf,pfs,ie
wpp,eaf,ivt,aris
aal.l,md,colbun.sn,gama.l
vod,med,skbn.ta,kros
bt-a.l,rrrp3.sa,na9.de,ofg
bsp.f,sfl,mntk,eihotel.ns
gsk,ttgt,shb.l,bfs
azn,inbx,cohu,300315.sz
shel,evcm,eqb.to,mel.mc
stan.l,allcargo.ns,svs.l,fcf
kfi1.f,atea.ol,int,figs
bcs,phm.mc,cstm,sum.nz
jd.l,pmt,fbnc,amps
cnhi,ecmpa.as,brp,xmtr
bp,mho,gety,md
lin,aof.f,get,trul.cn
mks.l,ocfc,cwb.to,svc
nwg,ero,004170.ks,gel
lyg,oyakc.is,gogl,jslhisar.ns
bti,sccc.bk,tnet.br,aplltd.ns
aon,fdp,mrtn,fdp
rio,natcopharm.ns,ten,finpipe.ns
rto,px,esta,peri
nex.l,2400.hk,ctos,clmt
wtw,avns,cnne,002380.ks
itrk.l,ofg,300459.sz,sfl
rr.l,opal,zeta,utz
rkt.l,mir,elme,krnt
svs.l,parr,anzff,wg.l
mro.l,skc.nz,qlt.l,rsab.l
ferg,hbh.de,ntb,eqrx
wtb.l,spce,bma,vcel
wg.l,evbg,ns,iag
relx,vipind.ns,nwn,cash
itba.f,nutx,olt.ol,uvv
fras.l,cts,mei,glog-pa
smds.l,schl,scho.co,pep.wa
ngg,plus,hexaware.ns,stba
deo,himx,pey.to,song.l
bab.l,plmr,oxm,mgni
mndi.l,eidparry.ns,rely,srce
nxt.l,agm,batrk,cxw
grg.l,kru.wa,buka.jk,gbf.f
bby.l,pbfx,lz,cap.sn
ls4c.f,rblbank.ns,flnc,borr
sspg.l,zyduswell.ns,zip,embc
0lc.f,gama.l,vzio,ecmpa.as
av.l,rhf.f,xhr,prim
hln,tanla.ns,gpre,agm
ccep,saft,usm,am8.f
pso,erii,data.l,dgii
tscdf,bonhr.ol,fih-u.to,vvx
hsbc,enva,5105.t,sxi
ids.l,dec.l,six,fcel
sbry.l,cap.sn,hlio,irbt
ul,zws.f,gne.nz,plmr
abf.l,sxi,fru.to,cnxn
wpp,dcom,nwh-un.to,bbio
aal.l,ssp,cldx,ihp.l
vod,blu,004990.ks,afya
bt-a.l,comp,cswi,nkla
bsp.f,figs,nuvl,ocfc
gsk,uec,atus,cok.f
azn,fvrr,nationalum.ns,tvtx
shel,om,alg,dh
stan.l,aiv,brfs,cnk
kfi1.f,vcel,rvnc,htld
bcs,imgo,radico.ns,om
jd.l,cash,cub.ns,tds
cnhi,gden,scyr.mc,bcor
bp,kty.wa,htgc,envx
lin,mtl,enjsa.is,ecvt
mks.l,co.pa,atge,rblbank.ns
nwg,ce2.f,rxrx,enva
lyg,semr,hbm.hm,auph
bti,radi,usac,orla
aon,mtrn.ta,sstk,clne
rio,ktos,bdmn.jk,atea.ol
rto,stc,asahiindia.ns,nwc.to
nex.l,ddd,pfv.f,plus
wtw,pfhc,xncr,huya
itrk.l,uponor.he,res,ben.pa
rr.l,rily,cprx,paya
rkt.l,eqrx,dada,dcom
svs.l,cgg.to,amk,pmt
mro.l,adpt,imo1.f,nvro
ferg,gel,mwa,uponor.he
wtb.l,tejasnet.ns,bfit.as,grbk
wg.l,kyn,etl.pa,bhvn
relx,tvtx,0200.hk,trs
itba.f,olo,stlc.to,mnkd
fras.l,nex.l,maxr,kro
smds.l,tds,bab.l,eqx
ngg,ecvt,php.l,hni
deo,lmnd,ajb.l,cgc
bab.l,byit.l,safe,cinc
mndi.l,swtq.sw,exn.pa,pvr.ns
nxt.l,un01.de,csgs,pbb.de
grg.l,7762.t,efsc,pct.nz
bby.l,orla,rpd,zws.f
ls4c.f,cok.f,3293.two,avid
sspg.l,rdnt,len.f,saft
0lc.f,gbx,nwbi,dntl.to
av.l,mntv,blmn,hudco.ns
hln,dntl.to,redington.ns,stc
ccep,nic,alm.mc,uns.to
pso,avid,cmp,sbgi
tscdf,mfa,ken,tnc
hsbc,fsly,vct.l,himx
ids.l,lxu,ue,wdh
sbry.l,easemytrip.ns,fls.co,0777.hk
ul,sg,irwd,skc.nz
abf.l,forty,forg,pct
wpp,krnt,tdcx,pump
aal.l,ccsi,form,pbfx
vod,glp,cofa.pa,cvna
bt-a.l,0777.hk,sah,glj.f
bsp.f,hni,gmt.nz,clfd
gsk,vvx,wabcoindia.ns,iti.ns
azn,pdm,payo,erii
shel,ande,aavas.ns,mlnk
stan.l,mlnk,brg.ax,ses
kfi1.f,tnc,alvo,sae.f
bcs,uan,tph,radi
jd.l,ie,rklb,cty1s.he
cnhi,gbf.f,ftdr,oyakc.is
bp,cty1s.he,sjvn.ns,natcopharm.ns
lin,mel.mc,expi,fvrr
mks.l,galaxysurf.ns,entra.ol,swtq.sw
nwg,fbrt,drh,pdm
lyg,peri,envx,ges
bti,teg.f,dqw1.f,allcargo.ns
aon,fae.mc,wrby,dfin
rio,trs,task,kyn
rto,pdfs,lkfn,ecpg
nex.l,mbuu,ag1.f,vipind.ns
wtw,pump,rsti.me,tl5.mc
itrk.l,vrnof,bur,brkl
rr.l,wnc,rlj,ryi
rkt.l,grbk,embc,vlrs
svs.l,ntst,webr,morf
mro.l,vist,goos,phm.mc
ferg,lbai,tve.to,mfg.ax
wtb.l,swir,vctr,spns
wg.l,imgn,7956.t,nxgn
relx,prim,imkta,imgo
itba.f,zntl,rvlv,wnc
fras.l,eig,imvt,xpof
smds.l,anf,sanoma.he,opk
ngg,fre.nz,bir.to,7762.t
deo,ryi,sblk,cyient.ns
bab.l,002174.sz,vrtv,swir
mndi.l,ges,roic,mod
nxt.l,usph,arcb,kfrc
grg.l,oec,bfh,ande
bby.l,var1.f,idr.mc,dec.l
ls4c.f,kfrc,inrn.sw,mtl
sspg.l,asix,esrt,var1.f
0lc.f,abc.kh,lnn,lgnd
av.l,tmp,rdw.l,hlx
hln,bcor,boot,easemytrip.ns
ccep,mfg.ax,xmtr,oec
pso,pgti,erj,pgti
tscdf,vlrs,flng,ce2.f
hsbc,axl,krys,tanla.ns
ids.l,vrdn,psm.f,ddd
sbry.l,sbgi,fbk,bsli3.sa
ul,obnk,enrg.ta,acrs
abf.l,zwc.wa,hayw,lbai
wpp,sbsi,sabr,forty
aal.l,matv,hcc,mbuu
vod,dac,sow.f,pfhc
bt-a.l,fsm,supn,amarajabat.ns
bsp.f,allo,pplpharma.ns,cffn
