name,type,industry,founded,founders,headquarters,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
A.S. Watson Group (Hong Kong) Ltd.,[],['Health & Beauty Retail'],[],[],['Hong Kong'],[],[],[],[],[],"['140,000']","['www', '.aswatson', '.com']"
Empire Company Limited,['Public'],"['Conglomerate', 'Holding company']",['1963'],[],"['Stellarton', 'Nova Scotia']",[],[],['CAD'],"[' $1,111.8 million CAD (2019)']","[' $14,632.9 billion CAD (2019)']","['127,000 (2020)', '[2]']",['www.empireco.ca']
"Jerónimo Martins SGPS, S.A.",['Sociedade Anónima'],['Retail'],['1792'],['Jerónimo Martins'],"['Lisbon', 'Portugal']",[],"[' and ', 'Health and beauty stores', 'Coffee shops', 'Chocolate boutiques']",['€'],[],[],"['123,458 ', '(2021)', '[1]']",['www.jeronimomartins.com']
Wesfarmers,['Public'],['Conglomerate'],['1914'],[],"['Perth', 'Western Australia']",[],[],[' $30.8 billion (2020)'],[],"['$25.4 billion (2020)', '[1]']","['107,000 (2020)', '[1]']","['wesfarmers', '.com', '.au']"
Wm Morrison Supermarkets Ltd,['Private'],['Retail'],['1899'],['William Morrison'],['Bradford'],[],[],"[' ', ' (2020)']","[' ', '£513\xa0million', ' (2020)', '[3]']",[],"['110,000 (2021)', '[4]']","['www', '.morrisons', '.com']"
Paulig Ltd,[],[],['Helsinki'],['Gustav Paulig'],['Helsinki'],[],[],['921 million euros (2019)'],[],[],[],['[1]']
OLDTOWN Berhad,['Public'],['Coffee house'],"['Ipoh', 'Perak', 'Malaysia']","['Goh Ching Mun', 'Tan Say Yap']",['Ipoh'],[],[],['MYR'],"[' MYR 60.77 million', '[3]', '\xa0(2017)']","[' MYR 1.334 billion', '[4]', '\xa0(2018)']",[],"['oldtown', '.com', '.my']"
"New England Tea & Coffee Company, LLC.",['Subsidiary'],['Beverage'],"['Boston', 'Massachusetts']","['Menelaos Kaloyanides,', ' George Kaloyanides']","['Malden', 'Massachusetts']",[],[],[],[],[],['250'],['NewEnglandCoffee.com']
Monmouth Coffee Company,['Private'],"['coffee roasting', 'Coffee shops']",['Monmouth Street'],['Nicholas Saunders'],"['Arch 3, Discovery Estate', "" St James's Road, Bermondsey, London""]",[],[],[],[],[],[],[' ']
Miko,['Public'],['Coffee'],"['Turnhout, Belgium']",[],"['Turnhout, Belgium']",[],[],['€'],[],[],['631'],"['www', '.miko', '.eu']"
Mikel Coffee Company,['S.A.'],['Restaurants'],['2008'],['Eleftherios Kiriakakis'],"['Larissa', 'Greece']",[],['Coffee'],['€'],[],[],"['3000 ', '(2020)']","['www', '.mikelcoffee', '.com']"
Melitta Group,['Private'],['Coffee'],['1908'],[],"['Minden', 'North Rhine-Westphalia', 'Germany']",[],[],['1.325 billion € (2014)'],[],[],"['3,736 (2014)']",['www.melitta-group.com']
Massimo Zanetti Beverage Group,['Private'],['Coffee'],['1973'],[],"['Bologna', 'Italy']",[],[],[],[],[],[],"['www', '.mzb-group', '.com']"
PT Mayora Indah Tbk,['Public'],['Food processing'],['17\xa0February 1977'],['Jogi Hendra Atmadja'],"['Jakarta', 'Indonesia']",[],[],"['trillion', 'IDR']",[],"[' 12.922 trillion ', 'IDR', ' (2016)']","['8,584 people (2016)']","['mayoraindah', '.co', '.id']"
Huayi Brothers Media Corporation,['Public'],['Entertainment'],"['1994', '1994', '2020']","['Dennis Wang', 'James Wang', 'Wang Zhongjun']","['Beijing', 'China', 'Shanghai', 'China', 'Shenzhen', 'China', 'Hong Kong', 'Macau', 'Taipei', 'Taiwan', 'Malaysia', 'Singapore']",[],['Talent representation for musicians and actors/actresses'],"[' CNY 892,000,000 (2011)']",[],[],[],"['www', '.huayimedia', '.com']"
Heyi Pictures,[],['Film'],[],[],['China'],[],[],[],[],[],[],[]
Hengdian World Studios,[],[],[],[],[],[],[],[],[],[],[],"['www', '.hengdianworld', '.com', '/en', '/']"
Matthew Algie,[],[],['1864'],['Matthew Algie'],"['Glasgow', 'Scotland']",[],[],[],[],[],[],['http://www.matthewalgie.com/']
Golden Princess Film Production Ltd.,['Production company'],['Hong Kong cinema'],[],[],['Hong Kong'],[],[],[],[],[],[],[]
Fundamental Films,[],['Film'],['2008'],[],"['Shanghai', 'China']",[],[],[],[],[],[],['http://www.fundamentalfilms.cn']
Film Workshop Co. Ltd.,['Production company'],['Hong Kong cinema'],['April 1984'],[],"['Kowloon Tong', 'Hong Kong', 'China']",[],[],[],[],[],[],['http://www.filmworkshop.net']
DMG Entertainment,['Production Company'],['Entertainment'],['1994'],['Dan Mintz'],"['Beverly Hills, CA']",[],[],[],[],[],[],"['www', '.dmg-entertainment', '.com']"
China Film Group Corporation,['Party'],['Cinema'],['February 1999'],[],"['Beijing', 'China']",[],[],[],[],[],[],['http://www.zgdygf.com/']
Delek Group Ltd.,['Public'],['Conglomerate'],['1951'],[],['Netanya'],[],[],"['₪', 'billion']",[],"['  ', '₪', ' 91.896 ', 'billion', ' ', '(2010)']",[],"['www', '.delek-group', '.com']"
FLY FILMS,[],[],[],[],[],[],[],[],[],[],[],['http://www.flyfilms.com.cn']
Fantasy Pictures Entertainment,"['Production company', 'Film distributor']",['Chinese cinema'],['2005'],[],"['Beijing', 'China']",[],[],[],[],[],[],[]
Diantong Film Company,[],['Film'],['1933'],[],"['Shanghai', 'China']",[],[],[],[],[],[],[]
Cinema Popular,[],[],['February\xa02009'],"['Peter Chan', 'Huang Jianxin']",[],[],[],['homepage ='],[],[],[],[]
PT Pertamina (Persero),"['State-owned', 'perseroan terbatas']",['Oil and gas'],['August\xa01968'],['Government of Indonesia'],"['Gambir', 'Central Jakarta']",[],[],[' US$ 57 billion (2021)'],"[' US$ 4.1 billion (2020)', '[1]']","[' US$ 69.14 billion (2020)', '[1]']","['13,526 (2020)', '[1]']","['www', '.pertamina', '.com']"
PT Medco Energi Internasional Tbk,['Public'],"['Oil', 'gas', 'Power Generation', 'Coal Mining']",['9\xa0June 1980'],[],"['Jakarta', 'Indonesia']",[],[],['US $'],"[' ', 'US $', ' 660\xa0million (2019)', '[1]']",[' US$ 6.006 billion (2019)'],"['4,000 (2019)']","['www', '.medcoenergi', '.com']"
Cairn Oil & Gas,['Private'],['Oil and gas'],['2006'],[],"['ASF Center Tower A, 62-363, Jwala Mill Road, PHASE IV, Udyog Vihar, Sector 18, Gurugram, Haryana, 122016, India']",[],[],"[' ', ' (US$1.3\xa0billion) ', '\xa0(2016)']","[' ', '₹', '−9,434.63 crore', ' (US$−1.2\xa0billion) ', '[2]', '\xa0(2016)']","[' ', '₹', '56,495.57 crore', ' (US$7.1\xa0billion) ', '[3]', '\xa0(2016)']",['1001–5000'],"['www', '.cairnindia', '.com']"
National Iranian Oil Company,['State-owned enterprise'],['Oil and gas'],['20\xa0March 1951'],[],"['Tehran', 'Iran']",[],[],['Oil and gas'],[],"[' US$200\xa0billion (2012)', '[3]']","['87,500 ', '(2018)', '[4]']","['en', '.nioc', '.ir']"
Nayara Energy Ltd.,['Private'],['Oil and gas'],[],[],"['Bandra', 'Mumbai', 'Maharashtra']",[],[],"[' ₹87,371 crore (US$11.93 billion) (2020)']",[],"[' ₹49,061 crore (US$6.70 billion) (2020)']",[],"['www', '.nayaraenergy', '.com']"
Indian Oil Corporation Limited,[' Central Public Sector Undertaking'],"['Energy', 'Oil and gas']",['30 June 1959'],[],"[', India (headquarters)', ', ', ', India (registered office)']",[],[],"[' ', ' (US$92\xa0billion) (2022)']","[' ', '₹', '33,053 crore', ' (US$4.1\xa0billion) (2022)', '[2]']","[' ', '₹', '410,624 crore', ' (US$51\xa0billion) (2022)', '[2]']","['33,498 (2021)', '[2]']","['www', '.iocl', '.com']"
Gujarat State Petroleum Corporation Ltd,['State Government Agency'],['Oil and gas'],['1979'],['Government of Gujarat'],['Gandhinagar'],[],[],[' (US$2.3\xa0billion)(FY2022)'],"['₹', '2,920.63 crore', ' (US$370\xa0million)(FY2022)']",[],[],"['www', '.gspcgroup', '.com']"
United Energy Group,[],['Oil & gas'],[],[],[],[],[],[],[],[],[],"['uegl', '.com', '.hk']"
Système U,['Private'],['Retailing'],['1894'],[],"['Rungis', 'France']",[],[],['billion'],[],[],[],['http://www.magasins-u.com/']
Reliance Industries Limited,['Public'],['Conglomerate'],['8 May 1973'],['Dhirubhai Ambani'],"['Mumbai', 'Maharashtra']",[],[],"[' ', ' (US$99\xa0billion)', '\xa0(2022)']","[' ', '₹', '98,446 crore', ' (US$12\xa0billion) ', '[1]', '\xa0(2022)']","[' ', '₹', '1,770,665 crore', ' (US$220\xa0billion)', '[1]', '\xa0(2022)']","['3,42,982 (2022)', '[1]']","['www', '.ril', '.com']"
Oil and Natural Gas Corporation Ltd,['Central Public Sector Undertaking'],"['Energy', 'Oil and gas']",['14 August 1956'],[],"['Dehradun', 'Uttarakhand']",[],[],"[' ', ' (US$68\xa0billion) (2022)']","[' ', '₹', '54,732 crore', ' (US$6.9\xa0billion) (2022)', '[2]']","[' ', '₹', '585,449 crore', ' (US$73\xa0billion) (2022)', '[2]']","['27,165 (31.03.2022)', '[4]']","['www', '.ongcindia', '.com']"
Federation of Migros Cooperatives,['Cooperative'],['Retail'],['1925'],['Gottlieb Duttweiler'],"['Zürich', 'Switzerland']",[],[],['CHF'],['668 million CHF\xa0(2021)'],[],"['97,541 (2021)']",['www.migros.ch']
"Dollar Tree, Inc.","['Public', 'Subsidiary']","['Retail', 'variety', 'discount', 'Retail']","['Sumter, South Carolina', 'Vancouver, British Columbia']",['Joseph Calvano (co-founder)'],"['Burnaby, British Columbia']",[],[],['US$'],"[' ', 'US$', '1.887 Billion (', 'Fiscal Year Ended January 30, 2021', ')', '[2]']","[' ', 'US$', '20.696 Billion (', 'Fiscal Year Ended January 30, 2021', ')', '[2]']","['193,100 ', '[1]']","['dollartree', '.com', 'www', '.dollartreecanada', '.com']"
Coop Genossenschaft,['Cooperative'],['Wholesale distribution'],['1969'],[],"['Basel', 'Switzerland']",[],[],['30.7 billion CHF '],[],[],"['90,307 ', '(2019)', '[1]']",['coop.ch']
X5 Group,[],['retail'],['2006'],[],['Moscow'],[],[],"['$27.4\xa0billion', ' (2020)']","['$1.47\xa0billion', '[1]', ' (2020)']","['$16.3\xa0billion', '[1]', ' (2020)']","['339,716 (2020)\xa0']","['x5', '.ru', '/en', '/']"
"Mercadona, S.A.",['Sociedad Anónima'],['Retail'],['1977'],['Francisco Roig Ballester'],"['Tavernes Blanques', 'Valencian Community']",[],[],"['€', 'US$']",[],"['8,194,637,000 ±1000 euro (2016)\xa0']","['85,800', '[1]']","['www', '.mercadona', '.com']"
Alibaba Group Holding Limited,['Public'],['Technology company'],"['Hangzhou', 'Zhejiang']",['Jack Ma'],"['\n', '\n']",[],"['Alibaba.com', 'Daraz']","[' ', ' (US$134.567 billion, 2022)']","[' ', '¥69.638 billion\xa0RMB', '[5]', ' (US$10.985 billion, 2022)']","[' ', '¥1.696 trillion\xa0RMB', '[5]', ' (US$267.467 billion, 2022)']","['254,941', '[5]', ' (31 March 2022)']",[' ']
Coles Group,['Public'],['Consumer staples'],"['Collingwood', 'Victoria']",[],"['Hawthorn East', 'Victoria']",[],[],['A$'],[],"[' ', 'A$', '9.777 billion (2019)', '[2]']",[],[]
"H-E-B Grocery Company, LP",['Private'],['Grocery retail'],"['Kerrville', 'Texas', 'United States']",['Florence Butt'],['San Antonio'],[],"['Auto, health, fuel, ticket sales, utilities, and licenses']",[' $38 billion+ (2022)'],[],[],"['100,000 (2018)']","['heb', '.com']"
"The TJX Companies, Inc.",['Public'],['Retail'],['1987'],['Bernard Cammarata'],"['Framingham, Massachusetts', ', U.S.']",[],[],"[' ', '\xa0(2018)']",[' US$4.17 billion\xa0(2018)'],[' US$14.326 billion\xa0(2018)'],"['270,000\xa0(2018)']","['tjx', '.com']"
Massimo Zanetti Beverage Group,['Private'],['Coffee'],['1973'],[],"['Bologna', 'Italy']",[],[],[],[],[],[],"['www', '.mzb-group', '.com']"
W. Machwitz GmbH,[],['Food processing'],"['Danzig, the Kingdom of Prussia']",['Wilhelm Machwitz'],"['Hannover, Germany']",[],[],[],[],[],['fewer than 25'],"['www', '.machwitz-kaffee', '.de']"
Louisa Coffee,['Public'],['Coffee shop'],['2006'],['Chris Huang'],['Taiwan'],[],[],[],[],[],[],"['www', '.louisacoffee', '.co']"
Luigi Lavazza S.p.A.,['Private'],['coffee'],['Turin'],['Luigi Lavazza'],"['Turin, Italy']",[],[],['€'],[],[],"['3,800\xa0(2018', '[2]', ')']","['www', '.lavazza', '.com']"
Landwer Coffee Ltd.,['Private'],['Beverages'],['1919'],['Moshe Landwer'],"['Holon', 'Israel']",[],[],[],[],[],[],['www.landwer.com']
La Colombe Coffee Roasters,['Private'],['Coffee'],['1994'],['Todd Carmichael'],"['Philadelphia, Pennsylvania', 'United States']",[],[],[],[],[],[],"['www', '.lacolombe', '.com']"
"Kraft Foods Group, Inc.",['Division'],['Food processing'],"['October 1, 2012']",[],"['Chicago, Illinois', 'United States']",[],[],[],[],[],"['22,500 (2015)\xa0']",['kraftheinzcompany.com']
Keurig Dr Pepper Inc.,['Public company'],['Appliance manufacturing'],"['Waitsfield, Vermont']",['Robert Stiller'],"['Burlington, Massachusetts', ', U.S.']",[],[],"[' ', ' (2020)']",[],[],"['27,500 (2021)']","['keurigdrpepper', '.com']"
Julius Meinl,['Private'],['Coffee roasting'],['1862'],['Julius Meinl I'],"['Vienna', 'Austria']",[],[],['€'],[],[],['845'],[' ']
Juan Valdez Café,['Public'],"['Retail ', ' & ']","['Bogotá, Colombia']",['Federación Nacional de Cafeteros de Colombia'],"['Bogotá', 'Colombia']",[],['Coffee'],[],[],[],"['5,000+']","['juanvaldezcafe', '.com']"
The J.M. Smucker Company,['Public'],"['Food', 'Beverage']","['Orrville, Ohio']",['Jerome Monroe Smucker'],"['Orrville, Ohio']",[],[],"[' ', ' (2020)']",[],[],"['7,300\xa0(2020)']","['jmsmucker', '.com']"
"Elevance Health, Inc.",['Public company'],"['Managed healthcare', 'Insurance']","['2004', ' from Anthem and WellPoint Health Networks merger']",[],"['Indianapolis, Indiana']",[],[],"[' ', '\xa0(2021)']","[' ', 'US$7.93 billion', '[1]', '\xa0(2021)']","[' ', 'US$97.46 billion', '[1]', '\xa0(2021)']","['98,200', '[1]', '\xa0(2021)']","['www', '.elevancehealth', '.com']"
Marathon Petroleum Corporation,['Public'],['Petroleum'],"['November\xa09, 2009']",[],"['Findlay', 'Ohio', 'United States']",[],"['Pipeline transport', 'Oil refining', 'Marketing']","[' ', '69.032 billion (', ')']","[' −', 'US$', '12.247 billion (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']","[' ', 'US$', '85.158 billion (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']","['~43,800\xa0(December 2017)']",['marathonpetroleum.com']
China Baowu Steel Group,['State-owned enterprise'],['Steel'],['1978'],[],['Shanghai'],[],[],"['$79.93 Billion\n', '\n']",[],[],"['195 434 (2019) ', '[2]']",['www.baowugroup.com']
Jittery Joe's,['Private'],['Coffee Roasting and Coffee Shops'],['1994'],[],"['Athens, GA', 'USA']",[],[],[],[],[],[],"['www', '.jitteryjoes', '.com']"
Cipla Limited,[],['Pharmaceuticals'],['1935'],['Khwaja Abdul Hamied'],"['Mumbai, Maharashtra']",[],[],"[' ', ' (US$2.7\xa0billion)', '\xa0(2022)']","[' ', '₹', '3,496.05 crore', ' (US$440\xa0million)', '[2]', '\xa0(2022)']","[' ', '₹', '23,662.56 crore', ' (US$3.0\xa0billion)', '[3]', '\xa0(2020)']","['22,036', '[4]']",['www.cipla.com']
Dr. Reddy’s Laboratories Ltd,['Public'],['Pharmaceuticals'],['1984'],['Dr. Anji Reddy'],"['Hyderabad', 'Telangana']",[],[],"[' ', ' (US$2.2\xa0billion) (2020)']","[' ', '₹', '1,599 crore', ' (US$200\xa0million) (2020)', '[1]']","[' ', '₹', '23,156 crore', ' (US$2.9\xa0billion) (2020)', '[1]']","['21,650 (March 2020)', '[1]']","['www', '.drreddys', '.com']"
Divi's Laboratories Limited,['Public'],['Pharmaceuticals'],['12\xa0October 1990'],[],"['Hyderabad', 'Telangana', 'India']",[],['Custom synthesis'],"[' ', ' (US$1.1\xa0billion) ', '\xa0(2022)']","[' ', '₹', '3,683 crore', ' (US$460\xa0million) ', '[1]', '\xa0(2022)']","[' ', '₹', '13,374 crore', ' (US$1.7\xa0billion) ', '[1]', '\xa0(2022)']","['13,884\xa0(2020)']","['divislabs', '.com']"
Sun Pharmaceutical Industries Limited,['Public'],['Pharmaceuticals'],['1983'],['Dilip Shanghvi'],['Mumbai'],[],[],"[' ', ' (US$5.0\xa0billion)\xa0(2022)']","[' ', '₹', '4,481 crore', ' (US$560\xa0million)\xa0(2022)']","[' ', '₹', '69,799 crore', ' (US$8.7\xa0billion)\xa0(2022)']","['37,000+\xa0(2021)']","['sunpharma', '.com']"
Viatris Inc.,['Public'],"['Pharmaceuticals', 'Healthcare']","['November\xa016, 2020']",[],"['Canonsburg, Pennsylvania']",[],[],"[' ', ' (2021)']",[],[' US$54.84 billion (2021)'],"['c.', '\u200937,000', ' (December 2021)']","['viatris', '.com']"
Petróleos Mexicanos,['State-owned enterprise'],['Oil and gas'],"['June\xa07, 1938']",['Lázaro Cárdenas'],['Mexico City'],[],[],[' US$74.394 billion (2019)'],"[' US$1.965 billion (2019)', '[1]']","[' US$101.800 billion (2019)', '[1]']","['124,818 (2018)']","['www', '.pemex', '.com']"
"The Home Depot, Inc.",['Public'],['Retailing'],"['Marietta, Georgia']","['Bernard Marcus', 'Arthur Blank', 'Ron Brill', 'Pat Farrah', 'Ken Langone']","['Atlanta, Georgia']",[],[],"[' ', ' (2021)']",[' US$23.04 billion (2021)'],[' US$71.88 billion (2021)'],"['490,600 (Dec 2021)']",['homedepot.com']
Celltrion,['Public'],['Biopharmaceutical'],['2002'],['Jung Jin Seo'],"['Yeonsu-gu', 'Incheon', 'South Korea']",[],[],"[' ₩828,917 million (2017)']","[' ₩517,385 million (2017)', '[1]']","[' ₩3,255,319 million (2017)', '[1]']",[],"['www', '.celltrion', '.com', '/en']"
Virtusa Corporation,['Private'],['Information technology'],['Sri Lanka'],"['Kris Canekeratne ', ' Tushara Canekeratne', 'John Gillis', 'Sandy Gillis']","['Southborough, Massachusetts']",[],"['IT consulting, business consulting, application development, product development, legacy asset management']",['US$'],[],"[' US$ 1.337 billion (2020)', '[2]']","[' 45,000 (2022)', '[2]']","['www', '.virtusa', '.com']"
Elanco Animal Health Incorporated,['Public'],['Pharmaceutical (animal)'],['1954\xa0'],[],"['Greenfield, Indiana']",[],[],['US$'],"[' –', 'US$', '0.672 Billion (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']","[' ', 'US$', '17.692 Billion (', 'Fiscal Year Ended December 31, 2020', ')', '[1]']","['10,200 (2021)', '[2]']","['elanco', '.com']"
Jiangsu Hengrui Pharmaceuticals Co. Ltd,['Public company'],['Pharmaceuticals'],['1997'],[],"['Lianyungang, Jiangsu']",[],[],[],[],[],"['24,500 (2020)']","['www', '.hrs', '.com', '.cn']"
TOTVS,['Public'],['Software'],['1983'],['Laércio Cosentino and Ernesto Haberkorn'],"['São Paulo', 'São Paulo', 'Brazil']",[],[],"[' R$ 6,357\xa0billion ']",[],[],"['12,000']",['totvs.com']
Algar Telecom,['Private'],['Telecommunications'],"['February\xa015, 1954']",['Alexandrino Garcia'],"['Uberlândia', 'Brazil']",[],[],"[' R$ 2,2 billion (2015)']",[],[],"['3,700 (2015)']",['algartelecom.com.br']
Unisys Corporation,['Public'],"['Information technology', 'Consulting', 'Outsourcing']",['1986'],[],"['Blue Bell, Pennsylvania']",[],[],[' $2.054 billion (2021)'],"[' $154 million (2021)', '[1]']","[' $2.41 billion (2021)', '[1]']","['16,300 (2021)', '[2]']","['www', '.unisys', '.com']"
UST,['Private'],"['Professional services', 'Information technology', 'Digital engineering', 'Product development']",['1999'],['Stephen Ross'],"['Orange County, California', 'USA']",[],"['Digital transformation', 'Technology and digital consulting', 'NextGen cloud infrastructure (private, public, hybrid cloud)', 'Human-centered design', 'Cybersecurity']",['USD $1.4B+ (2021)'],[],[],"['30,000+ ', '[6]']",['www.ust.com']
TELUS International,['Public'],['Digital IT services Software services\nBusiness Process Outsourcing'],['2005'],[],"['Vancouver', 'Canada']",[],[],['US$'],[],[],"['68,000', '[2]']","['www', '.telusinternational', '.com']"
"Science Applications International Corporation, Inc.",['Public company'],['Information technology and engineering'],"['original', 'Leidos']",[],"['Reston', 'Fairfax', 'Virginia']",[],[],"[' ', '\xa0(2021)']","[' ', 'US$462 million', '\xa0(2021)']","[' ', 'US$5.75 billion', ' (2021)']","['c.', '\u200926,000', '\xa0(January 2022)']","['saic', '.com']"
Softtek,['Privately held'],['Information technology'],"['1982', ' in Monterrey, Nuevo León, Mexico']",['Blanca Treviño'],"['Monterrey', 'Nuevo León', 'Mexico']",[],[],[],[],[],"['15,000 (2019)']",['www.softtek.com']
IBM ,['IBM'],"['Information technology', 'Consulting', 'Outsourcing']","['June\xa016, 1991']",[],"['Armonk, New York']",[],[],[],[],[],[],"['ibm', '.com', '/consulting']"
Genpact Ltd.,['Public'],"['Professional services', 'Information technology', 'Consulting']",['New Delhi'],[],"['New York City, New York']",[],[],[' $3.71 billion '],"[' $589 million ', '(2021)']","[' $4.87 billion ', '(2021)']","['109,600 ', '(2021)']","['www', '.genpact', '.com']"
"ExlService Holdings, Inc.",['Public company'],[],['April\xa01999'],['Rohit Kapoor'],['New York City'],[],"['Business process management, operations management and analytics']","[' ', ' (2021)']",[],[],"['37,000+']","['www', '.exlservice', '.com']"
"Datadog, Inc.",['Public company'],['System Monitoring'],"['2010', ' in New York City']","['Olivier Pomel', 'Alexis Lê-Quôc']","['New York City, New York', ', U.S.']",[],[],"[' ', ' (2021)']","[' ', 'US$−19.16 million', ' (2021)', '[1]']","[' ', 'US$2.38 billion', ' (2021)', '[1]']","['3,200 (Dec 2021)', '[1]']",[' ']
"Okta, Inc.",['Public company'],['Software'],['January\xa02009'],"['Todd McKinnon', 'Frederic Kerrest']","[', U.S.']",[],[],['FY'],[' US$-676.64 million (FY2022)'],[' US$9.21 billion (FY2022)'],"['5,030 (January 2022)']","['okta', '.com']"
Palantir Technologies Inc.,['Public company'],['Software'],['2003'],"['Peter Thiel', 'Stephen Cohen', 'Alex Karp']","['Denver, Colorado']",[],[],"[' ', 'US$', '1.541 billion', ' (2021)', 'a']","[' US$-488.494 million (2021)', 'a']","[' US$3.247 billion (2021)', 'a']","[' 2,920 (2021)', 'a']","['palantir', '.com']"
Beijing Enlight Pictures,['Subsidiary'],['Film'],['2004'],[],['Beijing'],[],[],[],[],[],[],[]
Alibaba Pictures,[],['Film'],[],[],"['Zhejiang', 'China', 'Shanghai', 'China', 'Hong Kong']",[],[],[],[],[],[],"['www', '.alibabapictures', '.com']"
Changchun Film Studio Group Corporation,['State-owned enterprise'],"['film production', 'documentary']",['1950'],[],"['Changchun', 'Jilin']",[],[],[],[],[],['3000'],['cfs-cn.com']
The Hong Kong & China Gas Co Ltd.,['Public'],['Public utility'],"['Hong Kong', '(1862', ')']",[],"['North Point, Hong Kong']",[],[],['HKD'],[],[],"['2,495 (2020)']","['towngas', '.com']"
sisu production,[],['Media and Digital Production'],['2013'],['Robin Ingle'],"['Toronto', 'Ontario']",[],[],[],[],[],[],['sisu production']
Sinochem Group,['State owned'],[],['1950'],[],"['Xicheng District, Beijing']",[],[],"['581,076,200,000 renminbi (2018)\xa0']",[],[],"['50,000 (2013) ', '[1]']","['english', '.sinochem', '.com']"
Shaanxi Yanchang Petroleum Group Co. Ltd.,['Government Owned Entity'],['Oil and Gas'],['1905'],[],"[""Xi'an"", 'Shaanxi', 'China']",[],['Petroleum and Natural Gas'],[],[],[],[],"['www', '.sxycpc', '.com']"
Geo-Jade Petroleum,[],['Oil and gas industry'],[],[],[],[],[],[],[],[],[],['www.geojade.com/']
CITIC Resources Holdings Limited ,"['State-owned enterprise', 'Red chip']",['Natural resources'],['1997'],[],['Hong Kong'],[],[],[],[],[],[],"['resources', '.citic']"
Intermarché,['Public'],"['hypermarkets', 'supermarkets', 'grocery stores']",['1969'],[],"['Bondoufle', 'France']",[],[],"[' ', ' 36.4 billion (2010)', ' 36.0 billion (2009)']",[],[],[],['intermarche.com']
Illycaffè S.p.A.,['S.p.A.'],['Coffee'],['1933'],['Francesco Illy'],"['Trieste', 'Italy']",[],[],['€460 million (in 2016)'],[],[],['2700+ (in 2016)'],"['www', '.illy', '.com']"
Shavick Entertainment,[],"['Film production', 'Television production']",['1993'],[],"['Vancouver', 'British Columbia']",[],[],[],[],[],[],"['shavickentertainment', '.com']"
J Sainsbury plc,['Public limited company'],['Retailing'],"['Holborn', 'London']",['John James Sainsbury'],['London'],[],[],['£'],"[' £709\xa0million (2021)', '[1]']",[],"['180,000 (2021)', '[1]']","['Corporate', 'Consumer']"
Gloria Jean's Gourmet Coffee Pty. Ltd.,['Subsidiary'],[],"['Long Grove, Illinois']",['Ed & Gloria Jean Kvetko'],"['Castle Hill, New South Wales']",[],[],[],[],[],[],"['www', '.gloriajeanscoffees', '.com']"
Franck,['Coffee'],[],"['Zagreb', 'Croatia']",[],"['Zagreb', 'Croatia']",[],[],[],[],[],[],"['www', '.franck', '.eu']"
Equal Exchange,['cooperative'],[],['1986'],[],"['West Bridgewater', 'Massachusetts', 'United States']",[],[],"['US$70,079,000', '\xa0(2016)']",[],"['US$36,935,863\xa0(2016)']",['126'],['equalexchange.coop']
Figaro Coffee Company,['Public'],['Coffee shop'],"['Glorietta', 'Makati', 'Philippines']",[],[],[],[],[],[],[],[],"['www', '.figarocoffee', '.com']"
Ellis Coffee Company,['Private'],['Coffee'],['1854'],['Allen Cuthbert'],"['Philadelphia', 'Pennsylvania', 'United States']",[],[],[],[],[],[],"['www', '.elliscoffee', '.com']"
Dutch Bros. Coffee,['Public'],"[' restaurants', 'Restaurants', 'Retail coffee']","['Grants Pass, Oregon']","['Dane Boersma', 'Travis Boersma']","['Grants Pass, Oregon']",[],[],"[' ', 'US$', '497.9 million', ' (2021)', '[2]']","[' US$−113.3 million (2021)', '[2]']","[' US$553.7 million (2021)', '[2]']","[' 19,000 (2021)', '[2]']","['www', '.dutchbros', '.com']"
Nakheel Properties,['Government owned'],['Real estate'],['2003'],[],"['Dubai', 'United Arab Emirates']",[],['Property development'],['AED'],[],[],"['1,500', '[2]']",['www.nakheel.com']
Bank of China Limited,"['Public', 'State-owned', 'Subsidiary']","['Financial services', 'Bank']","['1912', 'May 18, 1993']",['Chen Jintao'],"['Beijing', 'China', 'Markham', 'Ontario', 'Canada']",[],[],"[' ', '\xa0(2018)', '473,912,000,000 renminbi (2015)\xa0']","[' ', '¥227.53 billion\xa0RMB', '$33.07 billion', '[2]', '\xa0(2018)', '229,237,000,000 renminbi (2015)\xa0']","[' ', '¥21.267 trillion\xa0RMB', '$3.091 trillion', '[2]', '[3]', '\xa0(2018)', '16,815,597,000,000 renminbi (2015)\xa0']","['306,322', '[4]', '\xa0(2021)', '310,042 (2015)\xa0']","['boc.cn', 'bankofchina.com', 'bank-of-china.com', 'bocusa.com', 'www', '.bankofchina', '.com', '/ca']"
China Life Insurance Company Limited ,"['Public', 'State-owned enterprise']",['Financial services'],"['1949', ' (as PICC)']",[],"['Beijing', 'China']",[],[],"['768,438,310,000 renminbi (2018)\xa0']",[],"['$362.1 billion (2015)', '[1]']","['99,739\xa0']",['chinalife.com.cn']
Dunn Brothers Coffee,[],"['Food and beverage', 'Coffeehouse']","['St. Paul, Minnesota']",['Ed and Dan Dunn'],[],[],[],[],[],[],[],[]
