name,type,industry,founded,founders,headquarters,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
Madras Talkies,['Private'],['Entertainment'],"['Chennai', 'Tamil Nadu']","['Mani Ratnam', 'G. Srinivasan']","['Chennai', 'India']",[],[],[],[],[],[],"['www', '.madrastalkies', '.com']"
Lyca Productions,['Private'],['Entertainment'],"['Chennai', 'Tamil Nadu', 'India']",['Subaskaran Allirajah'],"['Chennai', 'India']",[],[],[],[],[],[],"['www', '.lycaproductions', '.in']"
Kavithalayaa Productions Private Limited,"['Film production', 'Film distribution']",['Entertainment'],['1981'],['K.Balachander'],['Chennai'],[],[],[],[],[],[],[]
Premier Oil plc,['Public'],['Oil'],['1934'],[],"['London', 'UK']",[],[],['$'],"['$455.0 million (2019)', '[1]']",[],[],['www.premier-oil.com']
Dana Petroleum,[],['Oil and gas industry'],[],[],['Aberdeen'],[],[],[' (2013)'],[],"['£1.37 billion', ' (2013)', '[1]']",['580'],"['dana-petroleum', '.com']"
Centrica plc,['Public limited company'],['Utilities'],['17\xa0February 1997'],[],['Windsor'],[],[],['£'],"[' £0.948\xa0billion (2021)', '[1]']","['  £27.086\xa0billion (2021)', '[1]']","['20,000 (2021)', '[2]']","['www', '.centrica', '.com']"
Capricorn Energy PLC,['Public limited company'],['Oil and gas'],['1981'],[],"['Edinburgh', 'Scotland', 'UK']",[],[],['$'],"[' $(130.9)\xa0million (2021)', '[1]']",[],[],"['www', '.capricornenergy', '.com']"
Naftogaz of Ukraine,['National joint-stock company'],['Oil and gas'],"['1991', ' ', '1998', ' ']",['Ministry of Energy'],"['Kyiv', 'Ukraine']",[],"['Pipeline transportation, oil production, gas production, municipal heating']",['€'],[],"[' €19.228 billion ', '(2018)', '[2]']","['68,386 ', '(2018)', '[2]']","[', ']"
Lundin Energy AB,"['Publicly traded', 'Aktiebolag']",['Petroleum'],['2001'],['Adolf H. Lundin'],"['Stockholm, Sweden']",[],[],[],[],[],"['448 (end 2020', '[1]', ')']",['www.lundin-energy.com']
Repsol S.A.,['Sociedad Anónima'],['Petroleum'],['1987'],[],"['Madrid', 'Spain']",[],['Fuel stations'],[' €52.130 billion '],"[' €4.372 billion ', '(2021)', '[1]']","[' €56.254 billion ', '(2021)', '[1]']","['24,134 ', '(2021)', '[1]']",['www.repsol.com']
"Compañía Española de Petróleos, S.A.U.",['Sociedad Anónima Unipersonal'],['Petroleum'],"['Madrid', 'Spain']",[],"['Madrid', 'Spain']",[],['Service stations'],[' €24.71 billion '],"[' €1.218 billion ', '(2018)', '[2]', ':\u200a3\u200a']","[' €13.16 billion ', '(2018)', '[2]', ':\u200a2\u200a']","[' 10,119 ', '(2018)', '[2]', ':\u200a69\u200a']","['www', '.cepsa', '.com']"
Naftna Industrija Srbije,['Joint-stock company'],['Petroleum'],"['1\xa0October 2005', ' ', '1949', ' ']",[],"['Novi Sad', 'Serbia']",[],['Filling stations'],['€'],[],"[' €3.350 billion ', '(2018)', '[2]']","['6,182 ', '(2018)']","['nis', '.rs']"
PJSC Tatneft,"['Public', 'PJSC']",['Oil and gas'],['1950'],['Ministry of Oil Industry'],"['Almetyevsk', 'Russia']",[],[],"['$17.2\xa0billion', '\xa0(2021)']","['$3.49\xa0billion', '[1]', '\xa0(2021)']","['$20.4\xa0billion', '[1]', '\xa0(2021)']","['60,000 (2019)\xa0']","['www', '.tatneft', '.ru']"
Surgutneftgas,"['Public', 'ПАО']",['Oil and gas'],['1977'],[],['Surgut'],[],[],"['$20.1\xa0billion', '\xa0(2017)']","['$3.89\xa0billion', '[3]', '\xa0(2016)']","['$58.5\xa0billion', '[3]', '\xa0(2016)']","['92,935']","['www', '.surgutneftegas', '.ru', '/en', '/']"
Sakhalin Energy,['Private'],['Petroleum'],['1994'],[],['Yuzhno-Sakhalinsk'],[],[],"['$5.4\xa0billion', '\xa0(2017)']",[],"['$15\xa0billion', '[2]', '\xa0(2016)']","['2,230', '[2]', '\xa0(2190 (2020))']",['sakhalinenergy.com']
Rusneftegaz,['Private'],['Oil and gas'],['2005'],[],"['Moscow', 'Russia']",[],[],['\xa0(2020)'],"[' US$109 million', '[1]', '\xa0(2020)']","[' US$1.76 billion', '[1]', '\xa0(2020)']",[],"['rusneftegaz', '.com']"
Russneft,['Public joint stock company'],['refining'],['2002'],['Mikhail Gutseriyev'],"['Moscow', 'Russia']",[],[],"['$3.66\xa0billion', '\xa0(2021)']","['$787\xa0million', '[1]', '\xa0(2021)']","['$3.9\xa0billion', '[1]', '\xa0(2021)']","['10,000 (2020)']",['http://www.russneft.ru/eng/']
Gemini Studios,['Limited'],['Motion pictures'],['1940'],['S. S. Vasan'],"['Madras', 'Hollywood']",[],[],[],[],[],[],['http://geminiindia.in']
Star Studios,['Subsidiary'],['Motion pictures'],['March\xa02008'],[],"['Mumbai', 'Maharashtra', 'India']",[],[],[],[],[],[],"['www', '.disneystar', '.com', '/about-us', '/movies', '/']"
Excel Entertainment,['Private limited company'],['Motion pictures'],['1999'],"['Farhan Akhtar', 'Ritesh Sidhwani']","['Mumbai', 'Maharashtra', 'India']",[],"['Film production', 'Film distribution']",[],[],[],[],['Excel Entertainment']
Eros International Media Ltd,['Subsidiary'],['Media & Entertainment'],"['Mumbai', 'Maharashtra', 'India']",['Arjan Lulla'],"['Mumbai', 'India']",[],"['Film production, co-production, acquisition and distribution']","[' ', '1000 Crore (', ' 134.94 Million)\xa0(FY 2018)']",[],[],[],['Eros International']
Felis Creations Pvt Ltd,['Private Company'],['Film Production'],['Bangalore'],['Sandesh Kadur'],"['Bangalore', 'India']",[],[],[],[],[],[],"['felis', '.in']"
Eskay Movies,['Media and Entertainment Company'],[],['February 1988 (as Eskay Video Private Limited)'],[],"['Kolkata', 'West Bengal', 'India']",[],[],[],[],[],[],"['eskaymovies', '.com']"
Dharma Productions Pvt. Ltd.,[],['Entertainment'],"['Mumbai', 'Maharashtra']",['Yash Johar'],"['Mumbai', 'Maharashtra']",[],[],[],[],[],[],['dharma-production.com']
Cloud Nine Movies Pvt. Ltd,"['Film production', 'Film distribution']",['Films'],['2008'],[],"['Chennai', 'Tamil Nadu', 'India']",[],[],[],[],[],[],[]
DAR Motion Pictures,['Subsidiary'],"['Film production', 'Film distribution']",['2009'],[],"['Mumbai', 'India']",[],[],[],[],[],[],"['www', '.darproductionhouse', '.com']"
Clean Slate Filmz,['Private'],['Entertainment'],['October 2013'],['Karnesh Ssharma'],"['Mumbai', 'Maharashtra', 'India']",[],"['Film production, distribution']",[],[],[],[],['https://cleanslatefilmz.com']
CineMan Productions,['Private'],['Entertainment'],['February 2010'],['Anish Shah'],"['Ahmedabad', 'Gujarat']",[],"['Film production', 'Film distribution', 'Advertisement production']",[],[],[],[],['CineMan Productions']
Novatek PJSC,"['Public', 'ПАО']",['Oil and gas'],['August\xa01994'],['Leonid Mikhelson'],['Tarko-Sale'],[],[],"['$15.7\xa0billion', '\xa0(2021)']","['$3.79\xa0billion', '[1]', '\xa0(2021)']","['$33.4\xa0billion', '[1]', '\xa0(2021)']","['5,997 ', '[2]']","['www', '.novatek', '.ru', '/en', '/']"
ARETI International Group,['Private'],['Oil and gas'],['1992'],[],"['Geneva', 'Switzerland']",[],['Gas Pipeline Transport'],[],[],[],[],"['www', '.aretigroup', '.com']"
PJSC Rosneft,"['Public', 'PJSC']",['Petroleum'],['1993'],[],['Moscow'],[],[],"['$119\xa0billion', '\xa0(2021)']","['$20.4\xa0billion', '[1]', '\xa0(2021)']","['$223\xa0billion', '[1]', '\xa0(2021)']","['334,600 (2019)\xa0']","['rosneft', '.com']"
Bashneft OAO,"['Public', 'OAO']",['Oil and gas industry'],['1946'],[],"['Ufa', 'Russia']",[],[],"['$11.6\xa0billion', '\xa0(2021)']","['$1.55\xa0billion', '[1]', '\xa0(2021)']","['$12.4\xa0billion', '[1]', '\xa0(2021)']","['8,150']","['www', '.bashneft', '.com']"
PJSC Lukoil,"['Public', 'ПAO']",['Oil and gas'],['25\xa0November 1991'],['Vagit Alekperov'],['Moscow'],[],[],"['$128\xa0billion', '\xa0(2021)']","['$13.3\xa0billion', '[1]', '\xa0(2021)']","['$93.2\xa0billion', '[1]', '\xa0(2021)']","['101,000 (2019)\xa0']",['lukoil.com']
Polskie Górnictwo Naftowe i Gazownictwo SA,['Spółka Akcyjna'],['Oil and gas'],['1976'],[],"['Warsaw', 'Poland']",[],[],[' US$ 5.809 billion '],"[' US$ 430 million ', '(June 2019)']","[' US$ 13.807 billion ', '(June 2019)']","['24,763 (2018)\xa0']",['www.pgnig.pl']
Rompetrol,[],[],[],[],[],[],[],[],[],[],[],['Rompetrol.kmginternational.com']
OMV Petrom S.A.,['Societate pe Acțiuni'],['Oil and gas industry'],['1991'],[],"['PetromCity', 'Bucharest', 'Romania']",[],[],[' 21.5 billion RON (€8.9 billion) (2014)'],[],['43.1 billion RON (€9.7 billion) (2014)'],"[' 17,799 (2014)']","['www', '.omvpetrom', '.com']"
"Galp Energia, SGPS, S.A.",['Sociedade Anónima'],['Petroleum industry'],"['April\xa022,\xa01999']",[],['Lisbon'],[],['Fuel stations'],['€'],"['€1.063 million ', '(2017)', ' ', '[1]']","['€12.358 billion ', '(end 2017)', '[1]']","['6,389 ', '(2021)', '[1]']","['www', '.galp', '.com']"
PKN Orlen S.A.,['Spółka Akcyjna'],['Petroleum'],['Płock'],[],"['Płock', 'Poland']",[],[],"['PLN', 'billion']","[' ', 'PLN', ' 8.657 ', 'billion', ' (2019)']","[' ', 'PLN', ' 60.664 ', 'billion', ' (2017)']","['20,262 (2017)', '[2]']","['orlen', '.pl']"
Rocksource ASA,"['Public', 'OSE', 'RGT']",['Oil and gas'],[],[],"['Bergen', 'Norway']",[],[],['NOK'],[],[],['40 (Dec 2007)'],[]
Grupa Lotos S.A.,['Spółka Akcyjna'],['Oil and gas'],['2003'],[],['Gdańsk'],[],[],"['7,003,000,000 euro (2018)\xa0']",[],"['€', '16.3 billion']","['7,547']","['www', '.lotos', '.pl']"
AVM Productions,['Limited'],"['Film', 'television']",['1945'],['A. V. Meiyappan'],"['Vadapalani, Chennai']",[],[],[],[],"['US$', '907 million']",[],"['www', '.avm', '.in']"
Anurag Kashyap Films,['Private'],['Motion picture'],['2005'],['Anurag Kashyap'],"['Mumbai', 'India']",[],[],[],[],[],[],[]
Annapurna Studios Pvt Ltd,"['Private', 'Private']","['Entertainment', 'Entertainment']","['1976', '1951']","['Akkineni Nageswara Rao', 'D. Madhusudhana Rao', 'Akkineni Nageswara Rao']","['Hyderabad', 'Madras']",[],['Post-production services'],[],[],[],[],"['Annapurna Studios', 'AISFM']"
Ajay Devgn FFilms,['Private Limited company'],['Entertainment'],['2000'],"['Veeru Devgan', 'Ajay Devgn']","['Mumbai', 'Maharashtra', 'India']",[],"['Film production', 'Film distribution']",[],[],[],[],"['ajaydevgnffilms', '.com']"
Norwegian Energy Company ASA,['ASA'],['Oil and gas'],['2005'],['local industry leaders'],"['Oslo', 'Norway']",[],[],['NOK'],"[' NOK 823.5 million ', '(2008)', '[2]']",[],[],['Homepage']
InterOil Exploration and Production ASA,"['Public', 'OSE', 'IOX']",['Petroleum'],['2005'],[],"['Oslo', 'Norway']",[],[],[' US$41.2 million (2006)'],[],[],['178 (2007)'],['www.interoil.no']
Equinor ASA,"['State-owned', 'Allmennaksjeselskap']",['Petroleum industry'],['14\xa0June 1972'],[],"['Stavanger', 'Norway']",[],[],"[' ', 'US$', '90.92 billion', ' (2021)', '[2]']","[' US$33.66 billion (2021)', '[2]']","[' US$147.12 billion (2021)', '[2]']","['21,126 (2021)', '[2]']","['www', '.equinor', '.com']"
Balaji Motion Pictures,['Private'],['Entertainment'],['2001'],['Jeetendra Kapoor'],"['Mumbai', 'India']",[],[],[],[],[],[],"['balajitelefilms', '.com']"
DNO ASA,['Allmennaksjeselskap'],['Petroleum'],['1971'],[],"['Oslo', 'Norway']",[],[],['US$347.4 million '],"['US$521.1 million ', '(2017)', '[1]']","['US$1.415 billion ', '(end 2017)', '[1]']","['911 ', '(end 2017)', '[1]']",['www.dno.no']
Bayerngas Norge,['Private'],['Petroleum'],['2005'],['Bayerngas GmbH and partners'],"['Oslo', 'Norway']",[],[],[],[],[],[],[]
Aker BP ASA,['Allmennaksjeselskap'],['Oil and gas'],['2001\xa0'],[],['Fornebu'],[],[],"['US$ 2,979 million ']",[],[],"['2,400']","['www', '.akerbp', '.com', '/en', '/']"
RVK Studios,[],['Film'],[],['Baltasar Kormákur'],"['Reykjavík', 'Iceland']",[],[],[],[],[],[],[]
Finos Film,['Film Production'],['Film'],['1943'],[],"['Athens, Greece']",[],[],[],[],[],[],['www.finosfilm.gr']
Wild Bunch AG,['Aktiengesellschaft'],"['Motion Pictures', 'Television']","[' ', ' 2002 ']",[],"['Berlin, Germany', 'Paris, France']",[],[],[],[],[],[],"['wildbunch', '.eu']"
UFA,['GmbH'],['Motion picture'],['Berlin'],[],"['Babelsberg', 'Potsdam', 'Brandenburg']",[],[],[],[],[],[],['ufa.de']
Babelsberg Film Studio,"['Incentive', 'GmbH']",[],"['1912', 'Germany']",[],['Germany'],[],[],[],[],[],['92 (2017)\xa0'],[]
Ascom Group,['Joint stock'],"['Oil', 'natural gas']",['1994'],[],['Chişinău'],[],[],['US$ 500 million (2007)'],[],[],['500'],['Official site']
Saras S.p.A.,['Società per azioni'],['Energy'],['1962'],['Angelo Moratti'],"['Milan ', 'Italy']",[],[],[' €10.397 billion (2018)'],"[' €145 million (2018)', '[2]']","[' €2.960 billion (2018)', '[2]']","['1,946', '[2]']","['www', '.saras', '.it']"
ERG S.p.A.,['Public'],['Renewable energy'],"['June\xa02,\xa01938']",[],"['Genoa', 'Italy']",[],[],"[' €1,022 billion', '\xa0(2019)']",[],"[' €3,2 billion', '[2]', '\xa0(2019)']","['754', '[2]', '\xa0(2019)']","['www', '.erg', '.eu']"
Edison S.p.A.,['Public'],['Energy industry'],['1884'],[],"['Milan', 'Italy']",[],[],['€9.159 billion (2018)'],"['€793 million (2018)', '[1]']","['€6.557 million (2018)', '[1]']","['5,372 (2018)']","['www', '.edison', '.it']"
api Anonima Petroli Italiana SpA,['Società per Azioni'],"['Energy', 'Oil']",['1933'],['Ferdinando Peretti'],"['Rome', 'Italy']",[],[],['€6.8 billion '],[],[],"['1500 ', '(2018)']",['http://www.apioil.com']
The Maxol Group,['Private'],['Oil'],['1920'],[],"['Dublin', 'Republic of Ireland', 'Mallusk', 'County Antrim', 'Northern Ireland']",[],[],[],[],[],[],"['maxol', '.ie']"
MOL Plc.,['Public'],"['Oil and gas', 'Retail', 'Mobility']",['1957'],[],['Budapest'],[],"['Bicycle sharing', 'Carsharing', 'Fuel stations', 'Fleet management']",[' US$ 19.612 billion (2021)'],[' US$ 2.020 billion (2021)'],[' US$ 19.94 billion (2021)'],"['25,000 (2021)']","[' ', ' ']"
Hellenic Petroleum S.A.,['Public '],['Energy industry'],['1958 as '],[],"['Athens', 'Greece']",[],"['Fuel Stations', 'planes', 'Ships']",['billion'],"[' €400.29\xa0million\xa0(', '2021', '[3]', ')']","[' €7.779\xa0billion\xa0(', '2021', '[5]', ')']","['3,500\xa0(', '2020', '[8]', ')']",['Official website']
Deutsche Film-Aktiengesellschaft,[],[],[],[],['East Berlin'],[],[],[],[],[],[],[]
Constantin Film,['Subsidiary'],['Film production'],"['Frankfurt', 'West Germany']",['Preben Philipsen'],['Munich'],[],[],['€267 million (2017)'],[],[],['829 (December 2017)'],"['constantin-film', '.de']"
Bavaria Film,['GmbH'],['Film industry'],"['As Münchener Lichtspielkunst AG (1919', ')', 'as Bavaria Film AG (21\xa0September\xa01932', ')']","['Peter Ostermayr', 'Wilhelm Kraus']","['Grünwald', 'Munich']",[],[],[],[],[],['242 (2011)'],['www.bavaria-film.de']
StudioCanal S.A.S.,['Subsidiary'],"['Filmmaking', 'Film distribution']",['1988'],[],"['Paris', 'France']",[],[],[],[],[],[],"['www', '.studiocanal', '.com']"
Pathé,[],['Entertainment'],['28\xa0September 1896'],[],['France\xa0'],[],[],[' €903 million '],[],[],"['4,210 ', '(2017)', '[1]']",['Pathe.com']
Gaumont SA,['Public'],['Motion pictures'],['23\xa0June 1895'],['Léon Gaumont'],['Neuilly-sur-Seine'],[],[],[' € 169.1 million '],[],"[' € 451.5 million ', '(2011)', '[1]']","['173 ', '(2011)', '[1]']","['gaumont.fr', 'gaumont.net']"
Les Films du Poisson,['Private'],['Film'],['1995'],[],"['Paris', 'France']",[],[],[],[],[],[],['filmsdupoisson.com']
Disneynature,['Division'],['Film'],"['April\xa021, 2008']",[],"['Paris', 'France']",[],[],[],[],[],[],['nature.disney.com']
Wintershall Dea,['GmbH'],['Gas and oil (exploration and production)'],"['1894 (Wintershall), 1899 (DEA, as Deutsche Tiefbohr-Actiengesellschaft, DTA)']","['Carl Julius Winter, Heinrich Grimberg (Wintershall), Rudolf Nöllenburg (first Managing Director of DTA)']","['Kassel', 'Hamburg']",[],[],"['€5.9 billion', '\xa0(2019)']",['€2.8 billion\xa0(2019)'],[],"['2,847', '[2]', '\xa0(2019)']",['wintershalldea.com']
Adastra Films,[],['Film'],['2008'],[],['Cannes'],[],[],[],[],[],[],"['www', '.adastra-films', '.com']"
Perenco,['Independent'],['Petroleum industry'],['1975'],['Hubert Perrodo'],"['London', 'Paris']",[],[],[],[],[],"['6,000']",['perenco.com']
Engie SA,['Société Anonyme'],['Electric utility'],['22\xa0July 2008'],[],"['La Défense', 'France']",[],[],['€'],"[' €5.7\xa0billion (2019)', '[1]']","[' €159.8\xa0billion (2019)', '[1]']","['171,100 (2019)']","['engie', '.com', '/en']"
Neste Oyj,['Julkinen osakeyhtiö'],['Oil and gas industry'],['1948'],[],"['Espoo', 'Finland']",[],[],[' €15.148 billion '],"[' €2.023 billion ', '(2021)']","[' €12.417 billion ', '(2021)']","['4,872 ', '(2021)']",['www.neste.com']
Atlantic Petroleum P/F,['Partafelag'],['Petroleum'],['1998'],[],"['Tórshavn', 'Faroe Islands']",[],[],['DKK'],"['DKK 147.3 million ', '(2010)', '[1]']","['DKK 671.8 million ', '(end 2010)', '[1]']","['around 30 ', '(end 2013)', '[1]']",['www.petroleum.fo']
Ørsted A/S,['Aktieselskab'],['Electricity generation'],"['14\xa0March 2006', ' (as DONG Energy)']",[],"['Fredericia', 'Denmark']",[],[],['kr.'],"[' 16.2 billion kr. (2021)', '[2]']","[' 270.4 billion kr. (2021)', '[2]']","[' 6,836 (end 2021)', '[2]']","['orsted', '.com']"
Moravské naftové doly MND,['Private'],['petroleum'],"['(1913), modern company 2002']",[],"['Hodonín', 'Czech Republic']",[],[],[' US$ 250 million (2006)'],"['283,000,000 Czech koruna (2020)\xa0']","['18,747,000,000 Czech koruna (2020)\xa0']",['746 (2020)'],"['www', '.mnd', '.cz']"
"INA-Industrija nafte, d.d.",['Public'],['Oil and gas'],['1 January 1964'],[],"['Zagreb', 'Croatia']",[],[],"[' 23.366 billion HRK |', ' $3,672 billion (2021)']","[' 1.587 billion HRK |', ' $249 million (2021)', '[2]']","[' 21,990 billion HRK |', ' $3,456 billion (2021)', '[2]']","['INA Group: 9,751 (31 Dec 2021)', 'INA d.d.: 3,222 (31 Dec 2021)', '[2]']","['www', '.ina', '.hr']"
"O’Reilly Automotive, Inc.",['Public'],['Retail'],"['December\xa02, 1957']","[""Charles H. O'Reilly""]","['Springfield, Missouri']",[],[],[' US$13.327 billion (2021)'],[' US$2.917billion (2021)'],[' US$ 11.718 billion (2021)'],"['83,633 (2021)']","['www', '.oreillyauto', '.com']"
Menards,['Private company'],"['Retail', 'home improvement']",['1960'],['John Menard Jr.'],"['Eau Claire', 'Wisconsin']",[],[],['US$'],[],[],"['45,000\xa0(2020)']",[' ']
"Bath & Body Works, Inc.",['Public'],['Retailing'],['1963'],['Les Wexner'],"['Columbus', 'Ohio']",[],[],['US$'],"[' US$1.58 billion (2021)', '[1]']","[' ', ' US$11.57 billion (2021)', '[1]', ' ']","['59,950 (2019)', '[3]']","['www', '.bbwinc', '.com']"
Alimentation Couche-Tard Inc.,['Public'],['Retail'],['1980'],"['Alain Bouchard', ""Jacques D'Amours"", 'Richard Fortin']","['Laval', 'Quebec']",[],[],['$'],[],[],"['around 105,000 (2018)', '[1]']","['www.couche-tard.com', 'corpo.couche-tard.com']"
S Group,['Cooperative'],"['Retail', 'Horeca']",['1904'],[],"['Helsinki', 'Finland']",[],[],['billion'],[],[],"['37,283 ', '(2018)', '[1]']",['www.s-kanava.fi']
Centros Comerciales Sudamericanos S.A.,['Anonymous Society'],['Retail'],['1960'],[],"['Santiago', 'Chile']",[],[],['US$'],[],[],"['126,530']",['www.cencosud.com']
"Ross Stores, Inc.",['Public company'],['Retail'],"['Pacifica, California']","['Morris Ross', 'Bill Isackson']","['Dublin, California']",[],[],"[' ', ' (2018)']",[' US$1.61 billion (2015)'],[' US$4.87 billion (2015)'],"['88,100 (2019)']","['www', '.rossstores', '.com']"
Marks & Spencer Group plc,['Public limited company'],['Retail'],"['Leeds', 'United Kingdom']","['Michael Marks', 'Thomas Spencer']",['London'],[],[],['£'],"[' ', '£', '522.9 million (2022)', '[1]']",[],"['78,000 (2022)', '[2]']",[' ']
OMV Aktiengesellschaft,['Aktiengesellschaft'],"['Oil, gas, petrochemistry and recycling']",['1956'],[],"['Vienna, Austria']",[],['Fuel stations'],"['€36 billion', ' (2021)']",['€5.065 billion (2021)'],['€53.80 billion (2021)'],"['22,434 (2021)']",['OMV.com']
