Name,Industry,Sector,Headquarters,Founded
Valentino SpA,Consumer goods,Clothing & accessories,Milan,1960
Versace,Consumer goods,Clothing & accessories,Milan,1978
Vespa,Consumer goods,Automobiles,Pontedera,1946
VF Venieri,Industrials,Commercial vehicles & trucks,Lugo,1948
Viberti,Consumer goods,Automobiles,Pescara,1922
Vibram,Consumer goods,Footwear,Albizzate,1937
Vignale,Industrials,Commercial vehicles & trucks,Turin,1948
Viscount,Consumer goods,Recreational products,Mondaino,1969
VM Motori,Consumer goods,Auto parts,Cento,1947
Voiello,Consumer goods,Food products,Torre Annunziata,1879
Vyrus,Consumer goods,Automobiles,Coriano,2001
Webuild,Industrials,Heavy construction,Milan,1959
Wilier Triestina,Consumer goods,Recreational products,Rossano Veneto,1906
YOOX Net-a-Porter Group,Consumer services,Clothing & accessories,Milan,2015
Zagato,Industrials,Commercial vehicles & trucks,Rho,1919
Zambon,Health care,Pharmaceuticals,Bresso,1906
Zamperla,Consumer goods,Recreational products,Vicenza,1966
Zanussi,Consumer goods,Durable household products,Pordenone,1916
Abrakebabra,Consumer services,Food Retailers & Wholesalers,Dublin,1982
Abrakebabra Investments,Consumer services,Food Retailers & Wholesalers,Dublin,1982
Accenture,Industrials,Business support services,Dublin,1989
Aer Lingus,Consumer services,Airlines,Dublin,1936
Aer Lingus Regional,Consumer services,Airlines,Dublin,2010
AerCap,Industrials,Transport,Dublin,2006
Aircoach,Consumer services,Travel & tourism,Dublin,1999
Airtricity,Utilities,Alternative electricity,Dublin,1997
Allied Irish Banks,Financials,Banks,Dublin,1966
An Post,Industrials,Delivery services,Dublin,1984
Apache Pizza,Consumer services,Food Retailers & Wholesalers,Dublin,2006
Aptiv,Industrials,Automotive,Dublin,1994
Arnotts,Consumer services,Broadline retailers,Dublin,1843
Baltimore Technologies,Technology,Internet,Dublin,1976
Bank of Ireland,Financials,Banks,Dublin,1783
Barry's Tea,Consumer goods,Beverages,Cork,1901
Bewley's,Consumer services,Food Retailers & Wholesalers,Dublin,1840
Bord na Móna,Utilities,Multiutilities,Newbridge,1946
Boylesports,Consumer services,Gambling,Dundalk,1989
BT Ireland,Telecommunications,Fixed line telecommunications,Dublin,1990
Bus Éireann,Consumer services,Travel & tourism,Dublin,1987
Butlers Chocolates,Consumer goods,Food products,Dublin,1932
BWG Foods,Consumer services,Food retailers & wholesalers,Dublin,1963
C&C Group,Consumer goods,Brewers,Dublin,1852
Central Bank of Ireland,Financials,Banks,Dublin,1943
CIÉ,Consumer services,Travel & tourism,Dublin,1945
CityJet,Consumer services,Airlines,Dublin,1992
Communicorp,Consumer services,Broadcasting & Entertainment,Dublin,1989
Covidien,Health care,Medical equipment,Dublin,2007
CRH plc,Industrials,Building materials & fixtures,Dublin,1936
Cúram Software,Technology,Software,Dublin,1990
DAA,Consumer services,Transportation services,Dublin,1937
DCC Plc,Industrials,Business support services,Dublin,1976
Dealz,Consumer services,Broadline retailers,Dublin,2011
Digiweb,Telecommunications,Fixed line telecommunications,Dundalk,1997
Doolittles,Consumer services,Food Retailers & Wholesalers,Laghey,2001
Dublin Bus,Consumer services,Travel & tourism,Dublin,1987
Dunnes Stores,Consumer services,Broadline retailers,Dublin,1944
Eaton Corporation,Conglomerate,-,Dublin,1911
Eason & Son,Consumer services,Specialty retailers,Dublin,1819
EBS,Financials,Banks,Dublin,1935
Eddie Rocket's,Consumer services,Food Retailers & Wholesalers,Dublin,1989
EDUN,Consumer goods,Clothing & accessories,Dublin,2005
Eir,Telecommunications,Fixed line telecommunications,Dublin,1999
Eir Sport,Consumer services,Broadcasting & Entertainment,Dublin,1990
Energia Group,Utilities,Conventional electricity,Belfast,1998
EQTEC,Utilities,Alternative electricity,Cork,2005
Ervia,Utilities,Gas distribution,Cork,1976
ESB Group,Utilities,Conventional electricity,Dublin,1927
Experian,Financials,Business services,Dublin,1996
FBD Holdings,Financials,Full line insurance,Dublin,1969
FINEOS,Technology,Software,Dublin,1993
First Trust Bank,Financials,Banks,Belfast,1991
Four Star Pizza,Consumer services,Food Retailers & Wholesalers,Dublin,1986
Fyffes,Consumer goods,Food products,Dublin,1888
Glanbia,Consumer goods,Food products,Kilkenny,1997
GlenDimplex,Consumer goods,Consumer electronics,Dublin,1973
GoCar,Consumer services,Specialized consumer services,Dublin,2008
Greencore,Consumer goods,Food products,Dublin,1991
Guineys,Consumer services,Apparel retailers,Dublin,1971
Guinness,Consumer goods,Brewers,Dublin,1759
Havok,Technology,Software,Dublin,1998
Heatons,Consumer services,Broadline retailers,Dublin,1946
Horizon Therapeutics,Consumer services,Biopharmaceutical,Dublin,2005
Iarnród Éireann,Consumer services,Travel & tourism,Dublin,1987
Independent News & Media,Consumer services,Publishing,Dublin,1904
Insomnia Coffee Company,Consumer services,Food Retailers & Wholesalers,Dublin,1997
Intel Ireland,Technology,Semiconductors,Leixlip,1989
IONA Technologies,Technology,Software,Dublin,1991
Irish Citylink,Consumer services,Travel & tourism,Dublin,1994
Irish Continental Group,Industrials,Industrial transportation,Dublin,1972
Irish Ferries,Industrials,Industrial transportation,Dublin,1992
Johnson Controls,Industrials,Electrical components & equipment,Cork,1885
KBC Bank Ireland,Financials,Banks,Dublin,1973
Kerry Group,Consumer goods,Food products,Tralee,1972
Kingspan Group,Industrials,Building materials,Dublin,1966
Laya Healthcare,Financials,Life insurance,Little Island,1997
Magnet Networks,Telecommunications,Fixed line telecommunications,Dublin,2004
Mannok,Industrials,Building materials & fixtures,Derrylin,1973
Medtronic,Health care,Medical equipment,Dublin,1949
Meteor,Telecommunications,Mobile telecommunications,Dublin,1998
Metro,Consumer services,Travel & tourism,Belfast,1973
Musgrave Group,Consumer services,Food retailers & wholesalers,Cork,1876
National Lottery,Consumer services,Gambling,Dublin,1987
NI Railways,Consumer services,Travel & tourism,Belfast,1967
Norkom,Technology,Software,Dublin,1998
Northern Ireland Electricity,Utilities,Conventional electricity,Belfast,1991
Northern Ireland Transport Holding Company,Consumer services,Travel & tourism,Belfast,1967
NTR plc,Utilities,Alternative electricity,Dublin,1978
Oatfield,Consumer goods,Food products,Letterkenny,1927
O'Briens Irish Sandwich Bars,Consumer services,Food Retailers & Wholesalers,Dublin,1988
Openet,Technology,Software,Dublin,1999
Paddy Power,Consumer services,Gambling,Dublin,1988
Pat the Baker,Consumer goods,Baked goods,Granard,1953
Permanent TSB,Financials,Life insurance,Dublin,1884
Penneys,Consumer services,Apparel retailers,Dublin,1962
Rabobank Ireland,Financials,Banks,Dublin,1994
Raidió Teilifís Éireann,Consumer services,Broadcasting & Entertainment,Dublin,1960
Ryanair,Consumer services,Airlines,Dublin,1985
Shire,Health care,Pharmaceuticals,Dublin,1986
Smart Telecom,Telecommunications,Mobile telecommunications,Dublin,1989
Smurfit Kappa,Consumer goods,Paper,Dublin,1934
Smyths,Consumer services,Specialty retailers,Galway,1986
Stobart Air,Consumer services,Airlines,Dublin,2014
Supermac's,Consumer services,Food Retailers & Wholesalers,Ballybrit,1978
SuperValu,Consumer services,Food retailers & wholesalers,Cork,1968
Teilifís na Gaeilge,Consumer services,Broadcasting & Entertainment,Baile na hAbhann,2007
Tesco Ireland,Consumer services,Food retailers & wholesalers,Dublin,1997
The Airporter,Consumer services,Travel & tourism,Derry,1990
Thomas Crosbie Holdings,Consumer services,Publishing,Cork,1841
Three Ireland,Telecommunications,Fixed line telecommunications,Dublin,2005
Tipperary Natural Mineral Water,Consumer goods,Beverages,Borrisoleigh,1986
Today FM,Consumer services,Broadcasting & Entertainment,Dublin,1997
Trane Technologies,Conglomerate,-,Swords,1871
Transport Infrastructure Ireland,Industrials,Heavy construction,Dublin,2015
Virgin Media Television,Consumer services,Broadcasting & Entertainment,Dublin,1998
UDG Healthcare,Health care,Pharmaceuticals,Dublin,1948
Ulster Bank,Financials,Banks,Dublin,1836
Ulsterbus Foyle,Consumer services,Travel & tourism,Derry,2006
Ulsterbus,Consumer services,Travel & tourism,Belfast,1967
Vhi Healthcare,Financials,Life insurance,Purcellsinch,1957
Virgin Media Ireland,Telecommunications,Fixed line telecommunications,Dublin,2005
Vizor,Technology,Software,Dublin,2000
Vodafone Ireland,Telecommunications,Mobile telecommunications,Dublin,1984
Wireless Group,Consumer services,Broadcasting & Entertainment,Belfast,2007
Wrightbus,Industrials,Commercial vehicles & trucks,Ballymena,1946
ASL Airlines Hungary,Consumer services,Airlines,Budapest,1990
Association of Hungarian Record Companies,Consumer services,Broadcasting & entertainment,Budapest,1992
Balabit,Technology,Computer services,Budapest,2000
BKV Zrt.,Consumer services,Travel & tourism,Budapest,1968
Borsod Brewery,Consumer goods,Brewers,Bőcs,1969
BorsodChem,Basic materials,Specialty chemicals,Budapest,1949
Budapest Aircraft Service,Consumer services,Airlines,Budapest,1991
CBA,Consumer services,Food retailers & wholesalers,Alsónémedi,1992
AMC Networks International Central Europe,Consumer services,Broadcasting & entertainment,Budapest,2014
CIB Bank,Financials,Banks,Budapest,1979
Cinema City Hungary,Consumer services,Recreational services,Budapest,1997
CityLine Hungary,Consumer services,Airlines,Vecsés,2003
CLS Music,Consumer services,Broadcasting & entertainment,Budapest,2002
Corvin Film,Consumer services,Broadcasting & entertainment,Budapest,1914
Corvus Hungary,Industrials,Aerospace,Ballószög,2011
Csepel,Consumer goods,Automobiles,Szigetszentmiklós,1944
Danubius Hotels Group,Consumer services,Hotels,Budapest,1972
Digital Reality,Technology,Software,Budapest,1991
Dreher Brewery,Consumer goods,Brewers,Budapest,1854
Fegyver- és Gépgyár,Industrials,Building materials & fixtures,Budapest,1891
FHB Mortgage Bank,Financials,Banks,Budapest,1997
Ganz Works,Consumer goods,Automobiles,Budapest,1844
Richter Gedeon Co.,Health care,Pharmaceuticals,Budapest,1901
Gramy Records,Consumer services,Broadcasting & entertainment,Budapest,1999
Graphisoft,Technology,Software,Budapest,1982
Gundel,Consumer services,Restaurants & bars,Budapest,1910
Győri Keksz,Consumer goods,Food products,Győr,1880
Hálózat TV,Consumer services,Broadcasting & entertainment,Budapest,2002
Hell Energy,Consumer goods,Food & beverage,Miskolc,2006
Herend Porcelain Manufactory,Consumer goods,Durable household products,Herend,1826
Hungarian National Bank,Financials,Banks,Budapest,1924
Hungarian State Railways,Industrials,Railroads,Budapest,1869
Hungaroton,Consumer services,Broadcasting & entertainment,Budapest,1951
Hunnia Film Studio,Consumer services,Broadcasting & entertainment,Budapest,?
Ikarus Bus,Industrials,Commercial vehicles & trucks,Budapest,1895
International Training Center for Bankers,Financials,Banks,Budapest,1988
Invictus Games,Technology,Software,Debrecen,2000
IP Systems,Technology,Software,Budapest,2008
iWiW,Technology,Internet,Budapest,2002
K&H Bank,Financials,Banks,Budapest,1987
Lehel,Consumer goods,Durable household products,Jászberény,1945
Magyar Posta,Industrials,Delivery services,Budapest,1867
Magyar Telekom,Telecommunications,Fixed line telecommunications,Budapest,1991
MAL Hungarian Aluminium,Basic materials,Aluminum,Ajka,1995
Malév,Consumer services,Airlines,Budapest,1956
Match,Consumer services,Food retailers & wholesalers,Budapest,1952
MKB Bank,Financials,Banks,Budapest,1950
MOL Group,Oil & gas,Exploration & production,Budapest,1957
MTVA,Consumer services,Broadcasting & entertainment,Budapest,2011
MVK Zrt.,Consumer services,Travel & tourism,Miskolc,1954
MVM Group,Utilities,Conventional electricity,Budapest,1948
NeocoreGames,Technology,Software,Budapest,2005
Oncotherm,Health care,Medical equipment,Budapest,1988
Organica Technologies,Utilities,Water,Budapest,1998
Orion Electronics,Industrials,Electronic equipment,Budapest,1913
OTP Bank,Financials,Banks,Budapest,1949
Pannon,Telecommunications,Mobile telecommunications,Törökbálint,1994
Pannonia Film Studio,Consumer services,Broadcasting & entertainment,Budapest,1956
Panrusgáz,Oil & gas,Exploration & production,Budapest,1994
Pécs Brewery,Consumer goods,Brewers,Pécs,1848
Pick Szeged,Consumer goods,Food products,Szeged,1869
Prezi,Technology,Software,Budapest,2009
Puli Space Technologies,Industrials,Aerospace,Budapest,2010
Rába,Consumer goods,Automobiles,Győr,1896
Scarab Research,Technology,Software,Budapest,2009
State Printing Company,Consumer services,Publishing,Budapest,1851
Szerencsejáték Zrt.,Consumer services,Gambling,Budapest,1991
Takarékbank,Financials,Banks,Budapest,1989
ThalesNano,Industrials,Electronic equipment,Budapest,2002
Tisza Cipő,Consumer goods,Clothing & accessories,Martfű,1942
Törley,Consumer goods,Distillers & vintners,Budapest,1882
Travel Service,Consumer services,Airlines,Budapest,2001
TriGránit,Financials,Real estate holding & development,Budapest,1997
Tungsram,Industrials,Electrical components & equipment,Újpest,1896
Turner Broadcasting System Hungary,Consumer services,Broadcasting & entertainment,Budapest,?
UPC Magyarország,Telecommunications,Fixed line telecommunications,Budapest,1998
Videoton,Consumer goods,Consumer electronics,Székesfehérvár,1938
VirusBuster,Technology,Computer services,Budapest,1997
Vodafone Hungary,Telecommunications,Mobile telecommunications,Budapest,1999
Wizz Air,Consumer services,Airlines,Budapest,2003
Zen Studios,Technology,Software,Budapest,2003
Zsolnay,Consumer goods,Durable household products,Pécs,1853
Zwack,Consumer goods,Distillers & vintners,Budapest,1790
4E TV,Consumer services,Media,Thessaloniki,1994
Abea,Consumer goods,Food products,Chania,1889
Achaia Clauss,Consumer Goods,Beverages,Patras,1861
ADMIE,Utilities,Electricity,Athens,2012
Aegean Airlines,Consumer services,Travel & Leisure,Athens,1987
Aegean Motorway S.A.,Industrials,Transportation services,Athens,2007
Aegean Speed Lines,Industrials,Marine transportation,Glyfada,2005
Aegek SA,Industrials,Heavy construction,Marousi,1949
Aeolian Investment Fund S.A.,Financials,Financial services,Athens,1992
Air Mediterranean,Consumer services,Airlines,Athens,2017
Alfa-Beta Vassilopoulos,Consumer services,Food retailers,Athens,1939
Allatini,Consumer goods,Food products,Thessaloniki,1858
Alpha Bank,Financials,Banks,Athens,1879
Alpha Records,Consumer services,Media,Athens,1987
Alpha TV,Consumer services,Media,Athens,1996
ALUMIL Aluminium Industry S.A,Basic materials,Industrial metals & mining,Kilkis,1988
Aluminium of Greece,Basic materials,Industrial metals & mining,Marousi,1960
Amjet Executive,Consumer services,Travel & Leisure,Athens,2009
ANEK Lines,Industrials,Industrial Transportation,Chania,1967
ANT1 Group,Consumer services,Media,Athens,1989
ANT1,Consumer services,Media,Athens,1989
Arapian,Consumer goods,Food products,Athens,1935
Arcadia Shipmanagement,Industrials,Marine transportation,Athens,1998
Archirodon,Industrials,Heavy construction,Dordrecht,1959
Atcom,Technology,Software & computer,Athens,1997
Athens Exchange,Financials,Equity investment,Athens,1876
Athens International Airport S.A.,Consumer services,Travel & leisure,Athens,1996
Athens-Macedonian News Agency,Consumer services,Media,Athens,2008
Athens Mass Transit System,Consumer services,Travel & tourism,Athens,1993
Athens Metro,Consumer services,Travel & leisure,Athens,1869
Atlas Maritime,Industrials,Marine transportation,Athens,2004
Attica Bank,Financials,Banks,Athens,1925
Attica Group,Industrials,Marine transportation,Athens,1918
Attiki Odos consortium,Industrials,Transportation services,Athens,1996
Aventurine SA,Technology,Video game industry,Athens,2003
Avin International,Industrials,Marine transportation,Maroussi,1977
Bank of Greece,Financials,Banks,Athens,1928
Barbastathis,Consumer services,Food & Beverages,Thessaloniki,1969
Bazaar,Consumer services,Food retailers,Athens,-
Beat,Consumer services,Transportation networking,Athens,2011
Berios,Industrials,Heavy construction,Athens,1984
Bioman,Consumer goods,Industrial parts,Tavros,1976
Black Lotus Records,Consumer services,Media,Athens,1998
Bluebird Airways,Consumer services,Airlines,Heraklion,2008
Blue Star Ferries,Industrials,Marine transportation,Athens,2000
Centric Multimedia,Consumer services,Multimedia,Athens,1995
Ceres Hellenic Shipping Enterprises,Industrials,Marine transportation,Pireus,1949
CERETETH,Technology,Research,Volos,2006
Chalkis Shipyards (Aulida),Industrials,Heavy construction,Chalkis,1971
Chipita,Food & Beveradges,Food & Beveradges,Athens,1973
Coca-Cola Hellenic Bottling Company,Consumer services,Food & Beverages,Zug,1969
Coffee Island,Consumer services,Restaurants & bars,Patras,1999
Compupress,Consumer services,Publishing,Athens,1982
Consolidated Contractors Company,Industrials,Heavy construction,Athens,1952
Cosmote,Telecommunications,Mobile telecommunications,Athens,1998
Costamare,Industrials,Marine transportation,Monaco,1975
DEPA,Oil & gas,Exploration & production,Athens,1988
DESFA,Oil & gas,Exploration & production,Chalandri,2007
Diana,Consumer goods,Automobiles & parts,Tavros,1976
Digea,Broadcast,Digital Provider,Athens,2009
Digital Union,Consumer services,Media,Athens,2008
Dodekanisos Seaways,Industrials,Marine transportation,Rhodes,1990
DryShips Inc,Industrials,Marine transportation,Athens,2004
EAS,Industrials,Defense,Athens,2004
Egnatia Odos S.A.,Industrials,Transportation services,Athens,1997
ELCO,Consumer goods,Household goods,Lykovrysi,1960
Epsa,Consumer goods,Soft drinks,Pilio,1924
Elefsis Shipyards,Industrials,Heavy construction,Eleusis,1962
ELFE,Basic materials,Speciality chemicals,Athens,1961
Ellaktor,Industrials,Heavy construction,Kifissia,1977
Ellinair,Consumer services,Airlines,Thessaloniki,2013
Energean Oil & Gas,Oil & gas,Exploration & production,Maroussi,2007
Open TV,Consumer services,Broadcasting & entertainment,Koropi,1990
Eskimo (Feidakis Group),Consumer goods,Household goods,Athens,1958
Estia Newspaper S.A.,Consumer services,Media,Athens,1876
ETEM,Basic materials,Aluminium,Athens,1971
Eurobank Ergasias,Financials,Banks,Athens,1990
European Reliance,Financials,Full line insurance,Athens,1977
European Seaways,Industrials,Marine transportation,Athens,1990
Euroseas,Industrials,Marine transportation,Maroussi,1917
Evga S.A.,Consumer goods,Food products,Athens,1934
EYDAP,Utilities,Water,Galatsi,1980
Fage,Consumer services,Food & Beverages,Strassen,1926
Fast Ferries,Industrials,Marine transportation,Piraeus,1998
Flocafé,Consumer services,Restaurants & bars,Athens,1994
Finos Film,Consumer services,Film production,Athens,1943
Fix Brewery,Consumer goods,Brewers,Athens,1864
Folli Follie,Consumer goods,Clothing & accessories,Athens,1982
Forthnet,Telecommunications,Fixed line telecom.,Athens,1995
Frigoglass,Industrial,Commercial Refrigeration,Kifissia,1993
GainJet Aviation,Consumer services,Airlines,Athens,2006
Galaxias,Consumer services,Food retailers,Athens,1982
GEK Terna,Industrials,Heavy construction,Athens,1969
Germanos Group,Industrials,Electrical components,Athens,1980
Golden Star Ferries,Industrials,Marine transportation,Andros,2011
Goody's Burger House,Consumer services,Travel & leisure,Athens,1975
Grecotel,Consumer services,Hospitality,Rethymno,-
Greek Internet Exchange,Technology,Internet,Athens,2009
A. Lange & Söhne,Consumer goods,Clothing & accessories,Glashütte,1845
Aareal Bank,Financials,Banks,Wiesbaden,1922
Adidas,Consumer goods,Clothing & accessories,Herzogenaurach,1924
Aldi,Consumer services,Food retailers & wholesalers,Essen,1913
Allianz,Financials,Full line insurance,Munich,1890
Alpina,Consumer goods,Automobiles,Buchloe,1965
Altana,Basic materials,Speciality chemicals,Wesel,1977
Aral AG,Consumer services,Specialty retailers,Bochum,1898
ARAG SE,Financials,Full line insurance,Düsseldorf,1935
Arburg,Industrials,Industrial machinery,Loßburg,1923
Arcandor,Consumer services,Broadline retailers,Essen,1999
Arcor,Telecommunications,Fixed line telecommunications,Eschborn,1996
Armedangels,Consumer goods,Clothing & accessories,Cologne,2007
Audi,Consumer goods,Automobiles,Ingolstadt,1910
August Storck,Consumer goods,Food products,Berlin,1903
Aurubis,Basic materials,Nonferrous metals,Hamburg,2008
Auto Union,Consumer goods,Automobiles,Neckarsulm,1932
Axel Springer AG,Consumer services,Publishing,Berlin,1946
B. Braun,Health care,Pharmaceuticals,Melsungen,1839
Babelsberg Studio,Consumer services,Broadcasting & entertainment,Potsdam,1912
Bahlsen,Consumer goods,Food products,Hanover,1889
BASF,Basic materials,Speciality chemicals,Ludwigshafen,1865
Bavaria Film Studios,Consumer services,Broadcasting & entertainment,Grünwald,1919
Bayer,Health care,Pharmaceuticals,Leverkusen,1863
BayWa,Consumer goods,Farming & fishing,Munich,1923
BBS Kraftfahrzeugtechnik,Consumer goods,Auto parts,Schiltach,1970
Bechtle,Technology,Software,Neckarsulm,1983
Beck's Brewery,Consumer goods,Brewers,Bremen,1873
Behr GmbH & Co. KG,Industrials,Industrial suppliers,Stuttgart,1905
Behringer,Consumer goods,Consumer electronics,Willich,1989
Beiersdorf,Consumer goods,Personal products,Hamburg,1882
Bellevue Investments,Technology,Software,Berlin,1993
Benecke-Kaliko,Industrials,Industrial suppliers,Hanover,1718
Bertelsmann,Consumer services,Broadcasting & entertainment,Gütersloh,1835
Beyerdynamic,Consumer goods,Consumer electronics,Heilbronn,1924
Bilfinger,Industrials,Heavy construction,Mannheim,1880
Birkenstock,Consumer goods,Clothing & accessories,Neustadt,1774
Bitburger Brewery,Consumer goods,Brewers,Bitburg,1817
BioNTech,Healthcare,Vaccine,Mainz,2008
Blohm+Voss,Industrials,Commercial vehicles & trucks,Hamburg,1877
BMG Rights Management,Consumer services,Broadcasting & entertainment,Berlin,2008
BMW,Consumer goods,Automobiles,Munich,1916
Boehringer Ingelheim,Health care,Pharmaceuticals,Ingelheim am Rhein,1885
BOMAG,Industrials,Commercial vehicles & trucks,Boppard,1957
Brabus,Consumer services,Specialty retailers,Bottrop,1977
Braun,Consumer goods,Personal products,Kronberg,1921
Brenntag,Basic materials,Commodity chemicals,Mülheim,1874
C. Bechstein,Consumer goods,Recreational products,Berlin,1853
C. Illies & Co.,Industrials,Business support services,Hamburg,1859
Carl Walther GmbH,Industrials,Defense,Ulm,1886
Carl Zeiss AG,Health care,Medical equipment,Oberkochen,1846
CureVac,Health care,Vaccine,Tübingen,2000
Celesio,Health care,Pharmaceuticals,Stuttgart,1835
CineStar,Consumer services,Recreational services,Lübeck,1948
Circus Krone,Consumer services,Broadcasting & entertainment,Munich,1905
Claas,Industrials,Commercial vehicles & trucks,Harsewinkel,1913
Commerzbank,Financials,Banks,Frankfurt,1870
Condor Flugdienst,Consumer services,Airlines,Frankfurt,1955
Continental AG,Industrials,Industrial suppliers,Hanover,1871
Covestro,Basic materials,Speciality chemicals,Leverkusen,2015
Daimler AG,Consumer goods,Automobiles,Stuttgart,2007
Dba,Consumer services,Airlines,Munich,1992
Delton,Conglomerates,-,Bad Homburg vor der Höhe,1989
Deutsche Bahn,Industrials,Railroads,Berlin,1994
Deutsche Bank,Financials,Banks,Frankfurt,1870
Deutsche Börse,Financials,Investment services,Frankfurt,1992
Deutsche Grammophon,Consumer goods,Broadcasting & entertainment,Hanover,1898
Deutsche Messe,Consumer services,Recreational services,Hanover,1947
Deutsche Pfandbriefbank,Financials,Banks,Unterschleißheim,2015
Deutsche Post,Industrials,Delivery services,Bonn,1995
Deutsche Telekom,Telecommunications,Fixed line telecommunications,Bonn,1995
Deutsche Vermögensberatung,Financials,Asset managers,Frankfurt,1975
Deutz AG,Industrials,Industrial machinery,Cologne,1864
DHL Express,Industrials,Delivery services,Bonn,1969
Dieffenbacher,Industrials,Industrial machinery,Eppingen,1873
Diehl Aerospace,Industrials,Aerospace,Überlingen,2006
Diehl Defence,Industrials,Defense,Überlingen,2004
Diehl Metall,Industrials,Industrial machinery,Röthenbach an der Pegnitz,1938
Diezel,Consumer goods,Recreational products,Bad Steben,1994
Djshop,Consumer services,Broadcasting & entertainment,Vachendorf,1993
Accor,Consumer services,Hospitality,Paris,1967
Aéropostale,Consumer services,Airlines,Toulouse,1918
Aérospatiale-Matra,Industrials,Defense,Paris,1999
Air France,Consumer services,Airlines,Tremblay-en-France,1933
Air France–KLM,Consumer services,Airlines,Tremblay-en-France,2004
Airbus,Industrials,Aerospace,Toulouse,1970
Air Liquide,Industrial,Chemical,Paris,1902
Alcatel-Lucent,Technology,Telecommunications equipment,Boulogne-Billancourt,2006
Ales Groupe,Consumer goods,Personal products,Paris,1969
Alstom,Industrials,Railroads,Saint-Ouen,1928
Altran,Industrials,Business support services,Paris,1982
Amaury Sport Organisation,Consumer services,Recreational services,Issy-les-Moulineaux,1992
ArianeGroup,Industrials,Aerospace & defense,Issy-les-Moulineaux,2015
Arianespace,Industrials,Aerospace,Courcouronnes,1980
Arkane Studios,Technology,Software,Lyon,1999
Arte,Consumer services,Broadcasting & entertainment,Strasburg,1991
Astrium,Industrials,Aerospace,Paris,2006
AT Internet,Technology,Internet,Bordeaux,1995
Atari SA,Technology,Software,Paris,1983
Atisreal,Financials,Real estate services,Levallois-Perret,2003
Atos,Technology,Software,Bezons,1988
Auchan,Consumer services,Food retailers & wholesalers,Croix,1961
Axa,Financials,Full line insurance,Paris,1817
Babolat,Consumer goods,Recreational products,Lyon,1875
Baccarat,Consumer goods,Durable household products,Paris,1764
Banijay,Consumer services,Broadcasting & entertainment,Paris,2008
Banque de l'Indochine,Financials,Banks,Paris,1875
Bel Group,Consumer goods,Food products,Paris,1865
BNP Paribas,Financials,Banks,Paris,1848
Bolloré,Industrials,Delivery services,Puteaux,1822
Bonduelle,Consumer goods,Food products,Villeneuve d'Ascq,1853
Bouygues Telecom,Telecommunications,Mobile telecommunications,Paris,1994
Bouygues,Conglomerates,-,Paris,1952
Brittany Ferries,Industrials,Marine transportation,Roscoff,1972
Bugatti Automobiles,Consumer goods,Automobiles,Molsheim,1998
Canal+,Consumer services,Broadcasting & entertainment,Issy-les-Moulineaux,1984
Capgemini,Industrials,Business support services,Paris,1967
Carrefour,Consumer services,Food retailers & wholesalers,Boulogne-Billancourt,1958
Cartier,Consumer goods,Clothing & accessories,Saint-Ouen,1847
Celio,Consumer services,Apparel retailers,Paris,1978
Chanel,Consumer goods,Clothing & accessories,Neuilly-sur-Seine,1909
Chantelle,Consumer goods,Clothing & accessories,Cachan,1876
Christian Dior SE,Consumer goods,Clothing & accessories,Paris,1946
Citroën,Consumer goods,Automobiles,Rueil-Malmaison,1919
CMA CGM,Industrials,Delivery services,Marseille,1978
Com One group,Technology,Telecommunications equipment,Cestas,1987
Crédit Agricole,Financials,Banks,Montrouge,1894
Crédit Commercial de France,Financials,Banks,Paris,1894
Crédit Mutuel,Financials,Banks,Paris,1882
Conforama,Consumer services,Retail,Saint-Priest,1967
Crédit Foncier de France,Financials,Banks,Charenton-le-Pont,1852
Crédit Lyonnais,Financials,Banks,Paris,1863
Criteo,Technology,Internet,Paris,2005
Danone,Consumer goods,Food products,Paris,1919
Dassault Aviation,Industrials,Defense,Paris,1929
Dassault Systèmes,Technology,Software,Vélizy-Villacoublay,1981
Debacq & Cie,Consumer goods,Clothing & accessories,Paris,1812
Decathlon,Consumer goods,Clothing & accessories,Villeneuve-d'Ascq,1976
Dexia,Financials,Banks,Paris,1996
Diptyque,Consumer goods,Personal products,Paris,1961
Edenred,Industrials,Specialized consumer services,Paris,2010
Éditions Philippe Amaury,Consumer services,Publishing,Boulogne-Billancourt,1944
Eisenberg Paris,Consumer goods,Personal products,Paris,2000
Électricité de France,Utilities,Conventional electricity,Paris,1946
Elf Aquitaine,Oil & gas,Exploration & production,Courbevoie,1967
Engie,Utilities,Electricity generation,La Défense,2008
EssilorLuxottica,Health care,Health care equipment,Charenton-le-Pont,1849
Eutelsat,Telecommunications,Mobile telecommunications,Paris,1977
Fnac,Consumer services,Specialty retailers,Ivry-sur-Seine,1954
Framatome,Nuclear industries,Nuclear engineering,Courbevoie,1958
Free,Telecommunications,Fixed line telecommunications,Paris,1999
Galeries Lafayette,Consumer services,Broadline retailers,Paris,1912
Gameloft,Technology,Software,Paris,2000
Gandi,Technology,Internet,Paris,1999
Gaumont,Consumer services,Broadcasting & entertainment,Neuilly-sur-Seine,1895
Genset,Health care,Biotechnology,Paris,1989
Getlink,Industrials,Transportation services,Paris,1986
Groupe BPCE,Financials,Banks,Paris,2009
Groupe Bull,Technology,Computer hardware,Les Clayes-sous-Bois,1931
Groupe Casino,Consumer services,Broadline retailer,Saint-Étienne,1898
Hachette,Consumer services,Publishing,Paris,1826
