03-gren-employees_number_2020,01-DDD-number_of_employees_2020,08-slytherin-employees,01-DDD-number_of_employees_2017,03-gren-employees_number_2017,07-silvestri-employees_2020,01-DDD-founding_year,03-gren-founding_year,07-silvestri-founding_year,01-DDD-compound_annual_growth_rate_cagr_pct,07-silvestri-employees_2017,08-slytherin-founded
,,30,,,,,,,,,1991
,,8,,,,,,,,,2015
,,95,,,,,,,,,2014
,,19,,,,,,,,,2008
,,60,,,,,,,,,2011
,,96,,,,,,,,,2013
,,251,,,,,,,,,2002
,,2,,,,,,,,,2015
,,60,,,,,,,,,2016
,,18,,,,,,,,,2012
,,17,,,,,,,,,2012
,,10,,,,,,,,,2015
,,26,,,,,,,,,2013
,,10,,,,,,,,,2016
,,"22,949",,,,,,,,,2013
,,100,,,,,,,,,2014
,,8,,,,,,,,,2015
,,42,,,,,,,,,2008
,,2,,,,,,,,,2014
,,243,,,,,,,,,2013
,,288,,,,,,,,,2005
,,58,,,,,,,,,2014
,,20,,,,,,,,,2012
,,12,,,,,,,,,2014
,,39,,,,,,,,,2014
,,283,,,,,,,,,2005
,,77,,,,,,,,,2015
,,7,,,,,,,,,2015
,,448,,,,,,,,,1960
,,103,,,,,,,,,2008
,,7,,,,,,,,,2014
,,18,,,,,,,,,2013
,,3,,,,,,,,,2016
,,177,,,,,,,,,2013
,,71,,,,,,,,,2007
,,12,,,,,,,,,2014
,,35,,,,,,,,,2012
,,213,,,,,,,,,2013
,,187,,,,,,,,,1985
,,180,,,,,,,,,1990
,,145,,,,,,,,,1984
,,not found,,,,,,,,,2004
,,155,,,,,,,,,2014
,,57,,,,,,,,,2014
,,72,,,,,,,,,2012
,,15,,,,,,,,,2006
,,42,,,,,,,,,2008
,,82,,,,,,,,,2000
,,104,,,,,,,,,2011
,,3055,,,,,,,,,2006
,,151,,,,,,,,,2014
,,250,,,,,,,,,2004
,,49,,,,,,,,,2015
,,42,,,,,,,,,2012
,,5,,,,,,,,,2014
,,23,,,,,,,,,2012
,,33,,,,,,,,,2012
,,51,,,,,,,,,2010
,,750,,,,,,,,,2005
,,46,,,,,,,,,2014
,,not found,,,,,,,,,1997
,,109,,,,,,,,,2007
,,not found,,,,,,,,,2004
,,287,,,,,,,,,2013
,,16,,,,,,,,,2016
,,18,,,,,,,,,2004
,,83,,,,,,,,,2013
,,90,,,,,,,,,2012
,,12,,,,,,,,,2013
,,158,,,,,,,,,2011
,,135,,,,,,,,,2015
,,895,,,,,,,,,1979
,,173,,,,,,,,,2001
,,27,,,,,,,,,2014
,,1193,,,,,,,,,2016
,,932,,,,,,,,,2013
,,26,,,,,,,,,2016
,,13,,,,,,,,,2014
,,60,,,,,,,,,2013
,,30,,,,,,,,,2014
,,95,,,,,,,,,2005
,,30,,,,,,,,,2015
,,not found,,,,,,,,,1993
,,344,,,,,,,,,2005
,,9,,,,,,,,,2014
,,9,,,,,,,,,2016
,,500,,,,,,,,,2004
,,4,,,,,,,,,2015
,,81,,,,,,,,,2014
,,59,,,,,,,,,2016
,,11,,,,,,,,,2012
,,57,,,,,,,,,2013
,,13,,,,,,,,,2011
,,340,,,,,,,,,2013
,,346,,,,,,,,,1985
,,7,,,,,,,,,2013
,,121,,,,,,,,,2013
,,127,,,,,,,,,2008
,,13,,,,,,,,,2014
,,38,,,,,,,,,2008
,,211,,,,,,,,,2012
,,145,,,,,,,,,1997
,,186,,,,,,,,,1999
,,not found,,,,,,,,,1977
,,1416,,,,,,,,,1980
,,47,,,,,,,,,2007
,,141,,,,,,,,,2015
,,75,,,,,,,,,2007
,,24,,,,,,,,,2013
,,145,,,,,,,,,2005
,,79,,,,,,,,,2013
,,5,,,,,,,,,2000
,,not found,,,,,,,,,2002
,,25,,,,,,,,,2013
,,1517,,,,,,,,,2004
,,45,,,,,,,,,2013
,,5,,,,,,,,,2016
,,22,,,,,,,,,2013
,,15,,,,,,,,,2012
,,55,,,,,,,,,2003
,,200,,,,,,,,,2012
,,35,,,,,,,,,2006
,,228,,,,,,,,,2016
,,93,,,,,,,,,2011
,,84,,,,,,,,,2004
,,16,,,,,,,,,2016
,,9,,,,,,,,,2015
,,61,,,,,,,,,2011
,,24,,,,,,,,,2015
,,29,,,,,,,,,2014
,,535,,,,,,,,,2002
,,68,,,,,,,,,2006
,,2642,,,,,,,,,1997
,,19,,,,,,,,,2017
,,118,,,,,,,,,2009
,,8,,,,,,,,,2012
,,43,,,,,,,,,2014
,,11,,,,,,,,,2008
,,34,,,,,,,,,2010
,,202,,,,,,,,,2008
,,not found,,,,,,,,,1972
,,6,,,,,,,,,2006
,,27,,,,,,,,,2014
,,140,,,,,,,,,2013
,,15,,,,,,,,,2013
,,265,,,,,,,,,2012
,,623,,,,,,,,,2007
,,not found,,,,,,,,,2013
,,162,,,,,,,,,1997
,,41,,,,,,,,,2014
,,46,,,,,,,,,2001
,,13,,,,,,,,,2014
,,105,,,,,,,,,2014
,,60,,,,,,,,,2010
,,23,,,,,,,,,2007
,,69,,,,,,,,,2012
,,112,,,,,,,,,2011
,,219,,,,,,,,,1996
,,94,,,,,,,,,2012
,,85,,,,,,,,,2015
,,8,,,,,,,,,2014
,,5,,,,,,,,,2011
,,7,,,,,,,,,2014
,,133,,,,,,,,,2015
,,22,,,,,,,,,2012
,,7,,,,,,,,,2015
,,884,,,,,,,,,2009
,,176,,,,,,,,,2016
,,7,,,,,,,,,2016
,,12,,,,,,,,,2010
,,12,,,,,,,,,2014
,,85,,,,,,,,,2005
,,27,,,,,,,,,2009
,,120,,,,,,,,,2014
,,76,,,,,,,,,1996
,,5,,,,,,,,,2015
,,37,,,,,,,,,2011
,,4,,,,,,,,,2013
,,231,,,,,,,,,1998
,,190,,,,,,,,,2012
,,8,,,,,,,,,2017
,,250,,,,,,,,,2012
,,not found,,,,,,,,,2005
,,7800,,,,,,,,,1981
,,18,,,,,,,,,2015
,,3,,,,,,,,,2016
,,150,,,,,,,,,2013
,,295,,,,,,,,,2014
,,200,,,,,,,,,2011
,,31,,,,,,,,,2013
,,10,,,,,,,,,2015
,,38,,,,,,,,,2010
,,843,,,,,,,,,1995
,,1000,,,,,,,,,2012
,,226,,,,,,,,,2012
,,26,,,,,,,,,2015
,,4,,,,,,,,,2012
,,111,,,,,,,,,2009
,,28,,,,,,,,,2013
,,50,,,,,,,,,2015
,,623,,,,,,,,,2013
,,43,,,,,,,,,2008
,,216,,,,,,,,,2014
,,90,,,,,,,,,2007
,,21,,,,,,,,,2003
,,35,,,,,,,,,2015
,,40,,,,,,,,,2016
,,5,,,,,,,,,2016
,,33,,,,,,,,,2016
,,49,,,,,,,,,2013
,,45,,,,,,,,,2010
,,17,,,,,,,,,2013
,,11,,,,,,,,,2009
,,"1,156",,,,,,,,,2005
,,36,,,,,,,,,2008
,,1328,,,,,,,,,2009
,,65,,,,,,,,,2004
,,30,,,,,,,,,2003
,,5,,,,,,,,,2015
,,19,,,,,,,,,2015
,,10,,,,,,,,,2014
,,169,,,,,,,,,2013
,,163,,,,,,,,,2006
,,29,,,,,,,,,2014
,,"1,780",,,,,,,,,1996
,,106,,,,,,,,,2007
,,114,,,,,,,,,2006
,,306,,,,,,,,,2009
,,12,,,,,,,,,2016
,,47,,,,,,,,,2015
,,90,,,,,,,,,2013
,,102,,,,,,,,,2002
,,44,,,,,,,,,2014
,,52,,,,,,,,,2003
,,103,,,,,,,,,2004
,,not found,,,,,,,,,2011
,,160,,,,,,,,,1999
,,18,,,,,,,,,2013
,,25,,,,,,,,,2013
,,9,,,,,,,,,2016
,,45,,,,,,,,,2009
,,14,,,,,,,,,2013
,,54,,,,,,,,,2013
,,15,,,,,,,,,2016
,,265,,,,,,,,,2013
,,125,,,,,,,,,2000
,,not found,,,,,,,,,1992
,,12,,,,,,,,,2010
,,5,,,,,,,,,2015
,,70,,,,,,,,,2012
,,4,,,,,,,,,2009
,,66,,,,,,,,,2007
,,123,,,,,,,,,2010
,,30,,,,,,,,,2008
,,372,,,,,,,,,2004
,,12,,,,,,,,,2012
,,1647,,,,,,,,,2000
,,65,,,,,,,,,2016
,,42,,,,,,,,,2015
,,3,,,,,,,,,2014
,,37,,,,,,,,,2015
,,21,,,,,,,,,2013
,,10,,,,,,,,,2012
,,714,,,,,,,,,2006
,,49,,,,,,,,,2011
,,619,,,,,,,,,2007
,,42,,,,,,,,,2008
,,1805,,,,,,,,,1994
,,38,,,,,,,,,2011
,,166,,,,,,,,,2010
,,120,,,,,,,,,2014
,,3,,,,,,,,,2014
,,45,,,,,,,,,2007
,,64,,,,,,,,,2002
,,429,,,,,,,,,2012
,,974,,,,,,,,,2011
,,21,,,,,,,,,2015
,,438,,,,,,,,,2013
,,16,,,,,,,,,2012
,,not found,,,,,,,,,2011
,,117,,,,,,,,,2013
,,23,,,,,,,,,2016
,,286,,,,,,,,,2012
,,15,,,,,,,,,2001
,,33,,,,,,,,,2012
,,7,,,,,,,,,2014
,,118,,,,,,,,,2007
,,39,,,,,,,,,2014
,,416,,,,,,,,,2012
,,470,,,,,,,,,2002
,,6,,,,,,,,,2010
,,48,,,,,,,,,1991
,,15,,,,,,,,,2016
,,65,,,,,,,,,2002
,,36,,,,,,,,,2008
,,860,,,,,,,,,2015
,,15,,,,,,,,,2012
,,60,,,,,,,,,1997
,,645,,,,,,,,,1992
,,55,,,,,,,,,2016
,,180,,,,,,,,,2010
,,52,,,,,,,,,2001
,,2,,,,,,,,,2016
,,7,,,,,,,,,2011
,,44,,,,,,,,,2016
,,87,,,,,,,,,2012
,,11,,,,,,,,,2016
,,3,,,,,,,,,2013
,,77,,,,,,,,,2013
,,72,,,,,,,,,2012
,,233,,,,,,,,,2015
,,401,,,,,,,,,2014
,,38,,,,,,,,,2006
,,939,,,,,,,,,2000
,,245,,,,,,,,,1995
,,45,,,,,,,,,2003
,,1,,,,,,,,,1989
,,4,,,,,,,,,1984
,,104,,,,,,,,,2008
,,5,,,,,,,,,2013
,,50,,,,,,,,,2013
,,"1,872",,,,,,,,,2004
,,120,,,,,,,,,2012
,,42,,,,,,,,,2011
,,not found,,,,,,,,,1988
,,410,,,,,,,,,1997
,,78,,,,,,,,,2014
,,24,,,,,,,,,2015
,,6,,,,,,,,,2015
,,62,,,,,,,,,2011
,,38,,,,,,,,,2012
,,16,,,,,,,,,2010
,,28,,,,,,,,,2015
,,2,,,,,,,,,2014
,,131,,,,,,,,,2010
,,114,,,,,,,,,2008
,,300,,,,,,,,,2012
,,28,,,,,,,,,2004
,,207,,,,,,,,,2012
,,271,,,,,,,,,2007
,,not found,,,,,,,,,2015
,,50,,,,,,,,,2012
,,25,,,,,,,,,2015
,,50,,,,,,,,,2014
,,131,,,,,,,,,2009
,,47,,,,,,,,,2010
,,26,,,,,,,,,1986
,,791,,,,,,,,,2011
,,305,,,,,,,,,1995
,,702,,,,,,,,,2012
,,6,,,,,,,,,2010
,,3,,,,,,,,,2016
,,20,,,,,,,,,2013
,,3,,,,,,,,,2006
,,725,,,,,,,,,1981
,,185,,,,,,,,,2011
,,12,,,,,,,,,2007
,,5649,,,,,,,,,1988
,,not found,,,,,,,,,2004
,,72,,,,,,,,,2007
,,46,,,,,,,,,2016
,,55,,,,,,,,,2016
,,31,,,,,,,,,2012
,,29,,,,,,,,,2012
,,12,,,,,,,,,2016
,,142,,,,,,,,,2001
,,543,,,,,,,,,2007
,,not found,,,,,,,,,2004
,,87,,,,,,,,,1985
,,not found,,,,,,,,,1997
,,95,,,,,,,,,2013
,,57,,,,,,,,,2013
,,6,,,,,,,,,2012
,,10,,,,,,,,,2014
,,70,,,,,,,,,2015
,,256,,,,,,,,,2016
,,5,,,,,,,,,2016
,,134,,,,,,,,,2013
,,45,,,,,,,,,2009
,,18,,,,,,,,,2012
,,57,,,,,,,,,2015
,,60,,,,,,,,,2008
,,5,,,,,,,,,2012
,,102,,,,,,,,,2013
,,329,,,,,,,,,2012
,,"5,300",,,,,,,,,2014
,,311,,,,,,,,,2007
,,1293,,,,,,,,,2008
,,8,,,,,,,,,2013
,,320,,,,,,,,,2016
,,107,,,,,,,,,2013
,,90,,,,,,,,,2011
,,6,,,,,,,,,2014
,,71,,,,,,,,,2015
,,20,,,,,,,,,2015
,,42,,,,,,,,,2015
,,436,,,,,,,,,2015
,,18,,,,,,,,,2005
,,144,,,,,,,,,2006
,,84,,,,,,,,,2014
,,6,,,,,,,,,2014
,,290,,,,,,,,,2014
,,32,,,,,,,,,2014
,,18,,,,,,,,,2004
,,901,,,,,,,,,2015
,,120,,,,,,,,,2015
,,36,,,,,,,,,2009
,,200,,,,,,,,,1998
,,306,,,,,,,,,1998
,,70,,,,,,,,,2007
,,84,,,,,,,,,2012
,,52,,,,,,,,,2013
,,17,,,,,,,,,2004
,,8,,,,,,,,,2013
,,35,,,,,,,,,2011
,,30,,,,,,,,,2014
,,221,,,,,,,,,2000
,,61,,,,,,,,,1989
,,55,,,,,,,,,2012
,,43,,,,,,,,,2011
,,55,,,,,,,,,2016
,,9,,,,,,,,,2010
,,7,,,,,,,,,2014
,,16,,,,,,,,,2013
,,9,,,,,,,,,2017
,,13,,,,,,,,,2005
,,5048,,,,,,,,,1954
,,12,,,,,,,,,1996
,,24,,,,,,,,,2014
,,2,,,,,,,,,2013
,,3,,,,,,,,,2015
,,27,,,,,,,,,2010
,,617,,,,,,,,,2005
,,"3,188",,,,,,,,,1999
,,3500,,,,,,,,,1975
,,35,,,,,,,,,2009
,,170,,,,,,,,,2013
,,56,,,,,,,,,2015
,,3,,,,,,,,,2014
,,17,,,,,,,,,2014
,,"3,792",,,,,,,,,1982
,,31,,,,,,,,,2014
,,26,,,,,,,,,2011
,,187,,,,,,,,,2012
,,not found,,,,,,,,,2009
,,1433,,,,,,,,,1975
,,29,,,,,,,,,2016
,,7,,,,,,,,,2006
,,18,,,,,,,,,2004
,,25,,,,,,,,,2010
,,381,,,,,,,,,2014
,,20,,,,,,,,,2003
,,11,,,,,,,,,2012
,,not found,,,,,,,,,2009
,,2214,,,,,,,,,1986
,,not found,,,,,,,,,2011
,,411,,,,,,,,,2015
,,24,,,,,,,,,2014
,,4,,,,,,,,,2012
,,15,,,,,,,,,2014
,,149,,,,,,,,,2005
,,20,,,,,,,,,2006
,,"1,026",,,,,,,,,1995
,,12,,,,,,,,,2011
,,not found,,,,,,,,,1977
,,471,,,,,,,,,2011
,,600,,,,,,,,,2014
,,25,,,,,,,,,2015
,,15,,,,,,,,,2007
,,8,,,,,,,,,2014
,,248,,,,,,,,,2012
,,90,,,,,,,,,2007
,,12,,,,,,,,,2013
,,352,,,,,,,,,2012
,,28,,,,,,,,,2015
,,60,,,,,,,,,1990
,,64,,,,,,,,,2000
,,118,,,,,,,,,2011
,,19,,,,,,,,,2014
,,8,,,,,,,,,2016
,,31,,,,,,,,,2015
,,14,,,,,,,,,2013
,,94,,,,,,,,,2015
,,121,,,,,,,,,2009
,,55,,,,,,,,,2013
,,32,,,,,,,,,2005
,,9300,,,,,,,,,1986
,,not found,,,,,,,,,2009
,,68,,,,,,,,,2015
,,55,,,,,,,,,2016
,,347,,,,,,,,,2008
,,2,,,,,,,,,2012
,,28,,,,,,,,,2014
,,15,,,,,,,,,2011
,,37,,,,,,,,,2011
,,318,,,,,,,,,2009
,,200,,,,,,,,,2014
,,40,,,,,,,,,2013
,,13500,,,,,,,,,2011
,,19237,,,,,,,,,1991
,,23,,,,,,,,,2010
,,30,,,,,,,,,2015
,,10,,,,,,,,,2015
,,115,,,,,,,,,2014
,,27,,,,,,,,,2013
,,45,,,,,,,,,2014
,,21,,,,,,,,,2012
,,295,,,,,,,,,2014
,,"3,238",,,,,,,,,1998
,,232,,,,,,,,,1962
,,554,,,,,,,,,2005
,,322,,,,,,,,,1994
,,37,,,,,,,,,2003
,,45,,,,,,,,,2004
,,43,,,,,,,,,2017
,,125,,,,,,,,,2005
,,224,,,,,,,,,2011
,,not found,,,,,,,,,2015
,,58,,,,,,,,,2014
,,471,,,,,,,,,2005
,,18,,,,,,,,,2011
,,7,,,,,,,,,1990
,,38510,,,,,,,,,1967
,,582,,,,,,,,,1991
,,429,,,,,,,,,2013
,,13,,,,,,,,,2016
,,12,,,,,,,,,2016
,,24,,,,,,,,,2013
,,42,,,,,,,,,2013
,,234,,,,,,,,,2011
,,8,,,,,,,,,2012
,,104,,,,,,,,,2009
,,15,,,,,,,,,1996
,,150,,,,,,,,,2005
,,605,,,,,,,,,2013
,,1042,,,,,,,,,1994
,,1135,,,,,,,,,1828
,,18,,,,,,,,,2014
,,110,,,,,,,,,2012
,,5,,,,,,,,,2012
,,38,,,,,,,,,2012
,,54,,,,,,,,,2011
,,45,,,,,,,,,2015
,,164,,,,,,,,,2015
,,300,,,,,,,,,2005
,,108,,,,,,,,,1988
,,3309,,,,,,,,,1995
,,341,,,,,,,,,2008
,,6,,,,,,,,,2017
,,44,,,,,,,,,2015
,,9,,,,,,,,,2012
,,8,,,,,,,,,2015
,,155,,,,,,,,,2014
,,90,,,,,,,,,2014
,,46,,,,,,,,,2005
,,58,,,,,,,,,2012
,,31,,,,,,,,,2006
,,116,,,,,,,,,1995
,,not found,,,,,,,,,2014
,,123,,,,,,,,,2015
,,83,,,,,,,,,2012
,,44,,,,,,,,,2007
,,27,,,,,,,,,2015
,,5,,,,,,,,,2010
,,51,,,,,,,,,2014
,,4,,,,,,,,,2012
,,400,,,,,,,,,2005
,,"14,230",,,,,,,,,2011
,,33,,,,,,,,,2014
,,136,,,,,,,,,1969
,,341,,,,,,,,,2007
,,159,,,,,,,,,2012
,,35,,,,,,,,,2015
,,575,,,,,,,,,2013
,,309,,,,,,,,,2005
,,100,,,,,,,,,2014
,,292,,,,,,,,,2009
,,200,,,,,,,,,1990
,,131,,,,,,,,,2011
,,30,,,,,,,,,2016
,,47,,,,,,,,,2004
,,496,,,,,,,,,2009
,,not found,,,,,,,,,2012
,,650,,,,,,,,,2000
,,17,,,,,,,,,2012
,,10,,,,,,,,,2013
,,13,,,,,,,,,2012
,,18,,,,,,,,,2013
,,15,,,,,,,,,2014
,,160,,,,,,,,,2007
,,175,,,,,,,,,2008
,,30,,,,,,,,,2013
,,2537,,,,,,,,,1994
,,1922,,,,,,,,,1987
,,693,,,,,,,,,2003
,,83,,,,,,,,,2003
,,18,,,,,,,,,2007
,,18,,,,,,,,,2015
,,22,,,,,,,,,2012
,,50,,,,,,,,,2013
,,14,,,,,,,,,2010
,,7,,,,,,,,,2015
,,147,,,,,,,,,2012
,,60,,,,,,,,,1999
,,65,,,,,,,,,2014
,,107,,,,,,,,,2012
,,81,,,,,,,,,2008
,,15,,,,,,,,,2012
,,19,,,,,,,,,2012
,,32,,,,,,,,,2014
,,10,,,,,,,,,2008
,,17,,,,,,,,,2015
,,21,,,,,,,,,2016
,,297,,,,,,,,,1995
,,88,,,,,,,,,2004
,,3097,,,,,,,,,1989
,,8,,,,,,,,,2016
,,48,,,,,,,,,2015
,,15,,,,,,,,,2015
,,5,,,,,,,,,2014
,,3,,,,,,,,,2016
,,25,,,,,,,,,2012
,,15,,,,,,,,,2012
,,60,,,,,,,,,2014
,,20,,,,,,,,,2014
,,42,,,,,,,,,2006
,,"1,965",,,,,,,,,2003
,,25,,,,,,,,,2010
,,25,,,,,,,,,2008
,,2529,,,,,,,,,2010
,,15,,,,,,,,,2016
,,20,,,,,,,,,2014
,,55,,,,,,,,,2014
,,135,,,,,,,,,2010
,,38,,,,,,,,,2013
,,"1,560",,,,,,,,,1985
,,34,,,,,,,,,1996
,,376,,,,,,,,,2013
,,136,,,,,,,,,1991
,,not found,,,,,,,,,2000
,,15,,,,,,,,,2016
,,240,,,,,,,,,2015
,,300,,,,,,,,,2010
,,18,,,,,,,,,2014
,,112,,,,,,,,,2011
,,79,,,,,,,,,1995
,,816,,,,,,,,,2007
,,63,,,,,,,,,2012
,,not found,,,,,,,,,1992
,,42,,,,,,,,,2010
,,83,,,,,,,,,2014
,,52,,,,,,,,,2011
,,6,,,,,,,,,2011
,,270,,,,,,,,,2004
,,129,,,,,,,,,1991
,,45,,,,,,,,,2010
,,6,,,,,,,,,2016
,,462,,,,,,,,,2006
,,23,,,,,,,,,2016
,,71,,,,,,,,,2013
,,8,,,,,,,,,2014
,,22,,,,,,,,,2012
,,73,,,,,,,,,2012
,,200,,,,,,,,,2011
,,"1,114",,,,,,,,,1828
,,13,,,,,,,,,2016
,,26,,,,,,,,,2000
,,2968,,,,,,,,,2003
,,15,,,,,,,,,2015
,,14,,,,,,,,,2013
,,23,,,,,,,,,2017
,,14,,,,,,,,,2015
,,135,,,,,,,,,2009
,,73,,,,,,,,,2013
,,9,,,,,,,,,2015
,,47,,,,,,,,,2012
,,78,,,,,,,,,2015
,,45,,,,,,,,,1988
,,31514,,,,,,,,,1995
,,2855,,,,,,,,,2013
,,167,,,,,,,,,1978
,,31,,,,,,,,,2015
,,43,,,,,,,,,2009
,,7,,,,,,,,,2011
,,26,,,,,,,,,2015
,,8,,,,,,,,,2009
,,30,,,,,,,,,2006
,,600,,,,,,,,,1999
,,176,,,,,,,,,2000
,,271,,,,,,,,,2001
,,1200,,,,,,,,,2009
,,1228,,,,,,,,,1985
,,60,,,,,,,,,2012
,,69,,,,,,,,,2012
,,8,,,,,,,,,2014
,,8,,,,,,,,,2012
,,22,,,,,,,,,2009
,,9,,,,,,,,,2009
,,68,,,,,,,,,2000
,,"1,947",,,,,,,,,2000
,,326,,,,,,,,,1999
,,109,,,,,,,,,2004
,,59,,,,,,,,,2010
,,36,,,,,,,,,2012
,,118,,,,,,,,,2012
,,42,,,,,,,,,2012
,,40,,,,,,,,,2007
,,9,,,,,,,,,2006
,,970,,,,,,,,,2000
,,125,,,,,,,,,2011
,,30,,,,,,,,,2009
,,147,,,,,,,,,2015
,,524,,,,,,,,,2008
,,487,,,,,,,,,2007
,,15,,,,,,,,,2017
,,218,,,,,,,,,2010
,,9,,,,,,,,,2012
,,1300,,,,,,,,,1999
,,10,,,,,,,,,2012
,,13,,,,,,,,,2013
,,18,,,,,,,,,2008
,,107,,,,,,,,,1997
,,10,,,,,,,,,1920
,,not found,,,,,,,,,1995
,,905,,,,,,,,,1992
,,255,,,,,,,,,2000
,,5,,,,,,,,,2017
,,173,,,,,,,,,2013
,,27,,,,,,,,,2014
,,71,,,,,,,,,2013
,,9,,,,,,,,,2013
,,42,,,,,,,,,2004
,,122,,,,,,,,,2011
,,65,,,,,,,,,1990
,,99,,,,,,,,,2006
,,90,,,,,,,,,2004
,,32,,,,,,,,,2005
,,50,,,,,,,,,2011
,,32,,,,,,,,,2015
,,37,,,,,,,,,2006
,,44,,,,,,,,,2015
,,70,,,,,,,,,1999
,,71,,,,,,,,,2001
,,621,,,,,,,,,2013
,,2070,,,,,,,,,1972
,,24485,,,,,,,,,1998
,,838,,,,,,,,,1978
,,801,,,,,,,,,2008
,,20,,,,,,,,,2016
,,83,,,,,,,,,2011
,,3,,,,,,,,,2016
,,150,,,,,,,,,2008
,,45,,,,,,,,,2015
,,50,,,,,,,,,2014
,,280,,,,,,,,,1995
,,150,,,,,,,,,2000
,,1145,,,,,,,,,1943
,,42,,,,,,,,,2013
,,74,,,,,,,,,2016
,,10,,,,,,,,,2013
,,7,,,,,,,,,2014
,,25,,,,,,,,,2015
,,1073,,,,,,,,,1989
,,19,,,,,,,,,2013
,,32,,,,,,,,,1976
,,16,,,,,,,,,2015
,,14,,,,,,,,,2013
,,16,,,,,,,,,2013
,,11,,,,,,,,,2014
,,26,,,,,,,,,2012
,,2,,,,,,,,,2012
,,37,,,,,,,,,2013
,,1269,,,,,,,,,1984
,,22,,,,,,,,,2015
,,345,,,,,,,,,2015
,,9,,,,,,,,,2011
,,10,,,,,,,,,2011
,,25,,,,,,,,,2015
,,39,,,,,,,,,2012
,,15,,,,,,,,,1990
,,390,,,,,,,,,2006
,,not found,,,,,,,,,1989
,,16,,,,,,,,,2016
,,23,,,,,,,,,2013
,,6,,,,,,,,,2011
,,63,,,,,,,,,2012
,,77,,,,,,,,,2009
,,75,,,,,,,,,2004
,,10,,,,,,,,,2016
,,36,,,,,,,,,2012
,,58,,,,,,,,,2011
,,79,,,,,,,,,2008
,,110,,,,,,,,,2012
,,10,,,,,,,,,2013
,,260,,,,,,,,,2012
,,1074,,,,,,,,,1981
,,82,,,,,,,,,2011
,,40,,,,,,,,,2012
,,142,,,,,,,,,2016
,,10,,,,,,,,,2012
,,26,,,,,,,,,2011
,,3,,,,,,,,,2011
,,7,,,,,,,,,2015
,,1749,,,,,,,,,1975
,,1943,,,,,,,,,1998
,,442,,,,,,,,,1987
,,673,,,,,,,,,2016
,,35,,,,,,,,,2012
,,18,,,,,,,,,2015
,,90,,,,,,,,,2013
,,31,,,,,,,,,2012
,,89,,,,,,,,,2011
,,9,,,,,,,,,2014
,,10343,,,,,,,,,1998
,,100,,,,,,,,,2009
,,203,,,,,,,,,1995
,,89,,,,,,,,,2008
,,5,,,,,,,,,2017
,,100,,,,,,,,,2012
,,271,,,,,,,,,2013
,,1,,,,,,,,,2014
,,126,,,,,,,,,2009
,,4174,,,,,,,,,1990
,,249,,,,,,,,,2012
,,485,,,,,,,,,1980
,,15,,,,,,,,,2014
,,22,,,,,,,,,2013
,,39,,,,,,,,,2015
,,43,,,,,,,,,2013
,,30,,,,,,,,,2011
,,32,,,,,,,,,2012
,,10,,,,,,,,,2014
,,25,,,,,,,,,2003
,,161,,,,,,,,,1995
,,6,,,,,,,,,2013
,,13,,,,,,,,,2015
,,46,,,,,,,,,2014
,,115,,,,,,,,,2015
,,14,,,,,,,,,2014
,,14,,,,,,,,,2012
,,28,,,,,,,,,2013
,,385,,,,,,,,,1981
,,9,,,,,,,,,2015
,,45,,,,,,,,,2015
,,13,,,,,,,,,2008
,,12,,,,,,,,,2010
,,25,,,,,,,,,2015
,,5909,,,,,,,,,1995
,,145,,,,,,,,,1992
,,21,,,,,,,,,2015
,,12,,,,,,,,,2014
,,not found,,,,,,,,,2011
,,36,,,,,,,,,2012
,,180,,,,,,,,,1990
,,993,,,,,,,,,2005
,,23,,,,,,,,,2001
,,28,,,,,,,,,2015
,,51,,,,,,,,,2012
,,348,,,,,,,,,2009
,,24,,,,,,,,,2012
,,266,,,,,,,,,2012
,,14,,,,,,,,,2012
,,106,,,,,,,,,2004
,,656,,,,,,,,,2002
,,33,,,,,,,,,2014
,,20,,,,,,,,,2016
,,39,,,,,,,,,2011
,,165,,,,,,,,,2011
,,108,,,,,,,,,2015
,,12,,,,,,,,,2014
,,11,,,,,,,,,2015
,,50,,,,,,,,,2014
,,11,,,,,,,,,2013
,,35,,,,,,,,,2012
,,5,,,,,,,,,2013
,,57,,,,,,,,,2012
,,16,,,,,,,,,2009
,,13,,,,,,,,,2013
,,7,,,,,,,,,2016
,,52,,,,,,,,,2012
,,12,,,,,,,,,2014
,,10,,,,,,,,,2013
,,25,,,,,,,,,2015
,,60,,,,,,,,,2007
,,19,,,,,,,,,2012
,,33,,,,,,,,,2009
,,84,,,,,,,,,1999
,,189,,,,,,,,,2010
,,not found,,,,,,,,,2012
,,35,,,,,,,,,2011
,,4,,,,,,,,,2008
,,27,,,,,,,,,2012
,,71,,,,,,,,,2008
,,46,,,,,,,,,2014
,,80,,,,,,,,,2005
,,49,,,,,,,,,2014
,,76,,,,,,,,,2014
,,6,,,,,,,,,2014
,,16,,,,,,,,,2017
,,60,,,,,,,,,2013
,,3,,,,,,,,,1993
,,15,,,,,,,,,2010
,,9,,,,,,,,,2014
,,4,,,,,,,,,2015
,,22,,,,,,,,,2013
,,9,,,,,,,,,2015
,,17,,,,,,,,,2013
,,55,,,,,,,,,2011
,,110,,,,,,,,,2014
,,103,,,,,,,,,2013
,,43,,,,,,,,,2015
,,3,,,,,,,,,2006
,,17,,,,,,,,,2009
,,132,,,,,,,,,2013
