,name,market_cap,stock,country,sector,industry,headquarters,founded,employees,ceo
443,great wall motor co ltd,doll_32.01 b,601633,china,consumer discretionary,auto manufacturers,"baoding,china",," 63,174",
444,paccar inc,doll_32.04 b,pcar,united states,industrials,farm & heavy construction machinery,"bellevue,wa,unitedstates", 1905," 28,500", mr. r. preston feight
445,weg sa,doll_32.05 b,wege3,brazil,industrials,specialty industrial machinery,"jaraguádosul,sc,brazil",," 36,987", mr. harry  schmelzer jr.
446,brown-forman corporation,doll_32.07 b,bf.b,united states,consumer staples,beverages—wineries & distilleries,"louisville,ky,unitedstates", 1870," 4,700", mr. lawson e. whiting
447,barclays plc,doll_32.19 b,barc,united kingdom,financials,banks,"london,unitedkingdom", 17 november 1690," 81,600", mr. coimbatore sundararajan venkatakrishnan
448,anta sports products ltd,doll_32.20 b,2020,china,consumer discretionary,leisure,"jinjiang,china",," 52,000", mr. shizhong  ding
449,singapore telecommunications ltd,doll_32.23 b,z74,singapore,communication services,telecom services,"singapore,singapore",," 22,914", mr. kuan moon  yuen
450,haier smart home co ltd,doll_32.31 b,600690,china,consumer discretionary,"furnishings, fixtures & appliances","qingdao,china",," 99,299",
451,"cellnex telecom, sa",doll_32.32 b,clnx,spain,communication services,telecom services,"madrid,spain",," 2,877", mr. tobias  martinez gimeno
452,citic ltd,doll_32.33 b,0267,hong kong,industrials,conglomerates,"central,hongkong",," 135,304",
453,wuxi biologics,doll_32.41 b,2269,china,healthcare,biotechnology,"wuxi,china",," 9,864", dr. zhisheng  chen
454,china overseas land & investment ltd,doll_32.49 b,0688,hong kong,real estate,real estate—development,"central,hongkong",," 5,916", mr. zhichao  zhang
455,amerisourcebergen corporation,doll_32.51 b,abc,united states,healthcare,medical distribution,"chesterbrook,pa,unitedstates", merger between amerisource health and bergen brunswig in 2001," 38,000", mr. steven h. collis
456,"wec energy group, inc.",doll_32.54 b,wec,united states,utilities,utilities—regulated electric,"milwaukee,wi,unitedstates", 1896," 6,938", mr. scott j. lauber
457,"ross stores, inc.",doll_32.71 b,rost,united states,consumer discretionary,apparel retail,"dublin,ca,unitedstates", 1982," 88,100", ms. barbara  rentler
458,cgn power co. ltd,doll_19.25 b,003816,china,utilities,utilities—independent power producers,"shenzhen,china",," 18,248",
459,snam s.p.a.,doll_19.27 b,srg,italy,utilities,utilities—regulated gas,"sandonatomilanese,mi,italy",," 3,388", mr. marco  alverã 
460,magna international inc.,doll_19.36 b,mg,canada,consumer discretionary,auto parts,"aurora,on,canada", 1957," 158,000", mr. seetarama swamy kotagiri
461,kb financial group inc.,doll_19.39 b,105560,south korea,financials,banks,"seoul,southkorea"," september 29, 2008"," 25,428", dr. jong-kyoo  yoon ph.d.
462,svenska handelsbanken ab,doll_19.42 b,shb.a,sweden,financials,banks,"stockholm,sweden",," 10,793", mr. carl  cederschiold
