00-avengers-name,01-DDD-name,02-GioPonSpiz-name,03-gren-name,04-iGMM-name,05-MalPatSaj-name,06-MarScoToc-name,09-wissel-name
bayer,opc energy,vmware,eni,avantor,rosneft,adani total gas,first interstate bancsystem
emerson,revolution medicines,monster beverage,dominion energy,ambuja cements,marathon petroleum,eni,rapid7
dassault systèmes,ssp group,tokyo electron,keurig dr pepper,trimble,general mills,marriott international,secureworks
public storage,independent bank group,basf,basf,palantir,sempra energy,vmware,helios technologies
shin-etsu chemical,banco macro,reckitt benckiser,general motors,hubspot,itc,deutsche post,accolade
longi green energy technology,outokumpu,valero energy,pernod ricard,liberty broadband,pernod ricard,shin-etsu chemical,townsquare media
novatek,apollo tyres,dominion energy,general mills,chesapeake energy,london stock exchange,monster beverage,netscout
american international group,duck creek technologies,dollar general,ford,siemens gamesa,charter communications,synopsys,solarwinds
johnson controls,inficon,anz bank,itc,britannia industries,archer daniels midland (adm),dominion energy,now inc.
sumitomo mitsui financial group,baytex energy,kraft heinz,reckitt benckiser,international paper,o'reilly automotive,anz bank,atn international
sberbank,relay therapeutics,general motors,saudi telecom company,tyler technologies,recruit,recruit,insulet
cintas,red rock resorts,deutsche post,phillips 66,capitec bank,eni,dollar general,the container store
kotak mahindra bank,uniqa insurance group,dassault systèmes,stellantis,bangkok dusit medical services (bdms),american electric power,shopify,latham group
roper technologies,st. joe company,shin-etsu chemical,american electric power,tdk,synopsys,hikvision,paycor
cadence design systems,swissquote,public storage,valero energy,telenor,marriott international,itc,evo payments
fedex,dana,marriott international,edf (electricité de france),novolipetsk steel,dassault systèmes,london stock exchange,formfactor
basf,viavi solutions,ford,shin-etsu chemical,ck infrastructure,hitachi,basf,titan machinery
oriental land,keppel reit,o'reilly automotive,synopsys,burlington stores,edf (electricité de france),public storage,century casinos
bank rakyat indonesia,cembra money bank,adani enterprises,public storage,corebridge financial,dominion energy,emerson,sun country airlines
macquarie,tohoku electric power,synopsys,sempra energy,chandra asri petrochemical,kraft heinz,oriental land,bill.com
edwards lifesciences,vivint smart home,recruit,bank of communications,carlisle companies,longi green energy technology,edf (electricité de france),enphase energy
mercadolibre,lgi homes,edf (electricité de france),marriott international,secom,nintendo,reckitt benckiser,columbia bank
southern copper,millicom,sempra energy,dassault systèmes,dabur,santander,takeda pharmaceutical,houlihan lokey
midea,commvault,keurig dr pepper,takeda pharmaceutical,zebra technologies,bajaj finance,phillips 66,cognex
samsung biologics,compaã±ã­a cervecerã­as unidas,adani total gas,ing,grupo elektra,deutsche post,munich re (münchener rück),apache corporation
snowflake,dream industrial reit,saudi telecom company,tokyo electron,polyus,shopify,bank of communications,clear secure
corteva,kadokawa,itc,nintendo,everest re,anz bank,general motors,ccc intelligent solutions
amphenol,new india assurance,takeda pharmaceutical,american international group,qbe insurance,amphenol,dassault systèmes,alta equipment group
foxconn (hon hai precision industry),boral,bank of communications,anz bank,aecom,saudi telecom company,saudi telecom company,rpc
constellation brands,fletcher building,longi green energy technology,munich re (münchener rück),paramount global,palo alto networks,ford,cross country healthcare
the hershey company,kingnet network,ing,edwards lifesciences,albertsons,daikin,nintendo,plug power
adani total gas,balfour beatty,stellantis,bank rakyat indonesia,croda international,the hershey company,sempra energy,kronos worldwide
mitsubishi corporation,zain saudi arabia,shopify,deutsche post,the toro company,brookfield asset management,o'reilly automotive,ofg bancorp
centene,wh smith,woodside energy,adani total gas,zoominfo,bank rakyat indonesia,woodside energy,daktronics
kraft heinz,tronox,london stock exchange,archer daniels midland (adm),e.sun bank,mitsubishi corporation,daikin,kb home
american electric power,dixon technologies,nintendo,london stock exchange,continental,snowflake,keurig dr pepper,life storage
daikin,brady,hikvision,roper technologies,credicorp,netease,maaden,cadre
autozone,otter tail,munich re (münchener rück),longi green energy technology,mineral resources,takeda pharmaceutical,edwards lifesciences,sunoco
valero energy,tianjin faw,american electric power,fedex,molson coors,phillips 66,cadence design systems,village super market
lululemon athletica,sunnova,itaú unibanco,shopify,carnival,dexcom,kraft heinz,bassett furniture
ambev,callon petroleum,phillips 66,national grid,gbl,adani total gas,stellantis,new relic
edf (electricité de france),aarti industries,general mills,amphenol,amundi,adyen,mitsubishi corporation,8x8
itaú unibanco,myovant sciences,archer daniels midland (adm),kimberly-clark,godaddy,southern copper,macquarie,jamf
stellantis,lightspeed pos,macquarie,autozone,carl zeiss meditec,oriental land,sk hynix,newegg
foshan haitian flavouring and food,kontoor brands,edwards lifesciences,oriental land,new china life insurance,stellantis,ing,signify health
bajaj finance,voltalia,mitsubishi corporation,itaú unibanco,globe life,hikvision,adani enterprises,evercommerce
saudi telecom company,omnicell,first abu dhabi bank,the hershey company,orient overseas container line,centene,fortescue,cano health
nintendo,urban outfitters,oriental land,hikvision,segro,sberbank,hitachi,boot barn holdings
santander,mallplaza,maaden,hitachi,wisetech global,kimberly-clark,itaú unibanco,madison square garden
deutsche post,mirati therapeutics,daikin,johnson controls,talanx,edwards lifesciences,hess,enerpac tool group
hitachi,transalta,baidu,mitsubishi corporation,bill.com,sumitomo mitsui financial group,bayan resources,eagle materials
adyen,kunlun tech,fortescue,baidu,hansoh pharma,novatek,rational ag,pacwest bancorp
anz bank,international distributions services (royal mail),american international group,alimentation couche-tard,neurocrine biosciences,cintas,adyen,masimo
phillips 66,champion reit,amphenol,aflac,graco,itōchū shōji,american electric power,northwest bank
dominion energy,siltronic,roper technologies,samsung biologics,carmax,american international group,national grid,national fuel gas
archer daniels midland (adm),perficient,sk hynix,woodside energy,heidelbergcement,roper technologies,first abu dhabi bank,oge energy
life insurance corporation of india (lic),mge energy,fedex,budweiser apac,saputo,ambev,fedex,donnelley financial solutions
general mills,bayer crop science,intesa sanpaolo,dexcom,entegris,mitsui bussan,baidu,outfront media
vmware,arch resources,johnson controls,the travelers companies,adani wilmar,fedex,universal music group,box
hong kong exchanges & clearing,steve madden,simon property group,maaden,impala platinum,alimentation couche-tard,roper technologies,microstrategy
itc,nova measuring instruments,hess,fortescue,marketaxess,national grid,snowflake,ares management
recruit,xerox,alimentation couche-tard,intesa sanpaolo,intercontinental hotels group,bank of communications,archer daniels midland (adm),evercore
industrial bank,vermilion energy,universal music group,macquarie,magellan midstream partners,valero energy,bank rakyat indonesia,h&e equipment services
china telecom,resideo technologies,the hershey company,cintas,swire pacific,workday,amphenol,apollo global management
biogen,mdc holdings,agilent technologies,universal music group,juniper networks,woodside energy,american international group,wsfs financial
intesa sanpaolo,multiplan empreendimentos imobiliã¡rios,national grid,sk hynix,sk innovation,foxconn (hon hai precision industry),it?ch? sh?ji,axon enterprise
hikvision,also holding,cadence design systems,centene,aramark,johnson controls,alimentation couche-tard,helen of troy
ecolab,cno financial group,samsung biologics,simon property group,boliden,agilent technologies,simon property group,five9
sysco,fulton financial,hitachi,daikin,evergreen marine,munich re (münchener rück),agilent technologies,wafd bank
bce,extreme networks,kimberly-clark,foxconn (hon hai precision industry),sarepta therapeutics,basf,zijin mining,bank of hawaii
sk hynix,travis perkins,itōchū shōji,hess,emera,cadence design systems,mitsui bussan,neogen
suncor energy,insmed,cintas,adyen,barry callebaut,enphase energy,samsung biologics,coeur mining
cheniere energy,ams ag,the travelers companies,motorola solutions,autonation,biontech,east money information,newmarket corp
autodesk,teamviewer,mitsui bussan,bayan resources,kikkoman,macquarie,intesa sanpaolo,progress software
tc energy,leslie's,adyen,mercadolibre,pan pacific,kotak mahindra bank,general mills,nternational bancshares corp
chugai pharmaceutical,punjab & sind bank,bank rakyat indonesia,bajaj finance,disco corp.,simon property group,citic securities,varex imaging
workday,spin master,snowflake,cadence design systems,news corp,samsung biologics,kimberly-clark,america's car-mart
universal music group,joyy,aflac,agilent technologies,carlyle group,universal music group,block,kforce
l3harris technologies,alarm.com,citic securities,itōchū shōji,(hlbank) hong leong bank,nxp semiconductors,johnson controls,astronics corporation
infineon,trigano,infineon,kuaishou technology,solvay,motorola solutions,prudential,incyte
ing,rand merchant investment,foxconn (hon hai precision industry),corteva,renault,autozone,foxconn (hon hai precision industry),koppers
fidelity national information services,energizer holdings,corteva,exelon corporation,cubesmart,paychex,ferrari,frontdoor
hess,pan ocean,bajaj finance,mitsui bussan,jazz pharmaceuticals,constellation brands,workday,mdc holdings
nxp semiconductors,sage therapeutics,wanhua chemical,kotak mahindra bank,lattice semiconductor,ing,suncor energy,trex
munich re (münchener rück),itron,zijin mining,wanhua chemical,lg corp,corteva,corteva,credit acceptance
republic services,ebro foods,s.f. express,ambev,vivendi,aflac,wanhua chemical,first financial bank
chipotle mexican grill,fortis healthcare,nxp semiconductors,suncor energy,eiffage,the travelers companies,autodesk,varonis
the travelers companies,lundin gold,motorola solutions,ecolab,red eléctrica,mercadolibre,cintas,torrid
simon property group,dunelm group,autozone,s.f. express,futu holdings,infineon,aflac,international seaways
aflac,elekta ab,east money information,paychex,gfl environmental,autodesk,palo alto networks,eastern bankshares
mitsui bussan,grindwell norton,bayan resources,bce,gjensidige forsikring,chugai pharmaceutical,s.f. express,prologis
devon energy,bachoco,ecolab,banco santander brasil,sumitomo metal mining,fidelity national information services,infineon,doma
woodside energy,excelerate energy,suncor energy,lululemon athletica,allegion,republic services,the hershey company,perdoceo education
paychex,genworth financial,realty income,ross stores,svenska cellulosa aktiebolaget (sca),maaden,fidelity national information services,bluelinx
itōchū shōji,pick n pay stores,ping an bank,newmont,esr,ecolab,realty income,reading international
motorola solutions,bank of maharashtra,prudential,prudential,ceridian,fortescue,ping an bank,q2
enphase energy,konecranes,kotak mahindra bank,ocbc bank,zendesk,chipotle mexican grill,bajaj finance,prog holdings
maaden,synlab,centene,kinder morgan,isuzu,block,nxp semiconductors,first hawaiian bank
alimentation couche-tard,rocket lab,budweiser apac,infineon,wynn resorts,exelon corporation,autozone,heartland financial usa
agilent technologies,atlantic union bankshares,banco santander brasil,citic securities,lufthansa,lululemon athletica,ecolab,gibraltar industries
national grid,hayward,paychex,workday,borgwarner,fortinet,the travelers companies,abiomed
takeda pharmaceutical,keywords studios,autodesk,nxp semiconductors,builders firstsource,tc energy,tc energy,compass minerals
kimberly-clark,gibson energy,wuxi apptec,block,xpeng,itaú unibanco,centene,tandem diabetes care
bank of communications,alliance resource partners,newmont,ping an bank,full truck alliance,maybank,chipotle mexican grill,embecta
netease,mr price group,exelon corporation,fidelity national information services,keppel,sk hynix,kotak mahindra bank,the azek company
microchip technology,aksa energy,ferrari,ferrari,kasikornbank,hess,ocbc bank,innovage
williams companies,bankunited,ocbc bank,trane technologies,tingyi (master kang),intesa sanpaolo,wuxi apptec,federated hermes
