07-silvestri-market_value_jan_2020,03-gren-market_capitalization_2022,07-silvestri-revenue_2022,07-silvestri-market_value_jan_2022,04-iGMM-market_value__jan_1st_2020,04-iGMM-market_value__jan_07_2022,08-slytherin-revenue,02-GioPonSpiz-marketvalue,02-GioPonSpiz-marketcap,07-silvestri-market_value_jan_2021
doll_32.61 m,doll_106.0 b,doll_92.763 m,doll_33.23 m,doll_60.89 m,doll_1.06 b,doll_57.468 m,doll_1.06 b,doll_1.23 b,doll_27.26 m
doll_31.31 m,doll_105.8 b,doll_46.173 m,doll_32.48 m,doll_61.7 m,doll_1.06 b,doll_110.000 m,doll_1.06 b,doll_82.97 m,doll_30.61 m
0,doll_105.58 b,833 million usd,doll_2.89 m,doll_77.55 m,doll_1.06 b,doll_45.828 m,doll_1.06 b,doll_91.46 m,0
doll_21.64 m,doll_105.51 b,doll_28.525 m,doll_32.1 m,0,doll_1.06 b,doll_5.991 m,doll_1.06 b,doll_97.43 m,doll_33.81 m
doll_35.1 m,doll_105.09 b,doll_20.892 m,doll_32.08 m,doll_1.17 b,doll_1.05 b,doll_27.705 m,doll_1.05 b,doll_1.09 b,doll_38.48 m
doll_35.21 m,0.0,doll_2.942 m,doll_31.94 m,0,0,doll_149.500 m,0,0,doll_32.66 m
doll_18.12 m,0.0,doll_76.571 m,doll_31.73 m,0,0,doll_114.040 m,0,0,doll_24.56 m
doll_15.5 m,doll_104.35 b,doll_2.148 m,doll_31.43 m,doll_18.55 m,doll_1.04 b,doll_9.955 m,doll_1.04 b,doll_1.82 b,doll_18.35 m
doll_23.57 m,doll_103.7 b,0 million usd,doll_31.39 m,doll_1.03 b,doll_1.04 b,doll_17.000 m,doll_1.04 b,doll_1.13 b,doll_21.03 m
doll_29.86 m,doll_103.28 b,0 million usd,doll_31.34 m,doll_1.06 b,doll_1.03 b,doll_88.706 m,doll_1.03 b,doll_97.56 m,doll_17.46 m
doll_24.67 m,doll_102.72 b,doll_24.398 m,doll_31.14 m,doll_43.8 m,doll_1.03 b,doll_34.022 m,doll_1.03 b,doll_1.01 b,doll_22.39 m
doll_21.98 m,doll_102.5 b,doll_26.222 m,doll_31.13 m,doll_52.67 m,doll_1.02 b,doll_21.695 m,doll_1.02 b,doll_1.03 b,doll_22.79 m
doll_21.99 m,doll_101.57 b,doll_7.707 m,doll_31.08 m,doll_94.78 m,doll_1.02 b,doll_16.046 m,doll_1.02 b,doll_98.17 m,doll_23.76 m
doll_21.06 m,doll_101.26 b,doll_4.874 m,doll_31.02 m,doll_91.41 m,doll_1.01 b,doll_19.445 m,doll_1.01 b,doll_97.02 m,doll_23.24 m
doll_21.83 m,doll_101.13 b,0 million usd,doll_30.55 m,doll_84.01 m,doll_1.01 b,doll_35.355 m,doll_1.01 b,doll_1.01 b,doll_22.34 m
doll_29.11 m,doll_100.64 b,doll_4.899 m,doll_30.35 m,doll_73.44 m,doll_1.01 b,doll_16.311 m,doll_1.01 b,doll_88.44 m,doll_31.1 m
doll_33.0 m,doll_99.97 b,doll_72.299 m,doll_30.11 m,doll_87.41 m,doll_99.97 m,doll_27.708 m,doll_99.97 m,doll_94.42 m,doll_30.99 m
doll_10.36 m,doll_99.87 b,doll_3.237 m,doll_29.79 m,doll_63.77 m,doll_99.87 m,doll_10.493 m,doll_99.87 m,doll_97.22 m,doll_16.71 m
doll_32.4 m,doll_99.43 b,doll_46.001 m,doll_29.68 m,doll_78.9 m,doll_99.43 m,doll_91.686 m,doll_99.43 m,doll_1.04 b,doll_26.02 m
doll_16.86 m,doll_99.32 b,doll_25.306 m,doll_29.52 m,doll_1.12 b,doll_99.32 m,doll_67.044 m,doll_99.32 m,doll_1.0 b,doll_22.72 m
doll_15.36 m,doll_98.66 b,doll_4.163 m,doll_29.02 m,doll_1.11 b,doll_98.66 m,doll_6.835 m,doll_98.66 m,doll_1.06 b,doll_21.32 m
doll_27.46 m,doll_97.67 b,doll_11.888 m,doll_28.91 m,doll_37.35 m,doll_97.67 m,doll_17.108 m,doll_97.67 m,doll_52.05 m,doll_27.66 m
doll_25.97 m,doll_97.62 b,doll_8.998 m,doll_28.85 m,doll_1.29 b,doll_97.62 m,doll_10.958 m,doll_97.62 m,doll_83.11 m,doll_27.15 m
doll_20.34 m,doll_97.07 b,doll_3.678 m,doll_28.74 m,doll_87.47 m,doll_97.07 m,doll_7.776 m,doll_97.07 m,doll_1.04 b,doll_22.68 m
doll_19.59 m,doll_94.93 b,doll_5.258 m,doll_28.49 m,doll_44.41 m,doll_94.93 m,doll_157.740 m,doll_94.93 m,doll_81.67 m,doll_22.07 m
doll_39.29 m,0.0,doll_46.859 m,doll_28.2 m,0,0,doll_136.340 m,0,0,doll_31.51 m
doll_19.45 m,doll_94.56 b,doll_17.177 m,doll_28.08 m,doll_70.23 m,doll_94.56 m,doll_28.720 m,doll_94.56 m,doll_81.22 m,doll_46.28 m
doll_26.59 m,doll_94.4 b,doll_11.944 m,doll_28.05 m,doll_75.65 m,doll_94.4 m,doll_47.600 m,doll_94.4 m,doll_99.47 m,doll_29.32 m
doll_5.79 m,doll_94.23 b,doll_1.177 m,doll_27.95 m,doll_44.35 m,doll_94.23 m,doll_31.453 m,doll_94.23 m,doll_85.86 m,doll_21.44 m
doll_24.58 m,doll_94.23 b,doll_14.823 m,doll_27.89 m,doll_80.52 m,doll_94.23 m,doll_212.870 m,doll_94.23 m,doll_86.89 m,doll_23.38 m
doll_22.02 m,doll_92.26 b,doll_8.100 m,doll_27.28 m,doll_17.55 m,doll_92.26 m,doll_17.227 m,doll_92.26 m,doll_1.11 b,doll_28.63 m
doll_37.79 m,doll_92.03 b,doll_41.347 m,doll_27.03 m,doll_78.32 m,doll_92.03 m,doll_19.135 m,doll_92.03 m,doll_1.01 b,doll_30.28 m
doll_20.13 m,doll_91.79 b,doll_7.901 m,doll_26.93 m,0,doll_91.79 m,doll_46.634 m,doll_91.79 m,doll_90.12 m,doll_36.06 m
doll_27.8 m,doll_91.43 b,doll_24.179 m,doll_26.89 m,doll_92.43 m,doll_91.43 m,doll_21.111 m,doll_91.43 m,doll_92.63 m,doll_26.96 m
doll_18.74 m,0.0,doll_24.519 m,doll_26.49 m,doll_39.05 m,0,doll_1.219 m,0,doll_82.15 m,doll_28.47 m
doll_23.65 m,0.0,doll_15.167 m,doll_26.44 m,0,0,doll_119.890 m,0,0,doll_22.09 m
doll_18.41 m,doll_90.46 b,doll_4.799 m,doll_26.29 m,doll_74.76 m,doll_90.46 m,0 million usd,doll_90.46 m,doll_81.17 m,doll_25.37 m
doll_22.07 m,doll_90.45 b,doll_123.860 m,doll_26.2 m,doll_93.97 m,doll_90.45 m,doll_114.700 m,doll_90.45 m,doll_85.09 m,doll_21.31 m
doll_14.38 m,doll_90.41 b,doll_7.841 m,doll_26.04 m,doll_53.41 m,doll_90.41 m,doll_20.955 m,doll_90.41 m,doll_71.15 m,doll_20.52 m
doll_15.33 m,0.0,doll_2.339 m,doll_25.92 m,0,0,doll_75.731 m,0,0,doll_22.33 m
doll_15.15 m,doll_90.24 b,doll_28.500 m,doll_25.9 m,doll_62.23 m,doll_90.24 m,doll_127.000 m,doll_90.24 m,doll_96.04 m,doll_13.79 m
doll_37.1 m,doll_89.97 b,doll_43.283 m,doll_25.32 m,doll_58.25 m,doll_89.97 m,doll_22.721 m,doll_89.97 m,doll_87.11 m,doll_20.75 m
doll_14.14 m,doll_89.92 b,doll_7.160 m,doll_25.07 m,doll_67.45 m,doll_89.92 m,doll_88.744 m,doll_89.92 m,doll_69.06 m,doll_14.25 m
doll_24.02 m,doll_89.47 b,doll_58.239 m,doll_24.97 m,doll_1.01 b,doll_89.47 m,doll_27.305 m,doll_89.47 m,doll_86.48 m,doll_21.72 m
doll_28.41 m,doll_89.41 b,doll_2.554 m,doll_24.61 m,doll_61.3 m,doll_89.41 m,doll_33.620 m,doll_89.41 m,doll_89.84 m,doll_25.97 m
doll_21.86 m,doll_89.39 b,doll_9.862 m,doll_24.43 m,doll_82.71 m,doll_89.39 m,doll_203.830 m,doll_89.39 m,doll_91.25 m,doll_23.42 m
doll_33.89 m,doll_89.05 b,0 million usd,doll_24.38 m,doll_66.78 m,doll_89.05 m,doll_21.842 m,doll_89.05 m,doll_87.4 m,doll_31.6 m
doll_14.97 m,doll_88.73 b,doll_5.853 m,doll_24.27 m,doll_74.35 m,doll_88.73 m,doll_23.771 m,doll_88.73 m,doll_87.45 m,doll_30.81 m
doll_20.84 m,doll_88.7 b,doll_6.809 m,doll_24.21 m,doll_44.98 m,doll_88.7 m,doll_7.774 m,doll_88.7 m,doll_87.57 m,doll_23.99 m
doll_14.76 m,doll_87.96 b,doll_5.150 m,doll_24.17 m,doll_69.04 m,doll_87.96 m,doll_7.318 m,doll_87.96 m,doll_75.02 m,doll_19.03 m
doll_10.22 m,doll_87.4 b,doll_1.950 m,doll_24.17 m,doll_35.04 m,doll_87.4 m,doll_18.471 m,doll_87.4 m,doll_67.21 m,doll_15.44 m
doll_19.26 m,doll_87.19 b,0 million usd,doll_24.07 m,doll_65.41 m,doll_87.19 m,doll_48.549 m,doll_87.19 m,doll_83.12 m,doll_15.29 m
doll_24.67 m,doll_86.77 b,doll_25.553 m,doll_24.02 m,doll_75.81 m,doll_86.77 m,doll_11.564 m,doll_86.77 m,doll_76.17 m,doll_21.51 m
doll_26.3 m,doll_86.71 b,doll_24.558 m,doll_23.73 m,doll_6.58 m,doll_86.71 m,doll_22.259 m,doll_86.71 m,doll_1.52 b,doll_17.93 m
doll_14.47 m,doll_86.66 b,doll_1.255 m,doll_23.7 m,doll_70.06 m,doll_86.66 m,doll_14.622 m,doll_86.66 m,doll_80.69 m,doll_26.5 m
doll_23.66 m,doll_85.63 b,doll_28.844 m,doll_23.68 m,doll_14.54 m,doll_85.63 m,doll_40.963 m,doll_85.63 m,doll_72.64 m,doll_18.94 m
doll_19.8 m,doll_85.14 b,doll_10.139 m,doll_23.67 m,doll_58.28 m,doll_85.14 m,doll_43.000 m,doll_85.14 m,doll_72.41 m,doll_21.37 m
doll_10.63 m,doll_84.75 b,doll_-2.986 m,doll_23.53 m,doll_54.38 m,doll_84.75 m,doll_25.714 m,doll_84.75 m,doll_79.96 m,doll_24.44 m
doll_12.9 m,0.0,doll_4.584 m,doll_23.49 m,0,0,doll_49.966 m,0,0,doll_16.17 m
doll_28.36 m,doll_84.5 b,doll_23.031 m,doll_23.4 m,doll_45.1 m,doll_84.5 m,doll_19.915 m,doll_84.5 m,doll_62.28 m,doll_28.81 m
doll_15.77 m,doll_84.26 b,doll_32.138 m,doll_23.39 m,doll_70.86 m,doll_84.26 m,doll_12.522 m,doll_84.26 m,doll_84.8 m,doll_18.47 m
doll_27.1 m,doll_84.16 b,doll_8.405 m,doll_23.05 m,doll_58.92 m,doll_84.16 m,doll_16.080 m,doll_84.16 m,doll_84.37 m,doll_26.09 m
doll_14.55 m,doll_83.76 b,doll_3.492 m,doll_23.02 m,doll_90.33 m,doll_83.76 m,doll_6.340 m,doll_83.76 m,doll_1.02 b,doll_16.59 m
doll_17.39 m,doll_83.2 b,0 million usd,doll_22.82 m,doll_56.45 m,doll_83.2 m,doll_22.577 m,doll_83.2 m,doll_73.34 m,doll_19.52 m
doll_23.83 m,doll_82.93 b,doll_12.796 m,doll_22.55 m,doll_66.91 m,doll_82.93 m,0 million usd,doll_82.93 m,doll_89.94 m,doll_22.9 m
doll_9.09 m,0.0,doll_5.480 m,doll_22.37 m,doll_62.84 m,0,doll_19.944 m,0,0,doll_10.29 m
doll_6.72 m,doll_82.71 b,doll_3.226 m,doll_22.27 m,doll_56.53 m,doll_82.71 m,doll_25.097 m,doll_82.71 m,doll_79.64 m,doll_16.14 m
doll_21.92 m,0.0,doll_43.116 m,doll_22.11 m,0,0,doll_38.100 m,0,0,doll_17.47 m
doll_22.58 m,doll_82.22 b,0 million usd,doll_22.07 m,doll_80.85 m,doll_82.22 m,national commercial bank annual revenues for december-2019 ending is 20.81 billion sar,doll_82.22 m,doll_79.75 m,doll_20.17 m
doll_26.62 m,doll_81.22 b,doll_18.174 m,doll_22.07 m,doll_93.51 m,doll_81.22 m,doll_85.803 m,doll_81.22 m,doll_1.12 b,doll_24.51 m
doll_26.75 m,doll_81.18 b,doll_33.755 m,doll_21.98 m,doll_47.67 m,doll_81.18 m,doll_19.833 m,doll_81.18 m,doll_78.58 m,doll_29.98 m
doll_22.77 m,doll_80.88 b,doll_3.287 m,doll_21.98 m,doll_72.37 m,doll_80.88 m,doll_19.820 m,doll_80.88 m,doll_72.44 m,doll_27.86 m
doll_25.46 m,doll_80.53 b,doll_12.347 m,doll_21.97 m,doll_51.58 m,doll_80.53 m,doll_17.455 m,doll_80.53 m,doll_73.75 m,doll_23.67 m
doll_12.97 m,doll_80.4 b,715 million usd,doll_21.95 m,doll_68.53 m,doll_80.4 m,doll_45.399 m,doll_80.4 m,doll_80.52 m,doll_15.44 m
doll_22.22 m,doll_79.84 b,doll_7.469 m,doll_21.93 m,doll_39.41 m,doll_79.84 m,doll_37.600 m,doll_79.84 m,doll_73.06 m,doll_20.17 m
doll_13.8 m,0.0,doll_2.213 m,doll_21.91 m,0,0,doll_4.689 m,0,0,doll_16.0 m
doll_15.32 m,doll_79.77 b,doll_19.474 m,doll_21.87 m,doll_82.06 m,doll_79.77 m,doll_90.085 m,doll_79.77 m,doll_93.91 m,doll_17.35 m
doll_10.13 m,doll_79.13 b,doll_7.402 m,doll_21.55 m,doll_60.81 m,doll_79.13 m,doll_38.535 m,doll_79.13 m,doll_73.14 m,doll_15.94 m
doll_10.16 m,doll_78.97 b,doll_1.936 m,doll_21.29 m,doll_56.89 m,doll_78.97 m,doll_8.098 m,doll_78.97 m,doll_67.61 m,doll_24.46 m
doll_23.87 m,doll_78.84 b,doll_42.923 m,doll_21.14 m,doll_71.9 m,doll_78.84 m,doll_5.459 m,doll_78.84 m,doll_70.95 m,doll_19.87 m
doll_18.59 m,doll_78.47 b,doll_10.815 m,doll_20.97 m,doll_47.72 m,doll_78.47 m,doll_12.184 m,doll_78.47 m,doll_86.16 m,0
doll_9.2 m,0.0,doll_3.084 m,doll_20.9 m,0,0,doll_11.646 m,0,0,doll_12.49 m
doll_22.07 m,doll_78.44 b,doll_10.565 m,doll_20.74 m,doll_49.82 m,doll_78.44 m,doll_398.860 m,doll_78.44 m,doll_80.99 m,doll_20.39 m
doll_15.04 m,doll_78.38 b,doll_6.366 m,doll_20.61 m,doll_49.33 m,doll_78.38 m,doll_58.752 m,doll_78.38 m,doll_81.73 m,doll_19.46 m
doll_4.85 m,doll_77.72 b,0 million usd,doll_20.61 m,doll_88.38 m,doll_77.72 m,doll_31.817 m,doll_77.72 m,doll_74.99 m,doll_4.62 m
doll_15.77 m,doll_77.33 b,doll_16.511 m,doll_20.44 m,doll_43.99 m,doll_77.33 m,doll_94.862 m,doll_77.33 m,doll_76.63 m,doll_24.77 m
doll_30.74 m,doll_77.28 b,0 million usd,doll_20.38 m,doll_77.76 m,doll_77.28 m,doll_6.528 m,doll_77.28 m,doll_71.98 m,doll_20.11 m
doll_18.07 m,doll_77.26 b,doll_33.607 m,doll_20.37 m,doll_57.75 m,doll_77.26 m,doll_1.940 m,doll_77.26 m,doll_73.34 m,doll_18.68 m
doll_18.42 m,doll_76.76 b,doll_39.182 m,doll_20.21 m,doll_29.85 m,doll_76.76 m,doll_5.232 m,doll_76.76 m,doll_92.47 m,doll_13.14 m
doll_12.05 m,doll_76.36 b,doll_9.595 m,doll_20.16 m,doll_48.84 m,doll_76.36 m,doll_28.945 m,doll_76.36 m,doll_73.04 m,doll_12.81 m
doll_15.61 m,doll_76.08 b,doll_7.597 m,doll_19.93 m,doll_58.44 m,doll_76.08 m,doll_14.455 m,doll_76.08 m,doll_89.84 m,doll_12.32 m
doll_15.92 m,doll_76.22 b,doll_22.872 m,doll_19.92 m,0,doll_76.22 m,doll_9.168 m,doll_76.22 m,doll_0.002707 t,doll_14.95 m
doll_13.64 m,doll_76.04 b,doll_4.215 m,doll_19.8 m,doll_53.28 m,doll_76.04 m,doll_78.849 m,doll_76.04 m,doll_74.2 m,doll_17.88 m
doll_5.6 m,doll_75.44 b,doll_1.905 m,doll_19.79 m,doll_78.0 m,doll_75.44 m,doll_174.270 m,doll_75.44 m,doll_71.57 m,doll_10.62 m
doll_14.49 m,doll_75.41 b,doll_3.206 m,doll_19.59 m,doll_24.98 m,doll_75.41 m,55 million usd,doll_75.41 m,doll_95.55 m,doll_24.52 m
doll_17.35 m,doll_75.07 b,doll_3.284 m,doll_19.23 m,doll_51.6 m,doll_75.07 m,doll_6.606 m,doll_75.07 m,doll_67.31 m,doll_18.32 m
doll_12.79 m,doll_74.59 b,doll_11.410 m,doll_19.1 m,doll_68.46 m,doll_74.59 m,doll_20.692 m,doll_74.59 m,doll_67.67 m,doll_27.58 m
doll_22.2 m,doll_73.37 b,doll_19.416 m,doll_18.81 m,doll_52.61 m,doll_73.37 m,doll_111.660 m,doll_73.37 m,doll_64.52 m,doll_24.32 m
doll_11.47 m,doll_73.33 b,doll_2.255 m,doll_18.76 m,doll_48.99 m,doll_73.33 m,doll_2.484 m,doll_73.33 m,doll_69.45 m,doll_15.43 m
doll_22.33 m,doll_73.04 b,doll_17.844 m,doll_18.76 m,doll_42.69 m,doll_73.04 m,doll_23.113 m,doll_73.04 m,doll_81.45 m,doll_19.41 m
0,doll_72.96 b,doll_7.715 m,doll_18.58 m,doll_44.28 m,doll_72.96 m,doll_35.258 m,doll_72.96 m,doll_74.51 m,0
doll_8.74 m,doll_72.83 b,doll_2.473 m,doll_18.58 m,doll_55.71 m,doll_72.83 m,doll_11.848 m,doll_72.83 m,doll_63.87 m,doll_12.54 m
0,doll_72.75 b,doll_31.387 m,doll_18.49 m,doll_66.7 m,doll_72.75 m,doll_11.142 m,doll_72.75 m,doll_69.6 m,doll_26.23 m
doll_34.56 m,doll_72.44 b,doll_17.669 m,doll_18.44 m,doll_73.44 m,doll_72.44 m,doll_3.928 m,doll_72.44 m,doll_72.29 m,doll_17.6 m
doll_17.6 m,doll_72.23 b,doll_16.757 m,doll_18.27 m,doll_50.93 m,doll_72.23 m,doll_20.248 m,doll_72.23 m,doll_62.62 m,doll_13.4 m
0,doll_72.14 b,doll_1.023 m,doll_18.16 m,doll_39.56 m,doll_72.14 m,doll_14.545 m,doll_72.14 m,doll_58.8 m,0
doll_23.06 m,doll_72.1 b,doll_54.819 m,doll_18.16 m,doll_63.05 m,doll_72.1 m,doll_43.104 m,doll_72.1 m,doll_78.48 m,doll_15.35 m
doll_11.85 m,doll_71.85 b,doll_7.470 m,doll_18.13 m,doll_79.16 m,doll_71.85 m,doll_5.356 m,doll_71.85 m,doll_78.0 m,doll_19.42 m
doll_12.84 m,doll_71.75 b,doll_6.870 m,doll_17.53 m,doll_70.06 m,doll_71.75 m,doll_203.750 m,doll_71.75 m,doll_95.52 m,doll_14.93 m
doll_11.31 m,doll_71.64 b,doll_7.499 m,doll_17.49 m,doll_86.29 m,doll_71.64 m,doll_62.990 m,doll_71.64 m,doll_78.92 m,doll_16.98 m
doll_11.39 m,doll_71.31 b,doll_1.814 m,doll_17.3 m,doll_44.91 m,doll_71.31 m,doll_13.877 m,doll_71.31 m,doll_69.59 m,doll_11.86 m
doll_10.82 m,doll_71.22 b,doll_12.935 m,doll_17.22 m,doll_42.9 m,doll_71.22 m,doll_15.137 m,doll_71.22 m,doll_74.75 m,doll_12.18 m
doll_12.99 m,doll_71.17 b,doll_25.930 m,doll_17.1 m,doll_59.95 m,doll_71.17 m,doll_16.226 m,doll_71.17 m,doll_66.1 m,doll_14.07 m
doll_14.85 m,doll_70.87 b,doll_31.629 m,doll_17.08 m,doll_42.02 m,doll_70.87 m,doll_6.386 m,doll_70.87 m,doll_60.24 m,doll_13.18 m
doll_13.8 m,doll_70.5 b,doll_48.298 m,doll_17.02 m,doll_54.03 m,doll_70.5 m,doll_111.210 m,doll_70.5 m,doll_61.3 m,doll_11.01 m
doll_14.07 m,doll_70.4 b,doll_16.196 m,doll_16.92 m,doll_35.06 m,doll_70.4 m,doll_17.421 m,doll_70.4 m,doll_45.87 m,doll_17.08 m
doll_12.18 m,0.0,doll_180.700 m,doll_16.89 m,0,0,doll_36.400 m,0,0,doll_12.58 m
doll_8.27 m,doll_70.13 b,doll_1.139 m,doll_16.68 m,doll_18.19 m,doll_70.13 m,doll_14.759 m,doll_70.13 m,doll_50.4 m,doll_11.35 m
doll_16.52 m,doll_70.06 b,doll_8.495 m,doll_16.68 m,doll_47.92 m,doll_70.06 m,27 million usd,doll_70.06 m,doll_1.25 b,doll_15.34 m
doll_8.2 m,doll_69.95 b,doll_4.587 m,doll_16.58 m,doll_39.93 m,doll_69.95 m,doll_10.411 m,doll_69.95 m,doll_70.72 m,doll_5.91 m
doll_15.95 m,doll_69.78 b,doll_3.531 m,doll_16.57 m,doll_50.31 m,doll_69.78 m,doll_86.615 m,doll_69.78 m,doll_76.0 m,doll_16.38 m
doll_13.9 m,doll_69.39 b,doll_3.613 m,doll_16.5 m,doll_61.32 m,doll_69.39 m,doll_93.512 m,doll_69.39 m,doll_73.22 m,doll_16.98 m
doll_11.12 m,doll_69.23 b,doll_4.296 m,doll_16.5 m,doll_45.2 m,doll_69.23 m,doll_6.218 m,doll_69.23 m,doll_70.9 m,doll_11.48 m
doll_7.53 m,doll_69.11 b,doll_15.410 m,doll_16.45 m,0,doll_69.11 m,doll_11.549 m,doll_69.11 m,doll_32.31 m,doll_9.47 m
doll_8.9 m,doll_69.04 b,doll_3.691 m,doll_16.44 m,doll_55.27 m,doll_69.04 m,doll_6.635 m,doll_69.04 m,doll_69.05 m,doll_9.52 m
doll_13.16 m,doll_68.99 b,doll_3.688 m,doll_16.38 m,doll_70.79 m,doll_68.99 m,doll_4.462 m,doll_68.99 m,doll_70.98 m,doll_26.85 m
doll_6.93 m,doll_68.83 b,497 million usd,doll_16.13 m,doll_28.03 m,doll_68.83 m,doll_61.787 m,doll_68.83 m,doll_53.95 m,doll_14.02 m
doll_16.83 m,doll_68.81 b,doll_6.703 m,doll_16.12 m,doll_1.04 b,doll_68.81 m,doll_39.745 m,doll_68.81 m,doll_68.49 m,doll_21.8 m
doll_13.43 m,0.0,doll_81.863 m,doll_16.11 m,0,0,doll_62.540 m,0,0,doll_13.95 m
doll_13.1 m,doll_68.13 b,doll_19.765 m,doll_16.01 m,doll_69.17 m,doll_68.13 m,doll_17.931 m,doll_68.13 m,doll_69.53 m,doll_12.07 m
doll_7.32 m,doll_68.09 b,doll_2.650 m,doll_16.0 m,doll_14.01 m,doll_68.09 m,doll_65.801 m,doll_68.09 m,doll_69.04 m,doll_11.38 m
doll_11.89 m,doll_67.91 b,doll_3.270 m,doll_15.93 m,doll_62.11 m,doll_67.91 m,doll_13.763 m,doll_67.91 m,doll_65.65 m,doll_23.41 m
doll_18.38 m,doll_67.67 b,doll_9.276 m,doll_15.86 m,doll_48.22 m,doll_67.67 m,doll_4.321 m,doll_67.67 m,doll_65.32 m,doll_16.8 m
doll_21.05 m,doll_66.97 b,doll_5.212 m,doll_15.69 m,0,doll_66.97 m,doll_19.628 m,doll_66.97 m,doll_59.8 m,doll_18.52 m
doll_5.22 m,doll_66.91 b,doll_1.876 m,doll_15.69 m,doll_39.31 m,doll_66.91 m,doll_97.143 m,doll_66.91 m,doll_67.11 m,doll_18.0 m
doll_13.4 m,doll_66.9 b,doll_2.462 m,doll_15.65 m,doll_47.52 m,doll_66.9 m,doll_11.777 m,doll_66.9 m,doll_67.76 m,doll_15.29 m
doll_19.04 m,doll_66.75 b,doll_7.043 m,doll_15.61 m,doll_35.78 m,doll_66.75 m,doll_43.076 m,doll_66.75 m,doll_54.48 m,doll_14.66 m
doll_10.91 m,doll_66.67 b,doll_1.796 m,doll_15.58 m,doll_46.42 m,doll_66.67 m,doll_32.492 m,doll_66.67 m,doll_57.92 m,doll_12.67 m
doll_11.97 m,doll_66.58 b,doll_11.237 m,doll_15.52 m,doll_23.49 m,doll_66.58 m,doll_40.247 m,doll_66.58 m,doll_1.2 b,doll_27.38 m
doll_10.54 m,doll_66.41 b,doll_2.394 m,doll_15.49 m,doll_58.78 m,doll_66.41 m,doll_10.323 m,doll_66.41 m,doll_59.7 m,doll_12.79 m
doll_14.32 m,doll_66.2 b,doll_16.480 m,doll_15.42 m,doll_54.24 m,doll_66.2 m,doll_13.997 m,doll_66.2 m,doll_65.35 m,doll_15.14 m
doll_14.29 m,doll_66.01 b,0 million usd,doll_15.41 m,doll_60.29 m,doll_66.01 m,0 million usd,doll_66.01 m,doll_56.65 m,doll_14.09 m
doll_20.54 m,doll_65.93 b,doll_15.816 m,doll_15.31 m,doll_51.51 m,doll_65.93 m,doll_12.733 m,doll_65.93 m,doll_59.66 m,doll_13.97 m
doll_10.57 m,doll_65.87 b,doll_3.720 m,doll_15.28 m,doll_55.33 m,doll_65.87 m,doll_5.425 m,doll_65.87 m,doll_64.47 m,doll_16.8 m
doll_14.83 m,doll_65.84 b,doll_2.271 m,doll_15.25 m,doll_47.73 m,doll_65.84 m,doll_capital m,doll_65.84 m,doll_74.04 m,doll_18.29 m
doll_10.53 m,doll_65.39 b,doll_1.759 m,doll_15.25 m,doll_40.84 m,doll_65.39 m,doll_4.117 m,doll_65.39 m,doll_67.61 m,doll_11.79 m
doll_12.54 m,doll_65.36 b,doll_3.708 m,doll_15.14 m,doll_41.67 m,doll_65.36 m,not found,doll_65.36 m,doll_73.46 m,doll_16.9 m
doll_12.36 m,doll_65.29 b,doll_11.201 m,doll_15.06 m,doll_27.47 m,doll_65.29 m,doll_10.281 m,doll_65.29 m,doll_1.23 b,doll_15.01 m
doll_17.4 m,doll_65.12 b,0 million usd,doll_15.06 m,doll_49.82 m,doll_65.12 m,doll_52.662 m,doll_65.12 m,doll_57.45 m,doll_9.18 m
doll_14.02 m,0.0,doll_10.311 m,doll_15.02 m,0,0,doll_13.964 m,0,0,doll_13.9 m
doll_10.57 m,doll_64.99 b,doll_10.086 m,doll_15.0 m,doll_51.62 m,doll_64.99 m,doll_16.071 m,doll_64.99 m,doll_57.67 m,doll_11.45 m
doll_7.37 m,doll_64.96 b,doll_11.994 m,doll_14.97 m,doll_68.7 m,doll_64.96 m,doll_17.661 m,doll_64.96 m,doll_62.93 m,doll_7.33 m
doll_14.82 m,doll_64.93 b,0 million usd,doll_14.75 m,doll_41.28 m,doll_64.93 m,doll_22.687 m,doll_64.93 m,doll_72.42 m,doll_12.28 m
doll_11.25 m,doll_64.8 b,0 million usd,doll_14.73 m,0,doll_64.8 m,doll_47.676 m,doll_64.8 m,doll_62.34 m,doll_12.71 m
doll_29.34 m,doll_63.8 b,doll_11.843 m,doll_14.69 m,doll_43.01 m,doll_63.8 m,doll_5.426 m,doll_63.8 m,doll_56.39 m,doll_29.59 m
doll_10.5 m,doll_63.57 b,doll_23.020 m,doll_14.68 m,doll_24.88 m,doll_63.57 m,doll_164.660 m,doll_63.57 m,doll_69.2 m,doll_10.58 m
doll_9.38 m,doll_63.35 b,doll_11.138 m,doll_14.6 m,doll_23.04 m,doll_63.35 m,doll_5.138 m,doll_63.35 m,doll_52.81 m,doll_12.11 m
doll_10.98 m,doll_63.21 b,,doll_14.48 m,doll_28.97 m,doll_63.21 m,doll_3.677 m,doll_63.21 m,doll_51.92 m,doll_10.02 m
doll_17.25 m,doll_63.0 b,doll_14.684 m,doll_14.46 m,doll_59.88 m,doll_63.0 m,doll_12.743 m,doll_63.0 m,doll_58.87 m,doll_12.73 m
doll_11.82 m,doll_62.96 b,doll_5.489 m,doll_14.43 m,doll_42.03 m,doll_62.96 m,doll_35.667 m,doll_62.96 m,doll_53.76 m,doll_11.9 m
