00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_revenue_usd,00-avengers-annual_revenue_in_usd,04-iGMM-annual_revenue_in_usd
doll_1.040 m,880 million usd,doll_2.52 b,doll_11.888 m,"2,522 million usd"
doll_1.305 m,"4,306 million usd",doll_22.84 b,doll_8.821 m,"22,845 million usd"
doll_2.862 m,"8,953 million usd",0.0,doll_55.080 m,0 million usd
doll_3.443 m,"3,096 million usd",doll_7.84 b,doll_39.083 m,"7,839 million usd"
doll_3.096 m,"3,443 million usd",doll_39.08 b,doll_7.839 m,"39,083 million usd"
doll_8.953 m,"2,862 million usd",doll_55.08 b,0 million usd,"55,080 million usd"
doll_4.306 m,"1,305 million usd",doll_8.82 b,doll_22.845 m,"8,821 million usd"
880 million usd,"1,040 million usd",doll_11.89 b,doll_2.522 m,"11,888 million usd"
-42 million usd,"3,016 million usd",doll_16.91 b,doll_17.323 m,"16,911 million usd"
doll_8.562 m,"8,562 million usd",doll_41.55 b,doll_41.554 m,"41,554 million usd"
doll_3.038 m,"1,288 million usd",doll_12.19 b,doll_51.577 m,"12,188 million usd"
doll_1.926 m,"9,018 million usd",doll_110.01 b,doll_9.482 m,"110,010 million usd"
doll_4.422 m,"3,776 million usd",doll_41.52 b,doll_27.958 m,"41,524 million usd"
doll_1.871 m,"3,257 million usd",doll_38.47 b,doll_11.063 m,"38,469 million usd"
614 million usd,614 million usd,doll_1.58 b,doll_1.578 m,"1,578 million usd"
doll_3.257 m,"1,871 million usd",doll_11.06 b,doll_38.469 m,"11,063 million usd"
doll_3.776 m,"4,422 million usd",doll_27.96 b,doll_41.524 m,"27,958 million usd"
doll_9.018 m,"1,926 million usd",doll_9.48 b,doll_110.010 m,"9,482 million usd"
doll_1.288 m,"3,038 million usd",doll_51.58 b,doll_12.188 m,"51,577 million usd"
doll_3.258 m,"3,258 million usd",doll_4.77 b,doll_4.768 m,"4,768 million usd"
doll_6.554 m,762 million usd,doll_4.53 b,doll_71.080 m,"4,526 million usd"
doll_2.303 m,497 million usd,doll_4.39 b,doll_18.236 m,"4,386 million usd"
doll_3.780 m,"3,129 million usd",doll_5.75 b,doll_14.552 m,"5,750 million usd"
doll_4.076 m,"4,326 million usd",doll_12.52 b,doll_69.054 m,"12,519 million usd"
doll_4.664 m,"4,664 million usd",doll_19.67 b,doll_19.669 m,"19,669 million usd"
doll_4.326 m,"4,076 million usd",doll_69.05 b,doll_12.519 m,"69,054 million usd"
doll_3.129 m,"3,780 million usd",doll_14.55 b,doll_5.750 m,"14,552 million usd"
497 million usd,"2,303 million usd",doll_18.24 b,doll_4.386 m,"18,236 million usd"
762 million usd,"6,554 million usd",doll_71.08 b,doll_4.526 m,"71,080 million usd"
873 million usd,"2,342 million usd",doll_7.57 b,doll_4.776 m,"7,574 million usd"
doll_6.122 m,773 million usd,doll_2.91 b,doll_24.010 m,"2,906 million usd"
649 million usd,"5,264 million usd",0.0,doll_35.540 m,0 million usd
doll_1.637 m,"4,258 million usd",doll_74.9 b,doll_23.668 m,"74,901 million usd"
doll_4.822 m,"10,000 million usd",doll_24.55 b,doll_15.348 m,"24,545 million usd"
doll_10.000 m,"4,822 million usd",doll_15.35 b,doll_24.545 m,"15,348 million usd"
doll_4.258 m,"1,637 million usd",doll_23.67 b,doll_74.901 m,"23,668 million usd"
doll_5.264 m,649 million usd,doll_35.54 b,0 million usd,"35,540 million usd"
773 million usd,"6,122 million usd",doll_24.01 b,doll_2.906 m,"24,010 million usd"
doll_2.342 m,873 million usd,doll_4.78 b,doll_7.574 m,"4,776 million usd"
83 million usd,"1,113 million usd",doll_9.84 b,doll_7.069 m,"9,835 million usd"
doll_1.344 m,"1,706 million usd",doll_36.35 b,doll_2.057 m,"36,347 million usd"
doll_2.332 m,-77 million usd,doll_387.0 m,doll_23.400 m,387 million usd
doll_4.373 m,"2,399 million usd",doll_34.22 b,doll_4.881 m,"34,220 million usd"
739 million usd,"3,411 million usd",0.0,doll_5.341 m,
doll_3.411 m,739 million usd,doll_5.34 b,,"5,341 million usd"
doll_2.399 m,"4,373 million usd",doll_4.88 b,doll_34.220 m,"4,881 million usd"
-77 million usd,"2,332 million usd",doll_23.4 b,387 million usd,"23,400 million usd"
doll_1.706 m,"1,344 million usd",doll_2.06 b,doll_36.347 m,"2,057 million usd"
doll_1.113 m,83 million usd,doll_7.07 b,doll_9.835 m,"7,069 million usd"
doll_3.486 m,"3,486 million usd",doll_12.37 b,doll_12.371 m,"12,371 million usd"
doll_4.096 m,"1,102 million usd",doll_48.58 b,doll_8.823 m,"48,577 million usd"
doll_1.393 m,47 million usd,doll_16.68 b,doll_17.491 m,"16,677 million usd"
979 million usd,"1,158 million usd",doll_3.0 b,doll_19.850 m,"3,004 million usd"
doll_4.185 m,"1,099 million usd",doll_13.86 b,doll_22.427 m,"13,857 million usd"
doll_1.529 m,"1,529 million usd",doll_9.9 b,doll_9.900 m,"9,900 million usd"
doll_1.099 m,"4,185 million usd",doll_22.43 b,doll_13.857 m,"22,427 million usd"
doll_1.158 m,979 million usd,doll_19.85 b,doll_3.004 m,"19,850 million usd"
47 million usd,"1,393 million usd",doll_17.49 b,doll_16.677 m,"17,491 million usd"
doll_1.102 m,"4,096 million usd",doll_8.82 b,doll_48.577 m,"8,823 million usd"
doll_4.808 m,"4,808 million usd",doll_206.88 b,doll_206.880 m,"206,880 million usd"
doll_2.771 m,"1,607 million usd",doll_19.56 b,doll_21.730 m,"19,558 million usd"
doll_5.341 m,"2,485 million usd",doll_8.2 b,doll_24.898 m,"8,198 million usd"
doll_1.658 m,"2,249 million usd",doll_5.12 b,doll_26.981 m,"5,116 million usd"
,"2,146 million usd",doll_12.68 b,doll_48.734 m,"12,683 million usd"
621 million usd,621 million usd,doll_30.15 b,doll_30.150 m,"30,150 million usd"
doll_2.146 m,,doll_48.73 b,doll_12.683 m,"48,734 million usd"
doll_2.249 m,"1,658 million usd",doll_26.98 b,doll_5.116 m,"26,981 million usd"
doll_2.485 m,"5,341 million usd",doll_24.9 b,doll_8.198 m,"24,898 million usd"
doll_1.607 m,"2,771 million usd",doll_21.73 b,doll_19.558 m,"21,730 million usd"
doll_3.354 m,-267 million usd,doll_5.5 b,doll_7.632 m,"5,501 million usd"
doll_1.200 m,"2,261 million usd",doll_14.29 b,doll_4.891 m,"14,293 million usd"
doll_10.289 m,"6,753 million usd",doll_84.38 b,doll_18.970 m,"84,380 million usd"
606 million usd,"1,029 million usd",doll_22.4 b,doll_3.342 m,"22,403 million usd"
doll_3.550 m,533 million usd,doll_14.59 b,doll_15.633 m,"14,588 million usd"
533 million usd,"3,550 million usd",doll_15.63 b,doll_14.588 m,"15,633 million usd"
doll_1.029 m,606 million usd,doll_3.34 b,doll_22.403 m,"3,342 million usd"
doll_6.753 m,"10,289 million usd",doll_18.97 b,doll_84.380 m,"18,970 million usd"
doll_2.261 m,"1,200 million usd",doll_4.89 b,doll_14.293 m,"4,891 million usd"
-267 million usd,"3,354 million usd",doll_7.63 b,doll_5.501 m,"7,632 million usd"
doll_1.820 m,"1,375 million usd",doll_4.1 b,doll_12.851 m,"4,099 million usd"
doll_3.872 m,"4,597 million usd",doll_40.81 b,doll_22.864 m,"40,806 million usd"
757 million usd,"12,874 million usd",doll_39.49 b,doll_4.204 m,"39,493 million usd"
doll_2.292 m,659 million usd,doll_3.77 b,doll_13.226 m,"3,770 million usd"
doll_5.159 m,"7,571 million usd",0.0,doll_106.190 m,0 million usd
doll_7.571 m,"5,159 million usd",doll_106.19 b,0 million usd,"106,190 million usd"
659 million usd,"2,292 million usd",doll_13.23 b,doll_3.770 m,"13,226 million usd"
doll_12.874 m,757 million usd,doll_4.2 b,doll_39.493 m,"4,204 million usd"
doll_4.597 m,"3,872 million usd",doll_22.86 b,doll_40.806 m,"22,864 million usd"
doll_1.375 m,"1,820 million usd",doll_12.85 b,doll_4.099 m,"12,851 million usd"
59 million usd,59 million usd,doll_2.01 b,doll_2.012 m,"2,012 million usd"
doll_4.222 m,"1,506 million usd",doll_5.79 b,0 million usd,"5,793 million usd"
doll_3.397 m,"9,388 million usd",doll_52.06 b,doll_10.934 m,"52,057 million usd"
,-29 million usd,doll_1.86 b,,"1,860 million usd"
doll_1.377 m,801 million usd,doll_3.6 b,doll_5.541 m,"3,598 million usd"
doll_2.699 m,"2,699 million usd",doll_8.8 b,doll_8.803 m,"8,803 million usd"
801 million usd,"1,377 million usd",doll_5.54 b,doll_3.598 m,"5,541 million usd"
-29 million usd,,0.0,doll_1.860 m,
doll_9.388 m,"3,397 million usd",doll_10.93 b,doll_52.057 m,"10,934 million usd"
doll_1.506 m,"4,222 million usd",0.0,doll_5.793 m,0 million usd
doll_2.118 m,"-2,042 million usd",doll_26.5 b,doll_17.870 m,"26,500 million usd"
982 million usd,"5,293 million usd",doll_25.64 b,doll_5.777 m,"25,639 million usd"
doll_3.361 m,"3,632 million usd",doll_23.01 b,doll_11.001 m,"23,007 million usd"
-491 million usd,"1,881 million usd",doll_22.93 b,doll_1.919 m,"22,929 million usd"
966 million usd,"1,590 million usd",doll_10.88 b,doll_13.874 m,"10,876 million usd"
doll_1.590 m,966 million usd,doll_13.87 b,doll_10.876 m,"13,874 million usd"
doll_1.881 m,-491 million usd,doll_1.92 b,doll_22.929 m,"1,919 million usd"
doll_3.632 m,"3,361 million usd",doll_11.0 b,doll_23.007 m,"11,001 million usd"
doll_5.293 m,982 million usd,doll_5.78 b,doll_25.639 m,"5,777 million usd"
doll_-2.042 m,"2,118 million usd",doll_17.87 b,doll_26.500 m,"17,870 million usd"
doll_1.814 m,"1,814 million usd",doll_19.44 b,doll_19.440 m,"19,440 million usd"
doll_1.166 m,86 million usd,doll_150.0 m,doll_12.222 m,150 million usd
doll_2.269 m,793 million usd,doll_3.16 b,doll_18.731 m,"3,160 million usd"
doll_9.397 m,"6,841 million usd",doll_125.98 b,0 million usd,"125,980 million usd"
doll_1.648 m,"1,562 million usd",doll_10.69 b,doll_23.397 m,"10,694 million usd"
,,doll_70.61 b,doll_70.615 m,"70,615 million usd"
doll_1.562 m,"1,648 million usd",doll_23.4 b,doll_10.694 m,"23,397 million usd"
doll_6.841 m,"9,397 million usd",0.0,doll_125.980 m,0 million usd
793 million usd,"2,269 million usd",doll_18.73 b,doll_3.160 m,"18,731 million usd"
86 million usd,"1,166 million usd",doll_12.22 b,150 million usd,"12,222 million usd"
doll_1.780 m,"4,727 million usd",doll_4.88 b,doll_11.295 m,"4,882 million usd"
doll_6.512 m,"6,512 million usd",doll_17.85 b,doll_17.852 m,"17,852 million usd"
doll_4.727 m,"1,780 million usd",doll_11.29 b,doll_4.882 m,"11,295 million usd"
doll_1.392 m,"1,622 million usd",doll_11.5 b,doll_4.611 m,"11,496 million usd"
doll_2.542 m,"2,933 million usd",doll_83.06 b,doll_132.510 m,"83,064 million usd"
323 million usd,744 million usd,doll_3.21 b,doll_1.286 m,"3,215 million usd"
doll_-1.661 m,"-1,661 million usd",doll_5.68 b,doll_5.677 m,"5,677 million usd"
744 million usd,323 million usd,doll_1.29 b,doll_3.215 m,"1,286 million usd"
doll_2.933 m,"2,542 million usd",doll_132.51 b,doll_83.064 m,"132,510 million usd"
doll_1.622 m,"1,392 million usd",doll_4.61 b,doll_11.496 m,"4,611 million usd"
,"1,005 million usd",doll_11.48 b,,"11,480 million usd"
,"6,440 million usd",0.0,doll_2.000 m,0 million usd
750 million usd,-40 million usd,doll_8.82 b,doll_4.811 m,"8,820 million usd"
379 million usd,873 million usd,doll_7.11 b,doll_3.623 m,"7,105 million usd"
doll_2.164 m,695 million usd,doll_2.99 b,doll_13.327 m,"2,988 million usd"
695 million usd,"2,164 million usd",doll_13.33 b,doll_2.988 m,"13,327 million usd"
873 million usd,379 million usd,doll_3.62 b,doll_7.105 m,"3,623 million usd"
-40 million usd,750 million usd,doll_4.81 b,doll_8.820 m,"4,811 million usd"
doll_6.440 m,,doll_2.0 b,0 million usd,"2,000 million usd"
doll_1.005 m,,0.0,doll_11.480 m,
doll_2.077 m,"2,137 million usd",doll_18.51 b,doll_13.249 m,"18,507 million usd"
doll_1.285 m,"5,986 million usd",doll_89.7 b,doll_6.820 m,"89,705 million usd"
doll_-1.542 m,590 million usd,doll_15.62 b,doll_18.406 m,"15,618 million usd"
725 million usd,"1,012 million usd",doll_26.04 b,doll_2.043 m,"26,042 million usd"
154 million usd,"1,709 million usd",doll_4.43 b,doll_2.448 m,"4,427 million usd"
doll_1.709 m,154 million usd,doll_2.45 b,doll_4.427 m,"2,448 million usd"
doll_1.012 m,725 million usd,doll_2.04 b,doll_26.042 m,"2,043 million usd"
590 million usd,"-1,542 million usd",doll_18.41 b,doll_15.618 m,"18,406 million usd"
doll_5.986 m,"1,285 million usd",doll_6.82 b,doll_89.705 m,"6,820 million usd"
doll_2.137 m,"2,077 million usd",doll_13.25 b,doll_18.507 m,"13,249 million usd"
doll_2.488 m,-468 million usd,doll_4.89 b,doll_16.792 m,"4,888 million usd"
-468 million usd,"2,488 million usd",doll_16.79 b,doll_4.888 m,"16,792 million usd"
doll_1.347 m,"10,295 million usd",doll_22.23 b,doll_125.980 m,"22,231 million usd"
-20 million usd,652 million usd,doll_7.55 b,doll_1.028 m,"7,547 million usd"
doll_1.664 m,"1,600 million usd",doll_147.0 b,doll_20.613 m,"147,000 million usd"
,"1,423 million usd",doll_14.14 b,doll_6.700 m,"14,136 million usd"
doll_1.423 m,,doll_6.7 b,doll_14.136 m,"6,700 million usd"
doll_1.600 m,"1,664 million usd",doll_20.61 b,doll_147.000 m,"20,613 million usd"
652 million usd,-20 million usd,doll_1.03 b,doll_7.547 m,"1,028 million usd"
doll_10.295 m,"1,347 million usd",doll_125.98 b,doll_22.231 m,"125,980 million usd"
doll_9.738 m,"1,881 million usd",doll_35.86 b,doll_120.920 m,"35,862 million usd"
doll_6.311 m,"5,563 million usd",doll_101.2 b,doll_54.968 m,"101,200 million usd"
doll_1.284 m,"3,009 million usd",doll_34.98 b,doll_12.784 m,"34,977 million usd"
doll_1.210 m,"1,318 million usd",doll_12.86 b,doll_6.319 m,"12,857 million usd"
doll_3.082 m,"2,103 million usd",doll_10.41 b,doll_7.671 m,"10,409 million usd"
doll_2.103 m,"3,082 million usd",doll_7.67 b,doll_10.409 m,"7,671 million usd"
doll_1.318 m,"1,210 million usd",doll_6.32 b,doll_12.857 m,"6,319 million usd"
doll_3.009 m,"1,284 million usd",doll_12.78 b,doll_34.977 m,"12,784 million usd"
doll_5.563 m,"6,311 million usd",doll_54.97 b,doll_101.200 m,"54,968 million usd"
doll_1.881 m,"9,738 million usd",doll_120.92 b,doll_35.862 m,"120,920 million usd"
-164 million usd,532 million usd,doll_1.62 b,doll_1.698 m,"1,617 million usd"
doll_3.240 m,965 million usd,doll_8.52 b,doll_76.540 m,"8,523 million usd"
doll_1.408 m,"12,995 million usd",doll_48.56 b,doll_5.308 m,"48,560 million usd"
doll_1.902 m,"7,724 million usd",doll_70.93 b,doll_33.114 m,"70,934 million usd"
-234 million usd,,doll_38.55 b,doll_1.451 m,"38,545 million usd"
,-234 million usd,doll_1.45 b,doll_38.545 m,"1,451 million usd"
doll_7.724 m,"1,902 million usd",doll_33.11 b,doll_70.934 m,"33,114 million usd"
doll_12.995 m,"1,408 million usd",doll_5.31 b,doll_48.560 m,"5,308 million usd"
965 million usd,"3,240 million usd",doll_76.54 b,doll_8.523 m,"76,540 million usd"
532 million usd,-164 million usd,doll_1.7 b,doll_1.617 m,"1,698 million usd"
doll_1.290 m,772 million usd,doll_3.95 b,doll_11.295 m,"3,952 million usd"
doll_1.245 m,"1,846 million usd",doll_17.81 b,doll_8.171 m,"17,814 million usd"
doll_1.165 m,"6,467 million usd",doll_16.65 b,doll_6.288 m,"16,653 million usd"
-37 million usd,"1,679 million usd",doll_26.04 b,doll_10.654 m,"26,043 million usd"
doll_2.459 m,"1,770 million usd",doll_5.92 b,doll_53.685 m,"5,917 million usd"
doll_1.770 m,"2,459 million usd",doll_53.69 b,doll_5.917 m,"53,685 million usd"
doll_1.679 m,-37 million usd,doll_10.65 b,doll_26.043 m,"10,654 million usd"
doll_6.467 m,"1,165 million usd",doll_6.29 b,doll_16.653 m,"6,288 million usd"
doll_1.846 m,"1,245 million usd",doll_8.17 b,doll_17.814 m,"8,171 million usd"
772 million usd,"1,290 million usd",doll_11.29 b,doll_3.952 m,"11,295 million usd"
doll_2.170 m,410 million usd,doll_5.79 b,doll_14.629 m,"5,788 million usd"
doll_5.128 m,"2,683 million usd",doll_62.81 b,0 million usd,"62,809 million usd"
doll_1.315 m,"13,522 million usd",doll_5.59 b,doll_15.861 m,"5,590 million usd"
,564 million usd,doll_11.44 b,doll_127.660 m,"11,437 million usd"
doll_6.503 m,"2,640 million usd",doll_3.62 b,doll_63.487 m,"3,622 million usd"
doll_2.640 m,"6,503 million usd",doll_63.49 b,doll_3.622 m,"63,487 million usd"
564 million usd,,doll_127.66 b,doll_11.437 m,"127,660 million usd"
doll_13.522 m,"1,315 million usd",doll_15.86 b,doll_5.590 m,"15,861 million usd"
doll_2.683 m,"5,128 million usd",0.0,doll_62.809 m,0 million usd
410 million usd,"2,170 million usd",doll_14.63 b,doll_5.788 m,"14,629 million usd"
-949 million usd,252 million usd,doll_10.42 b,doll_2.841 m,"10,420 million usd"
187 million usd,"1,838 million usd",doll_5.95 b,doll_3.866 m,"5,951 million usd"
467 million usd,"2,707 million usd",doll_18.99 b,doll_23.442 m,"18,992 million usd"
doll_4.325 m,"1,358 million usd",doll_68.64 b,doll_22.106 m,"68,636 million usd"
doll_1.133 m,"1,229 million usd",doll_7.85 b,doll_5.349 m,"7,854 million usd"
doll_1.229 m,"1,133 million usd",doll_5.35 b,doll_7.854 m,"5,349 million usd"
doll_1.358 m,"4,325 million usd",doll_22.11 b,doll_68.636 m,"22,106 million usd"
doll_2.707 m,467 million usd,doll_23.44 b,doll_18.992 m,"23,442 million usd"
doll_1.838 m,187 million usd,doll_3.87 b,doll_5.951 m,"3,866 million usd"
252 million usd,-949 million usd,doll_2.84 b,doll_10.420 m,"2,841 million usd"
883 million usd,"2,565 million usd",doll_30.98 b,doll_4.784 m,"30,981 million usd"
doll_4.666 m,"4,053 million usd",doll_96.44 b,doll_16.236 m,"96,441 million usd"
doll_2.873 m,"3,068 million usd",doll_41.97 b,doll_7.757 m,"41,970 million usd"
doll_2.719 m,"3,662 million usd",doll_34.82 b,doll_15.634 m,"34,818 million usd"
489 million usd,"2,120 million usd",doll_26.76 b,doll_7.625 m,"26,758 million usd"
doll_2.120 m,489 million usd,doll_7.62 b,doll_26.758 m,"7,625 million usd"
doll_3.662 m,"2,719 million usd",doll_15.63 b,doll_34.818 m,"15,634 million usd"
doll_3.068 m,"2,873 million usd",doll_7.76 b,doll_41.970 m,"7,757 million usd"
doll_4.053 m,"4,666 million usd",doll_16.24 b,doll_96.441 m,"16,236 million usd"
doll_2.565 m,883 million usd,doll_4.78 b,doll_30.981 m,"4,784 million usd"
doll_1.575 m,"1,519 million usd",doll_2.69 b,doll_6.584 m,"2,688 million usd"
376 million usd,359 million usd,doll_2.08 b,doll_8.291 m,"2,080 million usd"
840 million usd,"1,477 million usd",doll_8.97 b,doll_2.948 m,"8,971 million usd"
doll_1.439 m,"1,267 million usd",doll_16.09 b,doll_16.802 m,"16,094 million usd"
doll_7.791 m,-708 million usd,doll_3.05 b,doll_28.038 m,"3,054 million usd"
-708 million usd,"7,791 million usd",doll_28.04 b,doll_3.054 m,"28,038 million usd"
doll_1.267 m,"1,439 million usd",doll_16.8 b,doll_16.094 m,"16,802 million usd"
doll_1.477 m,840 million usd,doll_2.95 b,doll_8.971 m,"2,948 million usd"
359 million usd,376 million usd,doll_8.29 b,doll_2.080 m,"8,291 million usd"
doll_1.519 m,"1,575 million usd",doll_6.58 b,doll_2.688 m,"6,584 million usd"
doll_2.404 m,"3,153 million usd",doll_27.71 b,doll_4.990 m,"27,712 million usd"
doll_2.709 m,"3,278 million usd",doll_65.89 b,doll_85.249 m,"65,892 million usd"
doll_6.675 m,"3,491 million usd",doll_7.59 b,doll_85.795 m,"7,595 million usd"
doll_1.538 m,"5,318 million usd",doll_44.68 b,doll_63.847 m,"44,676 million usd"
doll_1.953 m,"1,784 million usd",doll_16.61 b,doll_16.693 m,"16,610 million usd"
doll_1.784 m,"1,953 million usd",doll_16.69 b,doll_16.610 m,"16,693 million usd"
doll_5.318 m,"1,538 million usd",doll_63.85 b,doll_44.676 m,"63,847 million usd"
doll_3.491 m,"6,675 million usd",doll_85.8 b,doll_7.595 m,"85,795 million usd"
doll_3.278 m,"2,709 million usd",doll_85.25 b,doll_65.892 m,"85,249 million usd"
doll_3.153 m,"2,404 million usd",doll_4.99 b,doll_27.712 m,"4,990 million usd"
doll_1.034 m,"5,245 million usd",doll_23.88 b,doll_5.256 m,"23,879 million usd"
doll_1.508 m,"1,092 million usd",doll_3.69 b,doll_22.792 m,"3,689 million usd"
doll_2.160 m,"1,275 million usd",doll_20.01 b,doll_34.867 m,"20,012 million usd"
doll_2.778 m,"3,290 million usd",doll_31.26 b,doll_48.664 m,"31,259 million usd"
doll_3.905 m,456 million usd,doll_3.18 b,doll_68.415 m,"3,180 million usd"
456 million usd,"3,905 million usd",doll_68.42 b,doll_3.180 m,"68,415 million usd"
doll_3.290 m,"2,778 million usd",doll_48.66 b,doll_31.259 m,"48,664 million usd"
doll_1.275 m,"2,160 million usd",doll_34.87 b,doll_20.012 m,"34,867 million usd"
doll_1.092 m,"1,508 million usd",doll_22.79 b,doll_3.689 m,"22,792 million usd"
doll_5.245 m,"1,034 million usd",doll_5.26 b,doll_23.879 m,"5,256 million usd"
doll_3.570 m,336 million usd,doll_4.74 b,doll_113.160 m,"4,742 million usd"
237 million usd,"1,114 million usd",doll_263.97 b,doll_2.308 m,"263,970 million usd"
570 million usd,651 million usd,doll_3.51 b,doll_8.447 m,"3,508 million usd"
701 million usd,"1,358 million usd",doll_7.0 b,doll_4.264 m,"6,997 million usd"
137 million usd,"2,881 million usd",0.0,doll_1.196 m,0 million usd
doll_2.881 m,137 million usd,doll_1.2 b,0 million usd,"1,196 million usd"
doll_1.358 m,701 million usd,doll_4.26 b,doll_6.997 m,"4,264 million usd"
651 million usd,570 million usd,doll_8.45 b,doll_3.508 m,"8,447 million usd"
doll_1.114 m,237 million usd,doll_2.31 b,doll_263.970 m,"2,308 million usd"
336 million usd,"3,570 million usd",doll_113.16 b,doll_4.742 m,"113,160 million usd"
doll_3.356 m,"2,917 million usd",doll_8.29 b,doll_27.599 m,"8,291 million usd"
doll_1.597 m,"4,278 million usd",0.0,doll_13.431 m,0 million usd
789 million usd,"-11,361 million usd",doll_11.8 b,doll_6.991 m,"11,799 million usd"
