,name,country,sector,absolute_growth_rate_pct,compound_annual_growth_rate_cagr_pct,revenue_2020_euro,revenue_2017_euro,number_of_employees_2020,number_of_employees_2017,founding_year
921,sweef furniture,sweden,retail,168.54,39.0,doll_9.51m,"3,620,585",14,5,2011
922,sonic tanã¡csadã³ ã©s szolgã¡ltatã³ kft,hungary,technology,168.48,38.99,doll_4.65m,"2,009,719",10,5,2008
923,spotit,belgium,cyber security,168.03,38.91,doll_20.39m,"7,606,472",71,30,2014
924,label experience,france,financial services,168.01,38.91,doll_1.76m,"655,366",27,11,2016
925,lmm logistics,italy,transport,167.88,38.88,doll_14.11m,"5,268,390",724,2,2015
926,medicalfit,spain,health,167.73,38.86,doll_2.38m,"888,395",35,15,2008
927,nuova mg,italy,industrial goods,167.60,38.83,doll_2.13m,"794,770",26,23,2017
928,innov and co handicap,france,technology,167.55,38.83,doll_1.88m,"702,609",30,7,2016
929,alma entreprise,france,construction,167.54,38.82,doll_13.44m,"5,023,015",31,33,2003
930,radit,italy,support services,167.28,38.78,doll_1.88m,"703,190",15,8,2016
931,regional express,france,transport,167.07,38.74,doll_22.84m,"8,552,857",220,80,2013
932,aravati,france,support services,166.79,38.69,doll_6.67m,"2,500,644",59,26,2004
933,pã¶hner hamburg,germany,retail,166.67,38.67,doll_15.6m,"5,851,000",7,4,2013
934,schreinerei huber,germany,construction,166.56,38.65,doll_2.63m,"986,286",21,18,2010
935,isr,france,technology,166.38,38.62,doll_4.64m,"1,741,112",12,12,1996
936,kinga mathe,germany,retail,166.18,38.59,doll_1.8m,"676,431",5,2,2008
937,rivile,lithuania,technology,166.16,38.58,doll_3.91m,"1,467,195",24,20,1992
938,magarantie5ans,france,retail,166.08,38.57,doll_9.25m,"3,477,788",20,8,2016
939,bebeboutik,france,retail,165.71,38.51,doll_29.08m,"10,944,325",98,36,2012
940,radar cyber security,austria,technology,165.43,38.46,doll_12.73m,"4,794,822",122,88,2011
941,clair group,france,aerospace & defence,165.35,38.44,doll_38.96m,"14,683,064",121,49,2004
942,appsfactory,germany,technology,165.29,38.43,doll_18.04m,"6,801,966",221,105,2009
943,stiltz homelifts,uk,interiors,164.93,38.37,doll_36.96m,"14,051,407",250,142,2010
944,star stone,romania,construction,164.83,38.35,doll_4.41m,"1,729,707",105,48,2012
945,coptrz,uk,aerospace & defence,164.78,38.34,doll_6.3m,"2,395,445",22,10,2016
946,nurole,uk,technology,164.77,38.34,doll_3.25m,"1,236,098",35,15,2014
947,abao energy,germany,construction,164.38,38.28,doll_2.41m,"910,386",15,10,2016
948,welol next,italy,technology,163.97,38.2,doll_2.69m,"1,017,320",32,16,2011
949,intent hq,uk,technology,163.93,38.2,doll_5.76m,"2,199,126",75,22,2010
950,cafã© du cycliste,france,ecommerce,163.42,38.11,doll_7.45m,"2,826,571",20,14,2009
951,langer lã¼ftungs- und klimaanlagen,germany,construction,163.42,38.11,doll_4.61m,"1,749,794",8,5,2016
952,formind,france,cyber security,163.27,38.08,doll_16.85m,"6,398,583",130,60,2010
953,oasis smart sim europe**,france,telecoms,162.65,37.97,doll_3.07m,"1,167,000",20,4,2010
954,aferetica,italy,health,162.51,37.95,doll_6.38m,"2,429,230",13,9,2013
955,zero,italy,energy,162.50,37.95,doll_42.0m,"16,000,000",37,15,2014
956,skills,france,support services,162.17,37.89,doll_11.65m,"4,443,710",70,20,2011
957,3e studio,italy,support services,161.84,37.83,doll_2.8m,"1,071,090",22,1,2015
958,pannonia steel,slovakia,construction,161.81,37.82,doll_1.77m,"675,645",5,1,2013
959,kronos,italy,fashion,161.72,37.81,doll_23.58m,"9,009,270",21,15,2009
960,lasaponaria,italy,beauty,161.63,37.79,doll_6.3m,"2,409,730",22,11,2007
961,die wuhlewanderer,germany,health,161.58,37.78,doll_4.97m,"1,900,000",95,50,2013
962,imint vidhance,sweden,technology,161.54,37.78,doll_4.85m,"1,897,113",27,26,2007
963,arte e passione,italy,restaurants,161.45,37.76,doll_1.67m,"639,410",47,18,2016
964,paul marius,france,retail,161.37,37.75,doll_24.87m,"9,515,000",87,29,2011
965,scalefocus,bulgaria,technology,161.21,37.72,doll_33.14m,"12,686,177",730,330,2012
966,whiskyzone,germany,retail,161.11,37.7,doll_10.75m,"4,117,340",16,7,2014
967,targa telematics,italy,technology,160.94,37.67,doll_37.39m,"14,327,610",113,63,2002
968,sian wholesale ltd,uk,transport,160.04,37.51,doll_74.72m,"28,939,861",50,23,2003
969,visage technologies,sweden,technology,159.98,37.5,doll_5.68m,"2,233,448",104,54,2002
970,riotloc,lithuania,games industry,159.92,37.49,doll_1.55m,"596,906",1,1,2016
971,bullionvault,uk,precious metals,159.81,37.47,doll_16.2m,"6,278,456",34,31,2003
972,3a antioxidants,spain,chemicals & pharmaceuticals,159.49,37.42,doll_7.7m,"2,968,892",23,9,2000
973,on metall,germany,industrial goods,159.42,37.4,doll_2.59m,"997,518",6,3,2016
974,scribbr,the netherlands,education,159.33,37.39,doll_8.86m,"3,417,536",39,22,2012
975,selectra,france,energy,158.84,37.3,doll_62.95m,"24,320,734",1000,500,2007
976,energetic,italy,energy,158.58,37.26,doll_1.71m,"661,860",13,7,2010
977,faveod,france,support services,158.40,37.22,doll_2.6m,"1,005,658",9,7,2007
978,cye energia,spain,energy,158.39,37.22,doll_23.67m,"9,161,867",15,5,2013
979,integrata oy,finland,financial services,157.99,37.15,doll_9.41m,"3,647,000",105,33,2008
980,regular trade,germany,retail,157.87,37.13,doll_11.67m,"4,526,000",25,15,2010
981,expleo,hungary,energy,157.82,37.12,doll_2.7m,"900,686",15,6,2011
982,confezioni velvet,italy,fashion,157.62,37.09,doll_3.36m,"1,302,640",21,21,2015
983,activ bilanz,germany,property,157.55,37.07,doll_17.29m,"6,712,146",10,12,1998
984,family nation,italy,ecommerce,157.40,37.05,doll_5.3m,"2,059,190",12,5,2011
985,majar â matzaridis bros,greece,technology,157.07,36.99,doll_13.22m,"5,144,442",19,13,1994
986,izertis,spain,technology,156.87,36.95,doll_50.74m,"19,753,150",791,431,1996
987,fashion commerce,italy,ecommerce,156.44,36.88,doll_2.35m,"916,000",5,1,2016
988,bulk tainer logistics limited,uk,transport,156.27,36.85,doll_56.05m,"21,717,432",105,41,2009
989,wingeco,italy,industrial goods,155.74,36.75,doll_3.41m,"1,332,330",22,12,2016
990,meblobranie.pl,poland,ecommerce,155.48,36.71,doll_19.3m,"6,909,799",25,12,2021
991,queraltã³,spain,ecommerce,155.39,36.69,doll_21.9m,"8,575,344",67,39,1898
992,phobos,slovakia,automobiles,155.23,36.66,doll_3.53m,"1,382,844",12,8,1993
993,archita engineering,italy,support services,155.02,36.62,doll_2.74m,"1,074,130",5,13,2013
994,celeritas,spain,transport,154.94,36.61,doll_58.14m,"22,805,398",27,10,2006
995,peopleforecast,germany,technology,154.86,36.59,doll_2.09m,"818,658",45,15,2014
996,digitalpa,italy,management consulting,154.82,36.59,doll_1.73m,"679,440",12,41,2014
997,faktenkontor,germany,advertising,154.81,36.59,doll_30.97m,"12,153,143",150,100,2003
998,clareo,france,retail,154.80,36.58,doll_18.85m,"7,399,729",53,13,2012
999,laca trade,italy,property,154.60,36.55,doll_24.74m,"9,717,860",5,5,2013
