03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_revenue_usd
doll_17.0 m,doll_9.05 m,doll_-1.743 m,"-2,414 million usd",doll_389.0 m
doll_-2414.0 m,0,,135 million usd,doll_18.53 b
doll_135.0 m,doll_12.55 m,211 million usd,211 million usd,doll_801.0 m
doll_211.0 m,0,135 million usd,,doll_11.56 b
0.0,doll_0.11 m,doll_-2.414 m,"-1,743 million usd",0.0
doll_-1743.0 m,doll_4.81 m,17 million usd,"3,825 million usd",doll_1.15 b
doll_3.83 b,doll_2.75 m,doll_1.780 m,664 million usd,doll_16.09 b
doll_664.0 m,0,doll_1.473 m,153 million usd,doll_7.22 b
doll_153.0 m,doll_11.71 m,153 million usd,373 million usd,doll_7.94 b
doll_373.0 m,doll_8.2 m,5 million usd,507 million usd,doll_1.57 b
doll_507.0 m,doll_10.33 m,468 million usd,342 million usd,doll_2.42 b
doll_342.0 m,doll_7.43 m,542 million usd,264 million usd,doll_764.0 m
doll_264.0 m,doll_10.59 m,234 million usd,338 million usd,doll_2.29 b
doll_338.0 m,doll_6.1 m,338 million usd,234 million usd,doll_2.03 b
doll_234.0 m,doll_7.05 m,264 million usd,542 million usd,doll_5.21 b
doll_542.0 m,doll_9.68 m,342 million usd,468 million usd,doll_7.91 b
doll_468.0 m,doll_5.68 m,507 million usd,5 million usd,doll_6.98 b
doll_5.0 m,doll_3.33 m,373 million usd,"5,172 million usd",doll_747.0 m
doll_5.17 b,doll_6.1 m,doll_5.172 m,336 million usd,doll_9.26 b
doll_336.0 m,doll_9.07 m,-265 million usd,896 million usd,doll_5.18 b
doll_896.0 m,doll_1.27 m,doll_1.167 m,217 million usd,doll_2.88 b
doll_217.0 m,doll_5.78 m,doll_1.519 m,-125 million usd,doll_823.0 m
doll_-125.0 m,doll_9.19 m,359 million usd,"1,369 million usd",doll_698.0 m
doll_1.37 b,doll_4.02 m,doll_1.369 m,359 million usd,doll_14.44 b
doll_359.0 m,doll_4.31 m,-125 million usd,"1,519 million usd",doll_7.51 b
doll_1.52 b,doll_4.67 m,217 million usd,"1,167 million usd",doll_12.29 b
doll_1.17 b,0,896 million usd,-265 million usd,doll_6.11 b
doll_-265.0 m,doll_7.12 m,336 million usd,906 million usd,doll_514.0 m
doll_906.0 m,doll_8.81 m,551 million usd,921 million usd,doll_69.32 b
doll_921.0 m,doll_6.54 m,doll_1.467 m,798 million usd,doll_18.35 b
doll_798.0 m,doll_2.63 m,688 million usd,95 million usd,doll_3.47 b
doll_95.0 m,doll_3.58 m,-136 million usd,-81 million usd,doll_515.0 m
doll_-81.0 m,doll_4.01 m,735 million usd,735 million usd,doll_1.17 b
doll_735.0 m,doll_12.79 m,-81 million usd,-136 million usd,doll_1.16 b
doll_-136.0 m,doll_10.23 m,95 million usd,688 million usd,doll_4.07 b
doll_688.0 m,doll_9.36 m,798 million usd,"1,467 million usd",doll_4.29 b
doll_1.47 b,doll_6.05 m,921 million usd,551 million usd,doll_7.45 b
doll_551.0 m,doll_7.51 m,906 million usd,553 million usd,doll_2.95 b
doll_553.0 m,doll_3.76 m,553 million usd,238 million usd,doll_5.76 b
doll_238.0 m,doll_14.83 m,doll_1.122 m,601 million usd,doll_3.48 b
doll_601.0 m,doll_10.11 m,310 million usd,493 million usd,doll_2.75 b
doll_493.0 m,doll_8.8 m,doll_1.552 m,267 million usd,doll_1.32 b
doll_267.0 m,doll_2.91 m,132 million usd,132 million usd,doll_782.0 m
doll_132.0 m,doll_10.89 m,-90 million usd,-90 million usd,doll_1.82 b
doll_-90.0 m,doll_7.38 m,493 million usd,"1,552 million usd",doll_12.1 b
doll_1.55 b,doll_6.97 m,267 million usd,310 million usd,doll_177.0 m
doll_310.0 m,doll_9.35 m,601 million usd,"1,122 million usd",doll_1.28 b
doll_1.12 b,doll_5.8 m,238 million usd,822 million usd,doll_22.35 b
doll_822.0 m,doll_1.01 m,822 million usd,798 million usd,doll_5.65 b
doll_798.0 m,doll_6.4 m,261 million usd,198 million usd,doll_3.09 b
doll_198.0 m,doll_4.82 m,83 million usd,451 million usd,doll_1.34 b
doll_451.0 m,doll_12.52 m,435 million usd,"-4,506 million usd",doll_3.15 b
doll_-4506.0 m,doll_6.98 m,doll_1.034 m,"1,108 million usd",doll_647.0 m
doll_1.11 b,doll_11.64 m,doll_1.108 m,"1,034 million usd",doll_34.48 b
doll_1.03 b,doll_7.63 m,doll_-4.506 m,435 million usd,doll_11.91 b
doll_435.0 m,0,451 million usd,83 million usd,doll_8.23 b
doll_83.0 m,doll_8.37 m,198 million usd,261 million usd,doll_235.0 m
doll_261.0 m,doll_6.94 m,798 million usd,"2,261 million usd",0.0
doll_2.26 b,doll_7.05 m,doll_2.261 m,287 million usd,doll_11.78 b
doll_287.0 m,doll_10.44 m,-406 million usd,738 million usd,doll_509.0 m
doll_738.0 m,doll_1.06 m,785 million usd,101 million usd,doll_3.86 b
doll_101.0 m,doll_8.36 m,767 million usd,958 million usd,doll_486.0 m
doll_958.0 m,doll_9.32 m,77 million usd,868 million usd,doll_1.86 b
doll_868.0 m,0,868 million usd,77 million usd,doll_7.02 b
doll_77.0 m,doll_7.92 m,958 million usd,767 million usd,doll_244.0 m
doll_767.0 m,doll_6.12 m,101 million usd,785 million usd,doll_2.85 b
doll_785.0 m,0,738 million usd,-406 million usd,doll_3.65 b
doll_-406.0 m,0,287 million usd,78 million usd,doll_1.83 b
doll_78.0 m,0,78 million usd,-81 million usd,doll_491.0 m
doll_-81.0 m,doll_4.09 m,117 million usd,-53 million usd,doll_845.0 m
doll_-53.0 m,doll_11.21 m,doll_-1.096 m,"1,162 million usd",doll_609.0 m
doll_1.16 b,0,83 million usd,108 million usd,doll_2.44 b
doll_108.0 m,doll_12.67 m,306 million usd,93 million usd,doll_644.0 m
doll_93.0 m,doll_5.09 m,93 million usd,306 million usd,doll_2.43 b
doll_306.0 m,doll_6.52 m,108 million usd,83 million usd,doll_6.57 b
doll_83.0 m,doll_7.08 m,doll_1.162 m,"-1,096 million usd",doll_383.0 m
doll_-1096.0 m,doll_2.84 m,-53 million usd,117 million usd,doll_32.01 b
doll_117.0 m,doll_5.85 m,-81 million usd,897 million usd,doll_1.54 b
doll_897.0 m,doll_3.43 m,897 million usd,"1,060 million usd",doll_11.14 b
doll_1.06 b,doll_11.96 m,doll_1.372 m,899 million usd,doll_22.83 b
doll_899.0 m,doll_6.24 m,335 million usd,238 million usd,doll_79.27 b
doll_238.0 m,0,894 million usd,535 million usd,doll_2.76 b
doll_535.0 m,doll_1.0 m,102 million usd,403 million usd,doll_4.51 b
doll_403.0 m,0,403 million usd,102 million usd,doll_9.18 b
doll_102.0 m,doll_6.79 m,535 million usd,894 million usd,doll_724.0 m
doll_894.0 m,doll_7.62 m,238 million usd,335 million usd,doll_12.92 b
doll_335.0 m,doll_8.08 m,899 million usd,"1,372 million usd",doll_2.16 b
doll_1.37 b,doll_7.12 m,doll_1.060 m,253 million usd,doll_10.19 b
doll_253.0 m,0,253 million usd,62 million usd,doll_3.9 b
doll_62.0 m,doll_5.68 m,229 million usd,789 million usd,doll_268.0 m
doll_789.0 m,doll_7.05 m,doll_1.263 m,995 million usd,doll_4.2 b
doll_995.0 m,0,468 million usd,-574 million usd,doll_8.5 b
doll_-574.0 m,doll_2.17 m,702 million usd,118 million usd,doll_731.0 m
doll_118.0 m,doll_7.97 m,118 million usd,702 million usd,doll_522.0 m
doll_702.0 m,doll_5.97 m,-574 million usd,468 million usd,doll_900.0 m
doll_468.0 m,doll_5.91 m,995 million usd,"1,263 million usd",doll_2.93 b
doll_1.26 b,doll_2.65 m,789 million usd,229 million usd,doll_14.69 b
doll_229.0 m,doll_8.37 m,62 million usd,488 million usd,doll_2.77 b
doll_488.0 m,doll_3.82 m,488 million usd,475 million usd,doll_3.3 b
doll_475.0 m,doll_6.76 m,-142 million usd,252 million usd,doll_1.69 b
doll_252.0 m,doll_12.88 m,doll_1.242 m,"1,584 million usd",doll_1.98 b
doll_1.58 b,doll_7.62 m,-405 million usd,525 million usd,doll_25.32 b
doll_525.0 m,0,133 million usd,-296 million usd,doll_1.43 b
doll_-296.0 m,0,-296 million usd,133 million usd,doll_5.08 b
doll_133.0 m,doll_7.29 m,525 million usd,-405 million usd,doll_343.0 m
doll_-405.0 m,doll_6.69 m,doll_1.584 m,"1,242 million usd",doll_373.0 m
doll_1.24 b,doll_3.1 m,252 million usd,426 million usd,doll_667.0 m
doll_-142.0 m,doll_7.08 m,475 million usd,"1,232 million usd",doll_4.07 b
doll_426.0 m,doll_6.89 m,426 million usd,775 million usd,doll_16.67 b
doll_1.23 b,0,204 million usd,252 million usd,doll_14.35 b
doll_775.0 m,0,171 million usd,64 million usd,doll_2.84 b
doll_252.0 m,doll_8.3 m,280 million usd,"1,171 million usd",doll_1.21 b
doll_64.0 m,doll_6.38 m,227 million usd,227 million usd,doll_193.0 m
doll_1.17 b,doll_7.55 m,doll_1.171 m,280 million usd,doll_1.05 b
doll_227.0 m,doll_6.2 m,64 million usd,171 million usd,doll_2.56 b
doll_280.0 m,0,252 million usd,204 million usd,doll_5.55 b
doll_171.0 m,0,775 million usd,-45 million usd,doll_396.0 m
doll_204.0 m,doll_5.1 m,doll_1.232 m,190 million usd,doll_849.0 m
doll_-45.0 m,doll_9.15 m,-45 million usd,-66 million usd,0.0
doll_190.0 m,doll_9.88 m,,638 million usd,doll_2.27 b
doll_-66.0 m,doll_7.96 m,doll_-2.520 m,,doll_743.0 m
doll_638.0 m,0,-845 million usd,,doll_7.39 b
0.0,0,,,0.0
0.0,0,,-845 million usd,0.0
0.0,0,,"-2,520 million usd",0.0
doll_-845.0 m,0,638 million usd,,doll_55.0 m
doll_-2520.0 m,0,-66 million usd,,doll_691.0 m
0.0,0,190 million usd,,0.0
0.0,doll_5.88 m,,512 million usd,0.0
0.0,doll_4.51 m,247 million usd,102 million usd,0.0
doll_512.0 m,doll_12.01 m,110 million usd,254 million usd,doll_4.92 b
doll_102.0 m,doll_9.82 m,466 million usd,546 million usd,doll_405.0 m
doll_254.0 m,doll_5.43 m,249 million usd,249 million usd,doll_687.0 m
doll_546.0 m,doll_4.92 m,546 million usd,466 million usd,doll_1.92 b
doll_249.0 m,doll_5.09 m,254 million usd,110 million usd,doll_1.6 b
doll_466.0 m,doll_8.54 m,102 million usd,247 million usd,doll_4.94 b
doll_110.0 m,0,512 million usd,189 million usd,doll_663.0 m
doll_247.0 m,doll_1.51 m,,129 million usd,doll_1.07 b
doll_189.0 m,doll_13.91 m,189 million usd,4 million usd,doll_3.14 b
doll_129.0 m,doll_7.42 m,119 million usd,240 million usd,doll_1.28 b
doll_4.0 m,doll_6.96 m,-252 million usd,,doll_18.12 b
doll_240.0 m,doll_12.39 m,159 million usd,"-1,669 million usd",doll_398.0 m
0.0,doll_6.68 m,139 million usd,139 million usd,0.0
doll_-1669.0 m,doll_8.65 m,doll_-1.669 m,159 million usd,doll_31.85 b
doll_139.0 m,0,,119 million usd,doll_1.5 b
doll_159.0 m,doll_9.39 m,240 million usd,-252 million usd,doll_2.07 b
doll_119.0 m,doll_8.98 m,4 million usd,"1,084 million usd",doll_5.0 b
doll_-252.0 m,doll_2.15 m,129 million usd,160 million usd,doll_853.0 m
doll_1.08 b,doll_7.06 m,doll_1.084 m,232 million usd,doll_5.57 b
doll_160.0 m,doll_14.52 m,797 million usd,176 million usd,doll_1.89 b
doll_232.0 m,doll_5.9 m,644 million usd,252 million usd,doll_2.19 b
doll_176.0 m,doll_9.28 m,93 million usd,360 million usd,doll_1.59 b
doll_252.0 m,doll_8.91 m,422 million usd,422 million usd,doll_1.21 b
doll_360.0 m,doll_1.75 m,360 million usd,93 million usd,doll_5.68 b
doll_422.0 m,doll_1.87 m,252 million usd,644 million usd,doll_1.45 b
doll_93.0 m,doll_6.73 m,176 million usd,797 million usd,doll_1.7 b
doll_644.0 m,doll_7.35 m,232 million usd,604 million usd,doll_18.21 b
doll_797.0 m,doll_6.0 m,160 million usd,153 million usd,doll_35.21 b
doll_604.0 m,doll_7.75 m,604 million usd,692 million usd,0.0
doll_153.0 m,doll_3.58 m,doll_-1.019 m,149 million usd,doll_1.18 b
doll_692.0 m,doll_5.5 m,278 million usd,325 million usd,doll_4.28 b
doll_149.0 m,doll_9.5 m,600 million usd,"1,048 million usd",doll_1.24 b
doll_325.0 m,doll_8.65 m,49 million usd,49 million usd,doll_2.81 b
doll_1.05 b,doll_8.86 m,doll_1.048 m,600 million usd,doll_3.44 b
doll_49.0 m,doll_7.76 m,325 million usd,278 million usd,doll_2.01 b
doll_600.0 m,doll_4.68 m,149 million usd,"-1,019 million usd",doll_6.22 b
doll_278.0 m,doll_11.04 m,692 million usd,49 million usd,doll_1.46 b
doll_-1019.0 m,doll_7.54 m,153 million usd,499 million usd,doll_9.57 b
doll_49.0 m,doll_4.5 m,49 million usd,-143 million usd,doll_4.58 b
doll_499.0 m,doll_6.12 m,152 million usd,435 million usd,doll_8.88 b
doll_-143.0 m,doll_7.64 m,614 million usd,316 million usd,doll_2.18 b
doll_435.0 m,doll_6.77 m,109 million usd,408 million usd,doll_1.37 b
doll_316.0 m,doll_4.7 m,624 million usd,624 million usd,doll_6.74 b
doll_408.0 m,doll_2.59 m,408 million usd,109 million usd,doll_13.09 b
doll_624.0 m,doll_8.01 m,316 million usd,614 million usd,doll_4.93 b
doll_109.0 m,0,435 million usd,152 million usd,doll_1.62 b
doll_614.0 m,doll_9.25 m,-143 million usd,418 million usd,doll_3.71 b
doll_152.0 m,doll_2.83 m,499 million usd,"-1,155 million usd",doll_549.0 m
doll_418.0 m,doll_7.61 m,418 million usd,"1,301 million usd",doll_5.65 b
doll_-1155.0 m,0,829 million usd,405 million usd,doll_3.06 b
doll_1.3 b,doll_6.71 m,174 million usd,213 million usd,doll_6.63 b
doll_405.0 m,doll_6.56 m,doll_1.118 m,316 million usd,doll_5.59 b
doll_213.0 m,doll_6.2 m,348 million usd,348 million usd,doll_5.26 b
doll_316.0 m,doll_9.15 m,316 million usd,"1,118 million usd",doll_2.77 b
doll_348.0 m,doll_3.51 m,213 million usd,174 million usd,doll_941.0 m
doll_1.12 b,doll_13.12 m,405 million usd,829 million usd,doll_603.0 m
doll_174.0 m,doll_2.74 m,doll_1.301 m,"1,296 million usd",doll_674.0 m
doll_829.0 m,doll_1.74 m,doll_-1.155 m,876 million usd,doll_28.17 b
doll_1.3 b,0,doll_1.296 m,343 million usd,doll_8.91 b
doll_876.0 m,doll_8.51 m,927 million usd,726 million usd,doll_13.35 b
doll_343.0 m,doll_5.82 m,413 million usd,287 million usd,doll_8.03 b
doll_726.0 m,doll_2.61 m,529 million usd,102 million usd,doll_5.61 b
doll_287.0 m,doll_5.24 m,157 million usd,157 million usd,doll_1.07 b
doll_102.0 m,doll_2.99 m,102 million usd,529 million usd,doll_648.0 m
doll_157.0 m,doll_6.2 m,287 million usd,413 million usd,doll_409.0 m
doll_529.0 m,doll_11.28 m,726 million usd,927 million usd,doll_3.19 b
doll_413.0 m,doll_6.5 m,343 million usd,"1,241 million usd",doll_11.74 b
doll_927.0 m,doll_10.39 m,876 million usd,626 million usd,doll_2.5 b
doll_1.24 b,doll_6.03 m,doll_1.241 m,231 million usd,doll_9.22 b
doll_626.0 m,0,158 million usd,-71 million usd,doll_20.81 b
doll_231.0 m,doll_12.89 m,160 million usd,"1,202 million usd",doll_5.3 b
doll_-71.0 m,doll_27.99 m,405 million usd,"1,607 million usd",doll_2.17 b
doll_1.2 b,doll_5.18 m,464 million usd,464 million usd,doll_8.01 b
doll_1.61 b,doll_4.26 m,doll_1.607 m,405 million usd,doll_5.08 b
doll_464.0 m,doll_2.68 m,doll_1.202 m,160 million usd,doll_4.79 b
doll_405.0 m,doll_11.24 m,-71 million usd,158 million usd,doll_1.51 b
doll_160.0 m,doll_2.81 m,231 million usd,-846 million usd,doll_1.8 b
doll_158.0 m,doll_7.18 m,626 million usd,860 million usd,doll_3.96 b
doll_-846.0 m,doll_4.73 m,104 million usd,"1,082 million usd",doll_462.0 m
doll_860.0 m,doll_10.37 m,718 million usd,646 million usd,doll_2.85 b
doll_1.08 b,doll_7.79 m,-163 million usd,"1,534 million usd",doll_306.0 m
doll_646.0 m,doll_9.21 m,204 million usd,290 million usd,doll_23.09 b
doll_1.53 b,doll_6.92 m,290 million usd,204 million usd,doll_11.58 b
doll_290.0 m,0,doll_1.534 m,-163 million usd,doll_726.0 m
doll_204.0 m,doll_9.65 m,646 million usd,718 million usd,doll_696.0 m
doll_-163.0 m,doll_5.99 m,doll_1.082 m,104 million usd,doll_517.0 m
doll_718.0 m,doll_13.92 m,860 million usd,599 million usd,doll_16.27 b
doll_104.0 m,doll_4.34 m,-846 million usd,-347 million usd,doll_1.21 b
doll_599.0 m,doll_5.15 m,470 million usd,294 million usd,doll_3.79 b
doll_-347.0 m,0,174 million usd,-99 million usd,doll_511.0 m
doll_294.0 m,doll_7.86 m,15 million usd,247 million usd,doll_2.25 b
doll_-99.0 m,0,946 million usd,447 million usd,doll_1.44 b
doll_247.0 m,doll_7.34 m,447 million usd,946 million usd,doll_3.09 b
doll_447.0 m,doll_3.48 m,247 million usd,15 million usd,doll_740.0 m
doll_946.0 m,doll_2.87 m,-99 million usd,174 million usd,doll_3.02 b
doll_15.0 m,doll_2.29 m,294 million usd,470 million usd,doll_702.0 m
doll_174.0 m,doll_7.47 m,-347 million usd,355 million usd,doll_549.0 m
doll_470.0 m,doll_4.06 m,599 million usd,"1,187 million usd",doll_7.34 b
doll_355.0 m,doll_3.49 m,355 million usd,16 million usd,doll_1.73 b
doll_1.19 b,doll_8.32 m,231 million usd,"3,298 million usd",doll_25.55 b
doll_16.0 m,doll_7.58 m,doll_2.928 m,-124 million usd,doll_1.78 b
doll_3.3 b,doll_2.52 m,272 million usd,135 million usd,doll_16.68 b
doll_-124.0 m,doll_15.66 m,doll_1.068 m,"1,068 million usd",doll_10.34 b
doll_135.0 m,doll_9.95 m,135 million usd,272 million usd,doll_767.0 m
doll_1.07 b,doll_9.81 m,doll_3.298 m,"2,928 million usd",doll_27.29 b
doll_272.0 m,doll_8.76 m,-124 million usd,231 million usd,doll_2.98 b
doll_2.93 b,doll_8.9 m,16 million usd,628 million usd,0.0
doll_231.0 m,doll_6.87 m,doll_1.187 m,-30 million usd,doll_8.56 b
doll_628.0 m,doll_8.35 m,628 million usd,-329 million usd,doll_955.0 m
doll_-30.0 m,doll_8.72 m,497 million usd,783 million usd,doll_2.71 b
doll_-329.0 m,doll_6.76 m,232 million usd,-117 million usd,doll_3.09 b
doll_783.0 m,doll_5.95 m,620 million usd,276 million usd,doll_2.94 b
doll_-117.0 m,doll_7.11 m,doll_1.882 m,"1,882 million usd",doll_1.27 b
doll_276.0 m,doll_6.34 m,276 million usd,620 million usd,doll_3.23 b
doll_1.88 b,doll_4.64 m,-117 million usd,232 million usd,doll_7.29 b
doll_620.0 m,doll_5.24 m,783 million usd,497 million usd,doll_900.0 m
doll_232.0 m,doll_5.96 m,-329 million usd,244 million usd,doll_2.55 b
doll_497.0 m,doll_5.42 m,-30 million usd,"2,773 million usd",doll_5.5 b
doll_244.0 m,0,244 million usd,"1,025 million usd",doll_1.56 b
doll_2.77 b,doll_9.02 m,953 million usd,752 million usd,doll_10.43 b
doll_1.02 b,doll_3.62 m,382 million usd,25 million usd,doll_407.0 m
doll_752.0 m,doll_6.42 m,421 million usd,613 million usd,doll_3.11 b
doll_25.0 m,doll_8.41 m,61 million usd,61 million usd,doll_6.72 b
doll_613.0 m,doll_6.27 m,613 million usd,421 million usd,doll_24.12 b
doll_61.0 m,doll_8.49 m,25 million usd,382 million usd,doll_5.3 b
doll_421.0 m,doll_4.24 m,752 million usd,953 million usd,doll_2.7 b
doll_382.0 m,doll_1.76 m,doll_1.025 m,958 million usd,doll_17.56 b
doll_953.0 m,0,doll_2.773 m,"1,351 million usd",doll_14.03 b
doll_958.0 m,doll_4.31 m,958 million usd,503 million usd,doll_2.66 b
doll_1.35 b,doll_7.4 m,,336 million usd,doll_6.3 b
doll_503.0 m,doll_2.09 m,328 million usd,143 million usd,doll_996.0 m
doll_336.0 m,doll_6.94 m,444 million usd,560 million usd,doll_12.81 b
doll_143.0 m,doll_8.59 m,278 million usd,278 million usd,doll_1.61 b
doll_560.0 m,doll_7.25 m,560 million usd,444 million usd,0.0
doll_278.0 m,doll_8.89 m,143 million usd,328 million usd,doll_2.27 b
doll_444.0 m,0,336 million usd,,doll_3.18 b
doll_328.0 m,doll_3.9 m,503 million usd,"1,067 million usd",doll_3.03 b
0.0,doll_5.07 m,doll_1.351 m,70 million usd,0.0
doll_1.07 b,doll_7.78 m,doll_1.067 m,-5 million usd,doll_8.61 b
doll_70.0 m,doll_6.47 m,doll_4.690 m,,doll_330.0 m
doll_-5.0 m,doll_6.24 m,427 million usd,313 million usd,doll_3.0 m
0.0,doll_4.16 m,103 million usd,100 million usd,0.0
doll_313.0 m,doll_7.27 m,244 million usd,244 million usd,doll_2.56 b
doll_100.0 m,doll_7.71 m,100 million usd,103 million usd,doll_2.42 b
doll_244.0 m,doll_13.15 m,313 million usd,427 million usd,doll_3.23 b
doll_103.0 m,doll_6.49 m,,"4,690 million usd",doll_12.42 b
doll_427.0 m,doll_4.94 m,-5 million usd,512 million usd,doll_11.53 b
doll_4.69 b,doll_2.21 m,70 million usd,120 million usd,doll_1.64 b
doll_512.0 m,doll_4.97 m,512 million usd,334 million usd,doll_1.14 b
doll_120.0 m,doll_2.33 m,,179 million usd,doll_822.0 m
doll_334.0 m,doll_10.68 m,doll_-1.296 m,393 million usd,doll_3.4 b
doll_179.0 m,doll_6.44 m,-63 million usd,,doll_1.5 b
doll_393.0 m,doll_6.97 m,doll_4.630 m,"4,630 million usd",doll_12.47 b
0.0,doll_6.41 m,,-63 million usd,0.0
doll_4.63 b,doll_10.69 m,393 million usd,"-1,296 million usd",doll_1.64 b
doll_-63.0 m,doll_6.43 m,179 million usd,,doll_1.21 b
doll_-1296.0 m,doll_5.68 m,334 million usd,6 million usd,doll_5.15 b
0.0,0,120 million usd,135 million usd,0.0
doll_6.0 m,doll_6.38 m,6 million usd,439 million usd,doll_1.58 b
doll_135.0 m,doll_6.09 m,573 million usd,449 million usd,doll_331.0 m
doll_439.0 m,doll_7.09 m,584 million usd,108 million usd,doll_5.75 b
doll_449.0 m,doll_6.49 m,607 million usd,-268 million usd,doll_184.0 m
doll_108.0 m,doll_6.17 m,doll_1.155 m,"1,155 million usd",doll_2.59 b
doll_-268.0 m,doll_6.07 m,-268 million usd,607 million usd,doll_24.48 b
doll_1.16 b,doll_8.05 m,108 million usd,584 million usd,0.0
doll_607.0 m,doll_6.31 m,449 million usd,573 million usd,doll_2.92 b
doll_584.0 m,0,439 million usd,193 million usd,doll_10.83 b
doll_573.0 m,doll_8.32 m,135 million usd,"2,126 million usd",doll_23.19 b
doll_193.0 m,doll_12.2 m,193 million usd,648 million usd,doll_6.12 b
doll_2.13 b,doll_6.38 m,-186 million usd,,doll_4.23 b
doll_648.0 m,doll_8.17 m,300 million usd,758 million usd,doll_13.69 b
0.0,doll_9.55 m,418 million usd,749 million usd,0.0
doll_758.0 m,doll_8.38 m,doll_2.039 m,"2,039 million usd",doll_16.25 b
doll_749.0 m,doll_3.03 m,749 million usd,418 million usd,doll_912.0 m
doll_2.04 b,doll_1.73 m,758 million usd,300 million usd,doll_48.79 b
doll_418.0 m,doll_8.89 m,,-186 million usd,doll_5.91 b
doll_300.0 m,doll_0.49 m,648 million usd,69 million usd,doll_675.0 m
doll_-186.0 m,doll_17.75 m,doll_2.126 m,497 million usd,doll_1.23 b
doll_69.0 m,doll_3.92 m,69 million usd,914 million usd,doll_482.0 m
doll_497.0 m,doll_0.97 m,648 million usd,129 million usd,doll_6.88 b
doll_914.0 m,doll_5.22 m,81 million usd,315 million usd,doll_19.48 b
doll_129.0 m,doll_2.17 m,doll_2.102 m,878 million usd,doll_1.05 b
doll_315.0 m,doll_5.31 m,271 million usd,271 million usd,doll_2.04 b
doll_878.0 m,doll_7.47 m,878 million usd,"2,102 million usd",doll_2.58 b
doll_271.0 m,doll_4.41 m,315 million usd,81 million usd,doll_476.0 m
doll_2.1 b,doll_10.76 m,129 million usd,648 million usd,doll_31.85 b
doll_81.0 m,doll_6.41 m,914 million usd,6 million usd,doll_3.94 b
doll_648.0 m,doll_5.83 m,497 million usd,293 million usd,doll_15.65 b
doll_6.0 m,doll_9.3 m,6 million usd,164 million usd,doll_1.79 b
doll_293.0 m,doll_7.92 m,doll_1.183 m,"3,349 million usd",doll_1.69 b
doll_164.0 m,0,-171 million usd,78 million usd,doll_29.49 b
doll_3.35 b,doll_10.18 m,doll_-9.756 m,618 million usd,doll_20.16 b
